TABLE=023 | AREA=Phường Bình Lộc | SECTION=non-agricultural | SEGMENTS=1
P=0813 | X=0112.610-0344.160 | Y=0322.420-0333.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0813 | X=0112.610-0399.500 | Y=0339.700-0350.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0813 | X=0112.610-0173.730 | Y=0351.220-0362.460 | đến ≤1.000m.
P=0813 | X=0112.610-0335.780 | Y=0368.760-0380.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0813 | X=0112.610-0400.020 | Y=0386.520-0397.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu Gia
P=0813 | X=0112.610-0400.060 | Y=0398.040-0409.280 | Ló - ấp Trung Nghĩa đoạn từ Đường Cây số 2 đến Hết ranh thửa
P=0813 | X=0112.610-0398.860 | Y=0409.560-0420.800 | đất số 259, tờ BĐĐC số 219 về bên phải và hết ranh thửa đất số
P=0813 | X=0112.610-0384.450 | Y=0421.080-0432.320 | 42, tờ BĐĐC số 219 về bên trái, xã Xuân Lộc có hiện trạng là
P=0813 | X=0092.660-0109.300 | Y=0428.960-0438.280 | 228
P=0813 | X=0415.340-0431.980 | Y=0428.960-0438.280 | 410
P=0813 | X=0451.610-0468.250 | Y=0428.960-0438.280 | 290
P=0813 | X=0505.390-0522.030 | Y=0428.960-0438.280 | 250
P=0813 | X=0112.610-0248.380 | Y=0432.600-0443.840 | đường nhựa, bê tông xi măng:
P=0813 | X=0112.610-0398.460 | Y=0450.140-0461.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0813 | X=0112.610-0336.250 | Y=0467.660-0478.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0813 | X=0112.610-0397.870 | Y=0485.420-0496.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0813 | X=0112.610-0389.260 | Y=0496.940-0508.180 | Đường Bàu Gia Ló - ấp Trung Nghĩa đoạn từ Đường Cây số 2
P=0813 | X=0112.610-0390.210 | Y=0508.220-0519.460 | đến Hết ranh thửa đất số 259, tờ BĐĐC số 219 về bên phải và
P=0813 | X=0112.610-0405.980 | Y=0519.740-0530.980 | hết ranh thửa đất số 42, tờ BĐĐC số 219 về bên trái, xã Xuân Lộc
P=0813 | X=0092.660-0109.300 | Y=0527.620-0536.940 | 229
P=0813 | X=0415.340-0431.980 | Y=0527.620-0536.940 | 560
P=0813 | X=0451.610-0468.250 | Y=0527.620-0536.940 | 390
P=0813 | X=0505.390-0522.030 | Y=0527.620-0536.940 | 350
P=0813 | X=0112.610-0319.460 | Y=0531.260-0542.500 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0813 | X=0112.610-0343.690 | Y=0548.810-0560.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0813 | X=0112.610-0389.800 | Y=0566.330-0577.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0813 | X=0112.610-0397.870 | Y=0584.090-0595.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0813 | X=0112.610-0389.260 | Y=0595.610-0606.850 | Đường Bàu Gia Ló - ấp Trung Nghĩa đoạn từ Đường Cây số 2
P=0813 | X=0112.610-0390.210 | Y=0607.130-0618.370 | đến Hết ranh thửa đất số 259, tờ BĐĐC số 219 về bên phải và
P=0813 | X=0112.610-0405.980 | Y=0618.670-0629.910 | hết ranh thửa đất số 42, tờ BĐĐC số 219 về bên trái, xã Xuân Lộc
P=0813 | X=0112.610-0319.460 | Y=0630.190-0641.430 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0813 | X=0092.660-0109.300 | Y=0640.950-0650.270 | 230
P=0813 | X=0415.340-0431.980 | Y=0640.950-0650.270 | 500
P=0813 | X=0451.610-0468.250 | Y=0640.950-0650.270 | 350
P=0813 | X=0505.390-0522.030 | Y=0640.950-0650.270 | 300
P=0813 | X=0112.610-0344.160 | Y=0647.710-0658.950 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0813 | X=0112.610-0399.500 | Y=0665.230-0676.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0813 | X=0112.610-0173.730 | Y=0676.510-0687.750 | đến ≤1.000m.
P=0813 | X=0112.610-0335.780 | Y=0694.030-0705.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0814 | X=0112.610-0397.900 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0814 | X=0112.610-0389.260 | Y=0090.020-0101.260 | Đường Bàu Gia Ló - ấp Trung Nghĩa đoạn từ Đường Cây số 2
P=0814 | X=0112.610-0390.210 | Y=0101.540-0112.780 | đến Hết ranh thửa đất số 259, tờ BĐĐC số 219 về bên phải và
P=0814 | X=0112.610-0405.980 | Y=0113.060-0124.300 | hết ranh thửa đất số 42, tờ BĐĐC số 219 về bên trái, xã Xuân Lộc
P=0814 | X=0092.660-0109.300 | Y=0120.970-0130.290 | 231
P=0814 | X=0415.340-0431.980 | Y=0120.970-0130.290 | 370
P=0814 | X=0451.610-0468.250 | Y=0120.970-0130.290 | 260
P=0814 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 220
P=0814 | X=0112.610-0319.460 | Y=0124.610-0135.850 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0112.610-0398.420 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0814 | X=0112.610-0336.250 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0814 | X=0092.660-0190.680 | Y=0177.170-0188.410 | 232 Đường Trung Tín
P=0814 | X=0212.710-0432.230 | Y=0177.170-0188.410 | Đường tỉnh 766 Ranh giới xã Xuân Thành 1.500
P=0814 | X=0443.450-0468.500 | Y=0179.050-0188.370 | 1.100
P=0814 | X=0505.390-0522.030 | Y=0179.050-0188.370 | 900
P=0814 | X=0112.610-0389.960 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung
P=0814 | X=0112.610-0386.580 | Y=0206.470-0217.710 | Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân Thành có
P=0814 | X=0112.610-0306.220 | Y=0217.990-0229.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0109.300 | Y=0225.870-0235.190 | 233
P=0814 | X=0415.340-0431.980 | Y=0225.870-0235.190 | 730
P=0814 | X=0451.610-0468.250 | Y=0225.870-0235.190 | 510
P=0814 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 440
P=0814 | X=0112.610-0343.690 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0814 | X=0112.610-0389.800 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0814 | X=0112.610-0389.980 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung
P=0814 | X=0112.610-0386.580 | Y=0282.340-0293.580 | Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân Thành có
P=0814 | X=0112.610-0306.220 | Y=0293.860-0305.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0344.160 | Y=0311.380-0325.460 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0814 | X=0415.340-0431.980 | Y=0316.140-0325.460 | 560
P=0814 | X=0451.610-0468.250 | Y=0316.140-0325.460 | 390
P=0814 | X=0505.390-0522.030 | Y=0316.140-0325.460 | 340
P=0814 | X=0112.610-0399.500 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0814 | X=0112.610-0173.730 | Y=0340.420-0351.660 | đến ≤1.000m.
P=0814 | X=0112.610-0335.780 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0814 | X=0112.610-0389.960 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung
P=0814 | X=0112.610-0386.580 | Y=0387.000-0398.240 | Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân Thành có
P=0814 | X=0112.610-0306.220 | Y=0398.520-0409.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0109.300 | Y=0406.400-0415.720 | 235
P=0814 | X=0415.340-0431.980 | Y=0406.400-0415.720 | 450
P=0814 | X=0451.610-0468.250 | Y=0406.400-0415.720 | 320
P=0814 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 270
P=0814 | X=0112.610-0398.450 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0814 | X=0112.610-0336.250 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0814 | X=0112.610-0397.870 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0814 | X=0112.610-0405.340 | Y=0462.860-0474.100 | Đường Trung Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân
P=0814 | X=0112.610-0350.650 | Y=0474.380-0485.620 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0109.300 | Y=0482.260-0491.580 | 236
P=0814 | X=0415.340-0431.980 | Y=0482.260-0491.580 | 660
P=0814 | X=0451.610-0468.250 | Y=0482.260-0491.580 | 460
P=0814 | X=0505.390-0522.030 | Y=0482.260-0491.580 | 400
P=0814 | X=0112.610-0343.690 | Y=0491.900-0503.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0814 | X=0112.610-0389.800 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0814 | X=0112.610-0397.870 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0814 | X=0112.610-0405.340 | Y=0538.490-0549.730 | Đường Trung Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân
P=0814 | X=0112.610-0350.650 | Y=0550.010-0561.250 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0344.160 | Y=0567.530-0581.850 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0814 | X=0415.340-0431.980 | Y=0572.530-0581.850 | 500
P=0814 | X=0451.610-0468.250 | Y=0572.530-0581.850 | 350
P=0814 | X=0505.390-0522.030 | Y=0572.530-0581.850 | 300
P=0814 | X=0112.610-0399.500 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0814 | X=0112.610-0173.730 | Y=0596.570-0607.810 | đến ≤1.000m.
P=0814 | X=0112.610-0335.780 | Y=0614.090-0625.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0814 | X=0112.610-0397.870 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0814 | X=0112.610-0405.340 | Y=0643.390-0654.630 | Đường Trung Tín đoạn từ Đường tỉnh 766 đến Ranh giới xã Xuân
P=0814 | X=0112.610-0350.650 | Y=0654.910-0666.150 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0814 | X=0092.660-0109.300 | Y=0662.790-0672.110 | 238
P=0814 | X=0415.340-0431.980 | Y=0662.790-0672.110 | 410
P=0814 | X=0451.610-0468.250 | Y=0662.790-0672.110 | 290
P=0814 | X=0505.390-0522.030 | Y=0662.790-0672.110 | 250
P=0814 | X=0112.610-0398.420 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0814 | X=0112.610-0336.250 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0814 | X=0092.660-0432.230 | Y=0707.730-0718.970 | 239 Đường xóm Quảng - Đường tỉnh 766 Hết ranh thửa đất số 161, 1.200
P=0814 | X=0451.610-0468.250 | Y=0709.620-0718.940 | 840
P=0814 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 720
P=0815 | X=0112.610-0170.030 | Y=0072.500-0083.740 | ấp Trung Tín
P=0815 | X=0286.660-0392.860 | Y=0072.500-0083.740 | tờ BĐĐC số 193 về bên
P=0815 | X=0286.660-0398.710 | Y=0084.020-0095.260 | phải và hết ranh thửa đất
P=0815 | X=0286.660-0395.500 | Y=0095.540-0106.780 | số 271, tờ BĐĐC số 193
P=0815 | X=0286.660-0394.460 | Y=0108.940-0118.260 | về bên trái, xã Xuân Lộc
P=0815 | X=0112.610-0382.670 | Y=0124.850-0136.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm
P=0815 | X=0112.610-0402.940 | Y=0136.370-0147.610 | Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0815 | X=0112.610-0398.860 | Y=0147.650-0158.890 | đất số 161, tờ BĐĐC số 193 về bên phải và hết ranh thửa đất số
P=0815 | X=0112.610-0390.210 | Y=0159.170-0170.410 | 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc có hiện trạng là
P=0815 | X=0092.660-0109.300 | Y=0167.050-0176.370 | 240
P=0815 | X=0415.340-0431.980 | Y=0167.050-0176.370 | 620
P=0815 | X=0451.610-0468.250 | Y=0167.050-0176.370 | 430
P=0815 | X=0505.390-0522.030 | Y=0167.050-0176.370 | 370
P=0815 | X=0112.610-0248.380 | Y=0170.690-0181.930 | đường nhựa, bê tông xi măng:
P=0815 | X=0112.610-0343.720 | Y=0188.210-0199.450 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0815 | X=0112.610-0389.800 | Y=0205.750-0216.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0815 | X=0112.610-0382.670 | Y=0223.510-0234.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm
P=0815 | X=0112.610-0402.940 | Y=0235.030-0246.270 | Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0815 | X=0112.610-0398.860 | Y=0246.550-0257.790 | đất số 161, tờ BĐĐC số 193 về bên phải và hết ranh thửa đất số
P=0815 | X=0112.610-0390.210 | Y=0258.070-0269.310 | 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc có hiện trạng là
P=0815 | X=0112.610-0248.380 | Y=0269.590-0280.830 | đường nhựa, bê tông xi măng:
P=0815 | X=0092.660-0109.300 | Y=0280.350-0289.670 | 241
P=0815 | X=0415.340-0431.980 | Y=0280.350-0289.670 | 550
P=0815 | X=0451.610-0468.250 | Y=0280.350-0289.670 | 390
P=0815 | X=0505.390-0522.030 | Y=0280.350-0289.670 | 330
P=0815 | X=0112.610-0344.160 | Y=0287.140-0298.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0815 | X=0112.610-0399.500 | Y=0304.660-0315.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0815 | X=0112.610-0173.730 | Y=0315.940-0327.180 | đến ≤1.000m.
P=0815 | X=0112.610-0335.780 | Y=0333.460-0344.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0815 | X=0112.610-0382.670 | Y=0351.220-0362.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm
P=0815 | X=0112.610-0402.940 | Y=0362.740-0373.980 | Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0815 | X=0112.610-0398.860 | Y=0374.280-0385.520 | đất số 161, tờ BĐĐC số 193 về bên phải và hết ranh thửa đất số
P=0815 | X=0112.610-0390.210 | Y=0385.800-0397.040 | 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc có hiện trạng là
P=0815 | X=0092.660-0109.300 | Y=0393.680-0403.000 | 242
P=0815 | X=0415.340-0431.980 | Y=0393.680-0403.000 | 410
P=0815 | X=0451.610-0468.250 | Y=0393.680-0403.000 | 290
P=0815 | X=0505.390-0522.030 | Y=0393.680-0403.000 | 250
P=0815 | X=0112.610-0248.380 | Y=0397.320-0408.560 | đường nhựa, bê tông xi măng:
P=0815 | X=0112.610-0398.420 | Y=0414.840-0426.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0815 | X=0112.610-0336.250 | Y=0432.360-0443.600 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0815 | X=0112.610-0397.870 | Y=0450.140-0461.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0815 | X=0112.610-0394.300 | Y=0461.660-0472.900 | Đường xóm Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến
P=0815 | X=0112.610-0387.430 | Y=0473.180-0484.420 | Hết ranh thửa đất số 161, tờ BĐĐC số 193 về bên phải và hết
P=0815 | X=0112.610-0394.700 | Y=0484.460-0495.700 | ranh thửa đất số 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc
P=0815 | X=0092.660-0109.300 | Y=0492.340-0501.660 | 243
P=0815 | X=0415.340-0431.980 | Y=0492.340-0501.660 | 560
P=0815 | X=0451.610-0468.250 | Y=0492.340-0501.660 | 390
P=0815 | X=0505.390-0522.030 | Y=0492.340-0501.660 | 350
P=0815 | X=0112.610-0319.460 | Y=0495.980-0507.220 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0815 | X=0112.610-0343.690 | Y=0513.500-0524.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0815 | X=0112.610-0389.800 | Y=0531.020-0542.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0815 | X=0112.610-0397.870 | Y=0548.810-0560.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0815 | X=0112.610-0394.300 | Y=0560.330-0571.570 | Đường xóm Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến
P=0815 | X=0112.610-0387.430 | Y=0571.850-0583.090 | Hết ranh thửa đất số 161, tờ BĐĐC số 193 về bên phải và hết
P=0815 | X=0112.610-0394.700 | Y=0583.370-0594.610 | ranh thửa đất số 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc
P=0815 | X=0112.610-0319.460 | Y=0594.890-0606.130 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0815 | X=0092.660-0109.300 | Y=0605.650-0614.970 | 244
P=0815 | X=0415.340-0431.980 | Y=0605.650-0614.970 | 500
P=0815 | X=0451.610-0468.250 | Y=0605.650-0614.970 | 350
P=0815 | X=0505.390-0522.030 | Y=0605.650-0614.970 | 300
P=0815 | X=0112.610-0344.160 | Y=0612.410-0623.650 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0815 | X=0112.610-0399.500 | Y=0629.950-0641.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0815 | X=0112.610-0173.730 | Y=0641.470-0652.710 | đến ≤1.000m.
P=0815 | X=0112.610-0335.790 | Y=0658.750-0669.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0815 | X=0112.610-0397.870 | Y=0676.510-0687.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0815 | X=0092.660-0394.300 | Y=0688.030-0699.270 | 245 Đường xóm Quảng - ấp Trung Tín đoạn từ Đường tỉnh 766 đến
P=0815 | X=0415.340-0431.980 | Y=0689.910-0699.230 | 370
P=0815 | X=0451.610-0468.250 | Y=0689.910-0699.230 | 260
P=0815 | X=0505.390-0522.030 | Y=0689.910-0699.230 | 220
P=0815 | X=0112.610-0387.430 | Y=0699.550-0710.790 | Hết ranh thửa đất số 161, tờ BĐĐC số 193 về bên phải và hết
P=0816 | X=0112.610-0394.700 | Y=0072.500-0083.740 | ranh thửa đất số 271, tờ BĐĐC số 193 về bên trái, xã Xuân Lộc
P=0816 | X=0112.610-0319.460 | Y=0084.020-0095.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0816 | X=0112.610-0398.420 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0816 | X=0112.610-0336.250 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0816 | X=0286.660-0400.630 | Y=0136.850-0148.090 | Hết ranh thửa đất số 250,
P=0816 | X=0286.660-0392.860 | Y=0148.370-0159.610 | tờ BĐĐC số 193 về bên
P=0816 | X=0112.610-0207.270 | Y=0154.130-0165.370 | Đường xóm Huế - ấp
P=0816 | X=0212.710-0432.230 | Y=0159.650-0170.890 | Đường tỉnh 766 phải và hết ranh thửa đất 1.200
P=0816 | X=0092.660-0109.300 | Y=0161.530-0170.850 | 246
P=0816 | X=0451.610-0468.250 | Y=0161.530-0170.850 | 840
P=0816 | X=0505.390-0522.030 | Y=0161.530-0170.850 | 720
P=0816 | X=0112.610-0156.110 | Y=0167.290-0176.610 | Trung Tín
P=0816 | X=0286.660-0403.660 | Y=0171.170-0182.410 | số 80, tờ BĐĐC số 193 về
P=0816 | X=0286.660-0381.260 | Y=0184.570-0193.890 | bên trái, xã Xuân Lộc
P=0816 | X=0112.610-0403.900 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm Huế
P=0816 | X=0112.610-0400.060 | Y=0211.990-0223.230 | - ấp Trung Tín đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số
P=0816 | X=0112.610-0397.710 | Y=0223.510-0234.750 | 250, tờ BĐĐC số 193 về bên phải và hết ranh thửa đất số 80, tờ
