TABLE=019 | AREA=Phường Long Khánh | SECTION=non-agricultural | SEGMENTS=1
P=0641 | X=0106.850-0347.540 | Y=0299.860-0311.100 | Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 245
P=0641 | X=0424.970-0450.020 | Y=0307.740-0317.060 | 1.200
P=0641 | X=0469.370-0486.010 | Y=0307.740-0317.060 | 840
P=0641 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 720
P=0641 | X=0106.850-0384.260 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0641 | X=0106.850-0333.140 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0641 | X=0235.540-0290.820 | Y=0352.660-0363.900 | Đường Trần
P=0641 | X=0090.020-0224.310 | Y=0358.420-0369.660 | 246 Đường Phạm Ngọc Thạch
P=0641 | X=0322.200-0404.120 | Y=0358.420-0369.660 | Đường 21 tháng 4
P=0641 | X=0424.970-0450.020 | Y=0360.300-0369.620 | 5.200
P=0641 | X=0461.210-0486.260 | Y=0360.300-0369.620 | 3.600
P=0641 | X=0497.230-0522.280 | Y=0360.300-0369.620 | 3.100
P=0641 | X=0235.540-0289.150 | Y=0365.820-0375.140 | Quang Diệu
P=0641 | X=0106.850-0410.300 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0641 | X=0106.850-0403.160 | Y=0393.240-0404.480 | Thạch đoạn từ Đường Trần Quang Diệu đến Đường 21 tháng 4 có
P=0641 | X=0106.850-0300.460 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 247
P=0641 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 2.600
P=0641 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 1.800
P=0641 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 1.600
P=0641 | X=0106.850-0329.790 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0641 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0641 | X=0106.850-0410.300 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0641 | X=0106.850-0403.160 | Y=0469.100-0480.340 | Thạch đoạn từ Đường Trần Quang Diệu đến Đường 21 tháng 4 có
P=0641 | X=0106.850-0300.460 | Y=0480.620-0491.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0090.020-0330.020 | Y=0498.140-0512.220 | 248 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0641 | X=0424.970-0450.020 | Y=0502.900-0512.220 | 1.800
P=0641 | X=0461.210-0486.260 | Y=0502.900-0512.220 | 1.300
P=0641 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 1.100
P=0641 | X=0106.850-0413.270 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0641 | X=0106.850-0140.370 | Y=0527.180-0538.420 | ≤600m.
P=0641 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0641 | X=0106.850-0410.300 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0641 | X=0106.850-0403.160 | Y=0573.770-0585.010 | Thạch đoạn từ Đường Trần Quang Diệu đến Đường 21 tháng 4 có
P=0641 | X=0106.850-0300.460 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 249
P=0641 | X=0424.970-0450.020 | Y=0593.170-0602.490 | 1.200
P=0641 | X=0469.370-0486.010 | Y=0593.170-0602.490 | 840
P=0641 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 720
P=0641 | X=0106.850-0384.260 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0641 | X=0106.850-0330.490 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0641 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0641 | X=0106.850-0395.030 | Y=0649.630-0660.870 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Quang Diệu đến
P=0641 | X=0106.850-0398.190 | Y=0661.150-0672.390 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0090.020-0106.660 | Y=0669.030-0678.350 | 250
P=0641 | X=0424.970-0450.010 | Y=0669.030-0678.350 | 2.300
P=0641 | X=0461.210-0486.260 | Y=0669.030-0678.350 | 1.600
P=0641 | X=0497.230-0522.280 | Y=0669.030-0678.350 | 1.400
P=0641 | X=0106.850-0329.760 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0641 | X=0106.850-0384.020 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0642 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0106.850-0395.030 | Y=0090.020-0101.260 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Quang Diệu đến
P=0642 | X=0106.850-0398.190 | Y=0101.540-0112.780 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0330.020 | Y=0119.090-0133.170 | 251 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0642 | X=0424.970-0450.020 | Y=0123.850-0133.170 | 1.600
P=0642 | X=0461.210-0486.260 | Y=0123.850-0133.170 | 1.100
P=0642 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 960
P=0642 | X=0106.850-0413.270 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0642 | X=0106.850-0140.370 | Y=0148.130-0159.370 | ≤600m.
P=0642 | X=0106.850-0330.020 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0642 | X=0106.850-0392.110 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0106.850-0395.030 | Y=0194.690-0205.930 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Quang Diệu đến
P=0642 | X=0106.850-0398.190 | Y=0206.230-0217.470 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 252
P=0642 | X=0424.970-0450.020 | Y=0214.110-0223.430 | 1.100
P=0642 | X=0469.370-0486.010 | Y=0214.110-0223.430 | 770
P=0642 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 660
P=0642 | X=0106.850-0384.260 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0642 | X=0106.850-0333.140 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0642 | X=0322.200-0410.590 | Y=0259.030-0270.270 | Đường Lương Đình
P=0642 | X=0090.020-0224.310 | Y=0264.790-0276.030 | 253 Đường Phạm Ngọc Thạch
P=0642 | X=0235.540-0317.460 | Y=0264.790-0276.030 | Đường 21 tháng 4
P=0642 | X=0424.970-0450.020 | Y=0266.670-0275.990 | 5.200
P=0642 | X=0461.210-0486.260 | Y=0266.670-0275.990 | 3.600
P=0642 | X=0497.230-0522.280 | Y=0266.670-0275.990 | 3.100
P=0642 | X=0322.200-0340.520 | Y=0272.430-0281.750 | Của
P=0642 | X=0106.850-0410.300 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0642 | X=0106.850-0401.500 | Y=0299.860-0311.100 | Thạch đoạn từ Đường 21 tháng 4 đến Đường Lương Đình Của có
P=0642 | X=0106.850-0300.460 | Y=0311.380-0322.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0106.660 | Y=0319.260-0328.580 | 254
P=0642 | X=0424.970-0450.020 | Y=0319.260-0328.580 | 2.600
P=0642 | X=0461.210-0486.260 | Y=0319.260-0328.580 | 1.800
P=0642 | X=0497.230-0522.280 | Y=0319.260-0328.580 | 1.600
P=0642 | X=0106.850-0329.760 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0642 | X=0106.850-0384.020 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0642 | X=0106.850-0410.300 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0642 | X=0106.850-0401.500 | Y=0375.480-0386.720 | Thạch đoạn từ Đường 21 tháng 4 đến Đường Lương Đình Của có
P=0642 | X=0106.850-0300.460 | Y=0387.000-0398.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0330.050 | Y=0404.520-0418.840 | 255 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0642 | X=0424.970-0450.020 | Y=0409.520-0418.840 | 2.000
P=0642 | X=0461.210-0486.260 | Y=0409.520-0418.840 | 1.400
P=0642 | X=0497.230-0522.280 | Y=0409.520-0418.840 | 1.200
P=0642 | X=0106.850-0413.270 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0642 | X=0106.850-0140.370 | Y=0433.560-0444.800 | ≤600m.
P=0642 | X=0106.850-0330.020 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0642 | X=0106.850-0410.300 | Y=0468.860-0480.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0642 | X=0106.850-0401.500 | Y=0480.380-0491.620 | Thạch đoạn từ Đường 21 tháng 4 đến Đường Lương Đình Của có
P=0642 | X=0106.850-0300.460 | Y=0491.900-0503.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0106.660 | Y=0499.780-0509.100 | 256
P=0642 | X=0424.970-0450.020 | Y=0499.780-0509.100 | 1.000
P=0642 | X=0469.370-0486.010 | Y=0499.780-0509.100 | 700
P=0642 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 600
P=0642 | X=0106.850-0384.260 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0642 | X=0106.850-0330.490 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0642 | X=0106.850-0392.110 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0106.850-0399.830 | Y=0556.010-0567.250 | Đường Phạm Ngọc Thạch đoạn từ Đường 21 tháng 4 đến Đường
P=0642 | X=0106.850-0391.470 | Y=0567.530-0578.770 | Lương Đình Của có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0106.660 | Y=0575.410-0584.730 | 257
P=0642 | X=0424.970-0450.020 | Y=0575.410-0584.730 | 2.300
P=0642 | X=0461.210-0486.260 | Y=0575.410-0584.730 | 1.600
P=0642 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 1.400
P=0642 | X=0106.850-0329.760 | Y=0585.050-0596.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0642 | X=0106.850-0384.020 | Y=0602.570-0613.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0642 | X=0106.850-0392.110 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0106.850-0399.830 | Y=0631.870-0643.110 | Đường Phạm Ngọc Thạch đoạn từ Đường 21 tháng 4 đến Đường
P=0642 | X=0106.850-0391.470 | Y=0643.390-0654.630 | Lương Đình Của có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0090.020-0330.020 | Y=0660.910-0674.990 | 258 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0642 | X=0424.970-0450.020 | Y=0665.670-0674.990 | 1.800
P=0642 | X=0461.210-0486.260 | Y=0665.670-0674.990 | 1.300
P=0642 | X=0497.230-0522.280 | Y=0665.670-0674.990 | 1.100
P=0642 | X=0106.850-0413.270 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0642 | X=0106.850-0140.370 | Y=0689.950-0701.190 | ≤600m.
P=0642 | X=0106.850-0330.020 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0643 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0106.850-0399.830 | Y=0090.020-0101.260 | Đường Phạm Ngọc Thạch đoạn từ Đường 21 tháng 4 đến Đường
P=0643 | X=0106.850-0391.470 | Y=0101.540-0112.780 | Lương Đình Của có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 259
P=0643 | X=0433.130-0449.770 | Y=0109.420-0118.740 | 900
P=0643 | X=0469.370-0486.010 | Y=0109.420-0118.740 | 630
P=0643 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 540
P=0643 | X=0106.850-0384.260 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0643 | X=0106.850-0333.140 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0643 | X=0235.540-0321.080 | Y=0154.370-0165.610 | Đường Nguyễn Thị
P=0643 | X=0090.020-0232.000 | Y=0160.130-0171.370 | 260 Đường Cách Mạng Tháng 8
P=0643 | X=0322.200-0383.980 | Y=0160.130-0171.370 | Sân vận động
P=0643 | X=0424.970-0450.020 | Y=0162.010-0171.330 | 9.500
P=0643 | X=0461.210-0486.260 | Y=0162.010-0171.330 | 6.700
P=0643 | X=0497.230-0522.280 | Y=0162.010-0171.330 | 5.700
P=0643 | X=0235.540-0280.010 | Y=0167.530-0176.850 | Minh Khai
P=0643 | X=0106.850-0409.190 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cách Mạng
P=0643 | X=0106.850-0413.740 | Y=0194.930-0206.170 | Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai đến Sân vận động có
P=0643 | X=0106.850-0300.460 | Y=0206.470-0217.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0106.660 | Y=0214.350-0223.670 | 261
P=0643 | X=0424.970-0450.020 | Y=0214.350-0223.670 | 4.000
P=0643 | X=0461.210-0486.260 | Y=0214.350-0223.670 | 2.800
P=0643 | X=0497.230-0522.280 | Y=0214.350-0223.670 | 2.400
P=0643 | X=0106.850-0329.760 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0643 | X=0106.850-0384.020 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0643 | X=0106.850-0409.190 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cách Mạng
P=0643 | X=0106.850-0413.740 | Y=0270.790-0282.030 | Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai đến Sân vận động có
P=0643 | X=0106.850-0300.460 | Y=0282.340-0293.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0330.020 | Y=0299.860-0313.940 | 262 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0643 | X=0424.970-0450.020 | Y=0304.620-0313.940 | 3.300
P=0643 | X=0461.210-0486.260 | Y=0304.620-0313.940 | 2.300
P=0643 | X=0497.230-0522.280 | Y=0304.620-0313.940 | 2.000
P=0643 | X=0106.850-0413.270 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0643 | X=0106.850-0140.370 | Y=0328.900-0340.140 | ≤600m.
P=0643 | X=0106.850-0330.020 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0643 | X=0106.850-0409.190 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cách Mạng
P=0643 | X=0106.850-0413.740 | Y=0375.480-0386.720 | Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai đến Sân vận động có
P=0643 | X=0106.850-0300.460 | Y=0387.000-0398.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0106.660 | Y=0394.880-0404.200 | 263
P=0643 | X=0424.970-0450.020 | Y=0394.880-0404.200 | 2.300
P=0643 | X=0461.210-0486.260 | Y=0394.880-0404.200 | 1.600
P=0643 | X=0497.230-0522.280 | Y=0394.880-0404.200 | 1.400
P=0643 | X=0106.850-0384.260 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0643 | X=0106.850-0330.490 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0643 | X=0106.850-0392.110 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0106.850-0404.610 | Y=0451.340-0462.580 | Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai
P=0643 | X=0106.850-0397.700 | Y=0462.860-0474.100 | đến Sân vận động có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0106.660 | Y=0470.740-0480.060 | 264
P=0643 | X=0424.970-0450.020 | Y=0470.740-0480.060 | 3.600
P=0643 | X=0461.210-0486.260 | Y=0470.740-0480.060 | 2.500
P=0643 | X=0497.230-0522.280 | Y=0470.740-0480.060 | 2.200
P=0643 | X=0106.850-0329.760 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0643 | X=0106.850-0384.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0643 | X=0106.850-0392.110 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0106.850-0404.610 | Y=0527.180-0538.420 | Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai
P=0643 | X=0106.850-0397.700 | Y=0538.490-0549.730 | đến Sân vận động có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0330.020 | Y=0556.010-0570.330 | 265 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0643 | X=0424.970-0450.020 | Y=0561.010-0570.330 | 3.000
P=0643 | X=0461.210-0486.260 | Y=0561.010-0570.330 | 2.100
P=0643 | X=0497.230-0522.280 | Y=0561.010-0570.330 | 1.800
P=0643 | X=0106.850-0413.270 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0643 | X=0106.850-0140.360 | Y=0585.050-0596.290 | ≤600m.
P=0643 | X=0106.850-0330.020 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0643 | X=0106.850-0392.110 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0106.850-0404.610 | Y=0631.870-0643.110 | Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Thị Minh Khai
P=0643 | X=0106.850-0397.740 | Y=0643.390-0654.630 | đến Sân vận động có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 266
P=0643 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 2.100
P=0643 | X=0461.210-0486.260 | Y=0651.270-0660.590 | 1.500
P=0643 | X=0497.230-0522.280 | Y=0651.270-0660.590 | 1.300
P=0643 | X=0106.850-0384.260 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0643 | X=0106.850-0333.140 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0643 | X=0090.020-0201.950 | Y=0696.190-0707.430 | 267 Đường Mạc Đĩnh Chi
P=0643 | X=0235.540-0414.450 | Y=0696.190-0707.430 | Đường 21 tháng 4 Đường Hùng Vương
P=0643 | X=0424.970-0450.020 | Y=0698.070-0707.390 | 8.400
P=0643 | X=0461.210-0486.260 | Y=0698.070-0707.390 | 5.900
P=0643 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 5.000
P=0644 | X=0106.850-0401.010 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh
P=0644 | X=0106.850-0393.350 | Y=0090.020-0101.260 | Chi đoạn từ Đường 21 tháng 4 đến Đường Hùng Vương có hiện
P=0644 | X=0106.850-0278.630 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 268
P=0644 | X=0424.970-0450.020 | Y=0109.420-0118.740 | 4.200
P=0644 | X=0461.210-0486.260 | Y=0109.420-0118.740 | 2.900
P=0644 | X=0497.230-0522.280 | Y=0109.420-0118.740 | 2.500
P=0644 | X=0106.850-0329.760 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0644 | X=0106.850-0384.020 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
