TABLE=002 | AREA=Phường Trấn Biên | SECTION=non-agricultural | SEGMENTS=1
P=0042 | X=0114.290-0374.380 | Y=0440.760-0452.000 | ra Đường Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị
P=0042 | X=0114.290-0362.600 | Y=0452.300-0463.540 | đến Đường Cách Mạng Tháng 8 có hiện trạng là đường
P=0042 | X=0114.290-0217.400 | Y=0463.820-0475.060 | nhựa, bê tông xi măng:
P=0042 | X=0093.380-0110.020 | Y=0471.700-0481.020 | 188
P=0042 | X=0395.180-0462.260 | Y=0471.700-0481.020 | 17.100 12.000
P=0042 | X=0491.710-0522.280 | Y=0471.700-0481.020 | 10.300
P=0042 | X=0114.290-0337.230 | Y=0481.340-0492.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0042 | X=0114.290-0355.400 | Y=0498.860-0510.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0042 | X=0114.290-0147.810 | Y=0510.380-0521.620 | ≤400m.
P=0042 | X=0114.290-0387.800 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0042 | X=0114.290-0374.380 | Y=0539.930-0551.170 | ra Đường Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị
P=0042 | X=0114.290-0362.600 | Y=0551.450-0562.690 | đến Đường Cách Mạng Tháng 8 có hiện trạng là đường
P=0042 | X=0114.290-0217.400 | Y=0562.970-0574.210 | nhựa, bê tông xi măng:
P=0042 | X=0093.380-0337.460 | Y=0579.490-0591.490 | 189 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0042 | X=0395.180-0425.750 | Y=0579.490-0588.810 | 11.400
P=0042 | X=0437.210-0462.260 | Y=0579.490-0588.810 | 8.000
P=0042 | X=0497.230-0522.280 | Y=0579.490-0588.810 | 6.800
P=0042 | X=0114.290-0367.600 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0042 | X=0114.290-0200.840 | Y=0609.290-0620.530 | >400m đến ≤600m.
P=0042 | X=0114.290-0337.480 | Y=0626.830-0638.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0042 | X=0114.290-0387.800 | Y=0644.830-0656.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0042 | X=0114.290-0374.380 | Y=0656.350-0667.590 | ra Đường Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị
P=0042 | X=0114.290-0362.600 | Y=0667.870-0679.110 | đến Đường Cách Mạng Tháng 8 có hiện trạng là đường
P=0042 | X=0093.380-0217.400 | Y=0678.390-0690.630 | 190 nhựa, bê tông xi măng:
P=0042 | X=0400.700-0425.750 | Y=0678.390-0687.710 | 8.000
P=0042 | X=0437.210-0462.250 | Y=0678.390-0687.710 | 5.600
P=0042 | X=0497.230-0522.280 | Y=0678.390-0687.710 | 4.800
P=0042 | X=0114.290-0355.400 | Y=0696.910-0708.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0042 | X=0114.290-0148.050 | Y=0710.340-0719.660 | >600m.
P=0043 | X=0114.290-0340.580 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0043 | X=0114.290-0172.220 | Y=0096.740-0107.980 | Đường Phan
P=0043 | X=0187.030-0244.960 | Y=0096.740-0107.980 | Đường Cách
P=0043 | X=0255.460-0368.830 | Y=0102.500-0113.740 | Đường Phan Đình Phùng
P=0043 | X=0093.380-0110.020 | Y=0104.380-0113.700 | 191
P=0043 | X=0395.180-0462.260 | Y=0104.380-0113.700 | 34.300 24.000
P=0043 | X=0491.710-0522.280 | Y=0104.380-0113.700 | 20.600
P=0043 | X=0114.290-0158.510 | Y=0110.140-0119.460 | Chu Trinh
P=0043 | X=0187.030-0251.670 | Y=0110.140-0119.460 | Mạng Tháng 8
P=0043 | X=0114.290-0388.770 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0043 | X=0114.290-0377.270 | Y=0137.810-0149.050 | Chu Trinh đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0043 | X=0114.290-0372.440 | Y=0149.330-0160.570 | Phan Đình Phùng có hiện trạng là đường nhựa, bê tông xi
P=0043 | X=0114.290-0142.290 | Y=0160.850-0172.090 | măng:
P=0043 | X=0093.380-0110.020 | Y=0168.730-0178.050 | 192
P=0043 | X=0395.180-0462.260 | Y=0168.730-0178.050 | 17.800 12.500
P=0043 | X=0491.710-0522.280 | Y=0168.730-0178.050 | 10.700
P=0043 | X=0114.290-0337.200 | Y=0178.370-0189.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0043 | X=0114.290-0355.400 | Y=0195.650-0206.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0043 | X=0114.290-0147.810 | Y=0207.190-0218.430 | ≤400m.
P=0043 | X=0114.290-0388.770 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0043 | X=0114.290-0377.270 | Y=0236.710-0247.950 | Chu Trinh đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0043 | X=0114.290-0372.440 | Y=0248.230-0259.470 | Phan Đình Phùng có hiện trạng là đường nhựa, bê tông xi
P=0043 | X=0114.290-0142.290 | Y=0259.750-0270.990 | măng:
P=0043 | X=0093.380-0337.460 | Y=0276.510-0288.510 | 193 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0043 | X=0395.180-0425.750 | Y=0276.510-0285.830 | 12.100
P=0043 | X=0437.210-0462.260 | Y=0276.510-0285.830 | 8.500
P=0043 | X=0497.230-0522.280 | Y=0276.510-0285.830 | 7.300
P=0043 | X=0114.290-0367.600 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0043 | X=0114.290-0200.840 | Y=0306.340-0317.580 | >400m đến ≤600m.
P=0043 | X=0114.290-0337.200 | Y=0323.860-0335.100 | - Có bề rộng ≤3m, cách đường giao thông ≤200m.
P=0043 | X=0114.290-0388.770 | Y=0341.860-0353.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0043 | X=0114.290-0377.270 | Y=0353.380-0364.620 | Chu Trinh đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0043 | X=0114.290-0372.440 | Y=0364.900-0376.140 | Phan Đình Phùng có hiện trạng là đường nhựa, bê tông xi
P=0043 | X=0114.290-0142.290 | Y=0376.200-0387.440 | măng:
P=0043 | X=0093.380-0110.020 | Y=0384.080-0393.400 | 194
P=0043 | X=0400.700-0425.750 | Y=0384.080-0393.400 | 8.200
P=0043 | X=0437.210-0462.260 | Y=0384.080-0393.400 | 5.700
P=0043 | X=0497.230-0522.280 | Y=0384.080-0393.400 | 4.900
P=0043 | X=0114.290-0355.400 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0043 | X=0114.290-0148.050 | Y=0407.120-0416.440 | >600m.
P=0043 | X=0114.290-0337.930 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0043 | X=0114.290-0387.800 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0043 | X=0114.290-0387.100 | Y=0452.300-0463.540 | ra Đường Phan Chu Trinh đoạn từ Đường Cách Mạng Tháng
P=0043 | X=0114.290-0388.390 | Y=0463.820-0475.060 | 8 đến Đường Phan Đình Phùng có hiện trạng là đường nhựa,
P=0043 | X=0114.290-0188.370 | Y=0475.340-0486.580 | bê tông xi măng:
P=0043 | X=0093.380-0110.020 | Y=0483.220-0492.540 | 195
P=0043 | X=0395.180-0462.260 | Y=0483.220-0492.540 | 16.000 11.200
P=0043 | X=0497.230-0522.280 | Y=0483.220-0492.540 | 9.600
P=0043 | X=0114.290-0337.200 | Y=0492.860-0504.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0043 | X=0114.290-0355.400 | Y=0510.380-0521.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0043 | X=0114.290-0147.810 | Y=0521.900-0533.140 | ≤400m.
P=0043 | X=0114.290-0387.800 | Y=0539.930-0551.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0043 | X=0114.290-0387.100 | Y=0551.450-0562.690 | ra Đường Phan Chu Trinh đoạn từ Đường Cách Mạng Tháng
P=0043 | X=0114.290-0388.390 | Y=0562.970-0574.210 | 8 đến Đường Phan Đình Phùng có hiện trạng là đường nhựa,
P=0043 | X=0114.290-0188.370 | Y=0574.250-0585.490 | bê tông xi măng:
P=0043 | X=0093.380-0337.460 | Y=0591.010-0603.010 | 196 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0043 | X=0395.180-0425.750 | Y=0591.010-0600.330 | 10.900
P=0043 | X=0437.210-0462.260 | Y=0591.010-0600.330 | 7.600
P=0043 | X=0497.230-0522.280 | Y=0591.010-0600.330 | 6.500
P=0043 | X=0114.290-0367.600 | Y=0609.290-0620.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0043 | X=0114.290-0200.840 | Y=0620.830-0632.070 | >400m đến ≤600m.
P=0043 | X=0114.290-0337.460 | Y=0638.350-0649.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0043 | X=0114.290-0387.800 | Y=0656.350-0667.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0043 | X=0114.290-0387.100 | Y=0667.870-0679.110 | ra Đường Phan Chu Trinh đoạn từ Đường Cách Mạng Tháng
P=0043 | X=0093.380-0388.390 | Y=0679.390-0693.470 | 197 8 đến Đường Phan Đình Phùng có hiện trạng là đường nhựa,
P=0043 | X=0400.700-0425.750 | Y=0684.150-0693.470 | 7.400
P=0043 | X=0437.210-0462.260 | Y=0684.150-0693.470 | 5.200
P=0043 | X=0497.230-0522.280 | Y=0684.150-0693.470 | 4.400
P=0043 | X=0114.290-0188.370 | Y=0690.910-0702.150 | bê tông xi măng:
P=0043 | X=0114.290-0355.400 | Y=0708.450-0719.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0044 | X=0114.290-0148.050 | Y=0074.620-0083.940 | >600m.
P=0044 | X=0114.290-0340.580 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0044 | X=0114.290-0244.960 | Y=0108.260-0119.500 | Đường Nguyễn Đường Cách
P=0044 | X=0256.180-0365.260 | Y=0114.050-0125.290 | Đường Nguyễn Thị Hiền
P=0044 | X=0093.380-0110.020 | Y=0115.930-0125.250 | 198
P=0044 | X=0395.180-0462.260 | Y=0115.930-0125.250 | 44.400 31.100
P=0044 | X=0491.710-0522.280 | Y=0115.930-0125.250 | 26.600
P=0044 | X=0114.290-0131.640 | Y=0121.690-0131.010 | Trãi
P=0044 | X=0187.030-0251.670 | Y=0121.690-0131.010 | Mạng Tháng 8
P=0044 | X=0114.290-0362.610 | Y=0137.810-0149.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0044 | X=0114.290-0387.820 | Y=0149.330-0160.570 | Nguyễn Trãi đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0044 | X=0114.290-0367.870 | Y=0160.850-0172.090 | Nguyễn Thị Hiền có hiện trạng là đường nhựa, bê tông xi
P=0044 | X=0114.290-0142.290 | Y=0172.370-0183.610 | măng:
P=0044 | X=0093.380-0110.020 | Y=0180.250-0189.570 | 199
P=0044 | X=0395.180-0462.260 | Y=0180.250-0189.570 | 20.300 14.200
P=0044 | X=0491.710-0522.280 | Y=0180.250-0189.570 | 12.200
P=0044 | X=0114.290-0337.200 | Y=0189.650-0200.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0044 | X=0114.290-0355.400 | Y=0207.190-0218.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0044 | X=0114.290-0147.810 | Y=0218.710-0229.950 | ≤400m.
P=0044 | X=0114.290-0362.610 | Y=0236.710-0247.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0044 | X=0114.290-0387.820 | Y=0248.230-0259.470 | Nguyễn Trãi đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0044 | X=0114.290-0367.870 | Y=0259.750-0270.990 | Nguyễn Thị Hiền có hiện trạng là đường nhựa, bê tông xi
P=0044 | X=0114.290-0142.290 | Y=0271.270-0282.510 | măng:
P=0044 | X=0093.380-0337.460 | Y=0287.820-0300.060 | 200 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0044 | X=0395.180-0425.770 | Y=0287.820-0297.140 | 12.700
P=0044 | X=0437.210-0462.260 | Y=0287.820-0297.140 | 8.900
P=0044 | X=0497.230-0522.280 | Y=0287.820-0297.140 | 7.600
P=0044 | X=0114.290-0367.600 | Y=0306.340-0317.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0044 | X=0114.290-0200.840 | Y=0317.860-0329.100 | >400m đến ≤600m.
P=0044 | X=0114.290-0337.460 | Y=0335.380-0346.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0044 | X=0114.290-0362.610 | Y=0353.380-0364.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0044 | X=0114.290-0387.820 | Y=0364.900-0376.140 | Nguyễn Trãi đoạn từ Đường Cách Mạng Tháng 8 đến Đường
P=0044 | X=0114.290-0367.870 | Y=0376.200-0387.440 | Nguyễn Thị Hiền có hiện trạng là đường nhựa, bê tông xi
P=0044 | X=0114.290-0142.290 | Y=0387.720-0398.960 | măng:
P=0044 | X=0093.380-0110.020 | Y=0395.600-0404.920 | 201
P=0044 | X=0400.700-0425.750 | Y=0395.600-0404.920 | 8.900
P=0044 | X=0437.210-0462.260 | Y=0395.600-0404.920 | 6.200
P=0044 | X=0497.230-0522.280 | Y=0395.600-0404.920 | 5.300
P=0044 | X=0114.290-0355.400 | Y=0405.240-0416.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0044 | X=0114.290-0148.050 | Y=0418.640-0427.960 | >600m.
P=0044 | X=0114.290-0337.930 | Y=0434.280-0445.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0044 | X=0114.290-0387.800 | Y=0452.300-0463.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0044 | X=0114.290-0379.880 | Y=0463.820-0475.060 | ra Đường Nguyễn Trãi đoạn từ Đường Cách Mạng Tháng 8
P=0044 | X=0114.290-0375.430 | Y=0475.340-0486.580 | đến Đường Nguyễn Thị Hiền có hiện trạng là đường nhựa,
P=0044 | X=0114.290-0188.370 | Y=0486.860-0498.100 | bê tông xi măng:
P=0044 | X=0093.380-0110.020 | Y=0494.740-0504.060 | 202
P=0044 | X=0395.180-0462.260 | Y=0494.740-0504.060 | 18.300 12.800
P=0044 | X=0491.710-0522.280 | Y=0494.740-0504.060 | 11.000
P=0044 | X=0114.290-0337.200 | Y=0504.380-0515.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0044 | X=0114.290-0355.400 | Y=0521.900-0533.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0044 | X=0114.290-0147.810 | Y=0533.450-0544.690 | ≤400m.
P=0044 | X=0114.290-0387.800 | Y=0551.450-0562.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0044 | X=0114.290-0382.040 | Y=0562.970-0574.210 | ra Đường Nguyễn 1 rãi đoạn từ Đường Cách Mạng Tháng 8
P=0044 | X=0114.290-0375.430 | Y=0574.250-0585.490 | đến Đường Nguyễn Thị Hiền có hiện trạng là đường nhựa,
P=0044 | X=0114.290-0188.370 | Y=0585.770-0597.010 | bê tông xi măng:
P=0044 | X=0093.380-0337.460 | Y=0602.530-0614.530 | 203 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0044 | X=0395.180-0425.750 | Y=0602.530-0611.850 | 11.400
P=0044 | X=0437.210-0462.260 | Y=0602.530-0611.850 | 8.000
P=0044 | X=0497.230-0522.280 | Y=0602.530-0611.850 | 6.800
P=0044 | X=0114.290-0367.600 | Y=0620.830-0632.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0044 | X=0114.290-0200.840 | Y=0632.350-0643.590 | >400m đến ≤600m.
P=0044 | X=0114.290-0337.460 | Y=0649.870-0661.110 | - Có bồ rộng <3m, cách đường giao thông ≤200m.
P=0044 | X=0114.290-0387.820 | Y=0667.870-0679.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0044 | X=0114.290-0379.880 | Y=0679.390-0690.630 | ra Đường Nguyễn Trãi đoạn từ Đường Cách Mạng Tháng 8
P=0044 | X=0093.380-0110.020 | Y=0687.030-0696.350 | 204
P=0044 | X=0400.700-0425.750 | Y=0687.030-0696.350 | 8.000
P=0044 | X=0437.210-0462.260 | Y=0687.030-0696.350 | 5.600
P=0044 | X=0497.230-0522.280 | Y=0687.030-0696.350 | 4.800
P=0044 | X=0114.290-0375.430 | Y=0690.910-0702.150 | đến Đường Nguyễn Thị Hiền có hiện trạng là đường nhựa,
P=0044 | X=0114.290-0188.370 | Y=0702.450-0713.690 | bê tông xi măng:
P=0045 | X=0114.290-0355.400 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0045 | X=0114.290-0148.050 | Y=0092.140-0101.460 | >600m.
P=0045 | X=0114.290-0340.580 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0045 | X=0187.030-0218.790 | Y=0125.810-0137.050 | Đường
P=0045 | X=0114.290-0183.270 | Y=0131.570-0142.810 | Đường Nguyễn
P=0045 | X=0255.460-0359.500 | Y=0137.330-0148.570 | Đường Nguyễn Văn Trị
P=0045 | X=0093.380-0110.020 | Y=0139.210-0148.530 | 205
P=0045 | X=0187.030-0238.260 | Y=0139.210-0148.530 | Nguyễn Thị
P=0045 | X=0395.180-0462.260 | Y=0139.210-0148.530 | 38.100 26.700
P=0045 | X=0491.710-0522.280 | Y=0139.210-0148.530 | 22.900
P=0045 | X=0114.290-0131.640 | Y=0144.970-0154.290 | Trãi
P=0045 | X=0187.030-0207.750 | Y=0150.730-0160.050 | Hiền
P=0045 | X=0114.290-0362.610 | Y=0166.850-0178.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0045 | X=0114.290-0371.750 | Y=0178.370-0189.610 | Nguyễn Trãi đoạn từ Đường Nguyễn Thị Hiền đến Đường
P=0045 | X=0114.290-0362.840 | Y=0189.650-0200.890 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi
P=0045 | X=0114.290-0142.290 | Y=0201.190-0212.430 | măng:
P=0045 | X=0093.380-0110.020 | Y=0209.070-0218.390 | 206
P=0045 | X=0395.180-0462.260 | Y=0209.070-0218.390 | 19.000 13.300
P=0045 | X=0491.710-0522.280 | Y=0209.070-0218.390 | 11.400
P=0045 | X=0114.290-0337.200 | Y=0218.710-0229.950 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0045 | X=0114.290-0355.400 | Y=0236.230-0247.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0045 | X=0114.290-0147.810 | Y=0247.750-0258.990 | ≤400m.
P=0045 | X=0114.290-0362.610 | Y=0265.750-0276.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0045 | X=0114.290-0371.750 | Y=0277.270-0288.510 | Nguyễn Trãi đoạn từ Đường Nguyễn Thị Hiền đến Đường
P=0045 | X=0114.290-0362.840 | Y=0288.820-0300.060 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi
P=0045 | X=0114.290-0142.290 | Y=0300.340-0311.580 | măng:
P=0045 | X=0093.380-0337.460 | Y=0316.860-0329.100 | 207 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0045 | X=0395.180-0425.750 | Y=0316.860-0326.180 | 12.100
P=0045 | X=0437.210-0462.250 | Y=0316.860-0326.180 | 8.500
P=0045 | X=0497.230-0522.280 | Y=0316.860-0326.180 | 7.300
P=0045 | X=0114.290-0367.600 | Y=0335.380-0346.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0045 | X=0114.290-0200.840 | Y=0346.900-0358.140 | >400m đến ≤600m.
P=0045 | X=0114.290-0337.460 | Y=0364.180-0375.420 | - Cố bề rộng <3m, cách đường giao thông ≤200m.
P=0045 | X=0114.290-0362.610 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0045 | X=0114.290-0371.750 | Y=0393.720-0404.960 | Nguyễn Trãi đoạn từ Đường Nguyễn Thị Hiền đến Đường
P=0045 | X=0114.290-0362.840 | Y=0405.240-0416.480 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi
P=0045 | X=0114.290-0142.290 | Y=0416.760-0428.000 | măng:
P=0045 | X=0093.380-0110.020 | Y=0424.640-0433.960 | 208
P=0045 | X=0400.700-0425.750 | Y=0424.640-0433.960 | 8.200
P=0045 | X=0437.210-0462.260 | Y=0424.640-0433.960 | 5.700
P=0045 | X=0497.230-0522.280 | Y=0424.640-0433.960 | 4.900
P=0045 | X=0114.290-0355.400 | Y=0434.280-0445.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0045 | X=0114.290-0148.050 | Y=0447.680-0457.000 | >600m.
P=0045 | X=0114.290-0337.930 | Y=0463.340-0474.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0045 | X=0114.290-0387.800 | Y=0481.340-0492.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0045 | X=0114.290-0383.270 | Y=0492.860-0504.100 | ra Đường Nguyễn Trãi đoạn từ Đường Nguyễn Thị Hiền đến
P=0045 | X=0114.290-0387.310 | Y=0504.380-0515.620 | Đường Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông
P=0045 | X=0114.290-0152.120 | Y=0515.900-0527.140 | xi măng:
P=0045 | X=0093.380-0110.020 | Y=0523.780-0533.100 | 209
P=0045 | X=0395.180-0462.260 | Y=0523.780-0533.100 | 17.100 12.000
P=0045 | X=0491.710-0522.280 | Y=0523.780-0533.100 | 10.300
P=0045 | X=0114.290-0337.200 | Y=0533.450-0544.690 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0045 | X=0114.290-0355.400 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
