TABLE=009 | AREA=Phường Phước Tân | SECTION=non-agricultural | SEGMENTS=1
P=0343 | X=0112.850-0335.760 | Y=0420.840-0432.080 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0343 | X=0112.850-0353.960 | Y=0438.360-0449.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0343 | X=0112.850-0146.370 | Y=0449.900-0461.140 | ≤400m.
P=0343 | X=0112.850-0358.760 | Y=0467.660-0478.900 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0343 | X=0112.850-0353.710 | Y=0479.180-0490.420 | thông ra Đường Chu Mạnh Trinh đoạn từ Đường Đinh
P=0343 | X=0112.850-0367.180 | Y=0490.460-0501.700 | Quang Ân đến Hết ranh thửa đất số 6, tờ BĐĐC số 31 về
P=0343 | X=0112.850-0371.740 | Y=0501.980-0513.220 | bên phải và hết ranh thửa đất số 3, tờ BĐĐC số 32 về bên
P=0343 | X=0112.850-0367.890 | Y=0513.500-0524.740 | trái, phường Phước Tân có hiện trạng là đường nhựa, bê
P=0343 | X=0092.900-0173.010 | Y=0525.020-0539.580 | 125 tông xi măng:
P=0343 | X=0397.820-0422.870 | Y=0530.260-0539.580 | 3.100
P=0343 | X=0446.330-0471.380 | Y=0530.260-0539.580 | 2.200
P=0343 | X=0497.230-0522.280 | Y=0530.260-0539.580 | 1.900
P=0343 | X=0112.850-0336.020 | Y=0542.570-0553.810 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0343 | X=0112.850-0366.160 | Y=0560.090-0571.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0343 | X=0112.850-0199.400 | Y=0571.610-0582.850 | >400m đến ≤600m.
P=0343 | X=0112.850-0336.020 | Y=0589.130-0600.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0343 | X=0112.850-0358.760 | Y=0606.890-0618.130 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0343 | X=0112.850-0353.710 | Y=0618.430-0629.670 | thông ra Đường Chu Mạnh Trinh đoạn từ Đường Đinh
P=0343 | X=0112.850-0367.180 | Y=0629.950-0641.190 | Quang Ân đến Hết ranh thửa đất số 6, tờ BĐĐC số 31 về
P=0343 | X=0112.850-0371.740 | Y=0641.470-0652.710 | bên phải và hết ranh thửa đất số 3, tờ BĐĐC số 32 về bên
P=0343 | X=0092.900-0367.890 | Y=0651.990-0663.990 | 126 trái, phường Phước Tân có hiện trạng là đường nhựa, bê
P=0343 | X=0397.820-0422.870 | Y=0651.990-0661.310 | 2.100
P=0343 | X=0446.330-0471.380 | Y=0651.990-0661.310 | 1.500
P=0343 | X=0497.230-0522.280 | Y=0651.990-0661.310 | 1.300
P=0343 | X=0112.850-0173.010 | Y=0664.270-0675.510 | tông xi măng:
P=0343 | X=0112.850-0353.960 | Y=0681.790-0693.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0343 | X=0112.850-0146.610 | Y=0695.190-0704.510 | >600m.
P=0344 | X=0112.850-0339.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0344 | X=0297.240-0354.920 | Y=0098.140-0107.460 | Hết ranh giới
P=0344 | X=0092.900-0259.620 | Y=0107.780-0119.020 | 127 Đường Bùi Văn Hòa Quốc lộ 51
P=0344 | X=0297.240-0366.140 | Y=0107.780-0119.020 | phường Phước
P=0344 | X=0392.300-0422.870 | Y=0109.660-0118.980 | 27.000
P=0344 | X=0440.810-0471.380 | Y=0109.660-0118.980 | 18.900
P=0344 | X=0491.710-0522.280 | Y=0109.660-0118.980 | 16.200
P=0344 | X=0297.240-0314.600 | Y=0121.210-0130.530 | Tân
P=0344 | X=0112.850-0361.170 | Y=0137.090-0148.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0344 | X=0112.850-0375.820 | Y=0148.610-0159.850 | Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới phường
P=0344 | X=0112.850-0372.750 | Y=0160.130-0171.370 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0092.900-0109.540 | Y=0173.530-0182.850 | 128
P=0344 | X=0392.300-0422.870 | Y=0173.530-0182.850 | 13.400
P=0344 | X=0446.330-0471.380 | Y=0173.530-0182.850 | 9.400
P=0344 | X=0497.230-0522.280 | Y=0173.530-0182.850 | 8.000
P=0344 | X=0112.850-0335.760 | Y=0177.410-0188.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0344 | X=0112.850-0353.960 | Y=0194.930-0206.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0344 | X=0112.850-0146.370 | Y=0206.470-0217.710 | ≤400m.
P=0344 | X=0112.850-0361.170 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0344 | X=0112.850-0375.820 | Y=0235.750-0246.990 | Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới phường
P=0344 | X=0112.850-0372.750 | Y=0247.270-0258.510 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0092.900-0336.020 | Y=0264.790-0278.870 | 129 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0344 | X=0397.820-0422.870 | Y=0269.550-0278.870 | 7.300
P=0344 | X=0446.330-0471.380 | Y=0269.550-0278.870 | 5.100
P=0344 | X=0497.230-0522.280 | Y=0269.550-0278.870 | 4.400
P=0344 | X=0112.850-0366.160 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0344 | X=0112.850-0199.400 | Y=0293.860-0305.100 | >400m đến ≤600m.
P=0344 | X=0112.850-0336.020 | Y=0311.380-0322.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0344 | X=0112.850-0361.170 | Y=0329.140-0340.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0344 | X=0112.850-0375.820 | Y=0340.660-0351.900 | Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới phường
P=0344 | X=0112.850-0372.750 | Y=0351.940-0363.180 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0092.900-0109.540 | Y=0365.580-0374.900 | 130
P=0344 | X=0397.820-0422.870 | Y=0365.580-0374.900 | 5.000
P=0344 | X=0446.330-0471.380 | Y=0365.580-0374.900 | 3.500
P=0344 | X=0497.230-0522.280 | Y=0365.580-0374.900 | 3.000
P=0344 | X=0112.850-0353.960 | Y=0369.480-0380.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0344 | X=0112.850-0146.610 | Y=0382.880-0392.200 | >600m.
P=0344 | X=0112.850-0336.490 | Y=0398.520-0409.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0344 | X=0112.850-0358.760 | Y=0416.280-0427.520 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0344 | X=0112.850-0369.190 | Y=0427.800-0439.040 | thông ra Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết
P=0344 | X=0112.850-0376.620 | Y=0439.320-0450.560 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0344 | X=0112.850-0186.930 | Y=0450.860-0462.100 | bê tông xi măng:
P=0344 | X=0092.900-0109.540 | Y=0458.740-0468.060 | 131
P=0344 | X=0392.300-0422.870 | Y=0458.740-0468.060 | 12.100
P=0344 | X=0446.330-0471.380 | Y=0458.740-0468.060 | 8.500
P=0344 | X=0497.230-0522.280 | Y=0458.740-0468.060 | 7.300
P=0344 | X=0112.850-0335.760 | Y=0468.380-0479.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0344 | X=0112.850-0353.960 | Y=0485.900-0497.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0344 | X=0112.850-0146.370 | Y=0497.420-0508.660 | ≤400m.
P=0344 | X=0112.850-0358.760 | Y=0515.180-0526.420 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0344 | X=0112.850-0369.190 | Y=0526.460-0537.700 | thông ra Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết
P=0344 | X=0112.850-0376.630 | Y=0538.010-0549.250 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0344 | X=0112.850-0186.930 | Y=0549.530-0560.770 | bê tông xi măng:
P=0344 | X=0092.900-0336.020 | Y=0566.290-0578.290 | 132 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0344 | X=0397.820-0422.870 | Y=0566.290-0575.610 | 6.600
P=0344 | X=0446.330-0471.380 | Y=0566.290-0575.610 | 4.600
P=0344 | X=0497.230-0522.280 | Y=0566.290-0575.610 | 4.000
P=0344 | X=0112.850-0366.160 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0344 | X=0112.850-0199.400 | Y=0596.090-0607.330 | >400m đến ≤600m.
P=0344 | X=0112.850-0336.020 | Y=0613.610-0624.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0344 | X=0112.850-0358.760 | Y=0631.390-0642.630 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0344 | X=0112.850-0369.190 | Y=0642.910-0654.150 | thông ra Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết
P=0344 | X=0112.850-0376.630 | Y=0654.430-0665.670 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0344 | X=0092.900-0186.930 | Y=0664.950-0677.190 | 133 bê tông xi măng:
P=0344 | X=0397.820-0422.870 | Y=0664.950-0674.270 | 4.500
P=0344 | X=0446.330-0471.380 | Y=0664.950-0674.270 | 3.200
P=0344 | X=0497.230-0522.280 | Y=0664.950-0674.270 | 2.700
P=0344 | X=0112.850-0353.960 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0344 | X=0112.850-0146.610 | Y=0696.630-0705.950 | >600m.
P=0345 | X=0112.850-0339.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0345 | X=0112.850-0197.420 | Y=0096.260-0107.500 | Đường Phan Đăng
P=0345 | X=0211.030-0287.950 | Y=0096.260-0107.500 | Hết ranh phường
P=0345 | X=0092.900-0109.540 | Y=0103.900-0113.220 | 134
P=0345 | X=0297.240-0339.560 | Y=0103.900-0113.220 | Giáp suối
P=0345 | X=0392.300-0422.870 | Y=0103.900-0113.220 | 13.500
P=0345 | X=0446.330-0471.380 | Y=0103.900-0113.220 | 9.500
P=0345 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 8.100
P=0345 | X=0112.850-0130.720 | Y=0107.780-0119.020 | Lưu
P=0345 | X=0211.030-0256.710 | Y=0109.660-0118.980 | Long Bình
P=0345 | X=0112.850-0353.240 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Phan
P=0345 | X=0112.850-0365.730 | Y=0137.090-0148.330 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp
P=0345 | X=0112.850-0340.820 | Y=0148.610-0159.850 | suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0345 | X=0092.900-0109.540 | Y=0162.250-0171.570 | 135
P=0345 | X=0397.820-0422.870 | Y=0162.250-0171.570 | 6.800
P=0345 | X=0446.330-0471.380 | Y=0162.250-0171.570 | 4.800
P=0345 | X=0497.230-0522.280 | Y=0162.250-0171.570 | 4.100
P=0345 | X=0112.850-0335.760 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0345 | X=0112.850-0353.960 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0345 | X=0112.850-0146.370 | Y=0194.930-0206.170 | ≤400m.
P=0345 | X=0112.850-0353.240 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Phan
P=0345 | X=0112.850-0365.730 | Y=0224.230-0235.470 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp
P=0345 | X=0112.850-0340.820 | Y=0235.750-0246.990 | suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0345 | X=0092.900-0336.020 | Y=0253.270-0267.590 | 136 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0345 | X=0397.820-0422.870 | Y=0258.270-0267.590 | 4.900
P=0345 | X=0446.330-0471.380 | Y=0258.270-0267.590 | 3.400
P=0345 | X=0497.230-0522.280 | Y=0258.270-0267.590 | 2.900
P=0345 | X=0112.850-0366.160 | Y=0270.790-0282.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0345 | X=0112.850-0199.400 | Y=0282.340-0293.580 | >400m đến ≤600m.
P=0345 | X=0112.850-0336.020 | Y=0299.860-0311.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0345 | X=0112.850-0353.240 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Phan
P=0345 | X=0112.850-0365.730 | Y=0329.140-0340.380 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp
P=0345 | X=0112.850-0340.820 | Y=0340.660-0351.900 | suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0345 | X=0092.900-0109.540 | Y=0354.300-0363.620 | 137
P=0345 | X=0397.820-0422.870 | Y=0354.300-0363.620 | 2.400
P=0345 | X=0446.330-0471.380 | Y=0354.300-0363.620 | 1.700
P=0345 | X=0497.230-0522.280 | Y=0354.300-0363.620 | 1.400
P=0345 | X=0112.850-0353.960 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0345 | X=0112.850-0146.610 | Y=0371.360-0380.680 | >600m.
P=0345 | X=0112.850-0336.520 | Y=0387.000-0398.240 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0345 | X=0112.850-0358.760 | Y=0404.760-0416.000 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0345 | X=0112.850-0364.780 | Y=0416.280-0427.520 | thông ra Phan Đăng Lưu đoạn từ Hết ranh phường Long
P=0345 | X=0112.850-0376.990 | Y=0427.800-0439.040 | Bình đến Giáp suối có hiện trạng là đường nhựa, bê tông xi
P=0345 | X=0112.850-0140.850 | Y=0439.320-0450.560 | măng:
P=0345 | X=0092.900-0109.540 | Y=0447.200-0456.520 | 138
P=0345 | X=0397.820-0422.870 | Y=0447.200-0456.520 | 6.100
P=0345 | X=0446.330-0471.380 | Y=0447.200-0456.520 | 4.300
P=0345 | X=0497.230-0522.280 | Y=0447.200-0456.520 | 3.700
P=0345 | X=0112.850-0335.760 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0345 | X=0112.850-0353.960 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0345 | X=0112.850-0146.370 | Y=0485.900-0497.140 | ≤400m.
P=0345 | X=0112.850-0358.760 | Y=0503.660-0514.900 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0345 | X=0112.850-0364.780 | Y=0515.180-0526.420 | thông ra Phan Đăng Lưu đoạn từ Hết ranh phường Long
P=0345 | X=0112.850-0376.990 | Y=0526.460-0537.700 | Bình đến Giáp suối có hiện trạng là đường nhựa, bê tông xi
P=0345 | X=0112.850-0140.850 | Y=0538.010-0549.250 | măng:
P=0345 | X=0092.900-0336.020 | Y=0554.770-0566.770 | 139 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0345 | X=0397.820-0422.870 | Y=0554.770-0564.090 | 4.400
P=0345 | X=0446.330-0471.380 | Y=0554.770-0564.090 | 3.100
P=0345 | X=0497.230-0522.280 | Y=0554.770-0564.090 | 2.600
P=0345 | X=0112.850-0366.160 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0345 | X=0112.850-0199.400 | Y=0584.570-0595.810 | >400m đến ≤600m.
P=0345 | X=0112.850-0336.020 | Y=0602.090-0613.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0345 | X=0112.850-0358.760 | Y=0619.870-0631.110 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0345 | X=0112.850-0364.780 | Y=0631.390-0642.630 | thông ra Phan Đăng Lưu đoạn từ Hết ranh phường Long
P=0345 | X=0112.850-0376.990 | Y=0642.910-0654.150 | Bình đến Giáp suối có hiện trạng là đường nhựa, bê tông xi
P=0345 | X=0112.850-0140.850 | Y=0654.430-0665.670 | măng:
P=0345 | X=0092.900-0109.540 | Y=0662.310-0671.630 | 140
P=0345 | X=0397.820-0422.870 | Y=0662.310-0671.630 | 2.200
P=0345 | X=0446.330-0471.380 | Y=0662.310-0671.630 | 1.500
P=0345 | X=0497.230-0522.280 | Y=0662.310-0671.630 | 1.300
P=0345 | X=0112.850-0353.960 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0345 | X=0112.850-0146.610 | Y=0685.350-0694.670 | >600m.
P=0345 | X=0112.850-0339.140 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
