TABLE=025 | AREA=Xã Xuân Hòa | SECTION=non-agricultural | SEGMENTS=1
P=0960 | X=0444.410-0461.050 | Y=0255.150-0264.470 | 370
P=0960 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 320
P=0960 | X=0112.130-0353.240 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0960 | X=0112.130-0154.270 | Y=0272.430-0281.750 | >1.000m.
P=0960 | X=0112.130-0335.770 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0960 | X=0112.130-0385.640 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0960 | X=0112.130-0384.690 | Y=0317.380-0328.620 | ra Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân
P=0960 | X=0112.130-0348.490 | Y=0328.900-0340.140 | Hòa 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.420-0109.060 | Y=0336.780-0346.100 | 138
P=0960 | X=0408.140-0424.780 | Y=0336.780-0346.100 | 770
P=0960 | X=0444.410-0461.050 | Y=0336.780-0346.100 | 540
P=0960 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 460
P=0960 | X=0112.130-0343.210 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0960 | X=0112.130-0389.320 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0960 | X=0112.130-0385.640 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0960 | X=0112.130-0384.690 | Y=0393.000-0404.240 | ra Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân
P=0960 | X=0112.130-0348.490 | Y=0404.520-0415.760 | Hòa 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.420-0343.680 | Y=0422.040-0436.360 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0960 | X=0408.140-0424.780 | Y=0427.040-0436.360 | 590
P=0960 | X=0444.410-0461.050 | Y=0427.040-0436.360 | 410
P=0960 | X=0505.390-0522.030 | Y=0427.040-0436.360 | 350
P=0960 | X=0112.130-0365.440 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0960 | X=0112.130-0207.120 | Y=0451.100-0462.340 | >500m đến ≤1.000m.
P=0960 | X=0112.130-0335.300 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0960 | X=0112.130-0385.640 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0960 | X=0112.130-0384.690 | Y=0497.900-0509.140 | ra Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân
P=0960 | X=0112.130-0348.490 | Y=0509.420-0520.660 | Hòa 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.420-0109.060 | Y=0523.060-0532.380 | 140
P=0960 | X=0408.140-0424.780 | Y=0523.060-0532.380 | 480
P=0960 | X=0444.410-0461.050 | Y=0523.060-0532.380 | 340
P=0960 | X=0505.390-0522.030 | Y=0523.060-0532.380 | 290
P=0960 | X=0112.130-0353.240 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0960 | X=0112.130-0154.270 | Y=0540.130-0549.450 | >1.000m.
P=0960 | X=0112.130-0335.770 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0960 | X=0320.520-0382.550 | Y=0575.410-0584.730 | Hết ranh thửa
P=0960 | X=0320.520-0382.360 | Y=0585.050-0596.290 | đất số 747, tờ
P=0960 | X=0243.460-0301.150 | Y=0590.810-0602.050 | Đường Xuân
P=0960 | X=0092.420-0210.610 | Y=0596.570-0607.810 | 141 Đường Sóc Ba Buông
P=0960 | X=0320.520-0381.580 | Y=0596.570-0607.810 | BĐĐC số 285
P=0960 | X=0399.980-0425.030 | Y=0598.450-0607.770 | 1.200
P=0960 | X=0444.410-0461.050 | Y=0598.450-0607.770 | 840
P=0960 | X=0505.390-0522.030 | Y=0598.450-0607.770 | 720
P=0960 | X=0243.460-0270.180 | Y=0604.210-0613.530 | Hòa 5
P=0960 | X=0320.520-0383.720 | Y=0609.970-0619.290 | về bên trái, xã
P=0960 | X=0320.520-0364.780 | Y=0621.510-0630.830 | Xuân Hòa
P=0960 | X=0112.130-0380.520 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0960 | X=0112.130-0384.070 | Y=0648.910-0660.150 | Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất
P=0960 | X=0112.130-0368.860 | Y=0660.430-0671.670 | số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0960 | X=0092.420-0283.910 | Y=0671.950-0683.390 | 142 trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0408.140-0424.780 | Y=0674.070-0683.390 | 600
P=0960 | X=0444.410-0461.050 | Y=0674.070-0683.390 | 420
P=0960 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 360
P=0960 | X=0112.130-0343.210 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0960 | X=0112.130-0389.320 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0961 | X=0112.130-0380.520 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0961 | X=0112.130-0384.070 | Y=0090.020-0101.260 | Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất
P=0961 | X=0112.130-0368.860 | Y=0101.540-0112.780 | số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0961 | X=0112.130-0283.910 | Y=0113.060-0124.300 | trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.420-0343.680 | Y=0129.610-0141.850 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0961 | X=0408.140-0424.780 | Y=0129.610-0138.930 | 520
P=0961 | X=0444.410-0461.050 | Y=0129.610-0138.930 | 360
P=0961 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 310
P=0961 | X=0112.130-0365.440 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0961 | X=0112.130-0207.080 | Y=0159.410-0170.650 | >500m đến ≤1.000m.
P=0961 | X=0112.130-0335.300 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0961 | X=0112.130-0380.520 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0961 | X=0112.130-0384.070 | Y=0206.230-0217.470 | Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất
P=0961 | X=0112.130-0368.860 | Y=0217.750-0228.990 | số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0961 | X=0112.130-0283.910 | Y=0229.270-0240.510 | trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.420-0109.060 | Y=0237.150-0246.470 | 144
P=0961 | X=0408.140-0424.780 | Y=0237.150-0246.470 | 450
P=0961 | X=0444.410-0461.050 | Y=0237.150-0246.470 | 320
P=0961 | X=0505.390-0522.030 | Y=0237.150-0246.470 | 270
P=0961 | X=0112.130-0353.240 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0961 | X=0112.130-0154.270 | Y=0260.190-0269.510 | >1.000m.
P=0961 | X=0112.130-0335.770 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0961 | X=0112.130-0385.640 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0961 | X=0112.130-0387.190 | Y=0305.140-0316.380 | ra Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết
P=0961 | X=0112.130-0375.310 | Y=0316.660-0327.900 | ranh thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân
P=0961 | X=0092.420-0340.100 | Y=0327.940-0339.620 | 145 Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0408.140-0424.780 | Y=0330.300-0339.620 | 540
P=0961 | X=0444.410-0461.050 | Y=0330.300-0339.620 | 380
P=0961 | X=0505.390-0522.030 | Y=0330.300-0339.620 | 330
P=0961 | X=0112.130-0343.220 | Y=0345.460-0356.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0961 | X=0112.130-0389.320 | Y=0362.980-0374.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0961 | X=0112.130-0385.640 | Y=0380.760-0392.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0961 | X=0112.130-0387.190 | Y=0392.280-0403.520 | ra Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết
P=0961 | X=0112.130-0375.330 | Y=0403.800-0415.040 | ranh thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân
P=0961 | X=0112.130-0340.100 | Y=0415.320-0426.560 | Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.420-0343.680 | Y=0431.840-0444.080 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0961 | X=0408.140-0424.780 | Y=0431.840-0441.160 | 470
P=0961 | X=0444.410-0461.050 | Y=0431.840-0441.160 | 330
P=0961 | X=0505.390-0522.030 | Y=0431.840-0441.160 | 280
P=0961 | X=0112.130-0365.440 | Y=0450.380-0461.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0961 | X=0112.130-0207.080 | Y=0461.900-0473.140 | >500m đến ≤1.000m.
P=0961 | X=0112.130-0335.300 | Y=0479.420-0490.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0961 | X=0112.130-0385.640 | Y=0497.180-0508.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0961 | X=0112.130-0387.190 | Y=0508.460-0519.700 | ra Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết
P=0961 | X=0112.130-0375.310 | Y=0519.980-0531.220 | ranh thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân
P=0961 | X=0112.130-0340.100 | Y=0531.500-0542.740 | Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.420-0109.060 | Y=0539.410-0548.730 | 147
P=0961 | X=0408.140-0424.780 | Y=0539.410-0548.730 | 410
P=0961 | X=0444.410-0461.050 | Y=0539.410-0548.730 | 290
P=0961 | X=0505.390-0522.030 | Y=0539.410-0548.730 | 250
P=0961 | X=0112.130-0353.250 | Y=0549.050-0560.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0961 | X=0112.130-0154.270 | Y=0562.450-0571.770 | >1.000m.
P=0961 | X=0112.130-0335.770 | Y=0578.090-0589.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0961 | X=0243.460-0300.900 | Y=0597.730-0607.050 | Giáp ranh xã
P=0961 | X=0320.520-0383.030 | Y=0597.730-0607.050 | Ranh giới tỉnh
P=0961 | X=0092.420-0199.330 | Y=0601.610-0612.850 | 148 Đường Xuân Hòa 2
P=0961 | X=0399.980-0425.030 | Y=0603.490-0612.810 | 1.200
P=0961 | X=0444.410-0461.050 | Y=0603.490-0612.810 | 840
P=0961 | X=0505.390-0522.030 | Y=0603.490-0612.810 | 720
P=0961 | X=0243.460-0307.860 | Y=0607.370-0618.610 | Xuân Hưng cũ
P=0961 | X=0320.520-0366.950 | Y=0607.370-0618.610 | Lâm Đồng
P=0961 | X=0112.130-0386.370 | Y=0625.150-0636.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0961 | X=0112.130-0388.060 | Y=0636.670-0647.910 | Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh
P=0961 | X=0112.130-0367.690 | Y=0648.190-0659.430 | Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.420-0109.060 | Y=0656.070-0665.390 | 149
P=0961 | X=0408.140-0424.780 | Y=0656.070-0665.390 | 590
P=0961 | X=0444.410-0461.050 | Y=0656.070-0665.390 | 410
P=0961 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 350
P=0961 | X=0112.130-0343.210 | Y=0665.710-0676.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0961 | X=0112.130-0389.320 | Y=0683.230-0694.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0961 | X=0092.420-0386.370 | Y=0700.770-0712.010 | 150 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0961 | X=0408.140-0424.780 | Y=0702.660-0711.980 | 530
P=0961 | X=0444.410-0461.050 | Y=0702.660-0711.980 | 370
P=0961 | X=0505.390-0522.030 | Y=0702.660-0711.980 | 320
P=0962 | X=0112.130-0388.060 | Y=0072.500-0083.740 | Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh
P=0962 | X=0112.130-0367.690 | Y=0084.020-0095.260 | Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0962 | X=0112.130-0343.680 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0962 | X=0112.130-0365.440 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0962 | X=0112.130-0207.080 | Y=0130.610-0141.850 | >500m đến ≤1.000m.
P=0962 | X=0112.130-0335.300 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0962 | X=0112.130-0386.370 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0962 | X=0112.130-0388.060 | Y=0177.170-0188.410 | Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh
P=0962 | X=0112.130-0367.690 | Y=0188.690-0199.930 | Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0962 | X=0092.420-0109.060 | Y=0202.350-0211.670 | 151
P=0962 | X=0408.140-0424.780 | Y=0202.350-0211.670 | 400
P=0962 | X=0444.410-0461.050 | Y=0202.350-0211.670 | 280
P=0962 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 240
P=0962 | X=0112.130-0353.240 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0962 | X=0112.130-0154.270 | Y=0219.630-0228.950 | >1.000m.
P=0962 | X=0112.130-0335.770 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0962 | X=0112.130-0385.640 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0962 | X=0112.130-0375.760 | Y=0264.550-0275.790 | ra Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ
P=0962 | X=0112.130-0389.500 | Y=0276.070-0287.310 | đến Ranh giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê
P=0962 | X=0092.420-0172.290 | Y=0287.620-0299.060 | 152 tông xi măng:
P=0962 | X=0408.140-0424.780 | Y=0289.740-0299.060 | 530
P=0962 | X=0444.410-0461.050 | Y=0289.740-0299.060 | 370
P=0962 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 330
P=0962 | X=0112.130-0343.210 | Y=0305.140-0316.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0962 | X=0112.130-0389.320 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0962 | X=0112.130-0385.640 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0962 | X=0112.130-0375.790 | Y=0351.700-0362.940 | ra Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ
P=0962 | X=0112.130-0389.500 | Y=0363.220-0374.460 | đến Ranh giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê
P=0962 | X=0112.130-0172.290 | Y=0374.760-0386.000 | tông xi măng:
P=0962 | X=0092.420-0343.680 | Y=0391.520-0403.520 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0962 | X=0408.140-0424.780 | Y=0391.520-0400.840 | 480
P=0962 | X=0444.410-0461.050 | Y=0391.520-0400.840 | 340
P=0962 | X=0505.390-0522.030 | Y=0391.520-0400.840 | 290
P=0962 | X=0112.130-0365.440 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0962 | X=0112.130-0207.080 | Y=0421.320-0432.560 | >500m đến ≤1.000m.
P=0962 | X=0112.130-0335.300 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0962 | X=0112.130-0385.640 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0962 | X=0112.130-0375.760 | Y=0468.140-0479.380 | ra Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ
P=0962 | X=0112.130-0389.500 | Y=0479.660-0490.900 | đến Ranh giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê
P=0962 | X=0112.130-0172.290 | Y=0491.180-0502.420 | tông xi măng:
P=0962 | X=0092.420-0109.060 | Y=0499.060-0508.380 | 154
P=0962 | X=0408.140-0424.780 | Y=0499.060-0508.380 | 360
P=0962 | X=0444.410-0461.050 | Y=0499.060-0508.380 | 250
P=0962 | X=0505.390-0522.030 | Y=0499.060-0508.380 | 220
P=0962 | X=0112.130-0353.240 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0962 | X=0112.130-0154.290 | Y=0521.860-0531.180 | >1.000m.
P=0962 | X=0112.130-0335.770 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0962 | X=0320.520-0375.570 | Y=0557.170-0566.490 | Ngã ba (bên
P=0962 | X=0320.520-0379.160 | Y=0568.690-0578.010 | phải hết ranh
P=0962 | X=0320.520-0390.700 | Y=0578.330-0589.570 | thửa đất số 785
P=0962 | X=0243.460-0374.390 | Y=0589.850-0601.090 | Đường Sóc Ba tờ BĐĐC số
P=0962 | X=0243.460-0378.990 | Y=0601.370-0612.610 | Buông hướng đi 291; bên trái,
P=0962 | X=0092.420-0199.330 | Y=0607.130-0618.370 | 155 Đường Xuân Hòa 5
P=0962 | X=0399.980-0425.030 | Y=0609.010-0618.330 | 1.200
P=0962 | X=0444.410-0461.050 | Y=0609.010-0618.330 | 840
P=0962 | X=0505.390-0522.030 | Y=0609.010-0618.330 | 720
P=0962 | X=0243.460-0376.760 | Y=0612.890-0624.130 | xã Xuân Hưng đến hết ranh
P=0962 | X=0243.460-0292.910 | Y=0624.430-0635.670 | cũ 2.309 m
P=0962 | X=0320.520-0371.260 | Y=0624.430-0635.670 | thửa đất số
P=0962 | X=0320.520-0383.500 | Y=0635.950-0647.190 | 668, tờ BĐĐC
P=0962 | X=0320.520-0366.920 | Y=0649.350-0658.670 | số 291, xã
P=0962 | X=0320.520-0368.040 | Y=0660.630-0669.950 | Xuân Hòa)
P=0962 | X=0112.130-0386.370 | Y=0676.510-0687.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0962 | X=0092.420-0387.790 | Y=0688.030-0699.270 | 156 Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng
P=0962 | X=0408.140-0424.780 | Y=0689.910-0699.230 | 590
P=0962 | X=0444.410-0461.050 | Y=0689.910-0699.230 | 410
P=0962 | X=0505.390-0522.030 | Y=0689.910-0699.230 | 350
P=0962 | X=0112.130-0385.230 | Y=0699.550-0710.790 | cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ
P=0963 | X=0112.130-0361.720 | Y=0072.500-0083.740 | BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0963 | X=0112.130-0386.860 | Y=0084.020-0095.260 | BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê
P=0963 | X=0112.130-0172.290 | Y=0095.540-0106.780 | tông xi măng:
P=0963 | X=0112.130-0343.210 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0963 | X=0112.130-0389.320 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0963 | X=0112.130-0386.370 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0963 | X=0112.130-0387.790 | Y=0159.650-0170.890 | Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng
P=0963 | X=0112.130-0385.230 | Y=0171.170-0182.410 | cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ
P=0963 | X=0112.130-0361.720 | Y=0182.690-0193.930 | BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0963 | X=0112.130-0386.860 | Y=0194.210-0205.450 | BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê
P=0963 | X=0092.420-0172.290 | Y=0205.750-0220.310 | 157 tông xi măng:
P=0963 | X=0408.140-0424.780 | Y=0210.990-0220.310 | 530
P=0963 | X=0444.410-0461.050 | Y=0210.990-0220.310 | 370
P=0963 | X=0505.390-0522.030 | Y=0210.990-0220.310 | 320
P=0963 | X=0112.130-0343.680 | Y=0223.270-0234.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0963 | X=0112.130-0365.440 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0963 | X=0112.130-0207.080 | Y=0252.310-0263.550 | >500m đến ≤1.000m.
P=0963 | X=0112.130-0335.300 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0963 | X=0112.130-0386.370 | Y=0287.620-0298.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0963 | X=0112.130-0387.790 | Y=0299.140-0310.380 | Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng
P=0963 | X=0112.130-0385.230 | Y=0310.660-0321.900 | cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ
P=0963 | X=0112.130-0361.720 | Y=0321.940-0333.180 | BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0963 | X=0112.130-0386.860 | Y=0333.460-0344.700 | BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê
P=0963 | X=0092.420-0109.060 | Y=0341.340-0350.660 | 158
P=0963 | X=0408.140-0424.780 | Y=0341.340-0350.660 | 400
P=0963 | X=0444.410-0461.050 | Y=0341.340-0350.660 | 280
P=0963 | X=0505.390-0522.030 | Y=0341.340-0350.660 | 240
P=0963 | X=0112.130-0172.290 | Y=0344.980-0356.220 | tông xi măng:
P=0963 | X=0112.130-0353.240 | Y=0362.500-0373.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0963 | X=0112.130-0154.270 | Y=0375.920-0385.240 | >1.000m.
P=0963 | X=0112.130-0335.770 | Y=0391.560-0402.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0963 | X=0112.130-0385.640 | Y=0409.320-0420.560 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0963 | X=0112.130-0382.300 | Y=0420.840-0432.080 | ra Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng
P=0963 | X=0112.130-0377.980 | Y=0432.360-0443.600 | đi xã Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh
P=0963 | X=0112.130-0382.540 | Y=0443.880-0455.120 | thửa đất số 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa
P=0963 | X=0092.420-0375.790 | Y=0455.420-0466.860 | 159 đất số 668, tờ BĐĐC số 291, xã Xuân Hòa) có hiện trạng là
P=0963 | X=0408.140-0424.780 | Y=0457.540-0466.860 | 530
P=0963 | X=0444.410-0461.050 | Y=0457.540-0466.860 | 370
P=0963 | X=0505.390-0522.030 | Y=0457.540-0466.860 | 330
P=0963 | X=0112.130-0247.900 | Y=0466.940-0478.180 | đường nhựa, bê tông xi măng:
P=0963 | X=0112.130-0343.210 | Y=0484.220-0495.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0963 | X=0112.130-0389.320 | Y=0501.740-0512.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0963 | X=0112.130-0385.640 | Y=0519.500-0530.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0963 | X=0112.130-0382.300 | Y=0531.020-0542.260 | ra Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng
P=0963 | X=0112.130-0377.960 | Y=0542.570-0553.810 | đi xã Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh
P=0963 | X=0112.130-0382.540 | Y=0554.090-0565.330 | thửa đất số 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa
P=0963 | X=0112.130-0375.790 | Y=0565.610-0576.850 | đất số 668, tờ BĐĐC số 291, xã Xuân Hòa) có hiện trạng là
P=0963 | X=0092.420-0247.900 | Y=0577.130-0591.450 | 160 đường nhựa, bê tông xi măng:
P=0963 | X=0408.140-0424.780 | Y=0582.130-0591.450 | 480
P=0963 | X=0444.410-0461.050 | Y=0582.130-0591.450 | 340
P=0963 | X=0505.390-0522.030 | Y=0582.130-0591.450 | 290
P=0963 | X=0112.130-0343.680 | Y=0594.650-0605.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0963 | X=0112.130-0365.440 | Y=0612.170-0623.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0963 | X=0112.130-0207.080 | Y=0623.710-0634.950 | >500m đến ≤1.000m.
P=0963 | X=0112.130-0335.300 | Y=0641.230-0652.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0963 | X=0112.130-0385.640 | Y=0658.750-0669.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0963 | X=0112.130-0382.300 | Y=0670.270-0681.510 | ra Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng
P=0963 | X=0092.420-0377.960 | Y=0681.790-0693.030 | 161 đi xã Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh
P=0963 | X=0408.140-0424.780 | Y=0683.670-0692.990 | 360
P=0963 | X=0444.410-0461.050 | Y=0683.670-0692.990 | 250
P=0963 | X=0505.390-0522.030 | Y=0683.670-0692.990 | 220
P=0963 | X=0112.130-0382.540 | Y=0693.310-0704.550 | thửa đất số 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa
P=0963 | X=0112.130-0375.790 | Y=0704.850-0716.090 | đất số 668, tờ BĐĐC số 291, xã Xuân Hòa) có hiện trạng là
P=0964 | X=0112.130-0247.900 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0964 | X=0112.130-0353.240 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0964 | X=0112.130-0154.270 | Y=0103.420-0112.740 | >1.000m.
P=0964 | X=0112.130-0335.770 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
