TABLE=038 | AREA=Xã Bình Minh | SECTION=non-agricultural | SEGMENTS=1
P=1337 | X=0106.850-0411.580 | Y=0282.340-0293.580 | Giang Điền đoạn từ Đường sắt đến Giáp ranh xã Trảng Bom có hiện
P=1337 | X=0106.850-0278.630 | Y=0293.860-0305.100 | trạng là đường nhựa, bê tông xi măng:
P=1337 | X=0092.900-0104.020 | Y=0301.740-0311.060 | 88
P=1337 | X=0424.970-0450.020 | Y=0301.740-0311.060 | 1.600
P=1337 | X=0461.210-0486.260 | Y=0301.740-0311.060 | 1.100
P=1337 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 960
P=1337 | X=0106.850-0392.640 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1337 | X=0106.850-0330.490 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1337 | X=0106.850-0392.110 | Y=0346.660-0357.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1337 | X=0106.850-0409.880 | Y=0357.940-0369.180 | Đường Bình Minh- Giang Điền đoạn từ Đường sắt đến Giáp ranh xã
P=1337 | X=0106.850-0365.770 | Y=0369.480-0380.720 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1337 | X=0092.900-0104.020 | Y=0377.360-0386.680 | 89
P=1337 | X=0424.970-0450.020 | Y=0377.360-0386.680 | 3.000
P=1337 | X=0461.210-0486.260 | Y=0377.360-0386.680 | 2.100
P=1337 | X=0497.230-0522.280 | Y=0377.360-0386.680 | 1.800
P=1337 | X=0106.850-0337.930 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1337 | X=0106.850-0384.020 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1337 | X=0106.850-0392.110 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1337 | X=0106.850-0409.880 | Y=0433.800-0445.040 | Đường Bình Minh- Giang Điền đoạn từ Đường sắt đến Giáp ranh xã
P=1337 | X=0106.850-0365.770 | Y=0445.320-0456.560 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1337 | X=0092.900-0338.400 | Y=0462.860-0476.940 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1337 | X=0424.970-0450.020 | Y=0467.620-0476.940 | 2.100
P=1337 | X=0461.210-0486.260 | Y=0467.620-0476.940 | 1.500
P=1337 | X=0497.230-0522.280 | Y=0467.620-0476.940 | 1.300
P=1337 | X=0106.850-0413.270 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1337 | X=0106.850-0148.530 | Y=0491.900-0503.140 | ≤1.000m.
P=1337 | X=0106.850-0330.020 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1337 | X=0106.850-0392.110 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1337 | X=0106.850-0409.880 | Y=0538.490-0549.730 | Đường Bình Minh- Giang Điền đoạn từ Đường sắt đến Giáp ranh xã
P=1337 | X=0106.850-0365.770 | Y=0550.010-0561.250 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1337 | X=0092.900-0104.020 | Y=0557.890-0567.210 | 91
P=1337 | X=0424.970-0450.020 | Y=0557.890-0567.210 | 1.400
P=1337 | X=0469.370-0486.010 | Y=0557.890-0567.210 | 980
P=1337 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 840
P=1337 | X=0106.850-0392.640 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1337 | X=0106.850-0330.490 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1337 | X=0092.900-0177.020 | Y=0602.810-0614.050 | 92 Đường tỉnh 767
P=1337 | X=0235.540-0292.020 | Y=0604.690-0614.010 | Ngã 3 Trị An
P=1337 | X=0322.200-0399.810 | Y=0604.690-0614.010 | Công ty Việt Vinh
P=1337 | X=0419.450-0522.280 | Y=0604.690-0614.010 | 20.000 14.000 12.000
P=1337 | X=0106.850-0393.590 | Y=0620.590-0631.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1337 | X=0106.850-0403.910 | Y=0632.110-0643.350 | đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện trạng là đường
P=1337 | X=0106.850-0209.960 | Y=0643.630-0654.870 | nhựa, bê tông xi măng:
P=1337 | X=0092.900-0104.020 | Y=0651.510-0660.830 | 93
P=1337 | X=0424.970-0450.020 | Y=0651.510-0660.830 | 9.400
P=1337 | X=0461.210-0486.260 | Y=0651.510-0660.830 | 6.600
P=1337 | X=0497.230-0522.280 | Y=0651.510-0660.830 | 5.600
P=1337 | X=0106.850-0337.930 | Y=0661.150-0672.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1337 | X=0106.850-0384.020 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1337 | X=0106.850-0393.590 | Y=0696.430-0707.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1337 | X=0092.900-0104.020 | Y=0704.100-0713.420 | 94
P=1337 | X=0424.970-0450.020 | Y=0704.100-0713.420 | 5.900
P=1337 | X=0461.210-0486.260 | Y=0704.100-0713.420 | 4.100
P=1337 | X=0497.230-0522.280 | Y=0704.100-0713.420 | 3.500
P=1337 | X=0106.850-0403.910 | Y=0707.970-0719.210 | đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện trạng là đường
P=1338 | X=0106.850-0209.960 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=1338 | X=0106.850-0338.410 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1338 | X=0106.850-0413.270 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1338 | X=0106.850-0148.530 | Y=0119.090-0130.330 | ≤1.000m.
P=1338 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1338 | X=0106.850-0393.590 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1338 | X=0106.850-0403.910 | Y=0165.650-0176.890 | đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện trạng là đường
P=1338 | X=0106.850-0209.960 | Y=0177.170-0188.410 | nhựa, bê tông xi măng:
P=1338 | X=0092.900-0104.020 | Y=0185.050-0194.370 | 95
P=1338 | X=0424.970-0450.020 | Y=0185.050-0194.370 | 3.500
P=1338 | X=0461.210-0486.260 | Y=0185.050-0194.370 | 2.500
P=1338 | X=0497.230-0522.280 | Y=0185.050-0194.370 | 2.100
P=1338 | X=0106.850-0392.640 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1338 | X=0106.850-0330.490 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1338 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0106.850-0407.740 | Y=0241.510-0252.750 | Đường tỉnh 767 đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện
P=1338 | X=0106.850-0278.630 | Y=0253.030-0264.270 | trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0092.900-0104.020 | Y=0260.910-0270.230 | 96
P=1338 | X=0424.970-0450.020 | Y=0260.910-0270.230 | 8.500
P=1338 | X=0461.210-0486.260 | Y=0260.910-0270.230 | 6.000
P=1338 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 5.100
P=1338 | X=0106.850-0337.930 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1338 | X=0106.850-0384.020 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1338 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0106.850-0407.740 | Y=0317.380-0328.620 | Đường tỉnh 767 đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện
P=1338 | X=0106.850-0278.630 | Y=0328.900-0340.140 | trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0092.900-0338.400 | Y=0346.420-0360.500 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1338 | X=0424.970-0450.020 | Y=0351.180-0360.500 | 5.300
P=1338 | X=0461.210-0486.260 | Y=0351.180-0360.500 | 3.700
P=1338 | X=0497.230-0522.280 | Y=0351.180-0360.500 | 3.200
P=1338 | X=0106.850-0413.270 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1338 | X=0106.850-0148.530 | Y=0375.240-0386.480 | ≤1.000m.
P=1338 | X=0106.850-0330.020 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1338 | X=0106.850-0392.110 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0106.850-0407.740 | Y=0422.040-0433.280 | Đường tỉnh 767 đoạn từ Ngã 3 Trị An đến Công ty Việt Vinh có hiện
P=1338 | X=0106.850-0278.630 | Y=0433.560-0444.800 | trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0092.900-0104.020 | Y=0441.440-0450.760 | 98
P=1338 | X=0424.970-0450.020 | Y=0441.440-0450.760 | 3.200
P=1338 | X=0461.210-0486.260 | Y=0441.440-0450.760 | 2.200
P=1338 | X=0497.230-0522.280 | Y=0441.440-0450.760 | 1.900
P=1338 | X=0106.850-0392.640 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1338 | X=0106.850-0330.490 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1338 | X=0092.900-0177.020 | Y=0486.380-0497.620 | 99 Đường tỉnh 767
P=1338 | X=0235.540-0395.450 | Y=0486.380-0497.620 | Công ty Việt Vinh Ngã 3 Hươu Nai
P=1338 | X=0419.450-0450.020 | Y=0488.260-0497.580 | 14.100
P=1338 | X=0461.210-0486.260 | Y=0488.260-0497.580 | 9.900
P=1338 | X=0497.230-0522.280 | Y=0488.260-0497.580 | 8.500
P=1338 | X=0106.850-0393.590 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1338 | X=0106.850-0388.300 | Y=0515.660-0526.900 | đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có hiện trạng là
P=1338 | X=0106.850-0242.600 | Y=0527.180-0538.420 | đường nhựa, bê tông xi măng:
P=1338 | X=0090.020-0106.660 | Y=0535.090-0544.410 | 100
P=1338 | X=0424.970-0450.020 | Y=0535.090-0544.410 | 6.600
P=1338 | X=0461.210-0486.260 | Y=0535.090-0544.410 | 4.600
P=1338 | X=0497.230-0522.280 | Y=0535.090-0544.410 | 4.000
P=1338 | X=0106.850-0337.930 | Y=0544.490-0555.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1338 | X=0106.850-0384.020 | Y=0562.010-0573.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1338 | X=0106.850-0393.590 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1338 | X=0106.850-0388.300 | Y=0591.290-0602.530 | đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có hiện trạng là
P=1338 | X=0106.850-0242.600 | Y=0602.810-0614.050 | đường nhựa, bê tông xi măng:
P=1338 | X=0090.020-0338.400 | Y=0620.350-0634.670 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1338 | X=0424.970-0450.020 | Y=0625.350-0634.670 | 4.100
P=1338 | X=0461.210-0486.260 | Y=0625.350-0634.670 | 2.900
P=1338 | X=0497.230-0522.280 | Y=0625.350-0634.670 | 2.500
P=1338 | X=0106.850-0413.270 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1338 | X=0106.850-0148.530 | Y=0649.390-0660.630 | ≤1.000m.
P=1338 | X=0106.850-0330.020 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1338 | X=0106.850-0393.590 | Y=0684.670-0695.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1338 | X=0090.020-0388.300 | Y=0696.190-0707.430 | 102 đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có hiện trạng là
P=1338 | X=0424.970-0450.020 | Y=0698.070-0707.390 | 2.500
P=1338 | X=0461.210-0486.260 | Y=0698.070-0707.390 | 1.800
P=1338 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 1.500
P=1338 | X=0106.850-0242.600 | Y=0707.730-0718.970 | đường nhựa, bê tông xi măng:
P=1339 | X=0106.850-0392.700 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0106.850-0392.110 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0106.850-0403.370 | Y=0125.330-0136.570 | Đường tỉnh 767 đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có
P=1339 | X=0106.850-0300.460 | Y=0136.850-0148.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0106.660 | Y=0144.730-0154.050 | 103
P=1339 | X=0424.970-0450.020 | Y=0144.730-0154.050 | 5.900
P=1339 | X=0461.210-0486.260 | Y=0144.730-0154.050 | 4.100
P=1339 | X=0497.230-0522.280 | Y=0144.730-0154.050 | 3.500
P=1339 | X=0106.850-0337.930 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1339 | X=0106.850-0384.020 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1339 | X=0106.850-0392.110 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0106.850-0403.370 | Y=0200.950-0212.190 | Đường tỉnh 767 đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có
P=1339 | X=0106.850-0300.460 | Y=0212.470-0223.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0338.400 | Y=0229.990-0244.310 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1339 | X=0424.970-0450.020 | Y=0234.990-0244.310 | 3.700
P=1339 | X=0461.210-0486.260 | Y=0234.990-0244.310 | 2.600
P=1339 | X=0497.230-0522.280 | Y=0234.990-0244.310 | 2.200
P=1339 | X=0106.850-0413.270 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1339 | X=0106.850-0148.530 | Y=0259.030-0270.270 | ≤1.000m.
P=1339 | X=0106.850-0330.020 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1339 | X=0106.850-0392.110 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0106.850-0403.370 | Y=0305.860-0317.100 | Đường tỉnh 767 đoạn từ Công ty Việt Vinh đến Ngã 3 Hươu Nai có
P=1339 | X=0106.850-0300.460 | Y=0317.380-0328.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0106.660 | Y=0325.260-0334.580 | 105
P=1339 | X=0424.970-0450.020 | Y=0325.260-0334.580 | 2.300
P=1339 | X=0461.210-0486.260 | Y=0325.260-0334.580 | 1.600
P=1339 | X=0497.230-0522.270 | Y=0325.260-0334.580 | 1.400
P=1339 | X=0106.850-0392.640 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0106.850-0330.490 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0322.200-0397.340 | Y=0369.960-0381.200 | Trường Tiểu học
P=1339 | X=0090.020-0177.020 | Y=0375.720-0386.960 | 106 Đường tỉnh 767
P=1339 | X=0235.540-0308.790 | Y=0375.720-0386.960 | Ngã 3 Hươu Nai
P=1339 | X=0419.450-0450.020 | Y=0377.600-0386.920 | 10.900
P=1339 | X=0461.210-0486.260 | Y=0377.600-0386.920 | 7.600
P=1339 | X=0497.230-0522.280 | Y=0377.600-0386.920 | 6.500
P=1339 | X=0322.200-0367.320 | Y=0383.360-0392.680 | Sông Mây
P=1339 | X=0106.850-0393.590 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1339 | X=0106.850-0397.910 | Y=0410.760-0422.000 | đoạn từ Ngã 3 Hươu Nai đến Trường Tiểu học Sông Mây có hiện
P=1339 | X=0106.850-0278.630 | Y=0422.280-0433.520 | trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0106.660 | Y=0430.160-0439.480 | 107
P=1339 | X=0424.970-0450.020 | Y=0430.160-0439.480 | 5.200
P=1339 | X=0461.210-0486.260 | Y=0430.160-0439.480 | 3.600
P=1339 | X=0497.230-0522.280 | Y=0430.160-0439.480 | 3.100
P=1339 | X=0106.850-0337.930 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1339 | X=0106.850-0384.020 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1339 | X=0106.850-0393.590 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1339 | X=0106.850-0397.910 | Y=0486.620-0497.860 | đoạn từ Ngã 3 Hươu Nai đến Trường Tiểu học Sông Mây có hiện
P=1339 | X=0106.850-0278.630 | Y=0498.140-0509.380 | trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0338.400 | Y=0515.660-0529.740 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1339 | X=0424.970-0450.020 | Y=0520.420-0529.740 | 3.300
P=1339 | X=0461.210-0486.260 | Y=0520.420-0529.740 | 2.300
P=1339 | X=0497.230-0522.280 | Y=0520.420-0529.740 | 2.000
P=1339 | X=0106.850-0413.270 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1339 | X=0106.850-0148.530 | Y=0544.490-0555.730 | ≤1.000m.
P=1339 | X=0106.850-0330.020 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1339 | X=0106.850-0393.590 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1339 | X=0106.850-0397.910 | Y=0591.290-0602.530 | đoạn từ Ngã 3 Hươu Nai đến Trường Tiểu học Sông Mây có hiện
P=1339 | X=0106.850-0278.630 | Y=0602.810-0614.050 | trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 109
P=1339 | X=0424.970-0450.020 | Y=0610.690-0620.010 | 2.000
P=1339 | X=0461.210-0486.260 | Y=0610.690-0620.010 | 1.400
P=1339 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 1.200
P=1339 | X=0106.850-0392.640 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0106.850-0330.490 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0106.850-0392.110 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0106.850-0413.740 | Y=0667.150-0678.390 | Đường tỉnh 767 đoạn từ Ngã 3 Hươu Nai đến Trường Tiểu học Sông
P=1339 | X=0090.020-0335.520 | Y=0677.670-0689.910 | 110 Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0424.970-0450.020 | Y=0677.670-0686.990 | 4.700
P=1339 | X=0461.210-0486.260 | Y=0677.670-0686.990 | 3.300
P=1339 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 2.800
P=1339 | X=0106.850-0337.930 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1340 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1340 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1340 | X=0106.850-0413.740 | Y=0107.780-0119.020 | Đường tỉnh 767 đoạn từ Ngã 3 Hươu Nai đến Trường Tiểu học Sông
P=1340 | X=0106.850-0335.520 | Y=0119.330-0130.570 | Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1340 | X=0090.020-0338.410 | Y=0136.850-0150.930 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1340 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 3.000
P=1340 | X=0461.210-0486.260 | Y=0141.610-0150.930 | 2.100
P=1340 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 1.800
P=1340 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1340 | X=0106.850-0148.530 | Y=0165.650-0176.890 | ≤1.000m.
P=1340 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1340 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
