TABLE=054 | AREA=Xã Tân An | SECTION=non-agricultural | SEGMENTS=1
P=1812 | X=0108.290-0331.930 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1812 | X=0108.290-0341.000 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1812 | X=0108.290-0323.670 | Y=0206.470-0217.710 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ
P=1812 | X=0108.290-0324.680 | Y=0217.990-0229.230 | Đường tỉnh 767 đến Cây xăng Tín Nghĩa có hiện
P=1812 | X=0108.290-0280.070 | Y=0229.510-0240.750 | trạng là đường nhựa, bê tông xi măng:
P=1812 | X=0090.500-0107.140 | Y=0237.390-0246.710 | 131
P=1812 | X=0380.780-0405.830 | Y=0237.390-0246.710 | 1.300
P=1812 | X=0450.170-0466.810 | Y=0237.390-0246.710 | 910
P=1812 | X=0505.390-0522.030 | Y=0237.390-0246.710 | 780
P=1812 | X=0108.290-0339.380 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1812 | X=0108.290-0321.540 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1812 | X=0108.290-0169.410 | Y=0276.070-0287.310 | thông ≤500m.
P=1812 | X=0108.290-0341.000 | Y=0293.860-0305.100 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1812 | X=0108.290-0323.670 | Y=0305.380-0316.620 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ
P=1812 | X=0108.290-0324.680 | Y=0316.900-0328.140 | Đường tỉnh 767 đến Cây xăng Tín Nghĩa có hiện
P=1812 | X=0108.290-0280.070 | Y=0328.420-0339.660 | trạng là đường nhựa, bê tông xi măng:
P=1812 | X=0090.500-0339.840 | Y=0344.940-0356.940 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1812 | X=0388.940-0405.580 | Y=0344.940-0354.260 | 990
P=1812 | X=0450.170-0466.810 | Y=0344.940-0354.260 | 690
P=1812 | X=0505.390-0522.030 | Y=0344.940-0354.260 | 590
P=1812 | X=0108.290-0321.540 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1812 | X=0108.290-0243.140 | Y=0374.760-0386.000 | thông từ >500m đến ≤1.000m.
P=1812 | X=0108.290-0331.460 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1812 | X=0108.290-0341.000 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1812 | X=0108.290-0323.670 | Y=0421.560-0432.800 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ
P=1812 | X=0108.290-0322.520 | Y=0433.080-0444.320 | Đường tỉnh 767 đến cây xăng Tín Nghĩa có hiện
P=1812 | X=0108.290-0280.070 | Y=0444.600-0455.840 | trạng là đường nhựa, bê tông xi măng:
P=1812 | X=0090.500-0107.140 | Y=0452.500-0461.820 | 133
P=1812 | X=0388.940-0405.580 | Y=0452.500-0461.820 | 880
P=1812 | X=0450.170-0466.810 | Y=0452.500-0461.820 | 620
P=1812 | X=0505.390-0522.030 | Y=0452.500-0461.820 | 530
P=1812 | X=0108.290-0321.540 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1812 | X=0108.290-0178.270 | Y=0475.540-0484.860 | thông >1.000m.
P=1812 | X=0108.290-0331.930 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1812 | X=0262.660-0320.110 | Y=0510.820-0520.140 | Giáp ranh xã
P=1812 | X=0108.290-0251.660 | Y=0514.460-0525.700 | Đường Vĩnh Tân - Cây xăng Tín
P=1812 | X=0090.500-0107.140 | Y=0522.100-0531.420 | 134
P=1812 | X=0262.660-0339.070 | Y=0522.100-0531.420 | Trảng Bom và xã
P=1812 | X=0380.780-0405.830 | Y=0522.100-0531.420 | 3.500
P=1812 | X=0442.010-0467.060 | Y=0522.100-0531.420 | 2.500
P=1812 | X=0497.230-0522.280 | Y=0522.100-0531.420 | 2.100
P=1812 | X=0108.290-0149.650 | Y=0525.980-0537.220 | Cây Điệp
P=1812 | X=0191.830-0218.550 | Y=0525.980-0537.220 | Nghĩa
P=1812 | X=0262.660-0304.410 | Y=0533.620-0542.940 | Bàu Hàm
P=1812 | X=0108.290-0322.520 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1812 | X=0108.290-0333.050 | Y=0561.050-0572.290 | Đường Vĩnh Tân - Cây Điệp đoạn từ Cây xăng Tín
P=1812 | X=0108.290-0337.740 | Y=0572.570-0583.810 | Nghĩa đến Giáp ranh xã Trảng Bom và xã Bàu Hàm
P=1812 | X=0108.290-0315.150 | Y=0584.090-0595.330 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1812 | X=0090.500-0107.140 | Y=0591.970-0601.290 | 135
P=1812 | X=0380.780-0405.830 | Y=0591.970-0601.290 | 1.400
P=1812 | X=0450.170-0466.810 | Y=0591.970-0601.290 | 980
P=1812 | X=0505.390-0522.030 | Y=0591.970-0601.290 | 840
P=1812 | X=0108.290-0339.370 | Y=0601.610-0612.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1812 | X=0108.290-0321.560 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1812 | X=0108.290-0169.410 | Y=0630.670-0641.910 | thông ≤500m.
P=1812 | X=0108.290-0322.520 | Y=0648.430-0659.670 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1812 | X=0108.290-0333.050 | Y=0659.950-0671.190 | Đường Vĩnh Tân - Cây Điệp đoạn từ Cây xăng Tín
P=1812 | X=0090.500-0337.740 | Y=0671.470-0685.550 | 136 Nghĩa đến Giáp ranh xã Trảng Bom và xã Bàu Hàm
P=1812 | X=0380.780-0405.830 | Y=0676.230-0685.550 | 1.000
P=1812 | X=0450.170-0466.810 | Y=0676.230-0685.550 | 700
P=1812 | X=0505.390-0522.030 | Y=0676.230-0685.550 | 600
P=1812 | X=0108.290-0315.140 | Y=0682.750-0693.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1812 | X=0108.290-0339.840 | Y=0700.290-0711.530 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1813 | X=0108.290-0321.540 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1813 | X=0108.290-0243.140 | Y=0090.020-0101.260 | thông từ >500m đến ≤1.000m.
P=1813 | X=0108.290-0331.460 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1813 | X=0108.290-0322.520 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1813 | X=0108.290-0333.050 | Y=0136.850-0148.090 | Đường Vĩnh Tân - Cây Điệp đoạn từ Cây xăng Tín
P=1813 | X=0108.290-0337.740 | Y=0148.370-0159.610 | Nghĩa đến Giáp ranh xã Trảng Bom và xã Bàu Hàm
P=1813 | X=0108.290-0315.140 | Y=0159.650-0170.890 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1813 | X=0090.500-0107.140 | Y=0167.530-0176.850 | 137
P=1813 | X=0388.940-0405.580 | Y=0167.530-0176.850 | 840
P=1813 | X=0450.170-0466.810 | Y=0167.530-0176.850 | 590
P=1813 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 500
P=1813 | X=0108.290-0321.540 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1813 | X=0108.290-0178.270 | Y=0190.570-0199.890 | thông >1.000m.
P=1813 | X=0108.290-0331.930 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1813 | X=0108.290-0341.000 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1813 | X=0108.290-0344.280 | Y=0235.510-0246.750 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ Cây
P=1813 | X=0108.290-0335.450 | Y=0247.030-0258.270 | xăng Tín Nghĩa đến Giáp ranh xã Trảng Bom và xã
P=1813 | X=0108.290-0328.970 | Y=0258.550-0269.790 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1813 | X=0090.500-0136.290 | Y=0270.070-0281.510 | 138 măng:
P=1813 | X=0380.780-0405.830 | Y=0272.190-0281.510 | 1.300
P=1813 | X=0450.170-0466.810 | Y=0272.190-0281.510 | 910
P=1813 | X=0505.390-0522.030 | Y=0272.190-0281.510 | 780
P=1813 | X=0108.290-0339.370 | Y=0287.620-0298.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1813 | X=0108.290-0321.540 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1813 | X=0108.290-0169.410 | Y=0316.660-0327.900 | thông ≤500m.
P=1813 | X=0108.290-0341.000 | Y=0334.420-0345.660 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1813 | X=0108.290-0344.280 | Y=0345.700-0356.940 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ Cây
P=1813 | X=0108.290-0335.450 | Y=0357.220-0368.460 | xăng Tín Nghĩa đến Giáp ranh xã Trảng Bom và xã
P=1813 | X=0108.290-0328.970 | Y=0368.760-0380.000 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1813 | X=0108.290-0136.290 | Y=0380.280-0391.520 | măng:
P=1813 | X=0090.500-0107.140 | Y=0391.280-0400.600 | 139
P=1813 | X=0388.940-0405.580 | Y=0391.280-0400.600 | 900
P=1813 | X=0450.170-0466.810 | Y=0391.280-0400.600 | 630
P=1813 | X=0505.390-0522.030 | Y=0391.280-0400.600 | 540
P=1813 | X=0108.290-0339.880 | Y=0397.800-0409.040 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1813 | X=0108.290-0321.540 | Y=0415.320-0426.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1813 | X=0108.290-0243.140 | Y=0426.840-0438.080 | thông từ >500m đến ≤1.000m.
P=1813 | X=0108.290-0331.460 | Y=0444.360-0455.600 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1813 | X=0108.290-0341.000 | Y=0462.140-0473.380 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1813 | X=0108.290-0344.280 | Y=0473.660-0484.900 | và thông ra Đường Vĩnh Tân - Cây Điệp đoạn từ Cây
P=1813 | X=0108.290-0335.450 | Y=0485.180-0496.420 | xăng Tín Nghĩa đến Giáp ranh xã Trảng Bom và xã
P=1813 | X=0108.290-0328.970 | Y=0496.460-0507.700 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1813 | X=0090.500-0136.290 | Y=0507.980-0519.420 | 140 măng:
P=1813 | X=0388.940-0405.580 | Y=0510.100-0519.420 | 760
P=1813 | X=0450.170-0466.810 | Y=0510.100-0519.420 | 530
P=1813 | X=0505.390-0522.030 | Y=0510.100-0519.420 | 460
P=1813 | X=0108.290-0321.540 | Y=0525.500-0536.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1813 | X=0108.290-0178.270 | Y=0538.930-0548.250 | thông >1.000m.
P=1813 | X=0108.290-0331.930 | Y=0554.570-0565.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1813 | X=0262.660-0342.440 | Y=0572.330-0583.570 | Mép ngoài đường
P=1813 | X=0262.660-0334.040 | Y=0583.850-0595.090 | điện 220KV đầu
P=1813 | X=0090.500-0179.970 | Y=0595.370-0606.610 | 141 Đường Sở Quýt
P=1813 | X=0191.830-0314.060 | Y=0595.370-0606.610 | Đường tỉnh 768 tiên (tính từ
P=1813 | X=0380.780-0405.830 | Y=0597.250-0606.570 | 3.500
P=1813 | X=0441.770-0466.820 | Y=0597.250-0606.570 | 2.500
P=1813 | X=0497.230-0522.280 | Y=0597.250-0606.570 | 2.100
P=1813 | X=0262.660-0343.160 | Y=0606.890-0618.130 | Đường tỉnh 768 đi
P=1813 | X=0262.660-0282.340 | Y=0620.310-0629.630 | vào)
P=1813 | X=0108.290-0322.520 | Y=0636.190-0647.430 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1813 | X=0108.290-0331.880 | Y=0647.710-0658.950 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép
P=1813 | X=0108.290-0328.040 | Y=0659.230-0670.470 | ngoài đường điện 220KV đầu tiên (tính từ Đường
P=1813 | X=0090.500-0323.720 | Y=0669.750-0681.750 | 142 tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1813 | X=0380.780-0405.830 | Y=0669.750-0679.070 | 1.700
P=1813 | X=0441.770-0466.810 | Y=0669.750-0679.070 | 1.200
P=1813 | X=0497.230-0522.280 | Y=0669.750-0679.070 | 1.000
P=1813 | X=0108.290-0168.450 | Y=0683.910-0693.230 | tông xi măng:
P=1813 | X=0108.290-0339.370 | Y=0699.550-0710.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1814 | X=0108.290-0321.540 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0169.410 | Y=0090.020-0101.260 | thông ≤500m.
P=1814 | X=0108.290-0322.520 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1814 | X=0108.290-0331.880 | Y=0119.330-0130.570 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép
P=1814 | X=0108.290-0328.040 | Y=0130.850-0142.090 | ngoài đường điện 220KV đầu tiên (tính từ Đường
P=1814 | X=0108.290-0323.720 | Y=0142.370-0153.610 | tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1814 | X=0108.290-0168.450 | Y=0153.650-0164.890 | tông xi măng:
P=1814 | X=0090.500-0107.140 | Y=0164.650-0173.970 | 143
P=1814 | X=0380.780-0405.830 | Y=0164.650-0173.970 | 1.400
P=1814 | X=0449.930-0466.570 | Y=0164.650-0173.970 | 980
P=1814 | X=0505.390-0522.030 | Y=0164.650-0173.970 | 840
P=1814 | X=0108.290-0339.860 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1814 | X=0108.290-0321.540 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0243.140 | Y=0200.230-0211.470 | thông từ >500m đến ≤1.000m.
P=1814 | X=0108.290-0331.460 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1814 | X=0108.290-0322.520 | Y=0235.510-0246.750 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1814 | X=0108.290-0331.880 | Y=0247.030-0258.270 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép
P=1814 | X=0108.290-0328.040 | Y=0258.550-0269.790 | ngoài đường điện 220KV đầu tiên (tính từ Đường
P=1814 | X=0108.290-0323.720 | Y=0270.070-0281.310 | tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1814 | X=0090.500-0168.450 | Y=0281.620-0293.060 | 144 tông xi măng:
P=1814 | X=0380.780-0405.830 | Y=0283.740-0293.060 | 1.100
P=1814 | X=0449.930-0466.570 | Y=0283.740-0293.060 | 770
P=1814 | X=0505.390-0522.030 | Y=0283.740-0293.060 | 660
P=1814 | X=0108.290-0321.540 | Y=0299.140-0310.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0178.270 | Y=0312.540-0321.860 | thông >1.000m.
P=1814 | X=0108.290-0331.930 | Y=0327.940-0339.180 | - Cd bề rộng <3m, cách đường giao thông >200m.
P=1814 | X=0108.290-0341.000 | Y=0345.700-0356.940 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1814 | X=0108.290-0342.930 | Y=0357.220-0368.460 | và thông ra Đường Sở Quýt đoạn từ Đường tỉnh 768
P=1814 | X=0108.290-0335.420 | Y=0368.760-0380.000 | đến Mép ngoài đường điện 220KV đầu tiên (tính từ
P=1814 | X=0108.290-0343.970 | Y=0380.280-0391.520 | Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa,
P=1814 | X=0090.500-0182.370 | Y=0391.800-0403.240 | 145 bê tông xi măng:
P=1814 | X=0380.780-0405.830 | Y=0393.920-0403.240 | 1.500
P=1814 | X=0441.770-0466.820 | Y=0393.920-0403.240 | 1.100
P=1814 | X=0505.390-0522.030 | Y=0393.920-0403.240 | 900
P=1814 | X=0108.290-0339.370 | Y=0409.320-0420.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1814 | X=0108.290-0321.540 | Y=0426.840-0438.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0169.410 | Y=0438.360-0449.600 | thông ≤500m.
P=1814 | X=0108.290-0341.000 | Y=0456.140-0467.380 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1814 | X=0108.290-0342.930 | Y=0467.660-0478.900 | và thông ra Đường Sở Quýt đoạn từ Đường tỉnh 768
P=1814 | X=0108.290-0335.420 | Y=0479.180-0490.420 | đến Mép ngoài đường điện 220KV đầu tiên (tính từ
P=1814 | X=0108.290-0343.960 | Y=0490.460-0501.700 | Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa,
P=1814 | X=0108.290-0182.370 | Y=0501.980-0513.220 | bê tông xi măng:
P=1814 | X=0090.500-0107.140 | Y=0512.980-0522.300 | 146
P=1814 | X=0380.780-0405.830 | Y=0512.980-0522.300 | 1.300
P=1814 | X=0449.930-0466.570 | Y=0512.980-0522.300 | 910
P=1814 | X=0505.390-0522.030 | Y=0512.980-0522.300 | 780
P=1814 | X=0108.290-0339.840 | Y=0519.500-0530.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1814 | X=0108.290-0321.540 | Y=0537.050-0548.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0243.140 | Y=0548.570-0559.810 | thông từ >500m đến ≤1.000m.
P=1814 | X=0108.290-0331.480 | Y=0566.090-0577.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1814 | X=0108.290-0341.000 | Y=0583.850-0595.090 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1814 | X=0108.290-0342.930 | Y=0595.370-0606.610 | và thông ra Đường Sở Quýt đoạn từ Đường tỉnh 768
P=1814 | X=0108.290-0335.420 | Y=0606.890-0618.130 | đến Mép ngoài đường điện 220KV đầu tiên (tính từ
P=1814 | X=0108.290-0343.970 | Y=0618.430-0629.670 | Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa,
P=1814 | X=0090.500-0182.370 | Y=0629.950-0641.390 | 147 bê tông xi măng:
P=1814 | X=0388.940-0405.580 | Y=0632.070-0641.390 | 990
P=1814 | X=0449.930-0466.570 | Y=0632.070-0641.390 | 690
P=1814 | X=0505.390-0522.030 | Y=0632.070-0641.390 | 590
P=1814 | X=0108.290-0321.540 | Y=0647.470-0658.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1814 | X=0108.290-0178.310 | Y=0660.630-0669.950 | thông >1.000m.
P=1814 | X=0108.290-0331.930 | Y=0676.270-0687.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1814 | X=0262.660-0316.280 | Y=0694.030-0705.270 | Đường điện
P=1814 | X=0191.830-0249.270 | Y=0695.910-0705.230 | Giáp ranh xã
P=1814 | X=0090.500-0178.460 | Y=0699.810-0711.050 | 148 Đường tỉnh 767
P=1814 | X=0380.780-0405.830 | Y=0701.700-0711.020 | 5.400
P=1814 | X=0441.770-0466.820 | Y=0701.700-0711.020 | 3.800
P=1814 | X=0497.230-0522.280 | Y=0701.700-0711.020 | 3.200
P=1814 | X=0191.830-0241.260 | Y=0707.460-0716.780 | Trảng Bom
P=1814 | X=0262.660-0335.640 | Y=0707.460-0716.780 | 500KV Phú Mỹ -
P=1815 | X=0262.660-0307.780 | Y=0074.380-0083.700 | Sông Mây
P=1815 | X=0108.290-0322.520 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1815 | X=0108.290-0327.950 | Y=0101.780-0113.020 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom
P=1815 | X=0108.290-0339.810 | Y=0113.300-0124.540 | đến Đường điện 500KV Phú Mỹ - Sông Mây có hiện
P=1815 | X=0108.290-0280.070 | Y=0124.850-0136.090 | trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0107.140 | Y=0132.730-0142.050 | 149
P=1815 | X=0380.780-0405.830 | Y=0132.730-0142.050 | 1.600
P=1815 | X=0441.770-0466.820 | Y=0132.730-0142.050 | 1.100
P=1815 | X=0505.390-0522.030 | Y=0132.730-0142.050 | 960
P=1815 | X=0108.290-0339.380 | Y=0142.370-0153.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1815 | X=0108.290-0321.540 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0169.410 | Y=0171.170-0182.410 | thông ≤500m.
P=1815 | X=0108.290-0322.520 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1815 | X=0108.290-0327.950 | Y=0200.470-0211.710 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom
P=1815 | X=0108.290-0339.810 | Y=0211.990-0223.230 | đến Đường điện 500KV Phú Mỹ - Sông Mây có hiện
P=1815 | X=0108.290-0280.070 | Y=0223.510-0234.750 | trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0339.840 | Y=0240.270-0252.270 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1815 | X=0380.780-0405.830 | Y=0240.270-0249.590 | 1.100
P=1815 | X=0449.930-0466.570 | Y=0240.270-0249.590 | 770
P=1815 | X=0505.390-0522.030 | Y=0240.270-0249.590 | 660
P=1815 | X=0108.290-0321.540 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0243.140 | Y=0270.070-0281.310 | thông từ >500m đến ≤1.000m.
P=1815 | X=0108.290-0331.460 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1815 | X=0108.290-0322.520 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1815 | X=0108.290-0327.950 | Y=0316.900-0328.140 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom
P=1815 | X=0108.290-0339.810 | Y=0328.420-0339.660 | đến Đường điện 500KV Phú Mỹ - Sông Mây có hiện
P=1815 | X=0108.290-0280.070 | Y=0339.700-0350.940 | trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0107.140 | Y=0347.580-0356.900 | 151
P=1815 | X=0388.940-0405.580 | Y=0347.580-0356.900 | 900
P=1815 | X=0449.930-0466.570 | Y=0347.580-0356.900 | 630
P=1815 | X=0505.390-0522.030 | Y=0347.580-0356.900 | 540
P=1815 | X=0108.290-0321.560 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0178.270 | Y=0370.640-0379.960 | thông >1.000m.
P=1815 | X=0108.290-0331.930 | Y=0386.280-0397.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1815 | X=0108.290-0341.000 | Y=0404.040-0415.280 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1815 | X=0108.290-0328.740 | Y=0415.560-0426.800 | và thông ra Đường tỉnh 767 đoạn từ Giáp ranh xã
P=1815 | X=0108.290-0335.250 | Y=0427.080-0438.320 | Trảng Bom đến Đường điện 500KV Phú Mỹ - Sông
P=1815 | X=0108.290-0336.960 | Y=0438.600-0449.840 | Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0107.140 | Y=0446.480-0455.800 | 152
P=1815 | X=0380.780-0405.830 | Y=0446.480-0455.800 | 1.400
P=1815 | X=0449.930-0466.570 | Y=0446.480-0455.800 | 980
P=1815 | X=0505.390-0522.030 | Y=0446.480-0455.800 | 840
P=1815 | X=0108.290-0339.400 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1815 | X=0108.290-0321.560 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0169.410 | Y=0485.180-0496.420 | thông ≤500m.
P=1815 | X=0108.290-0341.000 | Y=0502.940-0514.180 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1815 | X=0108.290-0328.740 | Y=0514.220-0525.460 | và thông ra Đường tỉnh 767 đoạn từ Giáp ranh xã
P=1815 | X=0108.290-0335.250 | Y=0525.740-0536.980 | Trảng Bom đến Đường điện 500KV Phú Mỹ - Sông
P=1815 | X=0108.290-0336.960 | Y=0537.290-0548.530 | Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0339.880 | Y=0554.050-0566.050 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1815 | X=0380.780-0405.830 | Y=0554.050-0563.370 | 1.000
P=1815 | X=0449.930-0466.570 | Y=0554.050-0563.370 | 700
P=1815 | X=0505.390-0522.030 | Y=0554.050-0563.370 | 600
P=1815 | X=0108.290-0321.540 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0243.110 | Y=0583.850-0595.090 | thông từ >500m đến ≤1.000m.
P=1815 | X=0108.290-0331.460 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1815 | X=0108.290-0341.000 | Y=0619.150-0630.390 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1815 | X=0108.290-0328.740 | Y=0630.670-0641.910 | và thông ra Đường tỉnh 767 đoạn từ Giáp ranh xã
P=1815 | X=0108.290-0335.250 | Y=0642.190-0653.430 | Trảng Bom đến Đường điện 500KV Phú Mỹ - Sông
P=1815 | X=0108.290-0336.960 | Y=0653.710-0664.950 | Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1815 | X=0090.500-0107.140 | Y=0661.590-0670.910 | 154
P=1815 | X=0388.940-0405.580 | Y=0661.590-0670.910 | 810
P=1815 | X=0449.930-0466.570 | Y=0661.590-0670.910 | 570
P=1815 | X=0505.390-0522.030 | Y=0661.590-0670.910 | 490
P=1815 | X=0108.290-0321.560 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1815 | X=0108.290-0178.270 | Y=0684.390-0693.710 | thông >1.000m.
P=1815 | X=0108.290-0331.930 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1816 | X=0191.830-0245.460 | Y=0078.500-0089.740 | Đường điện
P=1816 | X=0090.500-0178.460 | Y=0090.020-0101.260 | 155 Đường tỉnh 767
P=1816 | X=0191.830-0338.340 | Y=0090.020-0101.260 | 500KV Phú Mỹ- Cầu suối Đá Bàn
P=1816 | X=0380.780-0405.830 | Y=0091.900-0101.220 | 6.500
P=1816 | X=0441.770-0466.820 | Y=0091.900-0101.220 | 4.600
P=1816 | X=0497.230-0522.280 | Y=0091.900-0101.220 | 3.900
P=1816 | X=0191.830-0236.950 | Y=0103.420-0112.740 | Sông Mây
P=1816 | X=0108.290-0322.520 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1816 | X=0108.290-0341.400 | Y=0130.850-0142.090 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ
