TABLE=006 | AREA=Phường Hố Nai | SECTION=non-agricultural | SEGMENTS=1
P=0220 | X=0424.970-0450.020 | Y=0191.050-0200.370 | 4.300
P=0220 | X=0461.210-0486.260 | Y=0191.050-0200.370 | 3.000
P=0220 | X=0497.230-0522.280 | Y=0191.050-0200.370 | 2.600
P=0220 | X=0106.850-0337.930 | Y=0206.470-0217.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0220 | X=0106.850-0384.020 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0220 | X=0106.850-0411.740 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến chống ùn tắc
P=0220 | X=0106.850-0412.250 | Y=0253.270-0264.510 | giao thông (đường vào Công ty thức ăn gia súc Thanh Bình) đoạn từ
P=0220 | X=0106.850-0398.600 | Y=0264.790-0276.030 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0220 | X=0106.850-0134.850 | Y=0276.310-0287.550 | măng:
P=0220 | X=0090.020-0338.400 | Y=0292.860-0305.100 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0220 | X=0424.970-0450.020 | Y=0292.860-0302.180 | 3.300
P=0220 | X=0461.210-0486.260 | Y=0292.860-0302.180 | 2.300
P=0220 | X=0497.230-0522.280 | Y=0292.860-0302.180 | 2.000
P=0220 | X=0106.850-0413.270 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0220 | X=0106.850-0148.530 | Y=0322.900-0334.140 | ≤1.000m.
P=0220 | X=0106.850-0330.020 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0220 | X=0106.850-0411.740 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến chống ùn tắc
P=0220 | X=0106.850-0412.250 | Y=0369.480-0380.720 | giao thông (đường vào Công ty thức ăn gia súc Thanh Bình) đoạn từ
P=0220 | X=0106.850-0398.600 | Y=0381.000-0392.240 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0220 | X=0090.020-0134.850 | Y=0392.520-0403.960 | 102 măng:
P=0220 | X=0424.970-0450.020 | Y=0394.640-0403.960 | 2.200
P=0220 | X=0461.210-0486.260 | Y=0394.640-0403.960 | 1.500
P=0220 | X=0497.230-0522.280 | Y=0394.640-0403.960 | 1.300
P=0220 | X=0106.850-0392.640 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0220 | X=0106.850-0330.490 | Y=0427.560-0438.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0220 | X=0106.850-0392.110 | Y=0445.320-0456.560 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0220 | X=0106.850-0407.380 | Y=0456.860-0468.100 | Tuyến chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc
P=0220 | X=0106.850-0386.130 | Y=0468.380-0479.620 | Thanh Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0220 | X=0090.020-0242.600 | Y=0479.900-0491.340 | 103 đường nhựa, bê tông xi măng:
P=0220 | X=0424.970-0450.020 | Y=0482.020-0491.340 | 3.900
P=0220 | X=0461.210-0486.260 | Y=0482.020-0491.340 | 2.700
P=0220 | X=0497.230-0522.280 | Y=0482.020-0491.340 | 2.300
P=0220 | X=0106.850-0337.930 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0220 | X=0106.850-0384.020 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0220 | X=0106.850-0392.110 | Y=0532.490-0543.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0220 | X=0106.850-0407.380 | Y=0544.010-0555.250 | Tuyến chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc
P=0220 | X=0106.850-0386.130 | Y=0555.530-0566.770 | Thanh Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0220 | X=0106.850-0242.600 | Y=0567.050-0578.290 | đường nhựa, bê tông xi măng:
P=0220 | X=0090.020-0338.400 | Y=0583.810-0595.810 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0220 | X=0424.970-0450.020 | Y=0583.810-0593.130 | 3.000
P=0220 | X=0461.210-0486.260 | Y=0583.810-0593.130 | 2.100
P=0220 | X=0497.230-0522.280 | Y=0583.810-0593.130 | 1.800
P=0220 | X=0106.850-0413.270 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0220 | X=0106.850-0148.530 | Y=0613.610-0624.850 | ≤1.000m.
P=0220 | X=0106.850-0330.020 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0220 | X=0106.850-0392.110 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0220 | X=0106.850-0407.380 | Y=0660.430-0671.670 | Tuyến chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc
P=0220 | X=0090.020-0386.130 | Y=0671.950-0686.030 | 105 Thanh Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0220 | X=0424.970-0450.020 | Y=0676.710-0686.030 | 2.000
P=0220 | X=0461.210-0486.260 | Y=0676.710-0686.030 | 1.400
P=0220 | X=0497.230-0522.280 | Y=0676.710-0686.030 | 1.200
P=0220 | X=0106.850-0242.600 | Y=0683.470-0694.710 | đường nhựa, bê tông xi măng:
P=0220 | X=0106.850-0392.640 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0221 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0221 | X=0090.020-0190.430 | Y=0096.260-0107.500 | 106 Đường Thái Hòa 4
P=0221 | X=0322.200-0369.900 | Y=0096.260-0107.500 | Đường sắt
P=0221 | X=0235.540-0278.580 | Y=0098.140-0107.460 | Quốc lộ 1
P=0221 | X=0424.970-0450.020 | Y=0098.140-0107.460 | 9.300
P=0221 | X=0461.210-0486.260 | Y=0098.140-0107.460 | 6.500
P=0221 | X=0497.230-0522.270 | Y=0098.140-0107.460 | 5.600
P=0221 | X=0106.850-0406.980 | Y=0114.050-0125.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 4
P=0221 | X=0106.850-0403.660 | Y=0125.570-0136.810 | đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê
P=0221 | X=0106.850-0167.010 | Y=0137.090-0148.330 | tông xi măng:
P=0221 | X=0090.020-0106.660 | Y=0144.970-0154.290 | 107
P=0221 | X=0424.970-0450.020 | Y=0144.970-0154.290 | 5.600
P=0221 | X=0461.210-0486.260 | Y=0144.970-0154.290 | 3.900
P=0221 | X=0497.230-0522.280 | Y=0144.970-0154.290 | 3.400
P=0221 | X=0106.850-0337.930 | Y=0154.610-0165.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0221 | X=0106.850-0384.020 | Y=0172.130-0183.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0221 | X=0106.850-0406.980 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 4
P=0221 | X=0106.850-0403.660 | Y=0201.190-0212.430 | đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê
P=0221 | X=0106.850-0167.010 | Y=0212.710-0223.950 | tông xi măng:
P=0221 | X=0090.020-0338.400 | Y=0230.230-0244.550 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0221 | X=0424.970-0450.020 | Y=0235.230-0244.550 | 5.000
P=0221 | X=0461.210-0486.260 | Y=0235.230-0244.550 | 3.500
P=0221 | X=0497.230-0522.280 | Y=0235.230-0244.550 | 3.000
P=0221 | X=0106.850-0413.270 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0221 | X=0106.850-0148.530 | Y=0259.270-0270.510 | ≤1.000m.
P=0221 | X=0106.850-0330.020 | Y=0276.790-0288.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0221 | X=0106.850-0406.980 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 4
P=0221 | X=0106.850-0403.660 | Y=0306.100-0317.340 | đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê
P=0221 | X=0106.850-0167.010 | Y=0317.620-0328.860 | tông xi măng:
P=0221 | X=0090.020-0106.660 | Y=0325.500-0334.820 | 109
P=0221 | X=0424.970-0450.020 | Y=0325.500-0334.820 | 4.500
P=0221 | X=0461.210-0486.260 | Y=0325.500-0334.820 | 3.200
P=0221 | X=0497.230-0522.280 | Y=0325.500-0334.820 | 2.700
P=0221 | X=0106.850-0392.640 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0221 | X=0106.850-0330.490 | Y=0352.660-0363.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0221 | X=0106.850-0392.110 | Y=0370.440-0381.680 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0221 | X=0106.850-0414.460 | Y=0381.720-0392.960 | Đường Thái Hòa 4 đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0221 | X=0106.850-0242.600 | Y=0393.240-0404.480 | đường nhựa, bê tông xi măng:
P=0221 | X=0090.020-0106.660 | Y=0401.120-0410.440 | 110
P=0221 | X=0424.970-0450.020 | Y=0401.120-0410.440 | 5.000
P=0221 | X=0461.210-0486.260 | Y=0401.120-0410.440 | 3.500
P=0221 | X=0497.230-0522.280 | Y=0401.120-0410.440 | 3.000
P=0221 | X=0106.850-0337.930 | Y=0410.760-0422.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0221 | X=0106.850-0384.020 | Y=0428.280-0439.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0221 | X=0106.850-0392.110 | Y=0446.040-0457.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0221 | X=0106.850-0414.460 | Y=0457.580-0468.820 | Đường Thái Hòa 4 đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0221 | X=0106.850-0242.600 | Y=0469.100-0480.340 | đường nhựa, bê tông xi măng:
P=0221 | X=0090.020-0338.400 | Y=0486.620-0500.700 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0221 | X=0424.970-0450.020 | Y=0491.380-0500.700 | 4.500
P=0221 | X=0461.210-0486.260 | Y=0491.380-0500.700 | 3.200
P=0221 | X=0497.230-0522.280 | Y=0491.380-0500.700 | 2.700
P=0221 | X=0106.850-0413.270 | Y=0504.140-0515.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0221 | X=0106.850-0148.530 | Y=0515.660-0526.900 | ≤1.000m.
P=0221 | X=0106.850-0330.020 | Y=0533.210-0544.450 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0221 | X=0106.850-0392.110 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0221 | X=0106.850-0414.460 | Y=0562.250-0573.490 | Đường Thái Hòa 4 đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=0221 | X=0106.850-0242.600 | Y=0573.770-0585.010 | đường nhựa, bê tông xi măng:
P=0221 | X=0090.020-0106.660 | Y=0581.650-0590.970 | 112
P=0221 | X=0424.970-0450.010 | Y=0581.650-0590.970 | 4.100
P=0221 | X=0461.210-0486.260 | Y=0581.650-0590.970 | 2.900
P=0221 | X=0497.230-0522.280 | Y=0581.650-0590.970 | 2.500
P=0221 | X=0106.850-0392.640 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0221 | X=0106.850-0330.490 | Y=0608.810-0620.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0221 | X=0235.540-0309.530 | Y=0626.590-0637.830 | Công ty Phương
P=0221 | X=0322.200-0409.430 | Y=0626.590-0637.830 | Đường vào Trường
P=0221 | X=0090.020-0224.950 | Y=0632.350-0643.590 | 113 Đường Đông Hải - Lộ Đức
P=0221 | X=0424.970-0450.020 | Y=0634.230-0643.550 | 7.500
P=0221 | X=0461.210-0486.260 | Y=0634.230-0643.550 | 5.300
P=0221 | X=0497.230-0522.280 | Y=0634.230-0643.550 | 4.500
P=0221 | X=0322.200-0416.320 | Y=0638.110-0649.350 | THCS Lê Đình Chinh
P=0221 | X=0235.540-0255.780 | Y=0639.990-0649.310 | Sinh
P=0221 | X=0106.850-0405.980 | Y=0655.870-0667.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0221 | X=0106.850-0416.050 | Y=0667.390-0678.630 | Lộ Đức đoạn từ Công ty Phương Sinh đến Đường vào Trường THCS
P=0221 | X=0090.020-0380.440 | Y=0677.910-0690.150 | 114 Lê Đình Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0221 | X=0424.970-0450.020 | Y=0677.910-0687.230 | 3.700
P=0221 | X=0461.210-0486.260 | Y=0677.910-0687.230 | 2.600
P=0221 | X=0497.230-0522.280 | Y=0677.910-0687.230 | 2.200
P=0221 | X=0106.850-0337.930 | Y=0696.430-0707.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0222 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0222 | X=0106.850-0405.980 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0222 | X=0106.850-0416.050 | Y=0107.780-0119.020 | Lộ Đức đoạn từ Công ty Phương Sinh đến Đường vào Trường THCS
P=0222 | X=0106.850-0380.440 | Y=0119.330-0130.570 | Lê Đình Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0338.400 | Y=0136.850-0150.930 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0222 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 2.300
P=0222 | X=0461.210-0486.260 | Y=0141.610-0150.930 | 1.600
P=0222 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 1.400
P=0222 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0222 | X=0106.850-0148.530 | Y=0165.650-0176.890 | ≤1.000m.
P=0222 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0222 | X=0106.850-0405.980 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0222 | X=0106.850-0416.050 | Y=0212.470-0223.710 | Lộ Đức đoạn từ Công ty Phương Sinh đến Đường vào Trường THCS
P=0222 | X=0106.850-0380.440 | Y=0223.990-0235.230 | Lê Đình Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 116
P=0222 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 1.600
P=0222 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 1.100
P=0222 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 960
P=0222 | X=0106.850-0392.640 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0222 | X=0106.850-0330.490 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0222 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0222 | X=0106.850-0415.430 | Y=0288.340-0299.580 | Đường Đông Hải - Lộ Đức đoạn từ Công ty Phương Sinh đến Đường
P=0222 | X=0106.850-0403.180 | Y=0299.860-0311.100 | vào Trường THCS Lê Đình Chinh có hiện trạng là đường nhựa, bê
P=0222 | X=0090.020-0167.010 | Y=0311.380-0322.820 | 117 tông xi măng:
P=0222 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 3.300
P=0222 | X=0461.210-0486.260 | Y=0313.500-0322.820 | 2.300
P=0222 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 2.000
P=0222 | X=0106.850-0337.930 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0222 | X=0106.850-0384.020 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0222 | X=0106.850-0392.110 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0222 | X=0106.850-0415.430 | Y=0375.480-0386.720 | Đường Đông Hải - Lộ Đức đoạn từ Công ty Phương Sinh đến Đường
P=0222 | X=0106.850-0403.180 | Y=0387.000-0398.240 | vào Trường THCS Lê Đình Chinh có hiện trạng là đường nhựa, bê
P=0222 | X=0106.850-0167.010 | Y=0398.520-0409.760 | tông xi măng:
P=0222 | X=0090.020-0338.400 | Y=0415.280-0427.280 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0222 | X=0424.970-0450.020 | Y=0415.280-0424.600 | 2.100
P=0222 | X=0461.210-0486.260 | Y=0415.280-0424.600 | 1.500
P=0222 | X=0497.230-0522.280 | Y=0415.280-0424.600 | 1.300
P=0222 | X=0106.850-0413.270 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0222 | X=0106.850-0148.530 | Y=0445.080-0456.320 | ≤1.000m.
P=0222 | X=0106.850-0330.020 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0222 | X=0106.850-0392.110 | Y=0480.380-0491.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0222 | X=0106.850-0415.430 | Y=0491.900-0503.140 | Đường Đông Hải - Lộ Đức đoạn từ Công ty Phương Sinh đến Đường
P=0222 | X=0106.850-0403.180 | Y=0503.420-0514.660 | vào Trường THCS Lê Đình Chinh có hiện trạng là đường nhựa, bê
P=0222 | X=0090.020-0167.000 | Y=0514.940-0526.380 | 119 tông xi măng:
P=0222 | X=0424.970-0450.020 | Y=0517.060-0526.380 | 1.400
P=0222 | X=0469.370-0486.010 | Y=0517.060-0526.380 | 980
P=0222 | X=0505.390-0522.030 | Y=0517.060-0526.380 | 840
P=0222 | X=0106.850-0392.640 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0222 | X=0106.850-0330.490 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0222 | X=0235.540-0286.270 | Y=0567.530-0578.770 | Đường vào
P=0222 | X=0090.020-0224.950 | Y=0579.050-0590.290 | 120 Đường Đông Hải - Lộ Đức
P=0222 | X=0235.540-0390.700 | Y=0579.050-0590.290 | Trường THCS Lê Nhà thờ Lai Ổn
P=0222 | X=0424.970-0450.020 | Y=0580.930-0590.250 | 6.500
P=0222 | X=0461.210-0486.260 | Y=0580.930-0590.250 | 4.600
P=0222 | X=0497.230-0522.280 | Y=0580.930-0590.250 | 3.900
P=0222 | X=0235.540-0285.770 | Y=0590.570-0601.810 | Đình Chinh
P=0222 | X=0106.850-0405.980 | Y=0608.330-0619.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0222 | X=0106.850-0404.150 | Y=0619.870-0631.110 | Lộ Đức đoạn từ Đường vào Trường THCS Lê Đình Chinh đến Nhà
P=0222 | X=0106.850-0363.380 | Y=0631.390-0642.630 | thờ Lai Ổn có hiện trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0106.660 | Y=0639.270-0648.590 | 121
P=0222 | X=0424.970-0450.020 | Y=0639.270-0648.590 | 2.900
P=0222 | X=0461.210-0486.260 | Y=0639.270-0648.590 | 2.000
P=0222 | X=0497.230-0522.280 | Y=0639.270-0648.590 | 1.700
P=0222 | X=0106.850-0337.930 | Y=0648.910-0660.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0222 | X=0106.850-0384.050 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0222 | X=0106.850-0405.980 | Y=0684.190-0695.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0222 | X=0090.020-0404.150 | Y=0695.710-0706.950 | 122 Lộ Đức đoạn từ Đường vào Trường THCS Lê Đình Chinh đến Nhà
P=0222 | X=0424.970-0450.020 | Y=0697.590-0706.910 | 2.000
P=0222 | X=0461.210-0486.260 | Y=0697.590-0706.910 | 1.400
P=0222 | X=0497.230-0522.280 | Y=0697.590-0706.910 | 1.200
P=0222 | X=0106.850-0363.380 | Y=0707.250-0718.490 | thờ Lai Ổn có hiện trạng là đường nhựa, bê tông xi măng:
P=0223 | X=0106.850-0338.430 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0223 | X=0106.850-0413.270 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0223 | X=0106.850-0148.530 | Y=0107.540-0118.780 | ≤1.000m.
P=0223 | X=0106.850-0330.020 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0223 | X=0106.850-0405.980 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Hải -
P=0223 | X=0106.850-0404.150 | Y=0154.370-0165.610 | Lộ Đức đoạn từ Đường vào Trường THCS Lê Đình Chinh đến Nhà
