TABLE=020 | AREA=Phường Bảo Vinh | SECTION=non-agricultural | SEGMENTS=1
P=0717 | X=0094.100-0110.740 | Y=0104.380-0113.700 | 141
P=0717 | X=0400.460-0425.510 | Y=0104.380-0113.700 | 1.800
P=0717 | X=0437.210-0462.260 | Y=0104.380-0113.700 | 1.300
P=0717 | X=0497.230-0522.280 | Y=0104.380-0113.700 | 1.100
P=0717 | X=0115.730-0158.930 | Y=0110.140-0119.460 | Xuân Bắc
P=0717 | X=0208.390-0240.900 | Y=0110.140-0119.460 | Thọ An
P=0717 | X=0301.320-0318.600 | Y=0110.140-0119.460 | Bắc
P=0717 | X=0115.730-0364.050 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0717 | X=0115.730-0374.870 | Y=0137.810-0149.050 | Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An
P=0717 | X=0115.730-0385.420 | Y=0149.330-0160.570 | đến Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê
P=0717 | X=0094.100-0175.890 | Y=0160.850-0172.290 | 142 tông xi măng:
P=0717 | X=0408.620-0425.260 | Y=0162.970-0172.290 | 860
P=0717 | X=0445.370-0462.010 | Y=0162.970-0172.290 | 600
P=0717 | X=0505.390-0522.030 | Y=0162.970-0172.290 | 520
P=0717 | X=0115.730-0346.810 | Y=0178.370-0189.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0717 | X=0115.730-0392.940 | Y=0195.650-0206.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0717 | X=0115.730-0364.050 | Y=0213.670-0224.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0717 | X=0115.730-0374.870 | Y=0225.190-0236.430 | Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An
P=0717 | X=0115.730-0385.420 | Y=0236.710-0247.950 | đến Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê
P=0717 | X=0115.730-0175.890 | Y=0248.230-0259.470 | tông xi măng:
P=0717 | X=0094.100-0347.280 | Y=0264.990-0276.990 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0717 | X=0408.620-0425.260 | Y=0264.990-0274.310 | 710
P=0717 | X=0445.370-0462.010 | Y=0264.990-0274.310 | 500
P=0717 | X=0505.390-0522.030 | Y=0264.990-0274.310 | 430
P=0717 | X=0115.730-0369.040 | Y=0283.300-0294.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0717 | X=0115.730-0210.700 | Y=0294.820-0306.060 | >500m đến ≤1.000m.
P=0717 | X=0115.730-0338.900 | Y=0312.340-0323.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0717 | X=0115.730-0364.050 | Y=0330.340-0341.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0717 | X=0115.730-0374.870 | Y=0341.860-0353.100 | Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An
P=0717 | X=0115.730-0385.420 | Y=0353.380-0364.620 | đến Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê
P=0717 | X=0115.730-0175.890 | Y=0364.900-0376.140 | tông xi măng:
P=0717 | X=0094.100-0110.740 | Y=0372.800-0382.120 | 144
P=0717 | X=0408.620-0425.260 | Y=0372.800-0382.120 | 480
P=0717 | X=0445.370-0462.010 | Y=0372.800-0382.120 | 340
P=0717 | X=0505.390-0522.030 | Y=0372.800-0382.120 | 290
P=0717 | X=0115.730-0356.840 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0717 | X=0115.730-0157.870 | Y=0395.600-0404.920 | >1.000m.
P=0717 | X=0115.730-0339.370 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0717 | X=0115.730-0389.240 | Y=0429.240-0440.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0717 | X=0115.730-0386.060 | Y=0440.760-0452.000 | ra Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre -
P=0717 | X=0115.730-0377.740 | Y=0452.300-0463.540 | Thọ An đến Giáp ranh xã Xuân Bắc có hiện trạng là đường
P=0717 | X=0094.100-0218.840 | Y=0463.820-0475.260 | 145 nhựa, bê tông xi măng:
P=0717 | X=0408.620-0425.260 | Y=0465.940-0475.260 | 770
P=0717 | X=0445.370-0462.010 | Y=0465.940-0475.260 | 540
P=0717 | X=0505.390-0522.030 | Y=0465.940-0475.260 | 460
P=0717 | X=0115.730-0346.810 | Y=0481.340-0492.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0717 | X=0115.730-0392.920 | Y=0498.860-0510.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0717 | X=0115.730-0389.240 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0717 | X=0115.730-0386.060 | Y=0528.380-0539.620 | ra Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre -
P=0717 | X=0115.730-0377.740 | Y=0539.930-0551.170 | Thọ An đến Giáp ranh xã Xuân Bắc có hiện trạng là đường
P=0717 | X=0115.730-0218.840 | Y=0551.450-0562.690 | nhựa, bê tông xi măng:
P=0717 | X=0094.100-0347.280 | Y=0567.970-0580.210 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0717 | X=0408.620-0425.260 | Y=0567.970-0577.290 | 640
P=0717 | X=0445.370-0462.010 | Y=0567.970-0577.290 | 450
P=0717 | X=0505.390-0522.030 | Y=0567.970-0577.290 | 380
P=0717 | X=0115.730-0369.040 | Y=0586.250-0597.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0717 | X=0115.730-0210.700 | Y=0597.770-0609.010 | >500m đến ≤1.000m.
P=0717 | X=0115.730-0338.900 | Y=0615.290-0626.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0717 | X=0115.730-0389.240 | Y=0633.310-0644.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0717 | X=0115.730-0386.060 | Y=0644.830-0656.070 | ra Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre -
P=0717 | X=0115.730-0377.740 | Y=0656.350-0667.590 | Thọ An đến Giáp ranh xã Xuân Bắc có hiện trạng là đường
P=0717 | X=0094.100-0218.840 | Y=0667.110-0679.110 | 147 nhựa, bê tông xi măng:
P=0717 | X=0408.620-0425.260 | Y=0667.110-0676.430 | 430
P=0717 | X=0445.370-0462.010 | Y=0667.110-0676.430 | 300
P=0717 | X=0505.390-0522.030 | Y=0667.110-0676.430 | 260
P=0717 | X=0115.730-0356.840 | Y=0685.390-0696.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0717 | X=0115.730-0157.870 | Y=0698.790-0708.110 | >1.000m.
P=0718 | X=0115.730-0342.050 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0718 | X=0115.730-0203.590 | Y=0096.740-0107.980 | Đường Ruộng Tre -
P=0718 | X=0208.390-0287.200 | Y=0102.500-0113.740 | Đường Hàm Nghi
P=0718 | X=0094.100-0110.740 | Y=0104.380-0113.700 | 148
P=0718 | X=0301.320-0383.660 | Y=0104.380-0113.700 | Ranh xã Xuân Lộc
P=0718 | X=0400.460-0425.510 | Y=0104.380-0113.700 | 1.800
P=0718 | X=0437.210-0462.260 | Y=0104.380-0113.700 | 1.300
P=0718 | X=0497.230-0522.280 | Y=0104.380-0113.700 | 1.100
P=0718 | X=0115.730-0148.210 | Y=0110.140-0119.460 | Thọ An
P=0718 | X=0115.730-0364.050 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0718 | X=0115.730-0382.760 | Y=0137.810-0149.050 | Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0718 | X=0115.730-0367.450 | Y=0149.330-0160.570 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0094.100-0110.740 | Y=0157.210-0166.530 | 149
P=0718 | X=0408.620-0425.260 | Y=0157.210-0166.530 | 860
P=0718 | X=0445.370-0462.010 | Y=0157.210-0166.530 | 600
P=0718 | X=0505.390-0522.030 | Y=0157.210-0166.530 | 520
P=0718 | X=0115.730-0346.850 | Y=0166.850-0178.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0718 | X=0115.730-0392.930 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0718 | X=0115.730-0364.050 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0718 | X=0115.730-0382.760 | Y=0213.670-0224.910 | Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0718 | X=0115.730-0367.450 | Y=0225.190-0236.430 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0094.100-0347.280 | Y=0242.710-0257.030 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0718 | X=0408.620-0425.260 | Y=0247.710-0257.030 | 600
P=0718 | X=0445.370-0462.010 | Y=0247.710-0257.030 | 420
P=0718 | X=0505.390-0522.030 | Y=0247.710-0257.030 | 360
P=0718 | X=0115.730-0369.040 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0718 | X=0115.730-0210.700 | Y=0271.750-0282.990 | >500m đến ≤1.000m.
P=0718 | X=0115.730-0338.900 | Y=0289.300-0300.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0718 | X=0115.730-0364.050 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0718 | X=0115.730-0382.760 | Y=0318.820-0330.060 | Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0718 | X=0115.730-0367.450 | Y=0330.340-0341.580 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0094.100-0110.740 | Y=0343.980-0353.300 | 151
P=0718 | X=0408.620-0425.260 | Y=0343.980-0353.300 | 480
P=0718 | X=0445.370-0462.010 | Y=0343.980-0353.300 | 340
P=0718 | X=0505.390-0522.030 | Y=0343.980-0353.300 | 290
P=0718 | X=0115.730-0356.840 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0718 | X=0115.730-0157.870 | Y=0361.260-0370.580 | >1.000m.
P=0718 | X=0115.730-0339.370 | Y=0376.920-0388.160 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0718 | X=0115.730-0389.240 | Y=0394.920-0406.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0718 | X=0115.730-0388.790 | Y=0406.200-0417.440 | ra Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến
P=0718 | X=0115.730-0376.990 | Y=0417.720-0428.960 | Ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0718 | X=0094.100-0143.730 | Y=0429.240-0440.680 | 152 măng:
P=0718 | X=0408.620-0425.260 | Y=0431.360-0440.680 | 770
P=0718 | X=0445.370-0462.010 | Y=0431.360-0440.680 | 540
P=0718 | X=0505.390-0522.030 | Y=0431.360-0440.680 | 460
P=0718 | X=0115.730-0346.810 | Y=0446.760-0458.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0718 | X=0115.730-0392.920 | Y=0464.300-0475.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0718 | X=0115.730-0389.240 | Y=0482.300-0493.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0718 | X=0115.730-0388.790 | Y=0493.820-0505.060 | ra Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến
P=0718 | X=0115.730-0376.990 | Y=0505.340-0516.580 | Ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0718 | X=0115.730-0143.730 | Y=0516.860-0528.100 | măng:
P=0718 | X=0094.100-0347.280 | Y=0533.380-0545.650 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0718 | X=0408.620-0425.260 | Y=0533.380-0542.700 | 540
P=0718 | X=0445.370-0462.010 | Y=0533.380-0542.700 | 380
P=0718 | X=0505.390-0522.030 | Y=0533.380-0542.700 | 320
P=0718 | X=0115.730-0369.040 | Y=0551.930-0563.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0718 | X=0115.730-0210.700 | Y=0563.450-0574.690 | >500m đến ≤1.000m.
P=0718 | X=0115.730-0338.900 | Y=0580.970-0592.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0718 | X=0115.730-0389.240 | Y=0598.970-0610.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0718 | X=0115.730-0388.790 | Y=0610.250-0621.490 | ra Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến
P=0718 | X=0115.730-0376.990 | Y=0621.790-0633.030 | Ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0718 | X=0115.730-0143.730 | Y=0633.310-0644.550 | măng:
P=0718 | X=0094.100-0110.740 | Y=0641.190-0650.510 | 154
P=0718 | X=0408.620-0425.260 | Y=0641.190-0650.510 | 430
P=0718 | X=0445.370-0462.010 | Y=0641.190-0650.510 | 300
P=0718 | X=0505.390-0522.030 | Y=0641.190-0650.510 | 260
P=0718 | X=0115.730-0356.840 | Y=0650.830-0662.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0718 | X=0115.730-0157.870 | Y=0664.230-0673.550 | >1.000m.
P=0718 | X=0115.730-0342.050 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0718 | X=0094.100-0287.200 | Y=0697.870-0709.110 | 155 Đường Bảo Quang - Đường Hàm Nghi
P=0718 | X=0301.320-0384.860 | Y=0699.750-0709.070 | Ranh xã Xuân Bắc
P=0718 | X=0400.460-0425.510 | Y=0699.750-0709.070 | 1.800
P=0718 | X=0437.210-0462.260 | Y=0699.750-0709.070 | 1.300
P=0718 | X=0497.230-0522.280 | Y=0699.750-0709.070 | 1.100
P=0719 | X=0115.730-0158.930 | Y=0074.620-0083.940 | Xuân Bắc
P=0719 | X=0115.730-0384.710 | Y=0090.740-0101.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0719 | X=0115.730-0376.760 | Y=0102.260-0113.500 | Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0719 | X=0115.730-0368.640 | Y=0113.780-0125.020 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0094.100-0110.740 | Y=0121.690-0131.010 | 156
P=0719 | X=0408.620-0425.260 | Y=0121.690-0131.010 | 860
P=0719 | X=0445.370-0462.010 | Y=0121.690-0131.010 | 600
P=0719 | X=0505.390-0522.030 | Y=0121.690-0131.010 | 520
P=0719 | X=0115.730-0346.810 | Y=0131.330-0142.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0719 | X=0115.730-0392.920 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0719 | X=0115.730-0390.940 | Y=0166.850-0178.090 | - Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0719 | X=0115.730-0376.760 | Y=0178.370-0189.610 | Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0719 | X=0115.730-0368.640 | Y=0189.650-0200.890 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0094.100-0347.280 | Y=0207.190-0221.510 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0719 | X=0408.620-0425.260 | Y=0212.190-0221.510 | 710
P=0719 | X=0445.370-0462.010 | Y=0212.190-0221.510 | 500
P=0719 | X=0505.390-0522.030 | Y=0212.190-0221.510 | 430
P=0719 | X=0115.730-0369.040 | Y=0224.710-0235.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0719 | X=0115.730-0210.700 | Y=0236.230-0247.470 | >500m đến ≤1.000m.
P=0719 | X=0115.730-0338.900 | Y=0253.750-0264.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0719 | X=0115.730-0384.710 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0719 | X=0115.730-0376.760 | Y=0283.300-0294.540 | Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0719 | X=0115.730-0368.680 | Y=0294.820-0306.060 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0094.100-0110.740 | Y=0308.460-0317.780 | 158
P=0719 | X=0408.620-0425.260 | Y=0308.460-0317.780 | 480
P=0719 | X=0445.370-0462.010 | Y=0308.460-0317.780 | 340
P=0719 | X=0505.390-0522.030 | Y=0308.460-0317.780 | 290
P=0719 | X=0115.730-0356.840 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0719 | X=0115.730-0157.870 | Y=0325.740-0335.060 | >1.000m.
P=0719 | X=0115.730-0339.370 | Y=0341.380-0352.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0719 | X=0115.730-0389.240 | Y=0359.380-0370.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0719 | X=0115.730-0383.470 | Y=0370.920-0382.160 | ra Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi
P=0719 | X=0115.730-0387.800 | Y=0382.200-0393.440 | đến Ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông
P=0719 | X=0094.100-0153.560 | Y=0393.720-0405.160 | 159 xi măng:
P=0719 | X=0408.620-0425.260 | Y=0395.840-0405.160 | 770
P=0719 | X=0445.370-0462.010 | Y=0395.840-0405.160 | 540
P=0719 | X=0505.390-0522.030 | Y=0395.840-0405.160 | 460
P=0719 | X=0115.730-0346.810 | Y=0411.240-0422.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0719 | X=0115.730-0392.920 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0719 | X=0115.730-0389.240 | Y=0446.760-0458.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0719 | X=0115.730-0383.470 | Y=0458.300-0469.540 | ra Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi
P=0719 | X=0115.730-0387.800 | Y=0469.820-0481.060 | đến Ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông
P=0719 | X=0115.730-0153.560 | Y=0481.340-0492.580 | xi măng:
P=0719 | X=0094.100-0347.280 | Y=0497.860-0510.100 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0719 | X=0408.620-0425.260 | Y=0497.860-0507.180 | 640
P=0719 | X=0445.370-0462.010 | Y=0497.860-0507.180 | 450
P=0719 | X=0505.390-0522.030 | Y=0497.860-0507.180 | 380
P=0719 | X=0115.730-0369.040 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0719 | X=0115.730-0210.700 | Y=0527.900-0539.140 | >500m đến ≤1.000m.
P=0719 | X=0115.730-0338.900 | Y=0545.450-0556.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0719 | X=0115.730-0389.240 | Y=0563.450-0574.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0719 | X=0115.730-0383.470 | Y=0574.970-0586.210 | ra Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi
P=0719 | X=0115.730-0387.800 | Y=0586.250-0597.490 | đến Ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông
P=0719 | X=0115.730-0153.560 | Y=0597.770-0609.010 | xi măng:
P=0719 | X=0094.100-0110.740 | Y=0605.650-0614.970 | 161
P=0719 | X=0408.620-0425.260 | Y=0605.650-0614.970 | 430
P=0719 | X=0445.370-0462.010 | Y=0605.650-0614.970 | 300
P=0719 | X=0505.390-0522.030 | Y=0605.650-0614.970 | 260
P=0719 | X=0115.730-0356.840 | Y=0615.290-0626.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0719 | X=0115.730-0157.870 | Y=0628.710-0638.030 | >1.000m.
P=0719 | X=0115.730-0342.050 | Y=0644.350-0655.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0719 | X=0208.390-0272.340 | Y=0662.350-0673.590 | Đường Hồ Thị
P=0719 | X=0301.320-0390.440 | Y=0664.230-0673.550 | Giáp ranh Khu công
P=0719 | X=0094.100-0170.930 | Y=0668.110-0679.350 | 162 Đường Lê A
P=0719 | X=0400.460-0425.510 | Y=0669.990-0679.310 | 5.800
P=0719 | X=0437.210-0462.260 | Y=0669.990-0679.310 | 4.100
P=0719 | X=0497.230-0522.280 | Y=0669.990-0679.310 | 3.500
P=0719 | X=0208.390-0240.140 | Y=0673.870-0685.110 | Hương
P=0719 | X=0301.320-0372.180 | Y=0675.750-0685.070 | nghiệp Suối Tre
P=0719 | X=0115.730-0387.480 | Y=0691.870-0703.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0719 | X=0094.100-0110.740 | Y=0699.510-0708.830 | 163
P=0719 | X=0400.460-0425.510 | Y=0699.510-0708.830 | 1.700
P=0719 | X=0437.210-0462.260 | Y=0699.510-0708.830 | 1.200
P=0719 | X=0497.230-0522.280 | Y=0699.510-0708.830 | 1.000
P=0719 | X=0115.730-0362.340 | Y=0703.410-0714.650 | đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0720 | X=0115.730-0365.480 | Y=0072.740-0083.980 | nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi
P=0720 | X=0115.730-0143.730 | Y=0084.260-0095.500 | măng:
P=0720 | X=0115.730-0338.640 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0720 | X=0115.730-0392.920 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0720 | X=0115.730-0387.480 | Y=0137.330-0148.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0720 | X=0115.730-0362.340 | Y=0148.850-0160.090 | đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0720 | X=0115.730-0365.480 | Y=0160.370-0171.610 | nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi
P=0720 | X=0115.730-0143.730 | Y=0171.650-0182.890 | măng:
P=0720 | X=0094.100-0338.900 | Y=0188.410-0200.410 | 164 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0720 | X=0400.460-0425.510 | Y=0188.410-0197.730 | 1.200
P=0720 | X=0445.370-0462.010 | Y=0188.410-0197.730 | 840
P=0720 | X=0505.390-0522.030 | Y=0188.410-0197.730 | 720
P=0720 | X=0115.730-0369.040 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0720 | X=0115.730-0202.300 | Y=0218.230-0229.470 | >400m đến ≤600m.
P=0720 | X=0115.730-0338.900 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0720 | X=0115.730-0387.500 | Y=0253.750-0264.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0720 | X=0115.730-0362.340 | Y=0265.270-0276.510 | đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0720 | X=0115.730-0365.480 | Y=0276.790-0288.030 | nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi
P=0720 | X=0094.100-0143.730 | Y=0288.340-0299.780 | 165 măng:
P=0720 | X=0408.620-0425.260 | Y=0290.460-0299.780 | 900
P=0720 | X=0445.370-0462.010 | Y=0290.460-0299.780 | 630
P=0720 | X=0505.390-0522.030 | Y=0290.460-0299.780 | 540
P=0720 | X=0115.730-0393.160 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0720 | X=0115.730-0339.370 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0720 | X=0115.730-0389.240 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0720 | X=0115.730-0386.840 | Y=0352.900-0364.140 | ra Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh
P=0720 | X=0115.730-0378.220 | Y=0364.180-0375.420 | Khu công nghiệp Suối Tre có hiện trạng là đường nhựa, bê
P=0720 | X=0094.100-0175.890 | Y=0375.720-0387.160 | 166 tông xi măng:
P=0720 | X=0400.460-0425.510 | Y=0377.840-0387.160 | 1.500
P=0720 | X=0437.210-0462.260 | Y=0377.840-0387.160 | 1.100
P=0720 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 900
P=0720 | X=0115.730-0338.640 | Y=0393.240-0404.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0720 | X=0115.730-0392.920 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0720 | X=0115.730-0389.240 | Y=0428.760-0440.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0720 | X=0115.730-0386.840 | Y=0440.280-0451.520 | ra Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh
P=0720 | X=0115.730-0378.220 | Y=0451.820-0463.060 | Khu công nghiệp Suối Tre có hiện trạng là đường nhựa, bê
P=0720 | X=0115.730-0175.890 | Y=0463.340-0474.580 | tông xi măng:
P=0720 | X=0094.100-0338.900 | Y=0479.860-0492.100 | 167 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0720 | X=0400.460-0425.530 | Y=0479.860-0489.180 | 1.100
P=0720 | X=0445.370-0462.010 | Y=0479.860-0489.180 | 770
P=0720 | X=0505.390-0522.030 | Y=0479.860-0489.180 | 660
P=0720 | X=0115.730-0369.040 | Y=0498.380-0509.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0720 | X=0115.730-0202.300 | Y=0509.900-0521.140 | >400m đến ≤600m.
P=0720 | X=0115.730-0338.900 | Y=0527.420-0538.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0720 | X=0115.730-0389.240 | Y=0545.450-0556.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0720 | X=0115.730-0386.840 | Y=0556.970-0568.210 | ra Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh
P=0720 | X=0115.730-0378.220 | Y=0568.250-0579.490 | Khu công nghiệp Suối Tre có hiện trạng là đường nhựa, bê
P=0720 | X=0094.100-0175.890 | Y=0579.770-0591.210 | 168 tông xi măng:
P=0720 | X=0408.620-0425.260 | Y=0581.890-0591.210 | 810
P=0720 | X=0445.370-0462.010 | Y=0581.890-0591.210 | 570
P=0720 | X=0505.390-0522.030 | Y=0581.890-0591.210 | 490
P=0720 | X=0115.730-0393.180 | Y=0597.290-0608.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0720 | X=0115.730-0342.050 | Y=0614.810-0626.050 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0720 | X=0208.390-0297.510 | Y=0634.710-0644.030 | Giáp ranh Khu công
P=0720 | X=0094.100-0170.930 | Y=0638.590-0649.830 | 169 Đường Lê A
