TABLE=041 | AREA=Xã Gia Kiệm | SECTION=non-agricultural | SEGMENTS=1
P=1436 | X=0110.930-0364.240 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1436 | X=0110.930-0205.880 | Y=0602.090-0613.330 | >500m đến ≤1.000m.
P=1436 | X=0110.930-0334.100 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1436 | X=0110.930-0385.890 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1436 | X=0110.930-0357.320 | Y=0648.910-0660.150 | Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1436 | X=0110.930-0367.880 | Y=0660.430-0671.670 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi
P=1436 | X=0091.940-0138.930 | Y=0670.950-0683.190 | 137 măng:
P=1436 | X=0415.580-0432.220 | Y=0670.950-0680.270 | 540
P=1436 | X=0462.650-0479.290 | Y=0670.950-0680.270 | 380
P=1436 | X=0505.390-0522.030 | Y=0670.950-0680.270 | 320
P=1436 | X=0110.930-0352.040 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1436 | X=0110.930-0153.070 | Y=0702.660-0711.980 | >1.000m.
P=1437 | X=0110.930-0334.570 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1437 | X=0110.930-0384.440 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1437 | X=0110.930-0383.270 | Y=0107.780-0119.020 | ra Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến
P=1437 | X=0110.930-0382.300 | Y=0119.330-0130.570 | Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê
P=1437 | X=0091.940-0171.090 | Y=0130.850-0142.290 | 138 tông xi măng:
P=1437 | X=0407.420-0432.470 | Y=0132.970-0142.290 | 1.100
P=1437 | X=0462.650-0479.290 | Y=0132.970-0142.290 | 770
P=1437 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 660
P=1437 | X=0110.930-0342.010 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1437 | X=0110.930-0388.120 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1437 | X=0110.930-0384.440 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1437 | X=0110.930-0383.270 | Y=0194.930-0206.170 | ra Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến
P=1437 | X=0110.930-0382.300 | Y=0206.470-0217.710 | Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê
P=1437 | X=0110.930-0171.090 | Y=0217.990-0229.230 | tông xi măng:
P=1437 | X=0091.940-0342.480 | Y=0234.750-0246.750 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1437 | X=0415.580-0432.220 | Y=0234.750-0244.070 | 790
P=1437 | X=0462.650-0479.290 | Y=0234.750-0244.070 | 550
P=1437 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 470
P=1437 | X=0110.930-0364.240 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1437 | X=0110.930-0205.880 | Y=0264.550-0275.790 | >500m đến ≤1.000m.
P=1437 | X=0110.930-0334.120 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1437 | X=0110.930-0384.440 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1437 | X=0110.930-0383.270 | Y=0311.380-0322.620 | ra Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến
P=1437 | X=0110.930-0382.300 | Y=0322.900-0334.140 | Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê
P=1437 | X=0110.930-0171.090 | Y=0334.420-0345.660 | tông xi măng:
P=1437 | X=0091.940-0108.580 | Y=0342.300-0351.620 | 140
P=1437 | X=0415.580-0432.220 | Y=0342.300-0351.620 | 490
P=1437 | X=0462.650-0479.290 | Y=0342.300-0351.620 | 340
P=1437 | X=0505.390-0522.030 | Y=0342.300-0351.620 | 290
P=1437 | X=0110.930-0352.040 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1437 | X=0110.930-0153.070 | Y=0365.100-0374.420 | >1.000m.
P=1437 | X=0110.930-0334.570 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1437 | X=0091.940-0199.570 | Y=0398.520-0409.760 | 141 Đường Chu Văn An
P=1437 | X=0299.880-0379.320 | Y=0398.520-0409.760 | Ngã ba Đồng Húc
P=1437 | X=0215.110-0263.700 | Y=0400.400-0409.720 | Quốc lộ 20
P=1437 | X=0407.420-0432.470 | Y=0400.400-0409.720 | 3.500
P=1437 | X=0454.490-0479.540 | Y=0400.400-0409.720 | 2.500
P=1437 | X=0497.230-0522.280 | Y=0400.400-0409.720 | 2.100
P=1437 | X=0110.930-0380.370 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1437 | X=0110.930-0369.110 | Y=0427.800-0439.040 | Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1437 | X=0110.930-0282.710 | Y=0439.320-0450.560 | trạng là đường nhựa, bê tông xi măng:
P=1437 | X=0091.940-0108.580 | Y=0447.200-0456.520 | 142
P=1437 | X=0407.420-0432.470 | Y=0447.200-0456.520 | 1.700
P=1437 | X=0454.490-0479.540 | Y=0447.200-0456.520 | 1.200
P=1437 | X=0497.230-0522.280 | Y=0447.200-0456.520 | 1.000
P=1437 | X=0110.930-0342.010 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1437 | X=0110.930-0388.120 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1437 | X=0110.930-0380.370 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1437 | X=0110.930-0369.110 | Y=0503.660-0514.900 | Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1437 | X=0110.930-0282.710 | Y=0515.180-0526.420 | trạng là đường nhựa, bê tông xi măng:
P=1437 | X=0091.940-0342.480 | Y=0532.490-0546.810 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1437 | X=0407.420-0432.470 | Y=0537.490-0546.810 | 1.000
P=1437 | X=0462.650-0479.290 | Y=0537.490-0546.810 | 700
P=1437 | X=0505.390-0522.030 | Y=0537.490-0546.810 | 600
P=1437 | X=0110.930-0364.240 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1437 | X=0110.930-0205.880 | Y=0561.530-0572.770 | >500m đến ≤1.000m.
P=1437 | X=0110.930-0334.100 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1437 | X=0110.930-0380.370 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1437 | X=0110.930-0369.110 | Y=0608.330-0619.570 | Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1437 | X=0110.930-0282.710 | Y=0619.870-0631.110 | trạng là đường nhựa, bê tông xi măng:
P=1437 | X=0091.940-0108.580 | Y=0633.510-0642.830 | 144
P=1437 | X=0415.580-0432.220 | Y=0633.510-0642.830 | 710
P=1437 | X=0462.650-0479.290 | Y=0633.510-0642.830 | 500
P=1437 | X=0505.390-0522.030 | Y=0633.510-0642.830 | 430
P=1437 | X=0110.930-0352.040 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1437 | X=0110.930-0153.070 | Y=0650.790-0660.110 | >1.000m.
P=1437 | X=0110.930-0334.570 | Y=0666.430-0677.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1437 | X=0110.930-0384.440 | Y=0684.190-0695.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1437 | X=0091.940-0380.380 | Y=0695.710-0706.950 | 145 ra Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng
P=1437 | X=0407.420-0432.470 | Y=0697.590-0706.910 | 1.500
P=1437 | X=0454.490-0479.540 | Y=0697.590-0706.910 | 1.100
P=1437 | X=0505.390-0522.030 | Y=0697.590-0706.910 | 900
P=1437 | X=0110.930-0338.410 | Y=0707.250-0718.490 | Húc có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0110.930-0342.010 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1438 | X=0110.930-0388.120 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1438 | X=0110.930-0384.440 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1438 | X=0110.930-0380.380 | Y=0125.330-0136.570 | ra Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng
P=1438 | X=0110.930-0338.410 | Y=0136.850-0148.090 | Húc có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0091.940-0342.510 | Y=0154.370-0168.450 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1438 | X=0415.580-0432.220 | Y=0159.130-0168.450 | 900
P=1438 | X=0462.650-0479.290 | Y=0159.130-0168.450 | 630
P=1438 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 540
P=1438 | X=0110.930-0364.240 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1438 | X=0110.930-0205.880 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=1438 | X=0110.930-0334.100 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1438 | X=0110.930-0384.440 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1438 | X=0110.930-0380.380 | Y=0229.990-0241.230 | ra Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng
P=1438 | X=0110.930-0338.410 | Y=0241.510-0252.750 | Húc có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0091.940-0108.580 | Y=0255.150-0264.470 | 147
P=1438 | X=0415.580-0432.220 | Y=0255.150-0264.470 | 640
P=1438 | X=0462.650-0479.290 | Y=0255.150-0264.470 | 450
P=1438 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 380
P=1438 | X=0110.930-0352.040 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1438 | X=0110.930-0153.070 | Y=0272.430-0281.750 | >1.000m.
P=1438 | X=0110.930-0334.570 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1438 | X=0299.880-0388.550 | Y=0307.740-0317.060 | Giáp ranh xã Thống
P=1438 | X=0091.940-0199.570 | Y=0311.620-0322.860 | 148 Đường Chu Văn An
P=1438 | X=0215.110-0294.580 | Y=0311.620-0322.860 | Ngã ba Đồng Húc
P=1438 | X=0407.420-0432.470 | Y=0313.500-0322.820 | 2.500
P=1438 | X=0454.490-0479.540 | Y=0313.500-0322.820 | 1.800
P=1438 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 1.500
P=1438 | X=0299.880-0320.920 | Y=0319.260-0328.580 | Nhất
P=1438 | X=0110.930-0380.370 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1438 | X=0110.930-0373.900 | Y=0346.660-0357.900 | Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống
P=1438 | X=0110.930-0341.770 | Y=0357.940-0369.180 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0091.940-0108.580 | Y=0365.820-0375.140 | 149
P=1438 | X=0407.420-0432.470 | Y=0365.820-0375.140 | 1.200
P=1438 | X=0462.650-0479.290 | Y=0365.820-0375.140 | 840
P=1438 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 720
P=1438 | X=0110.930-0342.010 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1438 | X=0110.930-0388.130 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1438 | X=0110.930-0380.370 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1438 | X=0110.930-0373.900 | Y=0422.280-0433.520 | Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống
P=1438 | X=0110.930-0341.770 | Y=0433.800-0445.040 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0091.940-0342.480 | Y=0451.340-0465.420 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1438 | X=0415.580-0432.220 | Y=0456.100-0465.420 | 710
P=1438 | X=0462.650-0479.290 | Y=0456.100-0465.420 | 500
P=1438 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 430
P=1438 | X=0110.930-0364.240 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1438 | X=0110.930-0205.880 | Y=0480.380-0491.620 | >500m đến ≤1.000m.
P=1438 | X=0110.930-0334.100 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1438 | X=0110.930-0380.370 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=1438 | X=0110.930-0373.900 | Y=0527.180-0538.420 | Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống
P=1438 | X=0110.930-0341.770 | Y=0538.490-0549.730 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1438 | X=0091.940-0108.580 | Y=0552.130-0561.450 | 151
P=1438 | X=0415.580-0432.220 | Y=0552.130-0561.450 | 480
P=1438 | X=0462.650-0479.290 | Y=0552.130-0561.450 | 340
P=1438 | X=0505.390-0522.030 | Y=0552.130-0561.450 | 290
P=1438 | X=0110.930-0352.040 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1438 | X=0110.930-0153.070 | Y=0569.410-0578.730 | >1.000m.
P=1438 | X=0110.930-0334.570 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1438 | X=0110.930-0384.440 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1438 | X=0110.930-0374.110 | Y=0614.330-0625.570 | ra Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp
P=1438 | X=0110.930-0378.440 | Y=0625.870-0637.110 | ranh xã Thống Nhất có hiện trạng là đường nhựa, bê tông xi
P=1438 | X=0091.940-0138.930 | Y=0637.390-0648.830 | 152 măng:
P=1438 | X=0407.420-0432.470 | Y=0639.510-0648.830 | 1.100
P=1438 | X=0462.650-0479.290 | Y=0639.510-0648.830 | 770
P=1438 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 660
P=1438 | X=0110.930-0342.010 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1438 | X=0110.930-0388.120 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1438 | X=0110.930-0384.440 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1438 | X=0091.940-0108.580 | Y=0697.830-0707.150 | 153
P=1438 | X=0415.580-0432.220 | Y=0697.830-0707.150 | 640
P=1438 | X=0462.650-0479.290 | Y=0697.830-0707.150 | 450
P=1438 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 380
P=1438 | X=0110.930-0374.110 | Y=0701.730-0712.970 | ra Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp
P=1439 | X=0110.930-0378.440 | Y=0072.500-0083.740 | ranh xã Thống Nhất có hiện trạng là đường nhựa, bê tông xi
P=1439 | X=0110.930-0138.930 | Y=0084.020-0095.260 | măng:
P=1439 | X=0110.930-0342.480 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1439 | X=0110.930-0364.240 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1439 | X=0110.930-0205.880 | Y=0130.610-0141.850 | >500m đến ≤1.000m.
P=1439 | X=0110.930-0334.100 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1439 | X=0110.930-0384.440 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1439 | X=0110.930-0374.110 | Y=0177.170-0188.410 | ra Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp
P=1439 | X=0110.930-0378.440 | Y=0188.690-0199.930 | ranh xã Thống Nhất có hiện trạng là đường nhựa, bê tông xi
P=1439 | X=0110.930-0138.930 | Y=0200.230-0211.470 | măng:
P=1439 | X=0091.940-0108.580 | Y=0208.110-0217.430 | 154
P=1439 | X=0415.580-0432.220 | Y=0208.110-0217.430 | 430
P=1439 | X=0462.650-0479.290 | Y=0208.110-0217.430 | 300
P=1439 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 260
P=1439 | X=0110.930-0352.040 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1439 | X=0110.930-0153.070 | Y=0231.150-0240.470 | >1.000m.
P=1439 | X=0110.930-0334.570 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1439 | X=0110.930-0202.720 | Y=0264.550-0275.790 | Đường ngã ba Đồng
P=1439 | X=0215.110-0372.460 | Y=0270.310-0281.550 | Ngã ba Đồng Húc Hết mét thứ 500
P=1439 | X=0091.940-0108.580 | Y=0272.190-0281.510 | 155
P=1439 | X=0407.420-0432.470 | Y=0272.190-0281.510 | 2.000
P=1439 | X=0454.490-0479.540 | Y=0272.190-0281.510 | 1.400
P=1439 | X=0497.230-0522.280 | Y=0272.190-0281.510 | 1.200
P=1439 | X=0110.930-0181.840 | Y=0276.070-0287.310 | Húc đi đập Bỉnh
P=1439 | X=0110.930-0378.690 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1439 | X=0110.930-0379.510 | Y=0305.380-0316.620 | ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết
P=1439 | X=0110.930-0374.440 | Y=0316.900-0328.140 | mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1439 | X=0091.940-0108.580 | Y=0324.780-0334.100 | 156
P=1439 | X=0415.580-0432.220 | Y=0324.780-0334.100 | 950
P=1439 | X=0462.650-0479.290 | Y=0324.780-0334.100 | 670
P=1439 | X=0505.390-0522.030 | Y=0324.780-0334.100 | 570
P=1439 | X=0110.930-0342.010 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1439 | X=0110.930-0388.120 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1439 | X=0110.930-0378.690 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1439 | X=0110.930-0379.510 | Y=0381.000-0392.240 | ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết
P=1439 | X=0110.930-0374.440 | Y=0392.520-0403.760 | mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1439 | X=0091.940-0342.480 | Y=0410.040-0424.360 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1439 | X=0415.580-0432.220 | Y=0415.040-0424.360 | 680
P=1439 | X=0462.650-0479.290 | Y=0415.040-0424.360 | 480
P=1439 | X=0505.390-0522.030 | Y=0415.040-0424.360 | 410
P=1439 | X=0110.930-0364.240 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1439 | X=0110.930-0205.880 | Y=0439.080-0450.320 | >500m đến ≤1.000m.
P=1439 | X=0110.930-0334.100 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1439 | X=0110.930-0378.690 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1439 | X=0110.930-0379.510 | Y=0485.900-0497.140 | ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết
P=1439 | X=0110.930-0374.440 | Y=0497.420-0508.660 | mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1439 | X=0091.940-0108.580 | Y=0511.060-0520.380 | 158
P=1439 | X=0415.580-0432.220 | Y=0511.060-0520.380 | 540
P=1439 | X=0462.650-0479.290 | Y=0511.060-0520.380 | 380
P=1439 | X=0505.390-0522.030 | Y=0511.060-0520.380 | 320
P=1439 | X=0110.930-0352.040 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1439 | X=0110.930-0153.070 | Y=0528.100-0537.420 | >1.000m.
P=1439 | X=0110.930-0334.570 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1439 | X=0110.930-0384.440 | Y=0561.530-0572.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1439 | X=0110.930-0386.630 | Y=0573.050-0584.290 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng
P=1439 | X=0110.930-0370.050 | Y=0584.570-0595.810 | Húc đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1439 | X=0091.940-0171.090 | Y=0596.090-0607.530 | 159 tông xi măng:
P=1439 | X=0415.580-0432.220 | Y=0598.210-0607.530 | 860
P=1439 | X=0462.650-0479.290 | Y=0598.210-0607.530 | 600
P=1439 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 520
P=1439 | X=0110.930-0342.010 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1439 | X=0110.930-0388.120 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1439 | X=0110.930-0384.440 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1439 | X=0110.930-0386.630 | Y=0660.430-0671.670 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng
P=1439 | X=0091.940-0370.050 | Y=0671.950-0686.030 | 160 Húc đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1439 | X=0415.580-0432.220 | Y=0676.710-0686.030 | 610
P=1439 | X=0462.650-0479.290 | Y=0676.710-0686.030 | 430
P=1439 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 370
P=1439 | X=0110.930-0171.090 | Y=0683.470-0694.710 | tông xi măng:
P=1439 | X=0110.930-0342.480 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1440 | X=0110.930-0364.240 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1440 | X=0110.930-0205.880 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1440 | X=0110.930-0334.100 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1440 | X=0110.930-0384.440 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1440 | X=0110.930-0386.630 | Y=0136.850-0148.090 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng
P=1440 | X=0110.930-0370.050 | Y=0148.370-0159.610 | Húc đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1440 | X=0110.930-0171.090 | Y=0159.650-0170.890 | tông xi măng:
P=1440 | X=0091.940-0108.580 | Y=0167.530-0176.850 | 161
P=1440 | X=0415.580-0432.220 | Y=0167.530-0176.850 | 490
P=1440 | X=0462.650-0479.290 | Y=0167.530-0176.850 | 340
P=1440 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 290
P=1440 | X=0110.930-0352.040 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1440 | X=0110.930-0153.070 | Y=0190.570-0199.890 | >1.000m.
P=1440 | X=0110.930-0334.570 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1440 | X=0110.930-0202.720 | Y=0223.990-0235.230 | Đường ngã ba Đồng
P=1440 | X=0299.880-0382.290 | Y=0223.990-0235.230 | Ngã tư đường vào
P=1440 | X=0091.940-0108.580 | Y=0231.630-0240.950 | 162
P=1440 | X=0215.110-0287.700 | Y=0231.630-0240.950 | Hết mét thứ 500
P=1440 | X=0407.420-0432.470 | Y=0231.630-0240.950 | 1.500
P=1440 | X=0454.490-0479.540 | Y=0231.630-0240.950 | 1.100
P=1440 | X=0505.390-0522.030 | Y=0231.630-0240.950 | 900
P=1440 | X=0110.930-0181.840 | Y=0235.510-0246.750 | Húc đi đập Bỉnh
P=1440 | X=0299.880-0363.290 | Y=0237.390-0246.710 | suối Gia Rung
P=1440 | X=0110.930-0378.690 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1440 | X=0110.930-0387.490 | Y=0264.790-0276.030 | ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư
P=1440 | X=0110.930-0372.920 | Y=0276.310-0287.550 | đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1440 | X=0091.940-0171.090 | Y=0287.860-0299.300 | 163 tông xi măng:
P=1440 | X=0415.580-0432.220 | Y=0289.980-0299.300 | 880
P=1440 | X=0462.650-0479.290 | Y=0289.980-0299.300 | 620
P=1440 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 530
P=1440 | X=0110.930-0342.010 | Y=0305.380-0316.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1440 | X=0110.930-0388.120 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1440 | X=0110.930-0378.690 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1440 | X=0110.930-0387.490 | Y=0351.940-0363.180 | ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư
P=1440 | X=0110.930-0372.920 | Y=0363.460-0374.700 | đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1440 | X=0110.930-0171.090 | Y=0375.000-0386.240 | tông xi măng:
P=1440 | X=0091.940-0342.480 | Y=0391.760-0403.760 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1440 | X=0415.580-0432.220 | Y=0391.760-0401.080 | 680
P=1440 | X=0462.650-0479.290 | Y=0391.760-0401.080 | 480
P=1440 | X=0505.390-0522.030 | Y=0391.760-0401.080 | 410
P=1440 | X=0110.930-0364.240 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1440 | X=0110.930-0205.880 | Y=0421.560-0432.800 | >500m đến ≤1.000m.
P=1440 | X=0110.930-0334.100 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
