TABLE=051 | AREA=Xã Phú Lâm | SECTION=non-agricultural | SEGMENTS=1
P=1699 | X=0092.900-0338.400 | Y=0583.090-0595.090 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1699 | X=0433.130-0449.770 | Y=0583.090-0592.410 | 220
P=1699 | X=0469.370-0486.010 | Y=0583.090-0592.410 | 150
P=1699 | X=0505.390-0522.030 | Y=0583.090-0592.410 | 130
P=1699 | X=0106.850-0413.270 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1699 | X=0106.850-0148.530 | Y=0612.890-0624.130 | ≤1.000m.
P=1699 | X=0106.850-0330.020 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1699 | X=0106.850-0415.420 | Y=0648.190-0659.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Thắng 1
P=1699 | X=0106.850-0404.390 | Y=0659.710-0670.950 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87 tờ BĐĐC số 92 về
P=1699 | X=0092.900-0407.250 | Y=0671.230-0685.310 | 88 bên phải và hết ranh thửa đất số 350, tờ BĐĐC số 92 về bên trái có
P=1699 | X=0433.130-0449.770 | Y=0675.990-0685.310 | 200
P=1699 | X=0469.370-0486.010 | Y=0675.990-0685.310 | 140
P=1699 | X=0505.390-0522.030 | Y=0675.990-0685.310 | 120
P=1699 | X=0106.850-0300.460 | Y=0682.510-0693.750 | hiện trạng là đường nhựa, bê tông xi măng:
P=1699 | X=0106.850-0392.640 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1700 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1700 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0106.850-0414.940 | Y=0107.780-0119.020 | Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87
P=1700 | X=0106.850-0413.990 | Y=0119.330-0130.570 | tờ BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ BĐĐC số
P=1700 | X=0092.900-0377.310 | Y=0130.850-0142.290 | 89 92 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0433.130-0449.770 | Y=0132.970-0142.290 | 230
P=1700 | X=0469.370-0486.010 | Y=0132.970-0142.290 | 160
P=1700 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 140
P=1700 | X=0106.850-0337.930 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1700 | X=0106.850-0384.020 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1700 | X=0106.850-0392.110 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0106.850-0414.940 | Y=0194.930-0206.170 | Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87
P=1700 | X=0106.850-0413.990 | Y=0206.470-0217.710 | tờ BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ BĐĐC số
P=1700 | X=0106.850-0377.310 | Y=0217.990-0229.230 | 92 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0092.900-0338.400 | Y=0234.750-0246.750 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1700 | X=0433.130-0449.770 | Y=0234.750-0244.070 | 200
P=1700 | X=0469.370-0486.010 | Y=0234.750-0244.070 | 140
P=1700 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 120
P=1700 | X=0106.850-0413.270 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1700 | X=0106.850-0148.530 | Y=0264.550-0275.790 | ≤1.000m.
P=1700 | X=0106.850-0330.020 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1700 | X=0106.850-0392.110 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0106.850-0414.940 | Y=0311.380-0322.620 | Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87
P=1700 | X=0106.850-0413.990 | Y=0322.900-0334.140 | tờ BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ BĐĐC số
P=1700 | X=0092.900-0377.310 | Y=0334.420-0345.860 | 91 92 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0433.130-0449.770 | Y=0336.540-0345.860 | 180
P=1700 | X=0469.370-0486.010 | Y=0336.540-0345.860 | 130
P=1700 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 110
P=1700 | X=0106.850-0392.640 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1700 | X=0106.850-0330.490 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1700 | X=0322.200-0413.980 | Y=0387.000-0398.240 | Hết ranh thửa đất số
P=1700 | X=0322.200-0409.420 | Y=0398.520-0409.760 | 107 tờ BĐĐC số 94
P=1700 | X=0322.200-0403.980 | Y=0411.920-0421.240 | về bên phải và hết
P=1700 | X=0092.900-0179.880 | Y=0415.800-0427.040 | 92 Đường Phú Yên
P=1700 | X=0235.540-0284.100 | Y=0417.680-0427.000 | Quốc lộ 20
P=1700 | X=0433.130-0449.770 | Y=0417.680-0427.000 | 650
P=1700 | X=0469.370-0486.010 | Y=0417.680-0427.000 | 460
P=1700 | X=0505.390-0522.030 | Y=0417.680-0427.000 | 390
P=1700 | X=0322.200-0395.740 | Y=0421.560-0432.800 | ranh thửa đất số
P=1700 | X=0322.200-0412.300 | Y=0433.080-0444.320 | 326, tờ BĐĐC số 92
P=1700 | X=0322.200-0369.080 | Y=0446.480-0455.800 | về bên trái
P=1700 | X=0106.850-0396.430 | Y=0462.380-0473.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Yên
P=1700 | X=0106.850-0410.150 | Y=0473.900-0485.140 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ BĐĐC số 94 về
P=1700 | X=0106.850-0407.250 | Y=0485.420-0496.660 | bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92 về bên trái có
P=1700 | X=0092.900-0300.460 | Y=0496.940-0508.380 | 93 hiện trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0433.130-0449.770 | Y=0499.060-0508.380 | 330
P=1700 | X=0469.370-0486.010 | Y=0499.060-0508.380 | 230
P=1700 | X=0505.390-0522.030 | Y=0499.060-0508.380 | 200
P=1700 | X=0106.850-0337.930 | Y=0514.220-0525.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1700 | X=0106.850-0384.020 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1700 | X=0106.850-0396.430 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Yên
P=1700 | X=0106.850-0410.150 | Y=0561.050-0572.290 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ BĐĐC số 94 về
P=1700 | X=0106.850-0407.250 | Y=0572.570-0583.810 | bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92 về bên trái có
P=1700 | X=0106.850-0300.460 | Y=0584.090-0595.330 | hiện trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0092.900-0338.400 | Y=0600.850-0612.850 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1700 | X=0433.130-0449.770 | Y=0600.850-0610.170 | 260
P=1700 | X=0469.370-0486.010 | Y=0600.850-0610.170 | 180
P=1700 | X=0505.390-0522.030 | Y=0600.850-0610.170 | 160
P=1700 | X=0106.850-0413.270 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1700 | X=0106.850-0148.530 | Y=0630.670-0641.910 | ≤1.000m.
P=1700 | X=0106.850-0330.020 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1700 | X=0106.850-0396.430 | Y=0665.950-0677.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Yên
P=1700 | X=0106.850-0410.150 | Y=0677.470-0688.710 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ BĐĐC số 94 về
P=1700 | X=0092.900-0104.020 | Y=0685.110-0694.430 | 95
P=1700 | X=0433.130-0449.770 | Y=0685.110-0694.430 | 200
P=1700 | X=0469.370-0486.010 | Y=0685.110-0694.430 | 140
P=1700 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 120
P=1700 | X=0106.850-0407.250 | Y=0688.750-0699.990 | bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92 về bên trái có
P=1700 | X=0106.850-0300.460 | Y=0700.290-0711.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0106.850-0392.640 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1701 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1701 | X=0106.850-0392.110 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0106.850-0413.790 | Y=0125.330-0136.570 | Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1701 | X=0106.850-0416.140 | Y=0136.850-0148.090 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92
P=1701 | X=0092.900-0362.900 | Y=0148.370-0159.810 | 96 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0433.130-0449.770 | Y=0150.490-0159.810 | 300
P=1701 | X=0469.370-0486.010 | Y=0150.490-0159.810 | 210
P=1701 | X=0505.390-0522.030 | Y=0150.490-0159.810 | 180
P=1701 | X=0106.850-0337.930 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1701 | X=0106.850-0384.020 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1701 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0106.850-0413.790 | Y=0212.470-0223.710 | Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1701 | X=0106.850-0416.140 | Y=0223.990-0235.230 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92
P=1701 | X=0106.850-0362.900 | Y=0235.510-0246.750 | về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0092.900-0338.400 | Y=0252.270-0264.270 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1701 | X=0433.130-0449.770 | Y=0252.270-0261.590 | 230
P=1701 | X=0469.370-0486.010 | Y=0252.270-0261.590 | 160
P=1701 | X=0505.390-0522.030 | Y=0252.270-0261.590 | 140
P=1701 | X=0106.850-0413.270 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1701 | X=0106.850-0148.530 | Y=0282.100-0293.340 | ≤1.000m.
P=1701 | X=0106.850-0330.040 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1701 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0106.850-0413.790 | Y=0328.900-0340.140 | Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1701 | X=0106.850-0416.140 | Y=0340.420-0351.660 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ BĐĐC số 92
P=1701 | X=0092.900-0362.910 | Y=0351.700-0363.140 | 98 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0433.130-0449.770 | Y=0353.820-0363.140 | 180
P=1701 | X=0469.370-0486.010 | Y=0353.820-0363.140 | 130
P=1701 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 110
P=1701 | X=0106.850-0392.640 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1701 | X=0106.850-0330.490 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1701 | X=0092.900-0188.770 | Y=0404.520-0415.760 | 99 Đường 30 tháng 4
P=1701 | X=0235.540-0284.100 | Y=0406.400-0415.720 | Quốc lộ 20
P=1701 | X=0322.200-0368.340 | Y=0406.400-0415.720 | Km 0+500
P=1701 | X=0433.130-0449.770 | Y=0406.400-0415.720 | 910
P=1701 | X=0469.370-0486.010 | Y=0406.400-0415.720 | 640
P=1701 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 550
P=1701 | X=0106.850-0405.340 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1701 | X=0106.850-0407.740 | Y=0433.800-0445.040 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1701 | X=0106.850-0167.010 | Y=0445.320-0456.560 | tông xi măng:
P=1701 | X=0090.020-0106.660 | Y=0453.220-0462.540 | 100
P=1701 | X=0433.130-0449.770 | Y=0453.220-0462.540 | 460
P=1701 | X=0469.370-0486.010 | Y=0453.220-0462.540 | 320
P=1701 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 280
P=1701 | X=0106.850-0337.930 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1701 | X=0106.850-0384.020 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1701 | X=0106.850-0405.320 | Y=0498.140-0509.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1701 | X=0106.850-0407.740 | Y=0509.660-0520.900 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1701 | X=0106.850-0167.010 | Y=0521.180-0532.420 | tông xi măng:
P=1701 | X=0090.020-0338.400 | Y=0538.490-0552.810 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1701 | X=0433.130-0449.770 | Y=0543.490-0552.810 | 330
P=1701 | X=0469.370-0486.010 | Y=0543.490-0552.810 | 230
P=1701 | X=0505.390-0522.030 | Y=0543.490-0552.810 | 200
P=1701 | X=0106.850-0413.270 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1701 | X=0106.850-0148.530 | Y=0567.530-0578.770 | ≤1.000m.
P=1701 | X=0106.850-0330.040 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1701 | X=0106.850-0405.320 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1701 | X=0106.850-0407.740 | Y=0614.330-0625.570 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1701 | X=0106.850-0167.010 | Y=0625.870-0637.110 | tông xi măng:
P=1701 | X=0090.020-0106.660 | Y=0633.750-0643.070 | 102
P=1701 | X=0433.130-0449.770 | Y=0633.750-0643.070 | 210
P=1701 | X=0469.370-0486.010 | Y=0633.750-0643.070 | 150
P=1701 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 130
P=1701 | X=0106.850-0392.640 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1701 | X=0106.850-0330.500 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1701 | X=0106.850-0392.110 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0090.020-0405.820 | Y=0690.190-0701.430 | 103 Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng
P=1701 | X=0433.130-0449.770 | Y=0692.070-0701.390 | 410
P=1701 | X=0469.370-0486.010 | Y=0692.070-0701.390 | 290
P=1701 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 250
P=1701 | X=0106.850-0253.180 | Y=0701.730-0712.970 | là đường nhựa, bê tông xi măng:
P=1702 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1702 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1702 | X=0106.850-0392.110 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1702 | X=0106.850-0405.820 | Y=0125.330-0136.570 | Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng
P=1702 | X=0106.850-0253.180 | Y=0136.850-0148.090 | là đường nhựa, bê tông xi măng:
P=1702 | X=0090.020-0338.420 | Y=0154.370-0168.450 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1702 | X=0433.130-0449.770 | Y=0159.130-0168.450 | 300
P=1702 | X=0469.370-0486.010 | Y=0159.130-0168.450 | 210
P=1702 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 180
P=1702 | X=0106.850-0413.270 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1702 | X=0106.850-0148.530 | Y=0183.170-0194.410 | ≤1.000m.
P=1702 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1702 | X=0106.850-0392.110 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1702 | X=0106.850-0405.820 | Y=0229.990-0241.230 | Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng
P=1702 | X=0106.850-0253.180 | Y=0241.510-0252.750 | là đường nhựa, bê tông xi măng:
P=1702 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 105
P=1702 | X=0433.130-0449.770 | Y=0249.390-0258.710 | 190
P=1702 | X=0469.370-0486.010 | Y=0249.390-0258.710 | 130
P=1702 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 110
P=1702 | X=0106.850-0392.640 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1702 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1702 | X=0090.020-0188.770 | Y=0294.340-0305.580 | 106 Đường 30 tháng 4
P=1702 | X=0235.540-0281.680 | Y=0296.220-0305.540 | Km 0+500
P=1702 | X=0322.200-0373.870 | Y=0296.220-0305.540 | Km 0+2000
P=1702 | X=0433.130-0449.770 | Y=0296.220-0305.540 | 780
P=1702 | X=0469.370-0486.010 | Y=0296.220-0305.540 | 550
P=1702 | X=0505.390-0522.030 | Y=0296.220-0305.540 | 470
P=1702 | X=0106.850-0405.320 | Y=0312.100-0323.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1702 | X=0106.850-0410.620 | Y=0323.620-0334.860 | đoạn từ Km 0+500 đến Km 0+2000 có hiện trạng là đường nhựa, bê
P=1702 | X=0106.850-0167.010 | Y=0335.140-0346.380 | tông xi măng:
P=1702 | X=0090.020-0106.660 | Y=0343.020-0352.340 | 107
P=1702 | X=0433.130-0449.770 | Y=0343.020-0352.340 | 390
P=1702 | X=0469.370-0486.010 | Y=0343.020-0352.340 | 270
P=1702 | X=0505.390-0522.030 | Y=0343.020-0352.340 | 230
P=1702 | X=0106.850-0337.930 | Y=0352.660-0363.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1702 | X=0106.850-0384.020 | Y=0369.960-0381.200 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1702 | X=0106.850-0405.320 | Y=0387.720-0398.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1702 | X=0106.850-0410.620 | Y=0399.240-0410.480 | đoạn từ Km 0+500 đến Km 0+2000 có hiện trạng là đường nhựa, bê
P=1702 | X=0106.850-0167.010 | Y=0410.760-0422.000 | tông xi măng:
P=1702 | X=0090.020-0338.400 | Y=0428.280-0442.600 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1702 | X=0433.130-0449.770 | Y=0433.280-0442.600 | 330
P=1702 | X=0469.370-0486.010 | Y=0433.280-0442.600 | 230
P=1702 | X=0505.390-0522.030 | Y=0433.280-0442.600 | 200
P=1702 | X=0106.850-0413.270 | Y=0445.800-0457.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1702 | X=0106.850-0148.530 | Y=0457.340-0468.580 | ≤1.000m.
P=1702 | X=0106.850-0330.020 | Y=0474.860-0486.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1702 | X=0106.850-0405.320 | Y=0492.620-0503.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng 4
P=1702 | X=0106.850-0410.620 | Y=0504.140-0515.380 | đoạn từ Km 0+500 đến Km 0+2000 có hiện trạng là đường nhựa, bê
P=1702 | X=0106.850-0167.010 | Y=0515.660-0526.900 | tông xi măng:
P=1702 | X=0090.020-0106.660 | Y=0523.540-0532.860 | 109
P=1702 | X=0433.130-0449.770 | Y=0523.540-0532.860 | 210
P=1702 | X=0469.370-0486.010 | Y=0523.540-0532.860 | 150
P=1702 | X=0505.390-0522.030 | Y=0523.540-0532.860 | 130
