TABLE=030 | AREA=Xã Cẩm Mỹ | SECTION=non-agricultural | SEGMENTS=1
P=1101 | X=0111.170-0386.860 | Y=0410.040-0421.280 | đường Long Giao - Bảo Bình có hiện trạng là đường nhựa, bê
P=1101 | X=0094.820-0171.330 | Y=0421.560-0433.000 | 75 tông xi măng:
P=1101 | X=0414.380-0431.020 | Y=0423.680-0433.000 | 680
P=1101 | X=0461.930-0478.570 | Y=0423.680-0433.000 | 480
P=1101 | X=0505.630-0522.270 | Y=0423.680-0433.000 | 410
P=1101 | X=0111.170-0342.250 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1101 | X=0111.170-0388.360 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1101 | X=0111.170-0384.680 | Y=0474.380-0485.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1101 | X=0111.170-0370.300 | Y=0485.900-0497.140 | ra Đường Tân Bình đoạn từ Đường tỉnh 765 đến Cầu số 3
P=1101 | X=0111.170-0386.860 | Y=0497.420-0508.660 | đường Long Giao - Bảo Bình có hiện trạng là đường nhựa, bê
P=1101 | X=0111.170-0171.330 | Y=0508.940-0520.180 | tông xi măng:
P=1101 | X=0094.820-0342.720 | Y=0525.460-0537.460 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1101 | X=0414.380-0431.020 | Y=0525.460-0534.780 | 580
P=1101 | X=0461.930-0478.570 | Y=0525.460-0534.780 | 410
P=1101 | X=0505.630-0522.270 | Y=0525.460-0534.780 | 350
P=1101 | X=0111.170-0364.480 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1101 | X=0111.170-0206.120 | Y=0555.290-0566.530 | >500m đến ≤1.000m.
P=1101 | X=0111.170-0334.340 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1101 | X=0111.170-0384.680 | Y=0590.570-0601.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1101 | X=0111.170-0370.300 | Y=0602.090-0613.330 | ra Đường Tân Bình đoạn từ Đường tỉnh 765 đến Cầu số 3
P=1101 | X=0111.170-0386.860 | Y=0613.610-0624.850 | đường Long Giao - Bảo Bình có hiện trạng là đường nhựa, bê
P=1101 | X=0111.170-0171.330 | Y=0625.150-0636.390 | tông xi măng:
P=1101 | X=0094.820-0105.940 | Y=0633.030-0642.350 | 77
P=1101 | X=0414.380-0431.020 | Y=0633.030-0642.350 | 420
P=1101 | X=0461.930-0478.570 | Y=0633.030-0642.350 | 290
P=1101 | X=0505.630-0522.270 | Y=0633.030-0642.350 | 250
P=1101 | X=0111.170-0352.280 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1101 | X=0111.170-0153.310 | Y=0656.070-0665.390 | >1.000m.
P=1101 | X=0111.170-0334.810 | Y=0671.710-0682.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1101 | X=0111.170-0206.320 | Y=0689.470-0700.710 | Đường Xuân Mỹ-Bảo
P=1101 | X=0303.960-0387.980 | Y=0689.470-0700.710 | Đường Long Giao-
P=1101 | X=0221.350-0291.550 | Y=0695.230-0706.470 | Đường tỉnh 764
P=1101 | X=0094.820-0105.940 | Y=0697.110-0706.430 | 78
P=1101 | X=0405.980-0431.030 | Y=0697.110-0706.430 | 2.300
P=1101 | X=0453.530-0478.580 | Y=0697.110-0706.430 | 1.600
P=1101 | X=0497.230-0522.280 | Y=0697.110-0706.430 | 1.400
P=1101 | X=0111.170-0131.880 | Y=0702.660-0711.980 | Bình
P=1101 | X=0303.960-0345.310 | Y=0702.660-0711.980 | Bảo Bình
P=1102 | X=0111.170-0385.410 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1102 | X=0111.170-0385.340 | Y=0090.020-0101.260 | Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến Đường Long Giao-
P=1102 | X=0111.170-0361.940 | Y=0101.540-0112.780 | Bảo Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0094.820-0105.940 | Y=0109.420-0118.740 | 79
P=1102 | X=0405.980-0431.030 | Y=0109.420-0118.740 | 1.200
P=1102 | X=0461.930-0478.570 | Y=0109.420-0118.740 | 840
P=1102 | X=0505.630-0522.270 | Y=0109.420-0118.740 | 720
P=1102 | X=0111.170-0342.250 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1102 | X=0111.170-0388.360 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1102 | X=0111.170-0385.410 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1102 | X=0111.170-0385.340 | Y=0165.650-0176.890 | Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến Đường Long Giao-
P=1102 | X=0111.170-0361.940 | Y=0177.170-0188.410 | Bảo Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0094.820-0342.720 | Y=0194.690-0209.030 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1102 | X=0414.380-0431.020 | Y=0199.710-0209.030 | 820
P=1102 | X=0461.930-0478.570 | Y=0199.710-0209.030 | 570
P=1102 | X=0505.630-0522.270 | Y=0199.710-0209.030 | 490
P=1102 | X=0111.170-0364.480 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1102 | X=0111.170-0206.120 | Y=0223.750-0234.990 | >500m đến ≤1.000m.
P=1102 | X=0111.170-0334.340 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1102 | X=0111.170-0385.410 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1102 | X=0111.170-0385.340 | Y=0270.550-0281.790 | Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến Đường Long Giao-
P=1102 | X=0111.170-0361.940 | Y=0282.100-0293.340 | Bảo Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0094.820-0105.940 | Y=0295.740-0305.060 | 81
P=1102 | X=0414.380-0431.020 | Y=0295.740-0305.060 | 590
P=1102 | X=0461.930-0478.570 | Y=0295.740-0305.060 | 410
P=1102 | X=0505.630-0522.270 | Y=0295.740-0305.060 | 350
P=1102 | X=0111.170-0352.280 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1102 | X=0111.170-0153.310 | Y=0313.020-0322.340 | >1.000m.
P=1102 | X=0111.170-0334.810 | Y=0328.660-0339.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1102 | X=0111.170-0384.680 | Y=0346.420-0357.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0111.170-0370.540 | Y=0357.700-0368.940 | ra Đường Xuân Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến
P=1102 | X=0111.170-0383.020 | Y=0369.240-0380.480 | Đường Long Giao-Bảo Bình có hiện trạng là đường nhựa, bê
P=1102 | X=0094.820-0171.330 | Y=0380.760-0392.200 | 82 tông xi măng:
P=1102 | X=0405.980-0431.030 | Y=0382.880-0392.200 | 1.100
P=1102 | X=0461.930-0478.570 | Y=0382.880-0392.200 | 770
P=1102 | X=0505.630-0522.270 | Y=0382.880-0392.200 | 660
P=1102 | X=0111.170-0342.250 | Y=0398.280-0409.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1102 | X=0111.170-0388.360 | Y=0415.800-0427.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1102 | X=0111.170-0384.680 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0111.170-0370.540 | Y=0445.080-0456.320 | ra Đường Xuân Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến
P=1102 | X=0111.170-0383.020 | Y=0456.620-0467.860 | Đường Long Giao-Bảo Bình có hiện trạng là đường nhựa, bê
P=1102 | X=0111.170-0171.330 | Y=0468.140-0479.380 | tông xi măng:
P=1102 | X=0094.820-0342.720 | Y=0484.660-0496.900 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1102 | X=0414.380-0431.020 | Y=0484.660-0493.980 | 740
P=1102 | X=0461.930-0478.570 | Y=0484.660-0493.980 | 520
P=1102 | X=0505.630-0522.270 | Y=0484.660-0493.980 | 440
P=1102 | X=0111.170-0364.480 | Y=0503.180-0514.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1102 | X=0111.170-0206.120 | Y=0514.460-0525.700 | >500m đến ≤1.000m.
P=1102 | X=0111.170-0334.340 | Y=0531.980-0543.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1102 | X=0111.170-0384.680 | Y=0549.770-0561.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0111.170-0370.540 | Y=0561.290-0572.530 | ra Đường Xuân Mỹ-Bảo Bình đoạn từ Đường tỉnh 764 đến
P=1102 | X=0111.170-0383.020 | Y=0572.810-0584.050 | Đường Long Giao-Bảo Bình có hiện trạng là đường nhựa, bê
P=1102 | X=0111.170-0171.330 | Y=0584.330-0595.570 | tông xi măng:
P=1102 | X=0094.820-0105.940 | Y=0592.210-0601.530 | 84
P=1102 | X=0414.380-0431.020 | Y=0592.210-0601.530 | 530
P=1102 | X=0461.930-0478.570 | Y=0592.210-0601.530 | 370
P=1102 | X=0505.630-0522.270 | Y=0592.210-0601.530 | 320
P=1102 | X=0111.170-0352.280 | Y=0601.850-0613.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1102 | X=0111.170-0153.310 | Y=0615.250-0624.570 | >1.000m.
P=1102 | X=0111.170-0334.810 | Y=0630.910-0642.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1102 | X=0303.960-0388.520 | Y=0648.670-0659.910 | Hết cây xăng Xuân
P=1102 | X=0094.820-0181.340 | Y=0654.430-0665.670 | 85 Đường tỉnh 764
P=1102 | X=0221.350-0269.940 | Y=0656.310-0665.630 | Quốc lộ 56
P=1102 | X=0405.980-0431.030 | Y=0656.310-0665.630 | 3.700
P=1102 | X=0453.530-0478.580 | Y=0656.310-0665.630 | 2.600
P=1102 | X=0497.230-0522.270 | Y=0656.310-0665.630 | 2.200
P=1102 | X=0303.960-0317.400 | Y=0662.070-0671.390 | Mỹ
P=1102 | X=0111.170-0378.710 | Y=0677.950-0689.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1102 | X=0094.820-0374.380 | Y=0689.470-0700.710 | 86 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân Mỹ có hiện
P=1102 | X=0405.980-0431.030 | Y=0691.350-0700.670 | 1.900
P=1102 | X=0453.530-0478.580 | Y=0691.350-0700.670 | 1.300
P=1102 | X=0497.230-0522.280 | Y=0691.350-0700.670 | 1.100
P=1102 | X=0111.170-0282.950 | Y=0700.770-0712.010 | trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0111.170-0342.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1103 | X=0111.170-0388.370 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1103 | X=0111.170-0378.710 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1103 | X=0111.170-0374.380 | Y=0125.330-0136.570 | 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân Mỹ có hiện
P=1103 | X=0111.170-0282.950 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0342.720 | Y=0154.370-0168.450 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1103 | X=0405.980-0431.030 | Y=0159.130-0168.450 | 1.000
P=1103 | X=0461.930-0478.570 | Y=0159.130-0168.450 | 700
P=1103 | X=0505.630-0522.270 | Y=0159.130-0168.450 | 600
P=1103 | X=0111.170-0364.480 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1103 | X=0111.170-0206.120 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=1103 | X=0111.170-0334.340 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1103 | X=0111.170-0378.710 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1103 | X=0111.170-0374.380 | Y=0229.990-0241.230 | 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân Mỹ có hiện
P=1103 | X=0111.170-0282.950 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0105.940 | Y=0255.150-0264.470 | 88
P=1103 | X=0414.380-0431.020 | Y=0255.150-0264.470 | 790
P=1103 | X=0461.930-0478.570 | Y=0255.150-0264.470 | 550
P=1103 | X=0505.630-0522.270 | Y=0255.150-0264.470 | 470
P=1103 | X=0111.170-0352.280 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1103 | X=0111.170-0153.310 | Y=0272.430-0281.750 | >1.000m.
P=1103 | X=0111.170-0334.810 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1103 | X=0111.170-0384.680 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0111.170-0387.800 | Y=0317.380-0328.620 | ra Đường tỉnh 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân
P=1103 | X=0111.170-0334.100 | Y=0328.900-0340.140 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0105.940 | Y=0336.780-0346.100 | 89
P=1103 | X=0405.980-0431.030 | Y=0336.780-0346.100 | 1.700
P=1103 | X=0453.530-0478.580 | Y=0336.780-0346.100 | 1.200
P=1103 | X=0497.230-0522.280 | Y=0336.780-0346.100 | 1.000
P=1103 | X=0111.170-0342.250 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1103 | X=0111.170-0388.360 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1103 | X=0111.170-0384.710 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0111.170-0387.800 | Y=0393.000-0404.240 | ra Đường tỉnh 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân
P=1103 | X=0111.170-0334.100 | Y=0404.520-0415.760 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0342.720 | Y=0422.040-0436.360 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1103 | X=0414.380-0431.020 | Y=0427.040-0436.360 | 900
P=1103 | X=0461.930-0478.570 | Y=0427.040-0436.360 | 630
P=1103 | X=0505.630-0522.270 | Y=0427.040-0436.360 | 540
P=1103 | X=0111.170-0364.480 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1103 | X=0111.170-0206.120 | Y=0451.100-0462.340 | >500m đến ≤1.000m.
P=1103 | X=0111.170-0334.340 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1103 | X=0111.170-0384.680 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0111.170-0387.800 | Y=0497.900-0509.140 | ra Đường tỉnh 764 đoạn từ Quốc lộ 56 đến Hết cây xăng Xuân
P=1103 | X=0111.170-0334.100 | Y=0509.420-0520.660 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0105.940 | Y=0523.060-0532.380 | 91
P=1103 | X=0414.380-0431.020 | Y=0523.060-0532.380 | 710
P=1103 | X=0461.930-0478.570 | Y=0523.060-0532.380 | 500
P=1103 | X=0505.630-0522.270 | Y=0523.060-0532.380 | 430
P=1103 | X=0111.170-0352.280 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1103 | X=0111.170-0153.310 | Y=0540.130-0549.450 | >1.000m.
P=1103 | X=0111.170-0334.810 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1103 | X=0221.350-0280.010 | Y=0573.530-0584.770 | Hết cây xăng
P=1103 | X=0303.960-0386.830 | Y=0575.410-0584.730 | Ranh giới xã Sông
P=1103 | X=0094.820-0181.340 | Y=0579.290-0590.530 | 92 Đường tỉnh 764
P=1103 | X=0405.980-0431.030 | Y=0581.170-0590.490 | 2.300
P=1103 | X=0453.530-0478.580 | Y=0581.170-0590.490 | 1.600
P=1103 | X=0497.230-0522.280 | Y=0581.170-0590.490 | 1.400
P=1103 | X=0221.350-0260.740 | Y=0586.930-0596.250 | Xuân Mỹ
P=1103 | X=0303.960-0321.730 | Y=0586.930-0596.250 | Ray
P=1103 | X=0111.170-0378.710 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1103 | X=0111.170-0373.390 | Y=0614.330-0625.570 | 764 đoạn từ Hết cây xăng Xuân Mỹ đến Ranh giới xã Sông
P=1103 | X=0111.170-0338.650 | Y=0625.870-0637.110 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0094.820-0105.940 | Y=0633.750-0643.070 | 93
P=1103 | X=0405.980-0431.030 | Y=0633.750-0643.070 | 1.200
P=1103 | X=0461.930-0478.570 | Y=0633.750-0643.070 | 840
P=1103 | X=0505.630-0522.270 | Y=0633.750-0643.070 | 720
P=1103 | X=0111.170-0342.250 | Y=0643.390-0654.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1103 | X=0111.170-0388.360 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1103 | X=0111.170-0378.710 | Y=0678.670-0689.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1103 | X=0094.820-0373.390 | Y=0690.190-0701.430 | 94 764 đoạn từ Hết cây xăng Xuân Mỹ đến Ranh giới xã Sông
P=1103 | X=0414.380-0431.020 | Y=0692.070-0701.390 | 840
P=1103 | X=0461.930-0478.570 | Y=0692.070-0701.390 | 590
P=1103 | X=0505.630-0522.270 | Y=0692.070-0701.390 | 500
P=1103 | X=0111.170-0338.650 | Y=0701.730-0712.970 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1104 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1104 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1104 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1104 | X=0111.170-0378.710 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1104 | X=0111.170-0373.390 | Y=0154.370-0165.610 | 764 đoạn từ Hết cây xăng Xuân Mỹ đến Ranh giới xã Sông
P=1104 | X=0111.170-0338.650 | Y=0165.650-0176.890 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0094.820-0105.940 | Y=0179.290-0188.610 | 95
P=1104 | X=0414.380-0431.020 | Y=0179.290-0188.610 | 640
P=1104 | X=0461.930-0478.570 | Y=0179.290-0188.610 | 450
P=1104 | X=0505.630-0522.270 | Y=0179.290-0188.610 | 380
P=1104 | X=0111.170-0352.280 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1104 | X=0111.170-0153.310 | Y=0196.570-0205.890 | >1.000m.
P=1104 | X=0111.170-0334.810 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1104 | X=0111.170-0384.680 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1104 | X=0111.170-0379.650 | Y=0241.510-0252.750 | ra Đường tỉnh 764 đoạn từ Hết cây xăng Xuân Mỹ đến Ranh
P=1104 | X=0111.170-0366.920 | Y=0253.030-0264.270 | giới xã Sông Ray có hiện trạng là đường nhựa, bê tông xi
P=1104 | X=0094.820-0139.170 | Y=0264.550-0275.990 | 96 măng:
P=1104 | X=0405.980-0431.030 | Y=0266.670-0275.990 | 1.100
P=1104 | X=0461.930-0478.570 | Y=0266.670-0275.990 | 770
P=1104 | X=0505.630-0522.270 | Y=0266.670-0275.990 | 660
P=1104 | X=0111.170-0342.250 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1104 | X=0111.170-0388.360 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1104 | X=0111.170-0384.680 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1104 | X=0111.170-0379.650 | Y=0328.900-0340.140 | ra Đường tỉnh 764 đoạn từ Hết cây xăng Xuân Mỹ đến Ranh
P=1104 | X=0111.170-0366.910 | Y=0340.420-0351.660 | giới xã Sông Ray có hiện trạng là đường nhựa, bê tông xi
P=1104 | X=0111.170-0139.170 | Y=0351.700-0362.940 | măng:
P=1104 | X=0094.820-0342.720 | Y=0368.480-0380.480 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1104 | X=0414.380-0431.020 | Y=0368.480-0377.800 | 760
P=1104 | X=0461.930-0478.570 | Y=0368.480-0377.800 | 530
P=1104 | X=0505.630-0522.270 | Y=0368.480-0377.800 | 460
P=1104 | X=0111.170-0364.480 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1104 | X=0111.170-0206.120 | Y=0398.280-0409.520 | >500m đến ≤1.000m.
P=1104 | X=0111.170-0334.340 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1104 | X=0111.170-0384.680 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
