TABLE=037 | AREA=Xã Bàu Hàm | SECTION=non-agricultural | SEGMENTS=1
P=1324 | X=0111.170-0282.950 | Y=0398.040-0409.280 | trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0091.940-0108.580 | Y=0405.920-0415.240 | 128
P=1324 | X=0408.860-0425.500 | Y=0405.920-0415.240 | 830
P=1324 | X=0456.410-0473.050 | Y=0405.920-0415.240 | 580
P=1324 | X=0505.630-0522.270 | Y=0405.920-0415.240 | 500
P=1324 | X=0111.170-0342.270 | Y=0415.560-0426.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1324 | X=0111.170-0352.280 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1324 | X=0111.170-0144.690 | Y=0444.600-0455.840 | ≤500m.
P=1324 | X=0111.170-0378.690 | Y=0462.380-0473.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1324 | X=0111.170-0373.660 | Y=0473.900-0485.140 | khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường
P=1324 | X=0111.170-0379.900 | Y=0485.420-0496.660 | Trảng Bom - Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện
P=1324 | X=0111.170-0282.950 | Y=0496.940-0508.180 | trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0091.940-0342.720 | Y=0513.460-0525.460 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1324 | X=0408.860-0425.500 | Y=0513.460-0522.780 | 620
P=1324 | X=0456.410-0473.050 | Y=0513.460-0522.780 | 430
P=1324 | X=0505.630-0522.270 | Y=0513.460-0522.780 | 370
P=1324 | X=0111.170-0364.480 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1324 | X=0111.170-0206.120 | Y=0543.290-0554.530 | >500m đến ≤1.000m.
P=1324 | X=0111.170-0334.340 | Y=0560.810-0572.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1324 | X=0111.170-0378.690 | Y=0578.570-0589.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1324 | X=0111.170-0373.660 | Y=0590.090-0601.330 | khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường
P=1324 | X=0111.170-0379.900 | Y=0601.610-0612.850 | Trảng Bom - Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện
P=1324 | X=0111.170-0282.950 | Y=0613.130-0624.370 | trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0091.940-0108.580 | Y=0621.030-0630.350 | 130
P=1324 | X=0408.860-0425.500 | Y=0621.030-0630.350 | 410
P=1324 | X=0456.410-0473.050 | Y=0621.030-0630.350 | 290
P=1324 | X=0505.630-0522.270 | Y=0621.030-0630.350 | 250
P=1324 | X=0111.170-0352.280 | Y=0630.670-0641.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1324 | X=0111.170-0153.310 | Y=0644.070-0653.390 | >1.000m.
P=1324 | X=0111.170-0334.810 | Y=0659.710-0670.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1324 | X=0111.170-0384.680 | Y=0677.470-0688.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1324 | X=0091.940-0366.910 | Y=0688.750-0699.990 | 131 ra Đường vào khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa
P=1324 | X=0408.860-0425.500 | Y=0690.630-0699.950 | 750
P=1324 | X=0456.410-0473.050 | Y=0690.630-0699.950 | 530
P=1324 | X=0505.630-0522.270 | Y=0690.630-0699.950 | 450
P=1324 | X=0111.170-0372.670 | Y=0700.290-0711.530 | đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp ranh xã
P=1325 | X=0111.170-0361.700 | Y=0072.500-0083.740 | Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0111.170-0342.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1325 | X=0111.170-0352.280 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1325 | X=0111.170-0144.690 | Y=0119.090-0130.330 | ≤500m.
P=1325 | X=0111.170-0384.680 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1325 | X=0111.170-0366.910 | Y=0148.370-0159.610 | ra Đường vào khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa
P=1325 | X=0111.170-0372.670 | Y=0159.650-0170.890 | đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp ranh xã
P=1325 | X=0111.170-0361.700 | Y=0171.170-0182.410 | Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0091.940-0342.720 | Y=0187.930-0199.930 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1325 | X=0408.860-0425.500 | Y=0187.930-0197.250 | 560
P=1325 | X=0456.410-0473.050 | Y=0187.930-0197.250 | 390
P=1325 | X=0505.630-0522.270 | Y=0187.930-0197.250 | 340
P=1325 | X=0111.170-0364.480 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1325 | X=0111.170-0206.120 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1325 | X=0111.170-0334.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1325 | X=0111.170-0384.680 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1325 | X=0111.170-0366.910 | Y=0264.550-0275.790 | ra Đường vào khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa
P=1325 | X=0111.170-0372.670 | Y=0276.070-0287.310 | đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp ranh xã
P=1325 | X=0111.170-0361.700 | Y=0287.620-0298.860 | Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0091.940-0108.580 | Y=0295.500-0304.820 | 133
P=1325 | X=0408.860-0425.500 | Y=0295.500-0304.820 | 370
P=1325 | X=0456.410-0473.050 | Y=0295.500-0304.820 | 260
P=1325 | X=0505.630-0522.270 | Y=0295.500-0304.820 | 220
P=1325 | X=0111.170-0352.280 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1325 | X=0111.170-0153.310 | Y=0318.540-0327.860 | >1.000m.
P=1325 | X=0111.170-0334.810 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1325 | X=0220.150-0280.980 | Y=0351.700-0362.940 | Đường Trảng
P=1325 | X=0111.170-0219.190 | Y=0357.460-0368.700 | Đường Sông Trầu - Cây
P=1325 | X=0301.080-0383.000 | Y=0363.220-0374.460 | Đường 19 tháng 5
P=1325 | X=0091.940-0108.580 | Y=0365.100-0374.420 | 134
P=1325 | X=0220.150-0278.110 | Y=0365.100-0374.420 | Bom - Thanh
P=1325 | X=0400.700-0425.750 | Y=0365.100-0374.420 | 2.100
P=1325 | X=0448.250-0473.300 | Y=0365.100-0374.420 | 1.500
P=1325 | X=0497.470-0522.520 | Y=0365.100-0374.420 | 1.300
P=1325 | X=0111.170-0188.060 | Y=0370.880-0380.200 | Gáo - Sông Thao
P=1325 | X=0220.150-0240.860 | Y=0376.640-0385.960 | Bình
P=1325 | X=0111.170-0359.490 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1325 | X=0111.170-0364.530 | Y=0404.040-0415.280 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng
P=1325 | X=0111.170-0367.630 | Y=0415.560-0426.800 | Bom - Thanh Bình đến Đường 19 tháng 5 có hiện trạng là
P=1325 | X=0111.170-0246.940 | Y=0427.080-0438.320 | đường nhựa, bê tông xi măng:
P=1325 | X=0091.940-0108.580 | Y=0434.960-0444.280 | 135
P=1325 | X=0408.860-0425.500 | Y=0434.960-0444.280 | 960
P=1325 | X=0456.410-0473.050 | Y=0434.960-0444.280 | 670
P=1325 | X=0505.630-0522.270 | Y=0434.960-0444.280 | 580
P=1325 | X=0111.170-0342.250 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1325 | X=0111.170-0352.280 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1325 | X=0111.170-0144.690 | Y=0473.660-0484.900 | ≤500m.
P=1325 | X=0111.170-0359.490 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1325 | X=0111.170-0364.530 | Y=0502.940-0514.180 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng
P=1325 | X=0111.170-0367.630 | Y=0514.220-0525.460 | Bom - Thanh Bình đến Đường 19 tháng 5 có hiện trạng là
P=1325 | X=0111.170-0246.940 | Y=0525.740-0536.980 | đường nhựa, bê tông xi măng:
P=1325 | X=0091.940-0342.720 | Y=0542.530-0554.530 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1325 | X=0408.860-0425.500 | Y=0542.530-0551.850 | 760
P=1325 | X=0456.410-0473.050 | Y=0542.530-0551.850 | 530
P=1325 | X=0505.630-0522.270 | Y=0542.530-0551.850 | 460
P=1325 | X=0111.170-0364.480 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1325 | X=0111.170-0206.120 | Y=0572.330-0583.570 | >500m đến ≤1.000m.
P=1325 | X=0111.170-0334.340 | Y=0589.850-0601.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1325 | X=0111.170-0359.490 | Y=0607.610-0618.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1325 | X=0111.170-0364.530 | Y=0619.150-0630.390 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng
P=1325 | X=0111.170-0367.630 | Y=0630.670-0641.910 | Bom - Thanh Bình đến Đường 19 tháng 5 có hiện trạng là
P=1325 | X=0111.170-0246.940 | Y=0642.190-0653.430 | đường nhựa, bê tông xi măng:
P=1325 | X=0091.940-0108.580 | Y=0650.070-0659.390 | 137
P=1325 | X=0408.860-0425.500 | Y=0650.070-0659.390 | 550
P=1325 | X=0456.410-0473.050 | Y=0650.070-0659.390 | 390
P=1325 | X=0505.630-0522.270 | Y=0650.070-0659.390 | 330
P=1325 | X=0111.170-0352.280 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1325 | X=0111.170-0153.310 | Y=0673.110-0682.430 | >1.000m.
P=1325 | X=0111.170-0334.810 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1325 | X=0091.940-0384.680 | Y=0706.290-0717.530 | 138 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1325 | X=0408.860-0425.500 | Y=0708.180-0717.500 | 860
P=1325 | X=0456.410-0473.050 | Y=0708.180-0717.500 | 600
P=1325 | X=0505.630-0522.270 | Y=0708.180-0717.500 | 520
P=1326 | X=0111.170-0381.820 | Y=0072.500-0083.740 | ra Đường Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường
P=1326 | X=0111.170-0360.220 | Y=0084.020-0095.260 | Trảng Bom - Thanh Bình đến Đường 19 tháng 5 có hiện
P=1326 | X=0111.170-0282.950 | Y=0095.540-0106.780 | trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0111.170-0342.250 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1326 | X=0111.170-0352.280 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1326 | X=0111.170-0144.690 | Y=0142.130-0153.370 | ≤500m.
P=1326 | X=0111.170-0384.680 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1326 | X=0111.170-0381.820 | Y=0171.170-0182.410 | ra Đường Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường
P=1326 | X=0111.170-0360.220 | Y=0182.690-0193.930 | Trảng Bom - Thanh Bình đến Đường 19 tháng 5 có hiện
P=1326 | X=0111.170-0282.950 | Y=0194.210-0205.450 | trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0091.940-0342.720 | Y=0210.990-0222.990 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1326 | X=0408.860-0425.500 | Y=0210.990-0220.310 | 680
P=1326 | X=0456.410-0473.050 | Y=0210.990-0220.310 | 480
P=1326 | X=0505.630-0522.270 | Y=0210.990-0220.310 | 410
P=1326 | X=0111.170-0364.480 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1326 | X=0111.170-0206.120 | Y=0240.790-0252.030 | >500m đến ≤1.000m.
P=1326 | X=0111.170-0334.340 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1326 | X=0111.170-0384.680 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1326 | X=0111.170-0381.820 | Y=0287.620-0298.860 | ra Đường Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường
P=1326 | X=0111.170-0360.220 | Y=0299.140-0310.380 | Trảng Bom - Thanh Bình đến Đường 19 tháng 5 có hiện
P=1326 | X=0111.170-0282.950 | Y=0310.660-0321.900 | trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0091.940-0108.580 | Y=0318.540-0327.860 | 140
P=1326 | X=0408.860-0425.500 | Y=0318.540-0327.860 | 500
P=1326 | X=0456.410-0473.050 | Y=0318.540-0327.860 | 350
P=1326 | X=0505.630-0522.270 | Y=0318.540-0327.860 | 300
P=1326 | X=0111.170-0352.280 | Y=0327.940-0339.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1326 | X=0111.170-0153.310 | Y=0341.340-0350.660 | >1.000m.
P=1326 | X=0111.170-0334.810 | Y=0356.980-0368.220 | - Có bề rộng <3m, cách đường giao thông >200m.
