TABLE=033 | AREA=Xã Sông Ray | SECTION=non-agricultural | SEGMENTS=1
P=1164 | X=0111.410-0385.430 | Y=0381.000-0392.240 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1164 | X=0111.410-0318.260 | Y=0392.520-0403.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1164 | X=0092.180-0342.960 | Y=0410.040-0424.360 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1164 | X=0413.900-0430.540 | Y=0415.040-0424.360 | 590
P=1164 | X=0461.690-0478.330 | Y=0415.040-0424.360 | 410
P=1164 | X=0505.390-0522.030 | Y=0415.040-0424.360 | 350
P=1164 | X=0111.410-0364.720 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1164 | X=0111.410-0206.360 | Y=0439.080-0450.320 | >500m đến ≤1.000m.
P=1164 | X=0111.410-0334.580 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1164 | X=0111.410-0385.340 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
P=1164 | X=0111.410-0385.430 | Y=0485.900-0497.140 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1164 | X=0111.410-0318.260 | Y=0497.420-0508.660 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1164 | X=0092.180-0108.820 | Y=0511.060-0520.380 | 137
P=1164 | X=0413.900-0430.540 | Y=0511.060-0520.380 | 530
P=1164 | X=0461.690-0478.330 | Y=0511.060-0520.380 | 370
P=1164 | X=0505.390-0522.030 | Y=0511.060-0520.380 | 320
P=1164 | X=0111.410-0352.520 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1164 | X=0111.410-0153.550 | Y=0528.100-0537.420 | >1.000m.
P=1164 | X=0111.410-0335.050 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1164 | X=0111.410-0384.920 | Y=0561.530-0572.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1164 | X=0111.410-0381.580 | Y=0573.050-0584.290 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1164 | X=0111.410-0360.440 | Y=0584.570-0595.810 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1164 | X=0092.180-0139.410 | Y=0596.090-0607.530 | 138 măng:
P=1164 | X=0413.900-0430.540 | Y=0598.210-0607.530 | 680
P=1164 | X=0461.690-0478.330 | Y=0598.210-0607.530 | 480
P=1164 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 410
P=1164 | X=0111.410-0342.490 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1164 | X=0111.410-0388.600 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1164 | X=0111.410-0384.920 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1164 | X=0111.410-0381.580 | Y=0660.430-0671.670 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1164 | X=0092.180-0360.440 | Y=0671.950-0686.030 | 139 Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1164 | X=0413.900-0430.540 | Y=0676.710-0686.030 | 530
P=1164 | X=0461.690-0478.330 | Y=0676.710-0686.030 | 370
P=1164 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 320
P=1164 | X=0111.410-0139.410 | Y=0683.470-0694.710 | măng:
P=1164 | X=0111.410-0342.960 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1165 | X=0111.410-0364.720 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1165 | X=0111.410-0206.360 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1165 | X=0111.410-0334.580 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1165 | X=0111.410-0384.920 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1165 | X=0111.410-0381.580 | Y=0136.850-0148.090 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1165 | X=0111.410-0360.440 | Y=0148.370-0159.610 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1165 | X=0111.410-0139.410 | Y=0159.650-0170.890 | măng:
P=1165 | X=0092.180-0108.820 | Y=0167.530-0176.850 | 140
P=1165 | X=0413.900-0430.540 | Y=0167.530-0176.850 | 480
P=1165 | X=0461.690-0478.330 | Y=0167.530-0176.850 | 340
P=1165 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 290
P=1165 | X=0111.410-0352.520 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1165 | X=0111.410-0153.550 | Y=0190.570-0199.890 | >1.000m.
P=1165 | X=0111.410-0335.050 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1165 | X=0303.240-0381.910 | Y=0223.990-0235.230 | Hết ranh thửa đất
P=1165 | X=0303.240-0379.400 | Y=0235.510-0246.750 | số 297, tờ BĐĐC
P=1165 | X=0303.240-0377.230 | Y=0248.910-0258.230 | số 89 về bên trái
P=1165 | X=0111.410-0217.100 | Y=0258.550-0269.790 | Đường tỉnh 765 đi Làng
P=1165 | X=0303.240-0377.030 | Y=0260.430-0269.750 | và hết ranh thửa
P=1165 | X=0220.630-0290.830 | Y=0264.310-0275.550 | Đường tỉnh 765
P=1165 | X=0092.180-0108.820 | Y=0266.190-0275.510 | 141
P=1165 | X=0405.740-0430.790 | Y=0266.190-0275.510 | 1.400
P=1165 | X=0461.690-0478.330 | Y=0266.190-0275.510 | 980
P=1165 | X=0505.390-0522.030 | Y=0266.190-0275.510 | 840
P=1165 | X=0303.240-0365.080 | Y=0270.070-0281.310 | đất số 117, tờ
P=1165 | X=0111.410-0145.970 | Y=0271.950-0281.270 | Dân tộc
P=1165 | X=0303.240-0372.470 | Y=0281.620-0292.860 | BĐĐC số 89 về
P=1165 | X=0303.240-0383.950 | Y=0295.020-0304.340 | bên phải, xã Sông
P=1165 | X=0303.240-0321.010 | Y=0306.540-0315.860 | Ray
P=1165 | X=0111.410-0378.950 | Y=0322.420-0333.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1165 | X=0111.410-0371.490 | Y=0333.700-0344.940 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1165 | X=0111.410-0380.620 | Y=0345.220-0356.460 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1165 | X=0111.410-0383.980 | Y=0356.740-0367.980 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1165 | X=0092.180-0108.820 | Y=0364.620-0373.940 | 142
P=1165 | X=0413.900-0430.540 | Y=0364.620-0373.940 | 700
P=1165 | X=0461.690-0478.330 | Y=0364.620-0373.940 | 490
P=1165 | X=0505.390-0522.030 | Y=0364.620-0373.940 | 420
P=1165 | X=0111.410-0283.190 | Y=0368.280-0379.520 | trạng là đường nhựa, bê tông xi măng:
P=1165 | X=0111.410-0342.490 | Y=0385.800-0397.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1165 | X=0111.410-0388.600 | Y=0403.320-0414.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1165 | X=0111.410-0378.950 | Y=0421.080-0432.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1165 | X=0111.410-0371.490 | Y=0432.600-0443.840 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1165 | X=0111.410-0380.620 | Y=0444.120-0455.360 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1165 | X=0111.410-0383.980 | Y=0455.660-0466.900 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1165 | X=0111.410-0283.190 | Y=0467.180-0478.420 | trạng là đường nhựa, bê tông xi măng:
P=1165 | X=0092.180-0108.820 | Y=0477.940-0487.260 | 143
P=1165 | X=0413.900-0430.540 | Y=0477.940-0487.260 | 590
P=1165 | X=0461.690-0478.330 | Y=0477.940-0487.260 | 410
P=1165 | X=0505.390-0522.030 | Y=0477.940-0487.260 | 350
P=1165 | X=0111.410-0342.960 | Y=0484.460-0495.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1165 | X=0111.410-0364.720 | Y=0501.980-0513.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1165 | X=0111.410-0206.360 | Y=0513.500-0524.740 | >500m đến ≤1.000m.
P=1165 | X=0111.410-0334.580 | Y=0531.020-0542.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1165 | X=0111.410-0378.950 | Y=0548.810-0560.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1165 | X=0111.410-0371.490 | Y=0560.330-0571.570 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1165 | X=0111.410-0380.620 | Y=0571.850-0583.090 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1165 | X=0111.410-0383.980 | Y=0583.370-0594.610 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1165 | X=0092.180-0283.220 | Y=0594.890-0606.330 | 144 trạng là đường nhựa, bê tông xi măng:
P=1165 | X=0413.900-0430.540 | Y=0597.010-0606.330 | 470
P=1165 | X=0461.690-0478.330 | Y=0597.010-0606.330 | 330
P=1165 | X=0505.390-0522.030 | Y=0597.010-0606.330 | 280
P=1165 | X=0111.410-0352.520 | Y=0612.410-0623.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1165 | X=0111.410-0153.550 | Y=0625.830-0635.150 | >1.000m.
P=1165 | X=0111.410-0335.050 | Y=0641.470-0652.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1165 | X=0111.410-0384.920 | Y=0659.230-0670.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1165 | X=0111.410-0376.050 | Y=0670.510-0681.750 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1165 | X=0092.180-0378.440 | Y=0682.030-0693.270 | 145 đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1165 | X=0413.900-0430.540 | Y=0683.910-0693.230 | 630
P=1165 | X=0461.690-0478.330 | Y=0683.910-0693.230 | 440
P=1165 | X=0505.390-0522.030 | Y=0683.910-0693.230 | 380
P=1165 | X=0111.410-0365.230 | Y=0693.550-0704.790 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã
P=1165 | X=0111.410-0364.810 | Y=0705.090-0716.330 | Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1166 | X=0111.410-0342.490 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1166 | X=0111.410-0388.600 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1166 | X=0111.410-0384.920 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1166 | X=0111.410-0376.050 | Y=0125.330-0136.570 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1166 | X=0111.410-0378.440 | Y=0136.850-0148.090 | đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1166 | X=0111.410-0365.260 | Y=0148.370-0159.610 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã
P=1166 | X=0111.410-0364.810 | Y=0159.650-0170.890 | Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1166 | X=0092.180-0108.820 | Y=0170.650-0179.970 | 146
P=1166 | X=0413.900-0430.540 | Y=0170.650-0179.970 | 530
P=1166 | X=0461.690-0478.330 | Y=0170.650-0179.970 | 370
P=1166 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 320
P=1166 | X=0111.410-0342.960 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1166 | X=0111.410-0364.720 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1166 | X=0111.410-0206.360 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=1166 | X=0111.410-0334.580 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1166 | X=0111.410-0384.920 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1166 | X=0111.410-0376.050 | Y=0253.030-0264.270 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1166 | X=0111.410-0378.440 | Y=0264.550-0275.790 | đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1166 | X=0111.410-0365.230 | Y=0276.070-0287.310 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã
P=1166 | X=0092.180-0364.840 | Y=0287.620-0299.060 | 147 Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1166 | X=0413.900-0430.540 | Y=0289.740-0299.060 | 420
P=1166 | X=0461.690-0478.330 | Y=0289.740-0299.060 | 290
P=1166 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 250
P=1166 | X=0111.410-0352.520 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1166 | X=0111.410-0153.550 | Y=0318.540-0327.860 | >1.000m.
P=1166 | X=0111.410-0335.050 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
