TABLE=044 | AREA=Xã Phú Vinh | SECTION=non-agricultural | SEGMENTS=1
P=1544 | X=0111.410-0342.490 | Y=0579.050-0590.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1544 | X=0111.410-0388.600 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1544 | X=0111.410-0384.920 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1544 | X=0111.410-0368.140 | Y=0625.870-0637.110 | ra Đường liên ấp 6-7 đoạn từ Đường 120 đến Đường ven
P=1544 | X=0111.410-0387.160 | Y=0637.390-0648.630 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=1544 | X=0092.180-0342.960 | Y=0654.910-0668.990 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1544 | X=0413.900-0430.540 | Y=0659.670-0668.990 | 170
P=1544 | X=0461.690-0478.330 | Y=0659.670-0668.990 | 120
P=1544 | X=0505.390-0522.030 | Y=0659.670-0668.990 | 100
P=1544 | X=0111.410-0364.720 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1544 | X=0111.410-0206.360 | Y=0683.950-0695.190 | >500m đến ≤1.000m.
P=1544 | X=0111.410-0334.580 | Y=0701.490-0712.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1545 | X=0111.410-0384.920 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1545 | X=0111.410-0368.140 | Y=0090.020-0101.260 | ra Đường liên ấp 6-7 đoạn từ Đường 120 đến Đường ven
P=1545 | X=0111.410-0387.160 | Y=0101.540-0112.780 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=1545 | X=0092.180-0108.820 | Y=0115.180-0124.500 | 140
P=1545 | X=0413.900-0430.540 | Y=0115.180-0124.500 | 110
P=1545 | X=0467.450-0478.570 | Y=0115.180-0124.500 | 80
P=1545 | X=0511.150-0522.270 | Y=0115.180-0124.500 | 70
P=1545 | X=0111.410-0352.520 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1545 | X=0111.410-0153.550 | Y=0132.490-0141.810 | >1.000m.
P=1545 | X=0111.410-0335.050 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông >200m.
