TABLE=005 | AREA=Phường Trảng Dài | SECTION=non-agricultural | SEGMENTS=1
P=0184 | X=0107.090-0384.260 | Y=0182.450-0193.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0184 | X=0107.090-0392.350 | Y=0200.230-0211.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0184 | X=0107.090-0370.040 | Y=0211.750-0222.990 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4
P=0184 | X=0107.090-0393.580 | Y=0223.270-0234.510 | phường Trảng Dài đến đường Nguyễn Thái Học đoạn từ Đường
P=0184 | X=0107.090-0381.820 | Y=0234.790-0246.030 | Trần Văn Xã (từ đường Bùi Trọng Nghĩa đến đường D2 - Khu
P=0184 | X=0107.090-0398.230 | Y=0246.310-0257.550 | dân cư Phú Gia 2) đến Hết ranh thửa đất số 241, tờ BĐĐC số 42;
P=0184 | X=0107.090-0372.220 | Y=0257.830-0269.070 | bên phải: hết ranh thửa đất số 262, tờ BĐĐC số 42 phường
P=0184 | X=0092.900-0360.490 | Y=0268.590-0280.590 | 97 Trảng Dài có hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0416.540-0441.590 | Y=0268.590-0277.910 | 4.200
P=0184 | X=0457.850-0482.900 | Y=0268.590-0277.910 | 2.900
P=0184 | X=0497.230-0522.280 | Y=0268.590-0277.910 | 2.500
P=0184 | X=0107.090-0330.260 | Y=0286.900-0298.140 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0184 | X=0107.090-0393.980 | Y=0304.420-0315.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0184 | X=0107.090-0160.050 | Y=0315.700-0326.940 | đến ≤600m.
P=0184 | X=0107.090-0330.260 | Y=0333.220-0344.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0184 | X=0107.090-0392.350 | Y=0350.980-0362.220 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0184 | X=0107.090-0370.040 | Y=0362.500-0373.740 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4
P=0184 | X=0107.090-0393.580 | Y=0374.040-0385.280 | phường Trảng Dài đến đường Nguyễn Thái Học đoạn từ Đường
P=0184 | X=0107.090-0381.820 | Y=0385.560-0396.800 | Trần Văn Xã (từ đường Bùi Trọng Nghĩa đến đường D2 - Khu
P=0184 | X=0107.090-0398.230 | Y=0397.080-0408.320 | dân cư Phú Gia 2) đến Hết ranh thửa đất số 241, tờ BĐĐC số 42;
P=0184 | X=0092.900-0104.020 | Y=0404.960-0414.280 | 98
P=0184 | X=0416.540-0441.590 | Y=0404.960-0414.280 | 3.100
P=0184 | X=0457.850-0482.900 | Y=0404.960-0414.280 | 2.200
P=0184 | X=0497.230-0522.280 | Y=0404.960-0414.280 | 1.900
P=0184 | X=0107.090-0372.220 | Y=0408.600-0419.840 | bên phải: hết ranh thửa đất số 262, tờ BĐĐC số 42 phường
P=0184 | X=0107.090-0360.490 | Y=0420.120-0431.360 | Trảng Dài có hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0107.090-0384.500 | Y=0437.640-0448.880 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0184 | X=0107.090-0333.380 | Y=0455.180-0466.420 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0184 | X=0228.820-0307.380 | Y=0474.820-0484.140 | Bên trái: Hết ranh
P=0184 | X=0228.820-0301.710 | Y=0484.220-0495.460 | thửa đất số 241,
P=0184 | X=0107.090-0219.030 | Y=0489.980-0501.220 | Đường nối tiếp từ đường
P=0184 | X=0228.820-0299.310 | Y=0495.740-0506.980 | tờ BĐĐC số 42;
P=0184 | X=0107.090-0203.400 | Y=0501.500-0512.740 | Trần Văn Xã qua Văn
P=0184 | X=0228.820-0380.140 | Y=0507.260-0518.500 | bên phải: hết ranh Đường Nguyễn
P=0184 | X=0092.900-0224.070 | Y=0513.020-0524.260 | 99 phòng KP4 phường Trảng
P=0184 | X=0411.020-0441.590 | Y=0514.900-0524.220 | 16.900
P=0184 | X=0452.330-0522.280 | Y=0514.900-0524.220 | 11.800 10.100
P=0184 | X=0228.820-0351.480 | Y=0518.780-0530.020 | thửa đất số 262, Thái Học
P=0184 | X=0107.090-0211.600 | Y=0524.540-0535.780 | Dài đến đường Nguyễn
P=0184 | X=0228.820-0296.580 | Y=0530.300-0541.540 | tờ BĐĐC số 42
P=0184 | X=0107.090-0147.410 | Y=0537.970-0547.290 | Thái Học
P=0184 | X=0228.820-0293.460 | Y=0541.850-0553.090 | phường Trảng
P=0184 | X=0228.820-0243.780 | Y=0555.250-0564.570 | Dài
P=0184 | X=0107.090-0390.700 | Y=0571.130-0582.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp
P=0184 | X=0107.090-0385.420 | Y=0582.650-0593.890 | từ đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài
P=0184 | X=0107.090-0395.110 | Y=0594.170-0605.410 | đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất
P=0184 | X=0107.090-0384.520 | Y=0605.690-0616.930 | số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262, tờ
P=0184 | X=0090.020-0395.250 | Y=0617.230-0628.670 | 100 BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0184 | X=0416.540-0441.590 | Y=0619.350-0628.670 | 9.000
P=0184 | X=0457.850-0482.900 | Y=0619.350-0628.670 | 6.300
P=0184 | X=0497.230-0522.280 | Y=0619.350-0628.670 | 5.400
P=0184 | X=0107.090-0300.700 | Y=0628.510-0639.750 | hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0107.090-0330.000 | Y=0646.030-0657.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0184 | X=0107.090-0384.260 | Y=0663.550-0674.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0184 | X=0107.090-0390.700 | Y=0681.310-0692.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp
P=0184 | X=0090.020-0385.420 | Y=0692.830-0704.070 | 101 từ đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài
P=0184 | X=0416.540-0441.590 | Y=0694.710-0704.030 | 4.700
P=0184 | X=0457.850-0482.900 | Y=0694.710-0704.030 | 3.300
P=0184 | X=0497.230-0522.280 | Y=0694.710-0704.030 | 2.800
P=0184 | X=0107.090-0395.110 | Y=0704.370-0715.610 | đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất
P=0185 | X=0107.090-0384.520 | Y=0072.500-0083.740 | số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262, tờ
P=0185 | X=0107.090-0395.250 | Y=0084.020-0095.260 | BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0185 | X=0107.090-0300.700 | Y=0095.540-0106.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0107.090-0330.260 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0185 | X=0107.090-0393.980 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0185 | X=0107.090-0160.050 | Y=0142.130-0153.370 | đến ≤600m.
P=0185 | X=0107.090-0330.260 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0185 | X=0107.090-0390.700 | Y=0177.170-0188.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp
P=0185 | X=0107.090-0385.420 | Y=0188.690-0199.930 | từ đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài
P=0185 | X=0107.090-0395.110 | Y=0200.230-0211.470 | đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất
P=0185 | X=0107.090-0384.520 | Y=0211.750-0222.990 | số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262, tờ
P=0185 | X=0090.020-0395.250 | Y=0223.270-0234.710 | 102 BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0185 | X=0416.540-0441.590 | Y=0225.390-0234.710 | 3.400
P=0185 | X=0457.850-0482.900 | Y=0225.390-0234.710 | 2.400
P=0185 | X=0497.230-0522.280 | Y=0225.390-0234.710 | 2.000
P=0185 | X=0107.090-0300.700 | Y=0234.790-0246.030 | hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0107.090-0384.500 | Y=0252.310-0263.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0185 | X=0107.090-0330.730 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0185 | X=0107.090-0392.350 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0107.090-0370.040 | Y=0299.140-0310.380 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4
P=0185 | X=0107.090-0399.150 | Y=0310.660-0321.900 | phường Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái:
P=0185 | X=0107.090-0377.960 | Y=0321.940-0333.180 | Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh
P=0185 | X=0090.020-0389.510 | Y=0333.460-0344.900 | 103 thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài đến Đường
P=0185 | X=0416.540-0441.590 | Y=0335.580-0344.900 | 8.100
P=0185 | X=0457.850-0482.900 | Y=0335.580-0344.900 | 5.700
P=0185 | X=0497.230-0522.280 | Y=0335.580-0344.900 | 4.900
P=0185 | X=0107.090-0394.110 | Y=0344.980-0356.220 | Nguyễn Thái Học có hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0107.090-0330.000 | Y=0362.500-0373.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0185 | X=0107.090-0384.260 | Y=0380.040-0391.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0185 | X=0107.090-0392.350 | Y=0397.800-0409.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0107.090-0370.040 | Y=0409.320-0420.560 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4
P=0185 | X=0107.090-0399.150 | Y=0420.840-0432.080 | phường Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái:
P=0185 | X=0107.090-0377.960 | Y=0432.360-0443.600 | Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh
P=0185 | X=0107.090-0389.510 | Y=0443.880-0455.120 | thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài đến Đường
P=0185 | X=0090.020-0394.140 | Y=0455.420-0469.740 | 104 Nguyễn Thái Học có hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0416.540-0441.590 | Y=0460.420-0469.740 | 4.200
P=0185 | X=0457.850-0482.900 | Y=0460.420-0469.740 | 2.900
P=0185 | X=0497.230-0522.280 | Y=0460.420-0469.740 | 2.500
P=0185 | X=0107.090-0330.260 | Y=0472.940-0484.180 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0185 | X=0107.090-0393.980 | Y=0490.220-0501.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0185 | X=0107.090-0160.050 | Y=0501.740-0512.980 | đến ≤600m.
P=0185 | X=0107.090-0330.260 | Y=0519.260-0530.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0185 | X=0107.090-0392.350 | Y=0537.050-0548.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0107.090-0370.040 | Y=0548.570-0559.810 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4
P=0185 | X=0107.090-0399.150 | Y=0560.090-0571.330 | phường Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái:
P=0185 | X=0107.090-0377.960 | Y=0571.610-0582.850 | Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh
P=0185 | X=0090.020-0389.510 | Y=0583.130-0594.570 | 105 thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài đến Đường
P=0185 | X=0416.540-0441.590 | Y=0585.250-0594.570 | 3.100
P=0185 | X=0457.850-0482.900 | Y=0585.250-0594.570 | 2.200
P=0185 | X=0497.230-0522.280 | Y=0585.250-0594.570 | 1.900
P=0185 | X=0107.090-0394.110 | Y=0594.650-0605.890 | Nguyễn Thái Học có hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0107.090-0384.500 | Y=0612.170-0623.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0185 | X=0107.090-0333.380 | Y=0629.710-0640.950 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0185 | X=0090.020-0374.100 | Y=0647.470-0658.710 | 106 Đường Thân Nhân Trung Đường tỉnh 768B Suối Săn Máu
P=0185 | X=0411.020-0441.590 | Y=0649.350-0658.670 | 15.800
P=0185 | X=0452.330-0482.900 | Y=0649.350-0658.670 | 11.100
P=0185 | X=0497.230-0522.280 | Y=0649.350-0658.670 | 9.500
P=0185 | X=0107.090-0381.080 | Y=0665.230-0676.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân
P=0185 | X=0107.090-0396.950 | Y=0676.510-0687.750 | Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu có hiện
P=0185 | X=0090.020-0278.870 | Y=0687.270-0699.270 | 107 trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0416.540-0441.610 | Y=0687.270-0696.590 | 7.800
P=0185 | X=0457.850-0482.900 | Y=0687.270-0696.590 | 5.500
P=0185 | X=0497.230-0522.280 | Y=0687.270-0696.590 | 4.700
P=0185 | X=0107.090-0330.000 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0186 | X=0107.090-0384.260 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0186 | X=0107.090-0381.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân
P=0186 | X=0107.090-0396.950 | Y=0107.780-0119.020 | Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu có hiện
P=0186 | X=0107.090-0278.870 | Y=0119.330-0130.570 | trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0090.020-0330.260 | Y=0136.850-0150.930 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0186 | X=0416.540-0441.590 | Y=0141.610-0150.930 | 4.700
P=0186 | X=0457.850-0482.900 | Y=0141.610-0150.930 | 3.300
P=0186 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 2.800
P=0186 | X=0107.090-0393.980 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0186 | X=0107.090-0160.050 | Y=0165.650-0176.890 | đến ≤600m.
P=0186 | X=0107.090-0330.260 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0186 | X=0107.090-0381.080 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân
P=0186 | X=0107.090-0396.950 | Y=0212.470-0223.710 | Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu có hiện
P=0186 | X=0107.090-0278.910 | Y=0223.990-0235.230 | trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 109
P=0186 | X=0416.540-0441.590 | Y=0231.870-0241.190 | 3.400
P=0186 | X=0457.850-0482.900 | Y=0231.870-0241.190 | 2.400
P=0186 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 2.000
P=0186 | X=0107.090-0384.500 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0186 | X=0107.090-0330.730 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0186 | X=0107.090-0392.350 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0107.090-0399.570 | Y=0288.340-0299.580 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0186 | X=0107.090-0336.250 | Y=0299.860-0311.100 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 110
P=0186 | X=0416.540-0441.590 | Y=0307.740-0317.060 | 7.000
P=0186 | X=0457.850-0482.900 | Y=0307.740-0317.060 | 4.900
P=0186 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 4.200
P=0186 | X=0107.090-0330.000 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0186 | X=0107.090-0384.260 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0186 | X=0107.090-0392.350 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0107.090-0399.570 | Y=0363.940-0375.180 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0186 | X=0107.090-0336.250 | Y=0375.480-0386.720 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0090.020-0330.260 | Y=0393.000-0407.320 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0186 | X=0416.540-0441.590 | Y=0398.000-0407.320 | 4.200
P=0186 | X=0457.850-0482.900 | Y=0398.000-0407.320 | 2.900
P=0186 | X=0497.230-0522.280 | Y=0398.000-0407.320 | 2.500
P=0186 | X=0107.090-0393.980 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0186 | X=0107.090-0160.050 | Y=0422.040-0433.280 | đến ≤600m.
P=0186 | X=0107.090-0330.260 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0186 | X=0107.090-0392.350 | Y=0457.340-0468.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0107.090-0399.570 | Y=0468.860-0480.100 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0186 | X=0107.090-0336.250 | Y=0480.380-0491.620 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0090.020-0106.660 | Y=0488.260-0497.580 | 112
P=0186 | X=0416.540-0441.590 | Y=0488.260-0497.580 | 3.100
P=0186 | X=0457.850-0482.900 | Y=0488.260-0497.580 | 2.200
P=0186 | X=0497.230-0522.280 | Y=0488.260-0497.580 | 1.900
P=0186 | X=0107.090-0384.550 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0186 | X=0107.090-0333.380 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0186 | X=0107.090-0391.840 | Y=0533.210-0544.450 | Đường Nguyễn Phúc Chu Trong phạm vi bán kính 200 mét khu
P=0186 | X=0090.020-0201.280 | Y=0544.490-0555.730 | 113 (từ cầu Săn Máu đến
P=0186 | X=0228.820-0399.580 | Y=0544.490-0555.730 | vực ngã tư Phú Thọ và chợ nhỏ Trảng
P=0186 | X=0411.020-0441.590 | Y=0546.370-0555.690 | 17.000
P=0186 | X=0452.330-0522.280 | Y=0546.370-0555.690 | 11.900 10.200
P=0186 | X=0107.090-0202.360 | Y=0556.010-0567.250 | đường Trần Văn Trà)
P=0186 | X=0228.820-0363.950 | Y=0556.010-0567.250 | Dài (giáp đường Trần Văn Xã)
P=0186 | X=0107.090-0392.630 | Y=0573.770-0585.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0186 | X=0107.090-0374.590 | Y=0585.290-0596.530 | Phúc Chu (từ cầu Săn Máu đến đường Trần Văn Trà) Trong
P=0186 | X=0107.090-0385.900 | Y=0596.810-0608.050 | phạm vi bán kính 200 mét khu vực ngã tư Phú Thọ và chợ nhỏ
P=0186 | X=0107.090-0375.100 | Y=0608.330-0619.570 | Trảng Dài (giáp đường Trần Văn Xã) có hiện trạng là đường
P=0186 | X=0090.020-0106.660 | Y=0616.210-0625.530 | 114
P=0186 | X=0416.540-0441.590 | Y=0616.210-0625.530 | 9.000
P=0186 | X=0457.850-0482.900 | Y=0616.210-0625.530 | 6.300
P=0186 | X=0497.230-0522.280 | Y=0616.210-0625.530 | 5.400
P=0186 | X=0107.090-0210.210 | Y=0619.870-0631.110 | nhựa, bê tông xi măng:
P=0186 | X=0107.090-0330.000 | Y=0637.390-0648.630 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0186 | X=0107.090-0384.260 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0186 | X=0107.090-0392.630 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0186 | X=0107.090-0374.630 | Y=0684.190-0695.430 | Phúc Chu (từ cầu Săn Máu đến đường Trần Văn Trà) Trong
P=0186 | X=0090.020-0106.660 | Y=0691.830-0701.150 | 115
P=0186 | X=0416.540-0441.590 | Y=0691.830-0701.150 | 5.200
P=0186 | X=0457.850-0482.900 | Y=0691.830-0701.150 | 3.600
P=0186 | X=0497.230-0522.280 | Y=0691.830-0701.150 | 3.100
P=0186 | X=0107.090-0385.900 | Y=0695.710-0706.950 | phạm vi bán kính 200 mét khu vực ngã tư Phú Thọ và chợ nhỏ
P=0186 | X=0107.090-0375.100 | Y=0707.250-0718.490 | Trảng Dài (giáp đường Trần Văn Xã) có hiện trạng là đường
