TABLE=010 | AREA=Phường Tam Phước | SECTION=non-agricultural | SEGMENTS=1
P=0359 | X=0405.500-0430.550 | Y=0702.420-0711.740 | 2.200
P=0359 | X=0448.010-0473.060 | Y=0702.420-0711.740 | 1.500
P=0359 | X=0497.230-0522.280 | Y=0702.420-0711.740 | 1.300
P=0359 | X=0113.330-0382.970 | Y=0706.290-0717.530 | thông ra Đường kết nối khu công nghiệp Giang Điền đoạn từ
P=0360 | X=0113.330-0376.290 | Y=0072.500-0083.740 | Vòng Xoay vào khu công nghiệp Giang Điền đến Giáp ranh
P=0360 | X=0113.330-0385.950 | Y=0084.020-0095.260 | xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=0360 | X=0113.330-0354.440 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0360 | X=0113.330-0147.090 | Y=0114.940-0124.260 | >600m.
P=0360 | X=0113.330-0339.620 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0360 | X=0113.330-0350.120 | Y=0148.370-0159.610 | Đường chuyên dùng Đường vào trường Giáp ranh
P=0360 | X=0306.120-0375.020 | Y=0159.650-0170.890 | phường Phước
P=0360 | X=0096.050-0288.030 | Y=0161.530-0170.850 | 92 vận chuyển vật liệu xây Trung cấp Phật
P=0360 | X=0405.500-0430.550 | Y=0161.530-0170.850 | 7.100
P=0360 | X=0448.010-0473.060 | Y=0161.530-0170.850 | 5.000
P=0360 | X=0497.230-0522.280 | Y=0161.530-0170.850 | 4.300
P=0360 | X=0113.330-0136.690 | Y=0173.050-0182.370 | dựng
P=0360 | X=0219.430-0237.220 | Y=0173.050-0182.370 | Học
P=0360 | X=0306.120-0323.480 | Y=0173.050-0182.370 | Tân
P=0360 | X=0113.330-0361.650 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0360 | X=0113.330-0375.340 | Y=0200.470-0211.710 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Đường
P=0360 | X=0113.330-0359.250 | Y=0211.990-0223.230 | vào trường Trung cấp Phật Học đến Giáp ranh phường
P=0360 | X=0113.330-0373.230 | Y=0223.510-0234.750 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0360 | X=0096.050-0107.170 | Y=0231.390-0240.710 | 93
P=0360 | X=0405.500-0430.550 | Y=0231.390-0240.710 | 3.800
P=0360 | X=0448.010-0473.060 | Y=0231.390-0240.710 | 2.700
P=0360 | X=0497.230-0522.280 | Y=0231.390-0240.710 | 2.300
P=0360 | X=0113.330-0336.240 | Y=0241.030-0252.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0360 | X=0113.330-0354.440 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0360 | X=0113.330-0146.850 | Y=0270.070-0281.310 | ≤400m.
P=0360 | X=0113.330-0361.650 | Y=0287.860-0299.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0360 | X=0113.330-0375.340 | Y=0299.380-0310.620 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Đường
P=0360 | X=0113.330-0359.250 | Y=0310.900-0322.140 | vào trường Trung cấp Phật Học đến Giáp ranh phường
P=0360 | X=0113.330-0373.230 | Y=0322.420-0333.660 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0360 | X=0096.050-0336.500 | Y=0338.940-0350.940 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0360 | X=0405.500-0430.550 | Y=0338.940-0348.260 | 2.900
P=0360 | X=0448.010-0473.060 | Y=0338.940-0348.260 | 2.000
P=0360 | X=0497.230-0522.280 | Y=0338.940-0348.260 | 1.700
P=0360 | X=0113.330-0366.640 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0360 | X=0113.330-0199.880 | Y=0368.760-0380.000 | >400m đến ≤600m.
P=0360 | X=0113.330-0336.500 | Y=0386.280-0397.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0360 | X=0113.330-0361.650 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0360 | X=0113.330-0375.340 | Y=0415.560-0426.800 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Đường
P=0360 | X=0113.330-0359.250 | Y=0427.080-0438.320 | vào trường Trung cấp Phật Học đến Giáp ranh phường
P=0360 | X=0113.330-0373.230 | Y=0438.600-0449.840 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0360 | X=0096.050-0107.170 | Y=0446.480-0455.800 | 95
P=0360 | X=0405.500-0430.550 | Y=0446.480-0455.800 | 2.300
P=0360 | X=0448.010-0473.060 | Y=0446.480-0455.800 | 1.600
P=0360 | X=0497.230-0522.280 | Y=0446.480-0455.800 | 1.400
P=0360 | X=0113.330-0354.440 | Y=0456.140-0467.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0360 | X=0113.330-0147.090 | Y=0469.540-0478.860 | >600m.
P=0360 | X=0113.330-0336.970 | Y=0485.180-0496.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0360 | X=0113.330-0359.240 | Y=0502.940-0514.180 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0360 | X=0113.330-0377.260 | Y=0514.220-0525.460 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0360 | X=0113.330-0369.560 | Y=0525.740-0536.980 | đoạn từ Đường vào trường Trung cấp Phật Học đến Giáp
P=0360 | X=0113.330-0371.730 | Y=0537.290-0548.530 | ranh phường Phước Tân có hiện trạng là đường nhựa, bê
P=0360 | X=0096.050-0173.490 | Y=0548.810-0560.250 | 96 tông xi măng:
P=0360 | X=0405.500-0430.550 | Y=0550.930-0560.250 | 3.400
P=0360 | X=0448.010-0473.060 | Y=0550.930-0560.250 | 2.400
P=0360 | X=0497.230-0522.280 | Y=0550.930-0560.250 | 2.000
P=0360 | X=0113.330-0336.240 | Y=0566.330-0577.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0360 | X=0113.330-0354.440 | Y=0583.850-0595.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0360 | X=0113.330-0146.850 | Y=0595.370-0606.610 | ≤400m.
P=0360 | X=0113.330-0359.240 | Y=0613.130-0624.370 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0360 | X=0113.330-0377.260 | Y=0624.670-0635.910 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0360 | X=0113.330-0369.560 | Y=0636.190-0647.430 | đoạn từ Đường vào trường Trung cấp Phật Học đến Giáp
P=0360 | X=0113.330-0371.730 | Y=0647.710-0658.950 | ranh phường Phước Tân có hiện trạng là đường nhựa, bê
P=0360 | X=0096.050-0173.490 | Y=0659.230-0670.670 | 97 tông xi măng:
P=0360 | X=0405.500-0430.550 | Y=0661.350-0670.670 | 2.600
P=0360 | X=0448.010-0473.060 | Y=0661.350-0670.670 | 1.800
P=0360 | X=0497.230-0522.280 | Y=0661.350-0670.670 | 1.600
P=0360 | X=0113.330-0336.500 | Y=0676.510-0687.750 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0360 | X=0113.330-0366.640 | Y=0694.030-0705.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0360 | X=0113.330-0199.880 | Y=0705.570-0716.810 | >400m đến ≤600m.
P=0361 | X=0113.330-0336.500 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0361 | X=0113.330-0359.240 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0361 | X=0113.330-0377.260 | Y=0107.780-0119.020 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0361 | X=0113.330-0369.560 | Y=0119.330-0130.570 | đoạn từ Đường vào trường Trung cấp Phật Học đến Giáp
P=0361 | X=0113.330-0371.730 | Y=0130.850-0142.090 | ranh phường Phước Tân có hiện trạng là đường nhựa, bê
P=0361 | X=0096.050-0173.490 | Y=0142.370-0153.810 | 98 tông xi măng:
P=0361 | X=0405.500-0430.550 | Y=0144.490-0153.810 | 2.100
P=0361 | X=0448.010-0473.060 | Y=0144.490-0153.810 | 1.500
P=0361 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 1.300
P=0361 | X=0113.330-0354.440 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0361 | X=0113.330-0147.090 | Y=0173.050-0182.370 | >600m.
P=0361 | X=0113.330-0339.620 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0361 | X=0306.120-0383.030 | Y=0206.470-0217.710 | Hết ranh phường
P=0361 | X=0096.050-0204.610 | Y=0212.230-0223.470 | 99 Đường Phùng Hưng
P=0361 | X=0219.430-0268.020 | Y=0214.110-0223.430 | Quốc lộ 51
P=0361 | X=0399.980-0430.550 | Y=0214.110-0223.430 | 10.800
P=0361 | X=0448.010-0473.060 | Y=0214.110-0223.430 | 7.600
P=0361 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 6.500
P=0361 | X=0306.120-0359.660 | Y=0217.990-0229.230 | Tam Phước
P=0361 | X=0113.330-0361.650 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0361 | X=0113.330-0380.270 | Y=0247.270-0258.510 | Phùng Hưng đoạn từ Quốc lộ 51 đến Hết ranh phường Tam
P=0361 | X=0113.330-0353.530 | Y=0258.790-0270.030 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0361 | X=0093.140-0109.780 | Y=0272.430-0281.750 | 100
P=0361 | X=0405.500-0430.550 | Y=0272.430-0281.750 | 4.500
P=0361 | X=0448.010-0473.060 | Y=0272.430-0281.750 | 3.200
P=0361 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 2.700
P=0361 | X=0113.330-0336.240 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0361 | X=0113.330-0354.440 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0361 | X=0113.330-0146.850 | Y=0305.380-0316.620 | ≤400m.
P=0361 | X=0113.330-0361.650 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0361 | X=0113.330-0380.270 | Y=0334.660-0345.900 | Phùng Hưng đoạn từ Quốc lộ 51 đến Hết ranh phường Tam
P=0361 | X=0113.330-0353.530 | Y=0345.940-0357.180 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0361 | X=0093.140-0336.500 | Y=0363.460-0377.800 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0361 | X=0405.500-0430.550 | Y=0368.480-0377.800 | 3.700
P=0361 | X=0448.010-0473.060 | Y=0368.480-0377.800 | 2.600
P=0361 | X=0497.230-0522.280 | Y=0368.480-0377.800 | 2.200
P=0361 | X=0113.330-0366.640 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0361 | X=0113.330-0199.880 | Y=0392.520-0403.760 | >400m đến ≤600m.
P=0361 | X=0113.330-0336.500 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0361 | X=0113.330-0361.650 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0361 | X=0113.330-0380.270 | Y=0439.320-0450.560 | Phùng Hưng đoạn từ Quốc lộ 51 đến Hết ranh phường Tam
P=0361 | X=0113.330-0353.530 | Y=0450.860-0462.100 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0361 | X=0093.140-0109.810 | Y=0464.500-0473.820 | 102
P=0361 | X=0405.500-0430.550 | Y=0464.500-0473.820 | 2.200
P=0361 | X=0448.010-0473.060 | Y=0464.500-0473.820 | 1.500
P=0361 | X=0497.230-0522.280 | Y=0464.500-0473.820 | 1.300
P=0361 | X=0113.330-0354.440 | Y=0468.380-0479.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0361 | X=0113.330-0147.090 | Y=0481.780-0491.100 | >600m.
P=0361 | X=0113.330-0336.970 | Y=0497.420-0508.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0361 | X=0113.330-0359.240 | Y=0515.180-0526.420 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0361 | X=0113.330-0370.140 | Y=0526.460-0537.700 | thông ra Đường Phùng Hưng đoạn từ Quốc lộ 51 đến Hết
P=0361 | X=0113.330-0374.600 | Y=0538.010-0549.250 | ranh phường Tam Phước có hiện trạng là đường nhựa, bê
P=0361 | X=0113.330-0173.490 | Y=0549.530-0560.770 | tông xi măng:
P=0361 | X=0093.140-0109.780 | Y=0557.410-0566.730 | 103
P=0361 | X=0405.500-0430.550 | Y=0557.410-0566.730 | 4.100
P=0361 | X=0448.010-0473.060 | Y=0557.410-0566.730 | 2.900
P=0361 | X=0497.230-0522.280 | Y=0557.410-0566.730 | 2.500
P=0361 | X=0113.330-0336.240 | Y=0567.050-0578.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0361 | X=0113.330-0354.440 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0361 | X=0113.330-0146.850 | Y=0596.090-0607.330 | ≤400m.
P=0361 | X=0113.330-0359.240 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0361 | X=0113.330-0370.140 | Y=0625.390-0636.630 | thông ra Đường Phùng Hưng đoạn từ Quốc lộ 51 đến Hết
P=0361 | X=0113.330-0374.600 | Y=0636.910-0648.150 | ranh phường Tam Phước có hiện trạng là đường nhựa, bê
P=0361 | X=0113.330-0173.490 | Y=0648.430-0659.670 | tông xi măng:
P=0361 | X=0093.140-0109.780 | Y=0656.310-0665.630 | 104
P=0361 | X=0405.500-0430.550 | Y=0656.310-0665.630 | 3.300
P=0361 | X=0448.010-0473.060 | Y=0656.310-0665.630 | 2.300
P=0361 | X=0497.230-0522.280 | Y=0656.310-0665.630 | 2.000
P=0361 | X=0113.330-0336.500 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0361 | X=0113.330-0366.640 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0361 | X=0113.330-0199.880 | Y=0694.750-0705.990 | >400m đến ≤600m.
P=0362 | X=0113.330-0336.500 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0362 | X=0113.330-0359.240 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0362 | X=0113.330-0370.140 | Y=0107.780-0119.020 | thông ra Đường Phùng Hưng đoạn từ Quốc lộ 51 đến Hết
P=0362 | X=0113.330-0374.600 | Y=0119.330-0130.570 | ranh phường Tam Phước có hiện trạng là đường nhựa, bê
P=0362 | X=0113.330-0173.490 | Y=0130.850-0142.090 | tông xi măng:
P=0362 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 105
P=0362 | X=0405.500-0430.550 | Y=0138.730-0148.050 | 2.000
P=0362 | X=0448.010-0473.060 | Y=0138.730-0148.050 | 1.400
P=0362 | X=0497.230-0522.280 | Y=0138.730-0148.050 | 1.200
P=0362 | X=0113.330-0354.440 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0362 | X=0113.330-0147.090 | Y=0161.530-0170.850 | >600m.
P=0362 | X=0113.330-0339.620 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0362 | X=0090.020-0178.960 | Y=0214.110-0223.430 | 11. Xã Long Thành
P=0362 | X=0482.810-0516.910 | Y=0229.990-0241.230 | Giá đất
P=0362 | X=0485.710-0513.990 | Y=0241.510-0252.750 | cơ sở
P=0362 | X=0479.450-0520.260 | Y=0254.910-0264.230 | sản xuất
P=0362 | X=0478.730-0521.090 | Y=0266.430-0275.750 | phi nông
P=0362 | X=0442.490-0476.570 | Y=0270.310-0281.550 | Giá đất
P=0362 | X=0483.530-0516.590 | Y=0277.950-0287.270 | nghiệp
P=0362 | X=0406.220-0477.660 | Y=0281.860-0293.100 | Giá đất thương
P=0362 | X=0092.180-0214.960 | Y=0287.620-0298.860 | TT Tên đường giao thông
P=0362 | X=0242.980-0288.260 | Y=0287.620-0298.860 | Điểm đầu
P=0362 | X=0336.360-0384.300 | Y=0287.620-0298.860 | Điểm cuối
P=0362 | X=0485.470-0514.510 | Y=0287.620-0298.860 | và đất
P=0362 | X=0419.690-0426.860 | Y=0293.380-0304.620 | ở
P=0362 | X=0449.450-0469.530 | Y=0295.260-0304.580 | mại,
P=0362 | X=0479.930-0520.180 | Y=0301.020-0310.340 | sử dụng
P=0362 | X=0442.010-0477.200 | Y=0306.780-0316.100 | dịch vụ
P=0362 | X=0478.970-0520.980 | Y=0312.540-0321.860 | cho hoạt
P=0362 | X=0487.630-0512.260 | Y=0322.180-0333.420 | động
P=0362 | X=0482.090-0517.750 | Y=0335.340-0344.660 | khoáng
P=0362 | X=0491.230-0508.430 | Y=0346.860-0356.180 | sản
P=0362 | X=0216.310-0298.020 | Y=0364.860-0374.180 | Ranh giới xã Long
P=0362 | X=0095.570-0179.430 | Y=0368.760-0380.000 | 1 Đường Lê Duẩn
P=0362 | X=0315.240-0390.930 | Y=0368.760-0380.000 | Đường Trần Phú
P=0362 | X=0410.780-0477.620 | Y=0370.640-0379.960 | 23.100 16.200
P=0362 | X=0491.710-0522.280 | Y=0370.640-0379.960 | 13.900
P=0362 | X=0216.310-0244.720 | Y=0376.400-0385.720 | Thành
P=0362 | X=0107.090-0395.990 | Y=0392.280-0403.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=0362 | X=0107.090-0390.230 | Y=0403.800-0415.040 | đoạn từ Ranh giới xã Long Thành đến Đường Trần Phú có hiện
P=0362 | X=0107.090-0278.870 | Y=0415.320-0426.560 | trạng là đường nhựa, bê tông xi măng:
P=0362 | X=0095.570-0101.170 | Y=0423.200-0432.520 | 2
P=0362 | X=0416.300-0441.350 | Y=0423.200-0432.520 | 9.100
P=0362 | X=0452.570-0477.620 | Y=0423.200-0432.520 | 6.400
P=0362 | X=0497.230-0522.270 | Y=0423.200-0432.520 | 5.500
P=0362 | X=0107.090-0330.000 | Y=0432.840-0444.080 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0362 | X=0107.090-0384.260 | Y=0450.380-0461.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0362 | X=0107.090-0395.990 | Y=0468.140-0479.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=0362 | X=0107.090-0390.230 | Y=0479.660-0490.900 | đoạn từ Ranh giới xã Long Thành đến Đường Trần Phú có hiện
P=0362 | X=0107.090-0278.870 | Y=0491.180-0502.420 | trạng là đường nhựa, bê tông xi măng:
P=0362 | X=0095.570-0330.260 | Y=0508.460-0522.780 | 3 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0362 | X=0416.300-0441.350 | Y=0513.460-0522.780 | 6.900
P=0362 | X=0452.570-0477.620 | Y=0513.460-0522.780 | 4.800
P=0362 | X=0497.230-0522.280 | Y=0513.460-0522.780 | 4.100
P=0362 | X=0107.090-0393.980 | Y=0525.980-0537.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0362 | X=0107.090-0160.050 | Y=0537.530-0548.770 | đến ≤600m.
P=0362 | X=0107.090-0330.260 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0362 | X=0107.090-0395.990 | Y=0572.810-0584.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=0362 | X=0107.090-0390.230 | Y=0584.330-0595.570 | đoạn từ Ranh giới xã Long Thành đến Đường Trần Phú có hiện
P=0362 | X=0107.090-0278.870 | Y=0595.850-0607.090 | trạng là đường nhựa, bê tông xi măng:
P=0362 | X=0095.570-0101.170 | Y=0603.730-0613.050 | 4
P=0362 | X=0416.300-0441.350 | Y=0603.730-0613.050 | 4.700
P=0362 | X=0452.570-0477.620 | Y=0603.730-0613.050 | 3.300
P=0362 | X=0497.230-0522.280 | Y=0603.730-0613.050 | 2.800
P=0362 | X=0107.090-0384.500 | Y=0613.370-0624.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0362 | X=0107.090-0330.730 | Y=0630.910-0642.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0362 | X=0107.090-0392.350 | Y=0648.670-0659.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0362 | X=0107.090-0386.140 | Y=0660.190-0671.430 | Đường Lê Duẩn đoạn từ Ranh giới xã Long Thành đến Đường
P=0362 | X=0107.090-0357.620 | Y=0671.710-0682.950 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0362 | X=0095.570-0101.170 | Y=0679.590-0688.910 | 5
P=0362 | X=0416.300-0441.350 | Y=0679.590-0688.910 | 8.200
P=0362 | X=0452.570-0477.620 | Y=0679.590-0688.910 | 5.700
P=0362 | X=0497.230-0522.280 | Y=0679.590-0688.910 | 4.900
P=0362 | X=0107.090-0330.000 | Y=0689.230-0700.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0362 | X=0107.090-0384.260 | Y=0706.530-0717.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0363 | X=0107.090-0392.350 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0363 | X=0107.090-0386.140 | Y=0090.020-0101.260 | Đường Lê Duẩn đoạn từ Ranh giới xã Long Thành đến Đường
P=0363 | X=0107.090-0357.620 | Y=0101.540-0112.780 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0363 | X=0095.570-0330.260 | Y=0119.090-0133.170 | 6 - Có bề rộng ≥5m, cách đường giao thông >600m.
