TABLE=015 | AREA=Xã Phước Thái | SECTION=non-agricultural | SEGMENTS=1
P=0493 | X=0092.900-0210.440 | Y=0189.170-0200.610 | 26 nhựa, bê tông xi măng:
P=0493 | X=0424.730-0449.780 | Y=0191.290-0200.610 | 2.800
P=0493 | X=0460.970-0486.020 | Y=0191.290-0200.610 | 2.000
P=0493 | X=0497.230-0522.280 | Y=0191.290-0200.610 | 1.700
P=0493 | X=0107.330-0338.410 | Y=0206.710-0217.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0493 | X=0107.330-0384.500 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0493 | X=0107.330-0392.590 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0493 | X=0107.330-0392.620 | Y=0253.750-0264.990 | Đường ấp 3- Khu Bàu Sen xã Phú Thạnh cũ đoạn từ Trạm xăng
P=0493 | X=0107.330-0379.180 | Y=0265.270-0276.510 | dầu Bảo Uyên đến Đường Vành đai 3 có hiện trạng là đường
P=0493 | X=0107.330-0210.440 | Y=0276.790-0288.030 | nhựa, bê tông xi măng:
P=0493 | X=0092.900-0338.880 | Y=0293.340-0305.580 | 27 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0493 | X=0424.730-0449.780 | Y=0293.340-0302.660 | 2.200
P=0493 | X=0460.970-0486.020 | Y=0293.340-0302.660 | 1.500
P=0493 | X=0497.230-0522.280 | Y=0293.340-0302.660 | 1.300
P=0493 | X=0107.330-0394.220 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0493 | X=0107.330-0168.450 | Y=0323.380-0334.620 | đến ≤1.000m.
P=0493 | X=0107.330-0330.500 | Y=0340.900-0352.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0493 | X=0107.330-0392.590 | Y=0358.900-0370.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0493 | X=0107.330-0392.620 | Y=0370.200-0381.440 | Đường ấp 3- Khu Bàu Sen xã Phú Thạnh cũ đoạn từ Trạm xăng
P=0493 | X=0107.330-0379.180 | Y=0381.720-0392.960 | dầu Bảo Uyên đến Đường Vành đai 3 có hiện trạng là đường
P=0493 | X=0092.900-0210.440 | Y=0393.240-0404.680 | 28 nhựa, bê tông xi măng:
P=0493 | X=0424.730-0449.780 | Y=0395.360-0404.680 | 1.500
P=0493 | X=0460.970-0486.020 | Y=0395.360-0404.680 | 1.100
P=0493 | X=0505.630-0522.270 | Y=0395.360-0404.680 | 900
P=0493 | X=0107.330-0393.120 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0493 | X=0107.330-0330.970 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0493 | X=0231.940-0314.350 | Y=0448.160-0457.480 | Giáp ranh xã Long
P=0493 | X=0092.900-0189.270 | Y=0452.060-0463.300 | 29 Đường Lý Thái Tổ
P=0493 | X=0315.000-0394.540 | Y=0452.060-0463.300 | Cầu Phước Thiền
P=0493 | X=0424.730-0449.780 | Y=0453.940-0463.260 | 9.400
P=0493 | X=0460.970-0486.020 | Y=0453.940-0463.260 | 6.600
P=0493 | X=0497.230-0522.280 | Y=0453.940-0463.260 | 5.600
P=0493 | X=0231.940-0260.350 | Y=0459.700-0469.020 | Thành
P=0493 | X=0107.330-0391.150 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0493 | X=0107.330-0387.820 | Y=0487.340-0498.580 | Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu Phước Thiền có
P=0493 | X=0107.330-0300.940 | Y=0498.860-0510.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0493 | X=0092.900-0104.020 | Y=0506.740-0516.060 | 30
P=0493 | X=0424.730-0449.780 | Y=0506.740-0516.060 | 3.900
P=0493 | X=0460.970-0486.020 | Y=0506.740-0516.060 | 2.700
P=0493 | X=0497.230-0522.280 | Y=0506.740-0516.060 | 2.300
P=0493 | X=0107.330-0330.240 | Y=0516.380-0527.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0493 | X=0107.330-0384.500 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0493 | X=0107.330-0391.150 | Y=0551.930-0563.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0493 | X=0107.330-0387.820 | Y=0563.450-0574.690 | Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu Phước Thiền có
P=0493 | X=0107.330-0300.940 | Y=0574.970-0586.210 | hiện trạng là đường nhựa, bê tông xi măng:
P=0493 | X=0092.900-0330.520 | Y=0592.250-0606.570 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0493 | X=0424.730-0449.780 | Y=0597.250-0606.570 | 3.000
P=0493 | X=0460.970-0486.020 | Y=0597.250-0606.570 | 2.100
P=0493 | X=0497.230-0522.280 | Y=0597.250-0606.570 | 1.800
P=0493 | X=0107.330-0394.220 | Y=0609.770-0621.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0493 | X=0107.330-0160.290 | Y=0621.310-0632.550 | đến ≤600m.
P=0493 | X=0107.330-0330.500 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0493 | X=0107.330-0391.150 | Y=0656.830-0668.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0493 | X=0107.330-0387.820 | Y=0668.350-0679.590 | Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu Phước Thiền có
P=0493 | X=0092.900-0300.940 | Y=0679.110-0691.110 | 32 hiện trạng là đường nhựa, bê tông xi măng:
P=0493 | X=0424.730-0449.780 | Y=0679.110-0688.430 | 2.300
P=0493 | X=0460.970-0486.020 | Y=0679.110-0688.430 | 1.600
P=0493 | X=0497.230-0522.280 | Y=0679.110-0688.430 | 1.400
P=0493 | X=0107.330-0384.740 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0494 | X=0107.330-0330.970 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0494 | X=0107.330-0392.590 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0494 | X=0107.330-0383.030 | Y=0108.260-0119.500 | Đường Lý Thái Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu
P=0494 | X=0107.330-0375.390 | Y=0119.810-0131.050 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0104.020 | Y=0127.690-0137.010 | 33
P=0494 | X=0424.730-0449.780 | Y=0127.690-0137.010 | 3.500
P=0494 | X=0460.970-0486.020 | Y=0127.690-0137.010 | 2.500
P=0494 | X=0497.230-0522.280 | Y=0127.690-0137.010 | 2.100
P=0494 | X=0107.330-0330.240 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0494 | X=0107.330-0384.500 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0494 | X=0107.330-0392.590 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0494 | X=0107.330-0383.030 | Y=0184.370-0195.610 | Đường Lý Thái Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu
P=0494 | X=0107.330-0375.390 | Y=0195.650-0206.890 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0330.500 | Y=0213.190-0227.510 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0494 | X=0424.730-0449.780 | Y=0218.190-0227.510 | 2.700
P=0494 | X=0460.970-0486.020 | Y=0218.190-0227.510 | 1.900
P=0494 | X=0497.230-0522.280 | Y=0218.190-0227.510 | 1.600
P=0494 | X=0107.330-0394.220 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0494 | X=0107.330-0160.290 | Y=0242.230-0253.470 | đến ≤600m.
P=0494 | X=0107.330-0330.500 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0494 | X=0107.330-0392.590 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0494 | X=0107.330-0383.030 | Y=0289.300-0300.540 | Đường Lý Thái Tổ đoạn từ Giáp ranh xã Long Thành đến Cầu
P=0494 | X=0107.330-0375.390 | Y=0300.820-0312.060 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0104.020 | Y=0308.700-0318.020 | 35
P=0494 | X=0424.730-0449.780 | Y=0308.700-0318.020 | 2.100
P=0494 | X=0460.970-0486.020 | Y=0308.700-0318.020 | 1.500
P=0494 | X=0497.230-0522.280 | Y=0308.700-0318.020 | 1.300
P=0494 | X=0107.330-0384.740 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0494 | X=0107.330-0330.970 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0494 | X=0315.000-0397.880 | Y=0353.860-0365.100 | Đường vào khu tái
P=0494 | X=0092.900-0189.270 | Y=0365.400-0376.640 | 36 Đường Lý Thái Tổ
P=0494 | X=0231.940-0381.980 | Y=0365.400-0376.640 | Cầu Phước Thiền định cư Phước
P=0494 | X=0419.210-0449.780 | Y=0367.280-0376.600 | 13.200
P=0494 | X=0460.970-0486.020 | Y=0367.280-0376.600 | 9.200
P=0494 | X=0497.230-0522.280 | Y=0367.280-0376.600 | 7.900
P=0494 | X=0315.000-0340.280 | Y=0378.800-0388.120 | Thiền
P=0494 | X=0107.330-0391.150 | Y=0394.920-0406.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0494 | X=0107.330-0379.820 | Y=0406.200-0417.440 | Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư
P=0494 | X=0107.330-0375.390 | Y=0417.720-0428.960 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0104.020 | Y=0425.600-0434.920 | 37
P=0494 | X=0424.730-0449.780 | Y=0425.600-0434.920 | 3.900
P=0494 | X=0460.970-0486.020 | Y=0425.600-0434.920 | 2.700
P=0494 | X=0497.230-0522.280 | Y=0425.600-0434.920 | 2.300
P=0494 | X=0107.330-0330.240 | Y=0435.240-0446.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0494 | X=0107.330-0384.500 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0494 | X=0107.330-0391.150 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0494 | X=0107.330-0379.820 | Y=0482.300-0493.540 | Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư
P=0494 | X=0107.330-0375.390 | Y=0493.820-0505.060 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0330.500 | Y=0511.340-0525.420 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0494 | X=0424.730-0449.780 | Y=0516.100-0525.420 | 3.000
P=0494 | X=0460.970-0486.020 | Y=0516.100-0525.420 | 2.100
P=0494 | X=0497.230-0522.280 | Y=0516.100-0525.420 | 1.800
P=0494 | X=0107.330-0394.220 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0494 | X=0107.330-0160.290 | Y=0540.410-0551.650 | đến ≤600m.
P=0494 | X=0107.330-0330.500 | Y=0557.930-0569.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0494 | X=0107.330-0391.150 | Y=0575.930-0587.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0494 | X=0107.330-0379.820 | Y=0587.450-0598.690 | Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư
P=0494 | X=0107.330-0375.390 | Y=0598.970-0610.210 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0494 | X=0092.900-0104.020 | Y=0606.850-0616.170 | 39
P=0494 | X=0424.730-0449.780 | Y=0606.850-0616.170 | 2.200
P=0494 | X=0460.970-0486.020 | Y=0606.850-0616.170 | 1.500
P=0494 | X=0497.230-0522.280 | Y=0606.850-0616.170 | 1.300
P=0494 | X=0107.330-0384.740 | Y=0616.270-0627.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0494 | X=0107.330-0330.970 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0494 | X=0107.330-0392.590 | Y=0651.790-0663.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0494 | X=0107.330-0400.300 | Y=0663.310-0674.550 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0494 | X=0092.900-0394.270 | Y=0674.830-0689.150 | 40 tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0494 | X=0424.730-0449.780 | Y=0679.830-0689.150 | 3.500
P=0494 | X=0460.970-0486.020 | Y=0679.830-0689.150 | 2.500
P=0494 | X=0497.230-0522.280 | Y=0679.830-0689.150 | 2.100
P=0494 | X=0107.330-0135.330 | Y=0686.350-0697.590 | măng:
P=0494 | X=0107.330-0330.240 | Y=0703.890-0715.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0495 | X=0107.330-0384.500 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0495 | X=0107.330-0392.590 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0495 | X=0107.330-0400.300 | Y=0108.260-0119.500 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0495 | X=0107.330-0394.270 | Y=0119.810-0131.050 | tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0495 | X=0107.330-0135.330 | Y=0131.330-0142.570 | măng:
P=0495 | X=0092.900-0330.500 | Y=0147.850-0160.090 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0495 | X=0424.730-0449.780 | Y=0147.850-0157.170 | 2.700
P=0495 | X=0460.970-0486.020 | Y=0147.850-0157.170 | 1.900
P=0495 | X=0497.230-0522.280 | Y=0147.850-0157.170 | 1.600
P=0495 | X=0107.330-0394.220 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0495 | X=0107.330-0160.290 | Y=0177.650-0188.890 | đến ≤600m.
P=0495 | X=0107.330-0330.500 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0495 | X=0107.330-0392.590 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0495 | X=0107.330-0400.300 | Y=0224.710-0235.950 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0495 | X=0107.330-0394.270 | Y=0236.230-0247.470 | tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0495 | X=0092.900-0135.330 | Y=0247.750-0259.190 | 42 măng:
P=0495 | X=0424.730-0449.780 | Y=0249.870-0259.190 | 2.000
P=0495 | X=0460.970-0486.020 | Y=0249.870-0259.190 | 1.400
P=0495 | X=0497.230-0522.280 | Y=0249.870-0259.190 | 1.200
P=0495 | X=0107.330-0384.740 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0495 | X=0107.330-0330.970 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0495 | X=0231.940-0301.630 | Y=0300.820-0312.060 | Đường vào khu
P=0495 | X=0315.000-0388.040 | Y=0306.580-0317.820 | Đường vào đình
P=0495 | X=0092.900-0189.270 | Y=0312.340-0323.580 | 43 Đường Lý Thái Tổ
P=0495 | X=0231.940-0312.120 | Y=0312.340-0323.580 | tái định cư Phước
P=0495 | X=0424.730-0449.780 | Y=0314.220-0323.540 | 8.600
P=0495 | X=0460.970-0486.020 | Y=0314.220-0323.540 | 6.000
P=0495 | X=0497.230-0522.280 | Y=0314.220-0323.540 | 5.200
P=0495 | X=0315.000-0357.560 | Y=0319.980-0329.300 | Phú Mỹ 2
P=0495 | X=0231.940-0257.220 | Y=0325.740-0335.060 | Thiền
P=0495 | X=0107.330-0391.150 | Y=0341.860-0353.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0495 | X=0107.330-0393.110 | Y=0353.380-0364.620 | Tổ đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường
P=0495 | X=0107.330-0400.350 | Y=0364.900-0376.140 | vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0495 | X=0092.900-0104.020 | Y=0372.800-0382.120 | 44
P=0495 | X=0424.730-0449.780 | Y=0372.800-0382.120 | 3.900
P=0495 | X=0460.970-0486.020 | Y=0372.800-0382.120 | 2.700
P=0495 | X=0497.230-0522.280 | Y=0372.800-0382.120 | 2.300
P=0495 | X=0107.330-0338.410 | Y=0382.200-0393.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0495 | X=0107.330-0384.500 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0495 | X=0107.330-0391.150 | Y=0417.720-0428.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0495 | X=0107.330-0393.110 | Y=0429.240-0440.480 | Tổ đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường
P=0495 | X=0107.330-0400.380 | Y=0440.760-0452.000 | vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0495 | X=0092.900-0338.880 | Y=0458.300-0472.620 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0495 | X=0424.730-0449.780 | Y=0463.300-0472.620 | 3.000
P=0495 | X=0460.970-0486.020 | Y=0463.300-0472.620 | 2.100
P=0495 | X=0497.230-0522.280 | Y=0463.300-0472.620 | 1.800
P=0495 | X=0107.330-0394.220 | Y=0475.820-0487.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0495 | X=0107.330-0168.450 | Y=0487.340-0498.580 | đến ≤1.000m.
P=0495 | X=0107.330-0330.500 | Y=0504.860-0516.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0495 | X=0107.330-0391.150 | Y=0522.860-0534.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0495 | X=0107.330-0393.110 | Y=0534.410-0545.650 | Tổ đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường
P=0495 | X=0107.330-0400.350 | Y=0545.930-0557.170 | vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0495 | X=0092.900-0104.020 | Y=0553.810-0563.130 | 46
P=0495 | X=0424.730-0449.780 | Y=0553.810-0563.130 | 2.200
P=0495 | X=0460.970-0486.020 | Y=0553.810-0563.130 | 1.500
P=0495 | X=0497.230-0522.280 | Y=0553.810-0563.130 | 1.300
P=0495 | X=0107.330-0393.120 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0495 | X=0107.330-0330.970 | Y=0580.970-0592.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0495 | X=0107.330-0392.590 | Y=0598.970-0610.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0495 | X=0107.330-0381.500 | Y=0610.250-0621.490 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước
P=0495 | X=0107.330-0376.540 | Y=0621.790-0633.030 | Thiền đến Đường vào đình Phú Mỹ 2 có hiện trạng là đường
P=0495 | X=0092.900-0210.440 | Y=0633.310-0644.750 | 47 nhựa, bê tông xi măng:
P=0495 | X=0424.730-0449.780 | Y=0635.430-0644.750 | 3.500
P=0495 | X=0460.970-0486.020 | Y=0635.430-0644.750 | 2.500
P=0495 | X=0497.230-0522.280 | Y=0635.430-0644.750 | 2.100
P=0495 | X=0107.330-0338.410 | Y=0650.830-0662.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0495 | X=0107.330-0384.500 | Y=0668.350-0679.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0495 | X=0107.330-0392.590 | Y=0686.350-0697.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0495 | X=0092.900-0104.020 | Y=0693.990-0703.310 | 48
P=0495 | X=0424.730-0449.780 | Y=0693.990-0703.310 | 2.700
P=0495 | X=0460.970-0486.020 | Y=0693.990-0703.310 | 1.900
P=0495 | X=0497.230-0522.280 | Y=0693.990-0703.310 | 1.600
P=0495 | X=0107.330-0381.500 | Y=0697.870-0709.110 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước
P=0496 | X=0107.330-0376.540 | Y=0072.740-0083.980 | Thiền đến Đường vào đình Phú Mỹ 2 có hiện trạng là đường
P=0496 | X=0107.330-0210.450 | Y=0084.260-0095.500 | nhựa, bê tông xi măng:
P=0496 | X=0107.330-0338.880 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0496 | X=0107.330-0394.220 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0496 | X=0107.330-0168.450 | Y=0130.850-0142.090 | đến ≤1.000m.
P=0496 | X=0107.330-0330.500 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0496 | X=0107.330-0392.590 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0496 | X=0107.330-0381.500 | Y=0177.650-0188.890 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước
