TABLE=027 | AREA=Xã Xuân Bắc | SECTION=non-agricultural | SEGMENTS=1
P=1012 | X=0107.330-0382.060 | Y=0311.380-0322.620 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường
P=1012 | X=0107.330-0371.000 | Y=0322.900-0334.140 | tỉnh 763 đến Cầu Suối Tre có hiện trạng là đường nhựa, bê
P=1012 | X=0107.330-0167.490 | Y=0334.420-0345.660 | tông xi măng:
P=1012 | X=0090.020-0338.880 | Y=0350.940-0362.940 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1012 | X=0406.940-0423.580 | Y=0350.940-0360.260 | 590
P=1012 | X=0443.450-0460.090 | Y=0350.940-0360.260 | 410
P=1012 | X=0505.390-0522.030 | Y=0350.940-0360.260 | 350
P=1012 | X=0107.330-0360.620 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1012 | X=0107.330-0202.280 | Y=0380.760-0392.000 | >500m đến ≤1.000m.
P=1012 | X=0107.330-0330.500 | Y=0398.280-0409.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1012 | X=0107.330-0380.840 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1012 | X=0107.330-0382.060 | Y=0427.560-0438.800 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường
P=1012 | X=0107.330-0371.000 | Y=0439.080-0450.320 | tỉnh 763 đến Cầu Suối Tre có hiện trạng là đường nhựa, bê
P=1012 | X=0107.330-0167.490 | Y=0450.620-0461.860 | tông xi măng:
P=1012 | X=0090.020-0106.660 | Y=0458.500-0467.820 | 133
P=1012 | X=0406.940-0423.580 | Y=0458.500-0467.820 | 480
P=1012 | X=0443.450-0460.090 | Y=0458.500-0467.820 | 340
P=1012 | X=0505.390-0522.030 | Y=0458.500-0467.820 | 290
P=1012 | X=0107.330-0348.420 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1012 | X=0107.330-0149.470 | Y=0481.540-0490.860 | >1.000m.
P=1012 | X=0107.330-0330.970 | Y=0497.180-0508.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1012 | X=0107.330-0225.270 | Y=0514.940-0526.180 | Đường Xuân Thành - Suối
P=1012 | X=0090.020-0106.660 | Y=0522.340-0531.660 | 134
P=1012 | X=0235.540-0294.640 | Y=0522.340-0531.660 | Cầu Suối Tre
P=1012 | X=0315.000-0354.920 | Y=0522.340-0531.660 | Cầu số 2
P=1012 | X=0398.780-0423.830 | Y=0522.340-0531.660 | 1.300
P=1012 | X=0443.450-0460.090 | Y=0522.340-0531.660 | 910
P=1012 | X=0505.390-0522.030 | Y=0522.340-0531.660 | 780
P=1012 | X=0107.330-0177.910 | Y=0528.100-0537.420 | Cao - Xuân Bắc
P=1012 | X=0107.330-0381.570 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1012 | X=0107.330-0377.510 | Y=0555.530-0566.770 | Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu
P=1012 | X=0107.330-0336.010 | Y=0567.050-0578.290 | số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1012 | X=0090.020-0106.660 | Y=0574.930-0584.250 | 135
P=1012 | X=0406.940-0423.580 | Y=0574.930-0584.250 | 670
P=1012 | X=0443.450-0460.090 | Y=0574.930-0584.250 | 470
P=1012 | X=0505.390-0522.030 | Y=0574.930-0584.250 | 400
P=1012 | X=0107.330-0338.420 | Y=0584.570-0595.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1012 | X=0107.330-0384.500 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1012 | X=0107.330-0381.570 | Y=0619.870-0631.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1012 | X=0107.330-0377.510 | Y=0631.390-0642.630 | Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu
P=1012 | X=0107.330-0336.010 | Y=0642.910-0654.150 | số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1012 | X=0090.020-0338.880 | Y=0660.430-0674.510 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1012 | X=0406.940-0423.580 | Y=0665.190-0674.510 | 600
P=1012 | X=0443.450-0460.090 | Y=0665.190-0674.510 | 420
P=1012 | X=0505.390-0522.030 | Y=0665.190-0674.510 | 360
P=1012 | X=0107.330-0360.620 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1012 | X=0107.330-0202.280 | Y=0689.470-0700.710 | >500m đến ≤1.000m.
P=1012 | X=0107.330-0330.500 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1013 | X=0107.330-0381.570 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1013 | X=0107.330-0377.510 | Y=0090.020-0101.260 | Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu
P=1013 | X=0107.330-0336.010 | Y=0101.540-0112.780 | số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1013 | X=0090.020-0106.660 | Y=0115.180-0124.500 | 137
P=1013 | X=0406.940-0423.580 | Y=0115.180-0124.500 | 450
P=1013 | X=0443.450-0460.090 | Y=0115.180-0124.500 | 320
P=1013 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 270
P=1013 | X=0107.330-0348.420 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1013 | X=0107.330-0149.470 | Y=0132.490-0141.810 | >1.000m.
P=1013 | X=0107.330-0330.970 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1013 | X=0107.330-0380.840 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1013 | X=0107.330-0368.620 | Y=0177.170-0188.410 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu
P=1013 | X=0107.330-0386.350 | Y=0188.690-0199.930 | Suối Tre đến Cầu số 2 có hiện trạng là đường nhựa, bê tông xi
P=1013 | X=0090.020-0135.330 | Y=0200.230-0211.670 | 138 măng:
P=1013 | X=0406.940-0423.580 | Y=0202.350-0211.670 | 600
P=1013 | X=0443.450-0460.090 | Y=0202.350-0211.670 | 420
P=1013 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 360
P=1013 | X=0107.330-0338.410 | Y=0217.750-0228.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1013 | X=0107.330-0384.500 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1013 | X=0107.330-0380.840 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1013 | X=0107.330-0368.620 | Y=0264.550-0275.790 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu
P=1013 | X=0107.330-0386.350 | Y=0276.070-0287.310 | Suối Tre đến Cầu số 2 có hiện trạng là đường nhựa, bê tông xi
P=1013 | X=0107.330-0135.330 | Y=0287.620-0298.860 | măng:
P=1013 | X=0090.020-0338.880 | Y=0304.140-0316.380 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1013 | X=0406.940-0423.580 | Y=0304.140-0313.460 | 540
P=1013 | X=0443.450-0460.090 | Y=0304.140-0313.460 | 380
P=1013 | X=0505.390-0522.030 | Y=0304.140-0313.460 | 320
P=1013 | X=0107.330-0360.620 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1013 | X=0107.330-0202.280 | Y=0333.940-0345.180 | >500m đến ≤1.000m.
P=1013 | X=0107.330-0330.500 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1013 | X=0107.330-0380.840 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1013 | X=0107.330-0368.620 | Y=0380.760-0392.000 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu
P=1013 | X=0107.330-0386.350 | Y=0392.280-0403.520 | Suối Tre đến Cầu số 2 có hiện trạng là đường nhựa, bê tông xi
P=1013 | X=0107.330-0135.330 | Y=0403.800-0415.040 | măng:
P=1013 | X=0090.020-0106.660 | Y=0411.680-0421.000 | 140
P=1013 | X=0406.940-0423.580 | Y=0411.680-0421.000 | 410
P=1013 | X=0443.450-0460.090 | Y=0411.680-0421.000 | 290
P=1013 | X=0505.390-0522.030 | Y=0411.680-0421.000 | 250
P=1013 | X=0107.330-0348.420 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1013 | X=0107.330-0149.470 | Y=0434.720-0444.040 | >1.000m.
P=1013 | X=0107.330-0330.970 | Y=0450.380-0461.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1013 | X=0107.330-0225.270 | Y=0468.140-0479.380 | Đường Xuân Thành - Suối
P=1013 | X=0315.000-0372.440 | Y=0470.020-0479.340 | Giáp ranh xã
P=1013 | X=0090.020-0106.660 | Y=0475.780-0485.100 | 141
P=1013 | X=0235.540-0275.460 | Y=0475.780-0485.100 | Cầu số 2
P=1013 | X=0398.780-0423.830 | Y=0475.780-0485.100 | 1.200
P=1013 | X=0443.450-0460.090 | Y=0475.780-0485.100 | 840
P=1013 | X=0505.390-0522.030 | Y=0475.780-0485.100 | 720
P=1013 | X=0315.000-0369.780 | Y=0479.660-0490.900 | Suối Cao cũ
P=1013 | X=0107.330-0177.910 | Y=0481.540-0490.860 | Cao - Xuân Bắc
P=1013 | X=0107.330-0381.570 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1013 | X=0107.330-0384.210 | Y=0508.940-0520.180 | Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh
P=1013 | X=0107.330-0384.990 | Y=0520.220-0531.460 | xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1013 | X=0090.020-0106.660 | Y=0528.100-0537.420 | 142
P=1013 | X=0406.940-0423.580 | Y=0528.100-0537.420 | 600
P=1013 | X=0443.450-0460.090 | Y=0528.100-0537.420 | 430
P=1013 | X=0505.390-0522.030 | Y=0528.100-0537.420 | 370
P=1013 | X=0107.330-0338.410 | Y=0537.770-0549.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1013 | X=0107.330-0384.500 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1013 | X=0107.330-0381.570 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1013 | X=0107.330-0384.210 | Y=0584.570-0595.810 | Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh
P=1013 | X=0107.330-0384.990 | Y=0596.090-0607.330 | xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1013 | X=0090.020-0338.880 | Y=0613.610-0627.710 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1013 | X=0406.940-0423.580 | Y=0618.390-0627.710 | 520
P=1013 | X=0443.450-0460.090 | Y=0618.390-0627.710 | 360
P=1013 | X=0505.390-0522.030 | Y=0618.390-0627.710 | 310
P=1013 | X=0107.330-0360.620 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1013 | X=0107.330-0202.280 | Y=0642.670-0653.910 | >500m đến ≤1.000m.
P=1013 | X=0107.330-0330.500 | Y=0660.190-0671.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1013 | X=0107.330-0381.570 | Y=0677.950-0689.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1013 | X=0090.020-0384.210 | Y=0689.470-0700.710 | 144 Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh
P=1013 | X=0406.940-0423.580 | Y=0691.350-0700.670 | 450
P=1013 | X=0443.450-0460.090 | Y=0691.350-0700.670 | 320
P=1013 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 270
P=1013 | X=0107.330-0384.990 | Y=0700.770-0712.010 | xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1014 | X=0107.330-0348.420 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1014 | X=0107.330-0149.470 | Y=0091.900-0101.220 | >1.000m.
P=1014 | X=0107.330-0330.970 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1014 | X=0107.330-0380.840 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1014 | X=0107.330-0381.830 | Y=0136.850-0148.090 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số
P=1014 | X=0107.330-0382.390 | Y=0148.370-0159.610 | 2 đến Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa,
P=1014 | X=0090.020-0181.410 | Y=0159.650-0171.330 | 145 bê tông xi măng:
P=1014 | X=0406.940-0423.580 | Y=0162.010-0171.330 | 560
P=1014 | X=0443.450-0460.090 | Y=0162.010-0171.330 | 390
P=1014 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 350
P=1014 | X=0107.330-0338.410 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1014 | X=0107.330-0384.540 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1014 | X=0107.330-0380.840 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1014 | X=0107.330-0381.830 | Y=0223.990-0235.230 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số
P=1014 | X=0107.330-0382.390 | Y=0235.510-0246.750 | 2 đến Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa,
P=1014 | X=0107.330-0181.410 | Y=0247.030-0258.270 | bê tông xi măng:
P=1014 | X=0090.020-0338.920 | Y=0263.550-0275.790 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1014 | X=0406.940-0423.580 | Y=0263.550-0272.870 | 480
P=1014 | X=0443.450-0460.090 | Y=0263.550-0272.870 | 340
P=1014 | X=0505.390-0522.030 | Y=0263.550-0272.870 | 290
P=1014 | X=0107.330-0360.620 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1014 | X=0107.330-0202.280 | Y=0293.620-0304.860 | >500m đến ≤1.000m.
P=1014 | X=0107.330-0330.500 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1014 | X=0107.330-0380.840 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1014 | X=0107.330-0381.820 | Y=0340.420-0351.660 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số
P=1014 | X=0107.330-0382.390 | Y=0351.700-0362.940 | 2 đến Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa,
P=1014 | X=0107.330-0181.410 | Y=0363.220-0374.460 | bê tông xi măng:
P=1014 | X=0090.020-0106.660 | Y=0371.120-0380.440 | 147
P=1014 | X=0406.940-0423.580 | Y=0371.120-0380.440 | 410
P=1014 | X=0443.450-0460.090 | Y=0371.120-0380.440 | 290
P=1014 | X=0505.390-0522.030 | Y=0371.120-0380.440 | 250
P=1014 | X=0107.330-0348.420 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1014 | X=0107.330-0149.470 | Y=0394.160-0403.480 | >1.000m.
P=1014 | X=0107.330-0330.970 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1014 | X=0315.000-0372.690 | Y=0427.560-0438.800 | Đường Xuân
P=1014 | X=0090.020-0162.850 | Y=0439.080-0450.320 | 148 Đường SaBi
P=1014 | X=0235.540-0372.460 | Y=0439.080-0450.320 | Đường tỉnh 763 Thành - Suối
P=1014 | X=0398.780-0423.830 | Y=0440.960-0450.280 | 1.300
P=1014 | X=0443.450-0460.090 | Y=0440.960-0450.280 | 910
P=1014 | X=0505.390-0522.030 | Y=0440.960-0450.280 | 780
P=1014 | X=0315.000-0385.580 | Y=0452.500-0461.820 | Cao - Xuân Bắc
P=1014 | X=0107.330-0379.640 | Y=0468.380-0479.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi
P=1014 | X=0107.330-0382.220 | Y=0479.900-0491.140 | đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao -
P=1014 | X=0107.330-0360.240 | Y=0491.420-0502.660 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1014 | X=0090.020-0106.660 | Y=0499.300-0508.620 | 149
P=1014 | X=0406.940-0423.580 | Y=0499.300-0508.620 | 670
P=1014 | X=0443.450-0460.090 | Y=0499.300-0508.620 | 470
P=1014 | X=0505.390-0522.030 | Y=0499.300-0508.620 | 400
P=1014 | X=0107.330-0338.410 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1014 | X=0107.330-0384.500 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1014 | X=0107.330-0379.640 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi
P=1014 | X=0107.330-0382.220 | Y=0555.530-0566.770 | đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao -
P=1014 | X=0107.330-0360.240 | Y=0567.050-0578.290 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1014 | X=0090.020-0338.880 | Y=0584.570-0598.890 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1014 | X=0406.940-0423.580 | Y=0589.570-0598.890 | 600
P=1014 | X=0443.450-0460.090 | Y=0589.570-0598.890 | 420
P=1014 | X=0505.390-0522.030 | Y=0589.570-0598.890 | 360
P=1014 | X=0107.330-0360.620 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1014 | X=0107.330-0202.280 | Y=0613.610-0624.850 | >500m đến ≤1.000m.
P=1014 | X=0107.330-0330.500 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1014 | X=0107.330-0379.640 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi
P=1014 | X=0107.330-0382.220 | Y=0660.430-0671.670 | đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao -
P=1014 | X=0090.020-0360.240 | Y=0671.950-0686.030 | 151 Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1014 | X=0406.940-0423.580 | Y=0676.710-0686.030 | 450
P=1014 | X=0443.450-0460.090 | Y=0676.710-0686.030 | 320
P=1014 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 270
P=1014 | X=0107.330-0348.420 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1014 | X=0107.330-0149.470 | Y=0702.660-0711.980 | >1.000m.
P=1015 | X=0107.330-0330.970 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1015 | X=0107.330-0380.840 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1015 | X=0107.330-0364.530 | Y=0107.780-0119.020 | ra Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân
P=1015 | X=0107.330-0384.940 | Y=0119.330-0130.570 | Thành - Suối Cao - Xuân Bắc có hiện trạng là đường nhựa, bê
P=1015 | X=0090.020-0167.490 | Y=0130.850-0142.290 | 152 tông xi măng:
P=1015 | X=0406.940-0423.580 | Y=0132.970-0142.290 | 600
P=1015 | X=0443.450-0460.090 | Y=0132.970-0142.290 | 420
P=1015 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 360
P=1015 | X=0107.330-0338.410 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1015 | X=0107.330-0384.500 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1015 | X=0107.330-0380.840 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1015 | X=0107.330-0364.530 | Y=0194.930-0206.170 | ra Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân
P=1015 | X=0107.330-0384.940 | Y=0206.470-0217.710 | Thành - Suối Cao - Xuân Bắc có hiện trạng là đường nhựa, bê
P=1015 | X=0107.330-0167.490 | Y=0217.990-0229.230 | tông xi măng:
P=1015 | X=0090.020-0338.880 | Y=0234.750-0246.750 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1015 | X=0406.940-0423.580 | Y=0234.750-0244.070 | 540
P=1015 | X=0443.450-0460.090 | Y=0234.750-0244.070 | 380
P=1015 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 320
P=1015 | X=0107.330-0360.620 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1015 | X=0107.330-0202.280 | Y=0264.550-0275.790 | >500m đến ≤1.000m.
P=1015 | X=0107.330-0330.500 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1015 | X=0107.330-0380.840 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1015 | X=0107.330-0364.530 | Y=0311.380-0322.620 | ra Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân
P=1015 | X=0107.330-0384.940 | Y=0322.900-0334.140 | Thành - Suối Cao - Xuân Bắc có hiện trạng là đường nhựa, bê
P=1015 | X=0107.330-0167.490 | Y=0334.420-0345.660 | tông xi măng:
P=1015 | X=0090.020-0106.660 | Y=0342.300-0351.620 | 154
P=1015 | X=0406.940-0423.580 | Y=0342.300-0351.620 | 410
P=1015 | X=0443.450-0460.090 | Y=0342.300-0351.620 | 290
P=1015 | X=0505.390-0522.030 | Y=0342.300-0351.620 | 250
P=1015 | X=0107.330-0348.420 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1015 | X=0107.330-0149.470 | Y=0365.100-0374.420 | >1.000m.
P=1015 | X=0107.330-0330.970 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1015 | X=0315.000-0377.030 | Y=0400.400-0409.720 | Hết ranh thửa
P=1015 | X=0315.000-0371.070 | Y=0410.040-0421.280 | đất số 12, tờ
P=1015 | X=0315.000-0384.230 | Y=0421.560-0432.800 | BĐĐC số 04 về
P=1015 | X=0235.540-0293.230 | Y=0427.320-0438.560 | Đường Xuân
P=1015 | X=0315.000-0383.580 | Y=0434.960-0444.280 | bên phải và hết
P=1015 | X=0090.020-0203.910 | Y=0438.840-0450.080 | 155 Đường vào Thác Trời
P=1015 | X=0235.540-0311.450 | Y=0440.720-0450.040 | Thành -Suối Cao
P=1015 | X=0398.780-0423.830 | Y=0440.720-0450.040 | 1.700
P=1015 | X=0435.290-0460.340 | Y=0440.720-0450.040 | 1.200
P=1015 | X=0497.230-0522.280 | Y=0440.720-0450.040 | 1.000
P=1015 | X=0315.000-0388.540 | Y=0444.600-0455.840 | ranh thửa đất số
P=1015 | X=0235.540-0284.980 | Y=0452.260-0461.580 | - Xuân Bắc
P=1015 | X=0315.000-0385.670 | Y=0456.140-0467.380 | 18, tờ BĐĐC số
P=1015 | X=0315.000-0378.500 | Y=0469.540-0478.860 | 04 về bên trái,
P=1015 | X=0315.000-0371.900 | Y=0481.060-0490.380 | xã Xuân Bắc
P=1015 | X=0107.330-0374.850 | Y=0496.940-0508.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1015 | X=0107.330-0379.100 | Y=0508.220-0519.460 | Thác Trời đoạn từ Đường Xuân Thành -Suối Cao - Xuân Bắc
P=1015 | X=0107.330-0373.890 | Y=0519.740-0530.980 | đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và
P=1015 | X=0107.330-0376.030 | Y=0531.260-0542.500 | hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân
P=1015 | X=0090.020-0106.660 | Y=0539.170-0548.490 | 156
P=1015 | X=0406.940-0423.580 | Y=0539.170-0548.490 | 860
P=1015 | X=0443.450-0460.090 | Y=0539.170-0548.490 | 600
P=1015 | X=0505.390-0522.030 | Y=0539.170-0548.490 | 520
P=1015 | X=0107.330-0334.330 | Y=0542.810-0554.050 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1015 | X=0107.330-0338.410 | Y=0560.330-0571.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1015 | X=0107.330-0384.500 | Y=0577.850-0589.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1015 | X=0107.330-0374.850 | Y=0595.610-0606.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1015 | X=0107.330-0379.100 | Y=0607.130-0618.370 | Thác Trời đoạn từ Đường Xuân Thành -Suối Cao - Xuân Bắc
P=1015 | X=0107.330-0373.890 | Y=0618.670-0629.910 | đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và
P=1015 | X=0107.330-0376.030 | Y=0630.190-0641.430 | hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân
P=1015 | X=0107.330-0334.330 | Y=0641.710-0652.950 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1015 | X=0090.020-0106.660 | Y=0652.470-0661.790 | 157
P=1015 | X=0406.940-0423.580 | Y=0652.470-0661.790 | 660
P=1015 | X=0443.450-0460.090 | Y=0652.470-0661.790 | 460
P=1015 | X=0505.390-0522.030 | Y=0652.470-0661.790 | 400
P=1015 | X=0107.330-0338.880 | Y=0659.230-0670.470 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1015 | X=0107.330-0360.620 | Y=0676.510-0687.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1015 | X=0107.330-0202.280 | Y=0688.030-0699.270 | >500m đến ≤1.000m.
P=1015 | X=0107.330-0330.500 | Y=0705.570-0716.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1016 | X=0107.330-0374.850 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1016 | X=0107.330-0379.100 | Y=0090.020-0101.260 | Thác Trời đoạn từ Đường Xuân Thành -Suối Cao - Xuân Bắc
P=1016 | X=0107.330-0373.890 | Y=0101.540-0112.780 | đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và
P=1016 | X=0107.330-0376.030 | Y=0113.060-0124.300 | hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân
P=1016 | X=0090.020-0334.330 | Y=0124.610-0136.050 | 158 Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1016 | X=0406.940-0423.580 | Y=0126.730-0136.050 | 530
P=1016 | X=0443.450-0460.090 | Y=0126.730-0136.050 | 370
P=1016 | X=0505.390-0522.030 | Y=0126.730-0136.050 | 320
