TABLE=012 | AREA=Xã Bình An | SECTION=non-agricultural | SEGMENTS=1
P=0439 | X=0113.090-0155.230 | Y=0674.790-0684.110 | >1.000m.
P=0439 | X=0113.090-0336.730 | Y=0690.430-0701.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0439 | X=0092.900-0359.000 | Y=0708.450-0719.690 | 131 Các tuyến đường giao thông không đấu nối trực tiếp và
P=0439 | X=0399.500-0424.550 | Y=0710.340-0719.660 | 2.600
P=0439 | X=0448.730-0473.780 | Y=0710.340-0719.660 | 1.800
P=0439 | X=0497.230-0522.280 | Y=0710.340-0719.660 | 1.600
P=0440 | X=0113.090-0371.020 | Y=0072.740-0083.980 | thông ra Đường khu 14 đoạn từ Nhà máy mủ cao su Long
P=0440 | X=0113.090-0373.180 | Y=0084.260-0095.500 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0440 | X=0113.090-0216.200 | Y=0095.780-0107.020 | nhựa, bê tông xi măng:
P=0440 | X=0113.090-0344.170 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0440 | X=0113.090-0354.200 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0440 | X=0113.090-0146.610 | Y=0142.370-0153.610 | ≤500m.
P=0440 | X=0113.090-0359.000 | Y=0160.370-0171.610 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0440 | X=0113.090-0371.020 | Y=0171.650-0182.890 | thông ra Đường khu 14 đoạn từ Nhà máy mủ cao su Long
P=0440 | X=0113.090-0373.180 | Y=0183.170-0194.410 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0440 | X=0113.090-0216.200 | Y=0194.690-0205.930 | nhựa, bê tông xi măng:
P=0440 | X=0092.900-0344.640 | Y=0211.470-0223.470 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0440 | X=0399.500-0424.550 | Y=0211.470-0220.790 | 1.800
P=0440 | X=0448.730-0473.780 | Y=0211.470-0220.790 | 1.300
P=0440 | X=0497.230-0522.280 | Y=0211.470-0220.790 | 1.100
P=0440 | X=0113.090-0366.400 | Y=0229.750-0240.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0440 | X=0113.090-0208.040 | Y=0241.270-0252.510 | >500m đến ≤1.000m.
P=0440 | X=0113.090-0336.260 | Y=0258.790-0270.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0440 | X=0113.090-0359.000 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0440 | X=0113.090-0371.020 | Y=0288.340-0299.580 | thông ra Đường khu 14 đoạn từ Nhà máy mủ cao su Long
P=0440 | X=0113.090-0373.180 | Y=0299.860-0311.100 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0440 | X=0113.090-0216.200 | Y=0311.380-0322.620 | nhựa, bê tông xi măng:
P=0440 | X=0092.900-0109.540 | Y=0319.260-0328.580 | 133
P=0440 | X=0399.500-0424.550 | Y=0319.260-0328.580 | 1.300
P=0440 | X=0456.890-0473.530 | Y=0319.260-0328.580 | 910
P=0440 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 780
P=0440 | X=0113.090-0354.200 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0440 | X=0113.090-0155.230 | Y=0342.300-0351.620 | >1.000m.
P=0440 | X=0113.090-0336.730 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0440 | X=0214.870-0360.200 | Y=0375.720-0386.960 | Đường Cao tốc Đường Liên xã
P=0440 | X=0113.090-0198.630 | Y=0381.480-0392.720 | Đường Nguyễn Thị
P=0440 | X=0214.870-0359.960 | Y=0387.240-0398.480 | Biên Hòa - Vũng Bình An - Long
P=0440 | X=0092.900-0109.540 | Y=0389.120-0398.440 | 134
P=0440 | X=0399.500-0424.550 | Y=0389.120-0398.440 | 5.800
P=0440 | X=0448.730-0473.780 | Y=0389.120-0398.440 | 4.100
P=0440 | X=0497.230-0522.280 | Y=0389.120-0398.440 | 3.500
P=0440 | X=0113.090-0129.780 | Y=0394.880-0404.200 | Giờ
P=0440 | X=0214.870-0232.230 | Y=0400.640-0409.960 | Tàu
P=0440 | X=0293.160-0321.570 | Y=0400.640-0409.960 | Thành
P=0440 | X=0113.090-0361.410 | Y=0416.760-0428.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0440 | X=0113.090-0368.600 | Y=0428.280-0439.520 | Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa - Vũng
P=0440 | X=0113.090-0355.160 | Y=0439.800-0451.040 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện
P=0440 | X=0113.090-0284.870 | Y=0451.340-0462.580 | trạng là đường nhựa, bê tông xi măng:
P=0440 | X=0092.900-0109.540 | Y=0459.220-0468.540 | 135
P=0440 | X=0399.500-0424.550 | Y=0459.220-0468.540 | 2.900
P=0440 | X=0448.730-0473.780 | Y=0459.220-0468.540 | 2.000
P=0440 | X=0497.230-0522.280 | Y=0459.220-0468.540 | 1.700
P=0440 | X=0113.090-0344.170 | Y=0468.860-0480.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0440 | X=0113.090-0354.200 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0440 | X=0113.090-0146.610 | Y=0497.900-0509.140 | ≤500m.
P=0440 | X=0113.090-0361.410 | Y=0515.900-0527.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0440 | X=0113.090-0368.600 | Y=0527.420-0538.660 | Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa - Vũng
P=0440 | X=0113.090-0355.160 | Y=0538.970-0550.210 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện
P=0440 | X=0113.090-0284.870 | Y=0550.250-0561.490 | trạng là đường nhựa, bê tông xi măng:
P=0440 | X=0092.900-0344.640 | Y=0567.010-0579.010 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0440 | X=0399.500-0424.550 | Y=0567.010-0576.330 | 2.000
P=0440 | X=0448.730-0473.780 | Y=0567.010-0576.330 | 1.400
P=0440 | X=0497.230-0522.280 | Y=0567.010-0576.330 | 1.200
P=0440 | X=0113.090-0366.400 | Y=0585.290-0596.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0440 | X=0113.090-0208.040 | Y=0596.810-0608.050 | >500m đến ≤1.000m.
P=0440 | X=0113.090-0336.260 | Y=0614.330-0625.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0440 | X=0113.090-0361.410 | Y=0632.350-0643.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0440 | X=0113.090-0368.600 | Y=0643.870-0655.110 | Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa - Vũng
P=0440 | X=0113.090-0355.160 | Y=0655.390-0666.630 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện
P=0440 | X=0092.900-0284.870 | Y=0665.910-0678.150 | 137 trạng là đường nhựa, bê tông xi măng:
P=0440 | X=0399.500-0424.550 | Y=0665.910-0675.230 | 1.400
P=0440 | X=0456.890-0473.530 | Y=0665.910-0675.230 | 980
P=0440 | X=0505.390-0522.030 | Y=0665.910-0675.230 | 840
P=0440 | X=0113.090-0354.200 | Y=0684.430-0695.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0440 | X=0113.090-0155.230 | Y=0697.830-0707.150 | >1.000m.
P=0441 | X=0113.090-0336.730 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0441 | X=0113.090-0359.000 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0441 | X=0113.090-0366.380 | Y=0108.260-0119.500 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc
P=0441 | X=0113.090-0364.770 | Y=0119.810-0131.050 | Biên Hòa - Vũng Tàu đến Đường Liên xã Bình An - Long
P=0441 | X=0113.090-0351.130 | Y=0131.330-0142.570 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0441 | X=0092.900-0109.540 | Y=0139.210-0148.530 | 138
P=0441 | X=0399.500-0424.550 | Y=0139.210-0148.530 | 2.600
P=0441 | X=0448.730-0473.780 | Y=0139.210-0148.530 | 1.800
P=0441 | X=0497.230-0522.280 | Y=0139.210-0148.530 | 1.600
P=0441 | X=0113.090-0344.170 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0441 | X=0113.090-0354.200 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0441 | X=0113.090-0146.610 | Y=0177.650-0188.890 | ≤500m.
P=0441 | X=0113.090-0359.000 | Y=0195.650-0206.890 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0441 | X=0113.090-0366.380 | Y=0207.190-0218.430 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc
P=0441 | X=0113.090-0364.770 | Y=0218.710-0229.950 | Biên Hòa - Vũng Tàu đến Đường Liên xã Bình An - Long
P=0441 | X=0113.090-0351.130 | Y=0230.230-0241.470 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0441 | X=0092.900-0344.640 | Y=0246.990-0258.990 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0441 | X=0399.500-0424.550 | Y=0246.990-0256.310 | 1.800
P=0441 | X=0448.730-0473.780 | Y=0246.990-0256.310 | 1.300
P=0441 | X=0497.230-0522.280 | Y=0246.990-0256.310 | 1.100
P=0441 | X=0113.090-0366.400 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0441 | X=0113.090-0208.040 | Y=0276.790-0288.030 | >500m đến ≤1.000m.
P=0441 | X=0113.090-0336.260 | Y=0294.340-0305.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0441 | X=0113.090-0359.000 | Y=0312.340-0323.580 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0441 | X=0113.090-0366.380 | Y=0323.860-0335.100 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc
P=0441 | X=0113.090-0364.770 | Y=0335.380-0346.620 | Biên Hòa - Vũng Tàu đến Đường Liên xã Bình An - Long
P=0441 | X=0113.090-0351.130 | Y=0346.900-0358.140 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0441 | X=0092.900-0109.540 | Y=0354.780-0364.100 | 140
P=0441 | X=0399.500-0424.550 | Y=0354.780-0364.100 | 1.300
P=0441 | X=0456.890-0473.530 | Y=0354.780-0364.100 | 910
P=0441 | X=0505.390-0522.030 | Y=0354.780-0364.100 | 780
P=0441 | X=0113.090-0354.200 | Y=0364.180-0375.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0441 | X=0113.090-0155.230 | Y=0377.600-0386.920 | >1.000m.
P=0441 | X=0113.090-0336.730 | Y=0393.240-0404.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0441 | X=0214.870-0281.940 | Y=0411.240-0422.480 | Đường Liên xã
P=0441 | X=0113.090-0198.630 | Y=0417.000-0428.240 | Đường Nguyễn Thị
P=0441 | X=0293.160-0365.720 | Y=0418.880-0428.200 | Giáp ranh xã An
P=0441 | X=0092.900-0109.540 | Y=0424.640-0433.960 | 141
P=0441 | X=0214.870-0281.700 | Y=0424.640-0433.960 | Bình An - Long
P=0441 | X=0399.500-0424.550 | Y=0424.640-0433.960 | 5.100
P=0441 | X=0448.730-0473.780 | Y=0424.640-0433.960 | 3.600
P=0441 | X=0497.230-0522.280 | Y=0424.640-0433.960 | 3.100
P=0441 | X=0293.160-0323.880 | Y=0428.520-0439.760 | Phước
P=0441 | X=0113.090-0129.780 | Y=0430.400-0439.720 | Giờ
P=0441 | X=0214.870-0243.280 | Y=0436.160-0445.480 | Thành
P=0441 | X=0113.090-0361.410 | Y=0452.300-0463.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0441 | X=0113.090-0359.730 | Y=0463.820-0475.060 | Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0441 | X=0113.090-0373.180 | Y=0475.340-0486.580 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0441 | X=0113.090-0216.200 | Y=0486.860-0498.100 | nhựa, bê tông xi măng:
P=0441 | X=0092.900-0109.540 | Y=0494.740-0504.060 | 142
P=0441 | X=0399.500-0424.550 | Y=0494.740-0504.060 | 2.400
P=0441 | X=0448.730-0473.780 | Y=0494.740-0504.060 | 1.700
P=0441 | X=0497.230-0522.280 | Y=0494.740-0504.060 | 1.400
P=0441 | X=0113.090-0344.170 | Y=0504.380-0515.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0441 | X=0113.090-0354.200 | Y=0521.900-0533.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0441 | X=0113.090-0146.610 | Y=0533.450-0544.690 | ≤500m.
P=0441 | X=0113.090-0361.400 | Y=0551.450-0562.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0441 | X=0113.090-0359.730 | Y=0562.970-0574.210 | Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0441 | X=0113.090-0373.180 | Y=0574.250-0585.490 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0441 | X=0113.090-0216.200 | Y=0585.770-0597.010 | nhựa, bê tông xi măng:
P=0441 | X=0092.900-0344.640 | Y=0602.530-0614.530 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0441 | X=0399.500-0424.550 | Y=0602.530-0611.850 | 2.000
P=0441 | X=0448.730-0473.780 | Y=0602.530-0611.850 | 1.400
P=0441 | X=0497.230-0522.280 | Y=0602.530-0611.850 | 1.200
P=0441 | X=0113.090-0366.400 | Y=0620.830-0632.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0441 | X=0113.090-0208.070 | Y=0632.350-0643.590 | >500m đến ≤1.000m.
P=0441 | X=0113.090-0336.260 | Y=0649.870-0661.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0441 | X=0113.090-0361.410 | Y=0667.870-0679.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0441 | X=0113.090-0359.730 | Y=0679.390-0690.630 | Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0441 | X=0092.900-0109.540 | Y=0687.030-0696.350 | 144
P=0441 | X=0399.500-0424.550 | Y=0687.030-0696.350 | 1.400
P=0441 | X=0456.890-0473.530 | Y=0687.030-0696.350 | 980
P=0441 | X=0505.390-0522.030 | Y=0687.030-0696.350 | 840
P=0441 | X=0113.090-0373.180 | Y=0690.910-0702.150 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường
P=0441 | X=0113.090-0216.240 | Y=0702.450-0713.690 | nhựa, bê tông xi măng:
P=0442 | X=0113.090-0354.200 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0442 | X=0113.090-0155.230 | Y=0092.140-0101.460 | >1.000m.
P=0442 | X=0113.090-0336.730 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0442 | X=0113.090-0359.000 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0442 | X=0113.090-0364.040 | Y=0137.330-0148.570 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã
P=0442 | X=0113.090-0373.910 | Y=0148.850-0160.090 | Bình An - Long Thành đến Giáp ranh xã An Phước có hiện
P=0442 | X=0113.090-0284.870 | Y=0160.370-0171.610 | trạng là đường nhựa, bê tông xi măng:
P=0442 | X=0092.900-0109.540 | Y=0168.250-0177.570 | 145
P=0442 | X=0399.500-0424.550 | Y=0168.250-0177.570 | 2.200
P=0442 | X=0448.730-0473.780 | Y=0168.250-0177.570 | 1.500
P=0442 | X=0497.230-0522.280 | Y=0168.250-0177.570 | 1.300
P=0442 | X=0113.090-0344.170 | Y=0177.650-0188.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0442 | X=0113.090-0354.200 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0442 | X=0113.090-0146.610 | Y=0206.710-0217.950 | ≤500m.
P=0442 | X=0113.090-0359.000 | Y=0224.710-0235.950 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0442 | X=0113.090-0364.040 | Y=0236.230-0247.470 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã
P=0442 | X=0113.090-0373.910 | Y=0247.750-0258.990 | Bình An - Long Thành đến Giáp ranh xã An Phước có hiện
P=0442 | X=0113.090-0284.870 | Y=0259.270-0270.510 | trạng là đường nhựa, bê tông xi măng:
P=0442 | X=0092.900-0344.640 | Y=0275.790-0288.030 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0442 | X=0399.500-0424.550 | Y=0275.790-0285.110 | 1.800
P=0442 | X=0448.730-0473.780 | Y=0275.790-0285.110 | 1.300
P=0442 | X=0497.230-0522.280 | Y=0275.790-0285.110 | 1.100
P=0442 | X=0113.090-0366.400 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0442 | X=0113.090-0208.040 | Y=0305.860-0317.100 | >500m đến ≤1.000m.
P=0442 | X=0113.090-0336.260 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0442 | X=0113.090-0359.000 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0442 | X=0113.090-0364.040 | Y=0352.900-0364.140 | thông ra Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã
P=0442 | X=0113.090-0373.910 | Y=0364.180-0375.420 | Bình An - Long Thành đến Giáp ranh xã An Phước có hiện
P=0442 | X=0113.090-0284.870 | Y=0375.720-0386.960 | trạng là đường nhựa, bê tông xi măng:
P=0442 | X=0092.900-0109.540 | Y=0383.600-0392.920 | 147
P=0442 | X=0399.500-0424.550 | Y=0383.600-0392.920 | 1.300
P=0442 | X=0456.890-0473.530 | Y=0383.600-0392.920 | 910
P=0442 | X=0505.390-0522.030 | Y=0383.600-0392.920 | 780
P=0442 | X=0113.090-0354.200 | Y=0393.240-0404.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0442 | X=0113.090-0155.230 | Y=0406.640-0415.960 | >1.000m.
P=0442 | X=0113.090-0336.730 | Y=0422.280-0433.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0442 | X=0113.090-0198.630 | Y=0440.280-0451.520 | Đường Nguyễn Thị
P=0442 | X=0214.870-0278.340 | Y=0440.280-0451.520 | Đường Võ Thị
P=0442 | X=0293.160-0371.730 | Y=0440.280-0451.520 | Đường Lê Quang
P=0442 | X=0092.900-0109.540 | Y=0447.920-0457.240 | 148
P=0442 | X=0399.500-0424.550 | Y=0447.920-0457.240 | 5.100
P=0442 | X=0448.730-0473.780 | Y=0447.920-0457.240 | 3.600
P=0442 | X=0497.230-0522.280 | Y=0447.920-0457.240 | 3.100
P=0442 | X=0293.160-0313.880 | Y=0451.820-0463.060 | Định
P=0442 | X=0113.090-0127.900 | Y=0453.700-0463.020 | Xót
P=0442 | X=0214.870-0232.710 | Y=0453.700-0463.020 | Sáu
P=0442 | X=0113.090-0361.410 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0442 | X=0113.090-0373.650 | Y=0481.340-0492.580 | Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0442 | X=0113.090-0345.560 | Y=0492.860-0504.100 | Quang Định có hiện trạng là đường nhựa, bê tông xi
P=0442 | X=0113.090-0141.090 | Y=0504.380-0515.620 | măng:
P=0442 | X=0092.900-0109.540 | Y=0512.260-0521.580 | 149
P=0442 | X=0399.500-0424.550 | Y=0512.260-0521.580 | 2.400
P=0442 | X=0448.730-0473.770 | Y=0512.260-0521.580 | 1.700
P=0442 | X=0497.230-0522.280 | Y=0512.260-0521.580 | 1.400
P=0442 | X=0113.090-0344.170 | Y=0521.900-0533.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0442 | X=0113.090-0354.200 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0442 | X=0113.090-0146.610 | Y=0550.970-0562.210 | ≤500m.
P=0442 | X=0113.090-0361.410 | Y=0568.970-0580.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0442 | X=0113.090-0373.650 | Y=0580.250-0591.490 | Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0442 | X=0113.090-0345.560 | Y=0591.770-0603.010 | Quang Định có hiện trạng là đường nhựa, bê tông xi
P=0442 | X=0113.090-0141.090 | Y=0603.290-0614.530 | măng:
P=0442 | X=0092.900-0344.640 | Y=0620.070-0632.070 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0442 | X=0399.500-0424.550 | Y=0620.070-0629.390 | 2.000
P=0442 | X=0448.730-0473.780 | Y=0620.070-0629.390 | 1.400
P=0442 | X=0497.230-0522.280 | Y=0620.070-0629.390 | 1.200
P=0442 | X=0113.090-0366.400 | Y=0638.350-0649.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0442 | X=0113.090-0208.040 | Y=0649.870-0661.110 | >500m đến ≤1.000m.
P=0442 | X=0113.090-0336.260 | Y=0667.390-0678.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0442 | X=0113.090-0361.410 | Y=0685.390-0696.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0442 | X=0092.900-0373.650 | Y=0696.910-0708.150 | 151 Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0442 | X=0399.500-0424.550 | Y=0698.790-0708.110 | 1.400
P=0442 | X=0456.890-0473.530 | Y=0698.790-0708.110 | 980
P=0442 | X=0505.390-0522.030 | Y=0698.790-0708.110 | 840
P=0442 | X=0113.090-0345.560 | Y=0708.450-0719.690 | Quang Định có hiện trạng là đường nhựa, bê tông xi
P=0443 | X=0113.090-0141.090 | Y=0072.740-0083.980 | măng:
P=0443 | X=0113.090-0354.200 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0443 | X=0113.090-0155.230 | Y=0103.660-0112.980 | >1.000m.
P=0443 | X=0113.090-0336.730 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0443 | X=0113.090-0359.000 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0443 | X=0113.090-0359.260 | Y=0148.850-0160.090 | thông ra Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị
P=0443 | X=0113.090-0359.000 | Y=0160.370-0171.610 | Sáu đến Đường Lê Quang Định có hiện trạng là đường
P=0443 | X=0113.090-0216.200 | Y=0171.650-0182.890 | nhựa, bê tông xi măng:
P=0443 | X=0092.900-0109.540 | Y=0179.530-0188.850 | 152
P=0443 | X=0399.500-0424.550 | Y=0179.530-0188.850 | 2.200
P=0443 | X=0448.730-0473.780 | Y=0179.530-0188.850 | 1.500
P=0443 | X=0497.230-0522.280 | Y=0179.530-0188.850 | 1.300
P=0443 | X=0113.090-0344.170 | Y=0189.170-0200.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0443 | X=0113.090-0354.200 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0443 | X=0113.090-0146.610 | Y=0218.230-0229.470 | ≤500m.
P=0443 | X=0113.090-0359.000 | Y=0236.230-0247.470 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0443 | X=0113.090-0359.260 | Y=0247.750-0258.990 | thông ra Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị
P=0443 | X=0113.090-0359.000 | Y=0259.270-0270.510 | Sáu đến Đường Lê Quang Định có hiện trạng là đường
P=0443 | X=0113.090-0216.200 | Y=0270.790-0282.030 | nhựa, bê tông xi măng:
P=0443 | X=0092.900-0344.640 | Y=0287.340-0299.580 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0443 | X=0399.500-0424.550 | Y=0287.340-0296.660 | 1.800
P=0443 | X=0448.730-0473.780 | Y=0287.340-0296.660 | 1.300
P=0443 | X=0497.230-0522.280 | Y=0287.340-0296.660 | 1.100
P=0443 | X=0113.090-0366.400 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0443 | X=0113.090-0208.040 | Y=0317.380-0328.620 | >500m đến ≤1.000m.
P=0443 | X=0113.090-0336.260 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0443 | X=0113.090-0359.000 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0443 | X=0113.090-0359.260 | Y=0364.180-0375.420 | thông ra Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị
P=0443 | X=0113.090-0359.000 | Y=0375.720-0386.960 | Sáu đến Đường Lê Quang Định có hiện trạng là đường
P=0443 | X=0113.090-0216.200 | Y=0387.240-0398.480 | nhựa, bê tông xi măng:
P=0443 | X=0092.900-0109.540 | Y=0395.120-0404.440 | 154
P=0443 | X=0399.500-0424.550 | Y=0395.120-0404.440 | 1.300
P=0443 | X=0456.890-0473.530 | Y=0395.120-0404.440 | 910
P=0443 | X=0505.390-0522.030 | Y=0395.120-0404.440 | 780
P=0443 | X=0113.090-0354.200 | Y=0404.760-0416.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0443 | X=0113.090-0155.230 | Y=0418.160-0427.480 | >1.000m.
P=0443 | X=0113.090-0336.730 | Y=0433.800-0445.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0443 | X=0214.870-0278.580 | Y=0451.820-0463.060 | Đường liên xã
P=0443 | X=0293.160-0356.120 | Y=0453.700-0463.020 | Giáp ranh khu
P=0443 | X=0113.090-0213.240 | Y=0457.580-0468.820 | Đường ấp Thanh Bình
P=0443 | X=0092.900-0109.540 | Y=0465.220-0474.540 | 155
P=0443 | X=0214.870-0274.420 | Y=0465.220-0474.540 | Long Thành -
P=0443 | X=0293.160-0372.700 | Y=0465.220-0474.540 | công nghiệp Long
P=0443 | X=0399.500-0424.550 | Y=0465.220-0474.540 | 4.400
P=0443 | X=0448.730-0473.780 | Y=0465.220-0474.540 | 3.100
P=0443 | X=0497.230-0522.280 | Y=0465.220-0474.540 | 2.600
P=0443 | X=0113.090-0194.510 | Y=0469.100-0480.340 | - Đội 3 xã Bình An
P=0443 | X=0293.160-0320.590 | Y=0474.860-0486.100 | Đức 2
P=0443 | X=0214.870-0250.710 | Y=0476.740-0486.060 | Bình An
P=0443 | X=0113.090-0361.410 | Y=0492.860-0504.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0443 | X=0113.090-0366.190 | Y=0504.380-0515.620 | ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0443 | X=0113.090-0353.480 | Y=0515.900-0527.140 | Long Thành - Bình An đến Giáp ranh khu công nghiệp
P=0443 | X=0113.090-0344.360 | Y=0527.420-0538.660 | Long Đức 2 có hiện trạng là đường nhựa, bê tông xi
P=0443 | X=0092.900-0141.090 | Y=0538.970-0550.410 | 156 măng:
