TABLE=034 | AREA=Xã Xuân Đông | SECTION=non-agricultural | SEGMENTS=1
P=1187 | X=0106.850-0392.640 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1187 | X=0106.850-0330.490 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1187 | X=0106.850-0392.110 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1187 | X=0106.850-0414.700 | Y=0498.140-0509.380 | Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1187 | X=0106.850-0393.150 | Y=0509.660-0520.900 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi măng:
P=1187 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 166
P=1187 | X=0433.130-0449.770 | Y=0517.540-0526.860 | 630
P=1187 | X=0469.370-0486.010 | Y=0517.540-0526.860 | 440
P=1187 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 380
P=1187 | X=0106.850-0337.930 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1187 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1187 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1187 | X=0106.850-0414.710 | Y=0573.770-0585.010 | Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1187 | X=0106.850-0393.150 | Y=0585.290-0596.530 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi măng:
P=1187 | X=0090.020-0338.400 | Y=0602.810-0617.130 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1187 | X=0433.130-0449.770 | Y=0607.810-0617.130 | 530
P=1187 | X=0469.370-0486.010 | Y=0607.810-0617.130 | 370
P=1187 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 320
P=1187 | X=0106.850-0413.270 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1187 | X=0106.850-0148.530 | Y=0631.870-0643.110 | ≤1.000m.
P=1187 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1187 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1187 | X=0106.850-0414.710 | Y=0678.670-0689.910 | Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1187 | X=0090.020-0393.150 | Y=0689.190-0701.430 | 168 Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi măng:
P=1187 | X=0433.130-0449.770 | Y=0689.190-0698.510 | 420
P=1187 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 290
P=1187 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 250
P=1187 | X=0106.850-0392.640 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1188 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1188 | X=0106.850-0225.760 | Y=0096.260-0107.500 | Đường ấp 10 - 11 xã Xuân
P=1188 | X=0322.200-0412.700 | Y=0096.260-0107.500 | Đường Xuân Đông -
P=1188 | X=0235.540-0305.710 | Y=0102.020-0113.260 | Đường tỉnh 764
P=1188 | X=0090.020-0106.660 | Y=0103.900-0113.220 | 169
P=1188 | X=0424.970-0450.020 | Y=0103.900-0113.220 | 1.400
P=1188 | X=0469.370-0486.010 | Y=0103.900-0113.220 | 980
P=1188 | X=0505.390-0522.030 | Y=0103.900-0113.220 | 840
P=1188 | X=0106.850-0137.160 | Y=0107.780-0119.020 | Tây cũ
P=1188 | X=0322.200-0364.920 | Y=0109.660-0118.980 | Xuân Tây
P=1188 | X=0106.850-0403.180 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10 - 11
P=1188 | X=0106.850-0399.020 | Y=0137.090-0148.330 | xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường Xuân Đông -
P=1188 | X=0106.850-0359.060 | Y=0148.610-0159.850 | Xuân Tây có hiện trạng là đường nhựa, bê tông xi măng:
P=1188 | X=0090.020-0106.660 | Y=0156.490-0165.810 | 170
P=1188 | X=0433.130-0449.770 | Y=0156.490-0165.810 | 700
P=1188 | X=0469.370-0486.010 | Y=0156.490-0165.810 | 490
P=1188 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 420
P=1188 | X=0106.850-0337.930 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1188 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1188 | X=0106.850-0403.180 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10 - 11
P=1188 | X=0106.850-0399.020 | Y=0212.710-0223.950 | xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường Xuân Đông -
P=1188 | X=0106.850-0359.060 | Y=0224.230-0235.470 | Xuân Tây có hiện trạng là đường nhựa, bê tông xi măng:
P=1188 | X=0090.020-0338.400 | Y=0241.750-0256.070 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1188 | X=0433.130-0449.770 | Y=0246.750-0256.070 | 590
P=1188 | X=0469.370-0486.010 | Y=0246.750-0256.070 | 410
P=1188 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 350
P=1188 | X=0106.850-0413.270 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1188 | X=0106.850-0148.530 | Y=0270.790-0282.030 | ≤1.000m.
P=1188 | X=0106.850-0330.020 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1188 | X=0106.850-0403.180 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10 - 11
P=1188 | X=0106.850-0399.020 | Y=0317.620-0328.860 | xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường Xuân Đông -
P=1188 | X=0106.850-0359.060 | Y=0329.140-0340.380 | Xuân Tây có hiện trạng là đường nhựa, bê tông xi măng:
P=1188 | X=0090.020-0106.660 | Y=0337.020-0346.340 | 172
P=1188 | X=0433.130-0449.770 | Y=0337.020-0346.340 | 470
P=1188 | X=0469.370-0486.010 | Y=0337.020-0346.340 | 330
P=1188 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 280
P=1188 | X=0106.850-0392.640 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1188 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1188 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1188 | X=0106.850-0388.060 | Y=0393.240-0404.480 | Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến
P=1188 | X=0106.850-0412.050 | Y=0404.760-0416.000 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1188 | X=0090.020-0144.680 | Y=0416.280-0427.720 | 173 xi măng:
P=1188 | X=0433.130-0449.770 | Y=0418.400-0427.720 | 630
P=1188 | X=0469.370-0486.010 | Y=0418.400-0427.720 | 440
P=1188 | X=0505.390-0522.030 | Y=0418.400-0427.720 | 380
P=1188 | X=0106.850-0337.930 | Y=0433.800-0445.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1188 | X=0106.850-0384.020 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1188 | X=0106.850-0392.110 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1188 | X=0106.850-0388.060 | Y=0480.620-0491.860 | Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến
P=1188 | X=0106.850-0412.050 | Y=0492.140-0503.380 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1188 | X=0106.850-0144.680 | Y=0503.660-0514.900 | xi măng:
P=1188 | X=0090.020-0338.400 | Y=0520.180-0532.420 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1188 | X=0433.130-0449.770 | Y=0520.180-0529.500 | 530
P=1188 | X=0469.370-0486.010 | Y=0520.180-0529.500 | 370
P=1188 | X=0505.390-0522.030 | Y=0520.180-0529.500 | 320
P=1188 | X=0106.850-0413.270 | Y=0538.490-0549.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1188 | X=0106.850-0148.530 | Y=0550.010-0561.250 | ≤1.000m.
P=1188 | X=0106.850-0330.020 | Y=0567.530-0578.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1188 | X=0106.850-0392.110 | Y=0585.290-0596.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1188 | X=0106.850-0388.060 | Y=0596.810-0608.050 | Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến
P=1188 | X=0106.850-0412.050 | Y=0608.330-0619.570 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1188 | X=0090.020-0144.680 | Y=0619.870-0631.310 | 175 xi măng:
P=1188 | X=0433.130-0449.770 | Y=0621.990-0631.310 | 420
P=1188 | X=0469.370-0486.010 | Y=0621.990-0631.310 | 290
P=1188 | X=0505.390-0522.030 | Y=0621.990-0631.310 | 250
P=1188 | X=0106.850-0392.640 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1188 | X=0106.850-0330.490 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1188 | X=0106.850-0216.850 | Y=0672.670-0683.910 | Đường ấp 9,11, xã Xuân
P=1188 | X=0235.540-0403.340 | Y=0678.430-0689.670 | Giáp đường Xuân Giáp ranh xã Cẩm
P=1188 | X=0090.020-0234.430 | Y=0684.190-0695.430 | 176 Tây - đi ấp Tân Xuân xã Bảo
P=1188 | X=0424.970-0450.020 | Y=0686.070-0695.390 | 1.400
P=1188 | X=0469.370-0486.010 | Y=0686.070-0695.390 | 980
P=1188 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 840
P=1188 | X=0235.540-0335.640 | Y=0689.950-0701.190 | Đông - Xuân Tây Mỹ
P=1188 | X=0106.850-0141.000 | Y=0695.710-0706.950 | Bình cũ
P=1189 | X=0106.850-0407.730 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9,11, xã
P=1189 | X=0106.850-0391.180 | Y=0090.020-0101.260 | Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ Giáp đường
P=1189 | X=0106.850-0399.570 | Y=0101.540-0112.780 | Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có hiện trạng là
P=1189 | X=0090.020-0242.600 | Y=0113.060-0124.500 | 177 đường nhựa, bê tông xi măng:
P=1189 | X=0433.130-0449.770 | Y=0115.180-0124.500 | 710
P=1189 | X=0469.370-0486.010 | Y=0115.180-0124.500 | 500
P=1189 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 430
P=1189 | X=0106.850-0337.930 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1189 | X=0106.850-0384.020 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1189 | X=0106.850-0407.730 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9,11, xã
P=1189 | X=0106.850-0391.180 | Y=0177.170-0188.410 | Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ Giáp đường
P=1189 | X=0106.850-0399.570 | Y=0188.690-0199.930 | Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có hiện trạng là
P=1189 | X=0106.850-0242.600 | Y=0200.230-0211.470 | đường nhựa, bê tông xi măng:
P=1189 | X=0090.020-0338.400 | Y=0216.990-0228.990 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1189 | X=0433.130-0449.770 | Y=0216.990-0226.310 | 580
P=1189 | X=0469.370-0486.010 | Y=0216.990-0226.310 | 410
P=1189 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 350
P=1189 | X=0106.850-0413.270 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1189 | X=0106.850-0148.530 | Y=0246.790-0258.030 | ≤1.000m.
P=1189 | X=0106.850-0330.020 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1189 | X=0106.850-0407.730 | Y=0282.100-0293.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9,11, xã
P=1189 | X=0106.850-0391.180 | Y=0293.620-0304.860 | Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ Giáp đường
P=1189 | X=0106.850-0399.570 | Y=0305.140-0316.380 | Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có hiện trạng là
P=1189 | X=0090.020-0242.600 | Y=0316.660-0328.100 | 179 đường nhựa, bê tông xi măng:
P=1189 | X=0433.130-0449.770 | Y=0318.780-0328.100 | 450
P=1189 | X=0469.370-0486.010 | Y=0318.780-0328.100 | 320
P=1189 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 270
P=1189 | X=0106.850-0392.670 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1189 | X=0106.850-0330.490 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1189 | X=0106.850-0392.110 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1189 | X=0106.850-0408.950 | Y=0380.760-0392.000 | Đường ấp 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn
P=1189 | X=0106.850-0410.620 | Y=0392.280-0403.520 | từ Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có
P=1189 | X=0090.020-0300.460 | Y=0403.800-0415.240 | 180 hiện trạng là đường nhựa, bê tông xi măng:
P=1189 | X=0433.130-0449.770 | Y=0405.920-0415.240 | 640
P=1189 | X=0469.370-0486.010 | Y=0405.920-0415.240 | 450
P=1189 | X=0505.390-0522.030 | Y=0405.920-0415.240 | 380
P=1189 | X=0106.850-0337.930 | Y=0421.320-0432.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1189 | X=0106.850-0384.020 | Y=0438.840-0450.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1189 | X=0106.850-0392.110 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1189 | X=0106.850-0408.950 | Y=0468.140-0479.380 | Đường ấp 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn
P=1189 | X=0106.850-0410.620 | Y=0479.660-0490.900 | từ Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có
P=1189 | X=0106.850-0300.460 | Y=0491.180-0502.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=1189 | X=0090.020-0338.400 | Y=0507.700-0519.700 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1189 | X=0433.130-0449.770 | Y=0507.700-0517.020 | 520
P=1189 | X=0469.370-0486.010 | Y=0507.700-0517.020 | 360
P=1189 | X=0505.390-0522.030 | Y=0507.700-0517.020 | 310
P=1189 | X=0106.850-0413.270 | Y=0525.980-0537.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1189 | X=0106.850-0148.530 | Y=0537.530-0548.770 | ≤1.000m.
P=1189 | X=0106.850-0330.020 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1189 | X=0106.850-0392.110 | Y=0572.810-0584.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1189 | X=0106.850-0408.950 | Y=0584.330-0595.570 | Đường ấp 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn
P=1189 | X=0106.850-0410.620 | Y=0595.850-0607.090 | từ Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm Mỹ có
P=1189 | X=0090.020-0300.460 | Y=0607.370-0618.810 | 182 hiện trạng là đường nhựa, bê tông xi măng:
P=1189 | X=0433.130-0449.770 | Y=0609.490-0618.810 | 410
P=1189 | X=0469.370-0486.010 | Y=0609.490-0618.810 | 290
P=1189 | X=0505.390-0522.030 | Y=0609.490-0618.810 | 250
P=1189 | X=0106.850-0392.640 | Y=0624.910-0636.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1189 | X=0106.850-0330.490 | Y=0642.430-0653.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1189 | X=0106.850-0219.760 | Y=0660.190-0671.430 | Đường tỉnh 765B (đường
P=1189 | X=0235.540-0412.700 | Y=0660.190-0671.430 | Giáp ranh xã Xuân Đường Xuân Đông -
P=1189 | X=0090.020-0106.660 | Y=0667.830-0677.150 | 183
P=1189 | X=0424.970-0450.020 | Y=0667.830-0677.150 | 1.900
P=1189 | X=0461.210-0486.260 | Y=0667.830-0677.150 | 1.300
P=1189 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.100
P=1189 | X=0106.850-0205.990 | Y=0671.710-0682.950 | Xuân Định - Lâm San)
P=1189 | X=0235.540-0256.260 | Y=0671.710-0682.950 | Định
P=1189 | X=0322.200-0364.920 | Y=0673.590-0682.910 | Xuân Tây
P=1189 | X=0106.850-0400.230 | Y=0689.470-0700.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765B
P=1189 | X=0090.020-0106.660 | Y=0697.110-0706.430 | 184
P=1189 | X=0433.130-0449.770 | Y=0697.110-0706.430 | 940
P=1189 | X=0469.370-0486.010 | Y=0697.110-0706.430 | 660
P=1189 | X=0505.390-0522.030 | Y=0697.110-0706.430 | 560
P=1189 | X=0106.850-0408.220 | Y=0700.770-0712.010 | (đường Xuân Định - Lâm San) đoạn từ Giáp ranh xã Xuân Định đến
P=1190 | X=0106.850-0412.050 | Y=0072.500-0083.740 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1190 | X=0106.850-0144.680 | Y=0084.020-0095.260 | xi măng:
P=1190 | X=0106.850-0337.930 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1190 | X=0106.850-0384.020 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1190 | X=0106.850-0400.230 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765B
P=1190 | X=0106.850-0408.220 | Y=0148.370-0159.610 | (đường Xuân Định - Lâm San) đoạn từ Giáp ranh xã Xuân Định đến
P=1190 | X=0106.850-0412.050 | Y=0159.650-0170.890 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1190 | X=0106.850-0144.680 | Y=0171.170-0182.410 | xi măng:
P=1190 | X=0090.020-0338.400 | Y=0187.930-0199.930 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1190 | X=0433.130-0449.770 | Y=0187.930-0197.250 | 680
P=1190 | X=0469.370-0486.010 | Y=0187.930-0197.250 | 480
P=1190 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 410
P=1190 | X=0106.850-0413.270 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1190 | X=0106.850-0148.530 | Y=0217.750-0228.990 | ≤1.000m.
P=1190 | X=0106.850-0330.020 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1190 | X=0106.850-0400.230 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765B
P=1190 | X=0106.850-0408.220 | Y=0264.550-0275.790 | (đường Xuân Định - Lâm San) đoạn từ Giáp ranh xã Xuân Định đến
P=1190 | X=0106.850-0412.050 | Y=0276.070-0287.310 | Đường Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1190 | X=0090.020-0144.680 | Y=0287.620-0299.060 | 186 xi măng:
P=1190 | X=0433.130-0449.770 | Y=0289.740-0299.060 | 470
P=1190 | X=0469.370-0486.010 | Y=0289.740-0299.060 | 330
P=1190 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 280
P=1190 | X=0106.850-0392.640 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1190 | X=0106.850-0330.490 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1190 | X=0106.850-0392.110 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1190 | X=0106.850-0405.580 | Y=0351.700-0362.940 | Đường tỉnh 765B (đường Xuân Định - Lâm San) đoạn từ Giáp ranh
P=1190 | X=0106.850-0396.690 | Y=0363.220-0374.460 | xã Xuân Định đến Đường Xuân Đông - Xuân Tây có hiện trạng là
P=1190 | X=0090.020-0242.630 | Y=0374.760-0386.200 | 187 đường nhựa, bê tông xi măng:
P=1190 | X=0433.130-0449.770 | Y=0376.880-0386.200 | 850
P=1190 | X=0469.370-0486.010 | Y=0376.880-0386.200 | 600
P=1190 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 510
P=1190 | X=0106.850-0337.930 | Y=0392.280-0403.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
