TABLE=008 | AREA=Phường Tân Triều | SECTION=non-agricultural | SEGMENTS=1
P=0281 | X=0122.210-0350.360 | Y=0461.660-0472.900 | phường Tân Triều có hiện trạng là đường nhựa, bê
P=0281 | X=0097.730-0182.370 | Y=0473.180-0484.620 | 109 tông xi măng:
P=0281 | X=0388.940-0413.990 | Y=0475.300-0484.620 | 1.500
P=0281 | X=0439.370-0464.420 | Y=0475.300-0484.620 | 1.100
P=0281 | X=0505.390-0522.030 | Y=0475.300-0484.620 | 900
P=0281 | X=0122.210-0363.320 | Y=0490.460-0501.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0281 | X=0122.210-0164.350 | Y=0503.860-0513.180 | >1.000m.
P=0281 | X=0122.210-0345.850 | Y=0519.500-0530.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0281 | X=0122.210-0368.120 | Y=0537.290-0548.530 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0281 | X=0122.210-0354.200 | Y=0548.810-0560.050 | thông ra Đường Cây Quéo ấp 4 đoạn từ Đường tỉnh
P=0281 | X=0122.210-0364.280 | Y=0560.330-0571.570 | 768 đến Ranh thửa đất số 193, tờ BĐĐC số 37 về bên
P=0281 | X=0122.210-0355.730 | Y=0571.850-0583.090 | trái, phường Tân Triều có hiện trạng là đường nhựa,
P=0281 | X=0097.730-0196.290 | Y=0583.370-0594.810 | 110 bê tông xi măng:
P=0281 | X=0388.940-0413.990 | Y=0585.490-0594.810 | 2.900
P=0281 | X=0439.370-0464.420 | Y=0585.490-0594.810 | 2.000
P=0281 | X=0497.230-0522.280 | Y=0585.490-0594.810 | 1.700
P=0281 | X=0122.210-0353.290 | Y=0600.890-0612.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0281 | X=0122.210-0363.320 | Y=0618.430-0629.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0281 | X=0122.210-0155.730 | Y=0629.950-0641.190 | ≤500m.
P=0281 | X=0122.210-0368.120 | Y=0647.710-0658.950 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0281 | X=0122.210-0354.200 | Y=0659.230-0670.470 | thông ra Đường Cây Quéo ấp 4 đoạn từ Đường tỉnh
P=0281 | X=0097.730-0364.280 | Y=0670.510-0681.750 | 111 768 đến Ranh thửa đất số 193, tờ BĐĐC số 37 về bên
P=0281 | X=0388.940-0413.990 | Y=0672.390-0681.710 | 2.000
P=0281 | X=0439.370-0464.420 | Y=0672.390-0681.710 | 1.400
P=0281 | X=0497.230-0522.280 | Y=0672.390-0681.710 | 1.200
P=0281 | X=0122.210-0355.730 | Y=0682.030-0693.270 | trái, phường Tân Triều có hiện trạng là đường nhựa,
P=0281 | X=0122.210-0196.290 | Y=0693.550-0704.790 | bê tông xi măng:
P=0282 | X=0122.210-0353.760 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0282 | X=0122.210-0363.320 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0229.420 | Y=0107.540-0118.780 | từ >500m đến ≤1.000m.
P=0282 | X=0122.210-0345.380 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0282 | X=0122.210-0368.120 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0282 | X=0122.210-0354.200 | Y=0154.370-0165.610 | thông ra Đường Cây Quéo ấp 4 đoạn từ Đường tỉnh
P=0282 | X=0122.210-0364.280 | Y=0165.650-0176.890 | 768 đến Ranh thửa đất số 193, tờ BĐĐC số 37 về bên
P=0282 | X=0122.210-0355.730 | Y=0177.170-0188.410 | trái, phường Tân Triều có hiện trạng là đường nhựa,
P=0282 | X=0097.730-0196.290 | Y=0188.690-0200.130 | 112 bê tông xi măng:
P=0282 | X=0388.940-0413.990 | Y=0190.810-0200.130 | 1.400
P=0282 | X=0447.530-0464.170 | Y=0190.810-0200.130 | 980
P=0282 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 840
P=0282 | X=0122.210-0363.320 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0164.350 | Y=0219.630-0228.950 | >1.000m.
P=0282 | X=0122.210-0348.530 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0282 | X=0122.210-0173.590 | Y=0253.030-0264.270 | Đường trục
P=0282 | X=0288.340-0357.010 | Y=0258.790-0270.030 | Hết khu dân cư
P=0282 | X=0097.730-0266.830 | Y=0264.550-0275.790 | 113 chính vào khu Đường tỉnh 768
P=0282 | X=0388.940-0413.990 | Y=0266.430-0275.750 | 8.700
P=0282 | X=0439.370-0464.420 | Y=0266.430-0275.750 | 6.100
P=0282 | X=0497.230-0522.280 | Y=0266.430-0275.750 | 5.200
P=0282 | X=0288.340-0325.640 | Y=0272.190-0281.510 | Tín Khải
P=0282 | X=0122.210-0193.590 | Y=0276.070-0287.310 | dân cư Tín Khải
P=0282 | X=0122.210-0336.440 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0282 | X=0122.210-0349.830 | Y=0305.380-0316.620 | Đường trục chính vào khu dân cư Tín Khải đoạn từ
P=0282 | X=0122.210-0358.050 | Y=0316.900-0328.140 | Đường tỉnh 768 đến Hết khu dân cư Tín Khải có hiện
P=0282 | X=0122.210-0293.990 | Y=0328.420-0339.660 | trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0097.730-0114.370 | Y=0336.300-0345.620 | 114
P=0282 | X=0388.940-0413.990 | Y=0336.300-0345.620 | 5.500
P=0282 | X=0439.370-0464.420 | Y=0336.300-0345.620 | 3.900
P=0282 | X=0497.230-0522.280 | Y=0336.300-0345.620 | 3.300
P=0282 | X=0122.210-0353.290 | Y=0345.700-0356.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0282 | X=0122.210-0363.320 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0155.730 | Y=0374.760-0386.000 | ≤500m.
P=0282 | X=0122.210-0336.440 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0282 | X=0122.210-0349.830 | Y=0404.040-0415.280 | Đường trục chính vào khu dân cư Tín Khải đoạn từ
P=0282 | X=0122.210-0358.050 | Y=0415.560-0426.800 | Đường tỉnh 768 đến Hết khu dân cư Tín Khải có hiện
P=0282 | X=0122.210-0293.990 | Y=0427.080-0438.320 | trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0097.730-0353.760 | Y=0443.600-0455.840 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0282 | X=0388.940-0413.990 | Y=0443.600-0452.920 | 3.600
P=0282 | X=0439.370-0464.420 | Y=0443.600-0452.920 | 2.500
P=0282 | X=0497.230-0522.280 | Y=0443.600-0452.920 | 2.200
P=0282 | X=0122.210-0363.320 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0229.420 | Y=0473.660-0484.900 | từ >500m đến ≤1.000m.
P=0282 | X=0122.210-0345.380 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0282 | X=0122.210-0336.440 | Y=0508.940-0520.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0282 | X=0122.210-0349.830 | Y=0520.220-0531.460 | Đường trục chính vào khu dân cư Tín Khải đoạn từ
P=0282 | X=0122.210-0358.050 | Y=0531.740-0542.980 | Đường tỉnh 768 đến Hết khu dân cư Tín Khải có hiện
P=0282 | X=0122.210-0293.990 | Y=0543.290-0554.530 | trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0097.730-0114.370 | Y=0551.170-0560.490 | 116
P=0282 | X=0388.940-0413.990 | Y=0551.170-0560.490 | 2.300
P=0282 | X=0439.370-0464.420 | Y=0551.170-0560.490 | 1.600
P=0282 | X=0497.230-0522.280 | Y=0551.170-0560.490 | 1.400
P=0282 | X=0122.210-0363.320 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0164.350 | Y=0574.210-0583.530 | >1.000m.
P=0282 | X=0122.210-0345.850 | Y=0589.850-0601.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0282 | X=0122.210-0368.120 | Y=0607.610-0618.850 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0282 | X=0122.210-0351.790 | Y=0619.150-0630.390 | thông ra Đường trục chính vào khu dân cư Tín Khải
P=0282 | X=0122.210-0360.220 | Y=0630.670-0641.910 | đoạn từ Đường tỉnh 768 đến Hết khu dân cư Tín Khải
P=0282 | X=0122.210-0329.060 | Y=0642.190-0653.430 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0097.730-0114.370 | Y=0650.070-0659.390 | 117
P=0282 | X=0388.940-0413.990 | Y=0650.070-0659.390 | 5.000
P=0282 | X=0439.370-0464.420 | Y=0650.070-0659.390 | 3.500
P=0282 | X=0497.230-0522.280 | Y=0650.070-0659.390 | 3.000
P=0282 | X=0122.210-0353.290 | Y=0659.710-0670.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0282 | X=0122.210-0363.320 | Y=0677.230-0688.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0282 | X=0122.210-0155.730 | Y=0688.510-0699.750 | ≤500m.
P=0282 | X=0097.730-0368.120 | Y=0706.290-0717.530 | 118 Các tuyến đường giao thông không đấu nối trực tiếp và
P=0282 | X=0388.940-0413.990 | Y=0708.180-0717.500 | 3.200
P=0282 | X=0439.370-0464.420 | Y=0708.180-0717.500 | 2.200
P=0282 | X=0497.230-0522.280 | Y=0708.180-0717.500 | 1.900
P=0283 | X=0122.210-0351.790 | Y=0072.500-0083.740 | thông ra Đường trục chính vào khu dân cư Tín Khải
P=0283 | X=0122.210-0360.220 | Y=0084.020-0095.260 | đoạn từ Đường tỉnh 768 đến Hết khu dân cư Tín Khải
P=0283 | X=0122.210-0329.060 | Y=0095.540-0106.780 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0122.210-0353.760 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0283 | X=0122.210-0363.320 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0229.420 | Y=0142.130-0153.370 | từ >500m đến ≤1.000m.
P=0283 | X=0122.210-0345.380 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0283 | X=0122.210-0368.120 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0283 | X=0122.210-0351.790 | Y=0188.690-0199.930 | thông ra Đường trục chính vào khu dân cư Tín Khải
P=0283 | X=0122.210-0360.210 | Y=0200.230-0211.470 | đoạn từ Đường tỉnh 768 đến Hết khu dân cư Tín Khải
P=0283 | X=0122.210-0329.060 | Y=0211.750-0222.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0097.730-0114.370 | Y=0219.630-0228.950 | 119
P=0283 | X=0388.940-0413.990 | Y=0219.630-0228.950 | 2.100
P=0283 | X=0439.370-0464.420 | Y=0219.630-0228.950 | 1.500
P=0283 | X=0497.230-0522.280 | Y=0219.630-0228.950 | 1.300
P=0283 | X=0122.210-0363.320 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0164.350 | Y=0242.670-0251.990 | >1.000m.
P=0283 | X=0122.210-0348.530 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0283 | X=0097.730-0167.900 | Y=0276.070-0287.310 | 120 Đường 16
P=0283 | X=0196.630-0266.830 | Y=0276.070-0287.310 | Đường tỉnh 768
P=0283 | X=0288.340-0335.720 | Y=0276.070-0287.310 | Đường D1
P=0283 | X=0388.940-0413.990 | Y=0277.950-0287.270 | 8.200
P=0283 | X=0439.370-0464.420 | Y=0277.950-0287.270 | 5.700
P=0283 | X=0497.230-0522.280 | Y=0277.950-0287.270 | 4.900
P=0283 | X=0122.210-0336.440 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0283 | X=0122.210-0360.680 | Y=0305.380-0316.620 | Đường 16 đoạn từ Đường tỉnh 768 đến Đường D1 có
P=0283 | X=0122.210-0315.850 | Y=0316.900-0328.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0097.730-0114.370 | Y=0330.540-0339.860 | 121
P=0283 | X=0388.940-0413.990 | Y=0330.540-0339.860 | 2.500
P=0283 | X=0439.370-0464.420 | Y=0330.540-0339.860 | 1.800
P=0283 | X=0497.230-0522.280 | Y=0330.540-0339.860 | 1.500
P=0283 | X=0122.210-0353.290 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0283 | X=0122.210-0363.320 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0155.730 | Y=0363.220-0374.460 | ≤500m.
P=0283 | X=0122.210-0336.440 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0283 | X=0122.210-0360.680 | Y=0392.520-0403.760 | Đường 16 đoạn từ Đường tỉnh 768 đến Đường D1 có
P=0283 | X=0122.210-0315.850 | Y=0404.040-0415.280 | hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0097.730-0353.760 | Y=0421.560-0435.880 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0283 | X=0388.940-0413.990 | Y=0426.560-0435.880 | 1.800
P=0283 | X=0439.370-0464.420 | Y=0426.560-0435.880 | 1.300
P=0283 | X=0497.230-0522.280 | Y=0426.560-0435.880 | 1.100
P=0283 | X=0122.210-0363.320 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0229.470 | Y=0450.620-0461.860 | từ >500m đến ≤1.000m.
P=0283 | X=0122.210-0345.380 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0283 | X=0122.210-0336.440 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0283 | X=0122.210-0360.680 | Y=0497.420-0508.660 | Đường 16 đoạn từ Đường tỉnh 768 đến Đường D1 có
P=0283 | X=0122.210-0315.850 | Y=0508.940-0520.180 | hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0097.730-0114.370 | Y=0522.340-0531.660 | 123
P=0283 | X=0388.940-0413.990 | Y=0522.340-0531.660 | 1.300
P=0283 | X=0447.530-0464.170 | Y=0522.340-0531.660 | 910
P=0283 | X=0505.390-0522.030 | Y=0522.340-0531.660 | 780
P=0283 | X=0122.210-0363.330 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0164.350 | Y=0539.650-0548.970 | >1.000m.
P=0283 | X=0122.210-0345.850 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0283 | X=0122.210-0368.120 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0283 | X=0122.210-0336.920 | Y=0584.570-0595.810 | thông ra Đường 16 đoạn từ Đường tỉnh 768 đến
P=0283 | X=0122.210-0348.440 | Y=0596.090-0607.330 | Đường D1 có hiện trạng là đường nhựa, bê tông xi
P=0283 | X=0122.210-0150.210 | Y=0607.610-0618.850 | măng:
P=0283 | X=0097.730-0114.370 | Y=0615.490-0624.810 | 124
P=0283 | X=0388.940-0413.990 | Y=0615.490-0624.810 | 2.300
P=0283 | X=0439.370-0464.420 | Y=0615.490-0624.810 | 1.600
P=0283 | X=0497.230-0522.280 | Y=0615.490-0624.810 | 1.400
P=0283 | X=0122.210-0353.290 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0283 | X=0122.210-0363.320 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0283 | X=0122.210-0155.730 | Y=0654.190-0665.430 | ≤500m.
P=0283 | X=0122.210-0368.120 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0283 | X=0122.210-0336.920 | Y=0683.470-0694.710 | thông ra Đường 16 đoạn từ Đường tỉnh 768 đến
P=0283 | X=0097.730-0114.370 | Y=0691.110-0700.430 | 125
P=0283 | X=0388.940-0413.990 | Y=0691.110-0700.430 | 1.600
P=0283 | X=0439.370-0464.420 | Y=0691.110-0700.430 | 1.100
P=0283 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 960
P=0283 | X=0122.210-0348.440 | Y=0694.750-0705.990 | Đường D1 có hiện trạng là đường nhựa, bê tông xi
P=0283 | X=0122.210-0150.210 | Y=0706.290-0717.530 | măng:
P=0284 | X=0122.210-0353.760 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0284 | X=0122.210-0363.320 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0284 | X=0122.210-0229.420 | Y=0107.540-0118.780 | từ >500m đến ≤1.000m.
P=0284 | X=0122.210-0345.380 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0284 | X=0122.210-0368.120 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0284 | X=0122.210-0336.920 | Y=0154.370-0165.610 | thông ra Đường 16 đoạn từ Đường tỉnh 768 đến
P=0284 | X=0122.210-0348.440 | Y=0165.650-0176.890 | Đường D1 có hiện trạng là đường nhựa, bê tông xi
P=0284 | X=0122.210-0150.210 | Y=0177.170-0188.410 | măng:
P=0284 | X=0097.730-0114.370 | Y=0185.050-0194.370 | 126
P=0284 | X=0388.940-0413.990 | Y=0185.050-0194.370 | 1.200
P=0284 | X=0447.530-0464.170 | Y=0185.050-0194.370 | 840
P=0284 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 720
P=0284 | X=0122.210-0363.320 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0284 | X=0122.210-0164.350 | Y=0208.110-0217.430 | >1.000m.
P=0284 | X=0122.210-0345.850 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0284 | X=0097.730-0167.900 | Y=0241.510-0252.750 | 127 Đường 16
P=0284 | X=0196.630-0243.990 | Y=0241.510-0252.750 | Đường D1
P=0284 | X=0288.340-0336.930 | Y=0241.510-0252.750 | Hết đường
P=0284 | X=0388.940-0413.990 | Y=0243.390-0252.710 | 6.800
P=0284 | X=0439.370-0464.410 | Y=0243.390-0252.710 | 4.800
P=0284 | X=0497.230-0522.280 | Y=0243.390-0252.710 | 4.100
P=0284 | X=0122.210-0336.440 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0284 | X=0122.210-0360.710 | Y=0270.790-0282.030 | Đường 16 đoạn từ Đường D1 đến Hết đường có hiện
P=0284 | X=0122.210-0293.990 | Y=0282.340-0293.580 | trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0097.730-0114.370 | Y=0295.980-0305.300 | 128
P=0284 | X=0388.940-0413.990 | Y=0295.980-0305.300 | 2.700
P=0284 | X=0439.370-0464.420 | Y=0295.980-0305.300 | 1.900
P=0284 | X=0497.230-0522.280 | Y=0295.980-0305.300 | 1.600
P=0284 | X=0122.210-0353.290 | Y=0299.860-0311.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0284 | X=0122.210-0363.320 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0284 | X=0122.210-0155.730 | Y=0328.900-0340.140 | ≤500m.
P=0284 | X=0122.210-0336.440 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0284 | X=0122.210-0360.710 | Y=0357.940-0369.180 | Đường 16 đoạn từ Đường D1 đến Hết đường có hiện
P=0284 | X=0122.210-0293.990 | Y=0369.480-0380.720 | trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0097.730-0353.760 | Y=0387.000-0401.320 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0284 | X=0388.940-0413.990 | Y=0392.000-0401.320 | 1.600
P=0284 | X=0439.370-0464.420 | Y=0392.000-0401.320 | 1.100
P=0284 | X=0505.390-0522.030 | Y=0392.000-0401.320 | 960
P=0284 | X=0122.210-0363.340 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0284 | X=0122.210-0229.420 | Y=0416.040-0427.280 | từ >500m đến ≤1.000m.
P=0284 | X=0122.210-0345.380 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0284 | X=0122.210-0336.440 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0284 | X=0122.210-0360.710 | Y=0462.860-0474.100 | Đường 16 đoạn từ Đường D1 đến Hết đường có hiện
P=0284 | X=0122.210-0293.990 | Y=0474.380-0485.620 | trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0097.730-0114.370 | Y=0488.020-0497.340 | 130
P=0284 | X=0388.940-0413.990 | Y=0488.020-0497.340 | 1.200
P=0284 | X=0447.530-0464.170 | Y=0488.020-0497.340 | 840
P=0284 | X=0505.390-0522.030 | Y=0488.020-0497.340 | 720
P=0284 | X=0122.210-0363.320 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0284 | X=0122.210-0164.350 | Y=0505.300-0514.620 | >1.000m.
P=0284 | X=0122.210-0345.850 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0284 | X=0122.210-0368.120 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0284 | X=0122.210-0365.240 | Y=0550.010-0561.250 | thông ra Đường 16 đoạn từ Đường D1 đến Hết đường
P=0284 | X=0122.210-0329.060 | Y=0561.530-0572.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0097.730-0114.370 | Y=0575.170-0584.490 | 131
P=0284 | X=0388.940-0413.990 | Y=0575.170-0584.490 | 2.400
P=0284 | X=0439.370-0464.420 | Y=0575.170-0584.490 | 1.700
