TABLE=052 | AREA=Xã Đắk Lua | SECTION=non-agricultural | SEGMENTS=1
P=1737 | X=0109.970-0330.690 | Y=0264.070-0275.310 | Chân dốc lớn (cống thoát nước) xã Trị An có hiện
P=1737 | X=0109.970-0281.750 | Y=0275.590-0286.830 | trạng là đường nhựa, bê tông xi măng:
P=1737 | X=0094.340-0105.460 | Y=0283.500-0292.820 | 79
P=1737 | X=0383.900-0400.540 | Y=0283.500-0292.820 | 970
P=1737 | X=0447.050-0463.690 | Y=0283.500-0292.820 | 680
P=1737 | X=0505.630-0522.270 | Y=0283.500-0292.820 | 580
P=1737 | X=0109.970-0341.060 | Y=0293.140-0304.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1737 | X=0109.970-0351.080 | Y=0310.660-0321.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0109.970-0143.490 | Y=0321.940-0333.180 | ≤500m.
P=1737 | X=0109.970-0324.200 | Y=0339.700-0350.940 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1737 | X=0109.970-0350.370 | Y=0351.220-0362.460 | Đường tỉnh 768 đoạn từ Cầu Bà Giá (cầu 19) đến đầu
P=1737 | X=0109.970-0338.590 | Y=0362.740-0373.980 | Trường Tiểu học Cây Gáo B - phân hiệu 2 (ấp Vĩnh
P=1737 | X=0109.970-0343.450 | Y=0374.280-0385.520 | An 4) có hiện trạng là đường nhựa, bê tông xi măng:
P=1737 | X=0094.340-0341.520 | Y=0391.040-0403.040 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1737 | X=0383.900-0400.540 | Y=0391.040-0400.360 | 850
P=1737 | X=0447.050-0463.690 | Y=0391.040-0400.360 | 600
P=1737 | X=0505.630-0522.270 | Y=0391.040-0400.360 | 510
P=1737 | X=0109.970-0351.080 | Y=0409.320-0420.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0109.970-0217.180 | Y=0420.840-0432.080 | từ >500m đến ≤1.000m.
P=1737 | X=0109.970-0333.140 | Y=0438.360-0449.600 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1737 | X=0109.970-0324.200 | Y=0456.140-0467.380 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1737 | X=0109.970-0330.920 | Y=0467.660-0478.900 | Đường tỉnh 768 đoạn từ Cầu Bà Giá (cầu 19) đến
P=1737 | X=0109.970-0330.690 | Y=0479.180-0490.420 | Chân dốc lớn (cống thoát nước) xã Trị An có hiện
P=1737 | X=0109.970-0281.750 | Y=0490.460-0501.700 | trạng là đường nhựa, bê tông xi măng:
P=1737 | X=0094.340-0105.460 | Y=0498.340-0507.660 | 81
P=1737 | X=0383.900-0400.540 | Y=0498.340-0507.660 | 730
P=1737 | X=0447.050-0463.690 | Y=0498.340-0507.660 | 510
P=1737 | X=0505.630-0522.270 | Y=0498.340-0507.660 | 440
P=1737 | X=0109.970-0351.080 | Y=0507.980-0519.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0109.970-0152.130 | Y=0521.380-0530.700 | >1.000m.
P=1737 | X=0109.970-0333.610 | Y=0537.050-0548.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1737 | X=0109.970-0342.680 | Y=0554.810-0566.050 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1737 | X=0109.970-0347.000 | Y=0566.330-0577.570 | và thông ra Đường tỉnh 768 đoạn từ Cầu Bà Giá (cầu
P=1737 | X=0109.970-0345.790 | Y=0577.850-0589.090 | 19) đến Chân dốc lớn (cống thoát nước) xã Trị An có
P=1737 | X=0109.970-0303.580 | Y=0589.370-0600.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1737 | X=0094.340-0105.460 | Y=0597.250-0606.570 | 82
P=1737 | X=0383.900-0400.540 | Y=0597.250-0606.570 | 870
P=1737 | X=0447.050-0463.690 | Y=0597.250-0606.570 | 610
P=1737 | X=0505.630-0522.270 | Y=0597.250-0606.570 | 520
P=1737 | X=0109.970-0341.080 | Y=0606.890-0618.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1737 | X=0109.970-0351.080 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0109.970-0143.490 | Y=0635.950-0647.190 | ≤500m.
P=1737 | X=0109.970-0342.680 | Y=0653.710-0664.950 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1737 | X=0109.970-0347.000 | Y=0665.230-0676.470 | và thông ra Đường tỉnh 768 đoạn từ Cầu Bà Giá (cầu
P=1737 | X=0094.340-0345.790 | Y=0676.510-0690.830 | 83 19) đến Chân dốc lớn (cống thoát nước) xã Trị An có
P=1737 | X=0383.900-0400.540 | Y=0681.510-0690.830 | 770
P=1737 | X=0447.050-0463.690 | Y=0681.510-0690.830 | 540
P=1737 | X=0505.630-0522.270 | Y=0681.510-0690.830 | 460
P=1737 | X=0109.970-0303.610 | Y=0688.030-0699.270 | hiện trạng là đường nhựa, bê tông xi măng:
P=1737 | X=0109.970-0341.520 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1738 | X=0109.970-0351.080 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1738 | X=0109.970-0217.180 | Y=0090.020-0101.260 | từ >500m đến ≤1.000m.
P=1738 | X=0109.970-0333.140 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1738 | X=0109.970-0342.680 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1738 | X=0109.970-0347.000 | Y=0136.850-0148.090 | và thông ra Đường tỉnh 768 đoạn từ Cầu Bà Giá (cầu
P=1738 | X=0109.970-0345.790 | Y=0148.370-0159.610 | 19) đến Chân dốc lớn (cống thoát nước) xã Trị An có
P=1738 | X=0109.970-0303.580 | Y=0159.650-0170.890 | hiện trạng là đường nhựa, bê tông xi măng:
P=1738 | X=0094.340-0105.460 | Y=0167.530-0176.850 | 84
P=1738 | X=0383.900-0400.540 | Y=0167.530-0176.850 | 660
P=1738 | X=0447.050-0463.690 | Y=0167.530-0176.850 | 460
P=1738 | X=0505.630-0522.270 | Y=0167.530-0176.850 | 400
P=1738 | X=0109.970-0351.080 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1738 | X=0109.970-0152.110 | Y=0190.570-0199.890 | >1.000m.
P=1738 | X=0109.970-0333.640 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1738 | X=0268.180-0345.570 | Y=0223.990-0235.230 | Đầu Trường Tiểu
P=1738 | X=0195.430-0255.540 | Y=0231.630-0240.950 | Chân dốc lớn
P=1738 | X=0268.180-0342.360 | Y=0237.390-0246.710 | học Cây Gáo B -
P=1738 | X=0094.340-0180.140 | Y=0241.270-0252.510 | 85 Đường tỉnh 768
P=1738 | X=0195.430-0245.520 | Y=0243.150-0252.470 | (cống thoát
P=1738 | X=0375.740-0400.790 | Y=0243.150-0252.470 | 2.000
P=1738 | X=0438.890-0463.940 | Y=0243.150-0252.470 | 1.400
P=1738 | X=0497.470-0522.520 | Y=0243.150-0252.470 | 1.200
P=1738 | X=0268.180-0337.880 | Y=0248.910-0258.230 | phân hiệu 2 (ấp
P=1738 | X=0195.430-0265.620 | Y=0252.790-0264.030 | nước) xã Trị An
P=1738 | X=0268.180-0315.680 | Y=0258.550-0269.790 | Vĩnh An 4)
P=1738 | X=0109.970-0324.200 | Y=0276.310-0287.550 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1738 | X=0109.970-0332.930 | Y=0287.860-0299.100 | Đường tỉnh 768 đoạn từ Chân dốc lớn (cống thoát
P=1738 | X=0109.970-0350.260 | Y=0299.380-0310.620 | nước) xã Trị An đến Đầu Trường Tiểu học Cây Gáo B
P=1738 | X=0109.970-0339.800 | Y=0310.900-0322.140 | - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng là đường
P=1738 | X=0094.340-0213.080 | Y=0322.420-0333.860 | 86 nhựa, bê tông xi măng:
P=1738 | X=0383.900-0400.540 | Y=0324.540-0333.860 | 970
P=1738 | X=0447.050-0463.690 | Y=0324.540-0333.860 | 680
P=1738 | X=0505.630-0522.270 | Y=0324.540-0333.860 | 580
P=1738 | X=0109.970-0341.050 | Y=0339.700-0350.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1738 | X=0109.970-0351.080 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1738 | X=0109.970-0143.490 | Y=0368.760-0380.000 | ≤500m.
P=1738 | X=0109.970-0324.200 | Y=0386.520-0397.760 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1738 | X=0109.970-0332.930 | Y=0398.040-0409.280 | Đường tỉnh 768 đoạn từ Chân dốc lớn (cống thoát
P=1738 | X=0109.970-0350.260 | Y=0409.560-0420.800 | nước) xã Trị An đến Đầu Trường Tiểu học Cây Gáo B
P=1738 | X=0109.970-0339.800 | Y=0421.080-0432.320 | - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng là đường
P=1738 | X=0109.970-0213.080 | Y=0432.600-0443.840 | nhựa, bê tông xi măng:
P=1738 | X=0094.340-0105.460 | Y=0443.360-0452.680 | 87
P=1738 | X=0383.900-0400.540 | Y=0443.360-0452.680 | 790
P=1738 | X=0447.050-0463.690 | Y=0443.360-0452.680 | 550
P=1738 | X=0505.630-0522.270 | Y=0443.360-0452.680 | 470
P=1738 | X=0109.970-0341.560 | Y=0450.140-0461.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1738 | X=0109.970-0351.080 | Y=0467.660-0478.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1738 | X=0109.970-0217.180 | Y=0479.180-0490.420 | từ >500m đến ≤1.000m.
P=1738 | X=0109.970-0333.140 | Y=0496.460-0507.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1738 | X=0109.970-0324.200 | Y=0514.220-0525.460 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1738 | X=0109.970-0332.930 | Y=0525.740-0536.980 | Đường tỉnh 768 đoạn từ Chân dốc lớn (cống thoát
P=1738 | X=0109.970-0350.260 | Y=0537.290-0548.530 | nước) xã Trị An đến Đầu Trường Tiểu học Cây Gáo B
P=1738 | X=0109.970-0339.800 | Y=0548.810-0560.050 | - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng là đường
P=1738 | X=0094.340-0213.080 | Y=0560.330-0571.770 | 88 nhựa, bê tông xi măng:
P=1738 | X=0383.900-0400.540 | Y=0562.450-0571.770 | 610
P=1738 | X=0447.050-0463.690 | Y=0562.450-0571.770 | 430
P=1738 | X=0505.630-0522.270 | Y=0562.450-0571.770 | 370
P=1738 | X=0109.970-0351.080 | Y=0577.850-0589.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1738 | X=0109.970-0152.110 | Y=0591.250-0600.570 | >1.000m.
P=1738 | X=0109.970-0333.610 | Y=0606.890-0618.130 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1738 | X=0109.970-0342.680 | Y=0624.670-0635.910 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1738 | X=0109.970-0333.080 | Y=0636.190-0647.430 | và thông ra Đường tỉnh 768 đoạn từ Chân dốc lớn
P=1738 | X=0109.970-0351.240 | Y=0647.710-0658.950 | (cống thoát nước) xã Trị An đến Đầu Trường Tiểu học
P=1738 | X=0109.970-0348.210 | Y=0659.230-0670.470 | Cây Gáo B - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng
P=1738 | X=0094.340-0105.460 | Y=0667.110-0676.430 | 89
P=1738 | X=0383.900-0400.540 | Y=0667.110-0676.430 | 870
P=1738 | X=0447.050-0463.690 | Y=0667.110-0676.430 | 610
P=1738 | X=0505.630-0522.270 | Y=0667.110-0676.430 | 520
P=1738 | X=0109.970-0256.300 | Y=0670.510-0681.750 | là đường nhựa, bê tông xi măng:
P=1738 | X=0109.970-0341.050 | Y=0688.030-0699.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1738 | X=0109.970-0351.080 | Y=0705.570-0716.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0143.490 | Y=0072.500-0083.740 | ≤500m.
P=1739 | X=0109.970-0342.680 | Y=0090.260-0101.500 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1739 | X=0109.970-0333.080 | Y=0101.780-0113.020 | và thông ra Đường tỉnh 768 đoạn từ Chân dốc lớn
P=1739 | X=0109.970-0351.240 | Y=0113.300-0124.540 | (cống thoát nước) xã Trị An đến Đầu Trường Tiểu học
P=1739 | X=0109.970-0348.210 | Y=0124.850-0136.090 | Cây Gáo B - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng
P=1739 | X=0109.970-0256.300 | Y=0136.370-0147.610 | là đường nhựa, bê tông xi măng:
P=1739 | X=0094.340-0105.460 | Y=0147.130-0156.450 | 90
P=1739 | X=0383.900-0400.540 | Y=0147.130-0156.450 | 710
P=1739 | X=0447.050-0463.690 | Y=0147.130-0156.450 | 500
P=1739 | X=0505.630-0522.270 | Y=0147.130-0156.450 | 430
P=1739 | X=0109.970-0341.520 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1739 | X=0109.970-0351.080 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0217.190 | Y=0182.690-0193.930 | từ >500m đến ≤1.000m.
P=1739 | X=0109.970-0333.140 | Y=0200.230-0211.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1739 | X=0109.970-0342.680 | Y=0217.990-0229.230 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1739 | X=0109.970-0333.080 | Y=0229.510-0240.750 | và thông ra Đường tỉnh 768 đoạn từ Chân dốc lớn
P=1739 | X=0109.970-0351.240 | Y=0241.030-0252.270 | (cống thoát nước) xã Trị An đến Đầu Trường Tiểu học
P=1739 | X=0109.970-0348.210 | Y=0252.550-0263.790 | Cây Gáo B - phân hiệu 2 (ấp Vĩnh An 4) có hiện trạng
P=1739 | X=0094.340-0256.300 | Y=0264.070-0275.510 | 91 là đường nhựa, bê tông xi măng:
P=1739 | X=0383.900-0400.540 | Y=0266.190-0275.510 | 550
P=1739 | X=0447.050-0463.690 | Y=0266.190-0275.510 | 390
P=1739 | X=0505.630-0522.270 | Y=0266.190-0275.510 | 330
P=1739 | X=0109.970-0351.090 | Y=0281.620-0292.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0152.110 | Y=0295.020-0304.340 | >1.000m.
P=1739 | X=0109.970-0333.610 | Y=0310.660-0321.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1739 | X=0195.430-0250.750 | Y=0328.420-0339.660 | Đầu Trường
P=1739 | X=0268.180-0345.570 | Y=0333.940-0345.180 | Đầu Trường Tiểu
P=1739 | X=0195.430-0254.490 | Y=0341.580-0350.900 | Tiểu học Cây
P=1739 | X=0268.180-0342.360 | Y=0347.340-0356.660 | học Cây Gáo B -
P=1739 | X=0094.340-0180.140 | Y=0351.220-0362.460 | 92 Đường tỉnh 768
P=1739 | X=0195.430-0255.060 | Y=0353.100-0362.420 | Gáo B - phân
P=1739 | X=0375.740-0400.790 | Y=0353.100-0362.420 | 2.700
P=1739 | X=0438.890-0463.940 | Y=0353.100-0362.420 | 1.900
P=1739 | X=0497.470-0522.520 | Y=0353.100-0362.420 | 1.600
P=1739 | X=0268.180-0337.880 | Y=0358.860-0368.180 | phân hiệu 1 (ấp
P=1739 | X=0195.430-0263.460 | Y=0362.740-0373.980 | hiệu 2 (ấp Vĩnh
P=1739 | X=0268.180-0315.680 | Y=0368.520-0379.760 | Vĩnh An 3)
P=1739 | X=0195.430-0219.420 | Y=0376.160-0385.480 | An 4)
P=1739 | X=0109.970-0324.200 | Y=0392.040-0403.280 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1739 | X=0109.970-0336.830 | Y=0403.560-0414.800 | Đường tỉnh 768 đoạn từ Đầu Trường Tiểu học Cây
P=1739 | X=0109.970-0344.120 | Y=0415.080-0426.320 | Gáo B - phân hiệu 2 (ấp Vĩnh An 4) đến Đầu Trường
P=1739 | X=0109.970-0342.150 | Y=0426.600-0437.840 | Tiểu học Cây Gáo B - phân hiệu 1 (ấp Vĩnh An 3) có
P=1739 | X=0094.340-0303.580 | Y=0438.120-0449.560 | 93 hiện trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0375.740-0400.790 | Y=0440.240-0449.560 | 1.200
P=1739 | X=0447.050-0463.690 | Y=0440.240-0449.560 | 840
P=1739 | X=0505.630-0522.270 | Y=0440.240-0449.560 | 720
P=1739 | X=0109.970-0341.060 | Y=0455.660-0466.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1739 | X=0109.970-0351.080 | Y=0473.180-0484.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0143.490 | Y=0484.460-0495.700 | ≤500m.
P=1739 | X=0109.970-0324.200 | Y=0502.220-0513.460 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1739 | X=0109.970-0336.830 | Y=0513.740-0524.980 | Đường tỉnh 768 đoạn từ Đầu Trường Tiểu học Cây
P=1739 | X=0109.970-0344.120 | Y=0525.260-0536.500 | Gáo B - phân hiệu 2 (ấp Vĩnh An 4) đến Đầu Trường
P=1739 | X=0109.970-0342.150 | Y=0536.810-0548.050 | Tiểu học Cây Gáo B - phân hiệu 1 (ấp Vĩnh An 3) có
P=1739 | X=0109.970-0303.580 | Y=0548.330-0559.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0094.340-0105.460 | Y=0559.330-0568.650 | 94
P=1739 | X=0383.900-0400.540 | Y=0559.330-0568.650 | 970
P=1739 | X=0447.050-0463.690 | Y=0559.330-0568.650 | 680
P=1739 | X=0505.630-0522.270 | Y=0559.330-0568.650 | 580
P=1739 | X=0109.970-0341.520 | Y=0565.850-0577.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1739 | X=0109.970-0351.080 | Y=0583.370-0594.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0217.180 | Y=0594.890-0606.130 | từ >500m đến ≤1.000m.
P=1739 | X=0109.970-0333.140 | Y=0612.410-0623.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1739 | X=0109.970-0324.200 | Y=0630.190-0641.430 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1739 | X=0109.970-0336.830 | Y=0641.710-0652.950 | Đường tỉnh 768 đoạn từ Đầu Trường Tiểu học Cây
P=1739 | X=0109.970-0344.120 | Y=0653.230-0664.470 | Gáo B - phân hiệu 2 (ấp Vĩnh An 4) đến Đầu Trường
P=1739 | X=0094.340-0342.190 | Y=0666.390-0678.830 | 95 Tiểu học Cây Gáo B - phân hiệu 1 (ấp Vĩnh An 3) có
P=1739 | X=0383.900-0400.540 | Y=0669.510-0678.830 | 730
P=1739 | X=0447.050-0463.690 | Y=0669.510-0678.830 | 510
P=1739 | X=0505.630-0522.270 | Y=0669.510-0678.830 | 440
P=1739 | X=0109.970-0303.580 | Y=0676.030-0687.270 | hiện trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0109.970-0351.080 | Y=0693.550-0704.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0109.970-0152.110 | Y=0706.980-0716.300 | >1.000m.
P=1740 | X=0109.970-0333.610 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1740 | X=0109.970-0342.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1740 | X=0109.970-0350.130 | Y=0107.780-0119.020 | và thông ra Đường tỉnh 768 đoạn từ Đầu Trường Tiểu
P=1740 | X=0109.970-0347.010 | Y=0119.330-0130.570 | học Cây Gáo B - phân hiệu 2 (ấp Vĩnh An 4) đến Đầu
P=1740 | X=0109.970-0338.590 | Y=0130.850-0142.090 | Trường Tiểu học Cây Gáo B - phân hiệu 1 (ấp Vĩnh
P=1740 | X=0094.340-0343.450 | Y=0142.370-0153.810 | 96 An 3) có hiện trạng là đường nhựa, bê tông xi măng;
P=1740 | X=0375.740-0400.790 | Y=0144.490-0153.810 | 1.100
P=1740 | X=0447.050-0463.690 | Y=0144.490-0153.810 | 770
P=1740 | X=0505.630-0522.270 | Y=0144.490-0153.810 | 660
P=1740 | X=0109.970-0341.050 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1740 | X=0109.970-0351.080 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0109.970-0143.490 | Y=0188.690-0199.930 | ≤500m.
P=1740 | X=0109.970-0342.680 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1740 | X=0109.970-0350.130 | Y=0217.990-0229.230 | và thông ra Đường tỉnh 768 đoạn từ Đầu Trường Tiểu
P=1740 | X=0109.970-0347.010 | Y=0229.510-0240.750 | học Cây Gáo B - phân hiệu 2 (ấp Vĩnh An 4) đến Đầu
P=1740 | X=0109.970-0338.590 | Y=0241.030-0252.270 | Trường Tiểu học Cây Gáo B - phân hiệu 1 (ấp Vĩnh
P=1740 | X=0109.970-0343.450 | Y=0252.550-0263.790 | An 3) có hiện trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0094.340-0105.460 | Y=0263.310-0272.630 | 97
P=1740 | X=0383.900-0400.540 | Y=0263.310-0272.630 | 870
P=1740 | X=0447.050-0463.690 | Y=0263.310-0272.630 | 610
P=1740 | X=0505.630-0522.270 | Y=0263.310-0272.630 | 520
P=1740 | X=0109.970-0341.520 | Y=0270.070-0281.310 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1740 | X=0109.970-0351.080 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0109.970-0217.180 | Y=0299.140-0310.380 | từ >500m đến ≤1.000m.
P=1740 | X=0109.970-0333.140 | Y=0316.660-0327.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
