TABLE=063 | AREA=Phường Phước Bình | SECTION=non-agricultural | SEGMENTS=1
P=2007 | X=0188.230-0208.150 | Y=0452.260-0461.580 | 127)
P=2007 | X=0287.860-0374.630 | Y=0468.380-0479.620 | Giáp Đường Thống
P=2007 | X=0287.860-0388.620 | Y=0479.900-0491.140 | Nhất 4 400m (thửa đất
P=2007 | X=0107.330-0170.300 | Y=0485.660-0496.900 | Đường Thành
P=2007 | X=0188.230-0274.990 | Y=0485.660-0496.900 | Giáp Đường Thống
P=2007 | X=0287.860-0421.670 | Y=0491.420-0502.660 | số 321 và Thửa đất số 2.300
P=2007 | X=0090.020-0106.660 | Y=0493.300-0502.620 | 156
P=2007 | X=0439.130-0464.180 | Y=0493.300-0502.620 | 1.600
P=2007 | X=0497.230-0522.280 | Y=0493.300-0502.620 | 1.400
P=2007 | X=0107.330-0126.840 | Y=0499.060-0508.380 | Thái
P=2007 | X=0188.230-0209.270 | Y=0499.060-0508.380 | Nhất
P=2007 | X=0287.860-0371.310 | Y=0504.820-0514.140 | 346, cùng thuộc tờ
P=2007 | X=0287.860-0354.360 | Y=0514.220-0525.460 | bản đồ số 121)
P=2007 | X=0188.230-0274.990 | Y=0532.220-0543.460 | Giáp Đường Thống
P=2007 | X=0188.230-0272.830 | Y=0545.650-0554.970 | Nhất + 400m (thửa
P=2007 | X=0287.860-0387.580 | Y=0549.530-0560.770 | Hết tuyến (thửa đất số
P=2007 | X=0107.330-0170.300 | Y=0555.290-0566.530 | Đường Thành
P=2007 | X=0188.230-0271.860 | Y=0555.290-0566.530 | đất số 321 và thửa
P=2007 | X=0287.860-0376.870 | Y=0561.050-0572.290 | 12 và thửa đất số 7,
P=2007 | X=0090.020-0106.660 | Y=0562.930-0572.250 | 157
P=2007 | X=0396.620-0421.670 | Y=0562.930-0572.250 | 1.700
P=2007 | X=0439.130-0464.180 | Y=0562.930-0572.250 | 1.200
P=2007 | X=0497.230-0522.280 | Y=0562.930-0572.250 | 1.000
P=2007 | X=0188.230-0262.240 | Y=0566.810-0578.050 | đất số 346, cùng
P=2007 | X=0107.330-0126.840 | Y=0568.690-0578.010 | Thái
P=2007 | X=0287.860-0385.100 | Y=0574.450-0583.770 | cùng thuộc tờ số 121)
P=2007 | X=0188.230-0271.620 | Y=0578.330-0589.570 | thuộc tờ bản đồ số
P=2007 | X=0188.230-0208.150 | Y=0591.730-0601.050 | 121)
P=2007 | X=0090.020-0170.570 | Y=0607.850-0619.090 | 158 Đường Âu Cơ
P=2007 | X=0188.230-0238.500 | Y=0609.730-0619.050 | Toàn tuyến
P=2007 | X=0396.620-0421.670 | Y=0609.730-0619.050 | 2.300
P=2007 | X=0439.130-0464.180 | Y=0609.730-0619.050 | 1.600
P=2007 | X=0497.230-0522.280 | Y=0609.730-0619.050 | 1.400
P=2007 | X=0107.330-0270.660 | Y=0625.870-0637.110 | Đường Tôn Đức Giáp ranh phường
P=2007 | X=0287.860-0379.170 | Y=0625.870-0637.110 | Ngã tư Đường Phan
P=2007 | X=0090.020-0106.660 | Y=0633.510-0642.830 | 159
P=2007 | X=0396.620-0421.670 | Y=0633.510-0642.830 | 2.800
P=2007 | X=0439.130-0464.180 | Y=0633.510-0642.830 | 2.000
P=2007 | X=0497.230-0522.280 | Y=0633.510-0642.830 | 1.700
P=2007 | X=0188.230-0244.000 | Y=0637.390-0648.630 | Phước Long
P=2007 | X=0287.860-0324.040 | Y=0637.390-0648.630 | Văn Đạt
P=2007 | X=0107.330-0135.730 | Y=0639.270-0648.590 | Thắng
P=2007 | X=0287.860-0377.500 | Y=0657.270-0666.590 | Hết ranh Quy hoạch
P=2007 | X=0287.860-0379.820 | Y=0666.910-0678.150 | Trung tâm Văn hóa -
P=2007 | X=0107.330-0279.550 | Y=0672.670-0683.910 | Đường Tôn Đức Ngã tư Đường Phan
P=2007 | X=0090.020-0106.660 | Y=0680.310-0689.630 | 160
P=2007 | X=0287.860-0384.690 | Y=0680.310-0689.630 | Thể thao của xã Long
P=2007 | X=0396.620-0421.670 | Y=0680.310-0689.630 | 1.500
P=2007 | X=0439.130-0464.180 | Y=0680.310-0689.630 | 1.100
P=2007 | X=0505.390-0522.030 | Y=0680.310-0689.630 | 920
P=2007 | X=0188.230-0224.390 | Y=0684.190-0695.430 | Văn Đạt
P=2007 | X=0107.330-0135.730 | Y=0686.070-0695.390 | Thắng
P=2007 | X=0287.860-0371.260 | Y=0689.950-0701.190 | Giang (thửa đất số
P=2007 | X=0287.860-0371.500 | Y=0701.490-0712.730 | 177 và thửa đất số
P=2008 | X=0287.860-0371.310 | Y=0074.620-0083.940 | 190, cùng thuộc tờ
P=2008 | X=0287.860-0348.840 | Y=0084.260-0095.500 | bản đồ số 70)
P=2008 | X=0188.230-0277.860 | Y=0104.140-0113.460 | Hết ranh Quy hoạch
P=2008 | X=0188.230-0280.180 | Y=0113.780-0125.020 | Trung tâm Văn hóa -
P=2008 | X=0188.230-0285.070 | Y=0127.210-0136.530 | Thể thao của xã Long
P=2008 | X=0107.330-0372.650 | Y=0136.850-0148.090 | Đường Tôn Đức Giang (hết thửa đất Giáp Đường Lý Tự
P=2008 | X=0090.020-0106.660 | Y=0144.490-0153.810 | 161
P=2008 | X=0404.780-0421.420 | Y=0144.490-0153.810 | 940
P=2008 | X=0447.290-0463.930 | Y=0144.490-0153.810 | 650
P=2008 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 560
P=2008 | X=0107.330-0135.730 | Y=0150.250-0159.570 | Thắng
P=2008 | X=0188.230-0271.860 | Y=0150.250-0159.570 | số 177 và hết thửa
P=2008 | X=0287.860-0314.120 | Y=0150.250-0159.570 | Trọng
P=2008 | X=0188.230-0262.240 | Y=0159.650-0170.890 | đất số 190, cùng
P=2008 | X=0188.230-0271.620 | Y=0171.170-0182.410 | thuộc tờ bản đồ số
P=2008 | X=0188.230-0202.630 | Y=0184.570-0193.890 | 70)
P=2008 | X=0107.330-0176.310 | Y=0200.710-0211.950 | Đường Nguyễn
P=2008 | X=0188.230-0270.660 | Y=0200.710-0211.950 | Giáp ranh phường
P=2008 | X=0287.860-0388.810 | Y=0200.710-0211.950 | Đường Hùng Vương +
P=2008 | X=0090.020-0106.660 | Y=0208.350-0217.670 | 162
P=2008 | X=0396.620-0421.670 | Y=0208.350-0217.670 | 1.700
P=2008 | X=0439.130-0464.170 | Y=0208.350-0217.670 | 1.200
P=2008 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 1.000
P=2008 | X=0188.230-0264.070 | Y=0212.230-0223.470 | Phước Long (cũ)
P=2008 | X=0107.330-0124.680 | Y=0214.110-0223.430 | Trãi
P=2008 | X=0287.860-0318.490 | Y=0214.110-0223.430 | 50 mét
P=2008 | X=0107.330-0175.240 | Y=0230.230-0241.470 | Đường Hà Huy
P=2008 | X=0188.230-0270.660 | Y=0230.230-0241.470 | Giáp ranh phường
P=2008 | X=0287.860-0380.130 | Y=0235.990-0247.230 | Đường Hùng Vương
P=2008 | X=0090.020-0106.660 | Y=0237.870-0247.190 | 163
P=2008 | X=0396.620-0421.670 | Y=0237.870-0247.190 | 1.300
P=2008 | X=0447.290-0463.930 | Y=0237.870-0247.190 | 890
P=2008 | X=0505.390-0522.030 | Y=0237.870-0247.190 | 770
P=2008 | X=0188.230-0264.070 | Y=0241.750-0252.990 | Phước Long (cũ)
P=2008 | X=0107.330-0124.690 | Y=0243.630-0252.950 | Tập
P=2008 | X=0090.020-0276.190 | Y=0259.750-0270.990 | 164 Đường Bùi Viện Đường Hà Huy Tập
P=2008 | X=0287.860-0386.300 | Y=0259.750-0270.990 | Đường Tôn Thất Đạm
P=2008 | X=0396.620-0421.670 | Y=0261.630-0270.950 | 1.000
P=2008 | X=0447.290-0463.930 | Y=0261.630-0270.950 | 710
P=2008 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 610
P=2008 | X=0107.330-0180.770 | Y=0277.750-0288.990 | Đường Đào Duy
P=2008 | X=0188.230-0275.540 | Y=0283.540-0294.780 | Đường Võ Văn Kiệt
P=2008 | X=0090.020-0106.660 | Y=0285.420-0294.740 | 165
P=2008 | X=0287.860-0330.930 | Y=0285.420-0294.740 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0285.420-0294.740 | 850
P=2008 | X=0447.290-0463.930 | Y=0285.420-0294.740 | 600
P=2008 | X=0505.390-0522.030 | Y=0285.420-0294.740 | 510
P=2008 | X=0107.330-0120.310 | Y=0291.180-0300.500 | Từ
P=2008 | X=0107.330-0165.260 | Y=0307.300-0318.540 | Đường Phan
P=2008 | X=0188.230-0277.130 | Y=0313.060-0324.300 | Đường Nguyễn Trãi
P=2008 | X=0287.860-0386.300 | Y=0313.060-0324.300 | Đường Tôn Thất Đạm
P=2008 | X=0090.020-0106.660 | Y=0314.940-0324.260 | 166
P=2008 | X=0404.780-0421.420 | Y=0314.940-0324.260 | 850
P=2008 | X=0447.290-0463.930 | Y=0314.940-0324.260 | 600
P=2008 | X=0505.390-0522.030 | Y=0314.940-0324.260 | 510
P=2008 | X=0107.330-0160.210 | Y=0318.820-0330.060 | Đình Phùng
P=2008 | X=0107.330-0173.680 | Y=0336.820-0348.060 | Đường Lý Đạo
P=2008 | X=0188.230-0364.760 | Y=0342.580-0353.820 | Đường Tôn Thất Đạm Đường QH LKV4
P=2008 | X=0090.020-0106.660 | Y=0344.460-0353.780 | 167
P=2008 | X=0404.780-0421.420 | Y=0344.460-0353.780 | 850
P=2008 | X=0447.290-0463.930 | Y=0344.460-0353.780 | 600
P=2008 | X=0505.390-0522.030 | Y=0344.460-0353.780 | 510
P=2008 | X=0107.330-0135.740 | Y=0350.220-0359.540 | Thành
P=2008 | X=0107.330-0174.760 | Y=0366.360-0377.600 | Đường Võ Duy
P=2008 | X=0188.230-0378.700 | Y=0372.120-0383.360 | Đường Tôn Thất Đạm Đường Tăng Bạt Hổ
P=2008 | X=0090.020-0106.660 | Y=0374.000-0383.320 | 168
P=2008 | X=0404.780-0421.420 | Y=0374.000-0383.320 | 850
P=2008 | X=0447.290-0463.930 | Y=0374.000-0383.320 | 600
P=2008 | X=0505.390-0522.030 | Y=0374.000-0383.320 | 510
P=2008 | X=0107.330-0139.080 | Y=0377.880-0389.120 | Dương
P=2008 | X=0107.330-0185.890 | Y=0395.880-0407.120 | Đường Phan Văn
P=2008 | X=0188.230-0378.700 | Y=0401.640-0412.880 | Đường Tôn Thất Đạm Đường Tăng Bạt Hổ
P=2008 | X=0090.020-0106.660 | Y=0403.520-0412.840 | 169
P=2008 | X=0404.780-0421.420 | Y=0403.520-0412.840 | 850
P=2008 | X=0447.290-0463.930 | Y=0403.520-0412.840 | 600
P=2008 | X=0505.390-0522.030 | Y=0403.520-0412.840 | 510
P=2008 | X=0107.330-0122.850 | Y=0407.400-0418.640 | Đạt
P=2008 | X=0107.330-0162.610 | Y=0425.400-0436.640 | Đường Trần
P=2008 | X=0188.230-0261.700 | Y=0425.400-0436.640 | Đường Tôn Đức
P=2008 | X=0090.020-0106.660 | Y=0433.040-0442.360 | 170
P=2008 | X=0287.860-0330.930 | Y=0433.040-0442.360 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0433.040-0442.360 | 850
P=2008 | X=0447.290-0463.930 | Y=0433.040-0442.360 | 600
P=2008 | X=0505.390-0522.030 | Y=0433.040-0442.360 | 510
P=2008 | X=0107.330-0152.950 | Y=0436.920-0448.160 | Khánh Dư
P=2008 | X=0188.230-0216.630 | Y=0438.800-0448.120 | Thắng
P=2008 | X=0107.330-0181.910 | Y=0454.940-0466.180 | Đường Tôn Thất
P=2008 | X=0287.860-0374.600 | Y=0454.940-0466.180 | Đường Trần Khánh
P=2008 | X=0188.230-0262.230 | Y=0460.700-0471.940 | Đường QHLKV4
P=2008 | X=0090.020-0106.660 | Y=0462.580-0471.900 | 171
P=2008 | X=0404.780-0421.420 | Y=0462.580-0471.900 | 850
P=2008 | X=0447.290-0463.930 | Y=0462.580-0471.900 | 600
P=2008 | X=0505.390-0522.030 | Y=0462.580-0471.900 | 510
P=2008 | X=0107.330-0128.450 | Y=0466.220-0477.460 | Đạm
P=2008 | X=0287.860-0301.800 | Y=0466.220-0477.460 | Dư
P=2008 | X=0107.330-0170.790 | Y=0484.220-0495.460 | Đường Huyền
P=2008 | X=0188.230-0261.700 | Y=0484.220-0495.460 | Đường Tôn Đức
P=2008 | X=0090.020-0106.660 | Y=0491.860-0501.180 | 172
P=2008 | X=0287.860-0330.930 | Y=0491.860-0501.180 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0491.860-0501.180 | 850
P=2008 | X=0447.290-0463.930 | Y=0491.860-0501.180 | 600
P=2008 | X=0505.390-0522.030 | Y=0491.860-0501.180 | 510
P=2008 | X=0107.330-0216.630 | Y=0497.620-0506.940 | Trân Công Chúa Thắng
P=2008 | X=0107.330-0182.390 | Y=0513.740-0524.980 | Đường Tăng Bạt
P=2008 | X=0287.860-0361.340 | Y=0513.740-0524.980 | Đường Tôn Đức
P=2008 | X=0188.230-0262.230 | Y=0519.500-0530.740 | Đường QHLKV4
P=2008 | X=0090.020-0106.660 | Y=0521.380-0530.700 | 173
P=2008 | X=0404.780-0421.420 | Y=0521.380-0530.700 | 850
P=2008 | X=0447.290-0463.930 | Y=0521.380-0530.700 | 600
P=2008 | X=0505.390-0522.030 | Y=0521.380-0530.700 | 510
P=2008 | X=0107.330-0120.130 | Y=0527.140-0536.460 | Hổ
P=2008 | X=0287.860-0316.280 | Y=0527.140-0536.460 | Thắng
P=2008 | X=0188.230-0257.860 | Y=0543.290-0554.530 | Đường Bùi Đắc
P=2008 | X=0090.020-0179.660 | Y=0549.050-0560.290 | 174 Đường Lê Chân
P=2008 | X=0287.860-0330.930 | Y=0550.930-0560.250 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0550.930-0560.250 | 850
P=2008 | X=0447.290-0463.930 | Y=0550.930-0560.250 | 600
P=2008 | X=0505.390-0522.030 | Y=0550.930-0560.250 | 510
P=2008 | X=0188.230-0216.150 | Y=0556.690-0566.010 | Tuyên
P=2008 | X=0107.330-0160.220 | Y=0572.810-0584.050 | Đường Chu
P=2008 | X=0188.230-0277.320 | Y=0578.570-0589.810 | Đường Đào Duy Từ
P=2008 | X=0090.020-0106.660 | Y=0580.450-0589.770 | 175
P=2008 | X=0287.860-0330.930 | Y=0580.450-0589.770 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0580.450-0589.770 | 850
P=2008 | X=0447.290-0463.930 | Y=0580.450-0589.770 | 600
P=2008 | X=0505.390-0522.030 | Y=0580.450-0589.770 | 510
P=2008 | X=0107.330-0158.040 | Y=0586.210-0595.530 | Mạnh Trinh
P=2008 | X=0107.330-0177.510 | Y=0602.330-0613.570 | Đường Hổ Biểu
P=2008 | X=0188.230-0277.320 | Y=0608.090-0619.330 | Đường Đào Duy Từ
P=2008 | X=0090.020-0106.660 | Y=0609.970-0619.290 | 176
P=2008 | X=0287.860-0330.930 | Y=0609.970-0619.290 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0609.970-0619.290 | 850
P=2008 | X=0447.290-0463.930 | Y=0609.970-0619.290 | 600
P=2008 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 510
P=2008 | X=0107.330-0136.710 | Y=0615.730-0625.050 | Chánh
P=2008 | X=0107.330-0185.330 | Y=0631.870-0643.110 | Đường Tống Duy
P=2008 | X=0188.230-0262.230 | Y=0637.630-0648.870 | Đường QHLKV4
P=2008 | X=0090.020-0106.660 | Y=0639.510-0648.830 | 177
P=2008 | X=0287.860-0330.930 | Y=0639.510-0648.830 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0639.510-0648.830 | 850
P=2008 | X=0447.290-0463.930 | Y=0639.510-0648.830 | 600
P=2008 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 510
P=2008 | X=0107.330-0124.690 | Y=0645.270-0654.590 | Tân
P=2008 | X=0107.330-0176.950 | Y=0661.390-0672.630 | Đường Bùi Đắc
P=2008 | X=0188.230-0277.130 | Y=0667.150-0678.390 | Đường Nguyễn Trãi
P=2008 | X=0090.020-0106.660 | Y=0669.030-0678.350 | 178
P=2008 | X=0287.860-0330.930 | Y=0669.030-0678.350 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0669.030-0678.350 | 850
P=2008 | X=0447.290-0463.930 | Y=0669.030-0678.350 | 600
P=2008 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 510
P=2008 | X=0107.330-0135.250 | Y=0674.790-0684.110 | Tuyên
P=2008 | X=0107.330-0171.970 | Y=0690.910-0702.150 | Đường Lương
P=2008 | X=0188.230-0261.700 | Y=0690.910-0702.150 | Đường Tôn Đức
P=2008 | X=0090.020-0106.660 | Y=0698.550-0707.870 | 179
P=2008 | X=0287.860-0330.930 | Y=0698.550-0707.870 | Hết tuyến
P=2008 | X=0404.780-0421.420 | Y=0698.550-0707.870 | 850
P=2008 | X=0447.290-0463.930 | Y=0698.550-0707.870 | 600
P=2008 | X=0505.390-0522.030 | Y=0698.550-0707.870 | 510
P=2008 | X=0107.330-0163.090 | Y=0704.340-0713.660 | Ngọc Quyến
P=2008 | X=0188.230-0216.630 | Y=0704.340-0713.660 | Thắng
P=2009 | X=0107.330-0183.210 | Y=0078.740-0089.980 | Đường thuộc Dự
P=2009 | X=0107.330-0167.410 | Y=0092.140-0101.460 | án: Xây dựng
P=2009 | X=0107.330-0187.120 | Y=0101.780-0113.020 | láng nhựa Đường
P=2009 | X=0107.330-0171.990 | Y=0113.300-0124.540 | từ ĐT 741 đến
P=2009 | X=0090.020-0106.660 | Y=0120.970-0130.290 | 180
P=2009 | X=0188.230-0238.500 | Y=0120.970-0130.290 | Toàn tuyến
P=2009 | X=0396.620-0421.670 | Y=0120.970-0130.290 | 1.300
P=2009 | X=0447.290-0463.930 | Y=0120.970-0130.290 | 890
P=2009 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 770
P=2009 | X=0107.330-0161.900 | Y=0124.850-0136.090 | đường vòng
P=2009 | X=0107.330-0184.760 | Y=0138.250-0147.570 | quanh núi Bà Rá,
P=2009 | X=0107.330-0164.690 | Y=0147.650-0158.890 | thị xã Phước
P=2009 | X=0107.330-0149.580 | Y=0159.170-0170.410 | Long (cũ)
P=2009 | X=0107.330-0181.530 | Y=0177.170-0188.410 | Đường thuộc dự
P=2009 | X=0107.330-0164.540 | Y=0190.570-0199.890 | án Xây dựng
P=2009 | X=0107.330-0185.170 | Y=0200.230-0211.470 | đường từ ĐT 759
P=2009 | X=0090.020-0238.500 | Y=0211.750-0222.990 | 181 đi qua khu di tích Toàn tuyến
P=2009 | X=0396.620-0421.670 | Y=0213.630-0222.950 | 1.300
P=2009 | X=0447.290-0463.930 | Y=0213.630-0222.950 | 890
P=2009 | X=0505.390-0522.030 | Y=0213.630-0222.950 | 770
P=2009 | X=0107.330-0178.230 | Y=0225.150-0234.470 | lịch sử Cây Khế
P=2009 | X=0107.330-0187.090 | Y=0234.790-0246.030 | Bà Định và nhà tù
P=2009 | X=0107.330-0135.240 | Y=0248.190-0257.510 | Bà Rá
P=2009 | X=0107.330-0181.530 | Y=0264.310-0275.550 | Đường thuộc dự
P=2009 | X=0107.330-0167.260 | Y=0277.710-0287.030 | án Xây dựng,
P=2009 | X=0107.330-0187.120 | Y=0287.380-0298.620 | láng nhựa Đường
P=2009 | X=0107.330-0175.350 | Y=0298.900-0310.140 | từ ĐT 741 (gần
P=2009 | X=0107.330-0174.120 | Y=0312.300-0321.620 | Công ty cao su
P=2009 | X=0090.020-0165.820 | Y=0323.580-0332.900 | 182 Phước Long,
P=2009 | X=0188.230-0238.500 | Y=0323.580-0332.900 | Toàn tuyến
P=2009 | X=0396.620-0421.670 | Y=0323.580-0332.900 | 1.300
P=2009 | X=0447.290-0463.930 | Y=0323.580-0332.900 | 890
P=2009 | X=0505.390-0522.030 | Y=0323.580-0332.900 | 770
P=2009 | X=0107.330-0187.510 | Y=0335.100-0344.420 | huyện Phú Riềng)
P=2009 | X=0107.330-0174.690 | Y=0344.740-0355.980 | đến Đường ĐT
P=2009 | X=0107.330-0165.910 | Y=0358.140-0367.460 | 759 (khu vực
P=2009 | X=0107.330-0180.860 | Y=0367.800-0379.040 | Long Điền, Long
P=2009 | X=0107.330-0141.410 | Y=0379.320-0390.560 | Phước)
P=2009 | X=0107.330-0181.530 | Y=0397.320-0408.560 | Đường thuộc dự
P=2009 | X=0107.330-0164.540 | Y=0410.720-0420.040 | án Xây dựng
P=2009 | X=0107.330-0184.230 | Y=0420.360-0431.600 | đường từ Đường
P=2009 | X=0107.330-0178.710 | Y=0431.880-0443.120 | ĐT 759 phường
P=2009 | X=0090.020-0238.500 | Y=0443.400-0454.640 | 183 Phước Bình đến Toàn tuyến
P=2009 | X=0396.620-0421.670 | Y=0445.280-0454.600 | 1.300
P=2009 | X=0447.290-0463.930 | Y=0445.280-0454.600 | 890
P=2009 | X=0505.390-0522.030 | Y=0445.280-0454.600 | 770
P=2009 | X=0107.330-0186.370 | Y=0454.940-0466.180 | Đường Bàu Nghé
P=2009 | X=0107.330-0168.590 | Y=0466.220-0477.460 | xã Phước Tín
P=2009 | X=0107.330-0176.540 | Y=0477.740-0488.980 | (cũ) (song song
P=2009 | X=0107.330-0177.890 | Y=0489.260-0500.500 | Đường ĐT 759)
P=2009 | X=0107.330-0185.440 | Y=0507.260-0518.500 | Các tuyến đường
P=2009 | X=0107.330-0180.380 | Y=0518.780-0530.020 | nhựa, đường bê
P=2009 | X=0090.020-0166.950 | Y=0532.180-0541.500 | 184 tông có chiều
P=2009 | X=0188.230-0238.500 | Y=0532.180-0541.500 | Toàn tuyến
P=2009 | X=0404.780-0421.420 | Y=0532.180-0541.500 | 770
P=2009 | X=0447.290-0463.930 | Y=0532.180-0541.500 | 540
P=2009 | X=0505.390-0522.030 | Y=0532.180-0541.500 | 460
P=2009 | X=0107.330-0170.250 | Y=0543.730-0553.050 | ngang rộng từ
P=2009 | X=0107.330-0161.410 | Y=0555.250-0564.570 | 3,5m trở lên
P=2009 | X=0107.330-0185.440 | Y=0571.370-0582.610 | Các tuyến đường
P=2009 | X=0107.330-0180.380 | Y=0582.890-0594.130 | nhựa, đường bê
P=2009 | X=0090.020-0166.950 | Y=0596.290-0605.610 | 185 tông có chiều
P=2009 | X=0188.230-0238.500 | Y=0596.290-0605.610 | Toàn tuyến
P=2009 | X=0404.780-0421.420 | Y=0596.290-0605.610 | 600
P=2009 | X=0447.290-0463.930 | Y=0596.290-0605.610 | 420
P=2009 | X=0505.390-0522.030 | Y=0596.290-0605.610 | 360
P=2009 | X=0107.330-0181.830 | Y=0605.930-0617.170 | ngang rộng dưới
P=2009 | X=0107.330-0129.650 | Y=0619.350-0628.670 | 3,5m
P=2009 | X=0107.330-0185.440 | Y=0635.470-0646.710 | Các tuyến đường
P=2009 | X=0090.020-0106.660 | Y=0643.110-0652.430 | 186
P=2009 | X=0188.230-0238.500 | Y=0643.110-0652.430 | Toàn tuyến
P=2009 | X=0404.780-0421.420 | Y=0643.110-0652.430 | 490
P=2009 | X=0447.290-0463.930 | Y=0643.110-0652.430 | 340
P=2009 | X=0505.390-0522.030 | Y=0643.110-0652.430 | 300
P=2009 | X=0107.330-0136.210 | Y=0648.630-0657.950 | còn lại
