TABLE=004 | AREA=Phường Long Bình | SECTION=non-agricultural | SEGMENTS=1
P=0163 | X=0301.800-0353.470 | Y=0702.420-0711.740 | về bên phải
P=0163 | X=0219.670-0283.620 | Y=0708.180-0717.500 | Chạm tới ranh
P=0164 | X=0219.670-0299.290 | Y=0072.500-0083.740 | thửa đất số 34, tờ
P=0164 | X=0219.670-0280.740 | Y=0084.020-0095.260 | BĐĐC số 108
P=0164 | X=0219.670-0283.640 | Y=0095.540-0106.780 | (phường Long
P=0164 | X=0219.670-0243.660 | Y=0108.940-0118.260 | Bình)
P=0164 | X=0110.690-0377.470 | Y=0124.850-0136.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=0164 | X=0110.690-0365.240 | Y=0136.370-0147.610 | khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh
P=0164 | X=0110.690-0385.270 | Y=0147.650-0158.890 | thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết
P=0164 | X=0110.690-0372.680 | Y=0159.170-0170.410 | thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0164 | X=0091.940-0108.580 | Y=0167.050-0176.370 | 128
P=0164 | X=0401.180-0431.750 | Y=0167.050-0176.370 | 10.700
P=0164 | X=0454.010-0479.060 | Y=0167.050-0176.370 | 7.500
P=0164 | X=0497.230-0522.280 | Y=0167.050-0176.370 | 6.400
P=0164 | X=0110.690-0170.850 | Y=0170.690-0181.930 | tông xi măng:
P=0164 | X=0110.690-0333.600 | Y=0188.210-0199.450 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0164 | X=0110.690-0387.880 | Y=0205.750-0216.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0164 | X=0110.690-0377.470 | Y=0223.510-0234.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=0164 | X=0110.690-0365.240 | Y=0235.030-0246.270 | khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh
P=0164 | X=0110.690-0385.270 | Y=0246.550-0257.790 | thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết
P=0164 | X=0110.690-0372.680 | Y=0258.070-0269.310 | thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0164 | X=0110.690-0170.850 | Y=0269.590-0280.830 | tông xi măng:
P=0164 | X=0091.940-0108.580 | Y=0280.350-0289.670 | 129
P=0164 | X=0406.700-0431.750 | Y=0280.350-0289.670 | 7.700
P=0164 | X=0454.010-0479.060 | Y=0280.350-0289.670 | 5.400
P=0164 | X=0497.230-0522.280 | Y=0280.350-0289.670 | 4.600
P=0164 | X=0110.690-0333.860 | Y=0287.140-0298.380 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0164 | X=0110.690-0364.000 | Y=0304.660-0315.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0164 | X=0110.690-0197.240 | Y=0315.940-0327.180 | >400m đến ≤600m.
P=0164 | X=0110.690-0333.860 | Y=0333.460-0344.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0164 | X=0110.690-0377.470 | Y=0351.220-0362.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=0164 | X=0110.690-0365.240 | Y=0362.740-0373.980 | khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh
P=0164 | X=0110.690-0385.270 | Y=0374.280-0385.520 | thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết
P=0164 | X=0110.690-0372.680 | Y=0385.800-0397.040 | thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0164 | X=0091.940-0108.580 | Y=0393.680-0403.000 | 130
P=0164 | X=0406.700-0431.750 | Y=0393.680-0403.000 | 4.600
P=0164 | X=0454.010-0479.060 | Y=0393.680-0403.000 | 3.200
P=0164 | X=0497.230-0522.280 | Y=0393.680-0403.000 | 2.800
P=0164 | X=0110.690-0170.850 | Y=0397.320-0408.560 | tông xi măng:
P=0164 | X=0110.690-0388.120 | Y=0414.840-0426.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0164 | X=0110.690-0334.330 | Y=0432.360-0443.600 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0164 | X=0110.690-0384.230 | Y=0450.140-0461.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0164 | X=0110.690-0362.950 | Y=0461.660-0472.900 | ra Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt
P=0164 | X=0110.690-0387.100 | Y=0473.180-0484.420 | Chạm tới ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long
P=0164 | X=0110.690-0361.410 | Y=0484.460-0495.700 | Bình) đến Hết thửa 12 tờ 90 về bên phải có hiện trạng là
P=0164 | X=0091.940-0108.580 | Y=0492.340-0501.660 | 131
P=0164 | X=0406.700-0431.750 | Y=0492.340-0501.660 | 9.600
P=0164 | X=0454.010-0479.060 | Y=0492.340-0501.660 | 6.700
P=0164 | X=0497.230-0522.280 | Y=0492.340-0501.660 | 5.800
P=0164 | X=0110.690-0246.460 | Y=0495.980-0507.220 | đường nhựa, bê tông xi măng:
P=0164 | X=0110.690-0333.600 | Y=0513.500-0524.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0164 | X=0110.690-0387.880 | Y=0531.020-0542.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0164 | X=0110.690-0384.200 | Y=0548.810-0560.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0164 | X=0110.690-0362.950 | Y=0560.330-0571.570 | ra Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt
P=0164 | X=0110.690-0387.100 | Y=0571.850-0583.090 | Chạm tới ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long
P=0164 | X=0110.690-0361.410 | Y=0583.370-0594.610 | Bình) đến Hết thửa 12 tờ 90 về bên phải có hiện trạng là
P=0164 | X=0110.690-0246.460 | Y=0594.890-0606.130 | đường nhựa, bê tông xi măng:
P=0164 | X=0091.940-0108.580 | Y=0605.650-0614.970 | 132
P=0164 | X=0406.700-0431.750 | Y=0605.650-0614.970 | 6.900
P=0164 | X=0454.010-0479.060 | Y=0605.650-0614.970 | 4.800
P=0164 | X=0497.230-0522.270 | Y=0605.650-0614.970 | 4.100
P=0164 | X=0110.690-0333.860 | Y=0612.410-0623.650 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0164 | X=0110.690-0364.000 | Y=0629.950-0641.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0164 | X=0110.690-0197.240 | Y=0641.470-0652.710 | >400m đến ≤600m.
P=0164 | X=0110.690-0333.860 | Y=0658.750-0669.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0164 | X=0110.690-0384.200 | Y=0676.510-0687.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0164 | X=0091.940-0362.950 | Y=0688.030-0699.270 | 133 ra Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt
P=0164 | X=0406.700-0431.750 | Y=0689.910-0699.230 | 4.100
P=0164 | X=0454.010-0479.060 | Y=0689.910-0699.230 | 2.900
P=0164 | X=0497.230-0522.280 | Y=0689.910-0699.230 | 2.500
P=0164 | X=0110.690-0387.100 | Y=0699.550-0710.790 | Chạm tới ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long
P=0165 | X=0110.690-0361.410 | Y=0072.500-0083.740 | Bình) đến Hết thửa 12 tờ 90 về bên phải có hiện trạng là
P=0165 | X=0110.690-0246.470 | Y=0084.020-0095.260 | đường nhựa, bê tông xi măng:
P=0165 | X=0110.690-0388.120 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0165 | X=0110.690-0336.980 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0165 | X=0301.800-0383.740 | Y=0138.730-0148.050 | Bên phải, hết ranh
P=0165 | X=0301.800-0386.920 | Y=0148.370-0159.610 | thửa đất số 178, tờ
P=0165 | X=0301.800-0386.360 | Y=0159.650-0170.890 | BĐĐC số 134; Bên
P=0165 | X=0219.670-0289.360 | Y=0165.410-0176.650 | Đường Bùi Văn
P=0165 | X=0301.800-0381.580 | Y=0173.050-0182.370 | trái, hết ranh thửa
P=0165 | X=0091.940-0292.740 | Y=0176.930-0188.170 | 134 Đường Hoàng Tam Kỳ Hòa (Quốc lộ 15
P=0165 | X=0401.180-0431.750 | Y=0178.810-0188.130 | 23.700
P=0165 | X=0448.490-0479.060 | Y=0178.810-0188.130 | 16.600
P=0165 | X=0491.710-0522.280 | Y=0178.810-0188.130 | 14.200
P=0165 | X=0301.800-0357.850 | Y=0182.690-0193.930 | đất số 78, tờ
P=0165 | X=0219.670-0252.790 | Y=0190.330-0199.650 | nối dài)
P=0165 | X=0301.800-0362.840 | Y=0194.210-0205.450 | BĐĐC số 134
P=0165 | X=0301.800-0365.740 | Y=0205.750-0216.990 | (phường Long
P=0165 | X=0301.800-0328.590 | Y=0219.150-0228.470 | Bình).
P=0165 | X=0110.690-0359.010 | Y=0235.030-0246.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0165 | X=0110.690-0378.460 | Y=0246.550-0257.790 | Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối
P=0165 | X=0110.690-0385.510 | Y=0258.070-0269.310 | dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
P=0165 | X=0110.690-0375.340 | Y=0269.590-0280.830 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường
P=0165 | X=0091.940-0108.580 | Y=0277.470-0286.790 | 135
P=0165 | X=0401.180-0431.750 | Y=0277.470-0286.790 | 11.800
P=0165 | X=0454.010-0479.060 | Y=0277.470-0286.790 | 8.300
P=0165 | X=0497.230-0522.280 | Y=0277.470-0286.790 | 7.100
P=0165 | X=0110.690-0369.130 | Y=0281.110-0292.350 | Long Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0165 | X=0110.690-0333.600 | Y=0298.660-0309.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0165 | X=0110.690-0387.880 | Y=0315.940-0327.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0165 | X=0110.690-0359.010 | Y=0333.700-0344.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0165 | X=0110.690-0378.460 | Y=0345.220-0356.460 | Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối
P=0165 | X=0110.690-0385.510 | Y=0356.740-0367.980 | dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
P=0165 | X=0110.690-0375.340 | Y=0368.280-0379.520 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường
P=0165 | X=0110.690-0369.130 | Y=0379.800-0391.040 | Long Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0165 | X=0091.940-0108.580 | Y=0390.800-0400.120 | 136
P=0165 | X=0406.700-0431.750 | Y=0390.800-0400.120 | 7.100
P=0165 | X=0454.010-0479.060 | Y=0390.800-0400.120 | 5.000
P=0165 | X=0497.230-0522.280 | Y=0390.800-0400.120 | 4.300
P=0165 | X=0110.690-0333.860 | Y=0397.320-0408.560 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0165 | X=0110.690-0364.000 | Y=0414.840-0426.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0165 | X=0110.690-0197.240 | Y=0426.360-0437.600 | >400m đến ≤600m.
P=0165 | X=0110.690-0333.860 | Y=0443.880-0455.120 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0165 | X=0110.690-0359.010 | Y=0461.660-0472.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0165 | X=0110.690-0378.460 | Y=0473.180-0484.420 | Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối
P=0165 | X=0110.690-0385.510 | Y=0484.460-0495.700 | dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
P=0165 | X=0110.690-0375.340 | Y=0495.980-0507.220 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường
P=0165 | X=0091.940-0108.580 | Y=0503.860-0513.180 | 137
P=0165 | X=0406.700-0431.750 | Y=0503.860-0513.180 | 4.600
P=0165 | X=0454.010-0479.060 | Y=0503.860-0513.180 | 3.200
P=0165 | X=0497.230-0522.280 | Y=0503.860-0513.180 | 2.800
P=0165 | X=0110.690-0369.130 | Y=0507.500-0518.740 | Long Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0165 | X=0110.690-0388.120 | Y=0525.020-0536.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0165 | X=0110.690-0334.330 | Y=0542.570-0553.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0165 | X=0110.690-0384.200 | Y=0560.330-0571.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0165 | X=0110.690-0384.380 | Y=0571.850-0583.090 | ra Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc
P=0165 | X=0110.690-0359.780 | Y=0583.370-0594.610 | lộ 15 nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ
P=0165 | X=0110.690-0380.630 | Y=0594.890-0606.130 | BĐĐC số 134; Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số
P=0165 | X=0091.940-0367.420 | Y=0606.410-0617.850 | 138 134 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0165 | X=0401.180-0431.750 | Y=0608.530-0617.850 | 10.600
P=0165 | X=0454.010-0479.060 | Y=0608.530-0617.850 | 7.400
P=0165 | X=0497.230-0522.280 | Y=0608.530-0617.850 | 6.400
P=0165 | X=0110.690-0170.850 | Y=0617.950-0629.190 | tông xi măng:
P=0165 | X=0110.690-0333.600 | Y=0635.470-0646.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0165 | X=0110.690-0387.890 | Y=0652.750-0663.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0165 | X=0110.690-0384.200 | Y=0670.510-0681.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0165 | X=0110.690-0384.380 | Y=0682.030-0693.270 | ra Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc
P=0165 | X=0091.940-0108.580 | Y=0689.670-0698.990 | 139
P=0165 | X=0406.700-0431.750 | Y=0689.670-0698.990 | 6.400
P=0165 | X=0454.010-0479.060 | Y=0689.670-0698.990 | 4.500
P=0165 | X=0497.230-0522.280 | Y=0689.670-0698.990 | 3.800
P=0165 | X=0110.690-0359.780 | Y=0693.550-0704.790 | lộ 15 nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ
P=0165 | X=0110.690-0380.620 | Y=0705.090-0716.330 | BĐĐC số 134; Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số
P=0166 | X=0110.690-0367.420 | Y=0072.500-0083.740 | 134 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0166 | X=0110.690-0170.850 | Y=0084.020-0095.260 | tông xi măng:
P=0166 | X=0110.690-0333.860 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0166 | X=0110.690-0364.000 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0166 | X=0110.690-0197.240 | Y=0130.610-0141.850 | >400m đến ≤600m.
P=0166 | X=0110.690-0333.860 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0166 | X=0110.690-0384.200 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0166 | X=0110.690-0384.380 | Y=0177.170-0188.410 | ra Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc
P=0166 | X=0110.690-0359.780 | Y=0188.690-0199.930 | lộ 15 nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ
P=0166 | X=0110.690-0380.630 | Y=0200.230-0211.470 | BĐĐC số 134; Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số
P=0166 | X=0091.940-0367.420 | Y=0211.750-0223.190 | 140 134 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0166 | X=0406.700-0431.750 | Y=0213.870-0223.190 | 4.100
P=0166 | X=0454.010-0479.060 | Y=0213.870-0223.190 | 2.900
P=0166 | X=0497.230-0522.280 | Y=0213.870-0223.190 | 2.500
P=0166 | X=0110.690-0170.850 | Y=0223.270-0234.510 | tông xi măng:
P=0166 | X=0110.690-0388.120 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0166 | X=0110.690-0336.980 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0166 | X=0110.690-0195.280 | Y=0276.070-0287.310 | Đường Huỳnh Dân
P=0166 | X=0219.670-0380.860 | Y=0276.070-0287.310 | Đường Hoàng Bá Đường Hoàng Bá
P=0166 | X=0091.940-0108.580 | Y=0283.740-0293.060 | 141
P=0166 | X=0401.180-0431.750 | Y=0283.740-0293.060 | 26.600
P=0166 | X=0448.490-0479.060 | Y=0283.740-0293.060 | 18.600
P=0166 | X=0491.710-0522.270 | Y=0283.740-0293.060 | 16.000
P=0166 | X=0110.690-0134.060 | Y=0289.500-0298.820 | Sanh
P=0166 | X=0219.670-0239.900 | Y=0289.500-0298.820 | Bích
P=0166 | X=0301.800-0322.030 | Y=0289.500-0298.820 | Bích
P=0166 | X=0110.690-0359.010 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0166 | X=0110.690-0382.540 | Y=0316.900-0328.140 | Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường
P=0166 | X=0110.690-0387.630 | Y=0328.420-0339.660 | Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0166 | X=0091.940-0108.580 | Y=0336.300-0345.620 | 142
P=0166 | X=0401.180-0431.750 | Y=0336.300-0345.620 | 12.700
P=0166 | X=0454.010-0479.060 | Y=0336.300-0345.620 | 8.900
P=0166 | X=0497.230-0522.280 | Y=0336.300-0345.620 | 7.600
P=0166 | X=0110.690-0333.600 | Y=0345.700-0356.940 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0166 | X=0110.690-0387.880 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0166 | X=0110.690-0359.010 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0166 | X=0110.690-0382.540 | Y=0392.520-0403.760 | Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường
P=0166 | X=0110.690-0387.630 | Y=0404.040-0415.280 | Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0166 | X=0091.940-0333.890 | Y=0421.560-0435.880 | 143 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0166 | X=0406.700-0431.750 | Y=0426.560-0435.880 | 8.200
P=0166 | X=0454.010-0479.060 | Y=0426.560-0435.880 | 5.700
P=0166 | X=0497.230-0522.280 | Y=0426.560-0435.880 | 4.900
P=0166 | X=0110.690-0364.000 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0166 | X=0110.690-0197.240 | Y=0450.620-0461.860 | >400m đến ≤600m.
P=0166 | X=0110.690-0333.860 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0166 | X=0110.690-0359.010 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0166 | X=0110.690-0382.540 | Y=0497.420-0508.660 | Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường
P=0166 | X=0110.690-0387.630 | Y=0508.940-0520.180 | Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0166 | X=0091.940-0108.580 | Y=0516.820-0526.140 | 144
P=0166 | X=0406.700-0431.750 | Y=0516.820-0526.140 | 4.900
P=0166 | X=0454.010-0479.060 | Y=0516.820-0526.140 | 3.400
P=0166 | X=0497.230-0522.280 | Y=0516.820-0526.140 | 2.900
P=0166 | X=0110.690-0388.120 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0166 | X=0110.690-0334.330 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0166 | X=0110.690-0384.200 | Y=0561.530-0572.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0166 | X=0110.690-0374.830 | Y=0573.050-0584.290 | ra Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích
P=0166 | X=0110.690-0378.700 | Y=0584.570-0595.810 | đến Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê
P=0166 | X=0091.940-0170.850 | Y=0596.090-0607.530 | 145 tông xi măng:
P=0166 | X=0401.180-0431.750 | Y=0598.210-0607.530 | 11.400
P=0166 | X=0454.010-0479.060 | Y=0598.210-0607.530 | 8.000
P=0166 | X=0497.230-0522.280 | Y=0598.210-0607.530 | 6.800
P=0166 | X=0110.690-0333.600 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0166 | X=0110.690-0387.880 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0166 | X=0110.690-0384.200 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0166 | X=0110.690-0374.830 | Y=0660.430-0671.670 | ra Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích
P=0166 | X=0091.940-0378.700 | Y=0671.950-0686.030 | 146 đến Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê
P=0166 | X=0406.700-0431.750 | Y=0676.710-0686.030 | 7.400
P=0166 | X=0454.010-0479.060 | Y=0676.710-0686.030 | 5.200
P=0166 | X=0497.230-0522.280 | Y=0676.710-0686.030 | 4.400
P=0166 | X=0110.690-0170.850 | Y=0683.470-0694.710 | tông xi măng:
P=0166 | X=0110.690-0333.860 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0167 | X=0110.690-0364.000 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0167 | X=0110.690-0197.240 | Y=0090.020-0101.260 | >400m đến ≤600m.
P=0167 | X=0110.690-0333.860 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0167 | X=0110.690-0384.200 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0167 | X=0110.690-0374.830 | Y=0136.850-0148.090 | ra Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích
P=0167 | X=0110.690-0378.700 | Y=0148.370-0159.610 | đến Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê
P=0167 | X=0091.940-0170.850 | Y=0159.650-0171.330 | 147 tông xi măng:
P=0167 | X=0406.700-0431.750 | Y=0162.010-0171.330 | 4.400
P=0167 | X=0454.010-0479.060 | Y=0162.010-0171.330 | 3.100
P=0167 | X=0497.230-0522.280 | Y=0162.010-0171.330 | 2.600
P=0167 | X=0110.690-0388.120 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0167 | X=0110.690-0336.980 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0167 | X=0219.670-0289.360 | Y=0212.470-0223.710 | Đường Bùi Văn
P=0167 | X=0301.800-0383.500 | Y=0218.230-0229.470 | Ranh giới phường
P=0167 | X=0091.940-0292.740 | Y=0223.990-0235.230 | 148 Đường Phan Đăng Lưu Hòa (Quốc lộ 15
P=0167 | X=0401.180-0431.750 | Y=0225.870-0235.190 | 16.600
P=0167 | X=0448.490-0479.060 | Y=0225.870-0235.190 | 11.600
P=0167 | X=0491.710-0522.270 | Y=0225.870-0235.190 | 10.000
P=0167 | X=0301.800-0352.520 | Y=0229.750-0240.990 | Phước Tân
P=0167 | X=0219.670-0252.790 | Y=0237.390-0246.710 | nối dài)
P=0167 | X=0110.690-0385.170 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0167 | X=0110.690-0375.940 | Y=0264.790-0276.030 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài)
P=0167 | X=0110.690-0369.100 | Y=0276.310-0287.550 | đến Ranh giới phường Phước Tân có hiện trạng là đường
P=0167 | X=0091.940-0213.800 | Y=0287.860-0299.300 | 149 nhựa, bê tông xi măng:
P=0167 | X=0406.700-0431.750 | Y=0289.980-0299.300 | 9.500
P=0167 | X=0454.010-0479.060 | Y=0289.980-0299.300 | 6.700
P=0167 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 5.700
P=0167 | X=0110.690-0333.600 | Y=0305.380-0316.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0167 | X=0110.690-0387.880 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0167 | X=0110.690-0385.170 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0167 | X=0110.690-0375.940 | Y=0351.940-0363.180 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài)
P=0167 | X=0110.690-0369.100 | Y=0363.460-0374.700 | đến Ranh giới phường Phước Tân có hiện trạng là đường
P=0167 | X=0110.690-0213.820 | Y=0375.000-0386.240 | nhựa, bê tông xi măng:
P=0167 | X=0091.940-0333.860 | Y=0391.760-0403.760 | 150 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0167 | X=0406.700-0431.750 | Y=0391.760-0401.080 | 6.200
P=0167 | X=0454.010-0479.060 | Y=0391.760-0401.080 | 4.300
P=0167 | X=0497.230-0522.280 | Y=0391.760-0401.080 | 3.700
P=0167 | X=0110.690-0364.000 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0167 | X=0110.690-0197.240 | Y=0421.560-0432.800 | >400m đến ≤600m.
P=0167 | X=0110.690-0333.860 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0167 | X=0110.690-0385.170 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0167 | X=0110.690-0375.940 | Y=0468.380-0479.620 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài)
P=0167 | X=0110.690-0369.100 | Y=0479.900-0491.140 | đến Ranh giới phường Phước Tân có hiện trạng là đường
P=0167 | X=0091.940-0213.800 | Y=0491.420-0502.860 | 151 nhựa, bê tông xi măng:
P=0167 | X=0406.700-0431.750 | Y=0493.540-0502.860 | 4.600
P=0167 | X=0454.010-0479.060 | Y=0493.540-0502.860 | 3.200
P=0167 | X=0497.230-0522.280 | Y=0493.540-0502.860 | 2.800
P=0167 | X=0110.690-0388.120 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
