TABLE=018 | AREA=Xã Phước An | SECTION=non-agricultural | SEGMENTS=1
P=0603 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 960
P=0603 | X=0113.570-0354.680 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0603 | X=0113.570-0155.710 | Y=0173.050-0182.370 | >1.000m.
P=0603 | X=0113.570-0337.210 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0603 | X=0223.030-0292.020 | Y=0206.470-0217.710 | Đường Nguyễn
P=0603 | X=0304.680-0390.220 | Y=0206.470-0217.710 | Đường Nguyễn Thị
P=0603 | X=0093.140-0217.600 | Y=0212.230-0223.470 | 134 Đường Lê Hồng Phong
P=0603 | X=0405.980-0431.030 | Y=0214.110-0223.430 | 6.800
P=0603 | X=0453.770-0478.820 | Y=0214.110-0223.430 | 4.800
P=0603 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 4.100
P=0603 | X=0304.680-0329.720 | Y=0217.990-0229.230 | Chơn
P=0603 | X=0223.030-0269.230 | Y=0219.870-0229.190 | Hữu Cảnh
P=0603 | X=0113.570-0375.810 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0603 | X=0113.570-0381.110 | Y=0247.270-0258.510 | Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0603 | X=0113.570-0371.470 | Y=0258.790-0270.030 | Nguyễn Thị Chơn có hiện trạng là đường nhựa, bê tông xi
P=0603 | X=0093.140-0141.570 | Y=0270.310-0281.750 | 135 măng:
P=0603 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 2.900
P=0603 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.000
P=0603 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.700
P=0603 | X=0113.570-0344.650 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0603 | X=0113.570-0390.770 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0603 | X=0113.570-0375.810 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0603 | X=0113.570-0381.110 | Y=0334.660-0345.900 | Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0603 | X=0113.570-0371.470 | Y=0345.940-0357.180 | Nguyễn Thị Chơn có hiện trạng là đường nhựa, bê tông xi
P=0603 | X=0113.570-0141.570 | Y=0357.460-0368.700 | măng:
P=0603 | X=0093.140-0345.160 | Y=0374.240-0386.240 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0603 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.200
P=0603 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.500
P=0603 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.300
P=0603 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0603 | X=0113.570-0208.520 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0603 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0603 | X=0113.570-0375.810 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0603 | X=0113.570-0381.110 | Y=0450.860-0462.100 | Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0603 | X=0113.570-0371.470 | Y=0462.380-0473.620 | Nguyễn Thị Chơn có hiện trạng là đường nhựa, bê tông xi
P=0603 | X=0113.570-0141.570 | Y=0473.900-0485.140 | măng:
P=0603 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 137
P=0603 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.600
P=0603 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.100
P=0603 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 960
P=0603 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0603 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0603 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0603 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0603 | X=0113.570-0387.110 | Y=0549.530-0560.770 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh
P=0603 | X=0113.570-0379.030 | Y=0561.050-0572.290 | đến Đường Nguyễn Thị Chơn có hiện trạng là đường nhựa,
P=0603 | X=0093.140-0187.650 | Y=0572.570-0584.010 | 138 bê tông xi măng:
P=0603 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 2.600
P=0603 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 1.800
P=0603 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.600
P=0603 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0603 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0603 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0603 | X=0113.570-0387.110 | Y=0636.910-0648.150 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh
P=0603 | X=0113.570-0379.030 | Y=0648.430-0659.670 | đến Đường Nguyễn Thị Chơn có hiện trạng là đường nhựa,
P=0603 | X=0113.570-0187.650 | Y=0659.950-0671.190 | bê tông xi măng:
P=0603 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 139
P=0603 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.000
P=0603 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.400
P=0603 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.200
P=0603 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0603 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0603 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0604 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0604 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0604 | X=0113.570-0387.110 | Y=0107.780-0119.020 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Hữu Cảnh
P=0604 | X=0113.570-0379.030 | Y=0119.330-0130.570 | đến Đường Nguyễn Thị Chơn có hiện trạng là đường nhựa,
P=0604 | X=0113.570-0187.650 | Y=0130.850-0142.090 | bê tông xi măng:
P=0604 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 140
P=0604 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.400
P=0604 | X=0461.930-0478.570 | Y=0138.730-0148.050 | 980
P=0604 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=0604 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0604 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0604 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0604 | X=0304.680-0376.530 | Y=0194.930-0206.170 | Đường D15 khu
P=0604 | X=0223.030-0292.020 | Y=0200.710-0211.950 | Đường Nguyễn
P=0604 | X=0093.140-0217.600 | Y=0206.470-0217.710 | 141 Đường Lê Hồng Phong
P=0604 | X=0304.680-0388.250 | Y=0206.470-0217.710 | dân cư HUD Nhơn
P=0604 | X=0405.980-0431.030 | Y=0208.350-0217.670 | 6.500
P=0604 | X=0453.770-0478.820 | Y=0208.350-0217.670 | 4.600
P=0604 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 3.900
P=0604 | X=0223.030-0264.900 | Y=0212.230-0223.470 | Thị Chơn
P=0604 | X=0304.680-0330.440 | Y=0219.870-0229.190 | Trạch
P=0604 | X=0113.570-0375.810 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0604 | X=0113.570-0376.550 | Y=0247.270-0258.510 | Hồng Phong đoạn từ Đường Nguyễn Thị Chơn đến Đường
P=0604 | X=0113.570-0369.100 | Y=0258.790-0270.030 | D15 khu dân cư HUD Nhơn Trạch có hiện trạng là đường
P=0604 | X=0093.140-0216.680 | Y=0270.310-0281.750 | 142 nhựa, bê tông xi măng:
P=0604 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 2.900
P=0604 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.000
P=0604 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.700
P=0604 | X=0113.570-0344.650 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0604 | X=0113.570-0390.760 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0604 | X=0113.570-0375.810 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0604 | X=0113.570-0376.550 | Y=0334.660-0345.900 | Hồng Phong đoạn từ Đường Nguyễn Thị Chơn đến Đường
P=0604 | X=0113.570-0369.100 | Y=0345.940-0357.180 | D15 khu dân cư HUD Nhơn Trạch có hiện trạng là đường
P=0604 | X=0113.570-0216.680 | Y=0357.460-0368.700 | nhựa, bê tông xi măng:
P=0604 | X=0093.140-0345.120 | Y=0374.240-0386.240 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0604 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.400
P=0604 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.700
P=0604 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.400
P=0604 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0604 | X=0113.570-0208.520 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0604 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0604 | X=0113.570-0375.810 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0604 | X=0113.570-0376.550 | Y=0450.860-0462.100 | Hồng Phong đoạn từ Đường Nguyễn Thị Chơn đến Đường
P=0604 | X=0113.570-0369.100 | Y=0462.380-0473.620 | D15 khu dân cư HUD Nhơn Trạch có hiện trạng là đường
P=0604 | X=0113.570-0216.680 | Y=0473.900-0485.140 | nhựa, bê tông xi măng:
P=0604 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 144
P=0604 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.600
P=0604 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.100
P=0604 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 960
P=0604 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0604 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0604 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0604 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0604 | X=0113.570-0382.540 | Y=0549.530-0560.770 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Thị Chơn
P=0604 | X=0113.570-0390.690 | Y=0561.050-0572.290 | đến Đường D15 khu dân cư HUD Nhơn Trạch có hiện trạng là
P=0604 | X=0093.140-0249.340 | Y=0572.570-0584.010 | 145 đường nhựa, bê tông xi măng:
P=0604 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 2.600
P=0604 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 1.800
P=0604 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.600
P=0604 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0604 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0604 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0604 | X=0113.570-0382.540 | Y=0636.910-0648.150 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Thị Chơn
P=0604 | X=0113.570-0390.690 | Y=0648.430-0659.670 | đến Đường D15 khu dân cư HUD Nhơn Trạch có hiện trạng là
P=0604 | X=0113.570-0249.380 | Y=0659.950-0671.190 | đường nhựa, bê tông xi măng:
P=0604 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 146
P=0604 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.200
P=0604 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.500
P=0604 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.300
P=0604 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0604 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0604 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0605 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0605 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0605 | X=0113.570-0382.540 | Y=0107.780-0119.020 | ra Đường Lê Hồng Phong đoạn từ Đường Nguyễn Thị Chơn
P=0605 | X=0113.570-0390.690 | Y=0119.330-0130.570 | đến Đường D15 khu dân cư HUD Nhơn Trạch có hiện trạng là
P=0605 | X=0113.570-0249.340 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=0605 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 147
P=0605 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.400
P=0605 | X=0461.930-0478.570 | Y=0138.730-0148.050 | 980
P=0605 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=0605 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0605 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0605 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0605 | X=0223.030-0294.910 | Y=0194.930-0206.170 | Đường D15 khu
P=0605 | X=0304.680-0373.180 | Y=0200.710-0211.950 | Đường Trường
P=0605 | X=0093.140-0278.770 | Y=0206.470-0217.710 | 148 Đường Lê Hồng Phong dân cư HUD
P=0605 | X=0405.980-0431.030 | Y=0208.350-0217.670 | 6.800
P=0605 | X=0453.770-0478.820 | Y=0208.350-0217.670 | 4.800
P=0605 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 4.100
P=0605 | X=0304.680-0330.920 | Y=0214.110-0223.430 | Chinh
P=0605 | X=0223.030-0276.660 | Y=0217.990-0229.230 | Nhơn Trạch
P=0605 | X=0113.570-0375.810 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0605 | X=0113.570-0367.110 | Y=0247.270-0258.510 | Hồng Phong đoạn từ Đường D15 khu dân cư HUD Nhơn
P=0605 | X=0113.570-0362.370 | Y=0258.790-0270.030 | Trạch đến Đường Trường Chinh có hiện trạng là đường
P=0605 | X=0093.140-0216.680 | Y=0270.310-0281.750 | 149 nhựa, bê tông xi măng:
P=0605 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 2.900
P=0605 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.000
P=0605 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.700
P=0605 | X=0113.570-0344.650 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0605 | X=0113.570-0390.760 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0605 | X=0113.570-0375.810 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0605 | X=0113.570-0367.130 | Y=0334.660-0345.900 | Hồng Phong đoạn từ Đường D15 khu dân cư HUD Nhơn
P=0605 | X=0113.570-0362.360 | Y=0345.940-0357.180 | Trạch đến Đường Trường Chinh có hiện trạng là đường
P=0605 | X=0113.570-0216.680 | Y=0357.460-0368.700 | nhựa, bê tông xi măng:
P=0605 | X=0093.140-0345.120 | Y=0374.240-0386.240 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0605 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.400
P=0605 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.700
P=0605 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.400
P=0605 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0605 | X=0113.570-0208.520 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0605 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0605 | X=0113.570-0375.810 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0605 | X=0113.570-0367.110 | Y=0450.860-0462.100 | Hồng Phong đoạn từ Đường D15 khu dân cư HUD Nhơn
P=0605 | X=0113.570-0362.360 | Y=0462.380-0473.620 | Trạch đến Đường Trường Chinh có hiện trạng là đường
P=0605 | X=0113.570-0216.680 | Y=0473.900-0485.140 | nhựa, bê tông xi măng:
P=0605 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 151
P=0605 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.600
P=0605 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.100
P=0605 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 960
P=0605 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0605 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0605 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0605 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0605 | X=0113.570-0375.020 | Y=0549.530-0560.770 | ra Đường Lê Hồng Phong đoạn từ Đường D15 khu dân cư
P=0605 | X=0113.570-0382.050 | Y=0561.050-0572.290 | HUD Nhơn Trạch đến Đường Trường Chinh có hiện trạng là
P=0605 | X=0093.140-0249.350 | Y=0572.570-0584.010 | 152 đường nhựa, bê tông xi măng:
P=0605 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 2.600
P=0605 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 1.800
P=0605 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.600
P=0605 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0605 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0605 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0605 | X=0113.570-0375.040 | Y=0636.910-0648.150 | ra Đường Lê Hồng Phong đoạn từ Đường D15 khu dân cư
P=0605 | X=0113.570-0382.050 | Y=0648.430-0659.670 | HUD Nhơn Trạch đến Đường Trường Chinh có hiện trạng là
P=0605 | X=0113.570-0249.340 | Y=0659.950-0671.190 | đường nhựa, bê tông xi măng:
P=0605 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 153
P=0605 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.200
P=0605 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.500
P=0605 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.300
P=0605 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0605 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0605 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0606 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0606 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0606 | X=0113.570-0375.020 | Y=0107.780-0119.020 | ra Đường Lê Hồng Phong đoạn từ Đường D15 khu dân cư
P=0606 | X=0113.570-0382.050 | Y=0119.330-0130.570 | HUD Nhơn Trạch đến Đường Trường Chinh có hiện trạng là
P=0606 | X=0113.570-0249.340 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=0606 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 154
P=0606 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.400
P=0606 | X=0461.930-0478.570 | Y=0138.730-0148.050 | 980
P=0606 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=0606 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0606 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0606 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0606 | X=0113.570-0363.090 | Y=0194.930-0206.170 | Đường ra Cảng Phước Vòng xoay đường Đường Hùng
P=0606 | X=0093.140-0109.780 | Y=0202.590-0211.910 | 155
P=0606 | X=0405.980-0431.030 | Y=0202.590-0211.910 | 9.400
P=0606 | X=0453.770-0478.820 | Y=0202.590-0211.910 | 6.600
P=0606 | X=0497.230-0522.280 | Y=0202.590-0211.910 | 5.600
P=0606 | X=0304.680-0335.960 | Y=0206.470-0217.710 | Vương
P=0606 | X=0113.570-0125.890 | Y=0208.350-0217.670 | An
P=0606 | X=0223.030-0264.420 | Y=0208.350-0217.670 | Trần Phú
P=0606 | X=0113.570-0373.640 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0606 | X=0113.570-0369.110 | Y=0235.750-0246.990 | Cảng Phước An đoạn từ Vòng xoay đường Trần Phú đến
P=0606 | X=0113.570-0384.670 | Y=0247.270-0258.510 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0606 | X=0093.140-0141.570 | Y=0258.790-0270.230 | 156 măng:
P=0606 | X=0405.980-0431.030 | Y=0260.910-0270.230 | 3.400
P=0606 | X=0453.770-0478.820 | Y=0260.910-0270.230 | 2.400
P=0606 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 2.000
P=0606 | X=0113.570-0344.650 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0606 | X=0113.570-0390.760 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0606 | X=0113.570-0373.640 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0606 | X=0113.570-0369.110 | Y=0323.140-0334.380 | Cảng Phước An đoạn từ Vòng xoay đường Trần Phú đến
P=0606 | X=0113.570-0384.670 | Y=0334.660-0345.900 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0606 | X=0113.570-0141.570 | Y=0345.940-0357.180 | măng:
P=0606 | X=0093.140-0345.120 | Y=0362.700-0374.700 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0606 | X=0405.980-0431.030 | Y=0362.700-0372.020 | 2.600
P=0606 | X=0453.770-0478.820 | Y=0362.700-0372.020 | 1.800
P=0606 | X=0497.230-0522.280 | Y=0362.700-0372.020 | 1.600
P=0606 | X=0113.570-0366.880 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0606 | X=0113.570-0208.560 | Y=0392.520-0403.760 | >500m đến ≤1.000m.
P=0606 | X=0113.570-0336.740 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0606 | X=0113.570-0373.640 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0606 | X=0113.570-0369.110 | Y=0439.320-0450.560 | Cảng Phước An đoạn từ Vòng xoay đường Trần Phú đến
P=0606 | X=0113.570-0384.670 | Y=0450.860-0462.100 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0606 | X=0113.570-0141.570 | Y=0462.380-0473.620 | măng:
P=0606 | X=0093.140-0109.780 | Y=0470.260-0479.580 | 158
P=0606 | X=0405.980-0431.030 | Y=0470.260-0479.580 | 1.800
P=0606 | X=0453.770-0478.820 | Y=0470.260-0479.580 | 1.300
P=0606 | X=0497.230-0522.280 | Y=0470.260-0479.580 | 1.100
P=0606 | X=0113.570-0354.680 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0606 | X=0113.570-0155.710 | Y=0493.300-0502.620 | >1.000m.
P=0606 | X=0113.570-0337.210 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0606 | X=0113.570-0387.080 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0606 | X=0113.570-0387.110 | Y=0538.010-0549.250 | ra Đường ra Cảng Phước An đoạn từ Vòng xoay đường Trần
P=0606 | X=0113.570-0378.550 | Y=0549.530-0560.770 | Phú đến Đường Hùng Vương có hiện trạng là đường nhựa,
P=0606 | X=0093.140-0187.650 | Y=0561.050-0572.490 | 159 bê tông xi măng:
P=0606 | X=0405.980-0431.030 | Y=0563.170-0572.490 | 3.100
P=0606 | X=0453.770-0478.820 | Y=0563.170-0572.490 | 2.200
P=0606 | X=0497.230-0522.280 | Y=0563.170-0572.490 | 1.900
P=0606 | X=0113.570-0344.650 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0606 | X=0113.570-0390.760 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0606 | X=0113.570-0387.080 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0606 | X=0113.570-0387.110 | Y=0625.390-0636.630 | ra Đường ra Cảng Phước An đoạn từ Vòng xoay đường Trần
P=0606 | X=0113.570-0378.550 | Y=0636.910-0648.150 | Phú đến Đường Hùng Vương có hiện trạng là đường nhựa,
P=0606 | X=0113.570-0187.650 | Y=0648.430-0659.670 | bê tông xi măng:
P=0606 | X=0093.140-0109.780 | Y=0656.310-0665.630 | 160
P=0606 | X=0405.980-0431.030 | Y=0656.310-0665.630 | 2.300
P=0606 | X=0453.770-0478.820 | Y=0656.310-0665.630 | 1.600
