TABLE=029 | AREA=Xã Xuân Định | SECTION=non-agricultural | SEGMENTS=1
P=1070 | X=0423.050-0439.690 | Y=0488.500-0497.820 | 990
P=1070 | X=0459.290-0475.930 | Y=0488.500-0497.820 | 690
P=1070 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 590
P=1070 | X=0106.850-0337.930 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1070 | X=0106.850-0384.020 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1070 | X=0106.850-0392.140 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1070 | X=0106.850-0383.740 | Y=0544.970-0556.210 | Đường tỉnh 765B đoạn từ Hết nghĩa địa Bảo Thị đến Cầu Suối
P=1070 | X=0106.850-0331.460 | Y=0556.250-0567.490 | Hai có hiện trạng là đường nhựa, bê tông xi măng:
P=1070 | X=0092.900-0338.400 | Y=0573.770-0588.090 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1070 | X=0423.050-0439.690 | Y=0578.770-0588.090 | 730
P=1070 | X=0459.290-0475.930 | Y=0578.770-0588.090 | 510
P=1070 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 440
P=1070 | X=0106.850-0393.740 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1070 | X=0106.850-0167.970 | Y=0602.810-0614.050 | đến ≤1.000m.
P=1070 | X=0106.850-0330.020 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1070 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1070 | X=0106.850-0383.740 | Y=0649.630-0660.870 | Đường tỉnh 765B đoạn từ Hết nghĩa địa Bảo Thị đến Cầu Suối
P=1070 | X=0106.850-0331.460 | Y=0661.150-0672.390 | Hai có hiện trạng là đường nhựa, bê tông xi măng:
P=1070 | X=0092.900-0104.020 | Y=0669.030-0678.350 | 91
P=1070 | X=0423.050-0439.690 | Y=0669.030-0678.350 | 570
P=1070 | X=0459.290-0475.930 | Y=0669.030-0678.350 | 400
P=1070 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 340
P=1070 | X=0106.850-0392.660 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1070 | X=0106.850-0330.490 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1071 | X=0310.440-0377.990 | Y=0078.500-0089.740 | Trạm xăng dầu
P=1071 | X=0092.900-0183.660 | Y=0084.260-0095.500 | 92 Đường tỉnh 765B
P=1071 | X=0228.100-0286.960 | Y=0086.140-0095.460 | Cầu Suối Hai
P=1071 | X=0414.860-0439.910 | Y=0086.140-0095.460 | 2.900
P=1071 | X=0451.130-0476.180 | Y=0086.140-0095.460 | 2.000
P=1071 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 1.700
P=1071 | X=0310.440-0390.330 | Y=0091.900-0101.220 | Nam Hà (+100 m)
P=1071 | X=0106.850-0374.390 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1071 | X=0106.850-0387.070 | Y=0119.330-0130.570 | 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam Hà (+100
P=1071 | X=0106.850-0328.090 | Y=0130.850-0142.090 | m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0104.020 | Y=0138.730-0148.050 | 93
P=1071 | X=0414.860-0439.910 | Y=0138.730-0148.050 | 1.400
P=1071 | X=0459.290-0475.930 | Y=0138.730-0148.050 | 980
P=1071 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=1071 | X=0106.850-0337.930 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1071 | X=0106.850-0384.020 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1071 | X=0106.850-0374.390 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1071 | X=0106.850-0387.070 | Y=0194.930-0206.170 | 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam Hà (+100
P=1071 | X=0106.850-0328.090 | Y=0206.470-0217.710 | m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0338.400 | Y=0223.990-0238.310 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1071 | X=0423.050-0439.690 | Y=0228.990-0238.310 | 680
P=1071 | X=0459.290-0475.930 | Y=0228.990-0238.310 | 480
P=1071 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 410
P=1071 | X=0106.850-0393.740 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1071 | X=0106.850-0167.970 | Y=0253.030-0264.270 | đến ≤1.000m.
P=1071 | X=0106.850-0330.020 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1071 | X=0106.850-0374.390 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1071 | X=0106.850-0387.070 | Y=0299.860-0311.100 | 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam Hà (+100
P=1071 | X=0106.850-0328.090 | Y=0311.380-0322.620 | m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0104.020 | Y=0319.260-0328.580 | 95
P=1071 | X=0423.050-0439.690 | Y=0319.260-0328.580 | 470
P=1071 | X=0459.290-0475.930 | Y=0319.260-0328.580 | 330
P=1071 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 280
P=1071 | X=0106.850-0392.700 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1071 | X=0106.850-0330.490 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1071 | X=0106.850-0392.110 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0106.850-0395.900 | Y=0375.480-0386.720 | Đường tỉnh 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam
P=1071 | X=0106.850-0372.480 | Y=0387.000-0398.240 | Hà (+100 m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0104.020 | Y=0394.880-0404.200 | 96
P=1071 | X=0414.860-0439.910 | Y=0394.880-0404.200 | 1.300
P=1071 | X=0459.290-0475.930 | Y=0394.880-0404.200 | 910
P=1071 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 780
P=1071 | X=0106.850-0337.930 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1071 | X=0106.850-0384.020 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1071 | X=0106.850-0392.110 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0106.850-0395.900 | Y=0451.340-0462.580 | Đường tỉnh 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam
P=1071 | X=0106.850-0372.480 | Y=0462.860-0474.100 | Hà (+100 m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0338.400 | Y=0480.380-0494.460 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1071 | X=0423.050-0439.690 | Y=0485.140-0494.460 | 610
P=1071 | X=0459.290-0475.930 | Y=0485.140-0494.460 | 430
P=1071 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 370
P=1071 | X=0106.850-0393.740 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1071 | X=0106.850-0167.970 | Y=0509.420-0520.660 | đến ≤1.000m.
P=1071 | X=0106.850-0330.020 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1071 | X=0106.850-0392.110 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0106.850-0395.900 | Y=0556.010-0567.250 | Đường tỉnh 765B đoạn từ Cầu Suối Hai đến Trạm xăng dầu Nam
P=1071 | X=0106.850-0372.480 | Y=0567.530-0578.770 | Hà (+100 m) có hiện trạng là đường nhựa, bê tông xi măng:
P=1071 | X=0092.900-0104.020 | Y=0575.410-0584.730 | 98
P=1071 | X=0423.050-0439.690 | Y=0575.410-0584.730 | 420
P=1071 | X=0459.290-0475.930 | Y=0575.410-0584.730 | 290
P=1071 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 250
P=1071 | X=0106.850-0392.640 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1071 | X=0106.850-0330.490 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1071 | X=0310.440-0375.590 | Y=0620.350-0631.590 | Ngã ba đường
P=1071 | X=0228.100-0295.650 | Y=0626.110-0637.350 | Trạm xăng dầu
P=1071 | X=0092.900-0183.660 | Y=0631.870-0643.110 | 99 Đường tỉnh 765B
P=1071 | X=0310.440-0386.390 | Y=0633.750-0643.070 | Xuân Bảo - Xuân
P=1071 | X=0414.860-0439.910 | Y=0633.750-0643.070 | 2.600
P=1071 | X=0451.130-0476.180 | Y=0633.750-0643.070 | 1.800
P=1071 | X=0497.230-0522.280 | Y=0633.750-0643.070 | 1.600
P=1071 | X=0228.100-0307.990 | Y=0639.510-0648.830 | Nam Hà (+100 m)
P=1071 | X=0310.440-0367.800 | Y=0645.270-0654.590 | Tây (-300 m)
P=1071 | X=0106.850-0374.390 | Y=0661.150-0672.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1071 | X=0106.850-0374.600 | Y=0672.670-0683.910 | 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến Ngã ba
P=1071 | X=0090.020-0106.660 | Y=0680.310-0689.630 | 100
P=1071 | X=0414.860-0439.910 | Y=0680.310-0689.630 | 1.300
P=1071 | X=0459.290-0475.930 | Y=0680.310-0689.630 | 910
P=1071 | X=0505.390-0522.030 | Y=0680.310-0689.630 | 780
P=1071 | X=0106.850-0379.900 | Y=0684.190-0695.430 | đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là đường
P=1071 | X=0106.850-0209.960 | Y=0695.710-0706.950 | nhựa, bê tông xi măng:
P=1072 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1072 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1072 | X=0106.850-0374.390 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1072 | X=0106.850-0374.600 | Y=0125.330-0136.570 | 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến Ngã ba
P=1072 | X=0106.850-0379.900 | Y=0136.850-0148.090 | đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là đường
P=1072 | X=0106.850-0209.960 | Y=0148.370-0159.610 | nhựa, bê tông xi măng:
P=1072 | X=0090.020-0338.400 | Y=0164.890-0176.890 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1072 | X=0423.050-0439.690 | Y=0164.890-0174.210 | 680
P=1072 | X=0459.290-0475.930 | Y=0164.890-0174.210 | 480
P=1072 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 410
P=1072 | X=0106.850-0393.740 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1072 | X=0106.850-0167.970 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1072 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1072 | X=0106.850-0374.390 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1072 | X=0106.850-0374.600 | Y=0241.510-0252.750 | 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến Ngã ba
P=1072 | X=0106.850-0379.900 | Y=0253.030-0264.270 | đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là đường
P=1072 | X=0090.020-0209.960 | Y=0264.550-0275.990 | 102 nhựa, bê tông xi măng:
P=1072 | X=0423.050-0439.690 | Y=0266.670-0275.990 | 470
P=1072 | X=0459.290-0475.930 | Y=0266.670-0275.990 | 330
P=1072 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 280
P=1072 | X=0106.850-0392.640 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1072 | X=0106.850-0330.490 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1072 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0106.850-0393.100 | Y=0328.900-0340.140 | Đường tỉnh 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến
P=1072 | X=0106.850-0382.290 | Y=0340.420-0351.660 | Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là
P=1072 | X=0090.020-0242.600 | Y=0351.700-0363.140 | 103 đường nhựa, bê tông xi măng:
P=1072 | X=0414.860-0439.910 | Y=0353.820-0363.140 | 1.200
P=1072 | X=0459.290-0475.930 | Y=0353.820-0363.140 | 840
P=1072 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 720
P=1072 | X=0106.850-0337.930 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1072 | X=0106.850-0384.020 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1072 | X=0106.850-0392.150 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0106.850-0393.100 | Y=0416.040-0427.280 | Đường tỉnh 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến
P=1072 | X=0106.850-0382.290 | Y=0427.560-0438.800 | Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là
P=1072 | X=0106.850-0242.600 | Y=0439.080-0450.320 | đường nhựa, bê tông xi măng:
P=1072 | X=0090.020-0338.400 | Y=0455.620-0467.860 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1072 | X=0423.050-0439.690 | Y=0455.620-0464.940 | 610
P=1072 | X=0459.290-0475.930 | Y=0455.620-0464.940 | 430
P=1072 | X=0505.390-0522.030 | Y=0455.620-0464.940 | 370
P=1072 | X=0106.850-0393.740 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1072 | X=0106.850-0167.970 | Y=0485.660-0496.900 | đến ≤1.000m.
P=1072 | X=0106.850-0330.020 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1072 | X=0106.850-0392.110 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0106.850-0393.100 | Y=0532.220-0543.460 | Đường tỉnh 765B đoạn từ Trạm xăng dầu Nam Hà (+100 m) đến
P=1072 | X=0106.850-0382.290 | Y=0543.770-0555.010 | Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) có hiện trạng là
P=1072 | X=0090.020-0242.600 | Y=0555.290-0566.730 | 105 đường nhựa, bê tông xi măng:
P=1072 | X=0423.050-0439.690 | Y=0557.410-0566.730 | 420
P=1072 | X=0459.290-0475.930 | Y=0557.410-0566.730 | 290
P=1072 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 250
P=1072 | X=0106.850-0392.640 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1072 | X=0106.850-0330.490 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1072 | X=0310.440-0380.010 | Y=0609.970-0619.290 | Giáp Trung tâm
P=1072 | X=0228.100-0293.230 | Y=0613.850-0625.090 | Ngã ba đường
P=1072 | X=0310.440-0396.380 | Y=0619.630-0630.870 | Văn hóa Thể thao -
P=1072 | X=0090.020-0183.660 | Y=0625.390-0636.630 | 106 Đường tỉnh 765B
P=1072 | X=0228.100-0304.030 | Y=0627.270-0636.590 | Xuân Bảo - Xuân
P=1072 | X=0414.860-0439.910 | Y=0627.270-0636.590 | 2.900
P=1072 | X=0451.130-0476.180 | Y=0627.270-0636.590 | 2.000
P=1072 | X=0497.230-0522.280 | Y=0627.270-0636.590 | 1.700
P=1072 | X=0310.440-0396.700 | Y=0631.150-0642.390 | Học tập Cộng đồng
P=1072 | X=0228.100-0285.460 | Y=0638.790-0648.110 | Tây (-300 m)
P=1072 | X=0310.440-0381.340 | Y=0642.670-0653.910 | xã Xuân Bảo cũ
P=1072 | X=0106.850-0374.390 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1072 | X=0106.850-0393.830 | Y=0671.950-0683.190 | 765B đoạn từ Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) đến
P=1072 | X=0090.020-0106.660 | Y=0679.590-0688.910 | 107
P=1072 | X=0414.860-0439.910 | Y=0679.590-0688.910 | 1.400
P=1072 | X=0459.290-0475.930 | Y=0679.590-0688.910 | 980
P=1072 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 840
P=1072 | X=0106.850-0393.080 | Y=0683.470-0694.710 | Giáp Trung tâm Văn hóa Thể thao - Học tập Cộng đồng xã Xuân
P=1072 | X=0106.850-0347.760 | Y=0694.750-0705.990 | Bảo cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1073 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1073 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1073 | X=0106.850-0374.390 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1073 | X=0106.850-0393.830 | Y=0125.330-0136.570 | 765B đoạn từ Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) đến
P=1073 | X=0106.850-0393.080 | Y=0136.850-0148.090 | Giáp Trung tâm Văn hóa Thể thao - Học tập Cộng đồng xã Xuân
P=1073 | X=0106.850-0347.760 | Y=0148.370-0159.610 | Bảo cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1073 | X=0090.020-0338.400 | Y=0164.890-0176.890 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1073 | X=0423.050-0439.690 | Y=0164.890-0174.210 | 680
P=1073 | X=0459.290-0475.930 | Y=0164.890-0174.210 | 480
P=1073 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 410
P=1073 | X=0106.850-0393.740 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1073 | X=0106.850-0167.970 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1073 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1073 | X=0106.850-0374.390 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1073 | X=0106.850-0393.830 | Y=0241.510-0252.750 | 765B đoạn từ Ngã ba đường Xuân Bảo - Xuân Tây (-300 m) đến
P=1073 | X=0106.850-0393.080 | Y=0253.030-0264.270 | Giáp Trung tâm Văn hóa Thể thao - Học tập Cộng đồng xã Xuân
P=1073 | X=0090.020-0347.760 | Y=0264.550-0275.990 | 109 Bảo cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1073 | X=0423.050-0439.690 | Y=0266.670-0275.990 | 470
P=1073 | X=0459.290-0475.930 | Y=0266.670-0275.990 | 330
P=1073 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 280
P=1073 | X=0106.850-0392.640 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1073 | X=0106.850-0330.490 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1073 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1073 | X=0106.850-0396.610 | Y=0328.900-0340.140 | Đường tỉnh 765B đoạn từ Ngã ba đường Xuân Bảo - Xuân Tây (-
P=1073 | X=0106.850-0382.070 | Y=0340.420-0351.660 | 300 m) đến Giáp Trung tâm Văn hóa Thể thao - Học tập Cộng
P=1073 | X=0106.850-0381.560 | Y=0351.700-0362.940 | đồng xã Xuân Bảo cũ có hiện trạng là đường nhựa, bê tông xi
P=1073 | X=0090.020-0106.660 | Y=0359.580-0368.900 | 110
P=1073 | X=0414.860-0439.930 | Y=0359.580-0368.900 | 1.300
P=1073 | X=0459.290-0475.930 | Y=0359.580-0368.900 | 910
P=1073 | X=0505.390-0522.030 | Y=0359.580-0368.900 | 780
P=1073 | X=0106.850-0134.850 | Y=0363.220-0374.460 | măng:
P=1073 | X=0106.850-0337.930 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1073 | X=0106.850-0384.020 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1073 | X=0106.850-0392.110 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1073 | X=0106.850-0396.610 | Y=0427.560-0438.800 | Đường tỉnh 765B đoạn từ Ngã ba đường Xuân Bảo - Xuân Tây (-
P=1073 | X=0106.850-0382.070 | Y=0439.080-0450.320 | 300 m) đến Giáp Trung tâm Văn hóa Thể thao - Học tập Cộng
P=1073 | X=0106.850-0381.580 | Y=0450.620-0461.860 | đồng xã Xuân Bảo cũ có hiện trạng là đường nhựa, bê tông xi
