TABLE=055 | AREA=Xã Phú Lý | SECTION=non-agricultural | SEGMENTS=1
P=1840 | X=0192.070-0260.580 | Y=0119.330-0130.570 | (Đoạn từ Trung
P=1840 | X=0108.530-0260.820 | Y=0130.850-0142.090 | Đường N7, liên ấp tâm văn hóa xã
P=1840 | X=0262.660-0320.520 | Y=0136.610-0147.850 | Đường 322B
P=1840 | X=0090.740-0107.380 | Y=0138.490-0147.810 | 120
P=1840 | X=0389.420-0406.060 | Y=0138.490-0147.810 | 560
P=1840 | X=0450.410-0467.050 | Y=0138.490-0147.810 | 390
P=1840 | X=0505.390-0522.030 | Y=0138.490-0147.810 | 340
P=1840 | X=0192.070-0242.820 | Y=0142.370-0153.610 | Phú Lý đến
P=1840 | X=0108.530-0173.310 | Y=0144.250-0153.570 | 1-3, xã Phú Lý
P=1840 | X=0192.070-0257.230 | Y=0153.650-0164.890 | Ngã ba đường
P=1840 | X=0192.070-0218.720 | Y=0167.050-0176.370 | 322A)
P=1840 | X=0108.530-0322.760 | Y=0182.930-0194.170 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1840 | X=0108.530-0329.960 | Y=0194.450-0205.690 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường
P=1840 | X=0108.530-0337.170 | Y=0205.990-0217.230 | ĐT 761 (Đoạn từ Trung tâm văn hóa xã Phú Lý đến
P=1840 | X=0108.530-0342.210 | Y=0217.510-0228.750 | ngã ba đường 322A) đến Đường 322B có hiện trạng
P=1840 | X=0090.740-0254.860 | Y=0229.030-0240.470 | 121 là đường nhựa, bê tông xi măng:
P=1840 | X=0389.420-0406.060 | Y=0231.150-0240.470 | 690
P=1840 | X=0450.410-0467.050 | Y=0231.150-0240.470 | 480
P=1840 | X=0505.390-0522.030 | Y=0231.150-0240.470 | 410
P=1840 | X=0108.530-0339.610 | Y=0246.550-0257.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1840 | X=0108.530-0321.780 | Y=0264.070-0275.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1840 | X=0108.530-0169.650 | Y=0275.590-0286.830 | thông ≤500m.
P=1840 | X=0108.530-0322.760 | Y=0293.380-0304.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1840 | X=0108.530-0329.960 | Y=0304.900-0316.140 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường
P=1840 | X=0108.530-0337.160 | Y=0316.420-0327.660 | ĐT 761 (Đoạn từ Trung tâm văn hóa xã Phú Lý đến
P=1840 | X=0108.530-0342.210 | Y=0327.700-0338.940 | ngã ba đường 322A) đến Đường 322B có hiện trạng
P=1840 | X=0108.530-0254.860 | Y=0339.220-0350.460 | là đường nhựa, bê tông xi măng:
P=1840 | X=0090.740-0107.380 | Y=0350.220-0359.540 | 122
P=1840 | X=0389.420-0406.060 | Y=0350.220-0359.540 | 600
P=1840 | X=0450.410-0467.050 | Y=0350.220-0359.540 | 420
P=1840 | X=0505.390-0522.030 | Y=0350.220-0359.540 | 360
P=1840 | X=0108.530-0340.080 | Y=0356.740-0367.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1840 | X=0108.530-0321.780 | Y=0374.280-0385.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1840 | X=0108.530-0243.360 | Y=0385.800-0397.040 | thông từ >500m đến ≤1.000m.
P=1840 | X=0108.530-0331.700 | Y=0403.320-0414.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1840 | X=0108.530-0322.760 | Y=0421.080-0432.320 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1840 | X=0108.530-0329.960 | Y=0432.600-0443.840 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường
P=1840 | X=0108.530-0337.160 | Y=0444.120-0455.360 | ĐT 761 (Đoạn từ Trung tâm văn hóa xã Phú Lý đến
P=1840 | X=0108.530-0342.210 | Y=0455.660-0466.900 | ngã ba đường 322A) đến Đường 322B có hiện trạng
P=1840 | X=0090.740-0254.860 | Y=0467.180-0478.620 | 123 là đường nhựa, bê tông xi măng:
P=1840 | X=0389.420-0406.060 | Y=0469.300-0478.620 | 540
P=1840 | X=0450.410-0467.050 | Y=0469.300-0478.620 | 380
P=1840 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 320
P=1840 | X=0108.530-0321.780 | Y=0484.460-0495.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1840 | X=0108.530-0178.510 | Y=0497.860-0507.180 | thông >1.000m.
P=1840 | X=0108.530-0332.170 | Y=0513.500-0524.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1840 | X=0108.530-0341.240 | Y=0531.260-0542.500 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1840 | X=0108.530-0335.960 | Y=0542.810-0554.050 | và thông ra Đường N7, liên ấp 1-3, xã Phú Lý đoạn
P=1840 | X=0108.530-0330.680 | Y=0554.330-0565.570 | từ Đường ĐT 761 (Đoạn từ Trung tâm văn hóa xã
P=1840 | X=0108.530-0334.930 | Y=0565.850-0577.090 | Phú Lý đến ngã ba đường 322A) đến Đường 322B
P=1840 | X=0090.740-0315.380 | Y=0577.370-0588.810 | 124 có hiện trạng là đường nhựa, bê tông xi măng:
P=1840 | X=0389.420-0406.060 | Y=0579.490-0588.810 | 620
P=1840 | X=0450.410-0467.050 | Y=0579.490-0588.810 | 430
P=1840 | X=0505.390-0522.030 | Y=0579.490-0588.810 | 370
P=1840 | X=0108.530-0339.620 | Y=0594.890-0606.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1840 | X=0108.530-0321.780 | Y=0612.410-0623.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1840 | X=0108.530-0169.650 | Y=0623.950-0635.190 | thông ≤500m.
P=1840 | X=0108.530-0341.240 | Y=0641.710-0652.950 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1840 | X=0108.530-0335.960 | Y=0653.230-0664.470 | và thông ra Đường N7, liên ấp 1-3, xã Phú Lý đoạn
P=1840 | X=0108.530-0330.650 | Y=0664.510-0675.750 | từ Đường ĐT 761 (Đoạn từ Trung tâm văn hóa xã
P=1840 | X=0090.740-0334.930 | Y=0675.270-0687.270 | 125 Phú Lý đến ngã ba đường 322A) đến Đường 322B
P=1840 | X=0389.420-0406.060 | Y=0675.270-0684.590 | 540
P=1840 | X=0450.410-0467.050 | Y=0675.270-0684.590 | 380
P=1840 | X=0505.390-0522.030 | Y=0675.270-0684.590 | 320
P=1840 | X=0108.530-0315.380 | Y=0687.550-0698.790 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1840 | X=0108.530-0340.120 | Y=0705.090-0716.330 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1841 | X=0108.530-0321.780 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1841 | X=0108.530-0243.360 | Y=0090.020-0101.260 | thông từ >500m đến ≤1.000m.
P=1841 | X=0108.530-0331.700 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1841 | X=0108.530-0341.240 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1841 | X=0108.530-0335.960 | Y=0136.850-0148.090 | và thông ra Đường N7, liên ấp 1-3, xã Phú Lý đoạn
P=1841 | X=0108.530-0330.680 | Y=0148.370-0159.610 | từ Đường ĐT 761 (Đoạn từ Trung tâm văn hóa xã
P=1841 | X=0108.530-0335.490 | Y=0159.650-0170.890 | Phú Lý đến ngã ba đường 322A) đến Đường 322Đ
P=1841 | X=0090.740-0315.400 | Y=0171.170-0182.610 | 126 có hiện trạng là đường nhựa, bê tông xi măng:
P=1841 | X=0389.420-0406.060 | Y=0173.290-0182.610 | 490
P=1841 | X=0450.410-0467.050 | Y=0173.290-0182.610 | 340
P=1841 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 290
P=1841 | X=0108.530-0321.780 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1841 | X=0108.530-0178.510 | Y=0202.110-0211.430 | thông >1.000m.
P=1841 | X=0108.530-0332.180 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1841 | X=0192.070-0259.350 | Y=0235.510-0246.750 | Đường ĐT 761
P=1841 | X=0108.530-0184.280 | Y=0241.270-0252.510 | Đường Tổ 8, N2,
P=1841 | X=0262.660-0341.330 | Y=0241.270-0252.510 | Hết ranh thửa đất
P=1841 | X=0192.070-0250.710 | Y=0248.910-0258.230 | (giáp ranh xã
P=1841 | X=0090.740-0187.110 | Y=0252.790-0264.030 | 127 ấp bàu Phụng, xã
P=1841 | X=0262.660-0333.320 | Y=0252.790-0264.030 | số 72, tờ BĐĐC
P=1841 | X=0389.420-0406.060 | Y=0254.670-0263.990 | 450
P=1841 | X=0450.410-0467.050 | Y=0254.670-0263.990 | 320
P=1841 | X=0505.390-0522.030 | Y=0254.670-0263.990 | 270
P=1841 | X=0192.070-0257.470 | Y=0258.550-0269.790 | Trị An đến cầu
P=1841 | X=0108.530-0139.720 | Y=0266.190-0275.510 | Phú Lý
P=1841 | X=0262.660-0286.980 | Y=0266.190-0275.510 | số 58
P=1841 | X=0192.070-0234.290 | Y=0271.950-0281.270 | suối Kóp)
P=1841 | X=0108.530-0322.760 | Y=0287.860-0299.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1841 | X=0108.530-0336.620 | Y=0299.380-0310.620 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ
P=1841 | X=0108.530-0325.880 | Y=0310.900-0322.140 | Đường ĐT 761 (giáp ranh xã Trị An đến cầu suối
P=1841 | X=0108.530-0344.360 | Y=0322.420-0333.660 | Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC số 58 có
P=1841 | X=0090.740-0302.140 | Y=0333.700-0345.140 | 128 hiện trạng là đường nhựa, bê tông xi măng:
P=1841 | X=0389.420-0406.060 | Y=0335.820-0345.140 | 260
P=1841 | X=0450.410-0467.050 | Y=0335.820-0345.140 | 180
P=1841 | X=0505.390-0522.030 | Y=0335.820-0345.140 | 160
P=1841 | X=0108.530-0339.610 | Y=0351.220-0362.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1841 | X=0108.530-0321.780 | Y=0368.760-0380.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1841 | X=0108.530-0169.650 | Y=0380.280-0391.520 | thông ≤500m.
P=1841 | X=0108.530-0322.760 | Y=0398.040-0409.280 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1841 | X=0108.530-0336.620 | Y=0409.560-0420.800 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ
P=1841 | X=0108.530-0325.880 | Y=0421.080-0432.320 | Đường ĐT 761 (giáp ranh xã Trị An đến cầu suối
P=1841 | X=0108.530-0344.360 | Y=0432.600-0443.840 | Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC số 58 có
P=1841 | X=0108.530-0302.180 | Y=0444.120-0455.360 | hiện trạng là đường nhựa, bê tông xi măng:
P=1841 | X=0090.740-0107.380 | Y=0454.900-0464.220 | 129
P=1841 | X=0389.420-0406.060 | Y=0454.900-0464.220 | 220
P=1841 | X=0450.410-0467.050 | Y=0454.900-0464.220 | 150
P=1841 | X=0505.390-0522.030 | Y=0454.900-0464.220 | 130
P=1841 | X=0108.530-0340.080 | Y=0461.660-0472.900 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1841 | X=0108.530-0321.780 | Y=0479.180-0490.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1841 | X=0108.530-0243.350 | Y=0490.460-0501.700 | thông từ >500m đến ≤1.000m.
P=1841 | X=0108.530-0331.700 | Y=0507.980-0519.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1841 | X=0108.530-0322.760 | Y=0525.740-0536.980 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1841 | X=0108.530-0336.620 | Y=0537.290-0548.530 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ
P=1841 | X=0108.530-0325.880 | Y=0548.810-0560.050 | Đường ĐT 761 (giáp ranh xã Trị An đến cầu suối
P=1841 | X=0108.530-0344.360 | Y=0560.330-0571.570 | Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC số 58 có
P=1841 | X=0090.740-0302.140 | Y=0571.850-0583.290 | 130 hiện trạng là đường nhựa, bê tông xi măng:
P=1841 | X=0389.420-0406.060 | Y=0573.970-0583.290 | 200
P=1841 | X=0450.410-0467.050 | Y=0573.970-0583.290 | 140
P=1841 | X=0505.390-0522.030 | Y=0573.970-0583.290 | 120
P=1841 | X=0108.530-0321.780 | Y=0589.370-0600.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1841 | X=0108.530-0178.510 | Y=0602.770-0612.090 | thông >1.000m.
P=1841 | X=0108.530-0332.170 | Y=0618.430-0629.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1841 | X=0108.530-0341.240 | Y=0636.190-0647.430 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1841 | X=0108.530-0338.830 | Y=0647.710-0658.950 | và thông ra Đường Tổ 8, N2, ấp bàu Phụng, xã Phú
P=1841 | X=0108.530-0336.680 | Y=0659.230-0670.470 | Lý đoạn từ Đường ĐT 761 (giáp ranh xã Trị An đến
P=1841 | X=0090.740-0343.880 | Y=0669.750-0681.750 | 131 cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC
P=1841 | X=0389.420-0406.060 | Y=0669.750-0679.070 | 230
P=1841 | X=0450.410-0467.050 | Y=0669.750-0679.070 | 160
P=1841 | X=0505.390-0522.030 | Y=0669.750-0679.070 | 140
P=1841 | X=0108.530-0342.730 | Y=0682.030-0693.270 | số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1841 | X=0108.530-0339.610 | Y=0699.550-0710.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1842 | X=0108.530-0321.780 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1842 | X=0108.530-0169.650 | Y=0090.020-0101.260 | thông ≤500m.
P=1842 | X=0108.530-0341.240 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1842 | X=0108.530-0338.830 | Y=0119.330-0130.570 | và thông ra Đường Tổ 8, N2, ấp bàu Phụng, xã Phú
P=1842 | X=0108.530-0336.690 | Y=0130.850-0142.090 | Lý đoạn từ Đường ĐT 761 (giáp ranh xã Trị An đến
P=1842 | X=0108.530-0343.880 | Y=0142.370-0153.610 | cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC
P=1842 | X=0108.530-0342.730 | Y=0153.650-0164.890 | số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1842 | X=0090.740-0107.380 | Y=0164.650-0173.970 | 132
P=1842 | X=0389.420-0406.060 | Y=0164.650-0173.970 | 200
P=1842 | X=0450.410-0467.050 | Y=0164.650-0173.970 | 140
P=1842 | X=0505.390-0522.030 | Y=0164.650-0173.970 | 120
P=1842 | X=0108.530-0340.110 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1842 | X=0108.530-0321.780 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1842 | X=0108.530-0243.350 | Y=0200.230-0211.470 | thông từ >500m đến ≤1.000m.
P=1842 | X=0108.530-0331.720 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1842 | X=0108.530-0341.240 | Y=0235.510-0246.750 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1842 | X=0108.530-0338.830 | Y=0247.030-0258.270 | và thông ra Đường Tổ 8, N2, ấp bàu Phụng, xã Phú
P=1842 | X=0108.530-0336.680 | Y=0258.550-0269.790 | Lý đoạn từ Đường ĐT 761 (giáp ranh xã Trị An đến
P=1842 | X=0108.530-0343.880 | Y=0270.070-0281.310 | cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ BĐĐC
P=1842 | X=0090.740-0342.730 | Y=0281.620-0293.060 | 133 số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1842 | X=0389.420-0406.060 | Y=0283.740-0293.060 | 180
P=1842 | X=0450.410-0467.050 | Y=0283.740-0293.060 | 130
P=1842 | X=0505.390-0522.030 | Y=0283.740-0293.060 | 110
P=1842 | X=0108.530-0321.780 | Y=0299.140-0310.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1842 | X=0108.530-0178.510 | Y=0312.540-0321.860 | thông >1.000m.
P=1842 | X=0108.530-0332.200 | Y=0327.940-0339.180 | - Có bề rộng <3m, cách đường giao thông >200m.
