TABLE=003 | AREA=Phường Tam Hiệp | SECTION=non-agricultural | SEGMENTS=1
P=0112 | X=0497.230-0522.280 | Y=0432.800-0442.120 | 4.000
P=0112 | X=0107.330-0394.220 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0112 | X=0107.330-0160.290 | Y=0462.620-0473.860 | đến ≤600m.
P=0112 | X=0107.330-0330.500 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0112 | X=0107.330-0392.620 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0112 | X=0107.330-0397.910 | Y=0509.420-0520.660 | Đường liên khu phố 6, 7, 8 đoạn từ Đường Phạm Văn Thuận đến
P=0112 | X=0107.330-0375.080 | Y=0520.940-0532.180 | Đường Lý Văn Sâm có hiện trạng là đường nhựa, bê tông xi
P=0112 | X=0092.900-0135.330 | Y=0532.220-0543.690 | 91 măng:
P=0112 | X=0410.060-0435.110 | Y=0534.370-0543.690 | 4.200
P=0112 | X=0452.810-0477.860 | Y=0534.370-0543.690 | 2.900
P=0112 | X=0497.230-0522.280 | Y=0534.370-0543.690 | 2.500
P=0112 | X=0107.330-0384.740 | Y=0549.770-0561.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0112 | X=0107.330-0333.620 | Y=0567.290-0578.530 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0112 | X=0229.300-0392.140 | Y=0585.050-0596.290 | Đường Phạm Văn Đường Nguyễn Ái
P=0112 | X=0092.900-0200.160 | Y=0590.810-0602.050 | 92 Đường Lưu Văn Viết
P=0112 | X=0404.540-0435.110 | Y=0592.690-0602.010 | 29.600
P=0112 | X=0447.290-0477.860 | Y=0592.690-0602.010 | 20.700
P=0112 | X=0491.710-0522.280 | Y=0592.690-0602.010 | 17.800
P=0112 | X=0229.300-0257.700 | Y=0598.450-0607.770 | Thuận
P=0112 | X=0311.640-0335.640 | Y=0598.450-0607.770 | Quốc
P=0112 | X=0107.330-0396.910 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lưu Văn
P=0112 | X=0107.330-0379.660 | Y=0625.870-0637.110 | Viết đoạn từ Đường Phạm Văn Thuận đến Đường Nguyễn Ái
P=0112 | X=0107.330-0340.810 | Y=0637.390-0648.630 | Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0112 | X=0092.900-0104.020 | Y=0645.270-0654.590 | 93
P=0112 | X=0404.540-0435.110 | Y=0645.270-0654.590 | 15.400
P=0112 | X=0447.290-0477.860 | Y=0645.270-0654.590 | 10.800
P=0112 | X=0497.230-0522.280 | Y=0645.270-0654.590 | 9.200
P=0112 | X=0107.330-0330.240 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0112 | X=0107.330-0384.500 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0112 | X=0107.330-0396.910 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lưu Văn
P=0112 | X=0092.900-0104.020 | Y=0697.830-0707.150 | 94
P=0112 | X=0404.540-0435.110 | Y=0697.830-0707.150 | 10.100
P=0112 | X=0452.810-0477.860 | Y=0697.830-0707.150 | 7.100
P=0112 | X=0497.230-0522.280 | Y=0697.830-0707.150 | 6.100
P=0112 | X=0107.330-0379.660 | Y=0701.730-0712.970 | Viết đoạn từ Đường Phạm Văn Thuận đến Đường Nguyễn Ái
P=0113 | X=0107.330-0340.810 | Y=0072.500-0083.740 | Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0113 | X=0107.330-0330.500 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0113 | X=0107.330-0394.220 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0113 | X=0107.330-0160.290 | Y=0119.090-0130.330 | đến ≤600m.
P=0113 | X=0107.330-0330.500 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0113 | X=0107.330-0396.910 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lưu Văn
P=0113 | X=0107.330-0379.660 | Y=0165.650-0176.890 | Viết đoạn từ Đường Phạm Văn Thuận đến Đường Nguyễn Ái
P=0113 | X=0107.330-0340.810 | Y=0177.170-0188.410 | Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0113 | X=0092.900-0104.020 | Y=0185.050-0194.370 | 95
P=0113 | X=0410.060-0435.110 | Y=0185.050-0194.370 | 6.500
P=0113 | X=0452.810-0477.860 | Y=0185.050-0194.370 | 4.600
P=0113 | X=0497.230-0522.280 | Y=0185.050-0194.370 | 3.900
P=0113 | X=0107.330-0384.740 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0113 | X=0107.330-0330.970 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0113 | X=0107.330-0392.590 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0113 | X=0107.330-0371.990 | Y=0241.510-0252.750 | Đường Lưu Văn Viết đoạn từ Đường Phạm Văn Thuận đến
P=0113 | X=0107.330-0393.560 | Y=0253.030-0264.270 | Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0113 | X=0092.900-0135.330 | Y=0264.550-0275.990 | 96 măng:
P=0113 | X=0404.540-0435.110 | Y=0266.670-0275.990 | 13.900
P=0113 | X=0452.810-0477.860 | Y=0266.670-0275.990 | 9.700
P=0113 | X=0497.230-0522.280 | Y=0266.670-0275.990 | 8.300
P=0113 | X=0107.330-0330.240 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0113 | X=0107.330-0384.500 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0113 | X=0107.330-0392.590 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0113 | X=0107.330-0371.990 | Y=0328.900-0340.140 | Đường Lưu Văn Viết đoạn từ Đường Phạm Văn Thuận đến
P=0113 | X=0107.330-0393.560 | Y=0340.420-0351.660 | Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0113 | X=0107.330-0135.330 | Y=0351.700-0362.940 | măng:
P=0113 | X=0092.900-0330.500 | Y=0368.480-0380.480 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0113 | X=0410.060-0435.110 | Y=0368.480-0377.800 | 9.100
P=0113 | X=0452.810-0477.860 | Y=0368.480-0377.800 | 6.400
P=0113 | X=0497.230-0522.280 | Y=0368.480-0377.800 | 5.500
P=0113 | X=0107.330-0394.220 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0113 | X=0107.330-0160.290 | Y=0398.280-0409.520 | đến ≤600m.
P=0113 | X=0107.330-0330.500 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0113 | X=0107.330-0392.590 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0113 | X=0107.330-0371.990 | Y=0445.080-0456.320 | Đường Lưu Văn Viết đoạn từ Đường Phạm Văn Thuận đến
P=0113 | X=0107.330-0393.560 | Y=0456.620-0467.860 | Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0113 | X=0092.900-0135.330 | Y=0468.140-0479.580 | 98 măng:
P=0113 | X=0410.060-0435.110 | Y=0470.260-0479.580 | 5.900
P=0113 | X=0452.810-0477.860 | Y=0470.260-0479.580 | 4.100
P=0113 | X=0497.230-0522.280 | Y=0470.260-0479.580 | 3.500
P=0113 | X=0107.330-0384.740 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0113 | X=0107.330-0333.620 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0113 | X=0311.640-0390.310 | Y=0520.940-0532.180 | Bên phải, đến hết
P=0113 | X=0311.640-0385.180 | Y=0532.220-0543.460 | ranh thửa đất số
P=0113 | X=0311.640-0387.830 | Y=0543.770-0555.010 | 125, tờ BĐĐC số
P=0113 | X=0107.330-0217.590 | Y=0549.530-0560.770 | Đường liên khu phố 4 và
P=0113 | X=0229.300-0310.490 | Y=0549.530-0560.770 | Đường Phạm Văn
P=0113 | X=0311.640-0385.180 | Y=0555.290-0566.530 | 60; Bên trái, đến
P=0113 | X=0092.900-0104.020 | Y=0557.170-0566.490 | 99
P=0113 | X=0404.540-0435.110 | Y=0557.170-0566.490 | 21.300
P=0113 | X=0447.290-0477.860 | Y=0557.170-0566.490 | 14.900
P=0113 | X=0491.710-0522.280 | Y=0557.170-0566.490 | 12.800
P=0113 | X=0107.330-0151.330 | Y=0562.930-0572.250 | khu phố 6
P=0113 | X=0229.300-0257.700 | Y=0562.930-0572.250 | Thuận
P=0113 | X=0311.640-0388.630 | Y=0566.810-0578.050 | hết ranh thửa đất
P=0113 | X=0311.640-0401.030 | Y=0578.330-0589.570 | số 336, tờ BĐĐC số
P=0113 | X=0311.640-0322.760 | Y=0591.730-0601.050 | 60
P=0113 | X=0107.330-0393.080 | Y=0607.610-0618.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0113 | X=0107.330-0384.700 | Y=0619.150-0630.390 | phố 4 và khu phố 6 đoạn từ Đường Phạm Văn Thuận đến Bên
P=0113 | X=0107.330-0396.700 | Y=0630.670-0641.910 | phải, đến hết ranh thửa đất số 125, tờ BĐĐC số 60; Bên trái, đến
P=0113 | X=0107.330-0394.310 | Y=0642.190-0653.430 | hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện trạng là đường
P=0113 | X=0090.020-0106.660 | Y=0650.070-0659.390 | 100
P=0113 | X=0404.540-0435.110 | Y=0650.070-0659.390 | 12.300
P=0113 | X=0452.810-0477.860 | Y=0650.070-0659.390 | 8.600
P=0113 | X=0497.230-0522.280 | Y=0650.070-0659.390 | 7.400
P=0113 | X=0107.330-0210.440 | Y=0653.710-0664.950 | nhựa, bê tông xi măng:
P=0113 | X=0107.330-0330.240 | Y=0671.230-0682.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0113 | X=0107.330-0384.500 | Y=0688.510-0699.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0113 | X=0090.020-0393.080 | Y=0706.290-0717.530 | 101 Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0113 | X=0410.060-0435.110 | Y=0708.180-0717.500 | 7.300
P=0113 | X=0452.810-0477.860 | Y=0708.180-0717.500 | 5.100
P=0113 | X=0497.230-0522.280 | Y=0708.180-0717.500 | 4.400
P=0114 | X=0107.330-0384.700 | Y=0072.500-0083.740 | phố 4 và khu phố 6 đoạn từ Đường Phạm Văn Thuận đến Bên
P=0114 | X=0107.330-0396.700 | Y=0084.020-0095.260 | phải, đến hết ranh thửa đất số 125, tờ BĐĐC số 60; Bên trái, đến
P=0114 | X=0107.330-0394.310 | Y=0095.540-0106.780 | hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện trạng là đường
P=0114 | X=0107.330-0210.440 | Y=0107.060-0118.300 | nhựa, bê tông xi măng:
P=0114 | X=0107.330-0330.500 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0114 | X=0107.330-0394.220 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0114 | X=0107.330-0160.290 | Y=0153.410-0164.650 | đến ≤600m.
P=0114 | X=0107.330-0393.100 | Y=0171.170-0182.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0114 | X=0107.330-0384.700 | Y=0182.690-0193.930 | phố 4 và khu phố 6 đoạn từ Đường Phạm Văn Thuận đến Bên
P=0114 | X=0107.330-0396.700 | Y=0194.210-0205.450 | phải, đến hết ranh thửa đất số 125, tờ BĐĐC số 60; Bên trái, đến
P=0114 | X=0107.330-0394.310 | Y=0205.750-0216.990 | hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện trạng là đường
P=0114 | X=0090.020-0106.660 | Y=0213.630-0222.950 | 102
P=0114 | X=0410.060-0435.110 | Y=0213.630-0222.950 | 5.000
P=0114 | X=0452.810-0477.860 | Y=0213.630-0222.950 | 3.500
P=0114 | X=0497.230-0522.280 | Y=0213.630-0222.950 | 3.000
P=0114 | X=0107.330-0210.440 | Y=0217.270-0228.510 | nhựa, bê tông xi măng:
P=0114 | X=0107.330-0384.760 | Y=0234.790-0246.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0114 | X=0107.330-0330.970 | Y=0252.310-0263.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0114 | X=0107.330-0392.590 | Y=0270.070-0281.310 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0114 | X=0107.330-0385.410 | Y=0281.620-0292.860 | Đường liên khu phố 4 và khu phố 6 đoạn từ Đường Phạm Văn
P=0114 | X=0107.330-0391.190 | Y=0293.140-0304.380 | Thuận đến Bên phải, đến hết ranh thửa đất số 125, tờ BĐĐC số
P=0114 | X=0107.330-0401.510 | Y=0304.660-0315.900 | 60; Bên trái, đến hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện
P=0114 | X=0090.020-0106.660 | Y=0312.540-0321.860 | 103
P=0114 | X=0404.540-0435.110 | Y=0312.540-0321.860 | 11.100
P=0114 | X=0452.810-0477.860 | Y=0312.540-0321.860 | 7.800
P=0114 | X=0497.230-0522.280 | Y=0312.540-0321.860 | 6.700
P=0114 | X=0107.330-0279.110 | Y=0315.940-0327.180 | trạng là đường nhựa, bê tông xi măng:
P=0114 | X=0107.330-0330.240 | Y=0333.460-0344.700 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0114 | X=0107.330-0384.500 | Y=0350.980-0362.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0114 | X=0107.330-0392.590 | Y=0368.760-0380.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0114 | X=0107.330-0385.410 | Y=0380.280-0391.520 | Đường liên khu phố 4 và khu phố 6 đoạn từ Đường Phạm Văn
P=0114 | X=0107.330-0391.190 | Y=0391.800-0403.040 | Thuận đến Bên phải, đến hết ranh thửa đất số 125, tờ BĐĐC số
P=0114 | X=0107.330-0401.510 | Y=0403.320-0414.560 | 60; Bên trái, đến hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện
P=0114 | X=0107.330-0279.110 | Y=0414.840-0426.080 | trạng là đường nhựa, bê tông xi măng:
P=0114 | X=0090.020-0106.660 | Y=0425.600-0434.920 | 104
P=0114 | X=0410.060-0435.110 | Y=0425.600-0434.920 | 6.600
P=0114 | X=0452.810-0477.860 | Y=0425.600-0434.920 | 4.600
P=0114 | X=0497.230-0522.280 | Y=0425.600-0434.920 | 4.000
P=0114 | X=0107.330-0330.500 | Y=0432.360-0443.600 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0114 | X=0107.330-0394.220 | Y=0449.900-0461.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0114 | X=0107.330-0160.290 | Y=0461.420-0472.660 | đến ≤600m.
P=0114 | X=0107.330-0330.500 | Y=0478.940-0490.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0114 | X=0107.330-0392.590 | Y=0496.460-0507.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0114 | X=0107.330-0385.410 | Y=0507.980-0519.220 | Đường liên khu phố 4 và khu phố 6 đoạn từ Đường Phạm Văn
P=0114 | X=0107.330-0391.190 | Y=0519.500-0530.740 | Thuận đến Bên phải, đến hết ranh thửa đất số 125, tờ BĐĐC số
P=0114 | X=0107.330-0401.510 | Y=0531.020-0542.260 | 60; Bên trái, đến hết ranh thửa đất số 336, tờ BĐĐC số 60 có hiện
P=0114 | X=0090.020-0106.660 | Y=0538.930-0548.250 | 105
P=0114 | X=0410.060-0435.110 | Y=0538.930-0548.250 | 4.500
P=0114 | X=0452.810-0477.860 | Y=0538.930-0548.250 | 3.200
P=0114 | X=0497.230-0522.280 | Y=0538.930-0548.250 | 2.700
P=0114 | X=0107.330-0279.110 | Y=0542.570-0553.810 | trạng là đường nhựa, bê tông xi măng:
P=0114 | X=0107.330-0384.740 | Y=0560.090-0571.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0114 | X=0107.330-0333.620 | Y=0577.610-0588.850 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0114 | X=0229.300-0310.490 | Y=0595.370-0606.610 | Đường Phạm Văn
P=0114 | X=0090.020-0178.710 | Y=0601.130-0612.370 | 106 Đường Tân Lập
P=0114 | X=0311.640-0435.110 | Y=0601.130-0612.370 | Đường Lý Văn Sâm 23.700
P=0114 | X=0447.290-0477.860 | Y=0603.010-0612.330 | 16.600
P=0114 | X=0491.710-0522.280 | Y=0603.010-0612.330 | 14.200
P=0114 | X=0229.300-0257.700 | Y=0608.770-0618.090 | Thuận
P=0114 | X=0107.330-0395.270 | Y=0624.670-0635.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Lập
P=0114 | X=0107.330-0381.540 | Y=0636.190-0647.430 | đoạn từ Đường Phạm Văn Thuận đến Đường Lý Văn Sâm có
P=0114 | X=0107.330-0300.940 | Y=0647.710-0658.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0114 | X=0090.020-0106.660 | Y=0655.590-0664.910 | 107
P=0114 | X=0404.540-0435.110 | Y=0655.590-0664.910 | 13.000
P=0114 | X=0452.810-0477.860 | Y=0655.590-0664.910 | 9.100
P=0114 | X=0497.230-0522.280 | Y=0655.590-0664.910 | 7.800
P=0114 | X=0107.330-0330.240 | Y=0665.230-0676.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0114 | X=0107.330-0384.500 | Y=0682.510-0693.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0114 | X=0090.020-0395.270 | Y=0700.290-0711.530 | 108 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Lập
P=0114 | X=0410.060-0435.110 | Y=0702.180-0711.500 | 7.700
P=0114 | X=0452.810-0477.860 | Y=0702.180-0711.500 | 5.400
P=0114 | X=0497.230-0522.280 | Y=0702.180-0711.500 | 4.600
P=0115 | X=0107.330-0381.540 | Y=0072.500-0083.740 | đoạn từ Đường Phạm Văn Thuận đến Đường Lý Văn Sâm có
P=0115 | X=0107.330-0300.940 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=0115 | X=0107.330-0330.500 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0115 | X=0107.330-0394.220 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0115 | X=0107.330-0160.290 | Y=0130.610-0141.850 | đến ≤600m.
P=0115 | X=0107.330-0330.500 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0115 | X=0107.330-0395.270 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Lập
P=0115 | X=0107.330-0381.540 | Y=0177.170-0188.410 | đoạn từ Đường Phạm Văn Thuận đến Đường Lý Văn Sâm có
P=0115 | X=0107.330-0300.940 | Y=0188.690-0199.930 | hiện trạng là đường nhựa, bê tông xi măng:
P=0115 | X=0090.020-0106.660 | Y=0196.570-0205.890 | 109
P=0115 | X=0410.060-0435.110 | Y=0196.570-0205.890 | 5.000
P=0115 | X=0452.810-0477.860 | Y=0196.570-0205.890 | 3.500
P=0115 | X=0497.230-0522.280 | Y=0196.570-0205.890 | 3.000
P=0115 | X=0107.330-0384.780 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0115 | X=0107.330-0330.970 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0115 | X=0107.330-0392.590 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0115 | X=0107.330-0398.060 | Y=0253.030-0264.270 | Đường Tân Lập đoạn từ Đường Phạm Văn Thuận đến Đường Lý
P=0115 | X=0107.330-0357.860 | Y=0264.550-0275.790 | Văn Sâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0115 | X=0090.020-0106.660 | Y=0272.430-0281.750 | 110
P=0115 | X=0404.540-0435.110 | Y=0272.430-0281.750 | 11.700
P=0115 | X=0452.810-0477.860 | Y=0272.430-0281.750 | 8.200
P=0115 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 7.000
P=0115 | X=0107.330-0330.240 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0115 | X=0107.330-0384.500 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0115 | X=0107.330-0392.590 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0115 | X=0107.330-0398.060 | Y=0328.900-0340.140 | Đường Tân Lập đoạn từ Đường Phạm Văn Thuận đến Đường Lý
P=0115 | X=0107.330-0357.860 | Y=0340.420-0351.660 | Văn Sâm có hiện trạng là đường nhựa, bê tông xi măng:
