TABLE=042 | AREA=Xã Thống Nhất | SECTION=non-agricultural | SEGMENTS=1
P=1463 | X=0111.170-0384.680 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1463 | X=0111.170-0372.210 | Y=0445.080-0456.320 | ra Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song
P=1463 | X=0111.170-0380.380 | Y=0456.620-0467.860 | hành phía Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1463 | X=0111.170-0171.330 | Y=0468.140-0479.380 | tông xi măng:
P=1463 | X=0091.940-0108.580 | Y=0476.020-0485.340 | 140
P=1463 | X=0414.140-0430.780 | Y=0476.020-0485.340 | 500
P=1463 | X=0461.690-0478.330 | Y=0476.020-0485.340 | 350
P=1463 | X=0505.390-0522.030 | Y=0476.020-0485.340 | 300
P=1463 | X=0111.170-0352.280 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1463 | X=0111.170-0153.310 | Y=0499.060-0508.380 | >1.000m.
P=1463 | X=0111.170-0334.830 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1463 | X=0219.430-0300.440 | Y=0532.220-0543.460 | Đường song hành
P=1463 | X=0091.940-0193.840 | Y=0543.770-0555.010 | 141 Đường Vườn Xoài
P=1463 | X=0219.430-0373.120 | Y=0543.770-0555.010 | phía Đông Quốc Suối Tam Bưng
P=1463 | X=0405.980-0431.030 | Y=0545.650-0554.970 | 1.900
P=1463 | X=0453.530-0478.580 | Y=0545.650-0554.970 | 1.300
P=1463 | X=0497.230-0522.280 | Y=0545.650-0554.970 | 1.100
P=1463 | X=0219.430-0241.380 | Y=0557.170-0566.490 | lộ 20
P=1463 | X=0111.170-0388.070 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1463 | X=0111.170-0371.990 | Y=0584.570-0595.810 | Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20 đến
P=1463 | X=0111.170-0360.200 | Y=0596.090-0607.330 | Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi
P=1463 | X=0091.940-0139.170 | Y=0607.610-0619.050 | 142 măng:
P=1463 | X=0414.140-0430.780 | Y=0609.730-0619.050 | 880
P=1463 | X=0461.690-0478.330 | Y=0609.730-0619.050 | 620
P=1463 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 530
P=1463 | X=0111.170-0342.250 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1463 | X=0111.170-0388.360 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1463 | X=0111.170-0388.070 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1463 | X=0111.170-0371.990 | Y=0671.950-0683.190 | Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20 đến
P=1463 | X=0091.940-0108.580 | Y=0679.590-0688.910 | 143
P=1463 | X=0414.140-0430.780 | Y=0679.590-0688.910 | 690
P=1463 | X=0461.690-0478.330 | Y=0679.590-0688.910 | 480
P=1463 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 410
P=1463 | X=0111.170-0360.200 | Y=0683.470-0694.710 | Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi
P=1463 | X=0111.170-0139.170 | Y=0694.750-0705.990 | măng:
P=1464 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1464 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1464 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1464 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1464 | X=0111.170-0388.070 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1464 | X=0111.170-0371.990 | Y=0154.370-0165.610 | Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20 đến
P=1464 | X=0111.170-0360.200 | Y=0165.650-0176.890 | Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi
P=1464 | X=0111.170-0139.170 | Y=0177.170-0188.410 | măng:
P=1464 | X=0091.940-0108.580 | Y=0185.050-0194.370 | 144
P=1464 | X=0414.140-0430.780 | Y=0185.050-0194.370 | 500
P=1464 | X=0461.690-0478.330 | Y=0185.050-0194.370 | 350
P=1464 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 300
P=1464 | X=0111.170-0352.280 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1464 | X=0111.170-0153.310 | Y=0208.110-0217.430 | >1.000m.
P=1464 | X=0111.170-0334.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1464 | X=0111.170-0384.680 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1464 | X=0111.170-0375.560 | Y=0253.030-0264.270 | ra Đường Vườn Xoài đoạn từ Đường song hành phía Đông
P=1464 | X=0111.170-0384.790 | Y=0264.550-0275.790 | Quốc lộ 20 đến Suối Tam Bưng có hiện trạng là đường nhựa,
P=1464 | X=0091.940-0185.250 | Y=0276.070-0287.510 | 145 bê tông xi măng:
P=1464 | X=0414.140-0430.780 | Y=0278.190-0287.510 | 790
P=1464 | X=0461.690-0478.330 | Y=0278.190-0287.510 | 550
P=1464 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 470
P=1464 | X=0111.170-0342.250 | Y=0293.620-0304.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1464 | X=0111.170-0388.360 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1464 | X=0111.170-0384.680 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1464 | X=0111.170-0375.560 | Y=0340.420-0351.660 | ra Đường Vườn Xoài đoạn từ Đường song hành phía Đông
P=1464 | X=0111.170-0384.790 | Y=0351.700-0362.940 | Quốc lộ 20 đến Suối Tam Bưng có hiện trạng là đường nhựa,
P=1464 | X=0111.170-0185.250 | Y=0363.220-0374.460 | bê tông xi măng:
P=1464 | X=0091.940-0342.720 | Y=0380.000-0392.000 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1464 | X=0414.140-0430.780 | Y=0380.000-0389.320 | 620
P=1464 | X=0461.690-0478.330 | Y=0380.000-0389.320 | 430
P=1464 | X=0505.390-0522.030 | Y=0380.000-0389.320 | 370
P=1464 | X=0111.170-0364.480 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1464 | X=0111.170-0206.120 | Y=0409.800-0421.040 | >500m đến ≤1.000m.
P=1464 | X=0111.170-0334.340 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1464 | X=0111.170-0384.680 | Y=0445.080-0456.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1464 | X=0111.170-0375.560 | Y=0456.620-0467.860 | ra Đường Vườn Xoài đoạn từ Đường song hành phía Đông
P=1464 | X=0111.170-0384.790 | Y=0468.140-0479.380 | Quốc lộ 20 đến Suối Tam Bưng có hiện trạng là đường nhựa,
P=1464 | X=0111.170-0185.250 | Y=0479.660-0490.900 | bê tông xi măng:
P=1464 | X=0091.940-0108.580 | Y=0487.540-0496.860 | 147
P=1464 | X=0414.140-0430.810 | Y=0487.540-0496.860 | 450
P=1464 | X=0461.690-0478.330 | Y=0487.540-0496.860 | 320
P=1464 | X=0505.390-0522.030 | Y=0487.540-0496.860 | 270
P=1464 | X=0111.170-0352.280 | Y=0497.180-0508.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1464 | X=0111.170-0153.310 | Y=0510.340-0519.660 | >1.000m.
P=1464 | X=0111.170-0334.810 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1464 | X=0111.170-0214.460 | Y=0543.770-0555.010 | Đường song hành phía
P=1464 | X=0302.760-0378.660 | Y=0545.650-0554.970 | Giáp ranh xã Gia
P=1464 | X=0091.940-0108.580 | Y=0551.410-0560.730 | 148
P=1464 | X=0219.430-0268.020 | Y=0551.410-0560.730 | Quốc lộ 20
P=1464 | X=0405.980-0431.030 | Y=0551.410-0560.730 | 2.300
P=1464 | X=0453.530-0478.580 | Y=0551.410-0560.730 | 1.600
P=1464 | X=0497.230-0522.280 | Y=0551.410-0560.730 | 1.400
P=1464 | X=0111.170-0186.390 | Y=0555.290-0566.530 | Đông Quốc lộ 20
P=1464 | X=0302.760-0325.560 | Y=0557.170-0566.490 | Kiệm
P=1464 | X=0111.170-0383.730 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1464 | X=0111.170-0388.050 | Y=0584.570-0595.810 | hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh
P=1464 | X=0111.170-0375.160 | Y=0596.090-0607.330 | xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0091.940-0108.580 | Y=0603.970-0613.290 | 149
P=1464 | X=0405.980-0431.030 | Y=0603.970-0613.290 | 1.100
P=1464 | X=0461.690-0478.330 | Y=0603.970-0613.290 | 770
P=1464 | X=0505.390-0522.030 | Y=0603.970-0613.290 | 660
P=1464 | X=0111.170-0342.250 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1464 | X=0111.170-0388.360 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1464 | X=0111.170-0383.730 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1464 | X=0111.170-0388.050 | Y=0660.430-0671.670 | hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh
P=1464 | X=0111.170-0375.160 | Y=0671.950-0683.190 | xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0091.940-0108.580 | Y=0679.830-0689.150 | 150
P=1464 | X=0414.140-0430.780 | Y=0679.830-0689.150 | 830
P=1464 | X=0461.690-0478.330 | Y=0679.830-0689.150 | 580
P=1464 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 500
P=1464 | X=0111.170-0342.720 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1464 | X=0111.170-0364.480 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1465 | X=0111.170-0206.120 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=1465 | X=0111.170-0334.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1465 | X=0111.170-0383.730 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1465 | X=0111.170-0388.050 | Y=0119.330-0130.570 | hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh
P=1465 | X=0111.170-0375.160 | Y=0130.850-0142.090 | xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1465 | X=0091.940-0108.580 | Y=0144.490-0153.810 | 151
P=1465 | X=0414.140-0430.780 | Y=0144.490-0153.810 | 570
P=1465 | X=0461.690-0478.330 | Y=0144.490-0153.810 | 400
P=1465 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 340
P=1465 | X=0111.170-0352.280 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1465 | X=0111.170-0153.310 | Y=0161.530-0170.850 | >1.000m.
P=1465 | X=0111.170-0334.810 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1465 | X=0111.170-0384.680 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1465 | X=0111.170-0378.940 | Y=0206.470-0217.710 | ra Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ
P=1465 | X=0111.170-0378.550 | Y=0217.990-0229.230 | 20 đến Giáp ranh xã Gia Kiệm có hiện trạng là đường nhựa,
P=1465 | X=0091.940-0185.250 | Y=0229.510-0240.950 | 152 bê tông xi măng:
P=1465 | X=0414.140-0430.780 | Y=0231.630-0240.950 | 990
P=1465 | X=0461.690-0478.330 | Y=0231.630-0240.950 | 690
P=1465 | X=0505.390-0522.030 | Y=0231.630-0240.950 | 590
P=1465 | X=0111.170-0342.250 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1465 | X=0111.170-0388.360 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1465 | X=0111.170-0384.680 | Y=0282.340-0293.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1465 | X=0111.170-0378.940 | Y=0293.860-0305.100 | ra Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ
P=1465 | X=0111.170-0378.550 | Y=0305.380-0316.620 | 20 đến Giáp ranh xã Gia Kiệm có hiện trạng là đường nhựa,
P=1465 | X=0111.170-0185.250 | Y=0316.900-0328.140 | bê tông xi măng:
P=1465 | X=0091.940-0342.720 | Y=0333.420-0345.660 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1465 | X=0414.140-0430.780 | Y=0333.420-0342.740 | 750
P=1465 | X=0461.690-0478.330 | Y=0333.420-0342.740 | 530
P=1465 | X=0505.390-0522.030 | Y=0333.420-0342.740 | 450
P=1465 | X=0111.170-0364.480 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1465 | X=0111.170-0206.120 | Y=0363.220-0374.460 | >500m đến ≤1.000m.
P=1465 | X=0111.170-0334.340 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1465 | X=0111.170-0384.680 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1465 | X=0111.170-0378.940 | Y=0410.040-0421.280 | ra Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ
P=1465 | X=0111.170-0378.550 | Y=0421.560-0432.800 | 20 đến Giáp ranh xã Gia Kiệm có hiện trạng là đường nhựa,
P=1465 | X=0111.170-0185.250 | Y=0433.080-0444.320 | bê tông xi măng:
P=1465 | X=0091.940-0108.580 | Y=0440.960-0450.280 | 154
P=1465 | X=0414.140-0430.780 | Y=0440.960-0450.280 | 510
P=1465 | X=0461.690-0478.330 | Y=0440.960-0450.280 | 360
P=1465 | X=0505.390-0522.030 | Y=0440.960-0450.280 | 310
P=1465 | X=0111.170-0352.280 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1465 | X=0111.170-0153.310 | Y=0464.020-0473.340 | >1.000m.
P=1465 | X=0111.170-0334.810 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông >200m.
