TABLE=056 | AREA=Phường Bình Phước | SECTION=non-agricultural | SEGMENTS=1
P=1869 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 1.800
P=1869 | X=0107.330-0273.540 | Y=0281.380-0292.620 | đường dưới 4m đã được đầu tư Định
P=1869 | X=0319.080-0356.990 | Y=0281.380-0292.620 | Phú (cũ)
P=1869 | X=0107.330-0231.980 | Y=0292.900-0304.140 | mặt đường nhựa, bê tông xi
P=1869 | X=0107.330-0132.610 | Y=0304.420-0315.660 | măng
P=1869 | X=0107.330-0234.640 | Y=0322.180-0333.420 | Các tuyến đường giao thông
P=1869 | X=0107.330-0244.720 | Y=0333.700-0344.940 | đấu nối trực tiếp ra đường Phú
P=1869 | X=0107.330-0248.060 | Y=0345.220-0356.460 | Riềng Đỏ từ HLLG vào sâu trên
P=1869 | X=0107.330-0242.020 | Y=0356.740-0367.980 | 500m có khoảng cách từ điểm
P=1869 | X=0319.080-0350.840 | Y=0362.500-0373.740 | Đường
P=1869 | X=0107.330-0310.290 | Y=0368.280-0379.520 | đấu nối đến Ngã tư Đồng Xoài Ngã tư Đồng
P=1869 | X=0319.080-0379.630 | Y=0374.040-0385.280 | Trương Công
P=1869 | X=0090.020-0106.690 | Y=0375.920-0385.240 | 339
P=1869 | X=0391.820-0416.870 | Y=0375.920-0385.240 | 3.300
P=1869 | X=0435.290-0460.340 | Y=0375.920-0385.240 | 2.300
P=1869 | X=0497.230-0522.280 | Y=0375.920-0385.240 | 2.000
P=1869 | X=0107.330-0272.590 | Y=0379.800-0391.040 | hoặc Đường Trương Công Định Xoài
P=1869 | X=0319.080-0339.800 | Y=0385.560-0396.800 | Định
P=1869 | X=0107.330-0240.860 | Y=0393.200-0402.520 | trong phạm vi 200m trở lên có
P=1869 | X=0107.330-0248.050 | Y=0402.840-0414.080 | bề rộng mặt đường dưới 4m đã
P=1869 | X=0107.330-0244.110 | Y=0414.360-0425.600 | được đầu tư mặt đường nhựa,
P=1869 | X=0107.330-0178.690 | Y=0425.880-0437.120 | bê tông xi măng
P=1869 | X=0107.330-0234.640 | Y=0443.880-0455.120 | Các tuyến đường giao thông
P=1869 | X=0107.330-0244.720 | Y=0455.420-0466.660 | đấu nối trực tiếp ra đường Phú
P=1869 | X=0107.330-0248.060 | Y=0466.940-0478.180 | Riềng Đỏ từ HLLG vào sâu trên
P=1869 | X=0107.330-0242.020 | Y=0478.220-0489.460 | 500m có khoảng cách từ điểm
P=1869 | X=0107.330-0230.790 | Y=0489.740-0500.980 | đấu nối đến Đường Trương
P=1869 | X=0252.820-0284.580 | Y=0489.740-0500.980 | Đường
P=1869 | X=0319.080-0363.080 | Y=0491.620-0500.940 | Giáp ranh
P=1869 | X=0090.020-0225.980 | Y=0501.260-0512.500 | 340 Công Định hoặc Giáp ranh
P=1869 | X=0252.820-0372.950 | Y=0501.260-0512.500 | Trương Công huyện Đồng
P=1869 | X=0391.820-0416.870 | Y=0503.140-0512.460 | 2.900
P=1869 | X=0435.290-0460.340 | Y=0503.140-0512.460 | 2.000
P=1869 | X=0497.230-0522.280 | Y=0503.140-0512.460 | 1.700
P=1869 | X=0107.330-0227.630 | Y=0512.780-0524.020 | huyện Đồng Phú (cũ) trong
P=1869 | X=0252.820-0273.540 | Y=0512.780-0524.020 | Định
P=1869 | X=0319.080-0356.990 | Y=0512.780-0524.020 | Phú (cũ)
P=1869 | X=0107.330-0251.940 | Y=0526.180-0535.500 | phạm vi 200m trở lên có bề rộng
P=1869 | X=0107.330-0237.940 | Y=0535.850-0547.090 | mặt đường dưới 4m đã được
P=1869 | X=0107.330-0231.510 | Y=0547.370-0558.610 | đầu tư mặt đường nhựa, bê
P=1869 | X=0107.330-0164.770 | Y=0558.890-0570.130 | tông xi măng
P=1869 | X=0107.330-0234.640 | Y=0576.890-0588.130 | Các tuyến đường giao thông
P=1869 | X=0107.330-0244.720 | Y=0588.410-0599.650 | đấu nối trực tiếp ra đường Phú
P=1869 | X=0319.080-0350.840 | Y=0594.170-0605.410 | Đường
P=1869 | X=0107.330-0310.290 | Y=0599.930-0611.170 | Riềng Đỏ từ HLLG vào sâu trên Ngã tư Đồng
P=1869 | X=0319.080-0379.630 | Y=0605.690-0616.930 | Trương Công
P=1869 | X=0090.020-0106.660 | Y=0607.570-0616.890 | 341
P=1869 | X=0391.820-0416.870 | Y=0607.570-0616.890 | 3.000
P=1869 | X=0435.290-0460.340 | Y=0607.570-0616.890 | 2.100
P=1869 | X=0497.230-0522.280 | Y=0607.570-0616.890 | 1.800
P=1869 | X=0107.330-0234.870 | Y=0611.450-0622.690 | 500m có bề rộng mặt đường
P=1869 | X=0252.820-0272.590 | Y=0613.330-0622.650 | Xoài
P=1869 | X=0319.080-0339.800 | Y=0617.230-0628.470 | Định
P=1869 | X=0107.330-0236.900 | Y=0622.750-0633.990 | dưới 4m đã được đầu tư mặt
P=1869 | X=0107.330-0240.360 | Y=0634.270-0645.510 | đường nhựa, bê tông xi măng
P=1869 | X=0107.330-0234.640 | Y=0652.270-0663.510 | Các tuyến đường giao thông
P=1869 | X=0107.330-0284.580 | Y=0663.790-0675.030 | đấu nối trực tiếp ra đường Phú Đường
P=1869 | X=0319.080-0363.080 | Y=0665.670-0674.990 | Giáp ranh
P=1869 | X=0090.020-0372.950 | Y=0675.310-0686.550 | 342 Riềng Đỏ từ HLLG vào sâu trên Trương Công huyện Đồng
P=1869 | X=0391.820-0416.870 | Y=0677.190-0686.510 | 2.600
P=1869 | X=0435.290-0460.340 | Y=0677.190-0686.510 | 1.800
P=1869 | X=0497.230-0522.280 | Y=0677.190-0686.510 | 1.600
P=1869 | X=0107.330-0234.870 | Y=0686.830-0698.070 | 500m có bề rộng mặt đường
P=1869 | X=0252.820-0273.540 | Y=0686.830-0698.070 | Định
P=1869 | X=0319.080-0356.990 | Y=0686.830-0698.070 | Phú (cũ)
P=1869 | X=0107.330-0236.900 | Y=0698.350-0709.590 | dưới 4m đã được đầu tư mặt
P=1870 | X=0107.330-0242.040 | Y=0072.740-0083.980 | Đường nhựa, bê tông xi măng
P=1870 | X=0107.330-0234.640 | Y=0090.740-0101.980 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0102.260-0113.500 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0107.330-0247.390 | Y=0113.780-0125.020 | Riềng Đỏ từ HLLG vào sâu đến
P=1870 | X=0107.330-0242.020 | Y=0125.330-0136.570 | 100m có khoảng cách từ điểm
P=1870 | X=0319.080-0350.840 | Y=0131.090-0142.330 | Đường
P=1870 | X=0107.330-0310.290 | Y=0136.850-0148.090 | đấu nối đến Ngã tư Đồng Xoài Ngã tư Đồng
P=1870 | X=0319.080-0379.630 | Y=0142.610-0153.850 | Trương Công
P=1870 | X=0090.020-0106.660 | Y=0144.490-0153.810 | 343
P=1870 | X=0391.820-0416.870 | Y=0144.490-0153.810 | 3.800
P=1870 | X=0435.290-0460.340 | Y=0144.490-0153.810 | 2.700
P=1870 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 2.300
P=1870 | X=0107.330-0272.590 | Y=0148.370-0159.610 | hoặc Đường Trương Công Định Xoài
P=1870 | X=0319.080-0339.800 | Y=0154.130-0165.370 | Định
P=1870 | X=0107.330-0240.860 | Y=0161.530-0170.850 | trong phạm vi 200m trở lên có
P=1870 | X=0107.330-0233.820 | Y=0171.170-0182.410 | bề rộng mặt đường dưới 4m
P=1870 | X=0107.330-0240.910 | Y=0182.690-0193.930 | chưa được đầu tư mặt đường
P=1870 | X=0107.330-0207.720 | Y=0194.210-0205.450 | nhựa, bê tông xi măng
P=1870 | X=0107.330-0234.640 | Y=0212.230-0223.470 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0223.750-0234.990 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0107.330-0247.390 | Y=0235.270-0246.510 | Riềng Đỏ từ HLLG vào sâu đến
P=1870 | X=0107.330-0242.020 | Y=0246.790-0258.030 | 100m có khoảng cách từ điểm
P=1870 | X=0107.330-0230.790 | Y=0258.310-0269.550 | đấu nối đến Đường Trương
P=1870 | X=0252.820-0284.580 | Y=0258.310-0269.550 | Đường
P=1870 | X=0319.080-0363.080 | Y=0260.190-0269.510 | Giáp ranh
P=1870 | X=0090.020-0225.980 | Y=0269.830-0281.070 | 344 Công Định hoặc Giáp ranh
P=1870 | X=0252.820-0372.950 | Y=0269.830-0281.070 | Trương Công huyện Đồng
P=1870 | X=0391.820-0416.870 | Y=0271.710-0281.030 | 3.300
P=1870 | X=0435.290-0460.340 | Y=0271.710-0281.030 | 2.300
P=1870 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 2.000
P=1870 | X=0107.330-0227.630 | Y=0281.380-0292.620 | huyện Đồng Phú (cũ) trong
P=1870 | X=0252.820-0273.540 | Y=0281.380-0292.620 | Định
P=1870 | X=0319.080-0356.990 | Y=0281.380-0292.620 | Phú (cũ)
P=1870 | X=0107.330-0251.940 | Y=0294.780-0304.100 | phạm vi 200m trở lên có bề rộng
P=1870 | X=0107.330-0249.700 | Y=0304.420-0315.660 | mặt đường dưới 4m chưa được
P=1870 | X=0107.330-0231.510 | Y=0315.700-0326.940 | đầu tư mặt đường nhựa, bê
P=1870 | X=0107.330-0164.770 | Y=0327.220-0338.460 | tông xi măng
P=1870 | X=0107.330-0234.640 | Y=0345.220-0356.460 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0356.740-0367.980 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0319.080-0350.840 | Y=0362.500-0373.740 | Đường
P=1870 | X=0107.330-0310.290 | Y=0368.280-0379.520 | Riềng Đỏ từ HLLG vào sâu đến Ngã tư Đồng
P=1870 | X=0319.080-0379.630 | Y=0374.040-0385.280 | Trương Công
P=1870 | X=0090.020-0106.660 | Y=0375.920-0385.240 | 345
P=1870 | X=0391.820-0416.870 | Y=0375.920-0385.240 | 3.400
P=1870 | X=0435.290-0460.340 | Y=0375.920-0385.240 | 2.400
P=1870 | X=0497.230-0522.280 | Y=0375.920-0385.240 | 2.000
P=1870 | X=0107.330-0234.870 | Y=0379.800-0391.040 | 100m có bề rộng mặt đường
P=1870 | X=0252.820-0272.590 | Y=0381.680-0391.000 | Xoài
P=1870 | X=0319.080-0339.800 | Y=0385.560-0396.800 | Định
P=1870 | X=0107.330-0248.660 | Y=0391.320-0402.560 | dưới 4m chưa được đầu tư mặt
P=1870 | X=0107.330-0240.390 | Y=0402.840-0414.080 | đường nhựa, bê tông xi măng
P=1870 | X=0107.330-0234.640 | Y=0420.840-0432.080 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0432.360-0443.600 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0252.820-0284.580 | Y=0438.120-0449.360 | Đường
P=1870 | X=0319.080-0363.080 | Y=0440.000-0449.320 | Giáp ranh
P=1870 | X=0107.330-0247.390 | Y=0443.880-0455.120 | Riềng Đỏ từ HLLG vào sâu đến
P=1870 | X=0252.820-0372.950 | Y=0449.660-0460.900 | Trương Công huyện Đồng
P=1870 | X=0090.020-0106.660 | Y=0451.540-0460.860 | 346
P=1870 | X=0391.820-0416.870 | Y=0451.540-0460.860 | 3.000
P=1870 | X=0435.290-0460.340 | Y=0451.540-0460.860 | 2.100
P=1870 | X=0497.230-0522.280 | Y=0451.540-0460.860 | 1.800
P=1870 | X=0107.330-0234.870 | Y=0455.420-0466.660 | 100m có bề rộng mặt đường
P=1870 | X=0252.820-0273.540 | Y=0461.180-0472.420 | Định
P=1870 | X=0319.080-0356.990 | Y=0461.180-0472.420 | Phú (cũ)
P=1870 | X=0107.330-0248.660 | Y=0466.940-0478.180 | dưới 4m chưa được đầu tư mặt
P=1870 | X=0107.330-0240.360 | Y=0478.220-0489.460 | đường nhựa, bê tông xi măng
P=1870 | X=0107.330-0234.640 | Y=0496.220-0507.460 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0507.740-0518.980 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0107.330-0248.060 | Y=0519.260-0530.500 | Riềng Đỏ từ HLLG vào sâu trên
P=1870 | X=0107.330-0228.630 | Y=0530.780-0542.020 | 100m đến 200m có khoảng
P=1870 | X=0107.330-0241.600 | Y=0542.330-0553.570 | cách từ điểm đấu nối đến Ngã
P=1870 | X=0319.080-0350.840 | Y=0542.330-0553.570 | Đường
P=1870 | X=0252.820-0310.290 | Y=0548.090-0559.330 | Ngã tư Đồng
P=1870 | X=0090.020-0225.270 | Y=0553.850-0565.090 | 347 tư Đồng Xoài hoặc Đường
P=1870 | X=0319.080-0379.630 | Y=0553.850-0565.090 | Trương Công
P=1870 | X=0391.820-0416.870 | Y=0555.730-0565.050 | 3.400
P=1870 | X=0435.290-0460.340 | Y=0555.730-0565.050 | 2.400
P=1870 | X=0497.230-0522.280 | Y=0555.730-0565.050 | 2.000
P=1870 | X=0252.820-0272.590 | Y=0561.490-0570.810 | Xoài
P=1870 | X=0107.330-0244.650 | Y=0565.370-0576.610 | Trương Công Định trong phạm
P=1870 | X=0319.080-0339.800 | Y=0565.370-0576.610 | Định
P=1870 | X=0107.330-0243.620 | Y=0578.770-0588.090 | vi 200m trở lên có bề rộng mặt
P=1870 | X=0107.330-0249.540 | Y=0588.410-0599.650 | đường dưới 4m chưa được đầu
P=1870 | X=0107.330-0244.220 | Y=0599.930-0611.170 | tư mặt đường nhựa, bê tông xi
P=1870 | X=0107.330-0132.610 | Y=0611.450-0622.690 | măng
P=1870 | X=0107.330-0234.640 | Y=0629.470-0640.710 | Các tuyến đường giao thông
P=1870 | X=0107.330-0244.720 | Y=0640.750-0651.990 | đấu nối trực tiếp ra đường Phú
P=1870 | X=0107.330-0284.580 | Y=0652.270-0663.510 | Riềng Đỏ từ HLLG vào sâu trên Đường
P=1870 | X=0319.080-0363.080 | Y=0654.150-0663.470 | Giáp ranh
P=1870 | X=0090.020-0228.630 | Y=0663.790-0675.030 | 348 100m đến 200m có khoảng
P=1870 | X=0252.820-0372.950 | Y=0663.790-0675.030 | Trương Công huyện Đồng
P=1870 | X=0391.820-0416.860 | Y=0665.670-0674.990 | 3.000
P=1870 | X=0435.290-0460.340 | Y=0665.670-0674.990 | 2.100
P=1870 | X=0497.230-0522.280 | Y=0665.670-0674.990 | 1.800
P=1870 | X=0107.330-0220.470 | Y=0675.310-0686.550 | cách từ điểm đấu nối đến
P=1870 | X=0252.820-0273.540 | Y=0675.310-0686.550 | Định
P=1870 | X=0319.080-0356.990 | Y=0675.310-0686.550 | Phú (cũ)
P=1870 | X=0107.330-0250.180 | Y=0686.830-0698.070 | Đường Trương Công Định hoặc
P=1870 | X=0107.330-0248.700 | Y=0698.350-0709.590 | Giáp ranh huyện Đồng Phú (cũ)
P=1871 | X=0107.330-0240.860 | Y=0074.620-0083.940 | trong phạm vi 200m trở lên có
P=1871 | X=0107.330-0233.820 | Y=0084.260-0095.500 | bề rộng mặt đường dưới 4m
P=1871 | X=0107.330-0240.910 | Y=0095.780-0107.020 | chưa được đầu tư mặt đường
P=1871 | X=0107.330-0207.720 | Y=0107.300-0118.540 | nhựa, bê tông xi măng
P=1871 | X=0107.330-0234.640 | Y=0125.330-0136.570 | Các tuyến đường giao thông
P=1871 | X=0107.330-0244.720 | Y=0136.850-0148.090 | đấu nối trực tiếp ra đường Phú
P=1871 | X=0107.330-0248.060 | Y=0148.370-0159.610 | Riềng Đỏ từ HLLG vào sâu trên
P=1871 | X=0319.080-0350.840 | Y=0148.370-0159.610 | Đường
P=1871 | X=0252.820-0310.290 | Y=0154.130-0165.370 | Ngã tư Đồng
P=1871 | X=0090.020-0249.380 | Y=0159.650-0170.890 | 349 100m đến 200m có bề rộng mặt
P=1871 | X=0319.080-0379.630 | Y=0159.650-0170.890 | Trương Công
P=1871 | X=0391.820-0416.870 | Y=0161.530-0170.850 | 3.100
P=1871 | X=0435.290-0460.340 | Y=0161.530-0170.850 | 2.200
P=1871 | X=0497.230-0522.270 | Y=0161.530-0170.850 | 1.900
P=1871 | X=0252.820-0272.590 | Y=0167.290-0176.610 | Xoài
P=1871 | X=0107.330-0249.540 | Y=0171.170-0182.410 | đường dưới 4m chưa được đầu
P=1871 | X=0319.080-0339.800 | Y=0171.170-0182.410 | Định
P=1871 | X=0107.330-0245.670 | Y=0182.690-0193.930 | tư mặt Đường nhựa, bê tông xi
P=1871 | X=0107.330-0132.610 | Y=0194.210-0205.450 | măng
P=1871 | X=0107.330-0234.640 | Y=0212.230-0223.470 | Các tuyến đường giao thông
P=1871 | X=0107.330-0244.720 | Y=0223.750-0234.990 | đấu nối trực tiếp ra đường Phú
P=1871 | X=0107.330-0284.580 | Y=0235.270-0246.510 | Riềng Đỏ từ HLLG vào sâu trên Đường
P=1871 | X=0319.080-0363.080 | Y=0237.150-0246.470 | Giáp ranh
P=1871 | X=0090.020-0372.950 | Y=0246.790-0258.030 | 350 100m đến 200m có bề rộng mặt Trương Công huyện Đồng
P=1871 | X=0391.820-0416.870 | Y=0248.670-0257.990 | 2.700
P=1871 | X=0435.290-0460.340 | Y=0248.670-0257.990 | 1.900
P=1871 | X=0497.230-0522.270 | Y=0248.670-0257.990 | 1.600
P=1871 | X=0107.330-0273.540 | Y=0258.310-0269.550 | đường dưới 4m chưa được đầu Định
P=1871 | X=0319.080-0356.990 | Y=0258.310-0269.550 | Phú (cũ)
P=1871 | X=0107.330-0244.220 | Y=0269.830-0281.070 | tư mặt đường nhựa, bê tông xi
P=1871 | X=0107.330-0132.610 | Y=0281.380-0292.620 | măng
P=1871 | X=0107.330-0234.640 | Y=0299.380-0310.620 | Các tuyến đường giao thông
P=1871 | X=0107.330-0244.720 | Y=0310.900-0322.140 | đấu nối trực tiếp ra đường Phú
P=1871 | X=0107.330-0248.060 | Y=0322.180-0333.420 | Riềng Đỏ từ HLLG vào sâu trên
P=1871 | X=0107.330-0228.630 | Y=0333.700-0344.940 | 200m đến 500m có khoảng
P=1871 | X=0107.330-0241.600 | Y=0345.220-0356.460 | cách từ điểm đấu nối đến Ngã
P=1871 | X=0319.080-0350.840 | Y=0345.220-0356.460 | Đường
P=1871 | X=0252.820-0310.290 | Y=0350.980-0362.220 | Ngã tư Đồng
P=1871 | X=0090.020-0225.270 | Y=0356.740-0367.980 | 351 tư Đồng Xoài hoặc Đường
P=1871 | X=0319.080-0379.630 | Y=0356.740-0367.980 | Trương Công
P=1871 | X=0391.820-0416.870 | Y=0358.620-0367.940 | 3.300
P=1871 | X=0435.290-0460.340 | Y=0358.620-0367.940 | 2.300
P=1871 | X=0497.230-0522.280 | Y=0358.620-0367.940 | 2.000
P=1871 | X=0252.820-0272.590 | Y=0364.380-0373.700 | Xoài
P=1871 | X=0107.330-0244.650 | Y=0368.280-0379.520 | Trương Công Định trong phạm
P=1871 | X=0319.080-0339.800 | Y=0368.280-0379.520 | Định
P=1871 | X=0107.330-0243.620 | Y=0381.680-0391.000 | vi 200m trở lên có bề rộng mặt
P=1871 | X=0107.330-0249.540 | Y=0391.320-0402.560 | đường dưới 4m chưa được đầu
P=1871 | X=0107.330-0244.220 | Y=0402.840-0414.080 | tư mặt đường nhựa, bê tông xi
P=1871 | X=0107.330-0132.610 | Y=0414.360-0425.600 | măng
P=1871 | X=0107.330-0234.640 | Y=0432.360-0443.600 | Các tuyến đường giao thông
P=1871 | X=0107.330-0244.720 | Y=0443.880-0455.120 | đấu nối trực tiếp ra đường Phú
P=1871 | X=0107.330-0248.060 | Y=0455.420-0466.660 | Riềng Đỏ từ HLLG vào sâu trên
P=1871 | X=0107.330-0228.630 | Y=0466.940-0478.180 | 200m đến 500m có khoảng
P=1871 | X=0107.330-0220.470 | Y=0478.220-0489.460 | cách từ điểm dẫn nối đến
P=1871 | X=0252.820-0284.580 | Y=0478.220-0489.460 | Đường
P=1871 | X=0319.080-0363.080 | Y=0480.100-0489.420 | Giáp ranh
P=1871 | X=0090.020-0372.950 | Y=0489.740-0500.980 | 352 Đường Trương Công Định hoặc Trương Công huyện Đồng
P=1871 | X=0391.820-0416.870 | Y=0491.620-0500.940 | 2.900
P=1871 | X=0435.290-0460.340 | Y=0491.620-0500.940 | 2.000
P=1871 | X=0497.230-0522.280 | Y=0491.620-0500.940 | 1.700
P=1871 | X=0107.330-0273.540 | Y=0501.260-0512.500 | Giáp ranh huyện Đồng Phú (cũ) Định
P=1871 | X=0319.080-0356.990 | Y=0501.260-0512.500 | Phú (cũ)
P=1871 | X=0107.330-0240.860 | Y=0514.660-0523.980 | trong phạm vi 200m trở lên có
P=1871 | X=0107.330-0233.820 | Y=0524.300-0535.540 | bề rộng mặt đường dưới 4m
P=1871 | X=0107.330-0240.910 | Y=0535.850-0547.090 | chưa được đầu tư mặt đường
P=1871 | X=0107.330-0207.720 | Y=0547.370-0558.610 | nhựa, bê tông xi măng
P=1871 | X=0107.330-0234.640 | Y=0565.370-0576.610 | Các tuyến đường giao thông
P=1871 | X=0107.330-0244.720 | Y=0576.890-0588.130 | đấu nối trực tiếp ra đường Phú
P=1871 | X=0107.330-0248.060 | Y=0588.410-0599.650 | Riềng Đỏ từ HLLG vào sâu trên
P=1871 | X=0319.080-0350.840 | Y=0588.410-0599.650 | Đường
P=1871 | X=0252.820-0310.290 | Y=0594.170-0605.410 | Ngã tư Đồng
P=1871 | X=0090.020-0249.380 | Y=0599.930-0611.170 | 353 200m đến 500m có bề rộng mặt
P=1871 | X=0319.080-0379.630 | Y=0599.930-0611.170 | Trương Công
P=1871 | X=0391.820-0416.870 | Y=0601.810-0611.130 | 3.000
P=1871 | X=0435.290-0460.340 | Y=0601.810-0611.130 | 2.100
P=1871 | X=0497.230-0522.280 | Y=0601.810-0611.130 | 1.800
P=1871 | X=0252.820-0272.590 | Y=0607.570-0616.890 | Xoài
P=1871 | X=0107.330-0249.540 | Y=0611.450-0622.690 | đường dưới 4m chưa được đầu
P=1871 | X=0319.080-0339.800 | Y=0611.450-0622.690 | Định
P=1871 | X=0107.330-0244.220 | Y=0622.750-0633.990 | tư mặt đường nhựa, bê tông xi
P=1871 | X=0107.330-0132.610 | Y=0634.270-0645.510 | măng
P=1871 | X=0107.330-0234.640 | Y=0652.270-0663.510 | Các tuyến đường giao thông
P=1871 | X=0107.330-0284.580 | Y=0663.790-0675.030 | đấu nối trực tiếp ra đường Phú Đường
P=1871 | X=0319.080-0363.080 | Y=0665.670-0674.990 | Giáp ranh
P=1871 | X=0090.020-0372.950 | Y=0675.310-0686.550 | 354 Riềng Đỏ từ HLLG vào sâu trên Trương Công huyện Đồng
P=1871 | X=0391.820-0416.870 | Y=0677.190-0686.510 | 2.600
P=1871 | X=0435.290-0460.340 | Y=0677.190-0686.510 | 1.800
P=1871 | X=0497.230-0522.280 | Y=0677.190-0686.510 | 1.600
P=1871 | X=0107.330-0273.540 | Y=0686.830-0698.070 | 200m đến 500m có bề rộng mặt Định
P=1871 | X=0319.080-0356.990 | Y=0686.830-0698.070 | Phú (cũ)
P=1871 | X=0107.330-0249.540 | Y=0698.350-0709.590 | đường dưới 4m chưa được đầu
P=1872 | X=0107.330-0244.220 | Y=0072.740-0083.980 | tư mặt đường nhựa, bê tông xi
P=1872 | X=0107.330-0132.610 | Y=0084.260-0095.500 | măng
P=1872 | X=0107.330-0234.640 | Y=0102.260-0113.500 | Các tuyến đường giao thông
P=1872 | X=0107.330-0244.720 | Y=0113.780-0125.020 | đấu nối trực tiếp ra đường Phú
P=1872 | X=0107.330-0248.060 | Y=0125.330-0136.570 | Riềng Đỏ từ HLLG vào sâu trên
P=1872 | X=0107.330-0242.020 | Y=0136.850-0148.090 | 500m có khoảng cách từ điểm
P=1872 | X=0319.080-0350.840 | Y=0142.610-0153.850 | Đường
