TABLE=017 | AREA=Xã Đại Phước | SECTION=non-agricultural | SEGMENTS=1
P=0565 | X=0424.970-0450.020 | Y=0406.400-0415.720 | 1.500
P=0565 | X=0461.210-0486.260 | Y=0406.400-0415.720 | 1.100
P=0565 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 900
P=0565 | X=0106.850-0392.640 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0565 | X=0106.850-0330.490 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0565 | X=0106.850-0392.110 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0565 | X=0106.850-0405.830 | Y=0462.860-0474.100 | Đường vào công viên tưởng niệm Giồng Sắn đoạn từ Đường Hùng
P=0565 | X=0106.850-0404.840 | Y=0474.380-0485.620 | Vương đến Sông Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0565 | X=0092.900-0134.850 | Y=0485.900-0497.340 | 82 măng:
P=0565 | X=0424.970-0450.020 | Y=0488.020-0497.340 | 2.300
P=0565 | X=0461.210-0486.260 | Y=0488.020-0497.340 | 1.600
P=0565 | X=0497.230-0522.280 | Y=0488.020-0497.340 | 1.400
P=0565 | X=0106.850-0337.930 | Y=0503.420-0514.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0565 | X=0106.850-0384.020 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0565 | X=0106.850-0392.110 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0565 | X=0106.850-0405.830 | Y=0550.010-0561.250 | Đường vào công viên tưởng niệm Giồng Sắn đoạn từ Đường Hùng
P=0565 | X=0106.850-0404.840 | Y=0561.530-0572.770 | Vương đến Sông Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0565 | X=0106.850-0134.850 | Y=0573.050-0584.290 | măng:
P=0565 | X=0092.900-0338.400 | Y=0589.810-0601.810 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0565 | X=0424.970-0450.020 | Y=0589.810-0599.130 | 1.800
P=0565 | X=0461.210-0486.260 | Y=0589.810-0599.130 | 1.300
P=0565 | X=0497.230-0522.280 | Y=0589.810-0599.130 | 1.100
P=0565 | X=0106.850-0413.270 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0565 | X=0106.850-0148.530 | Y=0619.630-0630.870 | ≤1.000m.
P=0565 | X=0106.850-0330.020 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0565 | X=0106.850-0392.110 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0565 | X=0106.850-0405.830 | Y=0666.430-0677.670 | Đường vào công viên tưởng niệm Giồng Sắn đoạn từ Đường Hùng
P=0565 | X=0092.900-0404.840 | Y=0677.950-0692.030 | 84 Vương đến Sông Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0565 | X=0424.970-0450.020 | Y=0682.710-0692.030 | 1.400
P=0565 | X=0469.370-0486.010 | Y=0682.710-0692.030 | 980
P=0565 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 840
P=0565 | X=0106.850-0134.850 | Y=0689.470-0700.710 | măng:
P=0565 | X=0106.850-0392.640 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0566 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0566 | X=0106.850-0229.290 | Y=0096.260-0107.500 | Đường vào khu Tái định cư
P=0566 | X=0322.200-0397.380 | Y=0096.260-0107.500 | Đầu ranh Khu tái
P=0566 | X=0235.540-0319.640 | Y=0102.020-0113.260 | Đường Võ Thị Sáu
P=0566 | X=0092.900-0104.020 | Y=0103.900-0113.220 | 85
P=0566 | X=0424.970-0450.020 | Y=0103.900-0113.220 | 5.800
P=0566 | X=0461.210-0486.260 | Y=0103.900-0113.220 | 4.100
P=0566 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 3.500
P=0566 | X=0106.850-0151.330 | Y=0107.780-0119.020 | Phú Đông
P=0566 | X=0322.200-0402.930 | Y=0107.780-0119.020 | định cư Phú Đông
P=0566 | X=0106.850-0409.630 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu Tái
P=0566 | X=0106.850-0408.660 | Y=0137.090-0148.330 | định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh Khu tái
P=0566 | X=0106.850-0397.230 | Y=0148.610-0159.850 | định cư Phú Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0566 | X=0092.900-0104.020 | Y=0156.490-0165.810 | 86
P=0566 | X=0424.970-0450.020 | Y=0156.490-0165.810 | 2.600
P=0566 | X=0461.210-0486.260 | Y=0156.490-0165.810 | 1.800
P=0566 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 1.600
P=0566 | X=0106.850-0337.930 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0566 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0566 | X=0106.850-0409.630 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu Tái
P=0566 | X=0106.850-0408.660 | Y=0212.710-0223.950 | định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh Khu tái
P=0566 | X=0106.850-0397.230 | Y=0224.230-0235.470 | định cư Phú Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0566 | X=0092.900-0338.400 | Y=0241.750-0256.070 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0566 | X=0424.970-0450.020 | Y=0246.750-0256.070 | 2.100
P=0566 | X=0461.210-0486.260 | Y=0246.750-0256.070 | 1.500
P=0566 | X=0497.230-0522.280 | Y=0246.750-0256.070 | 1.300
P=0566 | X=0106.850-0413.270 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0566 | X=0106.850-0148.530 | Y=0270.790-0282.030 | ≤1.000m.
P=0566 | X=0106.850-0330.030 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0566 | X=0106.850-0409.630 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu Tái
P=0566 | X=0106.850-0408.660 | Y=0317.620-0328.860 | định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh Khu tái
P=0566 | X=0106.850-0397.230 | Y=0329.140-0340.380 | định cư Phú Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0566 | X=0092.900-0104.020 | Y=0337.020-0346.340 | 88
P=0566 | X=0424.970-0450.020 | Y=0337.020-0346.340 | 1.600
P=0566 | X=0461.210-0486.260 | Y=0337.020-0346.340 | 1.100
P=0566 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 960
P=0566 | X=0106.850-0392.640 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0566 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0566 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0566 | X=0106.850-0400.540 | Y=0393.240-0404.480 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu
P=0566 | X=0106.850-0389.020 | Y=0404.760-0416.000 | đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là đường
P=0566 | X=0092.900-0209.960 | Y=0416.280-0427.720 | 89 nhựa, bê tông xi măng:
P=0566 | X=0424.970-0450.020 | Y=0418.400-0427.720 | 2.300
P=0566 | X=0461.210-0486.260 | Y=0418.400-0427.720 | 1.600
P=0566 | X=0497.230-0522.280 | Y=0418.400-0427.720 | 1.400
P=0566 | X=0106.850-0337.930 | Y=0433.800-0445.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0566 | X=0106.850-0384.020 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0566 | X=0106.850-0392.110 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0566 | X=0106.850-0400.540 | Y=0480.620-0491.860 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu
P=0566 | X=0106.850-0389.020 | Y=0492.140-0503.380 | đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là đường
P=0566 | X=0106.850-0209.960 | Y=0503.660-0514.900 | nhựa, bê tông xi măng:
P=0566 | X=0092.900-0338.400 | Y=0520.180-0532.420 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0566 | X=0424.970-0450.020 | Y=0520.180-0529.500 | 1.900
P=0566 | X=0461.210-0486.260 | Y=0520.180-0529.500 | 1.300
P=0566 | X=0497.230-0522.280 | Y=0520.180-0529.500 | 1.100
P=0566 | X=0106.850-0413.270 | Y=0538.490-0549.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0566 | X=0106.850-0148.530 | Y=0550.010-0561.250 | ≤1.000m.
P=0566 | X=0106.850-0330.020 | Y=0567.530-0578.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0566 | X=0106.850-0392.110 | Y=0585.290-0596.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0566 | X=0106.850-0400.540 | Y=0596.810-0608.050 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu
P=0566 | X=0106.850-0389.020 | Y=0608.330-0619.570 | đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là đường
P=0566 | X=0092.900-0209.970 | Y=0619.870-0631.310 | 91 nhựa, bê tông xi măng:
P=0566 | X=0424.970-0450.020 | Y=0621.990-0631.310 | 1.400
P=0566 | X=0469.370-0486.010 | Y=0621.990-0631.310 | 980
P=0566 | X=0505.390-0522.030 | Y=0621.990-0631.310 | 840
P=0566 | X=0106.850-0392.640 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0566 | X=0106.850-0330.490 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0566 | X=0092.900-0393.560 | Y=0672.670-0683.910 | 92 Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương
P=0566 | X=0424.970-0450.020 | Y=0674.550-0683.870 | 6.100
P=0566 | X=0461.210-0486.260 | Y=0674.550-0683.870 | 4.300
P=0566 | X=0497.230-0522.280 | Y=0674.550-0683.870 | 3.700
P=0566 | X=0106.850-0392.570 | Y=0690.430-0701.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0566 | X=0092.900-0104.020 | Y=0698.070-0707.390 | 93
P=0566 | X=0424.970-0450.020 | Y=0698.070-0707.390 | 2.700
P=0566 | X=0461.210-0486.260 | Y=0698.070-0707.390 | 1.900
P=0566 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 1.600
P=0566 | X=0106.850-0393.330 | Y=0701.970-0713.210 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0567 | X=0106.850-0242.600 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0567 | X=0106.850-0337.930 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0567 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0567 | X=0106.850-0392.570 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0567 | X=0106.850-0393.330 | Y=0136.850-0148.090 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0567 | X=0106.850-0242.600 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=0567 | X=0092.900-0338.400 | Y=0165.650-0179.970 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0567 | X=0424.970-0450.020 | Y=0170.650-0179.970 | 2.100
P=0567 | X=0461.210-0486.260 | Y=0170.650-0179.970 | 1.500
P=0567 | X=0497.230-0522.280 | Y=0170.650-0179.970 | 1.300
P=0567 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0567 | X=0106.850-0148.530 | Y=0194.690-0205.930 | ≤1.000m.
P=0567 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0567 | X=0106.850-0392.570 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0567 | X=0106.850-0393.330 | Y=0241.510-0252.750 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0567 | X=0106.850-0242.600 | Y=0253.030-0264.270 | đường nhựa, bê tông xi măng:
P=0567 | X=0092.900-0104.020 | Y=0260.910-0270.230 | 95
P=0567 | X=0424.970-0450.020 | Y=0260.910-0270.230 | 1.500
P=0567 | X=0461.210-0486.260 | Y=0260.910-0270.230 | 1.100
P=0567 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 900
P=0567 | X=0106.850-0392.640 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0567 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0567 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0567 | X=0106.850-0406.990 | Y=0317.380-0328.620 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương có
P=0567 | X=0106.850-0300.520 | Y=0328.900-0340.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0567 | X=0092.900-0104.020 | Y=0336.780-0346.100 | 96
P=0567 | X=0424.970-0450.020 | Y=0336.780-0346.100 | 2.400
P=0567 | X=0461.210-0486.260 | Y=0336.780-0346.100 | 1.700
P=0567 | X=0497.230-0522.280 | Y=0336.780-0346.100 | 1.400
P=0567 | X=0106.850-0337.930 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0567 | X=0106.850-0384.020 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0567 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0567 | X=0106.850-0406.990 | Y=0393.000-0404.240 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương có
P=0567 | X=0106.850-0300.460 | Y=0404.520-0415.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0567 | X=0092.900-0338.400 | Y=0422.040-0436.360 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0567 | X=0424.970-0450.020 | Y=0427.040-0436.360 | 1.900
P=0567 | X=0461.210-0486.260 | Y=0427.040-0436.360 | 1.300
P=0567 | X=0497.230-0522.280 | Y=0427.040-0436.360 | 1.100
P=0567 | X=0106.850-0413.270 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0567 | X=0106.850-0148.530 | Y=0451.100-0462.340 | ≤1.000m.
P=0567 | X=0106.850-0330.020 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0567 | X=0106.850-0392.110 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0567 | X=0106.850-0406.990 | Y=0497.900-0509.140 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương có
P=0567 | X=0106.850-0300.460 | Y=0509.420-0520.660 | hiện trạng là đường nhựa, bê tông xi măng:
P=0567 | X=0092.900-0104.020 | Y=0517.300-0526.620 | 98
P=0567 | X=0424.970-0450.020 | Y=0517.300-0526.620 | 1.400
P=0567 | X=0469.370-0486.010 | Y=0517.300-0526.620 | 980
P=0567 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 840
P=0567 | X=0106.850-0392.640 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0567 | X=0106.850-0330.490 | Y=0544.250-0555.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0567 | X=0106.850-0224.220 | Y=0562.010-0573.250 | Đường vào Trường THCS
P=0567 | X=0322.200-0399.580 | Y=0562.010-0573.250 | Ranh thửa đất số
P=0567 | X=0092.900-0412.300 | Y=0573.530-0584.770 | 99 Đại Phước (xã Đại Phước) Đường Lý Thái Tổ 203, tờ BĐĐC số 91
P=0567 | X=0424.970-0450.020 | Y=0575.410-0584.730 | 6.100
P=0567 | X=0461.210-0486.260 | Y=0575.410-0584.730 | 4.300
P=0567 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 3.700
P=0567 | X=0322.200-0390.620 | Y=0585.050-0596.290 | (xã Đại Phước)
P=0567 | X=0106.850-0142.940 | Y=0586.930-0596.250 | nhánh 1
P=0567 | X=0106.850-0410.870 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0567 | X=0106.850-0402.460 | Y=0614.330-0625.570 | THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ Đường Lý Thái
P=0567 | X=0106.850-0395.500 | Y=0625.870-0637.110 | Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91 (xã Đại Phước) có
P=0567 | X=0090.020-0300.460 | Y=0637.390-0648.830 | 100 hiện trạng là đường nhựa, bê tông xi măng:
P=0567 | X=0424.970-0450.020 | Y=0639.510-0648.830 | 2.700
P=0567 | X=0461.210-0486.260 | Y=0639.510-0648.830 | 1.900
P=0567 | X=0497.230-0522.280 | Y=0639.510-0648.830 | 1.600
P=0567 | X=0106.850-0337.930 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0567 | X=0106.850-0384.020 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0567 | X=0106.850-0410.870 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0567 | X=0090.020-0106.690 | Y=0697.830-0707.150 | 101
P=0567 | X=0424.970-0450.020 | Y=0697.830-0707.150 | 2.100
P=0567 | X=0461.210-0486.260 | Y=0697.830-0707.150 | 1.500
P=0567 | X=0497.230-0522.280 | Y=0697.830-0707.150 | 1.300
P=0567 | X=0106.850-0402.460 | Y=0701.730-0712.970 | THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ Đường Lý Thái
P=0568 | X=0106.850-0395.500 | Y=0072.500-0083.740 | Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91 (xã Đại Phước) có
P=0568 | X=0106.850-0300.460 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=0568 | X=0106.850-0338.400 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0568 | X=0106.850-0413.270 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0568 | X=0106.850-0148.530 | Y=0130.610-0141.850 | ≤1.000m.
P=0568 | X=0106.850-0330.020 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0568 | X=0106.850-0410.870 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0568 | X=0106.850-0402.460 | Y=0177.170-0188.410 | THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ Đường Lý Thái
P=0568 | X=0106.850-0395.500 | Y=0188.690-0199.930 | Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91 (xã Đại Phước) có
P=0568 | X=0090.020-0300.460 | Y=0200.230-0211.670 | 102 hiện trạng là đường nhựa, bê tông xi măng:
P=0568 | X=0424.970-0450.020 | Y=0202.350-0211.670 | 1.500
P=0568 | X=0461.210-0486.250 | Y=0202.350-0211.670 | 1.100
P=0568 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 900
P=0568 | X=0106.850-0392.640 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0568 | X=0106.850-0330.490 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0568 | X=0106.850-0392.110 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0568 | X=0106.850-0409.900 | Y=0264.550-0275.790 | Đường vào Trường THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn
P=0568 | X=0106.850-0409.890 | Y=0276.070-0287.310 | từ Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91 (xã
P=0568 | X=0090.020-0367.940 | Y=0287.620-0299.060 | 103 Đại Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0568 | X=0424.970-0450.020 | Y=0289.740-0299.060 | 2.400
P=0568 | X=0461.210-0486.260 | Y=0289.740-0299.060 | 1.700
