TABLE=020 | AREA=Phường Bảo Vinh | SECTION=agricultural | SEGMENTS=1
P=0681 | X=0108.770-0415.190 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0681 | X=0108.770-0150.450 | Y=0585.050-0596.290 | ≤1.000m.
P=0681 | X=0108.770-0331.940 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0681 | X=0108.770-0416.780 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0681 | X=0108.770-0411.830 | Y=0631.870-0643.110 | Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Bắc có hiện
P=0681 | X=0108.770-0280.550 | Y=0643.390-0654.630 | trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0107.380 | Y=0651.270-0660.590 | 158
P=0681 | X=0456.650-0473.290 | Y=0651.270-0660.590 | 150
P=0681 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 140
P=0681 | X=0108.770-0394.560 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0681 | X=0108.770-0332.440 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0681 | X=0108.770-0394.030 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0681 | X=0090.740-0107.380 | Y=0703.860-0713.180 | 159
P=0681 | X=0456.650-0473.290 | Y=0703.860-0713.180 | 260
P=0681 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 230
P=0681 | X=0108.770-0424.550 | Y=0707.730-0718.970 | Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0682 | X=0108.770-0361.680 | Y=0072.500-0083.740 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0108.770-0339.850 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0682 | X=0108.770-0385.940 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0682 | X=0108.770-0394.030 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0108.770-0424.550 | Y=0136.850-0148.090 | Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0682 | X=0108.770-0361.680 | Y=0148.370-0159.610 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0340.320 | Y=0165.650-0179.970 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0682 | X=0456.650-0473.290 | Y=0170.650-0179.970 | 210
P=0682 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 190
P=0682 | X=0108.770-0415.190 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0682 | X=0108.770-0150.450 | Y=0194.690-0205.930 | ≤1.000m.
P=0682 | X=0108.770-0331.940 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0682 | X=0108.770-0394.030 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0108.770-0424.550 | Y=0241.510-0252.750 | Đường Bảo Quang - Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã
P=0682 | X=0108.770-0361.680 | Y=0253.030-0264.270 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0107.380 | Y=0260.910-0270.230 | 161
P=0682 | X=0456.650-0473.290 | Y=0260.910-0270.230 | 150
P=0682 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 140
P=0682 | X=0108.770-0394.560 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0682 | X=0108.770-0332.410 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0682 | X=0242.260-0306.200 | Y=0305.860-0317.100 | Đường Hồ Thị
P=0682 | X=0331.320-0420.470 | Y=0307.740-0317.060 | Giáp ranh Khu công
P=0682 | X=0090.740-0163.970 | Y=0311.620-0322.860 | 162 Đường Lê A
P=0682 | X=0456.650-0473.290 | Y=0313.500-0322.820 | 700
P=0682 | X=0505.390-0522.030 | Y=0313.500-0322.820 | 580
P=0682 | X=0242.260-0274.010 | Y=0317.380-0328.620 | Hương
P=0682 | X=0331.320-0402.200 | Y=0319.260-0328.580 | nghiệp Suối Tre
P=0682 | X=0108.770-0418.010 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0682 | X=0108.770-0426.980 | Y=0346.660-0357.900 | Đường Hồ Thị Hương đến Giáp ranh Khu công nghiệp Suối Tre có hiện
P=0682 | X=0108.770-0280.550 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0107.380 | Y=0365.820-0375.140 | 163
P=0682 | X=0456.650-0473.290 | Y=0365.820-0375.140 | 470
P=0682 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 340
P=0682 | X=0108.770-0331.680 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0682 | X=0108.770-0385.940 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0682 | X=0108.770-0418.010 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0682 | X=0108.770-0426.980 | Y=0422.280-0433.520 | Đường Hồ Thị Hương đến Giáp ranh Khu công nghiệp Suối Tre có hiện
P=0682 | X=0108.770-0280.550 | Y=0433.800-0445.040 | trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0331.940 | Y=0451.340-0465.420 | 164 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0682 | X=0456.650-0473.290 | Y=0456.100-0465.420 | 370
P=0682 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 270
P=0682 | X=0108.770-0415.190 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0682 | X=0108.770-0142.290 | Y=0480.380-0491.620 | ≤600m.
P=0682 | X=0108.770-0331.940 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0682 | X=0108.770-0418.010 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0682 | X=0108.770-0426.980 | Y=0527.180-0538.420 | Đường Hồ Thị Hương đến Giáp ranh Khu công nghiệp Suối Tre có hiện
P=0682 | X=0108.770-0280.550 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0107.380 | Y=0546.370-0555.690 | 165
P=0682 | X=0456.650-0473.290 | Y=0546.370-0555.690 | 310
P=0682 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 210
P=0682 | X=0108.770-0386.180 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0682 | X=0108.770-0332.410 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0682 | X=0108.770-0394.030 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0108.770-0413.240 | Y=0602.810-0614.050 | Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0682 | X=0108.770-0389.070 | Y=0614.330-0625.570 | nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.740-0107.380 | Y=0622.230-0631.550 | 166
P=0682 | X=0456.650-0473.290 | Y=0622.230-0631.550 | 470
P=0682 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 340
P=0682 | X=0108.770-0331.680 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0682 | X=0108.770-0385.940 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0682 | X=0108.770-0394.030 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0108.770-0413.240 | Y=0678.670-0689.910 | Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0682 | X=0090.740-0389.070 | Y=0689.190-0701.430 | 167 nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0456.650-0473.290 | Y=0689.190-0698.510 | 370
P=0682 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 270
P=0682 | X=0108.770-0331.940 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0683 | X=0108.770-0415.190 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0683 | X=0108.770-0142.290 | Y=0090.020-0101.260 | ≤600m.
P=0683 | X=0108.770-0331.940 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0683 | X=0108.770-0394.030 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0108.770-0413.240 | Y=0136.850-0148.090 | Đường Lê A đoạn từ Đường Hồ Thị Hương đến Giáp ranh Khu công
P=0683 | X=0108.770-0389.070 | Y=0148.370-0159.610 | nghiệp Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0107.380 | Y=0156.250-0165.570 | 168
P=0683 | X=0456.650-0473.290 | Y=0156.250-0165.570 | 310
P=0683 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 210
P=0683 | X=0108.770-0386.180 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0683 | X=0108.770-0335.060 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0683 | X=0242.260-0306.890 | Y=0202.830-0212.150 | Giáp ranh Khu
P=0683 | X=0090.740-0163.970 | Y=0212.470-0223.710 | 169 Đường Lê A
P=0683 | X=0242.260-0319.640 | Y=0214.350-0223.670 | công nghiệp Suối
P=0683 | X=0331.320-0413.900 | Y=0214.350-0223.670 | Giáp cầu Bình Lộc
P=0683 | X=0456.650-0473.290 | Y=0214.350-0223.670 | 700
P=0683 | X=0505.390-0522.030 | Y=0214.350-0223.670 | 580
P=0683 | X=0242.260-0257.450 | Y=0225.870-0235.190 | Tre
P=0683 | X=0108.770-0418.010 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0683 | X=0108.770-0410.870 | Y=0253.270-0264.510 | Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu Bình Lộc có hiện
P=0683 | X=0108.770-0280.550 | Y=0264.790-0276.030 | trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0107.380 | Y=0272.670-0281.990 | 170
P=0683 | X=0456.650-0473.290 | Y=0272.670-0281.990 | 470
P=0683 | X=0505.390-0522.030 | Y=0272.670-0281.990 | 340
P=0683 | X=0108.770-0331.680 | Y=0282.340-0293.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0683 | X=0108.770-0385.940 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0683 | X=0108.770-0418.010 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0683 | X=0108.770-0410.870 | Y=0329.140-0340.380 | Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu Bình Lộc có hiện
P=0683 | X=0108.770-0280.550 | Y=0340.660-0351.900 | trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0331.940 | Y=0357.940-0372.260 | 171 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0683 | X=0456.650-0473.290 | Y=0362.940-0372.260 | 370
P=0683 | X=0505.390-0522.030 | Y=0362.940-0372.260 | 270
P=0683 | X=0108.770-0415.190 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0683 | X=0108.770-0142.290 | Y=0387.000-0398.240 | ≤600m.
P=0683 | X=0108.770-0331.940 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0683 | X=0108.770-0418.010 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0683 | X=0108.770-0410.870 | Y=0433.800-0445.040 | Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu Bình Lộc có hiện
P=0683 | X=0108.770-0280.580 | Y=0445.320-0456.560 | trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0107.380 | Y=0453.220-0462.540 | 172
P=0683 | X=0456.650-0473.290 | Y=0453.220-0462.540 | 310
P=0683 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 210
P=0683 | X=0108.770-0386.180 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0683 | X=0108.770-0332.410 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0683 | X=0108.770-0394.030 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0108.770-0409.900 | Y=0509.660-0520.900 | Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp
P=0683 | X=0108.770-0376.830 | Y=0521.180-0532.420 | cầu Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0107.380 | Y=0529.060-0538.380 | 173
P=0683 | X=0456.650-0473.290 | Y=0529.060-0538.380 | 470
P=0683 | X=0505.390-0522.030 | Y=0529.060-0538.380 | 340
P=0683 | X=0108.770-0331.680 | Y=0538.490-0549.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0683 | X=0108.770-0385.940 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0683 | X=0108.770-0394.030 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0108.770-0409.900 | Y=0585.290-0596.530 | Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp
P=0683 | X=0108.770-0376.830 | Y=0596.810-0608.050 | cầu Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.740-0331.940 | Y=0614.330-0628.670 | 174 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0683 | X=0456.650-0473.290 | Y=0619.350-0628.670 | 370
P=0683 | X=0505.390-0522.030 | Y=0619.350-0628.670 | 270
P=0683 | X=0108.770-0415.190 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0683 | X=0108.770-0142.290 | Y=0643.390-0654.630 | ≤600m.
P=0683 | X=0108.770-0331.960 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0683 | X=0108.770-0394.030 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0090.740-0409.900 | Y=0690.190-0701.430 | 175 Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp
P=0683 | X=0456.650-0473.290 | Y=0692.070-0701.390 | 310
P=0683 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 210
P=0683 | X=0108.770-0376.830 | Y=0701.730-0712.970 | cầu Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0108.770-0386.230 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0684 | X=0108.770-0335.060 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0684 | X=0108.770-0227.910 | Y=0113.780-0125.020 | Đường Bình Lộc đi ấp Bàu
P=0684 | X=0242.260-0413.740 | Y=0113.780-0125.020 | Giáp ranh xã Xuân Giáp ranh phường
P=0684 | X=0090.740-0107.380 | Y=0121.450-0130.770 | 176
P=0684 | X=0456.650-0473.290 | Y=0121.450-0130.770 | 400
P=0684 | X=0505.390-0522.030 | Y=0121.450-0130.770 | 240
P=0684 | X=0108.770-0183.430 | Y=0127.210-0136.530 | Cối xã Xuân Bắc
P=0684 | X=0242.260-0259.540 | Y=0127.210-0136.530 | Bắc
P=0684 | X=0331.320-0370.940 | Y=0127.210-0136.530 | Bình Lộc
P=0684 | X=0108.770-0424.060 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc đi ấp
P=0684 | X=0108.770-0413.730 | Y=0154.610-0165.850 | Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân Bắc đến Giáp ranh
P=0684 | X=0108.770-0396.270 | Y=0166.130-0177.370 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.740-0107.380 | Y=0174.010-0183.330 | 177
P=0684 | X=0456.650-0473.290 | Y=0174.010-0183.330 | 250
P=0684 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 230
P=0684 | X=0108.770-0339.850 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0684 | X=0108.770-0385.940 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0684 | X=0108.770-0424.060 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc đi ấp
P=0684 | X=0108.770-0413.730 | Y=0230.230-0241.470 | Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân Bắc đến Giáp ranh
P=0684 | X=0108.770-0396.270 | Y=0241.750-0252.990 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.740-0340.320 | Y=0259.270-0273.590 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0684 | X=0456.650-0473.290 | Y=0264.270-0273.590 | 190
P=0684 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 180
P=0684 | X=0108.770-0415.190 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0684 | X=0108.770-0150.450 | Y=0288.340-0299.580 | ≤1.000m.
P=0684 | X=0108.770-0331.940 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0684 | X=0108.770-0424.060 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc đi ấp
P=0684 | X=0108.770-0413.730 | Y=0335.140-0346.380 | Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân Bắc đến Giáp ranh
P=0684 | X=0108.770-0396.270 | Y=0346.660-0357.900 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.740-0107.380 | Y=0354.540-0363.860 | 179
P=0684 | X=0456.650-0473.290 | Y=0354.540-0363.860 | 140
P=0684 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 130
P=0684 | X=0108.770-0394.560 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0684 | X=0108.770-0332.410 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0684 | X=0108.770-0394.030 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0108.770-0402.440 | Y=0410.760-0422.000 | Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã
P=0684 | X=0108.770-0402.940 | Y=0422.280-0433.520 | Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0684 | X=0090.740-0211.880 | Y=0433.800-0445.240 | 180 nhựa, bê tông xi măng:
P=0684 | X=0456.650-0473.290 | Y=0435.920-0445.240 | 250
P=0684 | X=0505.390-0522.030 | Y=0435.920-0445.240 | 230
P=0684 | X=0108.770-0339.850 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0684 | X=0108.770-0385.940 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0684 | X=0108.770-0394.030 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0108.770-0402.440 | Y=0498.140-0509.380 | Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã
P=0684 | X=0108.770-0402.940 | Y=0509.660-0520.900 | Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0684 | X=0108.770-0211.880 | Y=0521.180-0532.420 | nhựa, bê tông xi măng:
P=0684 | X=0090.740-0340.320 | Y=0537.730-0549.730 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0684 | X=0456.650-0473.290 | Y=0537.730-0547.050 | 190
P=0684 | X=0505.390-0522.030 | Y=0537.730-0547.050 | 180
P=0684 | X=0108.770-0415.190 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0684 | X=0108.770-0150.450 | Y=0567.530-0578.770 | ≤1.000m.
P=0684 | X=0108.770-0331.940 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0684 | X=0108.770-0394.030 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0108.770-0402.440 | Y=0614.330-0625.570 | Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã
P=0684 | X=0108.770-0402.940 | Y=0625.870-0637.110 | Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0684 | X=0090.740-0211.880 | Y=0637.390-0648.830 | 182 nhựa, bê tông xi măng:
P=0684 | X=0456.650-0473.290 | Y=0639.510-0648.830 | 140
P=0684 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 130
P=0684 | X=0108.770-0394.560 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0684 | X=0108.770-0332.410 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0684 | X=0331.320-0413.260 | Y=0690.190-0701.430 | Nhà văn hóa đồng
P=0684 | X=0090.740-0162.130 | Y=0695.950-0707.190 | 183 Đường số 5
P=0684 | X=0242.260-0321.040 | Y=0695.950-0707.190 | Đường Hàm Nghi
P=0684 | X=0456.650-0473.290 | Y=0697.830-0707.150 | 700
P=0684 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 580
P=0684 | X=0331.320-0418.300 | Y=0701.730-0712.970 | bào dân tộc Chơ-ro
P=0685 | X=0108.770-0416.090 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5 đoạn từ
P=0685 | X=0108.770-0416.140 | Y=0090.020-0101.260 | Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc Chơ-ro có hiện
P=0685 | X=0108.770-0280.550 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0107.380 | Y=0109.420-0118.740 | 184
P=0685 | X=0456.650-0473.290 | Y=0109.420-0118.740 | 470
P=0685 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 340
P=0685 | X=0108.770-0331.680 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0108.770-0385.970 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0685 | X=0108.770-0416.090 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5 đoạn từ
P=0685 | X=0108.770-0416.140 | Y=0165.650-0176.890 | Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc Chơ-ro có hiện
P=0685 | X=0108.770-0280.550 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0331.940 | Y=0194.690-0209.030 | 185 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0685 | X=0456.650-0473.290 | Y=0199.710-0209.030 | 370
P=0685 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 270
P=0685 | X=0108.770-0415.190 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0685 | X=0108.770-0142.290 | Y=0223.750-0234.990 | ≤600m.
P=0685 | X=0108.770-0331.940 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0685 | X=0108.770-0416.090 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5 đoạn từ
P=0685 | X=0108.770-0416.140 | Y=0270.550-0281.790 | Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc Chơ-ro có hiện
P=0685 | X=0108.770-0280.550 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0107.380 | Y=0289.980-0299.300 | 186
P=0685 | X=0456.650-0473.290 | Y=0289.980-0299.300 | 310
P=0685 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 210
P=0685 | X=0108.770-0386.180 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0685 | X=0108.770-0332.410 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0685 | X=0108.770-0394.030 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0108.770-0423.830 | Y=0346.420-0357.660 | Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân
P=0685 | X=0108.770-0366.010 | Y=0357.700-0368.940 | tộc Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0107.380 | Y=0365.580-0374.900 | 187
P=0685 | X=0456.650-0473.290 | Y=0365.580-0374.900 | 470
P=0685 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 340
P=0685 | X=0108.770-0331.680 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0108.770-0385.940 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0685 | X=0108.770-0394.030 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0108.770-0423.830 | Y=0422.040-0433.280 | Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân
P=0685 | X=0108.770-0366.010 | Y=0433.560-0444.800 | tộc Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0331.940 | Y=0451.100-0465.180 | 188 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0685 | X=0456.650-0473.290 | Y=0455.860-0465.180 | 370
P=0685 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 270
P=0685 | X=0108.770-0415.190 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0685 | X=0108.770-0142.290 | Y=0480.140-0491.380 | ≤600m.
