TABLE=033 | AREA=Xã Sông Ray | SECTION=agricultural | SEGMENTS=1
P=1105 | X=0121.490-0374.800 | Y=0344.980-0356.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1105 | X=0121.490-0216.460 | Y=0356.500-0367.740 | >500m đến ≤1.000m.
P=1105 | X=0121.490-0344.660 | Y=0374.040-0385.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1105 | X=0121.490-0389.030 | Y=0391.800-0403.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1105 | X=0121.490-0381.590 | Y=0403.320-0414.560 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1105 | X=0121.490-0390.700 | Y=0414.840-0426.080 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1105 | X=0121.490-0394.060 | Y=0426.360-0437.600 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1105 | X=0097.250-0293.270 | Y=0437.880-0449.320 | 144 trạng là đường nhựa, bê tông xi măng:
P=1105 | X=0446.330-0462.970 | Y=0440.000-0449.320 | 200
P=1105 | X=0505.390-0522.030 | Y=0440.000-0449.320 | 130
P=1105 | X=0121.490-0362.600 | Y=0455.420-0466.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1105 | X=0121.490-0163.630 | Y=0468.820-0478.140 | >1.000m.
P=1105 | X=0121.490-0345.130 | Y=0484.220-0495.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1105 | X=0121.490-0395.000 | Y=0501.980-0513.220 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1105 | X=0121.490-0386.150 | Y=0513.500-0524.740 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1105 | X=0121.490-0388.520 | Y=0525.020-0536.260 | đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1105 | X=0121.490-0401.260 | Y=0536.570-0547.810 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông
P=1105 | X=0097.250-0113.890 | Y=0544.450-0553.770 | 145
P=1105 | X=0446.330-0462.970 | Y=0544.450-0553.770 | 350
P=1105 | X=0505.390-0522.030 | Y=0544.450-0553.770 | 230
P=1105 | X=0121.490-0348.970 | Y=0548.090-0559.330 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1105 | X=0121.490-0352.570 | Y=0565.610-0576.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1105 | X=0121.490-0398.680 | Y=0583.130-0594.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1105 | X=0121.490-0395.000 | Y=0600.890-0612.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1105 | X=0121.490-0386.150 | Y=0612.410-0623.650 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1105 | X=0121.490-0388.520 | Y=0623.950-0635.190 | đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1105 | X=0121.490-0401.260 | Y=0635.470-0646.710 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông
P=1105 | X=0097.250-0348.970 | Y=0646.750-0658.430 | 146 Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1105 | X=0446.330-0462.970 | Y=0649.110-0658.430 | 290
P=1105 | X=0505.390-0522.030 | Y=0649.110-0658.430 | 180
P=1105 | X=0121.490-0353.040 | Y=0664.270-0675.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1105 | X=0121.490-0374.800 | Y=0681.790-0693.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1105 | X=0121.490-0216.460 | Y=0693.310-0704.550 | >500m đến ≤1.000m.
P=1106 | X=0121.490-0344.660 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1106 | X=0121.490-0395.000 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1106 | X=0121.490-0386.150 | Y=0107.780-0119.020 | ra Đường tỉnh 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765
P=1106 | X=0121.490-0388.520 | Y=0119.330-0130.570 | đến Hết ranh thửa đất số 297, tờ BĐĐC số 89 về bên trái và
P=1106 | X=0121.490-0401.260 | Y=0130.850-0142.090 | hết ranh thửa đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông
P=1106 | X=0097.250-0348.970 | Y=0142.370-0153.810 | 147 Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1106 | X=0446.330-0462.970 | Y=0144.490-0153.810 | 200
P=1106 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 130
P=1106 | X=0121.490-0362.600 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1106 | X=0121.490-0163.630 | Y=0173.050-0182.370 | >1.000m.
P=1106 | X=0121.490-0345.130 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
