TABLE=004 | AREA=Phường Long Bình | SECTION=agricultural | SEGMENTS=1
P=0158 | X=0117.410-0407.040 | Y=0339.460-0350.700 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long
P=0158 | X=0095.060-0111.700 | Y=0347.340-0356.660 | 138
P=0158 | X=0441.050-0466.090 | Y=0347.340-0356.660 | 1.030
P=0158 | X=0505.390-0522.030 | Y=0347.340-0356.660 | 680
P=0158 | X=0117.410-0353.770 | Y=0350.980-0362.220 | Bình). có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0117.410-0340.320 | Y=0368.520-0379.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0158 | X=0117.410-0394.600 | Y=0386.040-0397.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0158 | X=0117.410-0402.670 | Y=0403.800-0415.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0158 | X=0117.410-0403.900 | Y=0415.320-0426.560 | Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0158 | X=0117.410-0408.550 | Y=0426.840-0438.080 | nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
P=0158 | X=0117.410-0407.020 | Y=0438.360-0449.600 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long
P=0158 | X=0117.410-0353.770 | Y=0449.900-0461.140 | Bình). có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0095.060-0111.700 | Y=0460.660-0469.980 | 139
P=0158 | X=0449.210-0465.850 | Y=0460.660-0469.980 | 860
P=0158 | X=0505.390-0522.030 | Y=0460.660-0469.980 | 570
P=0158 | X=0117.410-0340.580 | Y=0467.420-0478.660 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0158 | X=0117.410-0404.300 | Y=0484.940-0496.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0158 | X=0117.410-0170.370 | Y=0496.220-0507.460 | đến ≤600m.
P=0158 | X=0117.410-0340.580 | Y=0513.740-0524.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0158 | X=0117.410-0402.670 | Y=0531.500-0542.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0158 | X=0117.410-0403.900 | Y=0543.050-0554.290 | Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0158 | X=0117.410-0408.550 | Y=0554.570-0565.810 | nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
P=0158 | X=0117.410-0407.040 | Y=0566.090-0577.330 | Bên trái, hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long
P=0158 | X=0095.060-0111.700 | Y=0573.970-0583.290 | 140
P=0158 | X=0449.210-0465.850 | Y=0573.970-0583.290 | 670
P=0158 | X=0505.390-0522.030 | Y=0573.970-0583.290 | 450
P=0158 | X=0117.410-0353.770 | Y=0577.610-0588.850 | Bình). có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0117.410-0394.840 | Y=0595.130-0606.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0158 | X=0117.410-0343.700 | Y=0612.650-0623.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0158 | X=0117.410-0202.000 | Y=0630.430-0641.670 | Đường Huỳnh Dân
P=0158 | X=0227.860-0395.980 | Y=0630.430-0641.670 | Đường Hoàng Bá Đường Hoàng Bá
P=0158 | X=0095.060-0111.700 | Y=0638.070-0647.390 | 141
P=0158 | X=0441.050-0466.100 | Y=0638.070-0647.390 | 1.500
P=0158 | X=0505.390-0522.030 | Y=0638.070-0647.390 | 970
P=0158 | X=0117.410-0140.780 | Y=0643.830-0653.150 | Sanh
P=0158 | X=0227.860-0248.090 | Y=0643.830-0653.150 | Bích
P=0158 | X=0316.920-0337.150 | Y=0643.830-0653.150 | Bích
P=0158 | X=0117.410-0397.430 | Y=0659.710-0670.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0158 | X=0117.410-0404.620 | Y=0671.230-0682.470 | Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường Hoàng Bá
P=0158 | X=0095.060-0347.060 | Y=0681.750-0693.750 | 142 Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0441.050-0466.100 | Y=0681.750-0691.070 | 1.030
P=0158 | X=0505.390-0522.030 | Y=0681.750-0691.070 | 680
P=0158 | X=0117.410-0340.320 | Y=0700.050-0711.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0159 | X=0117.410-0394.600 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0159 | X=0117.410-0397.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0159 | X=0117.410-0404.620 | Y=0107.780-0119.020 | Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường Hoàng Bá
P=0159 | X=0117.410-0347.060 | Y=0119.330-0130.570 | Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0159 | X=0095.060-0340.580 | Y=0136.850-0150.930 | 143 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0159 | X=0449.210-0465.850 | Y=0141.610-0150.930 | 860
P=0159 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 570
P=0159 | X=0117.410-0404.300 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0159 | X=0117.410-0170.370 | Y=0165.650-0176.890 | đến ≤600m.
P=0159 | X=0117.410-0340.580 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0159 | X=0117.410-0397.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0159 | X=0117.410-0404.620 | Y=0212.470-0223.710 | Dân Sanh đoạn từ Đường Hoàng Bá Bích đến Đường Hoàng Bá
P=0159 | X=0117.410-0347.060 | Y=0223.990-0235.230 | Bích có hiện trạng là đường nhựa, bê tông xi măng:
P=0159 | X=0095.060-0111.700 | Y=0231.870-0241.190 | 144
P=0159 | X=0449.210-0465.850 | Y=0231.870-0241.190 | 670
P=0159 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 450
P=0159 | X=0117.410-0394.840 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0159 | X=0117.410-0341.050 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0159 | X=0117.410-0402.670 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0159 | X=0117.410-0389.260 | Y=0288.340-0299.580 | Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến
P=0159 | X=0117.410-0397.880 | Y=0299.860-0311.100 | Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi
P=0159 | X=0095.060-0145.410 | Y=0311.380-0322.820 | 145 măng:
P=0159 | X=0441.050-0466.100 | Y=0313.500-0322.820 | 1.030
P=0159 | X=0505.390-0522.030 | Y=0313.500-0322.820 | 680
P=0159 | X=0117.410-0340.320 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0159 | X=0117.410-0394.600 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0159 | X=0117.410-0402.670 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0159 | X=0117.410-0389.260 | Y=0375.480-0386.720 | Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến
P=0159 | X=0117.410-0397.880 | Y=0387.000-0398.240 | Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi
P=0159 | X=0117.410-0145.410 | Y=0398.520-0409.760 | măng:
P=0159 | X=0095.060-0340.580 | Y=0415.280-0427.280 | 146 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0159 | X=0449.210-0465.850 | Y=0415.280-0424.600 | 860
P=0159 | X=0505.390-0522.030 | Y=0415.280-0424.600 | 570
P=0159 | X=0117.410-0404.300 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0159 | X=0117.410-0170.370 | Y=0445.080-0456.320 | đến ≤600m.
P=0159 | X=0117.410-0340.580 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0159 | X=0117.410-0402.670 | Y=0480.380-0491.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0159 | X=0117.410-0389.260 | Y=0491.900-0503.140 | Đường Huỳnh Dân Sanh đoạn từ Đường Hoàng Bá Bích đến
P=0159 | X=0117.410-0397.880 | Y=0503.420-0514.660 | Đường Hoàng Bá Bích có hiện trạng là đường nhựa, bê tông xi
P=0159 | X=0095.060-0145.410 | Y=0514.940-0526.380 | 147 măng:
P=0159 | X=0449.210-0465.850 | Y=0517.060-0526.380 | 670
P=0159 | X=0505.390-0522.030 | Y=0517.060-0526.380 | 450
P=0159 | X=0117.410-0394.840 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0159 | X=0117.410-0343.700 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0159 | X=0227.860-0297.520 | Y=0567.530-0578.770 | Đường Bùi Văn
P=0159 | X=0316.920-0398.620 | Y=0573.290-0584.530 | Ranh giới phường
P=0159 | X=0095.060-0300.920 | Y=0579.050-0590.290 | 148 Đường Phan Đăng Lưu Hòa (Quốc lộ 15
P=0159 | X=0441.050-0466.100 | Y=0580.930-0590.250 | 1.500
P=0159 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 970
P=0159 | X=0316.920-0367.640 | Y=0584.810-0596.050 | Phước Tân
P=0159 | X=0227.860-0260.950 | Y=0592.450-0601.770 | nối dài)
P=0159 | X=0117.410-0391.910 | Y=0608.330-0619.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0159 | X=0117.410-0402.230 | Y=0619.870-0631.110 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0159 | X=0117.410-0399.100 | Y=0631.390-0642.630 | Ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0159 | X=0095.060-0177.570 | Y=0642.910-0654.350 | 149 tông xi măng:
P=0159 | X=0441.050-0466.100 | Y=0645.030-0654.350 | 1.030
P=0159 | X=0505.390-0522.030 | Y=0645.030-0654.350 | 680
P=0159 | X=0117.410-0340.320 | Y=0660.430-0671.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0159 | X=0117.410-0394.600 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0159 | X=0117.410-0391.910 | Y=0695.710-0706.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0159 | X=0095.060-0111.700 | Y=0703.380-0712.700 | 150
P=0159 | X=0449.210-0465.850 | Y=0703.380-0712.700 | 860
P=0159 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 570
P=0159 | X=0117.410-0402.230 | Y=0707.250-0718.490 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0160 | X=0117.410-0399.100 | Y=0072.500-0083.740 | Ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0160 | X=0117.410-0177.570 | Y=0084.020-0095.260 | tông xi măng:
P=0160 | X=0117.410-0340.580 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0160 | X=0117.410-0404.300 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0160 | X=0117.410-0170.370 | Y=0130.610-0141.850 | đến ≤600m.
P=0160 | X=0117.410-0340.580 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0160 | X=0117.410-0391.910 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0160 | X=0117.410-0402.230 | Y=0177.170-0188.410 | Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0160 | X=0117.410-0399.100 | Y=0188.690-0199.930 | Ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0160 | X=0095.060-0177.600 | Y=0200.230-0211.670 | 151 tông xi măng:
P=0160 | X=0449.210-0465.850 | Y=0202.350-0211.670 | 670
P=0160 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 450
P=0160 | X=0117.410-0394.840 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0160 | X=0117.410-0341.050 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0160 | X=0117.410-0402.670 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0160 | X=0117.410-0407.740 | Y=0264.550-0275.790 | Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0160 | X=0117.410-0378.690 | Y=0276.070-0287.310 | nối dài) đến Ranh giới phường Phước Tân có hiện trạng là
P=0160 | X=0095.060-0253.180 | Y=0287.620-0299.060 | 152 đường nhựa, bê tông xi măng:
P=0160 | X=0441.050-0466.100 | Y=0289.740-0299.060 | 1.030
P=0160 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 680
P=0160 | X=0117.410-0340.320 | Y=0305.140-0316.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0160 | X=0117.410-0394.600 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0160 | X=0117.410-0402.670 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0160 | X=0117.410-0407.740 | Y=0351.700-0362.940 | Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0160 | X=0117.410-0378.690 | Y=0363.220-0374.460 | nối dài) đến Ranh giới phường Phước Tân có hiện trạng là
P=0160 | X=0117.410-0253.180 | Y=0374.760-0386.000 | đường nhựa, bê tông xi măng:
P=0160 | X=0095.060-0340.580 | Y=0391.520-0403.520 | 153 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0160 | X=0449.210-0465.850 | Y=0391.520-0400.840 | 860
P=0160 | X=0505.390-0522.030 | Y=0391.520-0400.840 | 570
P=0160 | X=0117.410-0404.300 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0160 | X=0117.410-0170.380 | Y=0421.320-0432.560 | đến ≤600m.
P=0160 | X=0117.410-0340.580 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0160 | X=0117.410-0402.670 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0160 | X=0117.410-0407.740 | Y=0468.140-0479.380 | Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0160 | X=0117.410-0378.690 | Y=0479.660-0490.900 | nối dài) đến Ranh giới phường Phước Tân có hiện trạng là
P=0160 | X=0095.060-0253.190 | Y=0491.180-0502.620 | 154 đường nhựa, bê tông xi măng:
P=0160 | X=0449.210-0465.850 | Y=0493.300-0502.620 | 670
P=0160 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 450
P=0160 | X=0117.410-0394.840 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0160 | X=0117.410-0343.700 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0160 | X=0095.060-0208.190 | Y=0543.770-0555.010 | 155 Đường Bùi Văn Hòa
P=0160 | X=0227.860-0284.090 | Y=0545.650-0554.970 | Xa lộ Hà Nội
P=0160 | X=0316.920-0365.500 | Y=0545.650-0554.970 | Quốc lộ 51
P=0160 | X=0441.050-0466.100 | Y=0545.650-0554.970 | 1.500
P=0160 | X=0505.390-0522.030 | Y=0545.650-0554.970 | 970
P=0160 | X=0117.410-0403.650 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0160 | X=0117.410-0406.790 | Y=0573.050-0584.290 | Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là đường
P=0160 | X=0117.410-0220.520 | Y=0584.570-0595.810 | nhựa, bê tông xi măng:
P=0160 | X=0095.060-0111.700 | Y=0592.450-0601.770 | 156
P=0160 | X=0441.050-0466.100 | Y=0592.450-0601.770 | 1.030
P=0160 | X=0505.390-0522.030 | Y=0592.450-0601.770 | 680
P=0160 | X=0117.410-0340.320 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0160 | X=0117.410-0394.600 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0160 | X=0117.410-0403.650 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0160 | X=0117.410-0406.790 | Y=0648.910-0660.150 | Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là đường
P=0160 | X=0117.410-0220.520 | Y=0660.430-0671.670 | nhựa, bê tông xi măng:
P=0160 | X=0095.060-0111.700 | Y=0674.070-0683.390 | 157
P=0160 | X=0449.210-0465.850 | Y=0674.070-0683.390 | 860
P=0160 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 570
P=0160 | X=0117.410-0340.580 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0160 | X=0117.410-0404.300 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0160 | X=0117.410-0170.370 | Y=0706.770-0718.010 | đến ≤600m.
P=0161 | X=0117.410-0340.610 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0161 | X=0117.410-0403.650 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0161 | X=0117.410-0406.790 | Y=0107.780-0119.020 | Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là đường
P=0161 | X=0117.410-0220.520 | Y=0119.330-0130.570 | nhựa, bê tông xi măng:
P=0161 | X=0095.060-0111.700 | Y=0127.210-0136.530 | 158
P=0161 | X=0449.210-0465.850 | Y=0127.210-0136.530 | 670
P=0161 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 450
P=0161 | X=0117.410-0394.840 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0161 | X=0117.410-0341.060 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0161 | X=0117.410-0402.670 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0161 | X=0117.410-0388.300 | Y=0183.410-0194.650 | Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có
P=0161 | X=0117.410-0311.050 | Y=0194.930-0206.170 | hiện trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0095.060-0111.700 | Y=0202.830-0212.150 | 159
P=0161 | X=0441.050-0466.100 | Y=0202.830-0212.150 | 1.030
P=0161 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 680
P=0161 | X=0117.410-0340.320 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0161 | X=0117.410-0394.600 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0161 | X=0117.410-0402.670 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0161 | X=0117.410-0388.300 | Y=0259.270-0270.510 | Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có
P=0161 | X=0117.410-0311.050 | Y=0270.790-0282.030 | hiện trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0095.060-0340.610 | Y=0288.340-0302.420 | 160 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0161 | X=0449.210-0465.850 | Y=0293.100-0302.420 | 860
P=0161 | X=0505.390-0522.030 | Y=0293.100-0302.420 | 570
P=0161 | X=0117.410-0404.300 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0161 | X=0117.410-0170.370 | Y=0317.380-0328.620 | đến ≤600m.
P=0161 | X=0117.410-0340.580 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0161 | X=0117.410-0402.670 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0161 | X=0117.410-0388.300 | Y=0363.940-0375.180 | Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có
P=0161 | X=0117.410-0311.050 | Y=0375.480-0386.720 | hiện trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0095.060-0111.700 | Y=0383.360-0392.680 | 161
P=0161 | X=0449.210-0465.850 | Y=0383.360-0392.680 | 670
P=0161 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 450
P=0161 | X=0117.410-0394.840 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0161 | X=0117.410-0343.700 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0161 | X=0316.920-0408.700 | Y=0428.280-0439.520 | Hết ranh thửa đất số
P=0161 | X=0316.920-0393.100 | Y=0439.800-0451.040 | 521, tờ BĐĐC số
P=0161 | X=0117.410-0401.740 | Y=0451.340-0462.580 | Đường vào khu tái định Đường Hoàng Văn 219 về bên phải và
P=0161 | X=0095.060-0111.700 | Y=0458.980-0468.300 | 162
P=0161 | X=0441.050-0466.100 | Y=0458.980-0468.300 | 1.500
P=0161 | X=0505.390-0522.030 | Y=0458.980-0468.300 | 970
P=0161 | X=0117.410-0172.190 | Y=0462.860-0474.100 | cư Tân Biên
P=0161 | X=0316.920-0407.020 | Y=0462.860-0474.100 | hết ranh thửa đất số
P=0161 | X=0227.860-0245.700 | Y=0464.740-0474.060 | Bổn
P=0161 | X=0316.920-0393.110 | Y=0474.380-0485.620 | 120, tờ BĐĐC số
P=0161 | X=0316.920-0383.240 | Y=0487.780-0497.100 | 217 về bên trái
P=0161 | X=0117.410-0403.670 | Y=0503.660-0514.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0161 | X=0117.410-0389.830 | Y=0515.180-0526.420 | tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến Hết
P=0161 | X=0117.410-0396.460 | Y=0526.460-0537.700 | ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết ranh
P=0161 | X=0117.410-0387.090 | Y=0538.010-0549.250 | thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện trạng là
P=0161 | X=0095.060-0111.700 | Y=0545.890-0555.210 | 163
P=0161 | X=0441.050-0466.100 | Y=0545.890-0555.210 | 1.030
P=0161 | X=0505.390-0522.030 | Y=0545.890-0555.210 | 680
P=0161 | X=0117.410-0253.180 | Y=0549.530-0560.770 | đường nhựa, bê tông xi măng:
P=0161 | X=0117.410-0340.320 | Y=0567.050-0578.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0161 | X=0117.410-0394.600 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0161 | X=0117.410-0403.670 | Y=0602.330-0613.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0161 | X=0117.410-0389.830 | Y=0613.850-0625.090 | tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến Hết
P=0161 | X=0117.410-0396.460 | Y=0625.390-0636.630 | ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết ranh
P=0161 | X=0117.410-0387.090 | Y=0636.910-0648.150 | thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện trạng là
P=0161 | X=0095.060-0253.180 | Y=0648.430-0659.870 | 164 đường nhựa, bê tông xi măng:
P=0161 | X=0449.210-0465.850 | Y=0650.550-0659.870 | 860
P=0161 | X=0505.390-0522.030 | Y=0650.550-0659.870 | 570
P=0161 | X=0117.410-0340.580 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0161 | X=0117.410-0404.300 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0161 | X=0117.410-0170.370 | Y=0694.750-0705.990 | đến ≤600m.
P=0162 | X=0117.410-0340.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0162 | X=0117.410-0403.670 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0162 | X=0117.410-0389.830 | Y=0107.780-0119.020 | tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến Hết
P=0162 | X=0117.410-0396.460 | Y=0119.330-0130.570 | ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết ranh
P=0162 | X=0117.410-0387.090 | Y=0130.850-0142.090 | thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện trạng là
P=0162 | X=0095.060-0111.700 | Y=0138.730-0148.050 | 165
P=0162 | X=0449.210-0465.850 | Y=0138.730-0148.050 | 670
P=0162 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 450
P=0162 | X=0117.410-0253.180 | Y=0142.370-0153.610 | đường nhựa, bê tông xi măng:
P=0162 | X=0117.410-0394.840 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0162 | X=0117.410-0341.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0162 | X=0117.410-0402.670 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0162 | X=0117.410-0403.640 | Y=0206.470-0217.710 | Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn
P=0162 | X=0117.410-0401.970 | Y=0217.990-0229.230 | Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải
P=0162 | X=0117.410-0403.900 | Y=0229.510-0240.750 | và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0162 | X=0095.060-0111.700 | Y=0237.390-0246.710 | 166
P=0162 | X=0441.050-0466.100 | Y=0237.390-0246.710 | 1.030
P=0162 | X=0505.390-0522.030 | Y=0237.390-0246.710 | 680
P=0162 | X=0117.410-0289.190 | Y=0241.030-0252.270 | trạng là đường nhựa, bê tông xi măng:
P=0162 | X=0117.410-0340.320 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0162 | X=0117.410-0394.600 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0162 | X=0117.410-0402.670 | Y=0293.860-0305.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
