TABLE=012 | AREA=Xã Bình An | SECTION=agricultural | SEGMENTS=1
P=0417 | X=0115.970-0411.110 | Y=0526.940-0538.180 | Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0417 | X=0115.970-0378.770 | Y=0538.250-0549.490 | Quang Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0110.980 | Y=0546.130-0555.450 | 154
P=0417 | X=0454.970-0471.610 | Y=0546.130-0555.450 | 230
P=0417 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 230
P=0417 | X=0115.970-0401.780 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0417 | X=0115.970-0339.610 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0417 | X=0115.970-0192.860 | Y=0591.050-0602.290 | Đường ấp Thanh
P=0417 | X=0332.040-0395.000 | Y=0592.930-0602.250 | Giáp ranh khu
P=0417 | X=0215.110-0303.540 | Y=0596.810-0608.050 | Đường liên xã Long
P=0417 | X=0094.340-0205.540 | Y=0602.570-0613.810 | 155 Bình - Đội 3 xã Bình
P=0417 | X=0332.040-0411.600 | Y=0604.450-0613.770 | công nghiệp Long
P=0417 | X=0454.970-0471.610 | Y=0604.450-0613.770 | 670
P=0417 | X=0505.390-0522.030 | Y=0604.450-0613.770 | 530
P=0417 | X=0215.110-0294.900 | Y=0608.330-0619.570 | Thành — Bình An
P=0417 | X=0332.040-0359.470 | Y=0614.090-0625.330 | Đức 2
P=0417 | X=0115.970-0128.290 | Y=0615.970-0625.290 | An
P=0417 | X=0115.970-0409.430 | Y=0631.870-0643.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Thanh
P=0417 | X=0115.970-0411.810 | Y=0643.390-0654.630 | Bình - Đội 3 xã Bình An đoạn từ Đường liên xã Long Thành – Bình
P=0417 | X=0115.970-0396.940 | Y=0654.910-0666.150 | An đến Giáp ranh khu công nghiệp Long Đức 2 có hiện trạng là
P=0417 | X=0094.340-0251.740 | Y=0666.430-0677.870 | 156 đường nhựa, bê tông xi măng:
P=0417 | X=0454.970-0471.610 | Y=0668.550-0677.870 | 450
P=0417 | X=0505.390-0522.030 | Y=0668.550-0677.870 | 380
P=0417 | X=0115.970-0347.050 | Y=0683.950-0695.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0417 | X=0115.970-0393.160 | Y=0701.490-0712.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0418 | X=0115.970-0409.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Thanh
P=0418 | X=0115.970-0411.810 | Y=0090.020-0101.260 | Bình - Đội 3 xã Bình An đoạn từ Đường liên xã Long Thành – Bình
P=0418 | X=0115.970-0396.940 | Y=0101.540-0112.780 | An đến Giáp ranh khu công nghiệp Long Đức 2 có hiện trạng là
P=0418 | X=0115.970-0251.740 | Y=0113.060-0124.300 | đường nhựa, bê tông xi măng:
P=0418 | X=0094.340-0347.530 | Y=0129.610-0141.850 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0418 | X=0454.970-0471.610 | Y=0129.610-0138.930 | 350
P=0418 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 310
P=0418 | X=0115.970-0402.860 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0418 | X=0115.970-0177.090 | Y=0159.410-0170.650 | đến ≤1.000m.
P=0418 | X=0115.970-0339.140 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0418 | X=0115.970-0409.430 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Thanh
P=0418 | X=0115.970-0411.810 | Y=0206.230-0217.470 | Bình - Đội 3 xã Bình An đoạn từ Đường liên xã Long Thành – Bình
P=0418 | X=0115.970-0396.940 | Y=0217.750-0228.990 | An đến Giáp ranh khu công nghiệp Long Đức 2 có hiện trạng là
P=0418 | X=0094.340-0251.740 | Y=0229.270-0240.710 | 158 đường nhựa, bê tông xi măng:
P=0418 | X=0454.970-0471.610 | Y=0231.390-0240.710 | 230
P=0418 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 230
P=0418 | X=0115.970-0401.780 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0418 | X=0115.970-0339.610 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0418 | X=0115.970-0401.230 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0115.970-0403.420 | Y=0293.620-0304.860 | Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0418 | X=0115.970-0413.490 | Y=0305.140-0316.380 | Long Thành – Bình An đến Giáp ranh khu công nghiệp Long Đức 2
P=0418 | X=0094.340-0322.820 | Y=0316.660-0328.100 | 159 có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0454.970-0471.610 | Y=0318.780-0328.100 | 450
P=0418 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 380
P=0418 | X=0115.970-0347.050 | Y=0333.940-0345.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0418 | X=0115.970-0393.160 | Y=0351.460-0362.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0418 | X=0115.970-0401.230 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0115.970-0403.420 | Y=0380.760-0392.000 | Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0418 | X=0115.970-0413.500 | Y=0392.280-0403.520 | Long Thành – Bình An đến Giáp ranh khu công nghiệp Long Đức 2
P=0418 | X=0115.970-0322.820 | Y=0403.800-0415.040 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0094.340-0347.520 | Y=0420.560-0432.560 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0418 | X=0454.970-0471.610 | Y=0420.560-0429.880 | 350
P=0418 | X=0505.390-0522.030 | Y=0420.560-0429.880 | 310
P=0418 | X=0115.970-0402.860 | Y=0438.840-0450.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0418 | X=0115.970-0177.090 | Y=0450.380-0461.620 | đến ≤1.000m.
P=0418 | X=0115.970-0339.140 | Y=0467.900-0479.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0418 | X=0115.970-0401.230 | Y=0485.660-0496.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0115.970-0403.420 | Y=0497.180-0508.420 | Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0418 | X=0115.970-0413.490 | Y=0508.460-0519.700 | Long Thành – Bình An đến Giáp ranh khu công nghiệp Long Đức 2
P=0418 | X=0094.340-0322.820 | Y=0519.980-0531.420 | 161 có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0454.970-0471.610 | Y=0522.100-0531.420 | 230
P=0418 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 230
P=0418 | X=0115.970-0404.450 | Y=0537.530-0548.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0418 | X=0115.970-0339.610 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0418 | X=0332.040-0381.070 | Y=0572.810-0584.050 | Điểm trung
P=0418 | X=0094.340-0264.420 | Y=0578.570-0589.810 | 162 Đường ấp An Viễng Tỉnh lộ 769
P=0418 | X=0454.970-0471.610 | Y=0580.450-0589.770 | 670
P=0418 | X=0505.390-0522.030 | Y=0580.450-0589.770 | 530
P=0418 | X=0332.040-0400.060 | Y=0586.210-0595.530 | chuyển rác thải
P=0418 | X=0115.970-0393.350 | Y=0602.090-0613.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp An
P=0418 | X=0115.970-0407.990 | Y=0613.610-0624.850 | Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển rác thải có hiện
P=0418 | X=0115.970-0287.750 | Y=0625.150-0636.390 | trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0094.340-0110.980 | Y=0633.030-0642.350 | 163
P=0418 | X=0454.970-0471.610 | Y=0633.030-0642.350 | 450
P=0418 | X=0505.390-0522.030 | Y=0633.030-0642.350 | 380
P=0418 | X=0115.970-0347.050 | Y=0642.670-0653.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0418 | X=0115.970-0393.160 | Y=0660.190-0671.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0418 | X=0115.970-0393.350 | Y=0677.950-0689.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp An
P=0418 | X=0094.340-0407.990 | Y=0689.470-0700.710 | 164 Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển rác thải có hiện
P=0418 | X=0454.970-0471.610 | Y=0691.350-0700.670 | 350
P=0418 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 310
P=0418 | X=0115.970-0287.750 | Y=0700.770-0712.010 | trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0115.970-0347.520 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0419 | X=0115.970-0402.860 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0419 | X=0115.970-0177.090 | Y=0107.540-0118.780 | đến ≤1.000m.
P=0419 | X=0115.970-0339.140 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0419 | X=0115.970-0393.350 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp An
P=0419 | X=0115.970-0407.990 | Y=0154.370-0165.610 | Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển rác thải có hiện
P=0419 | X=0115.970-0287.750 | Y=0165.650-0176.890 | trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0110.980 | Y=0173.530-0182.850 | 165
P=0419 | X=0454.970-0471.610 | Y=0173.530-0182.850 | 230
P=0419 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 230
P=0419 | X=0115.970-0401.780 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0419 | X=0115.970-0339.620 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0419 | X=0115.970-0401.230 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0419 | X=0115.970-0400.540 | Y=0229.990-0241.230 | Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0419 | X=0115.970-0358.330 | Y=0241.510-0252.750 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0110.980 | Y=0249.390-0258.710 | 166
P=0419 | X=0454.970-0471.610 | Y=0249.390-0258.710 | 450
P=0419 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 380
P=0419 | X=0115.970-0347.050 | Y=0259.030-0270.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0419 | X=0115.970-0393.160 | Y=0276.550-0287.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0419 | X=0115.970-0401.230 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0419 | X=0115.970-0400.540 | Y=0305.860-0317.100 | Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0419 | X=0115.970-0358.330 | Y=0317.380-0328.620 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0347.520 | Y=0334.900-0348.980 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0419 | X=0454.970-0471.610 | Y=0339.660-0348.980 | 350
P=0419 | X=0505.390-0522.030 | Y=0339.660-0348.980 | 310
P=0419 | X=0115.970-0402.860 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0419 | X=0115.970-0177.090 | Y=0363.700-0374.940 | đến ≤1.000m.
P=0419 | X=0115.970-0339.140 | Y=0381.240-0392.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0419 | X=0115.970-0401.230 | Y=0399.000-0410.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0419 | X=0115.970-0400.540 | Y=0410.520-0421.760 | Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0419 | X=0115.970-0358.330 | Y=0422.040-0433.280 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0110.980 | Y=0429.920-0439.240 | 168
P=0419 | X=0454.970-0471.610 | Y=0429.920-0439.240 | 230
P=0419 | X=0505.390-0522.030 | Y=0429.920-0439.240 | 230
P=0419 | X=0115.970-0401.780 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0419 | X=0115.970-0339.610 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0419 | X=0332.040-0410.700 | Y=0474.860-0486.100 | Hết ranh thửa đất
P=0419 | X=0094.340-0193.340 | Y=0486.380-0497.620 | 169 Đường Bàu Lùng
P=0419 | X=0332.040-0407.750 | Y=0486.380-0497.620 | số 4 từ BĐĐC số
P=0419 | X=0214.630-0264.420 | Y=0488.260-0497.580 | Tỉnh lộ 769
P=0419 | X=0454.970-0471.610 | Y=0488.260-0497.580 | 670
P=0419 | X=0505.390-0522.030 | Y=0488.260-0497.580 | 530
P=0419 | X=0332.040-0343.160 | Y=0499.780-0509.100 | 53
P=0419 | X=0115.970-0409.890 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu Lùng
P=0419 | X=0115.970-0408.940 | Y=0527.180-0538.420 | đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4 tờ BĐĐC số 53 có
P=0419 | X=0115.970-0309.580 | Y=0538.490-0549.730 | hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0110.980 | Y=0546.370-0555.690 | 170
P=0419 | X=0454.970-0471.610 | Y=0546.370-0555.690 | 450
P=0419 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 380
P=0419 | X=0115.970-0347.050 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0419 | X=0115.970-0393.160 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0419 | X=0115.970-0409.890 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu Lùng
P=0419 | X=0115.970-0408.940 | Y=0602.810-0614.050 | đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4 tờ BĐĐC số 53 có
P=0419 | X=0115.970-0309.580 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0094.340-0347.520 | Y=0631.870-0646.190 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0419 | X=0454.970-0471.610 | Y=0636.870-0646.190 | 350
P=0419 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 310
P=0419 | X=0115.970-0402.860 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0419 | X=0115.970-0177.090 | Y=0660.910-0672.150 | đến ≤1.000m.
P=0419 | X=0115.970-0339.140 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0419 | X=0115.970-0409.890 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu Lùng
P=0419 | X=0094.340-0110.980 | Y=0703.860-0713.180 | 172
P=0419 | X=0454.970-0471.610 | Y=0703.860-0713.180 | 230
P=0419 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 230
P=0419 | X=0115.970-0408.940 | Y=0707.730-0718.970 | đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4 tờ BĐĐC số 53 có
P=0420 | X=0115.970-0309.580 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=0420 | X=0115.970-0401.780 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0420 | X=0115.970-0339.610 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0420 | X=0115.970-0401.270 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0420 | X=0115.970-0403.420 | Y=0136.850-0148.090 | Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến nết ranh thửa đất số 4
P=0420 | X=0115.970-0392.900 | Y=0148.370-0159.610 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bc tông xi măng:
P=0420 | X=0094.340-0110.980 | Y=0156.250-0165.570 | 173
P=0420 | X=0454.970-0471.610 | Y=0156.250-0165.570 | 450
P=0420 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 380
P=0420 | X=0115.970-0347.050 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0420 | X=0115.970-0393.160 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0420 | X=0115.970-0401.230 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0420 | X=0115.970-0405.100 | Y=0212.470-0223.710 | Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4
P=0420 | X=0115.970-0393.390 | Y=0223.990-0235.230 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bê tông xi măng:
P=0420 | X=0094.340-0347.520 | Y=0241.510-0255.830 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0420 | X=0454.970-0471.610 | Y=0246.510-0255.830 | 350
P=0420 | X=0505.390-0522.030 | Y=0246.510-0255.830 | 310
P=0420 | X=0115.970-0402.860 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0420 | X=0115.970-0177.090 | Y=0270.550-0281.790 | đến ≤1.000m.
P=0420 | X=0115.970-0339.140 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0420 | X=0115.970-0401.230 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0420 | X=0115.970-0405.100 | Y=0317.380-0328.620 | Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4
P=0420 | X=0115.970-0393.390 | Y=0328.900-0340.140 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bê tông xi măng:
P=0420 | X=0094.340-0110.980 | Y=0336.780-0346.100 | 175
P=0420 | X=0454.970-0471.610 | Y=0336.780-0346.100 | 230
P=0420 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 230
P=0420 | X=0115.970-0401.780 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0420 | X=0115.970-0339.610 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông >200m.
