TABLE=041 | AREA=Xã Gia Kiệm | SECTION=agricultural | SEGMENTS=1
P=1470 | X=0251.140-0412.540 | Y=0340.660-0351.900 | Ngã ba Đồng Húc Hết mét thứ 500
P=1470 | X=0096.050-0112.690 | Y=0342.540-0351.860 | 155
P=1470 | X=0462.650-0479.290 | Y=0342.540-0351.860 | 700
P=1470 | X=0505.390-0522.030 | Y=0342.540-0351.860 | 600
P=1470 | X=0119.570-0159.260 | Y=0346.420-0357.660 | đập Bỉnh
P=1470 | X=0119.570-0427.900 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1470 | X=0119.570-0417.820 | Y=0375.480-0386.720 | Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết mét thứ 500 có
P=1470 | X=0119.570-0313.210 | Y=0387.000-0398.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0112.690 | Y=0394.880-0404.200 | 156
P=1470 | X=0462.650-0479.290 | Y=0394.880-0404.200 | 460
P=1470 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 400
P=1470 | X=0119.570-0350.650 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1470 | X=0119.570-0396.760 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1470 | X=0119.570-0427.900 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1470 | X=0119.570-0417.820 | Y=0451.340-0462.580 | Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết mét thứ 500 có
P=1470 | X=0119.570-0313.210 | Y=0462.860-0474.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0351.120 | Y=0480.380-0494.460 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1470 | X=0462.650-0479.290 | Y=0485.140-0494.460 | 360
P=1470 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 310
P=1470 | X=0119.570-0426.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1470 | X=0119.570-0161.250 | Y=0509.420-0520.660 | ≤1.000m.
P=1470 | X=0119.570-0342.740 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1470 | X=0119.570-0427.900 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1470 | X=0119.570-0417.820 | Y=0556.010-0567.250 | Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến Hết mét thứ 500 có
P=1470 | X=0119.570-0313.210 | Y=0567.530-0578.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0112.690 | Y=0575.410-0584.730 | 158
P=1470 | X=0462.650-0479.290 | Y=0575.410-0584.730 | 230
P=1470 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 210
P=1470 | X=0119.570-0405.380 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1470 | X=0119.570-0343.210 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1470 | X=0119.570-0404.830 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1470 | X=0119.570-0423.580 | Y=0631.870-0643.110 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến
P=1470 | X=0119.570-0401.550 | Y=0643.390-0654.630 | Hết mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0112.690 | Y=0651.270-0660.590 | 159
P=1470 | X=0462.650-0479.290 | Y=0651.270-0660.590 | 460
P=1470 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 400
P=1470 | X=0119.570-0350.650 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1470 | X=0119.570-0396.760 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1470 | X=0119.570-0404.830 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1470 | X=0096.050-0112.690 | Y=0703.860-0713.180 | 160
P=1470 | X=0462.650-0479.290 | Y=0703.860-0713.180 | 360
P=1470 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 310
P=1470 | X=0119.570-0423.580 | Y=0707.730-0718.970 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến
P=1471 | X=0119.570-0401.550 | Y=0072.500-0083.740 | Hết mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1471 | X=0119.570-0351.120 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1471 | X=0119.570-0426.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1471 | X=0119.570-0161.250 | Y=0119.090-0130.330 | ≤1.000m.
P=1471 | X=0119.570-0342.740 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1471 | X=0119.570-0404.830 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1471 | X=0119.570-0423.580 | Y=0165.650-0176.890 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Ngã ba Đồng Húc đến
P=1471 | X=0119.570-0401.550 | Y=0177.170-0188.410 | Hết mét thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1471 | X=0096.050-0112.690 | Y=0185.050-0194.370 | 161
P=1471 | X=0462.650-0479.290 | Y=0185.050-0194.370 | 230
P=1471 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 210
P=1471 | X=0119.570-0405.380 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1471 | X=0119.570-0343.210 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1471 | X=0119.570-0242.300 | Y=0229.990-0241.230 | Đường ngã ba Đồng Húc đi
P=1471 | X=0339.960-0422.390 | Y=0229.990-0241.230 | Ngã tư đường vào
P=1471 | X=0096.050-0112.690 | Y=0237.630-0246.950 | 162
P=1471 | X=0251.140-0323.720 | Y=0237.630-0246.950 | Hết mét thứ 500
P=1471 | X=0462.650-0479.290 | Y=0237.630-0246.950 | 700
P=1471 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 600
P=1471 | X=0119.570-0159.260 | Y=0241.510-0252.750 | đập Bỉnh
P=1471 | X=0339.960-0403.390 | Y=0243.390-0252.710 | suối Gia Rung
P=1471 | X=0119.570-0427.900 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1471 | X=0119.570-0428.170 | Y=0270.790-0282.030 | Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư đường vào suối
P=1471 | X=0119.570-0371.290 | Y=0282.340-0293.580 | Gia Rung có hiện trạng là đường nhựa, bê tông xi măng:
P=1471 | X=0096.050-0112.690 | Y=0290.220-0299.540 | 163
P=1471 | X=0462.650-0479.290 | Y=0290.220-0299.540 | 460
P=1471 | X=0505.390-0522.030 | Y=0290.220-0299.540 | 400
P=1471 | X=0119.570-0350.650 | Y=0299.860-0311.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1471 | X=0119.570-0396.760 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1471 | X=0119.570-0427.910 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1471 | X=0119.570-0428.170 | Y=0346.660-0357.900 | Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư đường vào suối
P=1471 | X=0119.570-0371.290 | Y=0357.940-0369.180 | Gia Rung có hiện trạng là đường nhựa, bê tông xi măng:
P=1471 | X=0096.050-0351.120 | Y=0375.480-0389.800 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1471 | X=0462.650-0479.290 | Y=0380.480-0389.800 | 360
P=1471 | X=0505.390-0522.030 | Y=0380.480-0389.800 | 310
P=1471 | X=0119.570-0426.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1471 | X=0119.570-0161.250 | Y=0404.520-0415.760 | ≤1.000m.
P=1471 | X=0119.570-0342.740 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1471 | X=0119.570-0427.900 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã ba Đồng
P=1471 | X=0119.570-0428.170 | Y=0451.340-0462.580 | Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư đường vào suối
P=1471 | X=0119.570-0371.290 | Y=0462.860-0474.100 | Gia Rung có hiện trạng là đường nhựa, bê tông xi măng:
P=1471 | X=0096.050-0112.690 | Y=0470.740-0480.060 | 165
P=1471 | X=0462.650-0479.290 | Y=0470.740-0480.060 | 230
P=1471 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 210
P=1471 | X=0119.570-0405.380 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1471 | X=0119.570-0343.210 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1471 | X=0119.570-0404.830 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1471 | X=0119.570-0416.380 | Y=0527.180-0538.420 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến
P=1471 | X=0119.570-0414.700 | Y=0538.490-0549.730 | Ngã tư đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1471 | X=0096.050-0179.730 | Y=0550.010-0561.450 | 166 tông xi măng:
P=1471 | X=0462.650-0479.290 | Y=0552.130-0561.450 | 460
P=1471 | X=0505.390-0522.030 | Y=0552.130-0561.450 | 400
P=1471 | X=0119.570-0350.650 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1471 | X=0119.570-0396.760 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1471 | X=0119.570-0404.830 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1471 | X=0119.570-0416.380 | Y=0614.330-0625.570 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến
P=1471 | X=0119.570-0414.700 | Y=0625.870-0637.110 | Ngã tư đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1471 | X=0119.570-0179.730 | Y=0637.390-0648.630 | tông xi măng:
P=1471 | X=0096.050-0351.120 | Y=0653.910-0666.150 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1471 | X=0462.650-0479.290 | Y=0653.910-0663.230 | 360
P=1471 | X=0505.390-0522.030 | Y=0653.910-0663.230 | 310
P=1471 | X=0119.570-0426.020 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1471 | X=0119.570-0161.250 | Y=0683.950-0695.190 | ≤1.000m.
P=1471 | X=0119.570-0342.740 | Y=0701.490-0712.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1472 | X=0119.570-0404.830 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1472 | X=0119.570-0416.380 | Y=0090.020-0101.260 | Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến
P=1472 | X=0119.570-0414.700 | Y=0101.540-0112.780 | Ngã tư đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1472 | X=0096.050-0179.730 | Y=0113.060-0124.500 | 168 tông xi măng:
P=1472 | X=0462.650-0479.290 | Y=0115.180-0124.500 | 230
P=1472 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 210
P=1472 | X=0119.570-0405.380 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1472 | X=0119.570-0343.210 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1472 | X=0119.570-0229.110 | Y=0165.650-0176.890 | Đường chợ Lê Lợi - Bàu
P=1472 | X=0096.050-0112.690 | Y=0173.290-0182.610 | 169
P=1472 | X=0251.140-0299.700 | Y=0173.290-0182.610 | Quốc lộ 20
P=1472 | X=0339.960-0435.530 | Y=0173.290-0182.610 | Hết ranh xã Gia Kiệm
P=1472 | X=0462.650-0479.290 | Y=0173.290-0182.610 | 720
P=1472 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 324
P=1472 | X=0119.570-0140.690 | Y=0179.050-0188.370 | Hàm
P=1472 | X=0119.570-0425.210 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Lê Lợi -
P=1472 | X=0119.570-0428.390 | Y=0206.470-0217.710 | Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia Kiệm có hiện trạng
P=1472 | X=0119.570-0265.900 | Y=0217.990-0229.230 | là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0112.690 | Y=0225.870-0235.190 | 170
P=1472 | X=0462.650-0479.290 | Y=0225.870-0235.190 | 480
P=1472 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 430
P=1472 | X=0119.570-0350.650 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1472 | X=0119.570-0396.760 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1472 | X=0119.570-0425.210 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Lê Lợi -
P=1472 | X=0119.570-0428.390 | Y=0282.340-0293.580 | Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia Kiệm có hiện trạng
P=1472 | X=0119.570-0265.900 | Y=0293.860-0305.100 | là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0351.120 | Y=0311.380-0325.460 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1472 | X=0462.650-0479.290 | Y=0316.140-0325.460 | 370
P=1472 | X=0505.390-0522.030 | Y=0316.140-0325.460 | 330
P=1472 | X=0119.570-0426.020 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1472 | X=0119.570-0161.250 | Y=0340.420-0351.660 | ≤1.000m.
P=1472 | X=0119.570-0342.740 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1472 | X=0119.570-0425.210 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Lê Lợi -
P=1472 | X=0119.570-0428.390 | Y=0387.000-0398.240 | Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia Kiệm có hiện trạng
P=1472 | X=0119.570-0265.900 | Y=0398.520-0409.760 | là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0112.690 | Y=0406.400-0415.720 | 172
P=1472 | X=0462.650-0479.290 | Y=0406.400-0415.720 | 250
P=1472 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 230
P=1472 | X=0119.570-0405.390 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1472 | X=0119.570-0343.210 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1472 | X=0119.570-0404.830 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1472 | X=0119.570-0433.640 | Y=0462.860-0474.100 | Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1472 | X=0119.570-0352.090 | Y=0474.380-0485.620 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0112.690 | Y=0482.260-0491.580 | 173
P=1472 | X=0462.650-0479.290 | Y=0482.260-0491.580 | 480
P=1472 | X=0505.390-0522.030 | Y=0482.260-0491.580 | 430
P=1472 | X=0119.570-0350.650 | Y=0491.900-0503.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1472 | X=0119.570-0396.760 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1472 | X=0119.570-0404.830 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1472 | X=0119.570-0433.640 | Y=0538.490-0549.730 | Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1472 | X=0119.570-0352.090 | Y=0550.010-0561.250 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0351.120 | Y=0567.530-0581.850 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1472 | X=0462.650-0479.290 | Y=0572.530-0581.850 | 370
P=1472 | X=0505.390-0522.030 | Y=0572.530-0581.850 | 330
P=1472 | X=0119.570-0426.020 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1472 | X=0119.570-0161.250 | Y=0596.570-0607.810 | ≤1.000m.
P=1472 | X=0119.570-0342.740 | Y=0614.090-0625.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1472 | X=0119.570-0404.830 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1472 | X=0119.570-0433.640 | Y=0643.390-0654.630 | Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1472 | X=0119.570-0352.090 | Y=0654.910-0666.150 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1472 | X=0096.050-0112.690 | Y=0662.790-0672.110 | 175
P=1472 | X=0462.650-0479.290 | Y=0662.790-0672.110 | 250
P=1472 | X=0505.390-0522.030 | Y=0662.790-0672.110 | 230
P=1472 | X=0119.570-0405.380 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1472 | X=0119.570-0343.240 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1472 | X=0096.050-0191.890 | Y=0707.730-0718.970 | 176 Đường Tân Yên
P=1472 | X=0251.140-0299.700 | Y=0709.620-0718.940 | Quốc lộ 20
P=1472 | X=0339.960-0412.540 | Y=0709.620-0718.940 | Hết mét thứ 500
P=1472 | X=0462.650-0479.290 | Y=0709.620-0718.940 | 720
P=1472 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 324
P=1473 | X=0119.570-0433.690 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1473 | X=0119.570-0421.660 | Y=0090.020-0101.260 | từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1473 | X=0119.570-0179.730 | Y=0101.540-0112.780 | tông xi măng:
P=1473 | X=0096.050-0112.690 | Y=0109.420-0118.740 | 177
P=1473 | X=0462.650-0479.290 | Y=0109.420-0118.740 | 480
P=1473 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 430
P=1473 | X=0119.570-0350.680 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1473 | X=0119.570-0396.760 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1473 | X=0119.570-0433.690 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1473 | X=0119.570-0421.660 | Y=0165.650-0176.890 | từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1473 | X=0119.570-0179.730 | Y=0177.170-0188.410 | tông xi măng:
P=1473 | X=0096.050-0351.120 | Y=0194.690-0209.030 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1473 | X=0462.650-0479.290 | Y=0199.710-0209.030 | 370
P=1473 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 330
P=1473 | X=0119.570-0413.750 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >500m đến
P=1473 | X=0119.570-0161.250 | Y=0223.750-0234.990 | ≤1.000m.
P=1473 | X=0119.570-0342.740 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1473 | X=0119.570-0433.690 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1473 | X=0119.570-0421.660 | Y=0270.550-0281.790 | từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường nhựa, bê
P=1473 | X=0119.570-0179.730 | Y=0282.100-0293.340 | tông xi măng:
P=1473 | X=0096.050-0112.690 | Y=0289.980-0299.300 | 179
P=1473 | X=0462.650-0479.290 | Y=0289.980-0299.300 | 250
P=1473 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=1473 | X=0119.570-0405.380 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1473 | X=0119.570-0342.740 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1473 | X=0119.570-0404.830 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1473 | X=0119.570-0435.610 | Y=0346.420-0357.660 | Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng
P=1473 | X=0119.570-0265.900 | Y=0357.700-0368.940 | là đường nhựa, bê tông xi măng:
P=1473 | X=0096.050-0112.690 | Y=0365.580-0374.900 | 180
P=1473 | X=0462.650-0479.290 | Y=0365.580-0374.900 | 480
P=1473 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 430
P=1473 | X=0119.570-0350.650 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1473 | X=0119.570-0396.760 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1473 | X=0119.570-0404.830 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1473 | X=0119.570-0435.610 | Y=0422.040-0433.280 | Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng
P=1473 | X=0119.570-0265.900 | Y=0433.560-0444.800 | là đường nhựa, bê tông xi măng:
P=1473 | X=0096.050-0351.120 | Y=0451.100-0465.180 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1473 | X=0462.650-0479.290 | Y=0455.860-0465.180 | 370
P=1473 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 330
P=1473 | X=0119.570-0413.750 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >500m đến
P=1473 | X=0119.570-0161.250 | Y=0480.140-0491.380 | ≤1.000m.
P=1473 | X=0119.570-0342.760 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1473 | X=0119.570-0404.830 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1473 | X=0119.570-0435.610 | Y=0526.940-0538.180 | Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng
P=1473 | X=0119.570-0265.900 | Y=0538.250-0549.490 | là đường nhựa, bê tông xi măng:
P=1473 | X=0096.050-0112.690 | Y=0546.130-0555.450 | 182
P=1473 | X=0462.650-0479.290 | Y=0546.130-0555.450 | 250
P=1473 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 230
P=1473 | X=0119.570-0405.380 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1473 | X=0119.570-0343.210 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1473 | X=0096.050-0191.890 | Y=0591.050-0602.290 | 183 Đường Tân Yên
P=1473 | X=0251.140-0323.720 | Y=0592.930-0602.250 | Hết mét thứ 500
P=1473 | X=0339.960-0402.200 | Y=0592.930-0602.250 | Ranh suối reo
P=1473 | X=0462.650-0479.290 | Y=0592.930-0602.250 | 720
P=1473 | X=0505.390-0522.030 | Y=0592.930-0602.250 | 324
P=1473 | X=0119.570-0433.690 | Y=0608.810-0620.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1473 | X=0119.570-0435.580 | Y=0620.350-0631.590 | từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng là đường nhựa, bê
P=1473 | X=0119.570-0179.730 | Y=0631.870-0643.110 | tông xi măng:
P=1473 | X=0096.050-0112.690 | Y=0639.750-0649.070 | 184
P=1473 | X=0462.650-0479.290 | Y=0639.750-0649.070 | 480
P=1473 | X=0505.390-0522.030 | Y=0639.750-0649.070 | 430
P=1473 | X=0119.570-0350.650 | Y=0649.390-0660.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1473 | X=0119.570-0396.760 | Y=0666.910-0678.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1473 | X=0119.570-0433.690 | Y=0684.670-0695.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1473 | X=0096.050-0435.580 | Y=0696.190-0707.430 | 185 từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng là đường nhựa, bê
P=1473 | X=0462.650-0479.290 | Y=0698.070-0707.390 | 370
P=1473 | X=0505.390-0522.030 | Y=0698.070-0707.390 | 330
P=1473 | X=0119.570-0179.730 | Y=0707.730-0718.970 | tông xi măng:
P=1474 | X=0119.570-0351.120 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1474 | X=0119.570-0413.750 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >500m đến
P=1474 | X=0119.570-0161.250 | Y=0107.540-0118.780 | ≤1.000m.
P=1474 | X=0119.570-0342.740 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1474 | X=0119.570-0433.690 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1474 | X=0119.570-0435.580 | Y=0154.370-0165.610 | từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng là đường nhựa, bê
P=1474 | X=0119.570-0179.730 | Y=0165.650-0176.890 | tông xi măng:
P=1474 | X=0096.050-0112.690 | Y=0173.530-0182.850 | 186
P=1474 | X=0462.650-0479.290 | Y=0173.530-0182.850 | 250
P=1474 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 230
P=1474 | X=0119.570-0405.380 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1474 | X=0119.570-0343.210 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1474 | X=0119.570-0404.860 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
