TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0974 | X=0117.170-0339.880 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0974 | X=0117.170-0397.270 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội ấp
P=0974 | X=0117.170-0397.170 | Y=0334.420-0345.660 | Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc lộ 1
P=0974 | X=0117.170-0394.640 | Y=0345.700-0356.940 | đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa, bê tông xi
P=0974 | X=0098.210-0145.170 | Y=0357.220-0368.660 | 95 măng:
P=0974 | X=0452.330-0468.500 | Y=0359.340-0368.660 | 180
P=0974 | X=0506.350-0522.520 | Y=0359.340-0368.660 | 110
P=0974 | X=0117.170-0402.530 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0974 | X=0117.170-0340.360 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0974 | X=0117.170-0402.330 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0974 | X=0117.170-0404.930 | Y=0421.560-0432.800 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0974 | X=0117.170-0408.410 | Y=0433.080-0444.320 | từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa,
P=0974 | X=0098.210-0191.250 | Y=0444.600-0456.040 | 96 bê tông xi măng:
P=0974 | X=0452.330-0468.500 | Y=0446.720-0456.040 | 350
P=0974 | X=0506.350-0522.520 | Y=0446.720-0456.040 | 200
P=0974 | X=0117.170-0347.560 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0974 | X=0117.170-0394.140 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0974 | X=0117.170-0402.220 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0974 | X=0117.170-0405.100 | Y=0508.940-0520.180 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0974 | X=0117.170-0406.370 | Y=0520.220-0531.460 | từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa,
P=0974 | X=0117.170-0190.800 | Y=0531.740-0542.980 | bê tông xi măng:
P=0974 | X=0098.210-0348.040 | Y=0548.530-0560.530 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0974 | X=0452.330-0468.500 | Y=0548.530-0557.850 | 260
P=0974 | X=0506.350-0522.520 | Y=0548.530-0557.850 | 150
P=0974 | X=0117.170-0404.530 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0974 | X=0117.170-0177.810 | Y=0578.330-0589.570 | đến ≤1.000m.
P=0974 | X=0117.170-0339.880 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0974 | X=0117.170-0402.330 | Y=0613.610-0624.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0974 | X=0117.170-0404.930 | Y=0625.150-0636.390 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0974 | X=0117.170-0408.410 | Y=0636.670-0647.910 | từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa,
P=0974 | X=0098.210-0191.250 | Y=0648.190-0659.630 | 98 bê tông xi măng:
P=0974 | X=0452.330-0468.500 | Y=0650.310-0659.630 | 180
P=0974 | X=0506.350-0522.520 | Y=0650.310-0659.630 | 110
P=0974 | X=0117.170-0402.530 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0974 | X=0117.170-0340.360 | Y=0683.230-0694.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0974 | X=0098.210-0314.280 | Y=0700.770-0712.010 | 99 Đường Nội ấp Bình Tân, Quốc lộ 1 + 500m
P=0974 | X=0327.960-0408.130 | Y=0702.660-0711.980 | Ngã ba Trung tâm
P=0974 | X=0452.330-0468.500 | Y=0702.660-0711.980 | 530
P=0974 | X=0506.350-0522.520 | Y=0702.660-0711.980 | 330
P=0975 | X=0117.170-0234.640 | Y=0072.500-0083.740 | đường vào Trung tâm Văn
P=0975 | X=0327.960-0399.590 | Y=0072.500-0083.740 | cai nghiện Xuân
P=0975 | X=0117.170-0147.250 | Y=0085.900-0095.220 | hóa xã
P=0975 | X=0327.960-0411.740 | Y=0085.900-0095.220 | Phú (xã Xuân Phú)
P=0975 | X=0117.170-0397.270 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội ấp
P=0975 | X=0117.170-0405.460 | Y=0113.300-0124.540 | Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc lộ 1 +
P=0975 | X=0117.170-0408.570 | Y=0124.850-0136.090 | 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã Xuân Phú)
P=0975 | X=0095.570-0323.940 | Y=0136.370-0147.810 | 100 có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0452.330-0468.500 | Y=0138.490-0147.810 | 350
P=0975 | X=0506.350-0522.520 | Y=0138.490-0147.810 | 200
P=0975 | X=0117.170-0347.560 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0975 | X=0117.170-0394.140 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0975 | X=0117.170-0397.410 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội ấp
P=0975 | X=0117.170-0405.870 | Y=0200.470-0211.710 | Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc lộ 1 +
P=0975 | X=0117.170-0405.980 | Y=0211.990-0223.230 | 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã Xuân Phú)
P=0975 | X=0117.170-0323.080 | Y=0223.510-0234.750 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0095.570-0348.040 | Y=0240.270-0252.270 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0975 | X=0452.330-0468.500 | Y=0240.270-0249.590 | 260
P=0975 | X=0506.350-0522.520 | Y=0240.270-0249.590 | 150
P=0975 | X=0117.170-0404.530 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0975 | X=0117.170-0177.830 | Y=0270.070-0281.310 | đến ≤1.000m.
P=0975 | X=0117.170-0339.880 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0975 | X=0117.170-0397.270 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội ấp
P=0975 | X=0117.170-0405.460 | Y=0316.900-0328.140 | Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc lộ 1 +
P=0975 | X=0117.170-0408.570 | Y=0328.420-0339.660 | 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã Xuân Phú)
P=0975 | X=0095.570-0323.970 | Y=0339.700-0351.140 | 102 có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0452.330-0468.500 | Y=0341.820-0351.140 | 180
P=0975 | X=0506.350-0522.520 | Y=0341.820-0351.140 | 110
P=0975 | X=0117.170-0402.530 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0975 | X=0117.170-0340.360 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0975 | X=0117.170-0402.330 | Y=0392.520-0403.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0975 | X=0117.170-0405.060 | Y=0404.040-0415.280 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0975 | X=0117.170-0408.400 | Y=0415.560-0426.800 | từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú
P=0975 | X=0095.570-0390.640 | Y=0427.080-0438.520 | 103 (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0452.330-0468.500 | Y=0429.200-0438.520 | 350
P=0975 | X=0506.350-0522.520 | Y=0429.200-0438.520 | 200
P=0975 | X=0117.170-0347.560 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0975 | X=0117.170-0394.140 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0975 | X=0117.170-0402.460 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0975 | X=0117.170-0405.100 | Y=0491.420-0502.660 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0975 | X=0117.170-0405.580 | Y=0502.940-0514.180 | từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú
P=0975 | X=0117.170-0390.310 | Y=0514.220-0525.460 | (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0095.570-0348.040 | Y=0530.980-0542.980 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0975 | X=0452.330-0468.500 | Y=0530.980-0540.300 | 260
P=0975 | X=0506.350-0522.520 | Y=0530.980-0540.300 | 150
P=0975 | X=0117.170-0404.530 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0975 | X=0117.170-0177.810 | Y=0560.810-0572.050 | đến ≤1.000m.
P=0975 | X=0117.170-0339.880 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0975 | X=0117.170-0402.330 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0975 | X=0117.170-0405.000 | Y=0607.610-0618.850 | Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn
P=0975 | X=0117.170-0408.400 | Y=0619.150-0630.390 | từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú
P=0975 | X=0095.570-0390.640 | Y=0630.670-0642.110 | 105 (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0975 | X=0452.330-0468.500 | Y=0632.790-0642.110 | 180
P=0975 | X=0506.350-0522.520 | Y=0632.790-0642.110 | 110
P=0975 | X=0117.170-0402.530 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0975 | X=0117.170-0340.360 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0975 | X=0327.960-0406.390 | Y=0683.470-0694.710 | Hết ranh thửa đất
P=0975 | X=0120.050-0231.040 | Y=0689.230-0700.470 | Đường nội ấp Bình Xuân
P=0975 | X=0235.300-0278.580 | Y=0694.750-0705.990 | Quốc lộ 1
P=0975 | X=0327.960-0404.100 | Y=0694.750-0705.990 | số 158, tờ BĐĐC
P=0975 | X=0095.570-0111.740 | Y=0696.630-0705.950 | 106
P=0975 | X=0452.330-0468.500 | Y=0696.630-0705.950 | 530
P=0975 | X=0506.350-0522.520 | Y=0696.630-0705.950 | 330
P=0975 | X=0117.170-0122.770 | Y=0702.420-0711.740 | 2
P=0975 | X=0327.960-0406.790 | Y=0706.290-0717.530 | số 59 về bên phải
P=0976 | X=0327.960-0403.660 | Y=0072.500-0083.740 | và hết ranh thửa
P=0976 | X=0327.960-0389.760 | Y=0084.020-0095.260 | đất số 155, tờ
P=0976 | X=0327.960-0397.150 | Y=0095.540-0106.780 | BĐĐC số 59 về
P=0976 | X=0327.960-0403.630 | Y=0108.940-0118.260 | bên trái, xã Xuân
P=0976 | X=0327.960-0345.330 | Y=0120.490-0129.810 | Phú
P=0976 | X=0117.170-0395.600 | Y=0136.370-0147.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội ấp
P=0976 | X=0117.170-0403.320 | Y=0147.650-0158.890 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 158, tờ
P=0976 | X=0117.170-0414.370 | Y=0159.170-0170.410 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 155, tờ BĐĐC số
P=0976 | X=0117.170-0409.740 | Y=0170.690-0181.930 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0976 | X=0095.570-0111.740 | Y=0178.570-0187.890 | 107
P=0976 | X=0452.330-0468.500 | Y=0178.570-0187.890 | 350
P=0976 | X=0506.350-0522.520 | Y=0178.570-0187.890 | 200
P=0976 | X=0117.170-0155.000 | Y=0182.210-0193.450 | xi măng:
P=0976 | X=0117.170-0347.560 | Y=0199.750-0210.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0976 | X=0117.170-0394.140 | Y=0217.270-0228.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0976 | X=0117.170-0395.710 | Y=0235.030-0246.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội ấp
P=0976 | X=0117.170-0403.950 | Y=0246.550-0257.790 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 158, tờ
P=0976 | X=0117.170-0411.820 | Y=0258.070-0269.310 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 155, tờ BĐĐC số
P=0976 | X=0117.170-0410.140 | Y=0269.590-0280.830 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0976 | X=0117.170-0154.780 | Y=0281.110-0292.350 | xi măng:
P=0976 | X=0095.570-0111.740 | Y=0291.900-0301.220 | 108
P=0976 | X=0452.330-0468.500 | Y=0291.900-0301.220 | 260
P=0976 | X=0506.350-0522.520 | Y=0291.900-0301.220 | 150
P=0976 | X=0117.170-0348.040 | Y=0298.660-0309.900 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0976 | X=0117.170-0404.530 | Y=0315.940-0327.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0976 | X=0117.170-0177.810 | Y=0327.460-0338.700 | đến ≤1.000m.
P=0976 | X=0117.170-0339.880 | Y=0344.980-0356.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0976 | X=0117.170-0395.610 | Y=0362.740-0373.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội ấp
P=0976 | X=0117.170-0403.320 | Y=0374.280-0385.520 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 158, tờ
P=0976 | X=0117.170-0414.370 | Y=0385.800-0397.040 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 155, tờ BĐĐC số
P=0976 | X=0117.170-0409.740 | Y=0397.320-0408.560 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0976 | X=0095.570-0111.740 | Y=0405.200-0414.520 | 109
P=0976 | X=0452.330-0468.500 | Y=0405.200-0414.520 | 180
P=0976 | X=0506.350-0522.520 | Y=0405.200-0414.520 | 110
P=0976 | X=0117.170-0155.000 | Y=0408.840-0420.080 | xi măng:
P=0976 | X=0117.170-0402.530 | Y=0426.360-0437.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0976 | X=0117.170-0340.360 | Y=0443.880-0455.120 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0976 | X=0117.170-0402.330 | Y=0461.660-0472.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0976 | X=0117.170-0403.540 | Y=0473.180-0484.420 | Đường nội ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0976 | X=0117.170-0399.750 | Y=0484.460-0495.700 | đất số 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0976 | X=0117.170-0390.780 | Y=0495.980-0507.220 | 155, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0976 | X=0095.570-0111.740 | Y=0503.860-0513.180 | 110
P=0976 | X=0452.330-0468.500 | Y=0503.860-0513.180 | 350
P=0976 | X=0506.350-0522.520 | Y=0503.860-0513.180 | 200
P=0976 | X=0117.170-0252.920 | Y=0507.500-0518.740 | đường nhựa, bê tông xi măng:
P=0976 | X=0117.170-0347.560 | Y=0525.020-0536.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0976 | X=0117.170-0394.140 | Y=0542.570-0553.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0976 | X=0117.170-0402.460 | Y=0560.330-0571.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0976 | X=0117.170-0403.920 | Y=0571.850-0583.090 | Đường nội ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0976 | X=0117.170-0397.390 | Y=0583.370-0594.610 | đất số 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0976 | X=0117.170-0391.380 | Y=0594.890-0606.130 | 155, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0976 | X=0117.170-0252.510 | Y=0606.410-0617.650 | đường nhựa, bê tông xi măng:
P=0976 | X=0095.570-0111.740 | Y=0617.170-0626.490 | 111
P=0976 | X=0452.330-0468.500 | Y=0617.170-0626.490 | 260
P=0976 | X=0506.350-0522.520 | Y=0617.170-0626.490 | 150
P=0976 | X=0117.170-0348.040 | Y=0623.950-0635.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0976 | X=0117.170-0404.530 | Y=0641.470-0652.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0976 | X=0117.170-0177.810 | Y=0652.750-0663.990 | đến ≤1.000m.
P=0976 | X=0117.170-0339.880 | Y=0670.270-0681.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0976 | X=0117.170-0402.430 | Y=0688.030-0699.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0976 | X=0095.570-0111.740 | Y=0695.670-0704.990 | 112
P=0976 | X=0452.330-0468.500 | Y=0695.670-0704.990 | 180
P=0976 | X=0506.350-0522.520 | Y=0695.670-0704.990 | 110
P=0976 | X=0117.170-0403.540 | Y=0699.550-0710.790 | Đường nội ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0977 | X=0117.170-0399.750 | Y=0072.500-0083.740 | đất số 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0977 | X=0117.170-0390.780 | Y=0084.020-0095.260 | 155, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0977 | X=0117.170-0252.920 | Y=0095.540-0106.780 | đường nhựa, bê tông xi măng:
P=0977 | X=0117.170-0402.530 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0977 | X=0117.170-0340.360 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0977 | X=0327.960-0403.190 | Y=0148.370-0159.610 | Ngã ba (hết ranh
P=0977 | X=0327.960-0413.310 | Y=0159.650-0170.890 | thửa đất số 159, tờ
P=0977 | X=0095.570-0209.190 | Y=0165.410-0176.650 | 113 Đường Xuân Phú 19
P=0977 | X=0235.300-0278.580 | Y=0165.410-0176.650 | Quốc lộ 1
P=0977 | X=0452.330-0468.500 | Y=0167.290-0176.610 | 530
P=0977 | X=0506.350-0522.520 | Y=0167.290-0176.610 | 330
P=0977 | X=0327.960-0400.300 | Y=0171.170-0182.410 | BĐĐC số 57, xã
P=0977 | X=0327.960-0373.560 | Y=0184.570-0193.890 | Xuân Phú)
P=0977 | X=0117.170-0411.930 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Phú
P=0977 | X=0117.170-0396.120 | Y=0211.990-0223.230 | 19 đoạn từ Quốc lộ 1 đến Ngã ba (hết ranh thửa đất số 159, tờ
P=0977 | X=0117.170-0410.020 | Y=0223.510-0234.750 | BĐĐC số 57, xã Xuân Phú) có hiện trạng là đường nhựa, bê tông
P=0977 | X=0095.570-0155.000 | Y=0235.030-0246.470 | 114 xi măng:
P=0977 | X=0452.330-0468.500 | Y=0237.150-0246.470 | 350
P=0977 | X=0506.350-0522.520 | Y=0237.150-0246.470 | 200
P=0977 | X=0117.170-0347.560 | Y=0252.550-0263.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0977 | X=0117.170-0394.140 | Y=0270.070-0281.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0977 | X=0117.170-0412.300 | Y=0287.860-0299.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Phú
P=0977 | X=0117.170-0396.990 | Y=0299.380-0310.620 | 19 đoạn từ Quốc lộ 1 đến Ngã ba (hết ranh thửa đất số 159, tờ
P=0977 | X=0117.170-0407.500 | Y=0310.900-0322.140 | BĐĐC số 57, xã Xuân Phú) có hiện trạng là đường nhựa, bê tông
P=0977 | X=0117.170-0154.780 | Y=0322.420-0333.660 | xi măng:
P=0977 | X=0095.570-0348.040 | Y=0338.940-0350.940 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0977 | X=0452.330-0468.500 | Y=0338.940-0348.260 | 260
P=0977 | X=0506.350-0522.520 | Y=0338.940-0348.260 | 150
P=0977 | X=0117.170-0404.530 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0977 | X=0117.170-0177.810 | Y=0368.760-0380.000 | đến ≤1.000m.
P=0977 | X=0117.170-0339.880 | Y=0386.280-0397.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
