TABLE=051 | AREA=Xã Phú Lâm | SECTION=agricultural | SEGMENTS=1
P=1724 | X=0448.010-0459.130 | Y=0475.060-0484.380 | 55
P=1724 | X=0511.150-0522.270 | Y=0475.060-0484.380 | 50
P=1724 | X=0120.530-0361.640 | Y=0490.220-0501.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1724 | X=0120.530-0162.670 | Y=0503.620-0512.940 | >1.000m.
P=1724 | X=0120.530-0344.170 | Y=0519.260-0530.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1724 | X=0297.240-0389.020 | Y=0537.050-0548.290 | Hết ranh thửa đất số
P=1724 | X=0297.240-0392.390 | Y=0548.570-0559.810 | 87 tờ BĐĐC số 92 về
P=1724 | X=0120.530-0203.910 | Y=0560.090-0571.330 | Đường Phú Thắng
P=1724 | X=0297.240-0388.540 | Y=0561.970-0571.290 | bên phải và hết ranh
P=1724 | X=0099.650-0110.770 | Y=0567.730-0577.050 | 85
P=1724 | X=0204.550-0253.140 | Y=0567.730-0577.050 | Quốc lộ 20
P=1724 | X=0442.250-0458.890 | Y=0567.730-0577.050 | 270
P=1724 | X=0505.390-0522.030 | Y=0567.730-0577.050 | 220
P=1724 | X=0297.240-0382.360 | Y=0571.610-0582.850 | thửa đất số 350, tờ
P=1724 | X=0120.530-0126.130 | Y=0573.490-0582.810 | 1
P=1724 | X=0297.240-0385.900 | Y=0583.130-0594.370 | BĐĐC số 92 về bên
P=1724 | X=0297.240-0311.230 | Y=0596.530-0605.850 | trái
P=1724 | X=0120.530-0389.500 | Y=0612.410-0623.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1724 | X=0120.530-0385.950 | Y=0623.950-0635.190 | Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87 tờ
P=1724 | X=0120.530-0371.320 | Y=0635.470-0646.710 | BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ
P=1724 | X=0120.530-0394.530 | Y=0646.750-0657.990 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1724 | X=0099.650-0158.360 | Y=0658.270-0669.710 | 86 xi măng:
P=1724 | X=0442.250-0458.890 | Y=0660.390-0669.710 | 130
P=1724 | X=0505.390-0522.030 | Y=0660.390-0669.710 | 100
P=1724 | X=0120.530-0351.640 | Y=0675.790-0687.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1724 | X=0120.530-0361.640 | Y=0693.310-0704.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1724 | X=0120.530-0154.050 | Y=0704.850-0716.090 | ≤500m.
P=1725 | X=0120.530-0389.500 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1725 | X=0120.530-0385.950 | Y=0090.020-0101.260 | Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87 tờ
P=1725 | X=0120.530-0371.320 | Y=0101.540-0112.780 | BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ
P=1725 | X=0120.530-0394.530 | Y=0113.060-0124.300 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1725 | X=0120.530-0158.360 | Y=0124.610-0135.850 | xi măng:
P=1725 | X=0099.650-0110.770 | Y=0135.370-0144.690 | 87
P=1725 | X=0448.010-0459.130 | Y=0135.370-0144.690 | 90
P=1725 | X=0511.150-0522.270 | Y=0135.370-0144.690 | 80
P=1725 | X=0120.530-0352.080 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1725 | X=0120.530-0373.840 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1725 | X=0120.530-0215.500 | Y=0170.930-0182.170 | >500m đến ≤1.000m.
P=1725 | X=0120.530-0343.700 | Y=0188.450-0199.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1725 | X=0120.530-0389.500 | Y=0206.230-0217.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1725 | X=0120.530-0385.950 | Y=0217.750-0228.990 | Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 87 tờ
P=1725 | X=0120.530-0371.320 | Y=0229.270-0240.510 | BĐĐC số 92 về bên phải và hết ranh thửa đất số 350, tờ
P=1725 | X=0120.530-0394.530 | Y=0240.790-0252.030 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1725 | X=0099.650-0158.360 | Y=0252.310-0263.750 | 88 xi măng:
P=1725 | X=0448.010-0459.130 | Y=0254.430-0263.750 | 55
P=1725 | X=0511.150-0522.270 | Y=0254.430-0263.750 | 50
P=1725 | X=0120.530-0361.640 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0120.530-0162.670 | Y=0283.260-0292.580 | >1.000m.
P=1725 | X=0120.530-0344.170 | Y=0298.900-0310.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1725 | X=0120.530-0394.040 | Y=0316.660-0327.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1725 | X=0120.530-0372.920 | Y=0327.940-0339.180 | ra Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh
P=1725 | X=0120.530-0386.380 | Y=0339.460-0350.700 | thửa đất số 87 tờ BĐĐC số 92 về bên phải và hết ranh thửa
P=1725 | X=0120.530-0394.060 | Y=0350.980-0362.220 | đất số 350, tờ BĐĐC số 92 về bên trái có hiện trạng là đường
P=1725 | X=0099.650-0223.640 | Y=0362.500-0373.940 | 89 nhựa, bê tông xi măng:
P=1725 | X=0442.250-0458.890 | Y=0364.620-0373.940 | 130
P=1725 | X=0505.390-0522.030 | Y=0364.620-0373.940 | 100
P=1725 | X=0120.530-0351.610 | Y=0380.040-0391.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1725 | X=0120.530-0361.640 | Y=0397.560-0408.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0120.530-0154.050 | Y=0409.080-0420.320 | ≤500m.
P=1725 | X=0120.530-0394.040 | Y=0426.840-0438.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1725 | X=0120.530-0372.920 | Y=0438.360-0449.600 | ra Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh
P=1725 | X=0120.530-0386.380 | Y=0449.900-0461.140 | thửa đất số 87 tờ BĐĐC số 92 về bên phải và hết ranh thửa
P=1725 | X=0120.530-0394.060 | Y=0461.420-0472.660 | đất số 350, tờ BĐĐC số 92 về bên trái có hiện trạng là đường
P=1725 | X=0120.530-0223.640 | Y=0472.940-0484.180 | nhựa, bê tông xi măng:
P=1725 | X=0099.650-0110.770 | Y=0483.700-0493.020 | 90
P=1725 | X=0448.010-0459.130 | Y=0483.700-0493.020 | 90
P=1725 | X=0511.150-0522.270 | Y=0483.700-0493.020 | 80
P=1725 | X=0120.530-0352.080 | Y=0490.220-0501.460 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1725 | X=0120.530-0373.840 | Y=0507.740-0518.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1725 | X=0120.530-0215.500 | Y=0519.260-0530.500 | >500m đến ≤1.000m.
P=1725 | X=0120.530-0343.700 | Y=0536.810-0548.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1725 | X=0120.530-0394.040 | Y=0554.570-0565.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1725 | X=0120.530-0372.920 | Y=0566.090-0577.330 | ra Đường Phú Thắng 1 đoạn từ Quốc lộ 20 đến Hết ranh
P=1725 | X=0120.530-0386.380 | Y=0577.610-0588.850 | thửa đất số 87 tờ BĐĐC số 92 về bên phải và hết ranh thửa
P=1725 | X=0120.530-0394.060 | Y=0589.130-0600.370 | đất số 350, tờ BĐĐC số 92 về bên trái có hiện trạng là đường
P=1725 | X=0099.650-0223.640 | Y=0600.650-0612.090 | 91 nhựa, bê tông xi măng:
P=1725 | X=0448.010-0459.130 | Y=0602.770-0612.090 | 55
P=1725 | X=0511.150-0522.270 | Y=0602.770-0612.090 | 50
P=1725 | X=0120.530-0361.640 | Y=0618.190-0629.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0120.530-0162.670 | Y=0631.590-0640.910 | >1.000m.
P=1725 | X=0120.530-0344.170 | Y=0647.230-0658.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1725 | X=0297.240-0389.020 | Y=0664.750-0675.990 | Hết ranh thửa đất số
P=1725 | X=0297.240-0384.460 | Y=0676.270-0687.510 | 107 tờ BĐĐC số 94
P=1725 | X=0099.650-0193.590 | Y=0682.030-0693.270 | 92 Đường Phú Yên
P=1725 | X=0204.550-0253.140 | Y=0683.910-0693.230 | Quốc lộ 20
P=1725 | X=0442.250-0458.890 | Y=0683.910-0693.230 | 270
P=1725 | X=0505.390-0522.030 | Y=0683.910-0693.230 | 220
P=1725 | X=0297.240-0379.020 | Y=0689.670-0698.990 | về bên phải và hết
P=1725 | X=0297.240-0392.950 | Y=0699.310-0710.550 | ranh thửa đất số 326,
P=1726 | X=0297.240-0378.710 | Y=0072.500-0083.740 | tờ BĐĐC số 92 về
P=1726 | X=0297.240-0330.670 | Y=0085.900-0095.220 | bên trái
P=1726 | X=0120.530-0389.500 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1726 | X=0120.530-0372.510 | Y=0113.300-0124.540 | Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1726 | X=0120.530-0371.320 | Y=0124.850-0136.090 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ
P=1726 | X=0120.530-0394.530 | Y=0136.370-0147.610 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1726 | X=0099.650-0158.360 | Y=0147.650-0159.330 | 93 xi măng:
P=1726 | X=0442.250-0458.890 | Y=0150.010-0159.330 | 130
P=1726 | X=0505.390-0522.030 | Y=0150.010-0159.330 | 100
P=1726 | X=0120.530-0351.610 | Y=0165.170-0176.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1726 | X=0120.530-0361.640 | Y=0182.690-0193.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0120.530-0154.050 | Y=0194.210-0205.450 | ≤500m.
P=1726 | X=0120.530-0389.500 | Y=0211.990-0223.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1726 | X=0120.530-0372.510 | Y=0223.510-0234.750 | Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1726 | X=0120.530-0371.320 | Y=0235.030-0246.270 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ
P=1726 | X=0120.530-0394.530 | Y=0246.550-0257.790 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1726 | X=0120.530-0158.360 | Y=0258.070-0269.310 | xi măng:
P=1726 | X=0099.650-0110.770 | Y=0268.830-0278.150 | 94
P=1726 | X=0448.010-0459.130 | Y=0268.830-0278.150 | 90
P=1726 | X=0511.150-0522.270 | Y=0268.830-0278.150 | 80
P=1726 | X=0120.530-0352.120 | Y=0275.590-0286.830 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1726 | X=0120.530-0373.840 | Y=0293.140-0304.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1726 | X=0120.530-0215.500 | Y=0304.660-0315.900 | >500m đến ≤1.000m.
P=1726 | X=0120.530-0343.700 | Y=0321.940-0333.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1726 | X=0120.530-0389.500 | Y=0339.700-0350.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1726 | X=0120.530-0372.510 | Y=0351.220-0362.460 | Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 107 tờ
P=1726 | X=0120.530-0371.320 | Y=0362.740-0373.980 | BĐĐC số 94 về bên phải và hết ranh thửa đất số 326, tờ
P=1726 | X=0120.530-0394.530 | Y=0374.280-0385.520 | BĐĐC số 92 về bên trái có hiện trạng là đường nhựa, bê tông
P=1726 | X=0099.650-0158.360 | Y=0385.800-0397.240 | 95 xi măng:
P=1726 | X=0448.010-0459.130 | Y=0387.920-0397.240 | 55
P=1726 | X=0511.150-0522.270 | Y=0387.920-0397.240 | 50
P=1726 | X=0120.530-0361.640 | Y=0403.320-0414.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0120.530-0162.670 | Y=0416.720-0426.040 | >1.000m.
P=1726 | X=0120.530-0344.170 | Y=0432.360-0443.600 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1726 | X=0120.530-0394.040 | Y=0450.140-0461.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1726 | X=0120.530-0394.150 | Y=0461.660-0472.900 | ra Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất
P=1726 | X=0120.530-0381.820 | Y=0473.180-0484.420 | số 107 tờ BĐĐC số 94 về bên phải và hết ranh thửa đất số
P=1726 | X=0120.530-0392.710 | Y=0484.460-0495.700 | 326, tờ BĐĐC số 92 về bên trái có hiện trạng là đường nhựa,
P=1726 | X=0099.650-0194.610 | Y=0495.980-0507.420 | 96 bê tông xi măng:
P=1726 | X=0442.250-0458.890 | Y=0498.100-0507.420 | 130
P=1726 | X=0505.390-0522.030 | Y=0498.100-0507.420 | 100
P=1726 | X=0120.530-0351.610 | Y=0513.500-0524.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1726 | X=0120.530-0361.640 | Y=0531.020-0542.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0120.530-0154.050 | Y=0542.570-0553.810 | ≤500m.
P=1726 | X=0120.530-0394.040 | Y=0560.330-0571.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1726 | X=0120.530-0394.150 | Y=0571.850-0583.090 | ra Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất
P=1726 | X=0120.530-0381.820 | Y=0583.370-0594.610 | số 107 tờ BĐĐC số 94 về bên phải và hết ranh thửa đất số
P=1726 | X=0120.530-0392.710 | Y=0594.890-0606.130 | 326, tờ BĐĐC số 92 về bên trái có hiện trạng là đường nhựa,
P=1726 | X=0120.530-0194.610 | Y=0606.410-0617.650 | bê tông xi măng:
P=1726 | X=0099.650-0110.770 | Y=0617.170-0626.490 | 97
P=1726 | X=0448.010-0459.130 | Y=0617.170-0626.490 | 90
P=1726 | X=0511.150-0522.270 | Y=0617.170-0626.490 | 80
P=1726 | X=0120.530-0352.080 | Y=0623.950-0635.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1726 | X=0120.530-0373.840 | Y=0641.470-0652.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1726 | X=0120.530-0215.500 | Y=0652.750-0663.990 | >500m đến ≤1.000m.
P=1726 | X=0120.530-0343.720 | Y=0670.270-0681.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1726 | X=0120.530-0394.040 | Y=0688.030-0699.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1726 | X=0099.650-0110.770 | Y=0695.670-0704.990 | 98
P=1726 | X=0448.010-0459.130 | Y=0695.670-0704.990 | 55
P=1726 | X=0511.150-0522.270 | Y=0695.670-0704.990 | 50
P=1726 | X=0120.530-0394.150 | Y=0699.550-0710.790 | ra Đường Phú Yên đoạn từ Quốc lộ 20 đến Hết ranh thửa đất
P=1727 | X=0120.530-0381.820 | Y=0072.500-0083.740 | số 107 tờ BĐĐC số 94 về bên phải và hết ranh thửa đất số
P=1727 | X=0120.530-0392.710 | Y=0084.020-0095.260 | 326, tờ BĐĐC số 92 về bên trái có hiện trạng là đường nhựa,
P=1727 | X=0120.530-0194.630 | Y=0095.540-0106.780 | bê tông xi măng:
P=1727 | X=0120.530-0361.640 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1727 | X=0120.530-0162.670 | Y=0126.490-0135.810 | >1.000m.
P=1727 | X=0120.530-0344.170 | Y=0142.130-0153.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1727 | X=0099.650-0253.140 | Y=0159.650-0170.890 | 99 Đường 30 tháng 4 Quốc lộ 20
P=1727 | X=0297.240-0343.380 | Y=0161.530-0170.850 | Km 0+500
P=1727 | X=0442.250-0458.890 | Y=0161.530-0170.850 | 270
P=1727 | X=0505.390-0522.030 | Y=0161.530-0170.850 | 220
P=1727 | X=0120.530-0382.790 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1727 | X=0120.530-0381.810 | Y=0188.930-0200.170 | tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1727 | X=0120.530-0256.300 | Y=0200.470-0211.710 | đường nhựa, bê tông xi măng:
P=1727 | X=0096.770-0113.410 | Y=0214.110-0223.430 | 100
P=1727 | X=0442.250-0458.890 | Y=0214.110-0223.430 | 130
P=1727 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 100
P=1727 | X=0120.530-0351.610 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1727 | X=0120.530-0361.640 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1727 | X=0120.530-0154.050 | Y=0247.030-0258.270 | ≤500m.
P=1727 | X=0120.530-0382.790 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1727 | X=0120.530-0381.810 | Y=0276.310-0287.550 | tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1727 | X=0120.530-0256.300 | Y=0287.860-0299.100 | đường nhựa, bê tông xi măng:
P=1727 | X=0096.770-0352.080 | Y=0305.380-0319.460 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1727 | X=0448.010-0459.130 | Y=0310.140-0319.460 | 90
P=1727 | X=0511.150-0522.270 | Y=0310.140-0319.460 | 80
P=1727 | X=0120.530-0373.840 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1727 | X=0120.530-0215.500 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=1727 | X=0120.530-0343.700 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1727 | X=0120.530-0382.790 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1727 | X=0120.530-0381.810 | Y=0381.000-0392.240 | tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1727 | X=0120.530-0256.300 | Y=0392.520-0403.760 | đường nhựa, bê tông xi măng:
P=1727 | X=0096.770-0113.410 | Y=0406.160-0415.480 | 102
P=1727 | X=0448.010-0459.130 | Y=0406.160-0415.480 | 55
P=1727 | X=0511.150-0522.270 | Y=0406.160-0415.480 | 50
P=1727 | X=0120.530-0361.640 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1727 | X=0120.530-0162.670 | Y=0423.440-0432.760 | >1.000m.
P=1727 | X=0120.530-0344.170 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1727 | X=0120.530-0394.040 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1727 | X=0120.530-0383.940 | Y=0468.380-0479.620 | ra Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1727 | X=0120.530-0314.170 | Y=0479.900-0491.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=1727 | X=0096.770-0113.410 | Y=0493.540-0502.860 | 103
P=1727 | X=0442.250-0458.890 | Y=0493.540-0502.860 | 130
P=1727 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 100
P=1727 | X=0120.530-0351.610 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1727 | X=0120.530-0361.640 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1727 | X=0120.530-0154.050 | Y=0526.220-0537.460 | ≤500m.
P=1727 | X=0120.530-0394.040 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1727 | X=0120.530-0383.940 | Y=0555.530-0566.770 | ra Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1727 | X=0120.530-0314.170 | Y=0567.050-0578.290 | hiện trạng là đường nhựa, bê tông xi măng:
P=1727 | X=0096.770-0352.080 | Y=0584.570-0598.890 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1727 | X=0448.010-0459.130 | Y=0589.570-0598.890 | 90
P=1727 | X=0511.150-0522.270 | Y=0589.570-0598.890 | 80
P=1727 | X=0120.530-0373.840 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1727 | X=0120.530-0215.500 | Y=0613.610-0624.850 | >500m đến ≤1.000m.
P=1727 | X=0120.530-0343.700 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1727 | X=0120.530-0394.040 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1727 | X=0120.530-0383.940 | Y=0660.430-0671.670 | ra Đường 30 tháng 4 đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1727 | X=0096.770-0314.200 | Y=0671.950-0686.030 | 105 hiện trạng là đường nhựa, bê tông xi măng:
P=1727 | X=0448.010-0459.130 | Y=0676.710-0686.030 | 55
P=1727 | X=0511.150-0522.270 | Y=0676.710-0686.030 | 50
P=1727 | X=0120.530-0361.640 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
