TABLE=010 | AREA=Phường Tam Phước | SECTION=agricultural | SEGMENTS=1
P=0342 | X=0115.970-0190.050 | Y=0254.230-0265.470 | bê tông xi măng:
P=0342 | X=0097.250-0339.140 | Y=0271.750-0286.070 | 24 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0342 | X=0460.730-0477.370 | Y=0276.750-0286.070 | 480
P=0342 | X=0505.390-0522.030 | Y=0276.750-0286.070 | 440
P=0342 | X=0115.970-0402.860 | Y=0289.300-0300.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0342 | X=0115.970-0168.930 | Y=0300.820-0312.060 | đến ≤600m.
P=0342 | X=0115.970-0339.140 | Y=0318.340-0329.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0342 | X=0115.970-0404.870 | Y=0336.340-0347.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=0342 | X=0115.970-0418.780 | Y=0347.860-0359.100 | đoạn từ cầu Quán Thủ đến Mũi tàu có hiện trạng là đường nhựa, bê
P=0342 | X=0115.970-0176.130 | Y=0359.380-0370.620 | tông xi măng:
P=0342 | X=0097.250-0108.370 | Y=0367.280-0376.600 | 25
P=0342 | X=0460.730-0477.370 | Y=0367.280-0376.600 | 320
P=0342 | X=0505.390-0522.030 | Y=0367.280-0376.600 | 270
P=0342 | X=0115.970-0393.400 | Y=0376.920-0388.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0342 | X=0115.970-0339.610 | Y=0394.200-0405.440 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0342 | X=0115.970-0401.230 | Y=0412.200-0423.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0342 | X=0115.970-0420.460 | Y=0423.720-0434.960 | Đường Lê Duẩn đoạn từ Cầu Quán Thủ đến Mũi tàu có hiện trạng là
P=0342 | X=0115.970-0251.750 | Y=0435.240-0446.480 | đường nhựa, bê tông xi măng:
P=0342 | X=0097.250-0108.370 | Y=0443.120-0452.440 | 26
P=0342 | X=0460.730-0477.370 | Y=0443.120-0452.440 | 630
P=0342 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 580
P=0342 | X=0115.970-0338.880 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0342 | X=0115.970-0393.160 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0342 | X=0115.970-0401.230 | Y=0488.300-0499.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0342 | X=0115.970-0420.460 | Y=0499.820-0511.060 | Đường Lê Duẩn đoạn từ Cầu Quán Thủ đến Mũi tàu có hiện trạng là
P=0342 | X=0115.970-0251.740 | Y=0511.340-0522.580 | đường nhựa, bê tông xi măng:
P=0342 | X=0097.250-0339.140 | Y=0528.860-0542.940 | 27 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0342 | X=0460.730-0477.370 | Y=0533.620-0542.940 | 480
P=0342 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 440
P=0342 | X=0115.970-0402.860 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0342 | X=0115.970-0168.930 | Y=0557.930-0569.170 | đến ≤600m.
P=0342 | X=0115.970-0339.140 | Y=0575.450-0586.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0342 | X=0115.970-0401.230 | Y=0593.450-0604.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0342 | X=0115.970-0420.460 | Y=0604.970-0616.210 | Đường Lê Duẩn đoạn từ Cầu Quán Thủ đến Mũi tàu có hiện trạng là
P=0342 | X=0115.970-0251.740 | Y=0616.270-0627.510 | đường nhựa, bê tông xi măng:
P=0342 | X=0097.250-0108.370 | Y=0624.150-0633.470 | 28
P=0342 | X=0460.730-0477.370 | Y=0624.150-0633.470 | 320
P=0342 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 270
P=0342 | X=0115.970-0393.400 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0342 | X=0115.970-0342.260 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0342 | X=0278.500-0393.740 | Y=0669.310-0680.550 | Vòng xoay đường cao tốc
P=0342 | X=0192.070-0225.020 | Y=0680.830-0692.070 | Mũi tàu
P=0342 | X=0097.250-0164.530 | Y=0682.710-0692.030 | 29 Quốc lộ 51
P=0342 | X=0278.500-0410.390 | Y=0682.710-0692.030 | Thành phố Hồ Chí Minh-Long
P=0342 | X=0460.730-0477.370 | Y=0682.710-0692.030 | 730
P=0342 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 600
P=0342 | X=0278.500-0352.190 | Y=0694.230-0703.550 | Thành-Dầu Giây
P=0343 | X=0115.970-0418.490 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0343 | X=0115.970-0398.540 | Y=0090.260-0101.500 | Mũi tàu đến Vòng xoay đường cao tốc Thành phố Hồ Chí Minh-
P=0343 | X=0115.970-0393.310 | Y=0101.780-0113.020 | Long Thành-Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=0343 | X=0097.250-0143.970 | Y=0113.300-0124.740 | 30 măng:
P=0343 | X=0460.730-0477.370 | Y=0115.420-0124.740 | 500
P=0343 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 430
P=0343 | X=0115.970-0347.050 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0343 | X=0115.970-0393.160 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0343 | X=0115.970-0418.490 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0343 | X=0115.970-0398.540 | Y=0177.650-0188.890 | Mũi tàu đến Vòng xoay đường cao tốc Thành phố Hồ Chí Minh-
P=0343 | X=0115.970-0393.310 | Y=0189.170-0200.410 | Long Thành-Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=0343 | X=0115.970-0143.970 | Y=0200.710-0211.950 | măng:
P=0343 | X=0097.250-0347.520 | Y=0217.470-0229.470 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0343 | X=0460.730-0477.370 | Y=0217.470-0226.790 | 400
P=0343 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 350
P=0343 | X=0115.970-0402.860 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0343 | X=0115.970-0177.090 | Y=0247.270-0258.510 | đến ≤1.000m.
P=0343 | X=0115.970-0336.480 | Y=0264.790-0276.030 | - Có bề rộng<3m, cách đường giao thông ≤200m.
P=0343 | X=0115.970-0418.490 | Y=0282.820-0294.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0343 | X=0115.970-0398.540 | Y=0294.340-0305.580 | Mũi tàu đến Vòng xoay đường cao tốc Thành phố Hồ Chí Minh-
P=0343 | X=0115.970-0393.310 | Y=0305.860-0317.100 | Long Thành-Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=0343 | X=0097.250-0143.970 | Y=0317.380-0328.820 | 32 măng:
P=0343 | X=0460.730-0477.370 | Y=0319.500-0328.820 | 270
P=0343 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 270
P=0343 | X=0115.970-0404.430 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0343 | X=0115.970-0339.610 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0343 | X=0115.970-0401.230 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0343 | X=0115.970-0405.820 | Y=0381.720-0392.960 | Quốc lộ 51 đoạn từ Mũi tàu đến Vòng xoay đường cao tốc Thành
P=0343 | X=0115.970-0399.580 | Y=0393.240-0404.480 | phố Hồ Chí Minh-Long Thành- Dầu Giây có hiện trạng là đường
P=0343 | X=0097.250-0219.080 | Y=0404.760-0416.200 | 33 nhựa, bê tông xi măng:
P=0343 | X=0460.730-0477.370 | Y=0406.880-0416.200 | 500
P=0343 | X=0505.390-0522.030 | Y=0406.880-0416.200 | 430
P=0343 | X=0115.970-0347.050 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0343 | X=0115.970-0393.160 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0343 | X=0115.970-0401.230 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0343 | X=0115.970-0405.820 | Y=0469.340-0480.580 | Quốc lộ 51 đoạn từ Mũi tàu đến Vòng xoay đường cao tốc Thành
P=0343 | X=0115.970-0399.580 | Y=0480.860-0492.100 | phố Hồ Chí Minh-Long Thành- Dầu Giây có hiện trạng là đường
P=0343 | X=0115.970-0219.080 | Y=0492.380-0503.620 | nhựa, bê tông xi măng:
P=0343 | X=0097.250-0347.520 | Y=0508.900-0521.140 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0343 | X=0460.730-0477.370 | Y=0508.900-0518.220 | 400
P=0343 | X=0505.390-0522.030 | Y=0508.900-0518.220 | 350
P=0343 | X=0115.970-0402.860 | Y=0527.420-0538.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0343 | X=0115.970-0177.090 | Y=0538.970-0550.210 | đến ≤1.000m.
P=0343 | X=0115.970-0339.140 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0343 | X=0115.970-0401.230 | Y=0574.250-0585.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0343 | X=0115.970-0405.820 | Y=0585.770-0597.010 | Quốc lộ 51 đoạn từ Mũi tàu đến Vòng xoay đường cao tốc Thành
P=0343 | X=0115.970-0399.580 | Y=0597.290-0608.530 | phố Hồ Chí Minh-Long Thành- Dầu Giây có hiện trạng là đường
P=0343 | X=0097.250-0219.080 | Y=0608.810-0620.250 | 35 nhựa, bê tông xi măng:
P=0343 | X=0460.730-0477.370 | Y=0610.930-0620.250 | 270
P=0343 | X=0505.390-0522.030 | Y=0610.930-0620.250 | 270
P=0343 | X=0115.970-0401.780 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0343 | X=0115.970-0342.260 | Y=0643.870-0655.110 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0343 | X=0192.070-0272.350 | Y=0661.870-0673.110 | Vòng xoay đường
P=0343 | X=0192.070-0274.990 | Y=0675.270-0684.590 | cao tốc Thành phố
P=0343 | X=0278.500-0394.220 | Y=0679.150-0690.390 | Giáp ranh xã Long Phước
P=0343 | X=0097.250-0164.530 | Y=0681.030-0690.350 | 36 Quốc lộ 51
P=0343 | X=0460.730-0477.370 | Y=0681.030-0690.350 | 730
P=0343 | X=0505.390-0522.030 | Y=0681.030-0690.350 | 600
P=0343 | X=0192.070-0276.180 | Y=0686.790-0696.110 | Hồ Chí Minh- Long
P=0343 | X=0192.070-0265.770 | Y=0698.310-0707.630 | Thành-Dầu Giây
P=0344 | X=0115.970-0418.490 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0344 | X=0115.970-0418.310 | Y=0090.260-0101.500 | Vòng xoay đường cao tốc Thành phố Hồ Chí Minh-Long Thành-Dầu
P=0344 | X=0115.970-0407.350 | Y=0101.780-0113.020 | Giây đến Giáp ranh xã Long Phước có hiện trạng là đường nhựa,
P=0344 | X=0097.250-0190.050 | Y=0113.300-0124.740 | 37 bê tông xi măng:
P=0344 | X=0460.730-0477.370 | Y=0115.420-0124.740 | 500
P=0344 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 430
P=0344 | X=0115.970-0347.050 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0344 | X=0115.970-0393.160 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0344 | X=0115.970-0418.490 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0344 | X=0115.970-0418.310 | Y=0177.650-0188.890 | Vùng xoay đường cao tốc Thành phố Hồ Chí Minh-Long Thành-Dầu
P=0344 | X=0115.970-0407.350 | Y=0189.170-0200.410 | Giây đến Giáp ranh xã Long Phước có hiện trạng là đường nhựa,
P=0344 | X=0115.970-0190.050 | Y=0200.710-0211.950 | bê tông xi măng:
P=0344 | X=0097.250-0350.170 | Y=0217.470-0229.470 | 38 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0344 | X=0460.730-0477.370 | Y=0217.470-0226.790 | 400
P=0344 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 350
P=0344 | X=0115.970-0402.860 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0344 | X=0115.970-0177.090 | Y=0247.270-0258.510 | đến ≤1.000m.
P=0344 | X=0115.970-0339.140 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0344 | X=0115.970-0418.490 | Y=0282.820-0294.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0344 | X=0115.970-0418.310 | Y=0294.340-0305.580 | Vòng xoay đường cao tốc Thành phố Hồ Chí Minh-Long Thành-Dầu
P=0344 | X=0115.970-0407.350 | Y=0305.860-0317.100 | Giây đến Giáp ranh xã Long Phước có hiện trạng là đường nhựa,
P=0344 | X=0097.250-0190.050 | Y=0317.380-0328.820 | 39 bê tông xi măng:
P=0344 | X=0460.730-0477.370 | Y=0319.500-0328.820 | 270
P=0344 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 270
P=0344 | X=0115.970-0396.040 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông 1,000m.
P=0344 | X=0115.970-0339.610 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0344 | X=0115.970-0401.260 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0344 | X=0115.970-0403.980 | Y=0381.720-0392.960 | Quốc lộ 51 đoạn từ Vòng xoay đường cao tốc Thành phố Hồ Chí
P=0344 | X=0115.970-0412.550 | Y=0393.240-0404.480 | Minh-Long Thành-Dầu Giây đến Giáp ranh xã Long Phước có hiện
P=0344 | X=0097.250-0287.750 | Y=0404.760-0416.200 | 40 trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0460.730-0477.370 | Y=0406.880-0416.200 | 500
P=0344 | X=0505.390-0522.030 | Y=0406.880-0416.200 | 430
P=0344 | X=0115.970-0347.050 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0344 | X=0115.970-0393.180 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0344 | X=0115.970-0401.230 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0344 | X=0115.970-0403.980 | Y=0469.340-0480.580 | Quốc lộ 51 đoạn từ Vòng xoay đường cao tốc Thành phố Hồ Chí
P=0344 | X=0115.970-0412.550 | Y=0480.860-0492.100 | Minh-Long Thành-Dầu Giây đến Giáp ranh xã Long Phước có hiện
P=0344 | X=0115.970-0287.750 | Y=0492.380-0503.620 | trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0097.250-0347.520 | Y=0508.900-0521.140 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0344 | X=0460.730-0477.370 | Y=0508.900-0518.220 | 400
P=0344 | X=0505.390-0522.030 | Y=0508.900-0518.220 | 350
P=0344 | X=0115.970-0402.860 | Y=0527.420-0538.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0344 | X=0115.970-0177.090 | Y=0538.970-0550.210 | đến ≤1.000m.
P=0344 | X=0115.970-0339.140 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0344 | X=0115.970-0401.230 | Y=0574.250-0585.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0344 | X=0115.970-0403.980 | Y=0585.770-0597.010 | Quốc lộ 51 đoạn từ Vòng xoay đường cao tốc Thành phố Hồ Chí
P=0344 | X=0115.970-0412.550 | Y=0597.290-0608.530 | Minh-Long Thành-Dầu Giây đến Giáp ranh xã Long Phước có hiện
P=0344 | X=0097.250-0287.750 | Y=0608.810-0620.250 | 42 trạng là đường nhựa, bê tông xi măng:
P=0344 | X=0460.730-0477.370 | Y=0610.930-0620.250 | 270
P=0344 | X=0505.390-0522.030 | Y=0610.930-0620.250 | 270
P=0344 | X=0115.970-0404.440 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0344 | X=0115.970-0342.260 | Y=0643.870-0655.110 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0344 | X=0097.250-0262.270 | Y=0661.870-0673.110 | 43 Đường Cầu Mên Đường tỉnh 769
P=0344 | X=0278.500-0356.040 | Y=0663.750-0673.070 | Hầm chui cao tốc
P=0344 | X=0460.730-0477.370 | Y=0663.750-0673.070 | 670
P=0344 | X=0505.390-0522.030 | Y=0663.750-0673.070 | 530
P=0344 | X=0115.970-0405.580 | Y=0679.870-0691.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Mên
P=0344 | X=0097.250-0394.290 | Y=0691.390-0702.630 | 44 đoạn từ Đường tỉnh 769 đến Hầm chui cao tốc có hiện trạng là
P=0344 | X=0460.730-0477.370 | Y=0693.270-0702.590 | 450
P=0344 | X=0505.390-0522.030 | Y=0693.270-0702.590 | 330
P=0344 | X=0115.970-0251.740 | Y=0702.930-0714.170 | đường nhựa, bê tông xi măng:
P=0345 | X=0115.970-0347.050 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0345 | X=0115.970-0393.180 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0345 | X=0115.970-0405.580 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Mên
P=0345 | X=0115.970-0394.290 | Y=0125.810-0137.050 | đoạn từ Đường tỉnh 769 đến Hầm chui cao tốc có hiện trạng là
P=0345 | X=0115.970-0251.740 | Y=0137.330-0148.570 | đường nhựa, bê tông xi măng:
P=0345 | X=0097.250-0350.200 | Y=0154.850-0168.930 | 45 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0345 | X=0460.730-0477.370 | Y=0159.610-0168.930 | 350
P=0345 | X=0505.390-0522.030 | Y=0159.610-0168.930 | 260
P=0345 | X=0115.970-0402.860 | Y=0172.370-0183.610 | - Cổ bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0345 | X=0115.970-0177.090 | Y=0183.650-0194.890 | đến ≤1.000m.
P=0345 | X=0115.970-0339.140 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0345 | X=0115.970-0405.580 | Y=0219.190-0230.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Mên
P=0345 | X=0115.970-0394.290 | Y=0230.710-0241.950 | đoạn từ Đường tỉnh 769 đến Hầm chui cao tốc có hiện trạng là
P=0345 | X=0115.970-0251.740 | Y=0242.230-0253.470 | đường nhựa, bê tông xi măng:
P=0345 | X=0097.250-0108.370 | Y=0250.110-0259.430 | 46
P=0345 | X=0460.730-0477.370 | Y=0250.110-0259.430 | 230
P=0345 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 180
P=0345 | X=0115.970-0401.780 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0345 | X=0115.970-0339.610 | Y=0277.270-0288.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0345 | X=0115.970-0401.230 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0345 | X=0115.970-0412.050 | Y=0306.820-0318.060 | Đường cầu Mên đoạn từ Đường tỉnh 769 đến Hầm chui cao tốc có
P=0345 | X=0115.970-0309.580 | Y=0318.340-0329.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0345 | X=0097.250-0108.370 | Y=0326.220-0335.540 | 47
P=0345 | X=0460.730-0477.370 | Y=0326.220-0335.540 | 450
P=0345 | X=0505.390-0522.030 | Y=0326.220-0335.540 | 330
P=0345 | X=0115.970-0347.050 | Y=0335.860-0347.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0345 | X=0115.970-0393.160 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0345 | X=0115.970-0401.230 | Y=0371.400-0382.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0345 | X=0115.970-0412.050 | Y=0382.920-0394.160 | Đường cầu Mên đoạn từ Đường tỉnh 769 đến Hầm chui cao tốc có
