TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0272 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 160
P=0272 | X=0117.170-0402.980 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0272 | X=0117.170-0343.460 | Y=0544.250-0555.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0272 | X=0321.000-0381.660 | Y=0563.890-0573.210 | Bên phải: Hết
P=0272 | X=0321.000-0394.540 | Y=0573.530-0584.770 | ranh thửa đất số
P=0272 | X=0321.000-0399.340 | Y=0585.050-0596.290 | 947, tờ bản đồ số
P=0272 | X=0321.000-0393.350 | Y=0596.570-0607.810 | 25, phường Tân
P=0272 | X=0095.060-0166.230 | Y=0608.090-0619.330 | 134 Đường 5-7
P=0272 | X=0233.140-0303.310 | Y=0608.090-0619.330 | Đường tỉnh 768
P=0272 | X=0321.000-0403.510 | Y=0609.970-0619.290 | Triều; Bên trái: hết
P=0272 | X=0445.850-0462.490 | Y=0609.970-0619.290 | 670
P=0272 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 470
P=0272 | X=0321.000-0394.540 | Y=0619.630-0630.870 | ranh thửa đất số
P=0272 | X=0321.000-0399.340 | Y=0631.150-0642.390 | 948, tờ bản đồ số
P=0272 | X=0321.000-0393.350 | Y=0642.670-0653.910 | 25, phường Tân
P=0272 | X=0321.000-0344.120 | Y=0656.070-0665.390 | Triều
P=0272 | X=0117.170-0382.790 | Y=0671.950-0683.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5-7
P=0272 | X=0117.170-0383.500 | Y=0683.470-0694.710 | đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh thửa đất số
P=0272 | X=0095.060-0111.700 | Y=0691.110-0700.430 | 135
P=0272 | X=0445.850-0462.490 | Y=0691.110-0700.430 | 450
P=0272 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 300
P=0272 | X=0117.170-0401.740 | Y=0694.750-0705.990 | 947, tờ bản đồ số 25, phường Tân Triều; Bên trái: hết ranh thửa
P=0272 | X=0117.170-0397.420 | Y=0706.290-0717.530 | đất số 948, tờ bản đồ số 25, phường Tân Triều có hiện trạng là
P=0273 | X=0117.170-0252.940 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0273 | X=0117.170-0348.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0273 | X=0117.170-0394.380 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0273 | X=0117.170-0382.790 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5-7
P=0273 | X=0117.170-0383.500 | Y=0136.850-0148.090 | đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh thửa đất số
P=0273 | X=0117.170-0401.740 | Y=0148.370-0159.610 | 947, tờ bản đồ số 25, phường Tân Triều; Bên trái: hết ranh thửa
P=0273 | X=0117.170-0397.420 | Y=0159.650-0170.890 | đất số 948, tờ bản đồ số 25, phường Tân Triều có hiện trạng là
P=0273 | X=0117.170-0252.940 | Y=0171.170-0182.410 | đường nhựa, bê tông xi măng:
P=0273 | X=0095.060-0111.700 | Y=0182.170-0191.490 | 136
P=0273 | X=0445.850-0462.490 | Y=0182.170-0191.490 | 350
P=0273 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 220
P=0273 | X=0117.170-0348.760 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0273 | X=0117.170-0370.480 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0273 | X=0117.170-0212.140 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=0273 | X=0117.170-0340.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0273 | X=0117.170-0382.790 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5-7
P=0273 | X=0117.170-0383.500 | Y=0264.550-0275.790 | đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh thửa đất số
P=0273 | X=0117.170-0401.740 | Y=0276.070-0287.310 | 947, tờ bản đồ số 25, phường Tân Triều; Bên trái: hết ranh thửa
P=0273 | X=0117.170-0397.420 | Y=0287.620-0298.860 | đất số 948, tờ bản đồ số 25, phường Tân Triều có hiện trạng là
P=0273 | X=0095.060-0111.700 | Y=0295.500-0304.820 | 137
P=0273 | X=0445.850-0462.490 | Y=0295.500-0304.820 | 230
P=0273 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 140
P=0273 | X=0117.170-0252.940 | Y=0299.140-0310.380 | đường nhựa, bê tông xi măng:
P=0273 | X=0117.170-0402.980 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0273 | X=0117.170-0340.840 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0273 | X=0117.170-0402.430 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0273 | X=0117.170-0381.590 | Y=0363.220-0374.460 | Đường 5-7 đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh
P=0273 | X=0117.170-0392.190 | Y=0374.760-0386.000 | thửa đất số 947, tờ bản đồ số 25, phường Tân Triều; Bên trái:
P=0273 | X=0117.170-0402.460 | Y=0386.280-0397.520 | hết ranh thửa đất số 948, tờ bản đồ số 25, phường Tân Triều có
P=0273 | X=0095.060-0111.700 | Y=0394.160-0403.480 | 138
P=0273 | X=0445.850-0462.490 | Y=0394.160-0403.480 | 450
P=0273 | X=0505.390-0522.030 | Y=0394.160-0403.480 | 300
P=0273 | X=0117.170-0310.810 | Y=0397.800-0409.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=0273 | X=0117.170-0348.250 | Y=0415.320-0426.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0273 | X=0117.170-0394.380 | Y=0432.840-0444.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0273 | X=0117.170-0402.430 | Y=0450.620-0461.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0273 | X=0117.170-0387.340 | Y=0462.140-0473.380 | Đường 5 - 7 đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh
P=0273 | X=0117.170-0392.190 | Y=0473.660-0484.900 | thửa đất số 947, tờ bản đồ số 25, phường Tân Triều; Bên trái:
P=0273 | X=0117.170-0402.460 | Y=0485.180-0496.420 | hết ranh thửa đất số 948, tờ bản đồ số 25, phường Tân Triều có
P=0273 | X=0117.170-0310.810 | Y=0496.460-0507.700 | hiện trạng là đường nhựa, bê tông xi măng:
P=0273 | X=0095.060-0111.700 | Y=0507.460-0516.780 | 139
P=0273 | X=0445.850-0462.490 | Y=0507.460-0516.780 | 350
P=0273 | X=0505.390-0522.030 | Y=0507.460-0516.780 | 220
P=0273 | X=0117.170-0348.720 | Y=0513.980-0525.220 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0273 | X=0117.170-0370.480 | Y=0531.500-0542.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0273 | X=0117.170-0212.140 | Y=0543.050-0554.290 | >500m đến ≤1.000m.
P=0273 | X=0117.170-0340.340 | Y=0560.570-0571.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0273 | X=0117.170-0402.430 | Y=0578.330-0589.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0273 | X=0117.170-0381.590 | Y=0589.850-0601.090 | Đường 5-7 đoạn từ Đường tỉnh 768 đến Bên phải: Hết ranh
P=0273 | X=0117.170-0392.190 | Y=0601.370-0612.610 | thửa đất số 947, tờ bản đồ số 25, phường Tân Triều; Bên trái:
P=0273 | X=0117.170-0402.470 | Y=0612.890-0624.130 | hết ranh thửa đất số 948, tờ bản đồ số 25, phường Tân Triều có
P=0273 | X=0095.060-0111.700 | Y=0620.790-0630.110 | 140
P=0273 | X=0445.850-0462.490 | Y=0620.790-0630.110 | 230
P=0273 | X=0505.390-0522.030 | Y=0620.790-0630.110 | 140
P=0273 | X=0117.170-0310.810 | Y=0624.430-0635.670 | hiện trạng là đường nhựa, bê tông xi măng:
P=0273 | X=0117.170-0402.980 | Y=0641.950-0653.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0273 | X=0117.170-0343.480 | Y=0659.470-0670.710 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0273 | X=0321.000-0398.380 | Y=0677.230-0688.470 | Ngã ba Hương lộ
P=0273 | X=0095.060-0173.430 | Y=0682.750-0693.990 | 141 Hương lộ 15
P=0273 | X=0233.140-0303.310 | Y=0682.750-0693.990 | Đường tỉnh 768
P=0273 | X=0321.000-0326.600 | Y=0690.390-0699.710 | 6
P=0273 | X=0445.850-0462.490 | Y=0690.390-0699.710 | 700
P=0273 | X=0505.390-0522.030 | Y=0690.390-0699.710 | 500
P=0273 | X=0095.060-0390.220 | Y=0706.290-0717.530 | 142 Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0273 | X=0445.850-0462.490 | Y=0708.180-0717.500 | 480
P=0273 | X=0505.390-0522.030 | Y=0708.180-0717.500 | 310
P=0274 | X=0117.170-0403.650 | Y=0072.500-0083.740 | đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6 có hiện trạng là
P=0274 | X=0117.170-0252.940 | Y=0084.020-0095.260 | đường nhựa, bê tông xi măng:
P=0274 | X=0117.170-0348.280 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0274 | X=0117.170-0394.380 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0274 | X=0117.170-0390.220 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0274 | X=0117.170-0403.650 | Y=0148.370-0159.610 | đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6 có hiện trạng là
P=0274 | X=0117.170-0252.940 | Y=0159.650-0170.890 | đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0348.720 | Y=0177.170-0191.490 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0274 | X=0445.850-0462.490 | Y=0182.170-0191.490 | 370
P=0274 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 240
P=0274 | X=0117.170-0370.480 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0274 | X=0117.170-0212.140 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=0274 | X=0117.170-0340.340 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0274 | X=0117.170-0390.220 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0274 | X=0117.170-0403.650 | Y=0253.030-0264.270 | đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6 có hiện trạng là
P=0274 | X=0117.170-0252.940 | Y=0264.550-0275.790 | đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0111.700 | Y=0272.430-0281.750 | 144
P=0274 | X=0445.850-0462.490 | Y=0272.430-0281.750 | 250
P=0274 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 160
P=0274 | X=0117.170-0402.980 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0274 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0274 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0274 | X=0117.170-0391.420 | Y=0328.900-0340.140 | Hương lộ 15 đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6
P=0274 | X=0117.170-0324.020 | Y=0340.420-0351.660 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0111.700 | Y=0348.300-0357.620 | 145
P=0274 | X=0445.850-0462.490 | Y=0348.300-0357.620 | 480
P=0274 | X=0505.390-0522.030 | Y=0348.300-0357.620 | 310
P=0274 | X=0117.170-0348.250 | Y=0357.700-0368.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0274 | X=0117.170-0394.380 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0274 | X=0117.170-0402.430 | Y=0393.000-0404.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0274 | X=0117.170-0391.420 | Y=0404.520-0415.760 | Hương lộ 15 đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6
P=0274 | X=0117.170-0324.020 | Y=0416.040-0427.280 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0348.720 | Y=0433.560-0447.880 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0274 | X=0445.850-0462.490 | Y=0438.560-0447.880 | 370
P=0274 | X=0505.390-0522.030 | Y=0438.560-0447.880 | 240
P=0274 | X=0117.170-0370.480 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0274 | X=0117.170-0212.150 | Y=0462.620-0473.860 | >500m đến ≤1.000m.
P=0274 | X=0117.170-0340.340 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0274 | X=0117.170-0402.430 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0274 | X=0117.170-0391.420 | Y=0509.420-0520.660 | Hương lộ 15 đoạn từ Đường tỉnh 768 đến Ngã ba Hương lộ 6
P=0274 | X=0117.170-0324.020 | Y=0520.940-0532.180 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0111.700 | Y=0528.820-0538.140 | 147
P=0274 | X=0445.850-0462.490 | Y=0528.820-0538.140 | 250
P=0274 | X=0505.390-0522.030 | Y=0528.820-0538.140 | 160
P=0274 | X=0117.170-0402.980 | Y=0538.250-0549.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0274 | X=0117.170-0343.460 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0274 | X=0321.000-0397.660 | Y=0575.410-0584.730 | Cổng số 10 (ấp 6
P=0274 | X=0445.850-0462.490 | Y=0575.410-0584.730 | 700
P=0274 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 500
P=0274 | X=0095.060-0173.430 | Y=0579.290-0590.530 | 148 Hương lộ 15
P=0274 | X=0233.140-0318.920 | Y=0579.290-0590.530 | Ngã ba Hương lộ 6
P=0274 | X=0321.000-0334.920 | Y=0586.930-0596.250 | cũ)
P=0274 | X=0117.170-0390.220 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0274 | X=0117.170-0390.940 | Y=0614.330-0625.570 | đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6 cũ) có hiện
P=0274 | X=0117.170-0288.990 | Y=0625.870-0637.110 | trạng là đường nhựa, bê tông xi măng:
P=0274 | X=0095.060-0111.700 | Y=0633.750-0643.070 | 149
P=0274 | X=0445.850-0462.490 | Y=0633.750-0643.070 | 480
P=0274 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 310
P=0274 | X=0117.170-0348.250 | Y=0643.390-0654.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0274 | X=0117.170-0394.380 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0274 | X=0117.170-0390.220 | Y=0678.670-0689.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0274 | X=0095.060-0390.940 | Y=0690.190-0701.430 | 150 đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6 cũ) có hiện
P=0274 | X=0445.850-0462.490 | Y=0692.070-0701.390 | 370
P=0274 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 240
P=0274 | X=0117.170-0288.950 | Y=0701.730-0712.970 | trạng là đường nhựa, bê tông xi măng:
P=0275 | X=0117.170-0348.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0275 | X=0117.170-0370.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0275 | X=0117.170-0212.140 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=0275 | X=0117.170-0340.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0275 | X=0117.170-0390.220 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 15
P=0275 | X=0117.170-0390.940 | Y=0154.370-0165.610 | đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6 cũ) có hiện
P=0275 | X=0117.170-0288.950 | Y=0165.650-0176.890 | trạng là đường nhựa, bê tông xi măng:
P=0275 | X=0095.060-0111.700 | Y=0173.530-0182.850 | 151
P=0275 | X=0445.850-0462.490 | Y=0173.530-0182.850 | 250
P=0275 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 160
P=0275 | X=0117.170-0403.000 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0275 | X=0117.170-0340.840 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0275 | X=0117.170-0402.430 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0275 | X=0117.170-0397.900 | Y=0229.990-0241.230 | Hương lộ 15 đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6
P=0275 | X=0117.170-0337.450 | Y=0241.510-0252.750 | cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0275 | X=0095.060-0111.700 | Y=0249.390-0258.710 | 152
P=0275 | X=0445.850-0462.490 | Y=0249.390-0258.710 | 480
P=0275 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 310
P=0275 | X=0117.170-0348.290 | Y=0259.030-0270.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0275 | X=0117.170-0394.380 | Y=0276.550-0287.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0275 | X=0117.170-0402.430 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0275 | X=0117.170-0397.900 | Y=0305.860-0317.100 | Hương lộ 15 đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6
P=0275 | X=0117.170-0340.810 | Y=0317.380-0328.620 | cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0275 | X=0095.060-0348.730 | Y=0334.900-0348.980 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0275 | X=0445.850-0462.490 | Y=0339.660-0348.980 | 370
P=0275 | X=0505.390-0522.030 | Y=0339.660-0348.980 | 240
P=0275 | X=0117.170-0370.480 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0275 | X=0117.170-0212.150 | Y=0363.700-0374.940 | >500m đến ≤1.000m.
P=0275 | X=0117.170-0340.340 | Y=0381.240-0392.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0275 | X=0117.170-0402.430 | Y=0399.000-0410.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0275 | X=0117.170-0397.900 | Y=0410.520-0421.760 | Hương lộ 15 đoạn từ Ngã ba Hương lộ 6 đến Cổng số 10 (ấp 6
P=0275 | X=0117.170-0340.810 | Y=0422.040-0433.280 | cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0275 | X=0095.060-0111.700 | Y=0429.920-0439.240 | 154
P=0275 | X=0445.850-0462.490 | Y=0429.920-0439.240 | 250
P=0275 | X=0505.390-0522.030 | Y=0429.920-0439.240 | 160
P=0275 | X=0117.170-0402.980 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0275 | X=0117.170-0343.460 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0275 | X=0321.000-0397.900 | Y=0476.740-0486.060 | Bên trái: hết ranh
P=0275 | X=0321.000-0400.590 | Y=0486.380-0497.620 | thửa đất số 36, tờ
P=0275 | X=0321.000-0400.050 | Y=0497.900-0509.140 | BĐĐC số 63; Bên
P=0275 | X=0233.140-0309.800 | Y=0499.780-0509.100 | Cổng số 10 (ấp 6
P=0275 | X=0095.060-0173.430 | Y=0503.660-0514.900 | 155 Hương lộ 15
P=0275 | X=0445.850-0462.490 | Y=0505.540-0514.860 | 700
P=0275 | X=0505.390-0522.030 | Y=0505.540-0514.860 | 500
P=0275 | X=0233.140-0247.060 | Y=0509.420-0520.660 | cũ)
P=0275 | X=0321.000-0382.300 | Y=0511.300-0520.620 | phải: hết ranh
