TABLE=006 | AREA=Phường Hố Nai | SECTION=agricultural | SEGMENTS=1
P=0210 | X=0107.330-0140.850 | Y=0440.760-0452.000 | ≤600m.
P=0210 | X=0107.330-0330.500 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0210 | X=0107.330-0426.940 | Y=0476.300-0487.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0210 | X=0107.330-0428.630 | Y=0487.820-0499.060 | Lê Ngô Cát đoạn từ Hết Dòng nữ Trợ Thế Thánh Tâm đến Đường Đông
P=0210 | X=0107.330-0373.700 | Y=0499.340-0510.580 | Hải - Lộ Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0210 | X=0092.900-0104.020 | Y=0507.220-0516.540 | 84
P=0210 | X=0461.210-0477.850 | Y=0507.220-0516.540 | 520
P=0210 | X=0505.390-0522.030 | Y=0507.220-0516.540 | 350
P=0210 | X=0107.330-0384.740 | Y=0516.860-0528.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0210 | X=0107.330-0333.620 | Y=0534.410-0545.650 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0210 | X=0092.900-0175.110 | Y=0552.410-0563.650 | 85 Đường Ngô Xá
P=0210 | X=0259.060-0306.760 | Y=0552.410-0563.650 | Đường sắt
P=0210 | X=0203.830-0246.900 | Y=0554.290-0563.610 | Quốc lộ 1
P=0210 | X=0461.210-0477.850 | Y=0554.290-0563.610 | 670
P=0210 | X=0505.390-0522.030 | Y=0554.290-0563.610 | 600
P=0210 | X=0107.330-0429.080 | Y=0570.410-0581.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Xá đoạn từ
P=0210 | X=0107.330-0399.080 | Y=0581.930-0593.170 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0210 | X=0107.330-0135.330 | Y=0593.450-0604.690 | măng:
P=0210 | X=0092.900-0104.020 | Y=0601.330-0610.650 | 86
P=0210 | X=0461.210-0477.850 | Y=0601.330-0610.650 | 450
P=0210 | X=0505.390-0522.030 | Y=0601.330-0610.650 | 410
P=0210 | X=0107.330-0338.410 | Y=0610.970-0622.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0210 | X=0107.330-0384.500 | Y=0628.270-0639.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0210 | X=0107.330-0429.080 | Y=0646.270-0657.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Xá đoạn từ
P=0210 | X=0107.330-0399.080 | Y=0657.790-0669.030 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0210 | X=0107.330-0135.330 | Y=0669.310-0680.550 | măng:
P=0210 | X=0092.900-0104.020 | Y=0677.190-0686.510 | 87
P=0210 | X=0461.210-0477.850 | Y=0677.190-0686.510 | 350
P=0210 | X=0505.390-0522.030 | Y=0677.190-0686.510 | 310
P=0210 | X=0107.330-0338.880 | Y=0686.830-0698.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0210 | X=0107.330-0413.750 | Y=0704.370-0715.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0211 | X=0107.330-0149.010 | Y=0072.740-0083.980 | ≤1.000m.
P=0211 | X=0107.330-0330.500 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0211 | X=0107.330-0429.080 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Xá đoạn từ
P=0211 | X=0107.330-0399.080 | Y=0119.810-0131.050 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0211 | X=0107.330-0135.330 | Y=0131.330-0142.570 | măng:
P=0211 | X=0092.900-0104.020 | Y=0139.210-0148.530 | 88
P=0211 | X=0461.210-0477.850 | Y=0139.210-0148.530 | 230
P=0211 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 220
P=0211 | X=0107.330-0393.120 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0211 | X=0107.330-0330.970 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0211 | X=0107.330-0426.940 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0211 | X=0107.330-0426.550 | Y=0195.650-0206.890 | Ngô Xá đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0211 | X=0107.330-0181.410 | Y=0207.190-0218.430 | bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0215.070-0224.390 | 89
P=0211 | X=0461.210-0477.850 | Y=0215.070-0224.390 | 450
P=0211 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 410
P=0211 | X=0107.330-0338.410 | Y=0224.710-0235.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0211 | X=0107.330-0384.500 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0211 | X=0107.330-0426.940 | Y=0260.230-0271.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0211 | X=0107.330-0426.550 | Y=0271.750-0282.990 | Ngô Xá đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0211 | X=0107.330-0181.410 | Y=0283.300-0294.540 | bê tông xi măng:
P=0211 | X=0092.900-0338.880 | Y=0300.820-0314.900 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0211 | X=0461.210-0477.850 | Y=0305.580-0314.900 | 350
P=0211 | X=0505.390-0522.030 | Y=0305.580-0314.900 | 310
P=0211 | X=0107.330-0413.750 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0211 | X=0107.330-0149.010 | Y=0329.860-0341.100 | ≤1.000m.
P=0211 | X=0107.330-0330.500 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0211 | X=0107.330-0426.940 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0211 | X=0107.330-0426.550 | Y=0376.920-0388.160 | Ngô Xá đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0211 | X=0107.330-0181.410 | Y=0388.200-0399.440 | bê tông xi măng:
P=0211 | X=0092.900-0104.050 | Y=0396.080-0405.400 | 91
P=0211 | X=0461.210-0477.850 | Y=0396.080-0405.400 | 230
P=0211 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 220
P=0211 | X=0107.330-0393.120 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0211 | X=0107.330-0333.640 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0211 | X=0107.330-0183.510 | Y=0441.240-0452.480 | Đường bên hông
P=0211 | X=0272.020-0424.300 | Y=0447.000-0458.240 | Thửa đất số 722, tờ BĐĐC số 108
P=0211 | X=0092.900-0104.020 | Y=0448.880-0458.200 | 92
P=0211 | X=0203.830-0244.100 | Y=0448.880-0458.200 | Quốc lộ I
P=0211 | X=0461.210-0477.850 | Y=0448.880-0458.200 | 670
P=0211 | X=0505.390-0522.030 | Y=0448.880-0458.200 | 600
P=0211 | X=0107.330-0182.640 | Y=0454.660-0463.980 | giáo xứ Sài Quất
P=0211 | X=0107.330-0421.890 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bên hông giáo
P=0211 | X=0107.330-0418.300 | Y=0482.300-0493.540 | xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ BĐĐC số 108
P=0211 | X=0107.330-0314.180 | Y=0493.820-0505.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0501.700-0511.020 | 93
P=0211 | X=0461.210-0477.850 | Y=0501.700-0511.020 | 450
P=0211 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 410
P=0211 | X=0107.330-0338.410 | Y=0511.340-0522.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0211 | X=0107.330-0384.500 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0211 | X=0107.330-0421.890 | Y=0546.890-0558.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bên hông giáo
P=0211 | X=0107.330-0418.300 | Y=0558.410-0569.650 | xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ BĐĐC số 108
P=0211 | X=0107.330-0314.180 | Y=0569.930-0581.170 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0338.880 | Y=0587.450-0601.530 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0211 | X=0461.210-0477.850 | Y=0592.210-0601.530 | 350
P=0211 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 310
P=0211 | X=0107.330-0413.750 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0211 | X=0107.330-0149.010 | Y=0616.270-0627.510 | ≤1.000m.
P=0211 | X=0107.330-0330.500 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0211 | X=0107.330-0421.890 | Y=0651.790-0663.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bên hông giáo
P=0211 | X=0107.330-0418.300 | Y=0663.310-0674.550 | xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ BĐĐC số 108
P=0211 | X=0092.900-0314.180 | Y=0674.070-0686.070 | 95 có hiện trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0461.210-0477.850 | Y=0674.070-0683.390 | 230
P=0211 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 220
P=0211 | X=0107.330-0393.120 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0212 | X=0107.330-0330.970 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0212 | X=0107.330-0426.940 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0212 | X=0107.330-0420.280 | Y=0108.260-0119.500 | bên hông giáo xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ
P=0212 | X=0107.330-0378.260 | Y=0119.810-0131.050 | BĐĐC số 108 có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0127.690-0137.010 | 96
P=0212 | X=0461.210-0477.850 | Y=0127.690-0137.010 | 450
P=0212 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 410
P=0212 | X=0107.330-0341.280 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤ 1.000m.
P=0212 | X=0107.330-0384.500 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0212 | X=0107.330-0426.940 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0212 | X=0107.330-0420.280 | Y=0184.370-0195.610 | bên hông giáo xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ
P=0212 | X=0107.330-0378.260 | Y=0195.650-0206.890 | BĐĐC số 108 có hiện trạng là đường nhựa, bê tông xi măng;
P=0212 | X=0092.900-0338.880 | Y=0213.190-0227.510 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0212 | X=0461.210-0477.850 | Y=0218.190-0227.510 | 350
P=0212 | X=0505.390-0522.030 | Y=0218.190-0227.510 | 310
P=0212 | X=0107.330-0413.750 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0212 | X=0107.330-0149.010 | Y=0242.230-0253.470 | ≤1.000m.
P=0212 | X=0107.330-0330.500 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0212 | X=0107.330-0426.940 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0212 | X=0107.330-0420.280 | Y=0289.300-0300.540 | bên hông giáo xứ Sài Quất đoạn từ Quốc lộ 1 đến Thửa đất số 722, tờ
P=0212 | X=0107.330-0378.260 | Y=0300.820-0312.060 | BĐĐC số 108 có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0308.700-0318.020 | 98
P=0212 | X=0461.210-0477.850 | Y=0308.700-0318.020 | 230
P=0212 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 220
P=0212 | X=0107.330-0393.120 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0212 | X=0107.330-0333.630 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0212 | X=0107.330-0195.430 | Y=0355.740-0365.060 | Tuyến chống ùn tắc
P=0212 | X=0107.330-0190.230 | Y=0365.400-0376.640 | giao thông (đường
P=0212 | X=0272.020-0319.720 | Y=0371.160-0382.400 | Đường sắt
P=0212 | X=0092.900-0104.020 | Y=0373.040-0382.360 | 99
P=0212 | X=0203.830-0246.900 | Y=0373.040-0382.360 | Quốc lộ 1
P=0212 | X=0461.210-0477.850 | Y=0373.040-0382.360 | 670
P=0212 | X=0505.390-0522.030 | Y=0373.040-0382.360 | 600
P=0212 | X=0107.330-0197.670 | Y=0376.920-0388.160 | vào Công ty thức ăn
P=0212 | X=0107.330-0197.060 | Y=0390.080-0399.400 | gia súc Thanh Bình)
P=0212 | X=0107.330-0412.220 | Y=0406.200-0417.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến chống ùn tắc
P=0212 | X=0107.330-0412.730 | Y=0417.720-0428.960 | giao thông (đường vào Công ty thức ăn gia súc Thanh Bình) đoạn từ
P=0212 | X=0107.330-0399.080 | Y=0429.240-0440.480 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0212 | X=0090.020-0135.330 | Y=0440.760-0452.200 | 100 măng:
P=0212 | X=0461.210-0477.850 | Y=0442.880-0452.200 | 450
P=0212 | X=0505.390-0522.030 | Y=0442.880-0452.200 | 410
P=0212 | X=0107.330-0338.410 | Y=0458.300-0469.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0212 | X=0107.330-0384.500 | Y=0475.820-0487.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0212 | X=0107.330-0412.220 | Y=0493.820-0505.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến chống ùn tắc
P=0212 | X=0107.330-0412.730 | Y=0505.340-0516.580 | giao thông (đường vào Công ty thức ăn gia súc Thanh Bình) đoạn từ
P=0212 | X=0107.330-0399.080 | Y=0516.860-0528.100 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0212 | X=0107.330-0135.330 | Y=0528.380-0539.620 | măng;
P=0212 | X=0090.020-0338.880 | Y=0544.930-0557.170 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0212 | X=0461.210-0477.850 | Y=0544.930-0554.250 | 350
P=0212 | X=0505.390-0522.030 | Y=0544.930-0554.250 | 310
P=0212 | X=0107.330-0413.750 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0212 | X=0107.330-0149.010 | Y=0574.970-0586.210 | ≤1.000m.
P=0212 | X=0107.330-0330.500 | Y=0592.250-0603.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0212 | X=0107.330-0412.220 | Y=0610.250-0621.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến chống ùn tắc
P=0212 | X=0107.330-0412.730 | Y=0621.790-0633.030 | giao thông (đường vào Công ty thức ăn gia súc Thanh Bình) đoạn từ
P=0212 | X=0107.330-0399.080 | Y=0633.310-0644.550 | Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông xi
P=0212 | X=0090.020-0135.330 | Y=0644.830-0656.270 | 102 măng:
P=0212 | X=0461.210-0477.850 | Y=0646.950-0656.270 | 230
P=0212 | X=0505.390-0522.030 | Y=0646.950-0656.270 | 220
P=0212 | X=0107.330-0393.120 | Y=0662.350-0673.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0212 | X=0107.330-0330.970 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0212 | X=0090.020-0423.100 | Y=0697.870-0709.110 | 103 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Tuyến
P=0212 | X=0461.210-0477.850 | Y=0699.750-0709.070 | 450
P=0212 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 410
P=0213 | X=0107.330-0408.660 | Y=0072.740-0083.980 | chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc Thanh
P=0213 | X=0107.330-0416.950 | Y=0084.260-0095.500 | Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0213 | X=0107.330-0181.410 | Y=0095.780-0107.020 | bê tông xi măng:
P=0213 | X=0107.330-0338.410 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0213 | X=0107.330-0384.500 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0213 | X=0107.330-0423.100 | Y=0148.850-0160.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Tuyến
P=0213 | X=0107.330-0408.700 | Y=0160.370-0171.610 | chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc Thanh
P=0213 | X=0107.330-0416.950 | Y=0171.650-0182.890 | Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0213 | X=0107.330-0181.410 | Y=0183.170-0194.410 | bê tông xi măng:
P=0213 | X=0090.020-0338.880 | Y=0199.950-0211.950 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0213 | X=0461.210-0477.850 | Y=0199.950-0209.270 | 350
P=0213 | X=0505.390-0522.030 | Y=0199.950-0209.270 | 310
P=0213 | X=0107.330-0413.750 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0213 | X=0107.330-0149.010 | Y=0229.750-0240.990 | ≤1.000m.
P=0213 | X=0107.330-0330.500 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0213 | X=0107.330-0423.100 | Y=0265.270-0276.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Tuyến
P=0213 | X=0107.330-0408.660 | Y=0276.790-0288.030 | chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc Thanh
P=0213 | X=0107.330-0416.950 | Y=0288.340-0299.580 | Bình) đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa,
P=0213 | X=0090.020-0181.410 | Y=0299.860-0311.300 | 105 bê tông xi măng:
P=0213 | X=0461.210-0477.850 | Y=0301.980-0311.300 | 230
P=0213 | X=0505.390-0522.030 | Y=0301.980-0311.300 | 220
P=0213 | X=0107.330-0393.120 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0213 | X=0107.330-0333.620 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0213 | X=0090.020-0190.910 | Y=0352.900-0364.140 | 106 Đường Thái Hòa 4
P=0213 | X=0272.020-0319.720 | Y=0352.900-0364.140 | Đường sắt
P=0213 | X=0210.070-0253.140 | Y=0354.780-0364.100 | Quốc lộ 1
P=0213 | X=0461.210-0477.850 | Y=0354.780-0364.100 | 670
P=0213 | X=0505.390-0522.030 | Y=0354.780-0364.100 | 600
P=0213 | X=0107.330-0407.460 | Y=0370.920-0382.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 4
P=0213 | X=0107.330-0427.650 | Y=0382.200-0393.440 | đoạn từ Quốc lộ 1 đến Đường sắt cứ hiện trạng là đường nhựa, bê tông
P=0213 | X=0107.330-0145.160 | Y=0393.720-0404.960 | xi măng:
P=0213 | X=0090.020-0106.660 | Y=0401.600-0410.920 | 107
P=0213 | X=0461.210-0477.850 | Y=0401.600-0410.920 | 450
P=0213 | X=0505.390-0522.030 | Y=0401.600-0410.920 | 410
P=0213 | X=0107.330-0338.410 | Y=0411.240-0422.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0213 | X=0107.330-0384.500 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0213 | X=0107.330-0407.460 | Y=0446.760-0458.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 4
P=0213 | X=0107.330-0426.450 | Y=0458.300-0469.540 | đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là đường nhựa, bê tông
P=0213 | X=0107.330-0145.160 | Y=0469.820-0481.060 | xi măng:
P=0213 | X=0090.020-0338.880 | Y=0487.340-0501.420 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
