TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0176 | X=0115.490-0421.910 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0176 | X=0115.490-0149.010 | Y=0142.370-0153.610 | ≤600m.
P=0176 | X=0115.490-0338.660 | Y=0159.650-0170.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0176 | X=0115.490-0411.280 | Y=0177.650-0188.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp từ
P=0176 | X=0115.490-0401.260 | Y=0189.170-0200.410 | đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài đến
P=0176 | X=0115.490-0421.650 | Y=0200.710-0211.950 | đường Nguyễn Thái Học đoạn từ Đường Trần Văn Xã (từ đường Bùi
P=0176 | X=0115.490-0409.710 | Y=0212.230-0223.470 | Trọng Nghĩa đến đường D2 - Khu dân cư Phú Gia 2) đến Bên trái:
P=0176 | X=0115.490-0409.910 | Y=0223.750-0234.990 | Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa
P=0176 | X=0097.010-0108.130 | Y=0231.630-0240.950 | 95
P=0176 | X=0445.610-0462.250 | Y=0231.630-0240.950 | 520
P=0176 | X=0505.390-0522.030 | Y=0231.630-0240.950 | 350
P=0176 | X=0115.490-0391.890 | Y=0235.270-0246.510 | đất số 262, tờ BĐĐC số 42 phường Trảng Dài có hiện trạng là
P=0176 | X=0115.490-0251.260 | Y=0246.790-0258.030 | đường nhựa, bê tông xi măng:
P=0176 | X=0115.490-0392.920 | Y=0264.310-0275.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0176 | X=0115.490-0341.780 | Y=0281.860-0293.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0176 | X=0115.490-0400.750 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0115.490-0416.860 | Y=0311.380-0322.620 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0176 | X=0115.490-0422.380 | Y=0322.900-0334.140 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Đường Trần Văn Xã
P=0176 | X=0115.490-0415.760 | Y=0334.420-0345.660 | (từ đường Bùi Trọng Nghĩa đến đường D2 - Khu dân cư Phú Gia 2)
P=0176 | X=0115.490-0422.970 | Y=0345.700-0356.940 | đến Bên trái: Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết
P=0176 | X=0097.010-0108.130 | Y=0353.580-0362.900 | 96
P=0176 | X=0445.610-0462.250 | Y=0353.580-0362.900 | 780
P=0176 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 510
P=0176 | X=0115.490-0401.980 | Y=0357.220-0368.460 | ranh thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài có hiện
P=0176 | X=0115.490-0287.270 | Y=0368.760-0380.000 | trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0115.490-0338.400 | Y=0386.280-0397.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0176 | X=0115.490-0392.680 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0176 | X=0115.490-0400.750 | Y=0421.800-0433.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0115.490-0416.860 | Y=0433.320-0444.560 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0176 | X=0115.490-0422.380 | Y=0444.840-0456.080 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Đường Trần Văn Xã
P=0176 | X=0115.490-0415.760 | Y=0456.380-0467.620 | (từ đường Bùi Trọng Nghĩa đến đường D2 - Khu dân cư Phú Gia 2)
P=0176 | X=0115.490-0422.970 | Y=0467.900-0479.140 | đến Bên trái: Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết
P=0176 | X=0115.490-0401.980 | Y=0479.420-0490.660 | ranh thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài có hiện
P=0176 | X=0097.010-0287.270 | Y=0490.180-0502.180 | 97 trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0445.610-0462.250 | Y=0490.180-0499.500 | 660
P=0176 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 440
P=0176 | X=0115.490-0338.660 | Y=0508.220-0519.460 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0176 | X=0115.490-0421.910 | Y=0525.740-0536.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0176 | X=0115.490-0149.010 | Y=0537.290-0548.530 | ≤600m.
P=0176 | X=0115.490-0338.660 | Y=0554.810-0566.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0176 | X=0115.490-0400.750 | Y=0572.810-0584.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0115.490-0416.860 | Y=0584.330-0595.570 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0176 | X=0115.490-0422.380 | Y=0595.850-0607.090 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Đường Trần Văn Xã
P=0176 | X=0115.490-0415.760 | Y=0607.370-0618.610 | (từ đường Bùi Trọng Nghĩa đến đường D2 - Khu dân cư Phú Gia 2)
P=0176 | X=0115.490-0422.970 | Y=0618.910-0630.150 | đến Bên trái: Hết ranh thửa đất số 241, tờ BĐĐC số 42; bên phải: hết
P=0176 | X=0097.010-0108.130 | Y=0626.790-0636.110 | 98
P=0176 | X=0445.610-0462.250 | Y=0626.790-0636.110 | 520
P=0176 | X=0505.390-0522.030 | Y=0626.790-0636.110 | 350
P=0176 | X=0115.490-0401.980 | Y=0630.430-0641.670 | ranh thửa đất số 262, tờ BĐĐC số 42 phường Trảng Dài có hiện
P=0176 | X=0115.490-0287.270 | Y=0641.950-0653.190 | trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0115.490-0393.420 | Y=0659.470-0670.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600rn.
P=0176 | X=0115.490-0341.780 | Y=0676.750-0687.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0176 | X=0115.490-0163.350 | Y=0694.750-0705.990 | Đường nối
P=0176 | X=0182.710-0413.730 | Y=0694.750-0705.990 | Bên trái: Hết ranh thửa đất số Đường Nguyễn Thái
P=0176 | X=0097.010-0108.130 | Y=0702.420-0711.740 | 99
P=0176 | X=0437.450-0462.500 | Y=0702.420-0711.740 | 1.200
P=0176 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 770
P=0176 | X=0115.490-0340.440 | Y=0706.290-0717.530 | tiếp từ đường 241, tờ BĐĐC số 42; bên phải: Học
P=0177 | X=0115.490-0307.210 | Y=0072.740-0083.980 | Trần Văn Xã hết ranh thửa đất số 262 ,tờ
P=0177 | X=0115.490-0152.770 | Y=0084.260-0095.500 | qua Văn
P=0177 | X=0182.710-0305.720 | Y=0084.260-0095.500 | BĐĐC số 42 phường Trảng
P=0177 | X=0115.490-0165.030 | Y=0097.660-0106.980 | phòng KP4
P=0177 | X=0182.710-0197.670 | Y=0097.660-0106.980 | Dài
P=0177 | X=0115.490-0180.150 | Y=0107.300-0118.540 | phường Trảng
P=0177 | X=0115.490-0150.130 | Y=0118.850-0130.090 | Dài đến
P=0177 | X=0115.490-0145.570 | Y=0130.370-0141.610 | đường
P=0177 | X=0115.490-0172.200 | Y=0143.530-0152.850 | Nguyễn Thái
P=0177 | X=0115.490-0133.250 | Y=0155.050-0164.370 | Học
P=0177 | X=0115.490-0411.280 | Y=0171.170-0182.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp từ
P=0177 | X=0115.490-0401.260 | Y=0182.690-0193.930 | đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0115.490-0419.590 | Y=0194.210-0205.450 | đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất số 241,
P=0177 | X=0115.490-0415.420 | Y=0205.750-0216.990 | tờ BĐĐC số 42, bên phải: hết ranh thửa đất số 262, tờ BĐĐC số 42
P=0177 | X=0094.100-0403.170 | Y=0217.270-0228.710 | 100 phường Trảng Dài đến Đường Nguyễn Thái Học có hiện trạng là
P=0177 | X=0445.610-0462.250 | Y=0219.390-0228.710 | 780
P=0177 | X=0505.390-0522.030 | Y=0219.390-0228.710 | 510
P=0177 | X=0115.490-0251.260 | Y=0228.790-0240.030 | đường nhựa, bê tông xi măng:
P=0177 | X=0115.490-0338.400 | Y=0246.310-0257.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0177 | X=0115.490-0392.700 | Y=0263.830-0275.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0177 | X=0115.490-0411.280 | Y=0281.860-0293.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp từ
P=0177 | X=0115.490-0401.260 | Y=0293.380-0304.620 | đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0115.490-0421.270 | Y=0304.900-0316.140 | Đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất số 241,
P=0177 | X=0115.490-0415.420 | Y=0316.420-0327.660 | tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262, tờ BĐĐC số 42
P=0177 | X=0115.490-0403.170 | Y=0327.700-0338.940 | phường Trảng Dài đến Đường Nguyễn Thái Học có hiện trạng là
P=0177 | X=0094.100-0251.260 | Y=0339.220-0353.780 | 101 đường nhựa, bê tông xi măng:
P=0177 | X=0445.610-0462.250 | Y=0344.460-0353.780 | 660
P=0177 | X=0505.390-0522.030 | Y=0344.460-0353.780 | 440
P=0177 | X=0115.490-0338.660 | Y=0356.740-0367.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0177 | X=0115.490-0421.910 | Y=0374.280-0385.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0177 | X=0115.490-0149.010 | Y=0385.800-0397.040 | ≤600m.
P=0177 | X=0115.490-0338.660 | Y=0403.320-0414.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0177 | X=0115.490-0411.280 | Y=0421.320-0432.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối tiếp từ
P=0177 | X=0115.490-0401.260 | Y=0432.840-0444.080 | đường Trần Văn Xã qua Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0115.490-0419.590 | Y=0444.360-0455.600 | đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh thửa đất số 241,
P=0177 | X=0115.490-0415.420 | Y=0455.900-0467.140 | tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262, tờ BĐĐC số 42
P=0177 | X=0094.100-0403.170 | Y=0467.420-0478.860 | 102 phường Trảng Dài đến Đường Nguyễn Thái Học có hiện trạng là
P=0177 | X=0445.610-0462.250 | Y=0469.540-0478.860 | 520
P=0177 | X=0505.390-0522.030 | Y=0469.540-0478.860 | 350
P=0177 | X=0115.490-0251.260 | Y=0478.940-0490.180 | đường nhựa, bê tông xi măng:
P=0177 | X=0115.490-0392.920 | Y=0496.220-0507.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0177 | X=0115.490-0339.130 | Y=0513.740-0524.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0177 | X=0115.490-0400.750 | Y=0531.740-0542.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0177 | X=0115.490-0416.860 | Y=0543.290-0554.530 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0177 | X=0115.490-0410.380 | Y=0554.810-0566.050 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh
P=0177 | X=0115.490-0420.550 | Y=0566.330-0577.570 | thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262,
P=0177 | X=0094.100-0415.650 | Y=0577.850-0589.290 | 103 tờ BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0177 | X=0445.610-0462.250 | Y=0579.970-0589.290 | 780
P=0177 | X=0505.390-0522.030 | Y=0579.970-0589.290 | 510
P=0177 | X=0115.490-0309.100 | Y=0589.370-0600.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0177 | X=0115.490-0338.400 | Y=0606.890-0618.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0177 | X=0115.490-0392.680 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0177 | X=0115.490-0400.780 | Y=0642.430-0653.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0177 | X=0115.490-0416.860 | Y=0653.950-0665.190 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0177 | X=0115.490-0410.380 | Y=0665.470-0676.710 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh
P=0177 | X=0094.100-0110.740 | Y=0673.110-0682.430 | 104
P=0177 | X=0445.610-0462.250 | Y=0673.110-0682.430 | 660
P=0177 | X=0505.390-0522.030 | Y=0673.110-0682.430 | 440
P=0177 | X=0115.490-0420.550 | Y=0676.750-0687.990 | thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262,
P=0177 | X=0115.490-0415.650 | Y=0688.270-0699.510 | tờ BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0177 | X=0115.490-0309.100 | Y=0699.810-0711.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0178 | X=0115.490-0338.660 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0178 | X=0115.490-0421.910 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0178 | X=0115.490-0149.010 | Y=0107.780-0119.020 | ≤600m.
P=0178 | X=0115.490-0338.660 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0178 | X=0115.490-0400.750 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0178 | X=0115.490-0416.860 | Y=0154.850-0166.090 | Đường nối tiếp từ đường Trần Văn Xã qua Văn phòng KP4 phường
P=0178 | X=0115.490-0410.380 | Y=0166.370-0177.610 | Trảng Dài đến đường Nguyễn Thái Học đoạn từ Bên trái: Hết ranh
P=0178 | X=0115.490-0420.550 | Y=0177.650-0188.890 | thửa đất số 241, tờ BĐĐC số 42; bên phải: hết ranh thửa đất số 262,
P=0178 | X=0094.100-0415.650 | Y=0189.170-0200.610 | 105 tờ BĐĐC số 42 phường Trảng Dài đến Đường Nguyễn Thái Học có
P=0178 | X=0445.610-0462.250 | Y=0191.290-0200.610 | 520
P=0178 | X=0505.390-0522.030 | Y=0191.290-0200.610 | 350
P=0178 | X=0115.490-0309.100 | Y=0200.710-0211.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0178 | X=0115.490-0386.920 | Y=0218.230-0229.470 | Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0178 | X=0115.490-0341.780 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông > 200m,
P=0178 | X=0115.490-0172.930 | Y=0253.750-0264.990 | Đường Thân
P=0178 | X=0182.710-0259.520 | Y=0259.510-0270.750 | Đường tỉnh 768B
P=0178 | X=0094.100-0110.740 | Y=0261.390-0270.710 | 106
P=0178 | X=0310.680-0373.640 | Y=0261.390-0270.710 | Suối Săn Máu
P=0178 | X=0437.450-0462.500 | Y=0261.390-0270.710 | 1.200
P=0178 | X=0505.390-0522.030 | Y=0261.390-0270.710 | 770
P=0178 | X=0115.490-0168.370 | Y=0267.150-0276.470 | Nhân Trung
P=0178 | X=0115.490-0416.120 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân Nhân
P=0178 | X=0115.490-0414.700 | Y=0294.820-0306.060 | Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu có hiện trạng là
P=0178 | X=0115.490-0251.260 | Y=0306.340-0317.580 | đường nhựa, bê tông xi măng:
P=0178 | X=0094.100-0110.740 | Y=0314.220-0323.540 | 107
P=0178 | X=0445.610-0462.250 | Y=0314.220-0323.540 | 780
P=0178 | X=0505.390-0522.030 | Y=0314.220-0323.540 | 510
P=0178 | X=0115.490-0338.400 | Y=0323.860-0335.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0178 | X=0115.490-0392.680 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0178 | X=0115.490-0416.120 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân Nhân
P=0178 | X=0115.490-0414.700 | Y=0370.920-0382.160 | Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu có hiện trạng là
P=0178 | X=0115.490-0251.260 | Y=0382.200-0393.440 | đường nhựa, bê tông xi măng:
P=0178 | X=0094.100-0338.660 | Y=0399.720-0414.040 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0178 | X=0445.610-0462.250 | Y=0404.720-0414.040 | 660
P=0178 | X=0505.390-0522.030 | Y=0404.720-0414.040 | 440
P=0178 | X=0115.490-0421.910 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0178 | X=0115.490-0149.010 | Y=0428.760-0440.000 | ≤600m.
P=0178 | X=0115.490-0338.660 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0178 | X=0115.490-0416.120 | Y=0464.300-0475.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thân Nhân
P=0178 | X=0115.490-0414.700 | Y=0475.820-0487.060 | Trung đoạn từ Đường tỉnh 768B đến Suối Săn Máu cũ hiện trạng là
P=0178 | X=0115.490-0251.260 | Y=0487.340-0498.580 | đường nhựa, bê tông xi măng:
P=0178 | X=0094.100-0110.740 | Y=0495.220-0504.540 | 109
P=0178 | X=0445.610-0462.250 | Y=0495.220-0504.540 | 520
P=0178 | X=0505.390-0522.030 | Y=0495.220-0504.540 | 350
P=0178 | X=0115.490-0392.920 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0178 | X=0115.490-0339.130 | Y=0522.380-0533.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0178 | X=0115.490-0400.750 | Y=0540.410-0551.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0178 | X=0115.490-0407.970 | Y=0551.930-0563.170 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0178 | X=0115.490-0344.650 | Y=0563.450-0574.690 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0178 | X=0094.100-0110.740 | Y=0571.330-0580.650 | 110
P=0178 | X=0445.610-0462.250 | Y=0571.330-0580.650 | 780
P=0178 | X=0505.390-0522.030 | Y=0571.330-0580.650 | 510
P=0178 | X=0115.490-0338.400 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0178 | X=0115.490-0392.680 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0178 | X=0115.490-0400.750 | Y=0616.270-0627.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0178 | X=0115.490-0407.970 | Y=0627.790-0639.030 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0178 | X=0115.490-0344.650 | Y=0639.310-0650.550 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0178 | X=0094.100-0338.660 | Y=0656.830-0671.150 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0178 | X=0445.610-0462.250 | Y=0661.830-0671.150 | 660
P=0178 | X=0505.390-0522.030 | Y=0661.830-0671.150 | 440
P=0178 | X=0115.490-0421.910 | Y=0674.350-0685.590 | - Có bề rộng từ ≤3m đến <5m, cách đường giao thông từ >400m đến
P=0178 | X=0115.490-0149.010 | Y=0685.870-0697.110 | ≤600m.
P=0178 | X=0115.490-0338.660 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0179 | X=0115.490-0400.750 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0179 | X=0115.490-0407.970 | Y=0090.260-0101.500 | Đường Thân Nhân Trung đoạn từ Đường tỉnh 768B đến Suối Săn
P=0179 | X=0115.490-0344.650 | Y=0101.780-0113.020 | Máu có hiện trạng là đường nhựa, bê tông xi măng:
P=0179 | X=0094.100-0110.740 | Y=0109.660-0118.980 | 112
P=0179 | X=0445.610-0462.250 | Y=0109.660-0118.980 | 520
P=0179 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 350
P=0179 | X=0115.490-0392.920 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0179 | X=0115.490-0341.810 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
