TABLE=015 | AREA=Xã Phước Thái | SECTION=agricultural | SEGMENTS=1
P=0457 | X=0109.010-0407.500 | Y=0517.340-0528.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0457 | X=0109.010-0400.460 | Y=0528.860-0540.100 | đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư Phước
P=0457 | X=0109.010-0343.690 | Y=0540.410-0551.650 | Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0457 | X=0093.620-0104.740 | Y=0548.290-0557.610 | 37
P=0457 | X=0449.450-0466.090 | Y=0548.290-0557.610 | 510
P=0457 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 470
P=0457 | X=0109.010-0331.920 | Y=0557.930-0569.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0457 | X=0109.010-0386.200 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0457 | X=0109.010-0407.500 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0457 | X=0109.010-0400.460 | Y=0604.970-0616.210 | đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư Phước
P=0457 | X=0109.010-0343.690 | Y=0616.270-0627.510 | Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0457 | X=0093.620-0332.180 | Y=0633.790-0648.110 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0457 | X=0449.450-0466.090 | Y=0638.790-0648.110 | 420
P=0457 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 380
P=0457 | X=0109.010-0395.900 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0457 | X=0109.010-0161.970 | Y=0662.830-0674.070 | đến ≤600m.
P=0457 | X=0109.010-0332.180 | Y=0680.350-0691.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0457 | X=0093.620-0407.500 | Y=0698.350-0709.590 | 39 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0457 | X=0449.450-0466.090 | Y=0700.230-0709.550 | 310
P=0457 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 260
P=0458 | X=0109.010-0400.460 | Y=0072.740-0083.980 | đoạn từ Cầu Phước Thiền đến Đường vào khu tái định cư Phước
P=0458 | X=0109.010-0343.690 | Y=0084.260-0095.500 | Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0458 | X=0109.010-0386.440 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0458 | X=0109.010-0332.650 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0458 | X=0109.010-0394.270 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0458 | X=0109.010-0401.980 | Y=0148.850-0160.090 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0458 | X=0109.010-0395.950 | Y=0160.370-0171.610 | tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0458 | X=0093.620-0137.010 | Y=0171.650-0183.330 | 40 măng:
P=0458 | X=0449.450-0466.090 | Y=0174.010-0183.330 | 510
P=0458 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 470
P=0458 | X=0109.010-0331.920 | Y=0189.170-0200.410 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0458 | X=0109.010-0386.200 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0458 | X=0109.010-0394.270 | Y=0224.710-0235.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0458 | X=0109.010-0401.980 | Y=0236.230-0247.470 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0458 | X=0109.010-0395.950 | Y=0247.750-0258.990 | tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0458 | X=0109.010-0137.010 | Y=0259.270-0270.510 | măng:
P=0458 | X=0093.620-0332.180 | Y=0275.790-0288.030 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0458 | X=0449.450-0466.090 | Y=0275.790-0285.110 | 420
P=0458 | X=0505.390-0522.030 | Y=0275.790-0285.110 | 380
P=0458 | X=0109.010-0395.900 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0458 | X=0109.010-0161.970 | Y=0305.860-0317.100 | đến ≤600m.
P=0458 | X=0109.010-0332.200 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0458 | X=0109.010-0394.270 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0458 | X=0109.010-0401.980 | Y=0352.900-0364.140 | Đường Lý Thái Tổ đoạn từ Cầu Phước Thiền đến Đường vào khu
P=0458 | X=0109.010-0395.950 | Y=0364.180-0375.420 | tái định cư Phước Thiền có hiện trạng là đường nhựa, bê tông xi
P=0458 | X=0093.620-0137.010 | Y=0375.720-0387.160 | 42 măng:
P=0458 | X=0449.450-0466.090 | Y=0377.840-0387.160 | 310
P=0458 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 260
P=0458 | X=0109.010-0386.450 | Y=0393.240-0404.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0458 | X=0109.010-0332.650 | Y=0410.760-0422.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0458 | X=0213.670-0296.580 | Y=0428.760-0440.000 | Đường vào khu tái
P=0458 | X=0312.840-0406.310 | Y=0428.760-0440.000 | Đường vào đình Phú
P=0458 | X=0093.620-0190.950 | Y=0434.520-0445.760 | 43 Đường Lý Thái Tổ
P=0458 | X=0449.450-0466.090 | Y=0436.400-0445.720 | 730
P=0458 | X=0505.390-0522.030 | Y=0436.400-0445.720 | 670
P=0458 | X=0213.670-0334.760 | Y=0440.280-0451.520 | định cư Phước Thiền Mỹ 2
P=0458 | X=0109.010-0407.500 | Y=0458.300-0469.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0458 | X=0109.010-0399.350 | Y=0469.820-0481.060 | đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường vào
P=0458 | X=0109.010-0383.080 | Y=0481.340-0492.580 | đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0458 | X=0093.620-0104.740 | Y=0489.220-0498.540 | 44
P=0458 | X=0449.450-0466.090 | Y=0489.220-0498.540 | 500
P=0458 | X=0505.390-0522.030 | Y=0489.220-0498.540 | 450
P=0458 | X=0109.010-0340.090 | Y=0498.860-0510.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0458 | X=0109.010-0386.200 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0458 | X=0109.010-0407.500 | Y=0534.410-0545.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0458 | X=0109.010-0399.350 | Y=0545.930-0557.170 | đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường vào
P=0458 | X=0109.010-0383.080 | Y=0557.450-0568.690 | đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0458 | X=0093.620-0340.560 | Y=0574.970-0589.050 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0458 | X=0449.450-0466.090 | Y=0579.730-0589.050 | 370
P=0458 | X=0505.390-0522.030 | Y=0579.730-0589.050 | 330
P=0458 | X=0109.010-0395.900 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0458 | X=0109.010-0170.140 | Y=0603.770-0615.010 | đến ≤1.000m.
P=0458 | X=0109.010-0332.180 | Y=0621.310-0632.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0458 | X=0109.010-0407.500 | Y=0639.310-0650.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0458 | X=0109.010-0399.350 | Y=0650.830-0662.070 | đoạn từ Đường vào khu tái định cư Phước Thiền đến Đường vào
P=0458 | X=0109.010-0383.080 | Y=0662.350-0673.590 | đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0458 | X=0093.620-0104.740 | Y=0670.230-0679.550 | 46
P=0458 | X=0449.450-0466.090 | Y=0670.230-0679.550 | 250
P=0458 | X=0505.390-0522.030 | Y=0670.230-0679.550 | 220
P=0458 | X=0109.010-0394.820 | Y=0679.870-0691.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0458 | X=0109.010-0332.650 | Y=0697.390-0708.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0459 | X=0109.010-0394.270 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0459 | X=0109.010-0410.860 | Y=0090.260-0101.500 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước Thiền
P=0459 | X=0109.010-0393.100 | Y=0101.780-0113.020 | đến Đường vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê
P=0459 | X=0093.620-0169.170 | Y=0113.300-0124.740 | 47 tông xi măng:
P=0459 | X=0449.450-0466.090 | Y=0115.420-0124.740 | 500
P=0459 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 450
P=0459 | X=0109.010-0340.120 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0459 | X=0109.010-0386.200 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0459 | X=0109.010-0394.270 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0459 | X=0109.010-0410.860 | Y=0177.650-0188.890 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước Thiền
P=0459 | X=0109.010-0393.100 | Y=0189.170-0200.410 | đến Đường vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê
P=0459 | X=0109.010-0169.170 | Y=0200.710-0211.950 | tông xi măng:
P=0459 | X=0093.620-0340.580 | Y=0217.470-0229.470 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0459 | X=0449.450-0466.090 | Y=0217.470-0226.790 | 370
P=0459 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 330
P=0459 | X=0109.010-0395.900 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0459 | X=0109.010-0170.130 | Y=0247.270-0258.510 | đến ≤1.000m.
P=0459 | X=0109.010-0332.180 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0459 | X=0109.010-0394.270 | Y=0282.820-0294.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0459 | X=0109.010-0410.860 | Y=0294.340-0305.580 | Đường Lý Thái Tổ đoạn từ Đường vào khu tái định cư Phước Thiền
P=0459 | X=0109.010-0393.100 | Y=0305.860-0317.100 | đến Đường vào đình Phú Mỹ 2 có hiện trạng là đường nhựa, bê
P=0459 | X=0093.620-0169.170 | Y=0317.380-0328.820 | 49 tông xi măng:
P=0459 | X=0449.450-0466.090 | Y=0319.500-0328.820 | 250
P=0459 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 220
P=0459 | X=0109.010-0394.830 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0459 | X=0109.010-0332.650 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0459 | X=0211.750-0410.390 | Y=0370.200-0381.440 | Đường vào đình Phú Hết ranh Trường Tiểu
P=0459 | X=0093.620-0190.950 | Y=0375.960-0387.200 | 50 Đường Lý Thái Tổ
P=0459 | X=0449.450-0466.090 | Y=0377.840-0387.160 | 730
P=0459 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 670
P=0459 | X=0211.750-0233.700 | Y=0383.600-0392.920 | Mỹ 2
P=0459 | X=0312.840-0367.420 | Y=0383.600-0392.920 | học Phú Hội
P=0459 | X=0109.010-0407.500 | Y=0399.720-0410.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0459 | X=0109.010-0402.620 | Y=0411.240-0422.480 | đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh Trường Tiểu học
P=0459 | X=0109.010-0354.280 | Y=0422.760-0434.000 | Phú Hội có hiện trạng là đường nhựa, bê tông xi măng:
P=0459 | X=0093.620-0104.740 | Y=0430.640-0439.960 | 51
P=0459 | X=0449.450-0466.090 | Y=0430.640-0439.960 | 500
P=0459 | X=0505.390-0522.030 | Y=0430.640-0439.960 | 450
P=0459 | X=0109.010-0340.090 | Y=0440.280-0451.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0459 | X=0109.010-0388.840 | Y=0457.820-0469.060 | - Có bề rộng từ ≥3 m đến <5m, cách đường giao thông ≤500m.
P=0459 | X=0109.010-0407.500 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0459 | X=0109.010-0402.620 | Y=0487.340-0498.580 | đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh Trường Tiểu học
P=0459 | X=0109.010-0354.250 | Y=0498.860-0510.100 | Phú Hội có hiện trạng là đường nhựa, bê tông xi măng:
P=0459 | X=0093.620-0340.560 | Y=0516.380-0530.460 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0459 | X=0449.450-0466.090 | Y=0521.140-0530.460 | 370
P=0459 | X=0505.390-0522.030 | Y=0521.140-0530.460 | 330
P=0459 | X=0109.010-0395.900 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0459 | X=0109.010-0170.130 | Y=0545.450-0556.690 | đến ≤1.000m.
P=0459 | X=0109.010-0332.180 | Y=0562.970-0574.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0459 | X=0109.010-0407.500 | Y=0580.970-0592.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0459 | X=0109.010-0402.620 | Y=0592.250-0603.490 | đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh Trường Tiểu học
P=0459 | X=0109.010-0354.280 | Y=0603.770-0615.010 | Phú Hội có hiện trạng là đường nhựa, bê tông xi măng:
P=0459 | X=0093.620-0104.740 | Y=0611.650-0620.970 | 53
P=0459 | X=0449.450-0466.090 | Y=0611.650-0620.970 | 250
P=0459 | X=0505.390-0522.030 | Y=0611.650-0620.970 | 220
P=0459 | X=0109.010-0394.820 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0459 | X=0109.010-0332.650 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0459 | X=0109.010-0394.270 | Y=0656.830-0668.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0459 | X=0109.010-0409.180 | Y=0668.350-0679.590 | Đường Lý Thái Tổ đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh
P=0459 | X=0093.620-0104.740 | Y=0675.990-0685.310 | 54
P=0459 | X=0449.450-0466.090 | Y=0675.990-0685.310 | 500
P=0459 | X=0505.390-0522.030 | Y=0675.990-0685.310 | 450
P=0459 | X=0109.010-0401.480 | Y=0679.870-0691.110 | Trường Tiểu học Phú Hội có hiện trạng là đường nhựa, bê tông xi
P=0459 | X=0109.010-0137.010 | Y=0691.390-0702.630 | măng:
P=0460 | X=0109.010-0340.090 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0460 | X=0109.010-0386.200 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0460 | X=0109.010-0394.270 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0460 | X=0109.010-0409.180 | Y=0125.810-0137.050 | Đường Lý Thái Tổ đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh
P=0460 | X=0109.010-0401.480 | Y=0137.330-0148.570 | Trường Tiểu học Phú Hội có hiện trạng là đường nhựa, bê tông xi
P=0460 | X=0109.010-0137.010 | Y=0148.850-0160.090 | măng:
P=0460 | X=0093.620-0340.560 | Y=0165.370-0177.610 | 55 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0460 | X=0449.450-0466.090 | Y=0165.370-0174.690 | 370
P=0460 | X=0505.390-0522.030 | Y=0165.370-0174.690 | 330
P=0460 | X=0109.010-0395.900 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0460 | X=0109.010-0170.130 | Y=0195.170-0206.410 | đến ≤1.000m.
P=0460 | X=0109.010-0332.180 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0460 | X=0109.010-0394.270 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0460 | X=0109.010-0409.180 | Y=0242.230-0253.470 | Đường Lý Thái Tổ đoạn từ Đường vào đình Phú Mỹ 2 đến Hết ranh
P=0460 | X=0109.010-0401.510 | Y=0253.750-0264.990 | Trường Tiểu học Phú Hội có hiện trạng là đường nhựa, bê tông xi
P=0460 | X=0093.620-0137.010 | Y=0265.270-0276.710 | 56 măng:
P=0460 | X=0449.450-0466.090 | Y=0267.390-0276.710 | 250
P=0460 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 220
P=0460 | X=0109.010-0391.970 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông>1.000m.
P=0460 | X=0109.010-0332.650 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0460 | X=0211.750-0307.610 | Y=0318.340-0329.580 | Trường Tiểu học Phú
P=0460 | X=0093.620-0190.950 | Y=0324.100-0335.340 | 57 Đường Lý Thái Tổ
P=0460 | X=0312.840-0376.280 | Y=0325.980-0335.300 | Cầu Long Tân
P=0460 | X=0449.450-0466.090 | Y=0325.980-0335.300 | 730
P=0460 | X=0505.390-0522.030 | Y=0325.980-0335.300 | 670
P=0460 | X=0211.750-0226.710 | Y=0331.740-0341.060 | Hội
P=0460 | X=0109.010-0407.500 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0460 | X=0109.010-0406.070 | Y=0359.380-0370.620 | đoạn từ Trường Tiểu học Phú Hội đến Cầu Long Tân có hiện trạng
P=0460 | X=0109.010-0255.340 | Y=0370.920-0382.160 | là đường nhựa, bê tông xi măng:
P=0460 | X=0093.620-0104.740 | Y=0378.800-0388.120 | 58
P=0460 | X=0449.450-0466.090 | Y=0378.800-0388.120 | 500
P=0460 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 450
P=0460 | X=0109.010-0340.090 | Y=0388.200-0399.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0460 | X=0109.010-0386.200 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0460 | X=0109.010-0407.500 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0460 | X=0109.010-0406.070 | Y=0435.240-0446.480 | đoạn từ Trường Tiểu học Phú Hội đến Cầu Long Tân có hiện trạng
P=0460 | X=0109.010-0255.340 | Y=0446.760-0458.000 | là đường nhựa, bê tông xi măng:
P=0460 | X=0093.620-0340.560 | Y=0464.300-0478.620 | 59 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0460 | X=0449.450-0466.090 | Y=0469.300-0478.620 | 370
P=0460 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 330
P=0460 | X=0109.010-0395.900 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0460 | X=0109.010-0170.130 | Y=0493.340-0504.580 | đến ≤1.000m.
P=0460 | X=0109.010-0332.180 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0460 | X=0109.010-0407.500 | Y=0528.860-0540.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái Tổ
P=0460 | X=0109.010-0406.070 | Y=0540.410-0551.650 | đoạn từ Trường Tiểu học Phú Hội đến Cầu Long Tân có hiện trạng
P=0460 | X=0109.010-0255.340 | Y=0551.930-0563.170 | là đường nhựa, bê tông xi măng:
P=0460 | X=0093.620-0104.740 | Y=0559.810-0569.130 | 60
P=0460 | X=0449.450-0466.090 | Y=0559.810-0569.130 | 250
P=0460 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 220
P=0460 | X=0109.010-0394.820 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0460 | X=0109.010-0332.650 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông >200m.
