TABLE=025 | AREA=Xã Xuân Hòa | SECTION=agricultural | SEGMENTS=1
P=0911 | X=0110.930-0334.100 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0911 | X=0110.930-0396.190 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0911 | X=0110.930-0408.950 | Y=0375.480-0386.720 | Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh
P=0911 | X=0110.930-0404.910 | Y=0387.000-0398.240 | giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0091.940-0108.580 | Y=0394.880-0404.200 | 154
P=0911 | X=0454.730-0471.370 | Y=0394.880-0404.200 | 180
P=0911 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 110
P=0911 | X=0110.930-0396.740 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0911 | X=0110.930-0334.570 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0911 | X=0327.240-0403.900 | Y=0441.680-0451.000 | Ngã ba (bên phải
P=0911 | X=0327.240-0417.340 | Y=0451.340-0462.580 | hết ranh thửa đất số
P=0911 | X=0237.220-0304.030 | Y=0457.100-0468.340 | Đường Sóc Ba
P=0911 | X=0327.240-0400.550 | Y=0462.860-0474.100 | 785 tờ BĐĐC số
P=0911 | X=0237.220-0322.980 | Y=0468.620-0479.860 | Buông hướng đi xã
P=0911 | X=0091.940-0198.130 | Y=0474.380-0485.620 | 155 Đường Xuân Hòa 5
P=0911 | X=0327.240-0405.350 | Y=0474.380-0485.620 | 291; bên trái, đến
P=0911 | X=0454.730-0471.370 | Y=0476.260-0485.580 | 470
P=0911 | X=0505.390-0522.030 | Y=0476.260-0485.580 | 330
P=0911 | X=0237.220-0301.620 | Y=0480.140-0491.380 | Xuân Hưng cũ
P=0911 | X=0327.240-0417.340 | Y=0485.900-0497.140 | hết ranh thửa đất số
P=0911 | X=0237.220-0273.460 | Y=0493.540-0502.860 | 2.309 m
P=0911 | X=0327.240-0403.430 | Y=0497.420-0508.660 | 668, tờ BĐĐC số
P=0911 | X=0327.240-0410.520 | Y=0510.820-0520.140 | 291, xã Xuân Hòa)
P=0911 | X=0110.930-0414.680 | Y=0526.460-0537.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 5
P=0911 | X=0110.930-0409.280 | Y=0538.010-0549.250 | đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng cũ 2.309 m
P=0911 | X=0110.930-0398.230 | Y=0549.530-0560.770 | đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ BĐĐC số 291;
P=0911 | X=0110.930-0400.040 | Y=0561.050-0572.290 | bên trái, đến hết ranh thửa đất số 668, tờ BĐĐC số 291, xã Xuân
P=0911 | X=0091.940-0108.580 | Y=0568.930-0578.250 | 156
P=0911 | X=0454.730-0471.370 | Y=0568.930-0578.250 | 330
P=0911 | X=0505.390-0522.030 | Y=0568.930-0578.250 | 200
P=0911 | X=0110.930-0342.260 | Y=0572.570-0583.810 | Hòa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0110.930-0342.010 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0911 | X=0110.930-0388.120 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0911 | X=0110.930-0414.680 | Y=0625.390-0636.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 5
P=0911 | X=0110.930-0409.280 | Y=0636.910-0648.150 | đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng cũ 2.309 m
P=0911 | X=0110.930-0398.230 | Y=0648.430-0659.670 | đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ BĐĐC số 291;
P=0911 | X=0110.930-0400.040 | Y=0659.950-0671.190 | bên trái, đến hết ranh thửa đất số 668, tờ BĐĐC số 291, xã Xuân
P=0911 | X=0091.940-0108.580 | Y=0667.830-0677.150 | 157
P=0911 | X=0454.730-0471.370 | Y=0667.830-0677.150 | 260
P=0911 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 150
P=0911 | X=0110.930-0342.280 | Y=0671.470-0682.710 | Hòa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0110.930-0342.480 | Y=0688.750-0699.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0911 | X=0110.930-0417.350 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0912 | X=0110.930-0152.610 | Y=0072.500-0083.740 | ≤1.000m.
P=0912 | X=0110.930-0334.100 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0912 | X=0110.930-0414.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 5
P=0912 | X=0110.930-0409.280 | Y=0119.330-0130.570 | đoạn từ Đường Sóc Ba Buông hướng đi xã Xuân Hưng cũ 2.309 m
P=0912 | X=0110.930-0398.230 | Y=0130.850-0142.090 | đến Ngã ba (bên phải hết ranh thửa đất số 785 tờ BĐĐC số 291;
P=0912 | X=0110.930-0400.040 | Y=0142.370-0153.610 | bên trái, đến hết ranh thửa đất số 668, tờ BĐĐC số 291, xã Xuân
P=0912 | X=0091.940-0108.580 | Y=0150.250-0159.570 | 158
P=0912 | X=0454.730-0471.370 | Y=0150.250-0159.570 | 180
P=0912 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 110
P=0912 | X=0110.930-0342.260 | Y=0153.650-0164.890 | Hòa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0912 | X=0110.930-0396.740 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0912 | X=0110.930-0334.570 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0912 | X=0110.930-0396.190 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0912 | X=0110.930-0393.340 | Y=0217.990-0229.230 | Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã
P=0912 | X=0110.930-0406.300 | Y=0229.510-0240.750 | Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số
P=0912 | X=0110.930-0392.200 | Y=0241.030-0252.270 | 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0912 | X=0091.940-0407.970 | Y=0252.550-0263.990 | 159 BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê tông
P=0912 | X=0454.730-0471.370 | Y=0254.670-0263.990 | 330
P=0912 | X=0505.390-0522.030 | Y=0254.670-0263.990 | 200
P=0912 | X=0110.930-0148.760 | Y=0264.070-0275.310 | xi măng:
P=0912 | X=0110.930-0342.010 | Y=0281.620-0292.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0912 | X=0110.930-0388.130 | Y=0299.140-0310.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0912 | X=0110.930-0396.190 | Y=0316.900-0328.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0912 | X=0110.930-0393.340 | Y=0328.420-0339.660 | Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã
P=0912 | X=0110.930-0406.300 | Y=0339.700-0350.940 | Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số
P=0912 | X=0110.930-0392.200 | Y=0351.220-0362.460 | 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0912 | X=0110.930-0407.970 | Y=0362.740-0373.980 | BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê tông
P=0912 | X=0091.940-0148.760 | Y=0374.280-0388.840 | 160 xi măng:
P=0912 | X=0454.730-0471.370 | Y=0379.520-0388.840 | 260
P=0912 | X=0505.390-0522.030 | Y=0379.520-0388.840 | 150
P=0912 | X=0110.930-0342.480 | Y=0391.800-0403.040 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0912 | X=0110.930-0417.350 | Y=0409.320-0420.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0912 | X=0110.930-0152.610 | Y=0420.840-0432.080 | ≤1.000m.
P=0912 | X=0110.930-0334.100 | Y=0438.360-0449.600 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0912 | X=0110.930-0396.190 | Y=0456.140-0467.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0912 | X=0110.930-0393.340 | Y=0467.660-0478.900 | Đường Xuân Hòa 5 đoạn từ Đường Sóc Ba Buông hướng đi xã
P=0912 | X=0110.930-0406.300 | Y=0479.180-0490.420 | Xuân Hưng cũ 2.309 m đến Ngã ba (bên phải hết ranh thửa đất số
P=0912 | X=0110.930-0392.190 | Y=0490.460-0501.700 | 785 tờ BĐĐC số 291; bên trái, đến hết ranh thửa đất số 668, tờ
P=0912 | X=0091.940-0407.970 | Y=0501.980-0513.420 | 161 BĐĐC số 291, xã Xuân Hòa) có hiện trạng là đường nhựa, bê tông
P=0912 | X=0454.730-0471.370 | Y=0504.100-0513.420 | 180
P=0912 | X=0505.390-0522.030 | Y=0504.100-0513.420 | 110
P=0912 | X=0110.930-0148.760 | Y=0513.500-0524.740 | xi măng:
P=0912 | X=0110.930-0396.740 | Y=0531.020-0542.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0912 | X=0110.930-0334.570 | Y=0548.570-0559.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0912 | X=0327.240-0405.910 | Y=0566.330-0577.570 | Hết ranh thửa đất
P=0912 | X=0327.240-0416.630 | Y=0577.850-0589.090 | số 320, tờ BĐĐC số
P=0912 | X=0237.220-0412.060 | Y=0589.370-0600.610 | Ngã ba (thửa đất số 301 về bên phải và
P=0912 | X=0091.940-0198.130 | Y=0600.890-0612.130 | 162 Đường Xuân Hòa 3
P=0912 | X=0237.220-0417.340 | Y=0600.890-0612.130 | 1624, tờ BĐĐC số hết ranh thửa đất số
P=0912 | X=0454.730-0471.370 | Y=0602.770-0612.090 | 470
P=0912 | X=0505.390-0522.030 | Y=0602.770-0612.090 | 330
P=0912 | X=0237.220-0408.950 | Y=0612.410-0623.650 | 307, xã Xuân Hòa) 1009, tờ BĐĐC số
P=0912 | X=0327.240-0409.900 | Y=0625.830-0635.150 | 300 về bên trái, xã
P=0912 | X=0327.240-0371.500 | Y=0637.350-0646.670 | Xuân Hòa
P=0912 | X=0110.930-0414.680 | Y=0653.230-0664.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 3
P=0912 | X=0110.930-0407.410 | Y=0664.510-0675.750 | đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã Xuân Hòa)
P=0912 | X=0091.940-0405.180 | Y=0676.030-0687.270 | 163 đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về bên phải và hết
P=0912 | X=0454.730-0471.370 | Y=0677.910-0687.230 | 330
P=0912 | X=0505.390-0522.030 | Y=0677.910-0687.230 | 200
P=0912 | X=0110.930-0414.180 | Y=0687.550-0698.790 | ranh thửa đất số 1009, tờ BĐĐC số 300 về bên trái, xã Xuân Hòa có
P=0912 | X=0110.930-0304.540 | Y=0699.070-0710.310 | hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0110.930-0342.010 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0913 | X=0110.930-0388.120 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0913 | X=0110.930-0414.680 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 3
P=0913 | X=0110.930-0407.410 | Y=0125.330-0136.570 | đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã Xuân Hòa)
P=0913 | X=0110.930-0405.180 | Y=0136.850-0148.090 | đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về bên phải và hết
P=0913 | X=0110.930-0414.180 | Y=0148.370-0159.610 | ranh thửa đất số 1009, tờ BĐĐC số 300 về bên trái, xã Xuân Hòa có
P=0913 | X=0110.930-0304.540 | Y=0159.650-0170.890 | hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0091.940-0108.580 | Y=0170.650-0179.970 | 164
P=0913 | X=0454.730-0471.370 | Y=0170.650-0179.970 | 260
P=0913 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 150
P=0913 | X=0110.930-0342.480 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0913 | X=0110.930-0417.350 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0913 | X=0110.930-0152.610 | Y=0206.230-0217.470 | ≤1.000m.
P=0913 | X=0110.930-0334.100 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0913 | X=0110.930-0414.680 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 3
P=0913 | X=0110.930-0407.410 | Y=0253.030-0264.270 | đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã Xuân Hòa)
P=0913 | X=0110.930-0405.180 | Y=0264.550-0275.790 | đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về bên phải và hết
P=0913 | X=0110.930-0414.180 | Y=0276.070-0287.310 | ranh thửa đất số 1009, tờ BĐĐC số 300 về bên trái, xã Xuân Hòa có
P=0913 | X=0091.940-0108.580 | Y=0283.980-0293.300 | 165
P=0913 | X=0454.730-0471.370 | Y=0283.980-0293.300 | 180
P=0913 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 110
P=0913 | X=0110.930-0304.540 | Y=0287.620-0298.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0110.930-0396.740 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0913 | X=0110.930-0334.570 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0913 | X=0110.930-0396.190 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0913 | X=0110.930-0411.830 | Y=0351.700-0362.940 | Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số
P=0913 | X=0110.930-0406.540 | Y=0363.220-0374.460 | 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301
P=0913 | X=0110.930-0405.820 | Y=0374.760-0386.000 | về bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về bên
P=0913 | X=0091.940-0108.580 | Y=0382.640-0391.960 | 166
P=0913 | X=0454.730-0471.370 | Y=0382.640-0391.960 | 330
P=0913 | X=0505.390-0522.030 | Y=0382.640-0391.960 | 200
P=0913 | X=0110.930-0397.950 | Y=0386.280-0397.520 | trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0110.930-0342.010 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0913 | X=0110.930-0388.120 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0913 | X=0110.930-0396.190 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0913 | X=0110.930-0411.830 | Y=0450.620-0461.860 | Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số
P=0913 | X=0110.930-0406.540 | Y=0462.140-0473.380 | 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301
P=0913 | X=0110.930-0405.820 | Y=0473.660-0484.900 | về bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về bên
P=0913 | X=0110.930-0397.950 | Y=0485.180-0496.420 | trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0091.940-0108.580 | Y=0495.940-0505.260 | 167
P=0913 | X=0454.730-0471.370 | Y=0495.940-0505.260 | 260
P=0913 | X=0505.390-0522.030 | Y=0495.940-0505.260 | 150
P=0913 | X=0110.930-0342.480 | Y=0502.460-0513.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0913 | X=0110.930-0417.350 | Y=0519.980-0531.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0913 | X=0110.930-0152.610 | Y=0531.500-0542.740 | ≤1.000m.
P=0913 | X=0110.930-0334.100 | Y=0549.050-0560.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0913 | X=0110.930-0396.190 | Y=0566.810-0578.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0913 | X=0110.930-0411.830 | Y=0578.330-0589.570 | Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số
P=0913 | X=0110.930-0406.540 | Y=0589.850-0601.090 | 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301
P=0913 | X=0110.930-0405.820 | Y=0601.370-0612.610 | về bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về bên
P=0913 | X=0091.940-0108.580 | Y=0609.250-0618.570 | 168
P=0913 | X=0454.730-0471.370 | Y=0609.250-0618.570 | 180
P=0913 | X=0505.390-0522.030 | Y=0609.250-0618.570 | 110
P=0913 | X=0110.930-0397.950 | Y=0612.890-0624.130 | trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0913 | X=0110.930-0396.740 | Y=0630.430-0641.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0913 | X=0110.930-0334.570 | Y=0647.950-0659.190 | - Có bề rộng <3m, cách đường giao thông >200m.
