TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1512 | X=0112.370-0405.100 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 104 đoạn
P=1512 | X=0112.370-0397.660 | Y=0481.340-0492.580 | từ Cầu RAP đến Bên phải, đến hết ranh thửa đất số 1, tờ BĐĐC
P=1512 | X=0112.370-0387.630 | Y=0492.860-0504.100 | số 237, xã Định Quán, Bên trái, đến hết ranh thửa đất số 6, tờ
P=1512 | X=0112.370-0387.100 | Y=0504.380-0515.620 | BĐĐC số 237, xã Định Quán có hiện trạng là đường nhựa, bê
P=1512 | X=0112.370-0172.530 | Y=0515.900-0527.140 | tông xi măng:
P=1512 | X=0092.420-0109.060 | Y=0526.660-0535.980 | 136
P=1512 | X=0452.090-0468.730 | Y=0526.660-0535.980 | 120
P=1512 | X=0511.150-0522.270 | Y=0526.660-0535.980 | 90
P=1512 | X=0112.370-0343.920 | Y=0533.450-0544.690 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1512 | X=0112.370-0399.260 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1512 | X=0112.370-0173.490 | Y=0562.250-0573.490 | đến ≤1.000m.
P=1512 | X=0112.370-0335.540 | Y=0579.770-0591.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1512 | X=0112.370-0405.100 | Y=0597.770-0609.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 104 đoạn
P=1512 | X=0112.370-0397.660 | Y=0609.290-0620.530 | từ Cầu RAP đến Bên phải, đến hết ranh thửa đất số 1, tờ BĐĐC
P=1512 | X=0112.370-0387.630 | Y=0620.830-0632.070 | số 237, xã Định Quán, Bên trái, đến hết ranh thửa đất số 6, tờ
P=1512 | X=0112.370-0387.100 | Y=0632.350-0643.590 | BĐĐC số 237, xã Định Quán có hiện trạng là đường nhựa, bê
P=1512 | X=0092.420-0109.060 | Y=0640.230-0649.550 | 137
P=1512 | X=0457.850-0468.970 | Y=0640.230-0649.550 | 80
P=1512 | X=0511.150-0522.270 | Y=0640.230-0649.550 | 50
P=1512 | X=0112.370-0172.530 | Y=0643.870-0655.110 | tông xi măng:
P=1512 | X=0112.370-0398.180 | Y=0661.390-0672.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1512 | X=0112.370-0336.010 | Y=0678.910-0690.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1512 | X=0112.370-0397.630 | Y=0696.910-0708.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1512 | X=0092.420-0109.060 | Y=0704.580-0713.900 | 138
P=1512 | X=0452.090-0468.730 | Y=0704.580-0713.900 | 150
P=1512 | X=0505.390-0522.030 | Y=0704.580-0713.900 | 130
P=1512 | X=0112.370-0392.140 | Y=0708.450-0719.690 | Đường 104 đoạn từ Cầu RAP đến Bên phải, đến hết ranh thửa
P=1513 | X=0112.370-0395.500 | Y=0072.740-0083.980 | đất số 1, tờ BĐĐC số 237, xã Định Quán, Bên trái, đến hết ranh
P=1513 | X=0112.370-0388.290 | Y=0084.260-0095.500 | thửa đất số 6, tờ BĐĐC số 237, xã Định Quán có hiện trạng là
P=1513 | X=0112.370-0248.140 | Y=0095.780-0107.020 | đường nhựa, bê tông xi măng:
P=1513 | X=0112.370-0343.450 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1513 | X=0112.370-0389.560 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1513 | X=0112.370-0397.630 | Y=0148.850-0160.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1513 | X=0112.370-0392.140 | Y=0160.370-0171.610 | Đường 104 đoạn từ Cầu RAP đến Bên phải, đến hết ranh thửa
P=1513 | X=0112.370-0395.500 | Y=0171.650-0182.890 | đất số 1, tờ BĐĐC số 237, xã Định Quán, Bên trái, đến hết ranh
P=1513 | X=0112.370-0388.290 | Y=0183.170-0194.410 | thửa đất số 6, tờ BĐĐC số 237, xã Định Quán có hiện trạng là
P=1513 | X=0112.370-0248.140 | Y=0194.690-0205.930 | đường nhựa, bê tông xi măng:
P=1513 | X=0092.420-0109.060 | Y=0205.710-0215.030 | 139
P=1513 | X=0452.090-0468.730 | Y=0205.710-0215.030 | 120
P=1513 | X=0511.150-0522.270 | Y=0205.710-0215.030 | 90
P=1513 | X=0112.370-0343.920 | Y=0212.230-0223.470 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1513 | X=0112.370-0399.260 | Y=0229.750-0240.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1513 | X=0112.370-0173.490 | Y=0241.270-0252.510 | đến ≤1.000m.
P=1513 | X=0112.370-0335.540 | Y=0258.790-0270.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1513 | X=0112.370-0397.630 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1513 | X=0112.370-0392.140 | Y=0288.340-0299.580 | Đường 104 đoạn từ Cầu RAP đến Bên phải, đến hết ranh thửa
P=1513 | X=0112.370-0395.500 | Y=0299.860-0311.100 | đất số 1, tờ BĐĐC số 237, xã Định Quán, Bên trái, đến hết ranh
P=1513 | X=0112.370-0388.290 | Y=0311.380-0322.620 | thửa đất số 6, tờ BĐĐC số 237, xã Định Quán có hiện trạng là
P=1513 | X=0092.420-0109.060 | Y=0319.260-0328.580 | 140
P=1513 | X=0457.850-0468.970 | Y=0319.260-0328.580 | 80
P=1513 | X=0511.150-0522.270 | Y=0319.260-0328.580 | 50
P=1513 | X=0112.370-0248.140 | Y=0322.900-0334.140 | đường nhựa, bê tông xi măng:
P=1513 | X=0112.370-0398.180 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1513 | X=0112.370-0336.010 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1513 | X=0112.370-0190.870 | Y=0375.720-0386.960 | Đường liên ấp 1 -
P=1513 | X=0292.200-0365.730 | Y=0381.480-0392.720 | Giáp đường 106
P=1513 | X=0092.420-0109.060 | Y=0383.360-0392.680 | 141
P=1513 | X=0198.070-0246.660 | Y=0383.360-0392.680 | Quốc lộ 20
P=1513 | X=0452.090-0468.730 | Y=0383.360-0392.680 | 230
P=1513 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 200
P=1513 | X=0112.370-0131.890 | Y=0387.240-0398.480 | ấp 3
P=1513 | X=0112.370-0407.660 | Y=0405.240-0416.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1 -
P=1513 | X=0112.370-0387.330 | Y=0416.760-0428.000 | ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106 có hiện trạng là
P=1513 | X=0112.370-0248.140 | Y=0428.280-0439.520 | đường nhựa, bê tông xi măng:
P=1513 | X=0092.420-0109.060 | Y=0436.160-0445.480 | 142
P=1513 | X=0452.090-0468.730 | Y=0436.160-0445.480 | 140
P=1513 | X=0505.390-0522.030 | Y=0436.160-0445.480 | 110
P=1513 | X=0112.370-0343.450 | Y=0445.800-0457.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1513 | X=0112.370-0389.560 | Y=0463.340-0474.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1513 | X=0112.370-0407.660 | Y=0481.340-0492.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1 -
P=1513 | X=0112.370-0387.330 | Y=0492.860-0504.100 | ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106 có hiện trạng là
P=1513 | X=0112.370-0248.140 | Y=0504.380-0515.620 | đường nhựa, bê tông xi măng:
P=1513 | X=0092.420-0343.920 | Y=0521.900-0535.980 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1513 | X=0452.090-0468.730 | Y=0526.660-0535.980 | 110
P=1513 | X=0511.150-0522.270 | Y=0526.660-0535.980 | 70
P=1513 | X=0112.370-0399.260 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1513 | X=0112.370-0173.490 | Y=0550.970-0562.210 | đến ≤1.000m.
P=1513 | X=0112.370-0335.540 | Y=0568.250-0579.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1513 | X=0112.370-0407.660 | Y=0586.250-0597.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1 -
P=1513 | X=0112.370-0387.330 | Y=0597.770-0609.010 | ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106 có hiện trạng là
P=1513 | X=0112.370-0248.140 | Y=0609.290-0620.530 | đường nhựa, bê tông xi măng:
P=1513 | X=0092.420-0109.060 | Y=0617.170-0626.490 | 144
P=1513 | X=0457.850-0468.970 | Y=0617.170-0626.490 | 70
P=1513 | X=0511.150-0522.270 | Y=0617.170-0626.490 | 40
P=1513 | X=0112.370-0398.180 | Y=0626.830-0638.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1513 | X=0112.370-0336.010 | Y=0644.350-0655.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1513 | X=0112.370-0397.630 | Y=0662.350-0673.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1513 | X=0112.370-0397.190 | Y=0673.870-0685.110 | Đường liên ấp 1 - ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106
P=1513 | X=0092.420-0319.220 | Y=0684.390-0696.630 | 145 có hiện trạng là đường nhựa, bê tông xi măng:
P=1513 | X=0452.090-0468.730 | Y=0684.390-0693.710 | 140
P=1513 | X=0505.390-0522.030 | Y=0684.390-0693.710 | 110
P=1513 | X=0112.370-0343.450 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1514 | X=0112.370-0389.560 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1514 | X=0112.370-0397.630 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1514 | X=0112.370-0397.190 | Y=0108.260-0119.500 | Đường liên ấp 1 - ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106
P=1514 | X=0112.370-0319.220 | Y=0119.810-0131.050 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1514 | X=0092.420-0343.920 | Y=0137.330-0151.410 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1514 | X=0452.090-0468.730 | Y=0142.090-0151.410 | 110
P=1514 | X=0511.150-0522.270 | Y=0142.090-0151.410 | 70
P=1514 | X=0112.370-0399.260 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1514 | X=0112.370-0173.490 | Y=0166.370-0177.610 | đến ≤1.000m.
P=1514 | X=0112.370-0335.540 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1514 | X=0112.370-0397.630 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1514 | X=0112.370-0397.190 | Y=0213.190-0224.430 | Đường liên ấp 1 - ấp 3 đoạn từ Quốc lộ 20 đến Giáp đường 106
P=1514 | X=0112.370-0319.220 | Y=0224.710-0235.950 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1514 | X=0092.420-0109.060 | Y=0232.590-0241.910 | 147
P=1514 | X=0457.850-0468.970 | Y=0232.590-0241.910 | 70
P=1514 | X=0511.150-0522.270 | Y=0232.590-0241.910 | 40
P=1514 | X=0112.370-0398.180 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1514 | X=0112.370-0336.040 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1514 | X=0092.420-0163.580 | Y=0277.750-0288.990 | 148 Đường 106
P=1514 | X=0198.070-0246.660 | Y=0279.630-0288.950 | Quốc lộ 20
P=1514 | X=0292.200-0379.660 | Y=0279.630-0288.950 | Giáp ranh hồ Trị An
P=1514 | X=0452.090-0468.730 | Y=0279.630-0288.950 | 230
P=1514 | X=0505.390-0522.030 | Y=0279.630-0288.950 | 200
P=1514 | X=0112.370-0405.100 | Y=0295.780-0307.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 106 đoạn
P=1514 | X=0112.370-0386.620 | Y=0307.300-0318.540 | từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện trạng là đường
P=1514 | X=0112.370-0215.480 | Y=0318.820-0330.060 | nhựa, bê tông xi măng:
P=1514 | X=0092.420-0109.060 | Y=0326.700-0336.020 | 149
P=1514 | X=0452.090-0468.730 | Y=0326.700-0336.020 | 140
P=1514 | X=0505.390-0522.030 | Y=0326.700-0336.020 | 110
P=1514 | X=0112.370-0343.480 | Y=0336.340-0347.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1514 | X=0112.370-0389.560 | Y=0353.860-0365.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1514 | X=0112.370-0405.100 | Y=0371.880-0383.120 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 106 đoạn
P=1514 | X=0112.370-0386.620 | Y=0383.400-0394.640 | từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện trạng là đường
P=1514 | X=0112.370-0215.480 | Y=0394.920-0406.160 | nhựa, bê tông xi măng:
P=1514 | X=0092.420-0343.930 | Y=0412.200-0426.520 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1514 | X=0452.090-0468.730 | Y=0417.200-0426.520 | 110
P=1514 | X=0511.150-0522.270 | Y=0417.200-0426.520 | 70
P=1514 | X=0112.370-0399.260 | Y=0429.720-0440.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1514 | X=0112.370-0173.490 | Y=0441.240-0452.480 | đến ≤1.000m.
P=1514 | X=0112.370-0335.540 | Y=0458.780-0470.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1514 | X=0112.370-0405.100 | Y=0476.780-0488.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 106 đoạn
P=1514 | X=0112.370-0386.620 | Y=0488.300-0499.540 | từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện trạng là đường
P=1514 | X=0112.370-0215.480 | Y=0499.820-0511.060 | nhựa, bê tông xi măng:
P=1514 | X=0092.420-0109.060 | Y=0507.700-0517.020 | 151
P=1514 | X=0457.850-0468.970 | Y=0507.700-0517.020 | 70
P=1514 | X=0511.150-0522.270 | Y=0507.700-0517.020 | 40
P=1514 | X=0112.370-0398.180 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1514 | X=0112.370-0336.010 | Y=0534.890-0546.130 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1514 | X=0112.370-0397.630 | Y=0552.890-0564.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1514 | X=0112.370-0396.700 | Y=0564.410-0575.650 | Đường 106 đoạn từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện
P=1514 | X=0112.370-0284.150 | Y=0575.930-0587.170 | trạng là đường nhựa, bê tông xi măng:
P=1514 | X=0092.420-0109.060 | Y=0583.810-0593.130 | 152
P=1514 | X=0452.090-0468.730 | Y=0583.810-0593.130 | 140
P=1514 | X=0505.390-0522.030 | Y=0583.810-0593.130 | 110
P=1514 | X=0112.370-0343.450 | Y=0593.450-0604.690 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1514 | X=0112.370-0389.560 | Y=0610.970-0622.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1514 | X=0112.370-0397.630 | Y=0628.990-0640.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1514 | X=0112.370-0396.700 | Y=0640.270-0651.510 | Đường 106 đoạn từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện
P=1514 | X=0112.370-0284.150 | Y=0651.790-0663.030 | trạng là đường nhựa, bê tông xi măng:
P=1514 | X=0092.420-0109.060 | Y=0665.430-0674.750 | 153
P=1514 | X=0452.090-0468.730 | Y=0665.430-0674.750 | 110
P=1514 | X=0511.150-0522.270 | Y=0665.430-0674.750 | 70
P=1514 | X=0112.370-0343.920 | Y=0669.310-0680.550 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1514 | X=0112.370-0399.260 | Y=0686.830-0698.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1514 | X=0112.370-0173.490 | Y=0698.350-0709.590 | đến ≤1.000m.
P=1515 | X=0112.370-0335.560 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1515 | X=0112.370-0397.630 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1515 | X=0112.370-0396.700 | Y=0108.260-0119.500 | Đường 106 đoạn từ Quốc lộ 20 đến Giáp ranh hồ Trị An có hiện
P=1515 | X=0112.370-0284.150 | Y=0119.810-0131.050 | trạng là đường nhựa, bê tông xi măng:
P=1515 | X=0092.420-0109.060 | Y=0127.690-0137.010 | 154
P=1515 | X=0457.850-0468.970 | Y=0127.690-0137.010 | 70
P=1515 | X=0511.150-0522.270 | Y=0127.690-0137.010 | 40
P=1515 | X=0112.370-0400.830 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1515 | X=0112.370-0336.010 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1515 | X=0092.420-0163.580 | Y=0172.850-0184.090 | 155 Đường 107
P=1515 | X=0198.070-0246.660 | Y=0174.730-0184.050 | Quốc lộ 20
P=1515 | X=0292.200-0376.940 | Y=0174.730-0184.050 | Quốc lộ 20 + 100m
P=1515 | X=0452.090-0468.730 | Y=0174.730-0184.050 | 250
P=1515 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 220
P=1515 | X=0112.370-0405.100 | Y=0190.850-0202.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 107 đoạn
P=1515 | X=0112.370-0383.980 | Y=0202.390-0213.630 | từ Quốc lộ 20 đến Quốc lộ 20 + 100m có hiện trạng là đường
P=1515 | X=0112.370-0215.480 | Y=0213.670-0224.910 | nhựa, bê tông xi măng:
P=1515 | X=0092.420-0109.060 | Y=0221.550-0230.870 | 156
P=1515 | X=0452.090-0468.730 | Y=0221.550-0230.870 | 150
P=1515 | X=0505.390-0522.030 | Y=0221.550-0230.870 | 130
P=1515 | X=0112.370-0343.450 | Y=0231.190-0242.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1515 | X=0112.370-0389.560 | Y=0248.710-0259.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1515 | X=0112.370-0405.100 | Y=0266.710-0277.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 107 đoạn
P=1515 | X=0112.370-0383.980 | Y=0278.230-0289.470 | từ Quốc lộ 20 đến Quốc lộ 20 + 100m có hiện trạng là đường
P=1515 | X=0112.370-0215.480 | Y=0289.780-0301.020 | nhựa, bê tông xi măng:
P=1515 | X=0092.420-0343.920 | Y=0307.300-0321.620 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1515 | X=0452.090-0468.730 | Y=0312.300-0321.620 | 120
P=1515 | X=0511.150-0522.270 | Y=0312.300-0321.620 | 90
P=1515 | X=0112.370-0399.260 | Y=0324.820-0336.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1515 | X=0112.370-0173.950 | Y=0336.340-0347.580 | đến <1.000m.
P=1515 | X=0112.370-0335.540 | Y=0353.860-0365.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1515 | X=0112.370-0405.100 | Y=0371.880-0383.120 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 107 đoạn
P=1515 | X=0112.370-0383.980 | Y=0383.400-0394.640 | từ Quốc lộ 20 đến Quốc lộ 20 + 100m có hiện trạng là đường
P=1515 | X=0112.370-0215.480 | Y=0394.920-0406.160 | nhựa, bê tông xi măng:
P=1515 | X=0092.420-0109.060 | Y=0402.800-0412.120 | 158
P=1515 | X=0457.850-0468.970 | Y=0402.800-0412.120 | 80
P=1515 | X=0511.150-0522.270 | Y=0402.800-0412.120 | 50
P=1515 | X=0112.370-0398.180 | Y=0412.200-0423.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1515 | X=0112.370-0336.010 | Y=0429.720-0440.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1515 | X=0112.370-0397.630 | Y=0447.720-0458.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1515 | X=0112.370-0394.060 | Y=0459.260-0470.500 | Đường 107 đoạn từ Quốc lộ 20 đến Quốc lộ 20 + 100m có hiện
P=1515 | X=0112.370-0284.150 | Y=0470.780-0482.020 | trạng là đường nhựa, bê tông xi măng:
P=1515 | X=0092.420-0109.060 | Y=0478.660-0487.980 | 159
P=1515 | X=0452.090-0468.730 | Y=0478.660-0487.980 | 150
