TABLE=038 | AREA=Xã Bình Minh | SECTION=agricultural | SEGMENTS=2
P=1280 | X=0117.170-0391.180 | Y=0125.330-0136.570 | Đường Sông Mây 8 đoạn từ Đường đối diện Nhà Văn Hóa ấp
P=1280 | X=0117.170-0410.370 | Y=0136.850-0148.090 | Sông Mây đến Ngã ba Trường tiểu học Sông Mây có hiện trạng là
P=1280 | X=0095.060-0252.940 | Y=0148.370-0159.810 | 138 đường nhựa, bê tông xi măng:
P=1280 | X=0453.050-0469.690 | Y=0150.490-0159.810 | 450
P=1280 | X=0505.390-0522.030 | Y=0150.490-0159.810 | 400
P=1280 | X=0117.170-0348.250 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1280 | X=0117.170-0394.370 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1280 | X=0117.170-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1280 | X=0117.170-0391.180 | Y=0212.470-0223.710 | Đường Sông Mây 8 đoạn từ Đường đối diện Nhà Văn Hóa ấp
P=1280 | X=0117.170-0410.370 | Y=0223.990-0235.230 | Sông Mây đến Ngã ba Trường tiểu học Sông Mây có hiện trạng là
P=1280 | X=0117.170-0252.940 | Y=0235.510-0246.750 | đường nhựa, bê tông xi măng:
P=1280 | X=0095.060-0348.720 | Y=0252.270-0264.270 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1280 | X=0453.050-0469.690 | Y=0252.270-0261.590 | 350
P=1280 | X=0505.390-0522.030 | Y=0252.270-0261.590 | 320
P=1280 | X=0117.170-0404.060 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1280 | X=0117.170-0178.290 | Y=0282.100-0293.340 | đến ≤1.000m.
P=1280 | X=0117.170-0340.340 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1280 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1280 | X=0117.170-0391.180 | Y=0328.900-0340.140 | Đường Sông Mây 8 đoạn từ Đường đối diện Nhà Văn Hóa ấp
P=1280 | X=0117.170-0410.370 | Y=0340.420-0351.660 | Sông Mây đến Ngã ba Trường tiểu học Sông Mây có hiện trạng là
P=1280 | X=0095.060-0252.940 | Y=0351.700-0363.140 | 140 đường nhựa, bê tông xi măng:
P=1280 | X=0453.050-0469.690 | Y=0353.820-0363.140 | 230
P=1280 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 210
P=1280 | X=0117.170-0402.980 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1280 | X=0117.170-0340.810 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1280 | X=0117.170-0204.150 | Y=0404.520-0415.760 | Đường liên xã Bình
P=1280 | X=0315.240-0405.580 | Y=0404.520-0415.760 | Hết đài đức mẹ giáo
P=1280 | X=0223.030-0293.230 | Y=0410.280-0421.520 | Đường tỉnh 767
P=1280 | X=0095.060-0111.700 | Y=0412.160-0421.480 | 141
P=1280 | X=0453.050-0469.690 | Y=0412.160-0421.480 | 670
P=1280 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 600
P=1280 | X=0315.240-0359.990 | Y=0416.040-0427.280 | xứ Bùi Đệ
P=1280 | X=0117.170-0197.340 | Y=0417.920-0427.240 | Minh - Trảng Bom
P=1280 | X=0117.170-0397.410 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1280 | X=0117.170-0404.780 | Y=0445.320-0456.560 | Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767 đến Hết đài đức
P=1280 | X=0117.170-0409.740 | Y=0456.860-0468.100 | mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa, bê tông xi măng:
P=1280 | X=0095.060-0111.700 | Y=0464.740-0474.060 | 142
P=1280 | X=0453.050-0469.690 | Y=0464.740-0474.060 | 450
P=1280 | X=0505.390-0522.030 | Y=0464.740-0474.060 | 400
P=1280 | X=0117.170-0348.250 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1280 | X=0117.170-0382.080 | Y=0491.900-0503.140 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1280 | X=0117.170-0397.410 | Y=0509.660-0520.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1280 | X=0117.170-0404.780 | Y=0521.180-0532.420 | Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767 đến Hết đài đức
P=1280 | X=0117.170-0409.720 | Y=0532.490-0543.730 | mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa, bê tông xi măng:
P=1280 | X=0095.060-0348.720 | Y=0550.010-0564.330 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1280 | X=0453.050-0469.690 | Y=0555.010-0564.330 | 350
P=1280 | X=0505.390-0522.030 | Y=0555.010-0564.330 | 320
P=1280 | X=0117.170-0404.060 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1280 | X=0117.170-0178.290 | Y=0579.050-0590.290 | đến ≤1.000m.
P=1280 | X=0117.170-0340.340 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1280 | X=0117.170-0397.410 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1280 | X=0117.170-0404.780 | Y=0625.870-0637.110 | Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767 đến Hết đài đức
P=1280 | X=0117.170-0409.720 | Y=0637.390-0648.630 | mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa, bê tông xi măng:
P=1280 | X=0095.060-0111.700 | Y=0645.270-0654.590 | 144
P=1280 | X=0453.050-0469.690 | Y=0645.270-0654.590 | 230
P=1280 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 210
P=1280 | X=0117.170-0402.980 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1280 | X=0117.170-0340.810 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1280 | X=0117.170-0402.430 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1280 | X=0095.060-0111.700 | Y=0697.830-0707.150 | 145
P=1280 | X=0453.050-0469.690 | Y=0697.830-0707.150 | 450
P=1280 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 400
P=1280 | X=0117.170-0396.950 | Y=0701.730-0712.970 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767
P=1281 | X=0117.170-0406.870 | Y=0072.500-0083.740 | đến Hết đài đức mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa,
P=1281 | X=0117.170-0191.250 | Y=0084.020-0095.260 | bê tông xi măng:
P=1281 | X=0117.170-0348.250 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1281 | X=0117.170-0394.360 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1281 | X=0117.170-0402.430 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1281 | X=0117.170-0396.950 | Y=0148.370-0159.610 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767
P=1281 | X=0117.170-0406.870 | Y=0159.650-0170.890 | đến Hết đài đức mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa,
P=1281 | X=0117.170-0191.250 | Y=0171.170-0182.410 | bê tông xi măng:
P=1281 | X=0095.060-0348.720 | Y=0187.930-0199.930 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1281 | X=0453.050-0469.690 | Y=0187.930-0197.250 | 350
P=1281 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 320
P=1281 | X=0117.170-0404.060 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1281 | X=0117.170-0178.290 | Y=0217.750-0228.990 | đến ≤1.000m.
P=1281 | X=0117.170-0340.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1281 | X=0117.170-0402.430 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1281 | X=0117.170-0396.950 | Y=0264.550-0275.790 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767
P=1281 | X=0117.170-0406.870 | Y=0276.070-0287.310 | đến Hết đài đức mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa,
P=1281 | X=0095.060-0191.250 | Y=0287.620-0299.060 | 147 bê tông xi măng:
P=1281 | X=0453.050-0469.690 | Y=0289.740-0299.060 | 230
P=1281 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 210
P=1281 | X=0117.170-0402.980 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1281 | X=0117.170-0340.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1281 | X=0117.170-0204.100 | Y=0340.420-0351.660 | Đường liên xã Bình
P=1281 | X=0223.030-0401.510 | Y=0340.420-0351.660 | Hết đài đức mẹ giáo Giáp ranh xã Trảng
P=1281 | X=0095.060-0111.700 | Y=0347.820-0357.140 | 148
P=1281 | X=0453.050-0469.690 | Y=0347.820-0357.140 | 670
P=1281 | X=0505.390-0522.030 | Y=0347.820-0357.140 | 600
P=1281 | X=0223.030-0267.790 | Y=0351.700-0362.940 | xứ Bùi Đệ
P=1281 | X=0117.170-0197.340 | Y=0353.580-0362.900 | Minh - Trảng Bom
P=1281 | X=0315.240-0335.870 | Y=0353.580-0362.900 | Bom
P=1281 | X=0117.170-0397.410 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1281 | X=0117.170-0398.150 | Y=0381.000-0392.240 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1281 | X=0117.170-0393.100 | Y=0392.520-0403.760 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1281 | X=0095.060-0177.330 | Y=0404.040-0415.480 | 149 tông xi măng:
P=1281 | X=0453.050-0469.690 | Y=0406.160-0415.480 | 450
P=1281 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 400
P=1281 | X=0117.170-0348.250 | Y=0421.560-0432.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1281 | X=0117.170-0382.080 | Y=0439.080-0450.320 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1281 | X=0117.170-0397.410 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1281 | X=0117.170-0398.150 | Y=0468.380-0479.620 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1281 | X=0117.170-0393.100 | Y=0479.900-0491.140 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1281 | X=0117.170-0177.330 | Y=0491.420-0502.660 | tông xi măng:
P=1281 | X=0095.060-0348.720 | Y=0507.940-0520.180 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1281 | X=0453.050-0469.690 | Y=0507.940-0517.260 | 350
P=1281 | X=0505.390-0522.030 | Y=0507.940-0517.260 | 320
P=1281 | X=0117.170-0404.060 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1281 | X=0117.170-0178.290 | Y=0537.770-0549.010 | đến ≤1.000m.
P=1281 | X=0117.170-0340.340 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1281 | X=0117.170-0397.410 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1281 | X=0117.170-0398.150 | Y=0584.570-0595.810 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1281 | X=0117.170-0393.100 | Y=0596.090-0607.330 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1281 | X=0095.060-0177.330 | Y=0607.610-0619.050 | 151 tông xi măng:
P=1281 | X=0453.050-0469.690 | Y=0609.730-0619.050 | 230
P=1281 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 210
P=1281 | X=0117.170-0402.980 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1281 | X=0117.170-0340.810 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1281 | X=0117.170-0402.430 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1281 | X=0117.170-0395.260 | Y=0671.950-0683.190 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1281 | X=0095.060-0111.700 | Y=0679.590-0688.910 | 152
P=1281 | X=0453.050-0469.690 | Y=0679.590-0688.910 | 450
P=1281 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 400
P=1281 | X=0117.170-0386.370 | Y=0683.470-0694.710 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1281 | X=0117.170-0252.940 | Y=0694.750-0705.990 | đường nhựa, bê tông xi măng:
P=1282 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1282 | X=0117.170-0394.360 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1282 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1282 | X=0117.170-0395.260 | Y=0125.330-0136.570 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1282 | X=0117.170-0386.370 | Y=0136.850-0148.090 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1282 | X=0117.170-0252.940 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=1282 | X=0095.060-0348.720 | Y=0164.890-0176.890 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1282 | X=0453.050-0469.690 | Y=0164.890-0174.210 | 350
P=1282 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 320
P=1282 | X=0117.170-0404.060 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1282 | X=0117.170-0178.290 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1282 | X=0117.170-0340.340 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1282 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1282 | X=0117.170-0395.260 | Y=0241.510-0252.750 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1282 | X=0117.170-0386.370 | Y=0253.030-0264.270 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1282 | X=0095.060-0252.940 | Y=0264.550-0275.990 | 154 đường nhựa, bê tông xi măng:
P=1282 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 230
P=1282 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 210
P=1282 | X=0117.170-0402.980 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1282 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1282 | X=0117.170-0209.420 | Y=0317.380-0328.620 | Đường 3 tháng 2 nối
P=1282 | X=0223.030-0400.940 | Y=0317.380-0328.620 | Giáp ranh xã Trảng Đường Bình Minh -
P=1282 | X=0095.060-0111.700 | Y=0325.020-0334.340 | 155
P=1282 | X=0453.050-0469.690 | Y=0325.020-0334.340 | 700
P=1282 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 630
P=1282 | X=0315.240-0365.510 | Y=0328.900-0340.140 | Giang Điền
P=1282 | X=0117.170-0130.450 | Y=0330.780-0340.100 | dài
P=1282 | X=0223.030-0243.660 | Y=0330.780-0340.100 | Bom
P=1282 | X=0117.170-0410.140 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1282 | X=0117.170-0404.300 | Y=0357.940-0369.180 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1282 | X=0117.170-0376.600 | Y=0369.480-0380.720 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1282 | X=0095.060-0111.700 | Y=0377.360-0386.680 | 156
P=1282 | X=0453.050-0469.690 | Y=0377.360-0386.680 | 480
P=1282 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 430
P=1282 | X=0117.170-0348.250 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1282 | X=0117.170-0382.080 | Y=0404.520-0415.760 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1282 | X=0117.170-0410.140 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1282 | X=0117.170-0404.300 | Y=0433.800-0445.040 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1282 | X=0117.170-0376.600 | Y=0445.320-0456.560 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1282 | X=0095.060-0348.730 | Y=0462.860-0476.940 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1282 | X=0453.050-0469.690 | Y=0467.620-0476.940 | 370
P=1282 | X=0505.390-0522.030 | Y=0467.620-0476.940 | 330
P=1282 | X=0117.170-0404.060 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1282 | X=0117.170-0178.290 | Y=0491.900-0503.140 | đến ≤1.000m.
P=1282 | X=0117.170-0340.340 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1282 | X=0117.170-0410.140 | Y=0527.180-0538.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1282 | X=0117.170-0404.300 | Y=0538.490-0549.730 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1282 | X=0117.170-0376.600 | Y=0550.010-0561.250 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1282 | X=0095.060-0111.700 | Y=0557.890-0567.210 | 158
P=1282 | X=0453.050-0469.690 | Y=0557.890-0567.210 | 250
P=1282 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 230
P=1282 | X=0117.170-0402.980 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1282 | X=0117.170-0340.810 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1282 | X=0117.170-0402.460 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1282 | X=0117.170-0394.540 | Y=0614.330-0625.570 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1282 | X=0117.170-0402.460 | Y=0625.870-0637.110 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê
P=1282 | X=0095.060-0177.330 | Y=0637.390-0648.830 | 159 tông xi măng:
P=1282 | X=0453.050-0469.690 | Y=0639.510-0648.830 | 480
P=1282 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 430
P=1282 | X=0117.170-0348.250 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1282 | X=0117.170-0394.360 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1282 | X=0117.170-0402.430 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1282 | X=0095.060-0111.700 | Y=0697.830-0707.150 | 160
P=1282 | X=0453.050-0469.690 | Y=0697.830-0707.150 | 370
P=1282 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 330
P=1282 | X=0117.170-0394.540 | Y=0701.730-0712.970 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1283 | X=0117.170-0402.460 | Y=0072.500-0083.740 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê
P=1283 | X=0117.170-0177.330 | Y=0084.020-0095.260 | tông xi măng:
P=1283 | X=0117.170-0348.720 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1283 | X=0117.170-0404.060 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1283 | X=0117.170-0178.290 | Y=0130.610-0141.850 | đến ≤1.000m.
