TABLE=017 | AREA=Xã Đại Phước | SECTION=agricultural | SEGMENTS=1
P=0528 | X=0505.390-0522.030 | Y=0506.500-0515.820 | 400
P=0528 | X=0126.050-0357.130 | Y=0521.900-0533.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0528 | X=0126.050-0403.240 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0528 | X=0126.050-0411.340 | Y=0557.450-0568.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0528 | X=0126.050-0398.380 | Y=0568.970-0580.210 | Đường vào công viên tưởng niệm Giồng Sắn đoạn từ Đường
P=0528 | X=0126.050-0404.470 | Y=0580.250-0591.490 | Hùng Vương đến Sông Ông Kèo có hiện trạng là đường nhựa,
P=0528 | X=0126.050-0200.130 | Y=0591.770-0603.010 | bê tông xi măng:
P=0528 | X=0102.290-0113.410 | Y=0608.530-0617.850 | 83
P=0528 | X=0453.530-0470.170 | Y=0608.530-0617.850 | 350
P=0528 | X=0505.390-0522.030 | Y=0608.530-0617.850 | 320
P=0528 | X=0126.050-0357.600 | Y=0609.290-0620.530 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0528 | X=0126.050-0412.940 | Y=0626.830-0638.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0528 | X=0126.050-0187.200 | Y=0638.350-0649.590 | đến ≤1.000m.
P=0528 | X=0126.050-0349.220 | Y=0655.870-0667.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0528 | X=0126.050-0411.310 | Y=0673.870-0685.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0528 | X=0126.050-0398.380 | Y=0685.390-0696.630 | Đường vào công viên tưởng niệm Giồng Sắn đoạn từ Đường
P=0528 | X=0102.290-0113.410 | Y=0693.030-0702.350 | 84
P=0528 | X=0453.530-0470.170 | Y=0693.030-0702.350 | 220
P=0528 | X=0505.390-0522.030 | Y=0693.030-0702.350 | 200
P=0528 | X=0126.050-0404.470 | Y=0696.910-0708.150 | Hùng Vương đến Sông Ông Kèo có hiện trạng là đường nhựa,
P=0528 | X=0126.050-0200.130 | Y=0708.450-0719.690 | bê tông xi măng:
P=0529 | X=0126.050-0411.860 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0529 | X=0126.050-0349.690 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0529 | X=0126.050-0212.300 | Y=0114.290-0125.530 | Đường vào khu Tái
P=0529 | X=0318.120-0415.190 | Y=0114.290-0125.530 | Đầu ranh Khu tái định
P=0529 | X=0223.750-0307.880 | Y=0120.050-0131.290 | Đường Võ Thị Sáu
P=0529 | X=0102.290-0113.410 | Y=0121.930-0131.250 | 85
P=0529 | X=0453.530-0470.170 | Y=0121.930-0131.250 | 670
P=0529 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 600
P=0529 | X=0126.050-0206.780 | Y=0125.810-0137.050 | định cư Phú Đông
P=0529 | X=0318.120-0377.230 | Y=0125.810-0137.050 | cư Phú Đông
P=0529 | X=0126.050-0412.310 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0529 | X=0126.050-0410.630 | Y=0155.330-0166.570 | Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh
P=0529 | X=0126.050-0409.890 | Y=0166.850-0178.090 | Khu tái định cư Phú Đông có hiện trạng là đường nhựa, bê tông
P=0529 | X=0126.050-0163.880 | Y=0178.370-0189.610 | xi măng:
P=0529 | X=0102.290-0113.410 | Y=0180.490-0189.810 | 86
P=0529 | X=0453.530-0470.170 | Y=0180.490-0189.810 | 450
P=0529 | X=0505.390-0522.030 | Y=0180.490-0189.810 | 400
P=0529 | X=0126.050-0357.130 | Y=0195.650-0206.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0529 | X=0126.050-0403.260 | Y=0213.190-0224.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0529 | X=0126.050-0412.310 | Y=0231.190-0242.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0529 | X=0126.050-0410.630 | Y=0242.710-0253.950 | Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh
P=0529 | X=0126.050-0409.890 | Y=0254.230-0265.470 | Khu tái định cư Phú Đông có hiện trạng là đường nhựa, bê tông
P=0529 | X=0126.050-0163.880 | Y=0265.750-0276.990 | xi măng:
P=0529 | X=0102.290-0113.410 | Y=0282.510-0291.830 | 87
P=0529 | X=0453.530-0470.170 | Y=0282.510-0291.830 | 350
P=0529 | X=0505.390-0522.030 | Y=0282.510-0291.830 | 320
P=0529 | X=0126.050-0357.600 | Y=0283.300-0294.540 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0529 | X=0126.050-0412.940 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0529 | X=0126.050-0187.170 | Y=0312.340-0323.580 | đến ≤1.000m.
P=0529 | X=0126.050-0349.220 | Y=0329.860-0341.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0529 | X=0126.050-0412.310 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0529 | X=0126.050-0410.630 | Y=0359.380-0370.620 | Tái định cư Phú Đông đoạn từ Đường Võ Thị Sáu đến Đầu ranh
P=0529 | X=0126.050-0409.890 | Y=0370.920-0382.160 | Khu tái định cư Phú Đồng có hiện trạng là đường nhựa, bê tông
P=0529 | X=0126.050-0163.880 | Y=0382.200-0393.440 | xi măng:
P=0529 | X=0102.290-0113.410 | Y=0384.560-0393.880 | 88
P=0529 | X=0453.530-0470.170 | Y=0384.560-0393.880 | 220
P=0529 | X=0505.390-0522.030 | Y=0384.560-0393.880 | 200
P=0529 | X=0126.050-0411.860 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0529 | X=0126.050-0349.690 | Y=0417.240-0428.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0529 | X=0126.050-0411.310 | Y=0435.240-0446.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0529 | X=0126.050-0398.860 | Y=0446.760-0458.000 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị
P=0529 | X=0126.050-0395.970 | Y=0458.300-0469.540 | Sáu đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là
P=0529 | X=0126.050-0261.820 | Y=0469.820-0481.060 | đường nhựa, bê tông xi măng:
P=0529 | X=0102.290-0113.410 | Y=0471.940-0481.260 | 89
P=0529 | X=0453.530-0470.170 | Y=0471.940-0481.260 | 450
P=0529 | X=0505.390-0522.030 | Y=0471.940-0481.260 | 400
P=0529 | X=0126.050-0357.130 | Y=0487.340-0498.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0529 | X=0126.050-0403.240 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0529 | X=0126.050-0411.310 | Y=0522.860-0534.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0529 | X=0126.050-0398.860 | Y=0534.410-0545.650 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị
P=0529 | X=0126.050-0395.970 | Y=0545.930-0557.170 | Sáu đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là
P=0529 | X=0126.050-0261.820 | Y=0557.450-0568.690 | đường nhựa, bê tông xi măng:
P=0529 | X=0102.290-0113.410 | Y=0573.970-0583.290 | 90
P=0529 | X=0453.530-0470.170 | Y=0573.970-0583.290 | 350
P=0529 | X=0505.390-0522.030 | Y=0573.970-0583.290 | 320
P=0529 | X=0126.050-0357.600 | Y=0574.970-0586.210 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0529 | X=0126.050-0412.940 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0529 | X=0126.050-0187.170 | Y=0603.770-0615.010 | đến ≤1.000m.
P=0529 | X=0126.050-0349.220 | Y=0621.310-0632.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0529 | X=0126.050-0411.310 | Y=0639.310-0650.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0529 | X=0126.050-0398.860 | Y=0650.830-0662.070 | Đường vào khu Tái định cư Phú Đông đoạn từ Đường Võ Thị
P=0529 | X=0126.050-0395.970 | Y=0662.350-0673.590 | Sáu đến Đầu ranh Khu tái định cư Phú Đông có hiện trạng là
P=0529 | X=0102.290-0113.410 | Y=0667.350-0676.670 | 91
P=0529 | X=0453.530-0470.170 | Y=0667.350-0676.670 | 220
P=0529 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 200
P=0529 | X=0126.050-0261.820 | Y=0673.870-0685.110 | đường nhựa, bê tông xi măng:
P=0529 | X=0126.050-0411.860 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0530 | X=0126.050-0349.690 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0530 | X=0126.050-0412.780 | Y=0096.740-0107.980 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương
P=0530 | X=0102.290-0113.410 | Y=0098.620-0107.940 | 92
P=0530 | X=0453.530-0470.170 | Y=0098.620-0107.940 | 600
P=0530 | X=0505.390-0522.030 | Y=0098.620-0107.940 | 530
P=0530 | X=0126.050-0411.770 | Y=0114.770-0126.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0530 | X=0126.050-0412.530 | Y=0126.290-0137.530 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0530 | X=0126.050-0261.820 | Y=0137.810-0149.050 | đường nhựa, bê tông xi măng:
P=0530 | X=0102.290-0113.410 | Y=0145.690-0155.010 | 93
P=0530 | X=0453.530-0470.170 | Y=0145.690-0155.010 | 400
P=0530 | X=0505.390-0522.030 | Y=0145.690-0155.010 | 360
P=0530 | X=0126.050-0357.130 | Y=0155.330-0166.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0530 | X=0126.050-0403.250 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0530 | X=0126.050-0411.770 | Y=0190.850-0202.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0530 | X=0126.050-0412.530 | Y=0202.390-0213.630 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0530 | X=0126.050-0261.820 | Y=0213.670-0224.910 | đường nhựa, bê tông xi măng:
P=0530 | X=0126.050-0357.600 | Y=0231.190-0242.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0530 | X=0102.290-0113.410 | Y=0236.190-0245.510 | 94
P=0530 | X=0453.530-0470.170 | Y=0236.190-0245.510 | 290
P=0530 | X=0505.390-0522.030 | Y=0236.190-0245.510 | 250
P=0530 | X=0126.050-0412.940 | Y=0248.710-0259.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0530 | X=0126.050-0187.170 | Y=0260.230-0271.470 | đến ≤1.000m.
P=0530 | X=0126.050-0349.220 | Y=0277.750-0288.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0530 | X=0126.050-0411.770 | Y=0295.780-0307.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đoạn từ
P=0530 | X=0126.050-0412.530 | Y=0307.300-0318.540 | đường Nguyễn Văn Trị đến đường Hùng Vương có hiện trạng là
P=0530 | X=0126.050-0261.820 | Y=0318.820-0330.060 | đường nhựa, bê tông xi măng:
P=0530 | X=0102.290-0113.410 | Y=0326.700-0336.020 | 95
P=0530 | X=0453.530-0470.170 | Y=0326.700-0336.020 | 180
P=0530 | X=0505.390-0522.030 | Y=0326.700-0336.020 | 180
P=0530 | X=0126.050-0412.110 | Y=0336.340-0347.580 | - Có bề rộng từ >3m đến <5m, cách đường giao thông >1.000m.
P=0530 | X=0126.050-0349.690 | Y=0353.860-0365.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0530 | X=0126.050-0411.310 | Y=0371.880-0383.120 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0530 | X=0126.050-0412.760 | Y=0383.400-0394.640 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương
P=0530 | X=0126.050-0332.900 | Y=0394.920-0406.160 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0530 | X=0102.290-0113.410 | Y=0402.800-0412.120 | 96
P=0530 | X=0453.530-0470.170 | Y=0402.800-0412.120 | 400
P=0530 | X=0505.390-0522.030 | Y=0402.800-0412.120 | 360
P=0530 | X=0126.050-0357.130 | Y=0412.200-0423.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0530 | X=0126.050-0403.240 | Y=0429.720-0440.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0530 | X=0126.050-0411.310 | Y=0447.720-0458.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0530 | X=0126.050-0412.780 | Y=0459.260-0470.500 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương
P=0530 | X=0126.050-0332.900 | Y=0470.780-0482.020 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0530 | X=0126.050-0357.600 | Y=0488.300-0499.540 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0530 | X=0102.290-0113.410 | Y=0493.300-0502.620 | 97
P=0530 | X=0453.530-0470.170 | Y=0493.300-0502.620 | 290
P=0530 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 250
P=0530 | X=0126.050-0412.940 | Y=0505.820-0517.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0530 | X=0126.050-0187.170 | Y=0517.340-0528.580 | đến ≤1.000m.
P=0530 | X=0126.050-0349.220 | Y=0534.890-0546.130 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0530 | X=0126.050-0411.310 | Y=0552.890-0564.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0530 | X=0126.050-0412.760 | Y=0564.410-0575.650 | Đường đoạn từ đường Nguyễn Văn Trị đến đường Hùng Vương
P=0530 | X=0126.050-0332.900 | Y=0575.930-0587.170 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0530 | X=0102.290-0113.410 | Y=0583.810-0593.130 | 98
P=0530 | X=0453.530-0470.170 | Y=0583.810-0593.130 | 180
P=0530 | X=0505.390-0522.030 | Y=0583.810-0593.130 | 180
P=0530 | X=0126.050-0411.860 | Y=0593.450-0604.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0530 | X=0126.050-0349.690 | Y=0610.970-0622.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0530 | X=0126.050-0213.280 | Y=0628.990-0640.230 | Đường vào Trường
P=0530 | X=0318.120-0395.500 | Y=0628.990-0640.230 | Ranh thửa đất số
P=0530 | X=0126.050-0305.720 | Y=0640.270-0651.510 | THCS Đại Phước (xã Đường Lý Thái Tổ
P=0530 | X=0318.120-0408.220 | Y=0640.270-0651.510 | 203, tờ BĐĐC số 91
P=0530 | X=0102.290-0113.410 | Y=0642.150-0651.470 | 99
P=0530 | X=0453.530-0470.170 | Y=0642.150-0651.470 | 600
P=0530 | X=0505.390-0522.030 | Y=0642.150-0651.470 | 530
P=0530 | X=0126.050-0216.870 | Y=0651.790-0663.030 | Đại Phước) nhánh 1
P=0530 | X=0318.120-0386.540 | Y=0651.790-0663.030 | (xã Đại Phước)
P=0530 | X=0126.050-0393.110 | Y=0669.790-0681.030 | Các tuyến đường giao giông đấu nối trực tiếp ra Đường vào
P=0530 | X=0126.050-0388.490 | Y=0681.310-0692.550 | Trường THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ
P=0530 | X=0099.410-0116.050 | Y=0688.950-0698.270 | 100
P=0530 | X=0453.530-0470.170 | Y=0688.950-0698.270 | 400
P=0530 | X=0505.390-0522.030 | Y=0688.950-0698.270 | 360
P=0530 | X=0126.050-0399.820 | Y=0692.830-0704.070 | Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91
P=0530 | X=0126.050-0404.190 | Y=0704.370-0715.610 | (xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0531 | X=0126.050-0357.130 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0531 | X=0126.050-0403.240 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0531 | X=0126.050-0393.590 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0531 | X=0126.050-0388.490 | Y=0125.810-0137.050 | Trường THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ
P=0531 | X=0126.050-0399.820 | Y=0137.330-0148.570 | Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91
P=0531 | X=0126.050-0404.190 | Y=0148.850-0160.090 | (xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0531 | X=0099.410-0357.620 | Y=0165.370-0177.610 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0531 | X=0453.530-0470.170 | Y=0165.370-0174.690 | 290
P=0531 | X=0505.390-0522.030 | Y=0165.370-0174.690 | 250
P=0531 | X=0126.050-0412.940 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0531 | X=0126.050-0187.170 | Y=0195.170-0206.410 | đến ≤1.000m.
P=0531 | X=0126.050-0349.220 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0531 | X=0126.050-0393.590 | Y=0230.710-0241.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0531 | X=0126.050-0388.490 | Y=0242.230-0253.470 | Trường THCS Đại Phước (xã Đại Phước) nhánh 1 đoạn từ
P=0531 | X=0126.050-0399.820 | Y=0253.750-0264.990 | Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC số 91
P=0531 | X=0099.410-0404.190 | Y=0265.270-0276.710 | 102 (xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0531 | X=0453.530-0470.170 | Y=0267.390-0276.710 | 180
P=0531 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 180
P=0531 | X=0126.050-0411.860 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0531 | X=0126.050-0349.690 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0531 | X=0126.050-0411.310 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0531 | X=0126.050-0404.150 | Y=0329.860-0341.100 | Đường vào Trường THCS Đại Phước (xã Đại Phước) nhánh 1
P=0531 | X=0126.050-0410.140 | Y=0341.380-0352.620 | đoạn từ Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC
P=0531 | X=0126.050-0400.750 | Y=0352.900-0364.140 | số 91 (xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi
P=0531 | X=0099.410-0116.050 | Y=0360.780-0370.100 | 103
P=0531 | X=0453.530-0470.170 | Y=0360.780-0370.100 | 400
P=0531 | X=0505.390-0522.030 | Y=0360.780-0370.100 | 360
P=0531 | X=0126.050-0154.050 | Y=0364.180-0375.420 | măng:
P=0531 | X=0126.050-0357.160 | Y=0381.720-0392.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0531 | X=0126.050-0403.240 | Y=0399.240-0410.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0531 | X=0126.050-0411.310 | Y=0417.240-0428.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0531 | X=0126.050-0404.150 | Y=0428.760-0440.000 | Đường vào Trường THCS Đại Phước (xã Đại Phước) nhánh 1
P=0531 | X=0126.050-0410.140 | Y=0440.280-0451.520 | đoạn từ Đường Lý Thái Tổ đến Ranh thửa đất số 203, tờ BĐĐC
P=0531 | X=0126.050-0400.750 | Y=0451.820-0463.060 | số 91 (xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi
P=0531 | X=0126.050-0154.050 | Y=0463.340-0474.580 | măng:
P=0531 | X=0099.410-0116.050 | Y=0474.100-0483.420 | 104
P=0531 | X=0453.530-0470.170 | Y=0474.100-0483.420 | 290
P=0531 | X=0505.390-0522.030 | Y=0474.100-0483.420 | 250
P=0531 | X=0126.050-0357.600 | Y=0480.860-0492.100 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0531 | X=0126.050-0412.940 | Y=0498.380-0509.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
