TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0726 | X=0106.610-0147.810 | Y=0206.230-0217.470 | ≤1.000m.
P=0726 | X=0106.610-0331.010 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0726 | X=0106.610-0420.690 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc - Tín
P=0726 | X=0106.610-0411.170 | Y=0253.030-0264.270 | Nghĩa đoạn từ Ngã ba Đài tưởng niệm đến Giáp đường khu phố 2 đi
P=0726 | X=0106.610-0360.060 | Y=0264.550-0275.790 | khu phố 3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0726 | X=0092.900-0103.780 | Y=0272.430-0281.750 | 95
P=0726 | X=0457.850-0474.020 | Y=0272.430-0281.750 | 200
P=0726 | X=0506.350-0522.520 | Y=0272.430-0281.750 | 150
P=0726 | X=0106.610-0394.110 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0726 | X=0106.610-0331.230 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0726 | X=0106.610-0426.090 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0726 | X=0106.610-0419.560 | Y=0328.900-0340.140 | Bình Lộc - Tín Nghĩa đoạn từ Ngã ba Đài tưởng niệm đến Giáp đường
P=0726 | X=0106.610-0417.540 | Y=0340.420-0351.660 | khu phố 2 đi khu phố 3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0726 | X=0092.900-0103.780 | Y=0348.300-0357.620 | 96
P=0726 | X=0457.850-0474.020 | Y=0348.300-0357.620 | 340
P=0726 | X=0506.350-0522.520 | Y=0348.300-0357.620 | 270
P=0726 | X=0106.610-0338.680 | Y=0357.700-0368.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0726 | X=0106.610-0385.720 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0726 | X=0106.610-0426.090 | Y=0393.000-0404.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0726 | X=0106.610-0419.560 | Y=0404.520-0415.760 | Bình Lộc - Tín Nghĩa đoạn từ Ngã ba Đài tưởng niệm đến Giáp đường
P=0726 | X=0106.610-0417.540 | Y=0416.040-0427.280 | khu phố 2 đi khu phố 3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0726 | X=0092.900-0339.170 | Y=0433.560-0447.880 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0726 | X=0457.850-0474.020 | Y=0438.560-0447.880 | 270
P=0726 | X=0506.350-0522.520 | Y=0438.560-0447.880 | 210
P=0726 | X=0106.610-0416.140 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0726 | X=0106.610-0147.810 | Y=0462.620-0473.860 | ≤1.000m.
P=0726 | X=0106.610-0331.010 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0726 | X=0106.610-0426.090 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0726 | X=0106.610-0419.560 | Y=0509.420-0520.660 | Bình Lộc - Tín Nghĩa đoạn từ Ngã ba Đài tưởng niệm đến Giáp đường
P=0726 | X=0106.610-0417.650 | Y=0520.940-0532.180 | khu phố 2 đi khu phố 3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0726 | X=0092.900-0103.780 | Y=0528.820-0538.140 | 98
P=0726 | X=0457.850-0474.020 | Y=0528.820-0538.140 | 200
P=0726 | X=0506.350-0522.520 | Y=0528.820-0538.140 | 150
P=0726 | X=0106.610-0394.110 | Y=0538.250-0549.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0726 | X=0106.610-0334.120 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0726 | X=0244.900-0411.740 | Y=0573.530-0584.770 | Giáp đường khu phố Giáp đường Lạc
P=0726 | X=0092.900-0232.950 | Y=0579.290-0590.530 | 99 Đường Bình Lộc - Tín Nghĩa
P=0726 | X=0457.850-0474.020 | Y=0581.170-0590.490 | 530
P=0726 | X=0506.350-0522.520 | Y=0581.170-0590.490 | 430
P=0726 | X=0244.900-0308.840 | Y=0585.050-0596.290 | 2 đi khu phố 3
P=0726 | X=0338.520-0420.220 | Y=0585.050-0596.290 | Sơn – Xuân Thiện
P=0726 | X=0106.610-0420.690 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc - Tín
P=0726 | X=0106.610-0426.260 | Y=0614.330-0625.570 | Nghĩa đoạn từ Giáp đường khu phố 2 đi khu phố 3 đến Giáp đường Lạc
P=0726 | X=0106.610-0397.110 | Y=0625.870-0637.110 | Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=0726 | X=0090.260-0106.430 | Y=0633.750-0643.070 | 100
P=0726 | X=0457.850-0474.020 | Y=0633.750-0643.070 | 340
P=0726 | X=0506.350-0522.520 | Y=0633.750-0643.070 | 270
P=0726 | X=0106.610-0338.680 | Y=0643.390-0654.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0726 | X=0106.610-0385.720 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0726 | X=0106.610-0420.690 | Y=0678.670-0689.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc - Tín
P=0726 | X=0090.260-0426.260 | Y=0690.190-0701.430 | 101 Nghĩa đoạn từ Giáp đường khu phố 2 đi khu phố 3 đến Giáp đường Lạc
P=0726 | X=0457.850-0474.020 | Y=0692.070-0701.390 | 270
P=0726 | X=0506.350-0522.520 | Y=0692.070-0701.390 | 210
P=0726 | X=0106.610-0397.110 | Y=0701.730-0712.970 | Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=0727 | X=0106.610-0339.170 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0727 | X=0106.610-0416.140 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0727 | X=0106.610-0147.810 | Y=0107.540-0118.780 | ≤1.000m.
P=0727 | X=0106.610-0331.010 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0727 | X=0106.610-0420.690 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình Lộc - Tín
P=0727 | X=0106.610-0426.290 | Y=0154.370-0165.610 | Nghĩa đoạn từ Giáp đường khu phố 2 đi khu phố 3 đến Giáp đường Lạc
P=0727 | X=0106.610-0397.110 | Y=0165.650-0176.890 | Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=0727 | X=0090.260-0106.430 | Y=0173.530-0182.850 | 102
P=0727 | X=0457.850-0474.020 | Y=0173.530-0182.850 | 200
P=0727 | X=0506.350-0522.520 | Y=0173.530-0182.850 | 150
P=0727 | X=0106.610-0394.110 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0727 | X=0106.610-0331.230 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0727 | X=0106.610-0426.150 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0727 | X=0106.610-0416.260 | Y=0229.990-0241.230 | Bình Lộc - Tín Nghĩa đoạn từ Giáp đường khu phố 2 đi khu phố 3 đến
P=0727 | X=0106.610-0410.030 | Y=0241.510-0252.750 | Giáp đường Lạc Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê
P=0727 | X=0090.260-0166.770 | Y=0253.030-0264.470 | 103 tông xi măng:
P=0727 | X=0457.850-0474.020 | Y=0255.150-0264.470 | 340
P=0727 | X=0506.350-0522.520 | Y=0255.150-0264.470 | 270
P=0727 | X=0106.610-0338.680 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0727 | X=0106.610-0385.720 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0727 | X=0106.610-0426.090 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0727 | X=0106.610-0416.260 | Y=0317.380-0328.620 | Bình Lộc - Tín Nghĩa đoạn từ Giáp đường khu phố 2 đi khu phố 3 đến
P=0727 | X=0106.610-0410.030 | Y=0328.900-0340.140 | Giáp đường Lạc Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê
P=0727 | X=0106.610-0166.760 | Y=0340.420-0351.660 | tông xi măng:
P=0727 | X=0090.260-0339.170 | Y=0356.940-0368.940 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0727 | X=0457.850-0474.020 | Y=0356.940-0366.260 | 270
P=0727 | X=0506.350-0522.520 | Y=0356.940-0366.260 | 210
P=0727 | X=0106.610-0416.140 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0727 | X=0106.610-0147.810 | Y=0386.760-0398.000 | ≤1.000m.
P=0727 | X=0106.610-0331.010 | Y=0404.280-0415.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0727 | X=0106.610-0426.230 | Y=0422.040-0433.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0727 | X=0106.610-0419.610 | Y=0433.560-0444.800 | Bình Lộc - Tín Nghĩa đoạn từ Giáp đường Khu phố 2 đi Khu phố 3 đến
P=0727 | X=0106.610-0410.030 | Y=0445.080-0456.320 | Giáp đường Lạc Sơn – Xuân Thiện có hiện trạng là đường nhựa, bê
P=0727 | X=0090.260-0166.770 | Y=0456.620-0468.060 | 105 tông xi măng:
P=0727 | X=0457.850-0474.020 | Y=0458.740-0468.060 | 200
P=0727 | X=0506.350-0522.520 | Y=0458.740-0468.060 | 150
P=0727 | X=0106.610-0394.110 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0727 | X=0106.610-0334.120 | Y=0491.660-0502.900 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0727 | X=0338.520-0425.760 | Y=0509.420-0520.660 | Ngã tư trụ sở Nông
P=0727 | X=0090.260-0176.800 | Y=0520.940-0532.180 | 106 Đường tỉnh 770
P=0727 | X=0244.900-0327.560 | Y=0520.940-0532.180 | Đường 21 tháng 4
P=0727 | X=0338.520-0403.620 | Y=0520.940-0532.180 | trường Cao su
P=0727 | X=0457.850-0474.020 | Y=0522.820-0532.140 | 600
P=0727 | X=0506.350-0522.520 | Y=0522.820-0532.140 | 490
P=0727 | X=0338.520-0377.420 | Y=0532.220-0543.460 | Bình Lộc
P=0727 | X=0106.610-0418.170 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0727 | X=0106.610-0418.780 | Y=0561.530-0572.770 | từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường Cao su Bình Lộc
P=0727 | X=0106.610-0313.430 | Y=0573.050-0584.290 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0727 | X=0090.260-0106.430 | Y=0580.930-0590.250 | 107
P=0727 | X=0457.850-0474.020 | Y=0580.930-0590.250 | 400
P=0727 | X=0506.350-0522.520 | Y=0580.930-0590.250 | 320
P=0727 | X=0106.610-0330.520 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0727 | X=0106.610-0385.720 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0727 | X=0106.610-0418.170 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0727 | X=0106.610-0418.900 | Y=0637.390-0648.630 | từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường Cao su Bình Lộc
P=0727 | X=0106.610-0313.380 | Y=0648.910-0660.150 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0727 | X=0090.260-0106.430 | Y=0662.550-0671.870 | 108
P=0727 | X=0457.850-0474.020 | Y=0662.550-0671.870 | 320
P=0727 | X=0506.350-0522.520 | Y=0662.550-0671.870 | 260
P=0727 | X=0106.610-0331.000 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0727 | X=0106.610-0416.140 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0727 | X=0106.610-0139.650 | Y=0695.470-0706.710 | ≤600m.
P=0728 | X=0106.610-0331.010 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0728 | X=0106.610-0418.180 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0728 | X=0106.610-0418.780 | Y=0107.780-0119.020 | từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường Cao su Bình Lộc
P=0728 | X=0106.610-0313.380 | Y=0119.330-0130.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0106.430 | Y=0127.210-0136.530 | 109
P=0728 | X=0457.850-0474.020 | Y=0127.210-0136.530 | 240
P=0728 | X=0506.350-0522.520 | Y=0127.210-0136.530 | 210
P=0728 | X=0106.610-0385.950 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0728 | X=0106.610-0331.230 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0728 | X=0106.610-0426.090 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0728 | X=0106.610-0405.670 | Y=0183.410-0194.650 | tỉnh 770 đoạn từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường
P=0728 | X=0106.610-0389.930 | Y=0194.930-0206.170 | Cao su Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0106.430 | Y=0202.830-0212.150 | 110
P=0728 | X=0457.850-0474.020 | Y=0202.830-0212.150 | 400
P=0728 | X=0506.350-0522.520 | Y=0202.830-0212.150 | 320
P=0728 | X=0106.610-0330.520 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0728 | X=0106.610-0385.720 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0728 | X=0106.610-0426.090 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0728 | X=0106.610-0405.670 | Y=0259.270-0270.510 | tỉnh 770 đoạn từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường
P=0728 | X=0106.610-0390.010 | Y=0270.790-0282.030 | Cao su Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0331.000 | Y=0288.340-0302.420 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0728 | X=0457.850-0474.020 | Y=0293.100-0302.420 | 320
P=0728 | X=0506.350-0522.520 | Y=0293.100-0302.420 | 260
P=0728 | X=0106.610-0416.140 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0728 | X=0106.610-0139.650 | Y=0317.380-0328.620 | ≤600m.
P=0728 | X=0106.610-0331.010 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0728 | X=0106.610-0426.180 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0728 | X=0106.610-0405.670 | Y=0363.940-0375.180 | tỉnh 770 đoạn từ Đường 21 tháng 4 đến Ngã tư trụ sở Nông trường
P=0728 | X=0106.610-0389.930 | Y=0375.480-0386.720 | Cao su Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0106.430 | Y=0383.360-0392.680 | 112
P=0728 | X=0457.850-0474.020 | Y=0383.360-0392.680 | 240
P=0728 | X=0506.350-0522.510 | Y=0383.360-0392.680 | 210
P=0728 | X=0106.610-0385.950 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0728 | X=0106.610-0334.370 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0728 | X=0244.900-0332.140 | Y=0428.280-0439.520 | Ngã tư trụ sở Nông
P=0728 | X=0338.520-0415.390 | Y=0434.040-0445.280 | Hết ranh phường
P=0728 | X=0090.260-0176.800 | Y=0439.800-0451.040 | 113 Đường tỉnh 770
P=0728 | X=0244.900-0333.510 | Y=0439.800-0451.040 | trường Cao su Bình
P=0728 | X=0457.850-0474.020 | Y=0441.680-0451.000 | 600
P=0728 | X=0506.350-0522.520 | Y=0441.680-0451.000 | 490
P=0728 | X=0338.520-0378.120 | Y=0445.560-0456.800 | Bình Lộc
P=0728 | X=0244.900-0260.980 | Y=0451.340-0462.580 | Lộc
P=0728 | X=0106.610-0418.170 | Y=0469.100-0480.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0728 | X=0106.610-0414.020 | Y=0480.620-0491.860 | từ Ngã tư trụ sở Nông trường Cao su Bình Lộc đến Hết ranh phường
P=0728 | X=0106.610-0355.650 | Y=0492.140-0503.380 | Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0106.430 | Y=0500.020-0509.340 | 114
P=0728 | X=0457.850-0474.020 | Y=0500.020-0509.340 | 400
P=0728 | X=0506.350-0522.520 | Y=0500.020-0509.340 | 320
P=0728 | X=0106.610-0330.520 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0728 | X=0106.610-0385.720 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0728 | X=0106.610-0418.170 | Y=0544.970-0556.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0728 | X=0106.610-0414.160 | Y=0556.250-0567.490 | từ Ngã tư trụ sở Nông trường Cao su Bình Lộc đến Hết ranh phường
P=0728 | X=0106.610-0355.610 | Y=0567.770-0579.010 | Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0331.000 | Y=0585.290-0599.610 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0728 | X=0457.850-0474.020 | Y=0590.290-0599.610 | 320
P=0728 | X=0506.350-0522.510 | Y=0590.290-0599.610 | 260
P=0728 | X=0106.610-0416.140 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0728 | X=0106.610-0139.650 | Y=0614.330-0625.570 | ≤600m.
P=0728 | X=0106.610-0331.010 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0728 | X=0106.610-0418.170 | Y=0649.630-0660.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770 đoạn
P=0728 | X=0106.610-0414.020 | Y=0661.150-0672.390 | từ Ngã tư trụ sở Nông trường Cao su Bình Lộc đến Hết ranh phường
P=0728 | X=0106.610-0355.610 | Y=0672.670-0683.910 | Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0728 | X=0090.260-0106.430 | Y=0680.550-0689.870 | 116
P=0728 | X=0457.850-0474.020 | Y=0680.550-0689.870 | 240
P=0728 | X=0506.350-0522.520 | Y=0680.550-0689.870 | 210
P=0728 | X=0106.610-0385.950 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0728 | X=0106.610-0331.230 | Y=0707.730-0718.970 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0729 | X=0106.610-0426.090 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0729 | X=0106.610-0416.050 | Y=0090.020-0101.260 | tỉnh 770 đoạn từ Ngã tư trụ sở Nông trường Cao su Bình Lộc đến Hết
P=0729 | X=0106.610-0416.940 | Y=0101.540-0112.780 | ranh phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0729 | X=0090.260-0106.430 | Y=0109.420-0118.740 | 117
P=0729 | X=0457.850-0474.020 | Y=0109.420-0118.740 | 400
P=0729 | X=0506.350-0522.520 | Y=0109.420-0118.740 | 320
P=0729 | X=0106.610-0330.520 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0729 | X=0106.610-0385.720 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0729 | X=0106.610-0426.090 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0729 | X=0106.610-0416.220 | Y=0165.650-0176.890 | tỉnh 770 đoạn từ Ngã tư trụ sở Nông trường Cao su Bình Lộc đến Hết
P=0729 | X=0106.610-0416.790 | Y=0177.170-0188.410 | ranh phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
