TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0586 | X=0116.210-0342.500 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0586 | X=0214.150-0278.100 | Y=0154.850-0166.090 | Đường Hồ Thị
P=0586 | X=0094.340-0192.610 | Y=0160.610-0171.850 | 106 Đường 9 tháng 4
P=0586 | X=0312.600-0397.910 | Y=0160.610-0171.850 | Đường Ngô Quyền
P=0586 | X=0459.290-0475.930 | Y=0162.490-0171.810 | 800
P=0586 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 540
P=0586 | X=0214.150-0245.900 | Y=0166.370-0177.610 | Hương
P=0586 | X=0116.210-0409.160 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 tháng 4
P=0586 | X=0116.210-0394.300 | Y=0195.650-0206.890 | đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0586 | X=0116.210-0287.990 | Y=0207.190-0218.430 | trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0110.980 | Y=0215.070-0224.390 | 107
P=0586 | X=0459.290-0475.930 | Y=0215.070-0224.390 | 510
P=0586 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 360
P=0586 | X=0116.210-0341.780 | Y=0224.710-0235.950 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0586 | X=0116.210-0393.400 | Y=0242.230-0253.470 | - Có bề rộng từ ≤3m đến <5m, cách đường giao thông ≤400m.
P=0586 | X=0116.210-0409.160 | Y=0260.230-0271.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 tháng 4
P=0586 | X=0116.210-0394.300 | Y=0271.750-0282.990 | đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0586 | X=0116.210-0287.990 | Y=0283.300-0294.540 | trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0339.400 | Y=0300.820-0314.900 | 108 - Có bề rộng ≤5m, cách đường giao thông >600m.
P=0586 | X=0459.290-0475.930 | Y=0305.580-0314.900 | 420
P=0586 | X=0505.390-0522.030 | Y=0305.580-0314.900 | 310
P=0586 | X=0116.210-0403.100 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0586 | X=0116.210-0169.170 | Y=0329.860-0341.100 | đến ≤600m.
P=0586 | X=0116.210-0339.380 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0586 | X=0116.210-0409.160 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 tháng 4
P=0586 | X=0116.210-0394.300 | Y=0376.920-0388.160 | đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0586 | X=0116.210-0287.990 | Y=0388.200-0399.440 | trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0110.980 | Y=0396.080-0405.400 | 109
P=0586 | X=0459.290-0475.930 | Y=0396.080-0405.400 | 340
P=0586 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 250
P=0586 | X=0116.210-0393.640 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0586 | X=0116.210-0339.850 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0586 | X=0116.210-0401.470 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0586 | X=0116.210-0405.830 | Y=0452.780-0464.020 | Đường 9 tháng 4 đoạn từ Đường Hồ Thị Hương đến Đường Ngô
P=0586 | X=0116.210-0355.450 | Y=0464.300-0475.540 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0110.980 | Y=0472.180-0481.500 | 110
P=0586 | X=0459.290-0475.930 | Y=0472.180-0481.500 | 510
P=0586 | X=0505.390-0522.030 | Y=0472.180-0481.500 | 360
P=0586 | X=0116.210-0341.780 | Y=0481.820-0493.060 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0586 | X=0116.210-0393.400 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0586 | X=0116.210-0401.470 | Y=0517.340-0528.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0586 | X=0116.210-0405.830 | Y=0528.860-0540.100 | Đường 9 tháng 4 đoạn từ Đường Hồ Thị Hương đến Đường Ngô
P=0586 | X=0116.210-0355.450 | Y=0540.410-0551.650 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0342.250 | Y=0557.930-0572.010 | 111 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0586 | X=0459.290-0475.930 | Y=0562.690-0572.010 | 420
P=0586 | X=0505.390-0522.030 | Y=0562.690-0572.010 | 310
P=0586 | X=0116.210-0403.100 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0586 | X=0116.210-0169.170 | Y=0586.970-0598.210 | đến ≤600m.
P=0586 | X=0116.210-0339.380 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0586 | X=0116.210-0401.470 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0586 | X=0116.210-0405.830 | Y=0633.790-0645.030 | Đường 9 tháng 4 đoạn từ Đường Hồ Thị Hương đến Đường Ngô
P=0586 | X=0116.210-0355.450 | Y=0645.310-0656.550 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0586 | X=0094.340-0110.980 | Y=0653.190-0662.510 | 112
P=0586 | X=0459.290-0475.930 | Y=0653.190-0662.510 | 340
P=0586 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 250
P=0586 | X=0116.210-0393.660 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0586 | X=0116.210-0342.500 | Y=0680.350-0691.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0586 | X=0094.340-0198.130 | Y=0698.350-0709.590 | 113 Đường 21 tháng 4
P=0586 | X=0211.510-0293.940 | Y=0698.350-0709.590 | Giáp ranh phường
P=0586 | X=0316.680-0388.790 | Y=0700.230-0709.550 | Giáp Công ty cổ
P=0586 | X=0459.290-0475.930 | Y=0700.230-0709.550 | 800
P=0586 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 540
P=0587 | X=0116.210-0179.330 | Y=0072.740-0083.980 | (Quốc lộ 1 cũ)
P=0587 | X=0211.510-0251.140 | Y=0074.620-0083.940 | Bình Lộc
P=0587 | X=0316.680-0405.340 | Y=0074.620-0083.940 | phần xây dựng số 2
P=0587 | X=0316.680-0358.280 | Y=0084.260-0095.500 | Đồng Nai
P=0587 | X=0116.210-0406.290 | Y=0102.260-0113.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0587 | X=0116.210-0395.490 | Y=0113.780-0125.020 | 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình Lộc đến Giáp
P=0587 | X=0116.210-0403.910 | Y=0125.330-0136.570 | Công ty cổ phần xây dựng số 2 Đồng Nai có hiện trạng là đường
P=0587 | X=0094.340-0219.320 | Y=0136.850-0148.290 | 114 nhựa, bê tông xi măng:
P=0587 | X=0459.290-0475.930 | Y=0138.970-0148.290 | 510
P=0587 | X=0505.390-0522.030 | Y=0138.970-0148.290 | 360
P=0587 | X=0116.210-0341.780 | Y=0154.370-0165.610 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0587 | X=0116.210-0393.400 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0587 | X=0116.210-0406.290 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0587 | X=0116.210-0395.490 | Y=0201.190-0212.430 | 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình Lộc đến Giáp
P=0587 | X=0116.210-0403.910 | Y=0212.710-0223.950 | Công ty cổ phần xây dựng số 2 Đồng Nai có hiện trạng là đường
P=0587 | X=0116.210-0219.320 | Y=0224.230-0235.470 | nhựa, bê tông xi măng:
P=0587 | X=0094.340-0342.250 | Y=0240.990-0252.990 | 115 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0587 | X=0459.290-0475.930 | Y=0240.990-0250.310 | 420
P=0587 | X=0505.390-0522.030 | Y=0240.990-0250.310 | 310
P=0587 | X=0116.210-0403.100 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0587 | X=0116.210-0169.170 | Y=0270.790-0282.030 | đến ≤600m.
P=0587 | X=0116.210-0339.380 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0587 | X=0116.210-0406.290 | Y=0306.340-0317.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0587 | X=0116.210-0395.490 | Y=0317.860-0329.100 | 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình Lộc đến Giáp
P=0587 | X=0116.210-0403.910 | Y=0329.380-0340.620 | Công ty cổ phần xây dựng số 2 Đồng Nai có hiện trạng là đường
P=0587 | X=0094.340-0219.320 | Y=0340.900-0352.340 | 116 nhựa, bê tông xi măng:
P=0587 | X=0459.290-0475.930 | Y=0343.020-0352.340 | 340
P=0587 | X=0505.390-0522.030 | Y=0343.020-0352.340 | 250
P=0587 | X=0116.210-0393.640 | Y=0358.180-0369.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0587 | X=0116.210-0339.850 | Y=0375.720-0386.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0587 | X=0116.210-0401.500 | Y=0393.720-0404.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0587 | X=0116.210-0409.180 | Y=0405.240-0416.480 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình
P=0587 | X=0116.210-0397.190 | Y=0416.760-0428.000 | Lộc đến Giáp Công ty cổ phần xây dựng số 2 Đồng Nai có hiện
P=0587 | X=0094.340-0287.990 | Y=0428.280-0439.720 | 117 trạng là đường nhựa, bê tông xi măng:
P=0587 | X=0459.290-0475.930 | Y=0430.400-0439.720 | 510
P=0587 | X=0505.390-0522.030 | Y=0430.400-0439.720 | 360
P=0587 | X=0116.210-0341.780 | Y=0445.800-0457.040 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0587 | X=0116.210-0393.410 | Y=0463.340-0474.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0587 | X=0116.210-0401.470 | Y=0481.340-0492.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0587 | X=0116.210-0409.180 | Y=0492.860-0504.100 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình
P=0587 | X=0116.210-0397.190 | Y=0504.380-0515.620 | Lộc đến Giáp Công ty cổ phần xây dựng số 2 Đồng Nai có hiện
P=0587 | X=0116.210-0287.990 | Y=0515.900-0527.140 | trạng là đường nhựa, bê tông xi măng:
P=0587 | X=0094.340-0339.380 | Y=0532.420-0544.690 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0587 | X=0459.290-0475.930 | Y=0532.420-0541.740 | 420
P=0587 | X=0505.390-0522.030 | Y=0532.420-0541.740 | 310
P=0587 | X=0116.210-0403.100 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0587 | X=0116.210-0169.170 | Y=0562.250-0573.490 | đến ≤600m.
P=0587 | X=0116.210-0339.380 | Y=0579.770-0591.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0587 | X=0116.210-0401.500 | Y=0597.770-0609.010 | Các tuyến đường giao thông không đấu nối trực tiếp vả thông ra
P=0587 | X=0116.210-0409.180 | Y=0609.290-0620.530 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Giáp ranh phường Bình
P=0587 | X=0116.210-0397.190 | Y=0620.830-0632.070 | Lộc đến Giáp Công ty cổ phần xây dựng số 2 Đồng Nai có hiện
P=0587 | X=0094.340-0287.990 | Y=0632.350-0643.790 | 119 trạng là đường nhựa, bê tông xi măng:
P=0587 | X=0459.290-0475.930 | Y=0634.470-0643.790 | 340
P=0587 | X=0505.390-0522.030 | Y=0634.470-0643.790 | 250
P=0587 | X=0116.210-0393.640 | Y=0649.870-0661.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0587 | X=0116.210-0342.500 | Y=0667.390-0678.630 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0587 | X=0211.510-0305.720 | Y=0685.390-0696.630 | Đầu Công ty cổ phần
P=0587 | X=0116.210-0198.130 | Y=0691.150-0702.390 | Đường 21 tháng 4
P=0587 | X=0316.680-0383.990 | Y=0691.150-0702.390 | Cầu vượt Long
P=0587 | X=0211.510-0301.650 | Y=0696.910-0708.150 | xây dựng số 2 Đồng
P=0587 | X=0094.340-0110.980 | Y=0698.790-0708.110 | 120
P=0587 | X=0459.290-0475.930 | Y=0698.790-0708.110 | 800
P=0587 | X=0505.390-0522.030 | Y=0698.790-0708.110 | 540
P=0587 | X=0116.210-0179.330 | Y=0702.690-0713.930 | (Quốc lộ 1 cũ)
P=0587 | X=0316.680-0345.570 | Y=0704.580-0713.900 | Khánh
P=0587 | X=0211.510-0226.470 | Y=0710.340-0719.660 | Nai
P=0588 | X=0116.210-0406.290 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0588 | X=0116.210-0387.580 | Y=0090.260-0101.500 | 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần xây dựng số 2
P=0588 | X=0116.210-0409.750 | Y=0101.780-0113.020 | Đồng Nai đến cầu vượt Long Khánh có hiện trạng là đường nhựa,
P=0588 | X=0094.340-0190.290 | Y=0113.300-0124.740 | 121 bê tông xi măng:
P=0588 | X=0459.290-0475.930 | Y=0115.420-0124.740 | 510
P=0588 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 360
P=0588 | X=0116.210-0341.780 | Y=0130.850-0142.090 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0588 | X=0116.210-0393.400 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0588 | X=0116.210-0406.290 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0588 | X=0116.210-0387.580 | Y=0177.650-0188.890 | 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần xây dựng số 2
P=0588 | X=0116.210-0409.750 | Y=0189.170-0200.410 | Đồng Nai đến cầu vượt Long Khánh có hiện trạng là đường nhựa,
P=0588 | X=0116.210-0190.290 | Y=0200.710-0211.950 | bê tông xi măng:
P=0588 | X=0094.340-0342.250 | Y=0217.470-0229.470 | 122 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0588 | X=0459.290-0475.930 | Y=0217.470-0226.790 | 420
P=0588 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 310
P=0588 | X=0116.210-0403.100 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0588 | X=0116.210-0169.170 | Y=0247.270-0258.510 | đến ≤600m.
P=0588 | X=0116.210-0339.380 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0588 | X=0116.210-0406.290 | Y=0282.820-0294.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0588 | X=0116.210-0387.580 | Y=0294.340-0305.580 | 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần xây dựng số 2
P=0588 | X=0116.210-0409.750 | Y=0305.860-0317.100 | Đồng Nai đến cầu vượt Long Khánh có hiện trạng là đường nhựa,
P=0588 | X=0094.340-0190.290 | Y=0317.380-0328.820 | 123 bê tông xi măng:
P=0588 | X=0459.290-0475.930 | Y=0319.500-0328.820 | 340
P=0588 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 250
P=0588 | X=0116.210-0393.640 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0588 | X=0116.210-0339.850 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0588 | X=0116.210-0401.470 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0588 | X=0116.210-0397.420 | Y=0381.720-0392.960 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần
P=0588 | X=0116.210-0406.070 | Y=0393.240-0404.480 | xây dựng số 2 Đồng Nai đến Cầu vượt Long Khánh có hiện trạng
P=0588 | X=0094.340-0262.540 | Y=0404.760-0416.200 | 124 là đường nhựa, bê tông xi măng:
P=0588 | X=0459.290-0475.930 | Y=0406.880-0416.200 | 510
P=0588 | X=0505.390-0522.030 | Y=0406.880-0416.200 | 360
P=0588 | X=0116.210-0341.780 | Y=0422.280-0433.520 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0588 | X=0116.210-0393.400 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0588 | X=0116.210-0401.470 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0588 | X=0116.210-0397.420 | Y=0469.340-0480.580 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần
P=0588 | X=0116.210-0406.070 | Y=0480.860-0492.100 | xây dựng số 2 Đồng Nai đến Cầu vượt Long Khánh có hiện trạng
P=0588 | X=0116.210-0262.540 | Y=0492.380-0503.620 | là đường nhựa, bê tông xi măng:
P=0588 | X=0094.340-0342.250 | Y=0508.900-0521.140 | 125 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0588 | X=0459.290-0475.930 | Y=0508.900-0518.220 | 420
P=0588 | X=0505.390-0522.030 | Y=0508.900-0518.220 | 310
P=0588 | X=0116.210-0403.100 | Y=0527.420-0538.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0588 | X=0116.210-0169.170 | Y=0538.970-0550.210 | đến ≤600m.
P=0588 | X=0116.210-0339.380 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0588 | X=0116.210-0401.470 | Y=0574.250-0585.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0588 | X=0116.210-0397.420 | Y=0585.770-0597.010 | Đường 21 tháng 4 (Quốc lộ 1 cũ) đoạn từ Đầu Công ty cổ phần
P=0588 | X=0116.210-0406.070 | Y=0597.290-0608.530 | xây dựng số 2 Đồng Nai đến Cầu vượt Long Khánh có hiện trạng
P=0588 | X=0094.340-0262.540 | Y=0608.810-0620.250 | 126 là đường nhựa, bê tông xi măng:
P=0588 | X=0459.290-0475.930 | Y=0610.930-0620.250 | 340
P=0588 | X=0505.390-0522.030 | Y=0610.930-0620.250 | 250
P=0588 | X=0116.210-0393.640 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0588 | X=0116.210-0342.500 | Y=0643.870-0655.110 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0588 | X=0116.210-0198.130 | Y=0661.870-0673.110 | Đường 21 tháng 4
P=0588 | X=0211.510-0389.020 | Y=0667.630-0678.870 | Cầu vượt Long Khánh Giáp Tượng Đài
P=0588 | X=0094.340-0110.980 | Y=0669.510-0678.830 | 127
P=0588 | X=0459.290-0475.930 | Y=0669.510-0678.830 | 800
P=0588 | X=0505.390-0522.030 | Y=0669.510-0678.830 | 540
P=0588 | X=0116.210-0179.330 | Y=0673.390-0684.630 | (Quốc lộ 1 cũ)
P=0588 | X=0116.210-0406.290 | Y=0691.390-0702.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0588 | X=0094.340-0110.980 | Y=0699.030-0708.350 | 128
P=0588 | X=0459.290-0475.930 | Y=0699.030-0708.350 | 510
P=0588 | X=0505.390-0522.030 | Y=0699.030-0708.350 | 360
P=0588 | X=0116.210-0403.190 | Y=0702.930-0714.170 | 4 (Quốc lộ 1 cũ) đoạn từ Cầu vượt Long Khánh đến Giáp Tượng
P=0589 | X=0116.210-0340.820 | Y=0072.740-0083.980 | Đài có hiện trạng là đường nhựa, bê tông xi măng:
P=0589 | X=0116.210-0341.780 | Y=0090.260-0101.500 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0589 | X=0116.210-0393.400 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0589 | X=0116.210-0406.290 | Y=0125.810-0137.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 21 tháng
P=0589 | X=0116.210-0403.190 | Y=0137.330-0148.570 | 4 (Quốc lộ 1 cũ) đoạn từ Cầu vượt Long Khánh đến Giáp Tượng
