TABLE=037 | AREA=Xã Bàu Hàm | SECTION=agricultural | SEGMENTS=2
P=1258 | X=0117.170-0340.360 | Y=0339.940-0351.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1258 | X=0117.170-0402.430 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1258 | X=0117.170-0404.390 | Y=0369.240-0380.480 | Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh
P=1258 | X=0117.170-0397.150 | Y=0380.760-0392.000 | đến Đường 19 tháng 5 có hiện trạng là đường nhựa, bê tông xi
P=1258 | X=0095.060-0145.170 | Y=0392.280-0403.720 | 105 măng:
P=1258 | X=0453.050-0469.690 | Y=0394.400-0403.720 | 200
P=1258 | X=0505.630-0522.270 | Y=0394.400-0403.720 | 180
P=1258 | X=0117.170-0402.980 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1258 | X=0117.170-0340.810 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1258 | X=0117.170-0206.710 | Y=0445.080-0456.320 | Đường Sông Thao -
P=1258 | X=0315.240-0393.830 | Y=0446.960-0456.280 | Giáp ranh xã Dầu
P=1258 | X=0223.030-0304.980 | Y=0450.860-0462.100 | Đường 19 tháng 5
P=1258 | X=0095.060-0111.700 | Y=0452.740-0462.060 | 106
P=1258 | X=0453.050-0469.690 | Y=0452.740-0462.060 | 530
P=1258 | X=0505.630-0522.270 | Y=0452.740-0462.060 | 470
P=1258 | X=0117.170-0158.920 | Y=0458.500-0467.820 | Bàu Hàm
P=1258 | X=0315.240-0336.110 | Y=0458.500-0467.820 | Giây
P=1258 | X=0117.170-0391.670 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1258 | X=0117.170-0413.270 | Y=0485.900-0497.140 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1258 | X=0117.170-0347.520 | Y=0497.420-0508.660 | Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1258 | X=0095.060-0111.700 | Y=0505.300-0514.620 | 107
P=1258 | X=0453.050-0469.690 | Y=0505.300-0514.620 | 360
P=1258 | X=0505.630-0522.270 | Y=0505.300-0514.620 | 330
P=1258 | X=0117.170-0348.250 | Y=0514.940-0526.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1258 | X=0117.170-0382.080 | Y=0532.220-0543.460 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1258 | X=0117.170-0391.670 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1258 | X=0117.170-0413.260 | Y=0561.530-0572.770 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1258 | X=0117.170-0347.520 | Y=0573.050-0584.290 | Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1258 | X=0095.060-0348.720 | Y=0590.570-0604.890 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1258 | X=0453.050-0469.690 | Y=0595.570-0604.890 | 290
P=1258 | X=0505.630-0522.270 | Y=0595.570-0604.890 | 260
P=1258 | X=0117.170-0404.060 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1258 | X=0117.170-0178.290 | Y=0619.630-0630.870 | đến ≤1.000m.
P=1258 | X=0117.170-0340.340 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1258 | X=0117.170-0391.670 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1258 | X=0117.170-0413.260 | Y=0666.430-0677.670 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1258 | X=0095.060-0347.520 | Y=0676.950-0689.190 | 109 Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1258 | X=0453.050-0469.690 | Y=0676.950-0686.270 | 200
P=1258 | X=0505.630-0522.270 | Y=0676.950-0686.270 | 180
P=1258 | X=0117.170-0403.020 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1259 | X=0117.170-0340.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1259 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1259 | X=0117.170-0392.390 | Y=0107.780-0119.020 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1259 | X=0117.170-0397.870 | Y=0119.330-0130.570 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1259 | X=0095.060-0145.170 | Y=0130.850-0142.290 | 110 măng:
P=1259 | X=0453.050-0469.690 | Y=0132.970-0142.290 | 360
P=1259 | X=0505.630-0522.270 | Y=0132.970-0142.290 | 330
P=1259 | X=0117.170-0348.250 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1259 | X=0117.170-0394.360 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1259 | X=0117.170-0402.430 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1259 | X=0117.170-0392.390 | Y=0194.930-0206.170 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1259 | X=0117.170-0397.870 | Y=0206.470-0217.710 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1259 | X=0117.170-0145.170 | Y=0217.990-0229.230 | măng:
P=1259 | X=0095.060-0348.720 | Y=0234.750-0246.750 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1259 | X=0453.050-0469.690 | Y=0234.750-0244.070 | 290
P=1259 | X=0505.630-0522.270 | Y=0234.750-0244.070 | 260
P=1259 | X=0117.170-0404.060 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1259 | X=0117.170-0178.290 | Y=0264.550-0275.790 | đến ≤1.000m.
P=1259 | X=0117.170-0340.340 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1259 | X=0117.170-0402.430 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1259 | X=0117.170-0392.390 | Y=0311.380-0322.620 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1259 | X=0117.170-0397.870 | Y=0322.900-0334.140 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1259 | X=0095.060-0145.170 | Y=0334.420-0345.860 | 112 măng:
P=1259 | X=0453.050-0469.690 | Y=0336.540-0345.860 | 200
P=1259 | X=0505.630-0522.270 | Y=0336.540-0345.860 | 180
P=1259 | X=0117.170-0402.980 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1259 | X=0117.170-0340.810 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1259 | X=0315.240-0404.780 | Y=0387.000-0398.240 | Đường Sông Thao -
P=1259 | X=0095.060-0199.090 | Y=0392.760-0404.000 | 113 Đường 19 tháng 5
P=1259 | X=0223.030-0293.230 | Y=0392.760-0404.000 | Đường tỉnh 762
P=1259 | X=0453.050-0469.690 | Y=0394.640-0403.960 | 530
P=1259 | X=0505.630-0522.270 | Y=0394.640-0403.960 | 470
P=1259 | X=0315.240-0356.990 | Y=0400.400-0409.720 | Bàu Hàm
P=1259 | X=0117.170-0407.270 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1259 | X=0117.170-0402.420 | Y=0427.800-0439.040 | 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1259 | X=0117.170-0310.840 | Y=0439.320-0450.560 | hiện trạng là đường nhựa, bê tông xi măng:
P=1259 | X=0095.060-0111.700 | Y=0447.200-0456.520 | 114
P=1259 | X=0453.050-0469.690 | Y=0447.200-0456.520 | 360
P=1259 | X=0505.630-0522.270 | Y=0447.200-0456.520 | 330
P=1259 | X=0117.170-0348.250 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1259 | X=0117.170-0382.080 | Y=0474.380-0485.620 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1259 | X=0117.170-0407.270 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1259 | X=0117.170-0402.420 | Y=0503.660-0514.900 | 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1259 | X=0117.170-0310.810 | Y=0515.180-0526.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=1259 | X=0095.060-0348.720 | Y=0532.490-0546.810 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1259 | X=0453.050-0469.690 | Y=0537.490-0546.810 | 290
P=1259 | X=0505.630-0522.270 | Y=0537.490-0546.810 | 260
P=1259 | X=0117.170-0404.060 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1259 | X=0117.170-0178.290 | Y=0561.530-0572.770 | đến ≤1.000m.
P=1259 | X=0117.170-0340.340 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1259 | X=0117.170-0407.270 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1259 | X=0117.170-0402.420 | Y=0608.330-0619.570 | 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1259 | X=0117.170-0310.810 | Y=0619.870-0631.110 | hiện trạng là đường nhựa, bê tông xi măng:
P=1259 | X=0095.060-0111.700 | Y=0627.750-0637.070 | 116
P=1259 | X=0453.050-0469.690 | Y=0627.750-0637.070 | 200
P=1259 | X=0505.630-0522.270 | Y=0627.750-0637.070 | 180
P=1259 | X=0117.170-0402.980 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1259 | X=0117.170-0340.810 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1259 | X=0117.170-0402.430 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1259 | X=0095.060-0389.010 | Y=0684.190-0695.430 | 117 Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1259 | X=0453.050-0469.690 | Y=0686.070-0695.390 | 360
P=1259 | X=0505.630-0522.270 | Y=0686.070-0695.390 | 330
P=1259 | X=0117.170-0400.110 | Y=0695.710-0706.950 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1260 | X=0117.170-0394.370 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1260 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1260 | X=0117.170-0389.010 | Y=0125.330-0136.570 | Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1260 | X=0117.170-0400.110 | Y=0136.850-0148.090 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0348.720 | Y=0154.370-0168.450 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1260 | X=0453.050-0469.690 | Y=0159.130-0168.450 | 290
P=1260 | X=0505.630-0522.270 | Y=0159.130-0168.450 | 260
P=1260 | X=0117.170-0404.060 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1260 | X=0117.170-0178.290 | Y=0183.170-0194.410 | đến ≤1.000m.
P=1260 | X=0117.170-0340.340 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1260 | X=0117.170-0402.430 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1260 | X=0117.170-0389.010 | Y=0229.990-0241.230 | Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1260 | X=0117.170-0400.110 | Y=0241.510-0252.750 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0111.700 | Y=0249.390-0258.710 | 119
P=1260 | X=0453.050-0469.690 | Y=0249.390-0258.710 | 200
P=1260 | X=0505.630-0522.270 | Y=0249.390-0258.710 | 180
P=1260 | X=0117.170-0402.980 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1260 | X=0117.170-0340.810 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1260 | X=0223.030-0312.600 | Y=0294.340-0305.580 | Đường Sông Thao -
P=1260 | X=0095.060-0199.090 | Y=0300.100-0311.340 | 120 Đường 30 tháng 4
P=1260 | X=0315.240-0385.430 | Y=0300.100-0311.340 | Đường tỉnh 762
P=1260 | X=0453.050-0469.690 | Y=0301.980-0311.300 | 530
P=1260 | X=0505.630-0522.270 | Y=0301.980-0311.300 | 470
P=1260 | X=0223.030-0264.780 | Y=0307.740-0317.060 | Bàu Hàm
P=1260 | X=0117.170-0407.270 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1260 | X=0117.170-0402.220 | Y=0335.140-0346.380 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1260 | X=0117.170-0310.810 | Y=0346.660-0357.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0111.700 | Y=0354.540-0363.860 | 121
P=1260 | X=0453.050-0469.690 | Y=0354.540-0363.860 | 360
P=1260 | X=0505.630-0522.270 | Y=0354.540-0363.860 | 330
P=1260 | X=0117.170-0348.250 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1260 | X=0117.170-0382.140 | Y=0381.480-0392.720 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1260 | X=0117.170-0407.270 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1260 | X=0117.170-0402.220 | Y=0410.760-0422.000 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1260 | X=0117.170-0310.810 | Y=0422.280-0433.520 | hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0348.720 | Y=0439.800-0454.120 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1260 | X=0453.050-0469.690 | Y=0444.800-0454.120 | 290
P=1260 | X=0505.630-0522.270 | Y=0444.800-0454.120 | 260
P=1260 | X=0117.170-0404.060 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1260 | X=0117.170-0178.290 | Y=0468.860-0480.100 | đến ≤1.000m.
P=1260 | X=0117.170-0340.340 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1260 | X=0117.170-0407.270 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1260 | X=0117.170-0402.220 | Y=0515.660-0526.900 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1260 | X=0117.170-0310.820 | Y=0527.180-0538.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0111.700 | Y=0535.090-0544.410 | 123
P=1260 | X=0453.050-0469.690 | Y=0535.090-0544.410 | 200
P=1260 | X=0505.630-0522.270 | Y=0535.090-0544.410 | 180
P=1260 | X=0117.170-0402.980 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1260 | X=0117.170-0340.810 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1260 | X=0117.170-0402.430 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1260 | X=0117.170-0392.380 | Y=0591.290-0602.530 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1260 | X=0117.170-0396.750 | Y=0602.810-0614.050 | Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0095.060-0111.700 | Y=0610.690-0620.010 | 124
P=1260 | X=0453.050-0469.690 | Y=0610.690-0620.010 | 360
P=1260 | X=0505.630-0522.270 | Y=0610.690-0620.010 | 330
P=1260 | X=0117.170-0348.250 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1260 | X=0117.170-0394.360 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1260 | X=0117.170-0402.430 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1260 | X=0117.170-0392.380 | Y=0667.150-0678.390 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1260 | X=0095.060-0396.750 | Y=0677.670-0689.910 | 125 Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1260 | X=0453.050-0469.690 | Y=0677.670-0686.990 | 290
P=1260 | X=0505.630-0522.270 | Y=0677.670-0686.990 | 260
P=1260 | X=0117.170-0348.720 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1261 | X=0117.170-0404.060 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1261 | X=0117.170-0178.290 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1261 | X=0117.170-0340.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1261 | X=0117.170-0402.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1261 | X=0117.170-0392.380 | Y=0136.850-0148.090 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1261 | X=0117.170-0396.750 | Y=0148.370-0159.610 | Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1261 | X=0095.060-0111.700 | Y=0156.250-0165.570 | 126
P=1261 | X=0453.050-0469.690 | Y=0156.250-0165.570 | 200
P=1261 | X=0505.630-0522.270 | Y=0156.250-0165.570 | 180
P=1261 | X=0117.170-0402.990 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1261 | X=0117.170-0340.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1261 | X=0117.170-0216.350 | Y=0200.950-0212.190 | Đường vào khu di tích
P=1261 | X=0223.030-0391.140 | Y=0206.710-0217.950 | Đường Trảng Bom - Giáp ranh xã Gia
P=1261 | X=0095.060-0215.830 | Y=0212.470-0223.710 | 127 lịch sử căn cứ Tỉnh ủy
P=1261 | X=0453.050-0469.690 | Y=0214.350-0223.670 | 500
P=1261 | X=0505.630-0522.270 | Y=0214.350-0223.670 | 450
P=1261 | X=0223.030-0274.940 | Y=0220.110-0229.430 | Thanh Bình
P=1261 | X=0315.240-0338.040 | Y=0220.110-0229.430 | Kiệm
P=1261 | X=0117.170-0158.530 | Y=0225.870-0235.190 | Biên Hòa
P=1261 | X=0117.170-0413.980 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu di
P=1261 | X=0117.170-0408.620 | Y=0253.270-0264.510 | tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường Trảng Bom -
P=1261 | X=0117.170-0396.460 | Y=0264.790-0276.030 | Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện trạng là đường
P=1261 | X=0095.060-0220.280 | Y=0276.310-0287.750 | 128 nhựa, bê tông xi măng:
P=1261 | X=0453.050-0469.690 | Y=0278.430-0287.750 | 340
P=1261 | X=0505.630-0522.270 | Y=0278.430-0287.750 | 310
P=1261 | X=0117.170-0348.250 | Y=0293.860-0305.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1261 | X=0117.170-0382.080 | Y=0311.380-0322.620 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1261 | X=0117.170-0413.980 | Y=0329.140-0340.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu di
P=1261 | X=0117.170-0408.620 | Y=0340.660-0351.900 | tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường Trảng Bom -
P=1261 | X=0117.170-0396.460 | Y=0351.940-0363.180 | Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện trạng là đường
P=1261 | X=0117.170-0220.280 | Y=0363.460-0374.700 | nhựa, bê tông xi măng:
P=1261 | X=0095.060-0348.730 | Y=0380.240-0392.240 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1261 | X=0453.050-0469.690 | Y=0380.240-0389.560 | 260
P=1261 | X=0505.630-0522.270 | Y=0380.240-0389.560 | 240
