TABLE=056 | AREA=Phường Bình Phước | SECTION=agricultural | SEGMENTS=1
P=1874 | X=0121.730-0226.390 | Y=0182.210-0193.450 | Ngã tư Đồng Xoài hoặc
P=1874 | X=0250.900-0308.370 | Y=0182.210-0193.450 | Ngã tư Đồng
P=1874 | X=0320.760-0389.230 | Y=0182.210-0193.450 | Đường Trương
P=1874 | X=0097.250-0113.890 | Y=0189.850-0199.170 | 303
P=1874 | X=0414.860-0431.500 | Y=0189.850-0199.170 | 430
P=1874 | X=0459.530-0476.170 | Y=0189.850-0199.170 | 340
P=1874 | X=0505.390-0522.030 | Y=0189.850-0199.170 | 200
P=1874 | X=0121.730-0270.670 | Y=0193.730-0204.970 | Đường Trương Công Định Xoài
P=1874 | X=0320.760-0368.140 | Y=0193.730-0204.970 | Công Định
P=1874 | X=0121.730-0245.940 | Y=0207.150-0216.470 | trong phạm vi 200m trở Tên
P=1874 | X=0121.730-0250.180 | Y=0216.790-0228.030 | có bề rộng mặt đường từ 4m
P=1874 | X=0121.730-0242.420 | Y=0228.310-0239.550 | trở lên đã được đầu tư mặt
P=1874 | X=0121.730-0226.710 | Y=0239.830-0251.070 | đường nhựa, bê tông xi
P=1874 | X=0121.730-0147.010 | Y=0251.350-0262.590 | măng
P=1874 | X=0121.730-0249.040 | Y=0269.110-0280.350 | Các tuyến đường giao thông
P=1874 | X=0121.730-0238.750 | Y=0280.630-0291.870 | đấu nối trực tiếp ra đường
P=1874 | X=0121.730-0244.240 | Y=0291.940-0303.180 | Phú Riềng Đỏ từ HLLG vào
P=1874 | X=0121.730-0234.640 | Y=0305.340-0314.660 | sâu trên 500m có khoảng
P=1874 | X=0121.730-0234.900 | Y=0314.980-0326.220 | cách từ điểm đấu nối đến
P=1874 | X=0320.760-0364.760 | Y=0322.620-0331.940 | Giáp ranh
P=1874 | X=0121.730-0319.370 | Y=0326.500-0337.740 | Đường Trương Công Định Đường Trương
P=1874 | X=0320.760-0374.630 | Y=0332.260-0343.500 | huyện Đồng
P=1874 | X=0097.250-0113.890 | Y=0334.140-0343.460 | 304
P=1874 | X=0414.860-0431.500 | Y=0334.140-0343.460 | 430
P=1874 | X=0459.530-0476.170 | Y=0334.140-0343.460 | 340
P=1874 | X=0505.390-0522.030 | Y=0334.140-0343.460 | 200
P=1874 | X=0121.730-0298.260 | Y=0338.020-0349.260 | hoặc Giáp ranh huyện Đồng Công Định
P=1874 | X=0320.760-0358.670 | Y=0343.780-0355.020 | Phú (cũ)
P=1874 | X=0121.730-0223.100 | Y=0349.540-0360.780 | Phú (cũ) trong phạm vi
P=1874 | X=0121.730-0247.940 | Y=0362.940-0372.260 | 200m trở lên có bề rộng mặt
P=1874 | X=0121.730-0226.230 | Y=0372.600-0383.840 | đường từ 4m trở lên đã
P=1874 | X=0121.730-0229.600 | Y=0384.120-0395.360 | được đầu tư mặt đường
P=1874 | X=0121.730-0222.120 | Y=0395.640-0406.880 | nhựa, bê tông xi măng
P=1874 | X=0121.730-0249.040 | Y=0413.400-0424.640 | Các tuyến đường giao thông
P=1874 | X=0121.730-0238.750 | Y=0424.920-0436.160 | đấu nối trực tiếp ra đường
P=1874 | X=0121.730-0244.240 | Y=0436.200-0447.440 | Phú Riềng Đỏ từ HLLG vào
P=1874 | X=0250.900-0308.370 | Y=0441.960-0453.200 | Ngã tư Đồng
P=1874 | X=0320.760-0389.230 | Y=0441.960-0453.200 | Đường Trương
P=1874 | X=0097.250-0235.860 | Y=0449.600-0458.920 | 305 sâu trên 500m có bề rộng
P=1874 | X=0414.860-0431.500 | Y=0449.600-0458.920 | 430
P=1874 | X=0459.530-0476.170 | Y=0449.600-0458.920 | 340
P=1874 | X=0505.390-0522.030 | Y=0449.600-0458.920 | 200
P=1874 | X=0320.760-0368.140 | Y=0453.500-0464.740 | Công Định
P=1874 | X=0250.900-0270.670 | Y=0455.380-0464.700 | Xoài
P=1874 | X=0121.730-0245.670 | Y=0459.260-0470.500 | mặt đường từ 4m trở lên đã
P=1874 | X=0121.730-0229.600 | Y=0470.780-0482.020 | được đầu tư mặt đường
P=1874 | X=0121.730-0222.120 | Y=0482.300-0493.540 | nhựa, bê tông xi măng
P=1874 | X=0121.730-0249.040 | Y=0500.060-0511.300 | Các tuyến đường giao thông
P=1874 | X=0121.730-0238.750 | Y=0511.580-0522.820 | đấu nối trực tiếp ra đường
P=1874 | X=0121.730-0244.240 | Y=0523.100-0534.340 | Phú Riềng Đỏ từ HLLG vào
P=1874 | X=0320.760-0364.760 | Y=0524.980-0534.300 | Giáp ranh
P=1874 | X=0250.900-0319.370 | Y=0528.860-0540.100 | Đường Trương
P=1874 | X=0320.760-0374.630 | Y=0534.650-0545.890 | huyện Đồng
P=1874 | X=0097.250-0235.860 | Y=0536.530-0545.850 | 306 sâu trên 500m có bề rộng
P=1874 | X=0414.860-0431.500 | Y=0536.530-0545.850 | 430
P=1874 | X=0459.530-0476.170 | Y=0536.530-0545.850 | 340
P=1874 | X=0505.390-0522.030 | Y=0536.530-0545.850 | 200
P=1874 | X=0250.900-0298.260 | Y=0540.410-0551.650 | Công Định
P=1874 | X=0121.730-0245.670 | Y=0546.170-0557.410 | mặt đường từ 4m trở lên đã
P=1874 | X=0320.760-0358.670 | Y=0546.170-0557.410 | Phú (cũ)
P=1874 | X=0121.730-0229.600 | Y=0557.690-0568.930 | được đầu tư mặt đường
P=1874 | X=0121.730-0222.140 | Y=0569.210-0580.450 | nhựa, bê tông xi măng
P=1874 | X=0121.730-0249.040 | Y=0586.730-0597.970 | Các tuyến đường giao thông
P=1874 | X=0121.730-0238.750 | Y=0598.250-0609.490 | đấu nối trực tiếp ra đường
P=1874 | X=0121.730-0244.240 | Y=0609.770-0621.010 | Phú Riềng Đỏ từ HLLG vào
P=1874 | X=0121.730-0234.160 | Y=0621.310-0632.550 | sâu đến 100m có khoảng
P=1874 | X=0121.730-0234.900 | Y=0632.830-0644.070 | cách từ điểm đấu nối đến
P=1874 | X=0250.900-0308.370 | Y=0638.590-0649.830 | Ngã tư Đồng
P=1874 | X=0320.760-0389.230 | Y=0638.590-0649.830 | Đường Trương
P=1874 | X=0097.250-0226.390 | Y=0644.350-0655.590 | 307 Ngã tư Đồng Xoài hoặc
P=1874 | X=0414.860-0431.500 | Y=0646.230-0655.550 | 430
P=1874 | X=0459.530-0476.170 | Y=0646.230-0655.550 | 340
P=1874 | X=0505.390-0522.030 | Y=0646.230-0655.550 | 200
P=1874 | X=0320.760-0368.140 | Y=0650.110-0661.350 | Công Định
P=1874 | X=0250.900-0270.670 | Y=0651.990-0661.310 | Xoài
P=1874 | X=0121.730-0240.180 | Y=0655.870-0667.110 | Đường Trương Công Định
P=1874 | X=0121.730-0241.860 | Y=0669.270-0678.590 | trong phạm vi 200m trở lên
P=1874 | X=0121.730-0244.980 | Y=0678.910-0690.150 | có bề rộng mặt đường dưới
P=1874 | X=0121.730-0227.540 | Y=0690.430-0701.670 | 4m đã được đầu tư mặt
P=1874 | X=0121.730-0226.710 | Y=0701.970-0713.210 | đường nhựa, bê tông xi
P=1875 | X=0121.730-0147.010 | Y=0072.500-0083.740 | măng
P=1875 | X=0121.730-0249.040 | Y=0090.260-0101.500 | Các tuyến đường giao thông
P=1875 | X=0121.730-0238.750 | Y=0101.780-0113.020 | đấu nối trực tiếp ra đường
P=1875 | X=0121.730-0244.240 | Y=0113.300-0124.540 | Phú Riềng Đỏ từ HLLG vào
P=1875 | X=0121.730-0234.190 | Y=0124.850-0136.090 | sâu đến 100m có khoảng
P=1875 | X=0121.730-0234.900 | Y=0136.370-0147.610 | cách từ điểm đấu nối đến
P=1875 | X=0320.760-0364.760 | Y=0144.010-0153.330 | Giáp ranh
P=1875 | X=0121.730-0319.370 | Y=0147.650-0158.890 | Đường Trương Công Định Đường Trương
P=1875 | X=0320.760-0374.630 | Y=0153.410-0164.650 | huyện Đồng
P=1875 | X=0097.250-0113.890 | Y=0155.290-0164.610 | 308
P=1875 | X=0414.860-0431.500 | Y=0155.290-0164.610 | 430
P=1875 | X=0459.530-0476.170 | Y=0155.290-0164.610 | 340
P=1875 | X=0505.390-0522.030 | Y=0155.290-0164.610 | 200
P=1875 | X=0121.730-0298.260 | Y=0159.170-0170.410 | hoặc Giáp ranh huyện Đồng Công Định
P=1875 | X=0320.760-0358.670 | Y=0164.930-0176.170 | Phú (cũ)
P=1875 | X=0121.730-0223.100 | Y=0170.690-0181.930 | Phú (cũ) trong phạm vi
P=1875 | X=0121.730-0247.940 | Y=0184.090-0193.410 | 200m trở lên có bề rộng mặt
P=1875 | X=0121.730-0232.900 | Y=0193.730-0204.970 | đường dưới 4m đã được
P=1875 | X=0121.730-0245.910 | Y=0205.270-0216.510 | đầu tư mặt đường nhựa, bê
P=1875 | X=0121.730-0179.170 | Y=0216.790-0228.030 | tông xi măng
P=1875 | X=0121.730-0249.040 | Y=0234.550-0245.790 | Các tuyến đường giao thông
P=1875 | X=0121.730-0238.750 | Y=0246.070-0257.310 | đấu nối trực tiếp ra đường
P=1875 | X=0121.730-0244.240 | Y=0257.590-0268.830 | Phú Riềng Đỏ từ HLLG vào
P=1875 | X=0250.900-0308.370 | Y=0263.350-0274.590 | Ngã tư Đồng
P=1875 | X=0320.760-0389.230 | Y=0263.350-0274.590 | Đường Trương
P=1875 | X=0097.250-0235.350 | Y=0269.110-0280.350 | 309 sâu đến 100m có bề rộng
P=1875 | X=0414.860-0431.500 | Y=0270.990-0280.310 | 430
P=1875 | X=0459.530-0476.170 | Y=0270.990-0280.310 | 340
P=1875 | X=0505.390-0522.030 | Y=0270.990-0280.310 | 200
P=1875 | X=0320.760-0368.140 | Y=0274.870-0286.110 | Công Định
P=1875 | X=0250.900-0270.670 | Y=0276.750-0286.070 | Xoài
P=1875 | X=0121.730-0225.730 | Y=0280.630-0291.870 | mặt đường dưới 4m đã
P=1875 | X=0121.730-0229.600 | Y=0291.940-0303.180 | được đầu tư mặt đường
P=1875 | X=0121.730-0222.120 | Y=0303.460-0314.700 | nhựa, bê tông xi măng
P=1875 | X=0121.730-0249.040 | Y=0321.220-0332.460 | Các tuyến đường giao thông
P=1875 | X=0121.730-0238.750 | Y=0332.740-0343.980 | đấu nối trực tiếp ra đường
P=1875 | X=0121.730-0244.240 | Y=0344.260-0355.500 | Phú Riềng Đỏ từ HLLG vào
P=1875 | X=0320.760-0364.760 | Y=0346.140-0355.460 | Giáp ranh
P=1875 | X=0250.900-0319.370 | Y=0350.020-0361.260 | Đường Trương
P=1875 | X=0097.250-0235.350 | Y=0355.780-0367.020 | 310 sâu đến 100m có bề rộng
P=1875 | X=0320.760-0374.630 | Y=0355.780-0367.020 | huyện Đồng
P=1875 | X=0414.860-0431.500 | Y=0357.660-0366.980 | 430
P=1875 | X=0459.530-0476.170 | Y=0357.660-0366.980 | 340
P=1875 | X=0505.390-0522.030 | Y=0357.660-0366.980 | 200
P=1875 | X=0250.900-0298.260 | Y=0361.540-0372.780 | Công Định
P=1875 | X=0121.730-0225.730 | Y=0367.320-0378.560 | mặt đường dưới 4m đã
P=1875 | X=0320.760-0358.670 | Y=0367.320-0378.560 | Phú (cũ)
P=1875 | X=0121.730-0229.600 | Y=0378.840-0390.080 | được đầu tư mặt đường
P=1875 | X=0121.730-0222.120 | Y=0390.360-0401.600 | nhựa, bê tông xi măng
P=1875 | X=0121.730-0249.040 | Y=0408.120-0419.360 | Các tuyến đường giao thông
P=1875 | X=0121.730-0238.740 | Y=0419.640-0430.880 | đấu nối trực tiếp ra đường
P=1875 | X=0121.730-0244.240 | Y=0431.160-0442.400 | Phú Riềng Đỏ từ HLLG vào
P=1875 | X=0121.730-0246.620 | Y=0442.440-0453.680 | sâu trên 100m đến 200m có
P=1875 | X=0121.730-0234.900 | Y=0453.980-0465.220 | khoảng cách từ điểm đấu
P=1875 | X=0121.730-0308.370 | Y=0465.500-0476.740 | nối đến Ngã tư Đồng Xoài Ngã tư Đồng
P=1875 | X=0320.760-0389.230 | Y=0465.500-0476.740 | Đường Trương
P=1875 | X=0097.250-0113.890 | Y=0473.140-0482.460 | 311
P=1875 | X=0414.860-0431.500 | Y=0473.140-0482.460 | 430
P=1875 | X=0459.530-0476.170 | Y=0473.140-0482.460 | 340
P=1875 | X=0505.390-0522.030 | Y=0473.140-0482.460 | 200
P=1875 | X=0121.730-0270.670 | Y=0477.020-0488.260 | hoặc Đường Trương Công Xoài
P=1875 | X=0320.760-0368.140 | Y=0477.020-0488.260 | Công Định
P=1875 | X=0121.730-0249.110 | Y=0488.540-0499.780 | Định trong phạm vi 200m trở
P=1875 | X=0121.730-0237.550 | Y=0500.060-0511.300 | lên có bề rộng mặt đường
P=1875 | X=0121.730-0231.930 | Y=0511.580-0522.820 | dưới 4m đã được đầu tư
P=1875 | X=0121.730-0246.380 | Y=0523.100-0534.340 | mặt đường nhựa, bê tông xi
P=1875 | X=0121.730-0147.010 | Y=0534.650-0545.890 | măng
P=1875 | X=0121.730-0249.040 | Y=0552.410-0563.650 | Các tuyến đường giao thông
P=1875 | X=0121.730-0238.750 | Y=0563.930-0575.170 | đấu nối trực tiếp ra đường
P=1875 | X=0121.730-0244.240 | Y=0575.450-0586.690 | Phú Riềng Đỏ từ HLLG vào
P=1875 | X=0121.730-0246.620 | Y=0586.730-0597.970 | sâu trên 100m đến 200m có
P=1875 | X=0121.730-0234.900 | Y=0598.250-0609.490 | khoảng cách từ điểm đấu
P=1875 | X=0320.760-0364.760 | Y=0605.890-0615.210 | Giáp ranh
P=1875 | X=0121.730-0225.740 | Y=0609.770-0621.010 | nối đến Đường Trương
P=1875 | X=0250.900-0319.370 | Y=0609.770-0621.010 | Đường Trương
P=1875 | X=0320.760-0374.630 | Y=0615.530-0626.770 | huyện Đồng
P=1875 | X=0097.250-0113.890 | Y=0617.410-0626.730 | 312
P=1875 | X=0414.860-0431.500 | Y=0617.410-0626.730 | 430
P=1875 | X=0459.530-0476.170 | Y=0617.410-0626.730 | 340
P=1875 | X=0505.390-0522.030 | Y=0617.410-0626.730 | 200
P=1875 | X=0121.730-0298.260 | Y=0621.310-0632.550 | Công Định hoặc Giáp ranh Công Định
P=1875 | X=0320.760-0358.670 | Y=0627.070-0638.310 | Phú (cũ)
P=1875 | X=0121.730-0242.050 | Y=0632.830-0644.070 | huyện Đồng Phú (cũ) trong
P=1875 | X=0121.730-0243.540 | Y=0646.230-0655.550 | phạm vi 200m trở lên có bề
P=1875 | X=0121.730-0248.530 | Y=0655.870-0667.110 | rộng mặt đường dưới 4m đã
P=1875 | X=0121.730-0229.600 | Y=0667.390-0678.630 | được đầu tư mặt đường
P=1875 | X=0121.730-0222.120 | Y=0678.910-0690.150 | nhựa, bê tông xi măng
P=1875 | X=0121.730-0308.370 | Y=0696.670-0707.910 | Các tuyến đường giao thông Ngã tư Đồng
P=1875 | X=0320.760-0389.230 | Y=0696.670-0707.910 | Đường Trương
P=1875 | X=0097.250-0113.890 | Y=0704.340-0713.660 | 313
P=1875 | X=0414.860-0431.500 | Y=0704.340-0713.660 | 430
P=1875 | X=0459.530-0476.170 | Y=0704.340-0713.660 | 340
P=1875 | X=0505.390-0522.030 | Y=0704.340-0713.660 | 200
P=1875 | X=0121.730-0270.670 | Y=0708.210-0719.450 | đấu nối trực tiếp ra đường Xoài
P=1875 | X=0320.760-0368.140 | Y=0708.210-0719.450 | Công Định
P=1876 | X=0121.730-0244.240 | Y=0072.500-0083.740 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0121.730-0246.620 | Y=0084.020-0095.260 | sâu trên 100m đến 200m có
P=1876 | X=0121.730-0248.250 | Y=0095.540-0106.780 | bề rộng mặt đường dưới 4m
P=1876 | X=0121.730-0243.550 | Y=0107.060-0118.300 | đã được đầu tư mặt đường
P=1876 | X=0121.730-0222.120 | Y=0118.610-0129.850 | nhựa, bê tông xi măng
P=1876 | X=0121.730-0249.040 | Y=0136.370-0147.610 | Các tuyến đường giao thông
P=1876 | X=0121.730-0238.750 | Y=0147.650-0158.890 | đấu nối trực tiếp ra đường
P=1876 | X=0121.730-0244.240 | Y=0159.170-0170.410 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0320.760-0364.760 | Y=0161.050-0170.370 | Giáp ranh
P=1876 | X=0250.900-0319.370 | Y=0164.930-0176.170 | Đường Trương
P=1876 | X=0097.250-0246.620 | Y=0170.690-0181.930 | 314 sâu trên 100m đến 200m có
P=1876 | X=0320.760-0374.630 | Y=0170.690-0181.930 | huyện Đồng
P=1876 | X=0414.860-0431.500 | Y=0172.570-0181.890 | 430
P=1876 | X=0459.530-0476.170 | Y=0172.570-0181.890 | 340
P=1876 | X=0505.390-0522.030 | Y=0172.570-0181.890 | 200
P=1876 | X=0250.900-0298.260 | Y=0176.450-0187.690 | Công Định
P=1876 | X=0121.730-0248.250 | Y=0182.210-0193.450 | bề rộng mặt đường dưới 4m
P=1876 | X=0320.760-0358.670 | Y=0182.210-0193.450 | Phú (cũ)
P=1876 | X=0121.730-0243.550 | Y=0193.730-0204.970 | đã được đầu tư mặt đường
P=1876 | X=0121.730-0222.120 | Y=0205.270-0216.510 | nhựa, bê tông xi măng
P=1876 | X=0121.730-0249.040 | Y=0223.030-0234.270 | Các tuyến đường giao thông
P=1876 | X=0121.730-0238.750 | Y=0234.550-0245.790 | đấu nối trực tiếp ra đường
P=1876 | X=0121.730-0244.240 | Y=0246.070-0257.310 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0121.730-0246.620 | Y=0257.590-0268.830 | sâu trên 200m đến 500m có
P=1876 | X=0121.730-0234.900 | Y=0269.110-0280.350 | khoảng cách từ điểm đấu
P=1876 | X=0121.730-0308.370 | Y=0280.630-0291.870 | nối đến Ngã tư Đồng Xoài Ngã tư Đồng
P=1876 | X=0320.760-0389.230 | Y=0280.630-0291.870 | Đường Trương
P=1876 | X=0097.250-0113.890 | Y=0288.300-0297.620 | 315
P=1876 | X=0414.860-0431.500 | Y=0288.300-0297.620 | 430
P=1876 | X=0459.530-0476.170 | Y=0288.300-0297.620 | 340
P=1876 | X=0505.390-0522.030 | Y=0288.300-0297.620 | 200
P=1876 | X=0121.730-0270.670 | Y=0291.940-0303.180 | hoặc Đường Trương Công Xoài
P=1876 | X=0320.760-0368.140 | Y=0291.940-0303.180 | Công Định
P=1876 | X=0121.730-0249.110 | Y=0303.460-0314.700 | Định trong phạm vi 200m trở
P=1876 | X=0121.730-0237.550 | Y=0314.980-0326.220 | lên có bề rộng mặt đường
P=1876 | X=0121.730-0231.930 | Y=0326.500-0337.740 | dưới 4m đã được đầu tư
P=1876 | X=0121.730-0246.380 | Y=0338.020-0349.260 | mặt đường nhựa, bê tông xi
P=1876 | X=0121.730-0147.010 | Y=0349.540-0360.780 | măng
P=1876 | X=0121.730-0249.040 | Y=0367.320-0378.560 | Các tuyến đường giao thông
P=1876 | X=0121.730-0238.740 | Y=0378.840-0390.080 | đấu nối trực tiếp ra đường
P=1876 | X=0121.730-0244.240 | Y=0390.360-0401.600 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0121.730-0246.620 | Y=0401.880-0413.120 | sâu trên 200m đến 500m có
P=1876 | X=0121.730-0234.900 | Y=0413.400-0424.640 | khoảng cách từ điểm đấu
P=1876 | X=0320.760-0364.760 | Y=0421.040-0430.360 | Giáp ranh
P=1876 | X=0121.730-0226.710 | Y=0424.920-0436.160 | nơi đến Đường Trương
P=1876 | X=0250.900-0319.370 | Y=0424.920-0436.160 | Đường Trương
P=1876 | X=0320.760-0374.630 | Y=0430.680-0441.920 | huyện Đồng
P=1876 | X=0097.250-0113.890 | Y=0432.560-0441.880 | 316
P=1876 | X=0414.860-0431.500 | Y=0432.560-0441.880 | 430
P=1876 | X=0459.530-0476.170 | Y=0432.560-0441.880 | 340
P=1876 | X=0505.390-0522.030 | Y=0432.560-0441.880 | 200
P=1876 | X=0121.730-0298.260 | Y=0436.200-0447.440 | Công Định hoặc Giáp ranh Công Định
P=1876 | X=0320.760-0358.670 | Y=0441.960-0453.200 | Phú (cũ)
P=1876 | X=0121.730-0242.050 | Y=0447.720-0458.960 | huyện Đồng Phú (cũ) trong
P=1876 | X=0121.730-0243.540 | Y=0461.140-0470.460 | phạm vi 200m trở lên có bề
P=1876 | X=0121.730-0248.530 | Y=0470.780-0482.020 | rộng mặt đường dưới 4m đã
P=1876 | X=0121.730-0229.600 | Y=0482.300-0493.540 | được đầu tư mặt đường
P=1876 | X=0121.730-0222.120 | Y=0493.820-0505.060 | nhựa, bê tông xi măng
P=1876 | X=0121.730-0249.040 | Y=0511.580-0522.820 | Các tuyến đường giao thông
P=1876 | X=0121.730-0238.750 | Y=0523.100-0534.340 | đấu nối trực tiếp ra đường
P=1876 | X=0121.730-0244.240 | Y=0534.650-0545.890 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0250.900-0308.370 | Y=0540.410-0551.650 | Ngã tư Đồng
P=1876 | X=0320.760-0389.230 | Y=0540.410-0551.650 | Đường Trương
P=1876 | X=0097.250-0246.620 | Y=0546.170-0557.410 | 317 sâu trên 200m đến 500m có
P=1876 | X=0414.860-0431.500 | Y=0548.050-0557.370 | 430
P=1876 | X=0459.530-0476.170 | Y=0548.050-0557.370 | 340
P=1876 | X=0505.390-0522.030 | Y=0548.050-0557.370 | 200
P=1876 | X=0320.760-0368.140 | Y=0551.930-0563.170 | Công Định
P=1876 | X=0250.900-0270.660 | Y=0553.810-0563.130 | Xoài
P=1876 | X=0121.730-0248.250 | Y=0557.690-0568.930 | bề rộng mặt đường dưới 4m
P=1876 | X=0121.730-0243.550 | Y=0569.210-0580.450 | đã được đầu tư mặt đường
P=1876 | X=0121.730-0222.120 | Y=0580.490-0591.730 | nhựa, bê tông xi măng
P=1876 | X=0121.730-0249.040 | Y=0598.250-0609.490 | Các tuyến đường giao thông
P=1876 | X=0121.730-0238.750 | Y=0609.770-0621.010 | đấu nối trực tiếp ra đường
P=1876 | X=0121.730-0244.240 | Y=0621.310-0632.550 | Phú Riềng Đỏ từ HLLG vào
P=1876 | X=0320.760-0364.760 | Y=0623.190-0632.510 | Giáp ranh
P=1876 | X=0250.900-0319.370 | Y=0627.070-0638.310 | Đường Trương
P=1876 | X=0097.250-0246.620 | Y=0632.830-0644.070 | 318 sâu trên 200m đến 500m có
P=1876 | X=0320.760-0374.630 | Y=0632.830-0644.070 | huyện Đồng
P=1876 | X=0414.860-0431.500 | Y=0634.710-0644.030 | 430
P=1876 | X=0459.530-0476.170 | Y=0634.710-0644.030 | 340
P=1876 | X=0505.390-0522.030 | Y=0634.710-0644.030 | 200
P=1876 | X=0250.900-0298.260 | Y=0638.590-0649.830 | Công Định
P=1876 | X=0121.730-0248.250 | Y=0644.350-0655.590 | bề rộng mặt đường dưới 4m
P=1876 | X=0320.760-0358.670 | Y=0646.230-0655.550 | Phú (có)
P=1876 | X=0121.730-0243.550 | Y=0655.870-0667.110 | đã được đầu tư mặt đường
P=1876 | X=0121.730-0222.120 | Y=0667.390-0678.630 | nhựa, bê tông xi măng
P=1876 | X=0121.730-0249.040 | Y=0685.150-0696.390 | Các tuyến đường giao thông
P=1876 | X=0250.900-0308.370 | Y=0690.910-0702.150 | Ngã tư Đồng
P=1876 | X=0320.760-0389.230 | Y=0690.910-0702.150 | Đường Trương
P=1876 | X=0097.250-0238.750 | Y=0696.670-0707.910 | 319 đấu nối trực tiếp ra đường
P=1876 | X=0414.860-0431.500 | Y=0698.550-0707.870 | 430
P=1876 | X=0459.530-0476.170 | Y=0698.550-0707.870 | 340
P=1876 | X=0505.390-0522.030 | Y=0698.550-0707.870 | 200
P=1876 | X=0320.760-0368.140 | Y=0702.450-0713.690 | Công Định
P=1876 | X=0250.900-0270.670 | Y=0704.340-0713.660 | Xoài
P=1876 | X=0121.730-0244.240 | Y=0708.210-0719.450 | Phú Riềng Đỏ từ HLLG vào
