TABLE=002 | AREA=Phường Trấn Biên | SECTION=agricultural | SEGMENTS=1
P=0040 | X=0113.090-0336.260 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0040 | X=0113.090-0444.460 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hưng Đạo Vương
P=0040 | X=0113.090-0447.610 | Y=0136.850-0148.090 | đoạn từ Đường Phan Đình Phùng đến Ngã năm Biên Hùng có hiện trạng là
P=0040 | X=0113.090-0248.860 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=0040 | X=0093.140-0109.780 | Y=0156.250-0165.570 | 166
P=0040 | X=0468.890-0485.530 | Y=0156.250-0165.570 | 670
P=0040 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 450
P=0040 | X=0113.090-0390.520 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0040 | X=0113.090-0336.730 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0040 | X=0113.090-0432.730 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0040 | X=0113.090-0432.450 | Y=0212.470-0223.710 | Hưng Đạo Vương đoạn từ Đường Phan Đình Phùng đến Ngã năm Biên
P=0040 | X=0113.090-0346.570 | Y=0223.990-0235.230 | Hùng có hiện trạng là đường nhựa, bê tông xi măng:
P=0040 | X=0093.140-0109.780 | Y=0231.870-0241.190 | 167
P=0040 | X=0460.730-0485.780 | Y=0231.870-0241.190 | 1.030
P=0040 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 680
P=0040 | X=0113.090-0336.000 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0040 | X=0113.090-0390.280 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0040 | X=0113.090-0432.730 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0040 | X=0113.090-0432.450 | Y=0288.340-0299.580 | Hưng Đạo Vương đoạn từ Đường Phan Đình Phùng đến Ngã năm Biên
P=0040 | X=0113.090-0346.570 | Y=0299.860-0311.100 | Hùng có hiện trạng là đường nhựa, bê tông xi măng:
P=0040 | X=0093.140-0336.260 | Y=0317.380-0331.460 | 168 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0040 | X=0468.890-0485.530 | Y=0322.140-0331.460 | 860
P=0040 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 570
P=0040 | X=0113.090-0419.510 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0040 | X=0113.090-0146.610 | Y=0346.420-0357.660 | ≤600m.
P=0040 | X=0113.090-0336.260 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0040 | X=0113.090-0432.730 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0040 | X=0113.090-0432.450 | Y=0393.000-0404.240 | Hưng Đạo Vương đoạn từ Đường Phan Đình Phùng đến Ngã năm Biên
P=0040 | X=0113.090-0346.570 | Y=0404.520-0415.760 | Hùng có hiện trạng là đường nhựa, bê tông xi măng:
P=0040 | X=0093.140-0109.780 | Y=0412.400-0421.720 | 169
P=0040 | X=0468.890-0485.530 | Y=0412.400-0421.720 | 670
P=0040 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 450
P=0040 | X=0113.090-0390.520 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0040 | X=0113.090-0339.380 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0040 | X=0093.140-0227.680 | Y=0457.340-0468.580 | 170 Đường Hưng Đạo Vương
P=0040 | X=0252.580-0404.110 | Y=0457.340-0468.580 | Ngã năm Biên Hùng Ga Biên Hòa
P=0040 | X=0460.730-0485.780 | Y=0459.220-0468.540 | 1.500
P=0040 | X=0505.390-0522.030 | Y=0459.220-0468.540 | 970
P=0040 | X=0113.090-0444.460 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hưng Đạo Vương
P=0040 | X=0113.090-0424.070 | Y=0486.620-0497.860 | đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện trạng là đường
P=0040 | X=0113.090-0216.200 | Y=0498.140-0509.380 | nhựa, bê tông xi măng:
P=0040 | X=0093.140-0109.780 | Y=0506.020-0515.340 | 171
P=0040 | X=0460.730-0485.780 | Y=0506.020-0515.340 | 1.030
P=0040 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 680
P=0040 | X=0113.090-0336.000 | Y=0515.660-0526.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0040 | X=0113.090-0390.280 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0040 | X=0113.090-0444.460 | Y=0550.970-0562.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hưng Đạo Vương
P=0040 | X=0113.090-0424.070 | Y=0562.250-0573.490 | đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện trạng là đường
P=0040 | X=0113.090-0216.200 | Y=0573.770-0585.010 | nhựa, bê tông xi măng:
P=0040 | X=0093.140-0336.260 | Y=0591.290-0605.610 | 172 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0040 | X=0468.890-0485.530 | Y=0596.290-0605.610 | 860
P=0040 | X=0505.390-0522.030 | Y=0596.290-0605.610 | 570
P=0040 | X=0113.090-0419.510 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0040 | X=0113.090-0146.610 | Y=0620.350-0631.590 | ≤600m.
P=0040 | X=0113.090-0336.260 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0040 | X=0113.090-0444.460 | Y=0655.630-0666.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hưng Đạo Vương
P=0040 | X=0113.090-0424.070 | Y=0667.150-0678.390 | đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện trạng là đường
P=0040 | X=0093.140-0216.200 | Y=0677.670-0689.910 | 173 nhựa, bê tông xi măng:
P=0040 | X=0468.890-0485.530 | Y=0677.670-0686.990 | 670
P=0040 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 450
P=0040 | X=0113.090-0390.520 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0041 | X=0113.090-0336.730 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0041 | X=0113.090-0432.730 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0041 | X=0113.090-0438.020 | Y=0107.780-0119.020 | Hưng Đạo Vương đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện
P=0041 | X=0113.090-0284.870 | Y=0119.330-0130.570 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0109.780 | Y=0127.210-0136.530 | 174
P=0041 | X=0460.730-0485.780 | Y=0127.210-0136.530 | 1.030
P=0041 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 680
P=0041 | X=0113.090-0336.000 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0041 | X=0113.090-0390.280 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0041 | X=0113.090-0432.730 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0041 | X=0113.090-0438.020 | Y=0183.410-0194.650 | Hưng Đạo Vương đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện
P=0041 | X=0113.090-0284.870 | Y=0194.930-0206.170 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0336.290 | Y=0212.470-0226.790 | 175 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0041 | X=0468.890-0485.530 | Y=0217.470-0226.790 | 860
P=0041 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 570
P=0041 | X=0113.090-0419.510 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0041 | X=0113.090-0146.610 | Y=0241.510-0252.750 | ≤600m.
P=0041 | X=0113.090-0336.260 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0041 | X=0113.090-0432.730 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0041 | X=0113.090-0438.010 | Y=0288.340-0299.580 | Hưng Đạo Vương đoạn từ Ngã năm Biên Hùng đến Ga Biên Hòa có hiện
P=0041 | X=0113.090-0284.870 | Y=0299.860-0311.100 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0109.780 | Y=0307.740-0317.060 | 176
P=0041 | X=0468.890-0485.530 | Y=0307.740-0317.060 | 670
P=0041 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 450
P=0041 | X=0113.090-0390.520 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0041 | X=0113.090-0339.380 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0041 | X=0252.580-0432.500 | Y=0352.660-0363.900 | Đường Nguyễn Văn Đường Cách Mạng
P=0041 | X=0093.140-0228.130 | Y=0358.420-0369.660 | 177 Đường Hoàng Minh Châu
P=0041 | X=0460.730-0485.780 | Y=0360.300-0369.620 | 1.500
P=0041 | X=0505.390-0522.030 | Y=0360.300-0369.620 | 970
P=0041 | X=0252.580-0264.420 | Y=0365.820-0375.140 | Trị
P=0041 | X=0346.680-0383.480 | Y=0365.820-0375.140 | Tháng 8
P=0041 | X=0113.090-0444.920 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh Châu
P=0041 | X=0113.090-0436.810 | Y=0393.240-0404.480 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0041 | X=0113.090-0284.870 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0109.780 | Y=0412.640-0421.960 | 178
P=0041 | X=0460.730-0485.780 | Y=0412.640-0421.960 | 1.030
P=0041 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 680
P=0041 | X=0113.090-0336.000 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0041 | X=0113.090-0390.280 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0041 | X=0113.090-0444.920 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh Châu
P=0041 | X=0113.090-0436.810 | Y=0469.100-0480.340 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0041 | X=0113.090-0284.870 | Y=0480.620-0491.860 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0336.260 | Y=0498.140-0512.220 | 179 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0041 | X=0468.890-0485.530 | Y=0502.900-0512.220 | 860
P=0041 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 570
P=0041 | X=0113.090-0419.510 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0041 | X=0113.090-0146.610 | Y=0527.180-0538.420 | ≤600m.
P=0041 | X=0113.090-0336.260 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0041 | X=0113.090-0444.920 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh Châu
P=0041 | X=0113.090-0436.820 | Y=0573.770-0585.010 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0041 | X=0113.090-0284.870 | Y=0585.290-0596.530 | trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0109.780 | Y=0593.170-0602.490 | 180
P=0041 | X=0468.890-0485.530 | Y=0593.170-0602.490 | 670
P=0041 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 450
P=0041 | X=0113.090-0390.520 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0041 | X=0113.090-0336.730 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0041 | X=0113.090-0432.730 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0041 | X=0113.090-0445.460 | Y=0649.630-0660.870 | Hoàng Minh Châu đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0041 | X=0113.090-0359.290 | Y=0661.150-0672.390 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0041 | X=0093.140-0109.780 | Y=0669.030-0678.350 | 181
P=0041 | X=0460.730-0485.780 | Y=0669.030-0678.350 | 1.030
P=0041 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 680
P=0041 | X=0113.090-0336.000 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0041 | X=0113.090-0390.280 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0042 | X=0113.090-0432.730 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0042 | X=0113.090-0445.460 | Y=0090.020-0101.260 | Hoàng Minh Châu đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0042 | X=0113.090-0359.290 | Y=0101.540-0112.780 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0336.260 | Y=0119.090-0133.170 | 182 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0042 | X=0468.890-0485.530 | Y=0123.850-0133.170 | 860
P=0042 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 570
P=0042 | X=0113.090-0419.500 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0042 | X=0113.090-0146.610 | Y=0148.130-0159.370 | ≤600m.
P=0042 | X=0113.090-0336.260 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0042 | X=0113.090-0432.730 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0042 | X=0113.090-0445.460 | Y=0194.690-0205.930 | Hoàng Minh Châu đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0042 | X=0113.090-0359.320 | Y=0206.230-0217.470 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0109.780 | Y=0214.110-0223.430 | 183
P=0042 | X=0468.890-0485.530 | Y=0214.110-0223.430 | 670
P=0042 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 450
P=0042 | X=0113.090-0390.520 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0042 | X=0113.090-0339.380 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0042 | X=0252.580-0432.500 | Y=0259.030-0270.270 | Đường Nguyễn Văn Đường Cách Mạng
P=0042 | X=0093.140-0217.800 | Y=0264.790-0276.030 | 184 Đường Phan Chu Trinh
P=0042 | X=0460.730-0485.780 | Y=0266.670-0275.990 | 1.500
P=0042 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 970
P=0042 | X=0252.580-0264.420 | Y=0272.430-0281.750 | Trị
P=0042 | X=0346.680-0383.480 | Y=0272.430-0281.750 | Tháng 8
P=0042 | X=0113.090-0434.370 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh
P=0042 | X=0113.090-0436.810 | Y=0299.860-0311.100 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0042 | X=0113.090-0284.870 | Y=0311.380-0322.620 | trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0109.780 | Y=0319.260-0328.580 | 185
P=0042 | X=0460.730-0485.780 | Y=0319.260-0328.580 | 1.030
P=0042 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 680
P=0042 | X=0113.090-0336.000 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0042 | X=0113.090-0390.280 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0042 | X=0113.090-0434.340 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh
P=0042 | X=0113.090-0436.810 | Y=0375.480-0386.720 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0042 | X=0113.090-0284.870 | Y=0387.000-0398.240 | trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0336.260 | Y=0404.520-0418.840 | 186 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0042 | X=0468.890-0485.530 | Y=0409.520-0418.840 | 860
P=0042 | X=0505.390-0522.030 | Y=0409.520-0418.840 | 570
P=0042 | X=0113.090-0419.510 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0042 | X=0113.090-0146.610 | Y=0433.560-0444.800 | ≤600m.
P=0042 | X=0113.090-0336.260 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0042 | X=0113.090-0434.340 | Y=0468.860-0480.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh
P=0042 | X=0113.090-0436.810 | Y=0480.380-0491.620 | đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng Tháng 8 có hiện
P=0042 | X=0113.090-0284.870 | Y=0491.900-0503.140 | trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0109.780 | Y=0499.780-0509.100 | 187
P=0042 | X=0468.890-0485.530 | Y=0499.780-0509.100 | 670
P=0042 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 450
P=0042 | X=0113.090-0390.520 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0042 | X=0113.090-0336.730 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0042 | X=0113.090-0432.730 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0042 | X=0113.090-0435.140 | Y=0556.010-0567.250 | Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0042 | X=0113.090-0359.290 | Y=0567.530-0578.770 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0109.780 | Y=0575.410-0584.730 | 188
P=0042 | X=0460.730-0485.780 | Y=0575.410-0584.730 | 1.030
P=0042 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 680
P=0042 | X=0113.090-0336.000 | Y=0585.050-0596.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0042 | X=0113.090-0390.280 | Y=0602.570-0613.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0042 | X=0113.090-0432.730 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0042 | X=0113.090-0435.140 | Y=0631.870-0643.110 | Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0042 | X=0113.090-0359.290 | Y=0643.390-0654.630 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0042 | X=0093.140-0336.260 | Y=0660.910-0674.990 | 189 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0042 | X=0468.890-0485.530 | Y=0665.670-0674.990 | 860
P=0042 | X=0505.390-0522.030 | Y=0665.670-0674.990 | 570
P=0042 | X=0113.090-0419.510 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0042 | X=0113.090-0146.610 | Y=0689.950-0701.190 | ≤600m.
P=0042 | X=0113.090-0336.280 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0043 | X=0113.090-0432.730 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0043 | X=0113.090-0435.140 | Y=0090.020-0101.260 | Phan Chu Trinh đoạn từ Đường Nguyễn Văn Trị đến Đường Cách Mạng
P=0043 | X=0113.090-0359.290 | Y=0101.540-0112.780 | Tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0043 | X=0093.140-0109.780 | Y=0109.420-0118.740 | 190
