TABLE=067 | AREA=Xã Đồng Tâm | SECTION=agricultural | SEGMENTS=1
P=2041 | X=0280.660-0313.610 | Y=0432.840-0444.080 | Thái cũ
P=2041 | X=0107.330-0126.840 | Y=0434.720-0444.040 | Thái
P=2041 | X=0208.150-0248.870 | Y=0434.720-0444.040 | Tấn Phát
P=2041 | X=0208.150-0265.940 | Y=0450.860-0462.100 | Đầu ranh đất
P=2041 | X=0092.900-0178.950 | Y=0462.380-0473.620 | 25 Đường ven suối
P=2041 | X=0208.150-0262.750 | Y=0462.380-0473.620 | Trường Sao
P=2041 | X=0280.660-0323.970 | Y=0464.260-0473.580 | Cầu ngập
P=2041 | X=0407.420-0424.060 | Y=0464.260-0473.580 | 266
P=2041 | X=0455.450-0472.090 | Y=0464.260-0473.580 | 213
P=2041 | X=0208.150-0244.260 | Y=0475.780-0485.100 | Mai mới
P=2041 | X=0092.900-0191.430 | Y=0491.900-0503.140 | 26 Đường Võ Thị Sáu
P=2041 | X=0208.150-0258.420 | Y=0493.780-0503.100 | Toàn tuyến
P=2041 | X=0407.420-0424.060 | Y=0493.780-0503.100 | 266
P=2041 | X=0455.450-0472.090 | Y=0493.780-0503.100 | 213
P=2041 | X=0107.330-0192.390 | Y=0509.900-0521.140 | Đường Hoàng Hoa
P=2041 | X=0208.150-0256.550 | Y=0509.900-0521.140 | Đường Nơ
P=2041 | X=0280.660-0353.000 | Y=0509.900-0521.140 | Đường Lê Hồng
P=2041 | X=0092.900-0104.020 | Y=0517.540-0526.860 | 27
P=2041 | X=0407.420-0424.060 | Y=0517.540-0526.860 | 266
P=2041 | X=0455.450-0472.090 | Y=0517.540-0526.860 | 213
P=2041 | X=0107.330-0132.760 | Y=0523.300-0532.620 | Thám
P=2041 | X=0208.150-0259.360 | Y=0523.300-0532.620 | Trang Long
P=2041 | X=0280.660-0309.550 | Y=0523.300-0532.620 | Phong
P=2041 | X=0107.330-0190.950 | Y=0539.450-0550.690 | Đường Huỳnh Tấn
P=2041 | X=0208.150-0364.670 | Y=0539.450-0550.690 | Đường Quốc lộ Cổng sau nhà máy
P=2041 | X=0092.900-0104.020 | Y=0547.090-0556.410 | 28
P=2041 | X=0407.420-0424.060 | Y=0547.090-0556.410 | 266
P=2041 | X=0455.450-0472.090 | Y=0547.090-0556.410 | 213
P=2041 | X=0107.330-0127.890 | Y=0552.850-0562.170 | Phát
P=2041 | X=0208.150-0219.270 | Y=0552.850-0562.170 | 13
P=2041 | X=0280.660-0335.480 | Y=0552.850-0562.170 | chế biến mủ
P=2041 | X=0208.150-0270.160 | Y=0570.850-0580.170 | Cổng sau nhà
P=2041 | X=0107.330-0190.950 | Y=0574.490-0585.730 | Đường Huỳnh Tấn
P=2041 | X=0280.660-0363.560 | Y=0580.250-0591.490 | Đường Quốc lộ 13
P=2041 | X=0092.900-0104.020 | Y=0582.130-0591.450 | 29
P=2041 | X=0208.150-0267.780 | Y=0582.130-0591.450 | máy chế biến
P=2041 | X=0407.420-0424.060 | Y=0582.130-0591.450 | 266
P=2041 | X=0455.450-0472.090 | Y=0582.130-0591.450 | 213
P=2041 | X=0107.330-0127.890 | Y=0587.890-0597.210 | Phát
P=2041 | X=0208.150-0222.390 | Y=0593.650-0602.970 | mủ
P=2041 | X=0107.330-0191.410 | Y=0609.770-0621.010 | Đường Huỳnh Văn
P=2041 | X=0208.150-0266.580 | Y=0609.770-0621.010 | Đường Đồng
P=2041 | X=0280.660-0358.750 | Y=0609.770-0621.010 | Đường Điện Biên
P=2041 | X=0092.900-0104.020 | Y=0617.410-0626.730 | 30
P=2041 | X=0407.420-0424.060 | Y=0617.410-0626.730 | 266
P=2041 | X=0455.450-0472.090 | Y=0617.410-0626.730 | 213
P=2041 | X=0107.330-0131.170 | Y=0623.190-0632.510 | Nghệ
P=2041 | X=0208.150-0229.380 | Y=0623.190-0632.510 | Khởi
P=2041 | X=0280.660-0298.520 | Y=0623.190-0632.510 | Phủ
P=2041 | X=0107.330-0179.670 | Y=0639.310-0650.550 | Đường Lê Hồng
P=2041 | X=0208.150-0277.140 | Y=0639.310-0650.550 | Đường Nguyễn
P=2041 | X=0280.660-0357.080 | Y=0645.070-0656.310 | Đường 3 tháng 2
P=2041 | X=0092.900-0104.020 | Y=0646.950-0656.270 | 31
P=2041 | X=0407.420-0424.060 | Y=0646.950-0656.270 | 266
P=2041 | X=0455.450-0472.090 | Y=0646.950-0656.270 | 213
P=2041 | X=0107.330-0136.220 | Y=0652.710-0662.030 | Phong
P=2041 | X=0208.150-0253.830 | Y=0652.710-0662.030 | Tất Thành
P=2041 | X=0208.150-0261.700 | Y=0670.710-0680.030 | Giáp xã Lộc
P=2041 | X=0092.900-0170.070 | Y=0674.590-0685.830 | 32 Đường Lê Lợi
P=2041 | X=0280.660-0369.550 | Y=0674.590-0685.830 | Đường Nguyễn Trãi
P=2041 | X=0407.420-0424.060 | Y=0676.470-0685.790 | 266
P=2041 | X=0455.450-0472.090 | Y=0676.470-0685.790 | 213
P=2041 | X=0208.150-0250.020 | Y=0680.350-0691.590 | Thuận cũ
P=2041 | X=0092.900-0170.070 | Y=0698.350-0709.590 | 33 Đường Lê Lợi
P=2041 | X=0208.150-0323.730 | Y=0698.350-0709.590 | Đường Nguyễn Hết tuyến
P=2041 | X=0407.420-0424.060 | Y=0700.230-0709.550 | 266
P=2041 | X=0455.450-0472.090 | Y=0700.230-0709.550 | 213
P=2042 | X=0208.150-0225.500 | Y=0074.620-0083.940 | Trãi
P=2042 | X=0208.150-0358.030 | Y=0090.740-0101.980 | Đường Quốc lộ Đường Nơ Trang
P=2042 | X=0092.900-0189.270 | Y=0096.500-0107.740 | 34 Đường Lý Thái Tổ
P=2042 | X=0407.420-0424.060 | Y=0098.380-0107.700 | 266
P=2042 | X=0455.450-0472.090 | Y=0098.380-0107.700 | 213
P=2042 | X=0208.150-0219.270 | Y=0104.140-0113.460 | 13
P=2042 | X=0280.660-0302.820 | Y=0104.140-0113.460 | Long
P=2042 | X=0208.150-0256.550 | Y=0120.290-0131.530 | Đường Nơ
P=2042 | X=0280.660-0375.320 | Y=0122.170-0131.490 | Ngã ba hố Bom Làng
P=2042 | X=0092.900-0189.270 | Y=0126.050-0137.290 | 35 Đường Lý Thái Tổ
P=2042 | X=0407.420-0424.060 | Y=0127.930-0137.250 | 266
P=2042 | X=0455.450-0472.090 | Y=0127.930-0137.250 | 213
P=2042 | X=0208.150-0259.360 | Y=0133.690-0143.010 | Trang Long
P=2042 | X=0280.660-0291.780 | Y=0133.690-0143.010 | 10
P=2042 | X=0208.150-0277.530 | Y=0151.690-0161.010 | Ngã ba hố Bom
P=2042 | X=0092.900-0189.270 | Y=0155.570-0166.810 | 36 Đường Lý Thái Tổ
P=2042 | X=0280.660-0377.020 | Y=0157.450-0166.770 | Giáp ranh xã Lộc Tấn
P=2042 | X=0407.420-0424.060 | Y=0157.450-0166.770 | 266
P=2042 | X=0455.450-0472.090 | Y=0157.450-0166.770 | 213
P=2042 | X=0208.150-0244.250 | Y=0163.210-0172.530 | Làng 10
P=2042 | X=0107.330-0191.440 | Y=0179.330-0190.570 | Đường Lý Thường
P=2042 | X=0208.150-0277.380 | Y=0179.330-0190.570 | Đường Quốc lộ
P=2042 | X=0092.900-0104.020 | Y=0186.970-0196.290 | 37
P=2042 | X=0280.660-0323.730 | Y=0186.970-0196.290 | Hết tuyến
P=2042 | X=0407.420-0424.060 | Y=0186.970-0196.290 | 266
P=2042 | X=0455.450-0472.090 | Y=0186.970-0196.290 | 213
P=2042 | X=0107.330-0124.770 | Y=0192.730-0202.050 | Kiệt
P=2042 | X=0208.150-0219.270 | Y=0192.730-0202.050 | 13
P=2042 | X=0208.150-0266.590 | Y=0208.870-0220.110 | Đường Hùng
P=2042 | X=0092.900-0196.950 | Y=0214.630-0225.870 | 38 Đường Lý Tự Trọng
P=2042 | X=0280.660-0357.080 | Y=0214.630-0225.870 | Đường 7 tháng 4
P=2042 | X=0407.420-0424.060 | Y=0216.510-0225.830 | 266
P=2042 | X=0455.450-0472.090 | Y=0216.510-0225.830 | 213
P=2042 | X=0208.150-0239.430 | Y=0220.390-0231.630 | Vương
P=2042 | X=0208.150-0277.380 | Y=0238.390-0249.630 | Đường Quốc lộ
P=2042 | X=0092.900-0192.640 | Y=0243.910-0255.150 | 39 Đường Ngô Quyền
P=2042 | X=0280.660-0323.730 | Y=0245.790-0255.110 | Hết tuyến
P=2042 | X=0407.420-0424.060 | Y=0245.790-0255.110 | 266
P=2042 | X=0455.450-0472.090 | Y=0245.790-0255.110 | 213
P=2042 | X=0208.150-0219.270 | Y=0251.550-0260.870 | 13
P=2042 | X=0208.150-0277.380 | Y=0267.670-0278.910 | Đường Quốc lộ
P=2042 | X=0092.900-0199.820 | Y=0273.430-0284.670 | 40 Đường Nguyễn Bính
P=2042 | X=0280.660-0334.280 | Y=0273.430-0284.670 | Cuối đường
P=2042 | X=0407.420-0424.060 | Y=0275.310-0284.630 | 266
P=2042 | X=0455.450-0472.090 | Y=0275.310-0284.630 | 213
P=2042 | X=0208.150-0219.270 | Y=0281.070-0290.390 | 13
P=2042 | X=0107.330-0364.300 | Y=0297.220-0308.460 | Đường Nguyễn Bỉnh Đường 7 tháng Đường Huỳnh Tấn
P=2042 | X=0092.900-0104.020 | Y=0304.860-0314.180 | 41
P=2042 | X=0407.420-0424.060 | Y=0304.860-0314.180 | 266
P=2042 | X=0455.450-0472.090 | Y=0304.860-0314.180 | 213
P=2042 | X=0107.330-0135.630 | Y=0310.620-0319.940 | Khiêm
P=2042 | X=0208.150-0213.750 | Y=0310.620-0319.940 | 4
P=2042 | X=0280.660-0301.220 | Y=0310.620-0319.940 | Phát
P=2042 | X=0107.330-0194.630 | Y=0326.740-0337.980 | Đường Nguyễn Chí
P=2042 | X=0280.660-0363.550 | Y=0326.740-0337.980 | Đường Trần Hưng
P=2042 | X=0092.900-0104.020 | Y=0334.380-0343.700 | 42
P=2042 | X=0208.150-0251.470 | Y=0334.380-0343.700 | Cầu ngập
P=2042 | X=0407.420-0424.060 | Y=0334.380-0343.700 | 266
P=2042 | X=0455.450-0472.090 | Y=0334.380-0343.700 | 213
P=2042 | X=0280.660-0299.000 | Y=0338.260-0349.500 | Đạo
P=2042 | X=0107.330-0135.740 | Y=0340.140-0349.460 | Thanh
P=2042 | X=0107.330-0276.190 | Y=0356.260-0367.500 | Đường Nguyễn Đình Đường 7 tháng
P=2042 | X=0280.660-0362.860 | Y=0362.020-0373.260 | Đường Đồng Khởi
P=2042 | X=0092.900-0104.020 | Y=0363.900-0373.220 | 43
P=2042 | X=0407.420-0424.060 | Y=0363.900-0373.220 | 266
P=2042 | X=0455.450-0472.090 | Y=0363.900-0373.220 | 213
P=2042 | X=0107.330-0133.570 | Y=0369.680-0379.000 | Chiểu
P=2042 | X=0208.150-0213.750 | Y=0369.680-0379.000 | 4
P=2042 | X=0208.150-0266.590 | Y=0385.800-0397.040 | Đường Hùng
P=2042 | X=0092.900-0191.910 | Y=0391.560-0402.800 | 44 Đường Nguyễn Du
P=2042 | X=0280.660-0351.320 | Y=0393.440-0402.760 | Giáp hẻm số 39
P=2042 | X=0407.420-0424.060 | Y=0393.440-0402.760 | 266
P=2042 | X=0455.450-0472.090 | Y=0393.440-0402.760 | 213
P=2042 | X=0208.150-0239.460 | Y=0397.320-0408.560 | Vương
P=2042 | X=0280.660-0359.440 | Y=0415.320-0426.560 | Giáp ngã ba đi xã
P=2042 | X=0092.900-0191.910 | Y=0421.080-0432.320 | 45 Đường Nguyễn Du
P=2042 | X=0208.150-0278.820 | Y=0422.960-0432.280 | Giáp hẻm số 39
P=2042 | X=0407.420-0424.060 | Y=0422.960-0432.280 | 266
P=2042 | X=0455.450-0472.090 | Y=0422.960-0432.280 | 213
P=2042 | X=0280.660-0333.800 | Y=0426.840-0438.080 | Lộc Hiệp cũ
P=2042 | X=0092.900-0197.440 | Y=0444.840-0456.080 | 46 Đường Nguyễn Huệ
P=2042 | X=0208.150-0258.420 | Y=0446.720-0456.040 | Toàn tuyến
P=2042 | X=0407.420-0424.060 | Y=0446.720-0456.040 | 266
P=2042 | X=0455.450-0472.090 | Y=0446.720-0456.040 | 213
P=2042 | X=0107.330-0198.640 | Y=0462.860-0474.100 | Đường Nguyễn Hữu
P=2042 | X=0092.900-0104.020 | Y=0470.500-0479.820 | 47
P=2042 | X=0208.150-0258.420 | Y=0470.500-0479.820 | Toàn tuyến
P=2042 | X=0407.420-0424.060 | Y=0470.500-0479.820 | 266
P=2042 | X=0455.450-0472.090 | Y=0470.500-0479.820 | 213
P=2042 | X=0107.330-0124.690 | Y=0476.260-0485.580 | Thọ
P=2042 | X=0107.330-0193.680 | Y=0492.380-0503.620 | Đường Nguyễn Tất
P=2042 | X=0208.150-0358.030 | Y=0492.380-0503.620 | Đường Quốc lộ Đường Nơ Trang
P=2042 | X=0092.900-0104.020 | Y=0500.020-0509.340 | 48
P=2042 | X=0407.420-0424.060 | Y=0500.020-0509.340 | 266
P=2042 | X=0455.450-0472.090 | Y=0500.020-0509.340 | 213
P=2042 | X=0107.330-0135.740 | Y=0505.780-0515.100 | Thành
P=2042 | X=0208.150-0219.270 | Y=0505.780-0515.100 | 13
P=2042 | X=0280.660-0302.820 | Y=0505.780-0515.100 | Long
P=2042 | X=0107.330-0193.680 | Y=0521.900-0533.140 | Đường Nguyễn Tất
P=2042 | X=0208.150-0256.550 | Y=0521.900-0533.140 | Đường Nơ
P=2042 | X=0280.660-0357.000 | Y=0523.780-0533.100 | Giáp ranh xã Lộc
P=2042 | X=0092.900-0104.020 | Y=0529.540-0538.860 | 49
P=2042 | X=0407.420-0424.060 | Y=0529.540-0538.860 | 266
P=2042 | X=0455.450-0472.090 | Y=0529.540-0538.860 | 213
P=2042 | X=0280.660-0319.400 | Y=0533.450-0544.690 | Thiện cũ
P=2042 | X=0107.330-0135.740 | Y=0535.330-0544.650 | Thành
P=2042 | X=0208.150-0259.360 | Y=0535.330-0544.650 | Trang Long
P=2042 | X=0107.330-0192.870 | Y=0551.450-0562.690 | Đường Nguyễn Thị
P=2042 | X=0092.900-0104.020 | Y=0559.090-0568.410 | 50
P=2042 | X=0208.150-0258.420 | Y=0559.090-0568.410 | Toàn tuyến
P=2042 | X=0407.420-0424.060 | Y=0559.090-0568.410 | 266
P=2042 | X=0455.450-0472.090 | Y=0559.090-0568.410 | 213
P=2042 | X=0107.330-0128.050 | Y=0562.970-0574.210 | Định
P=2042 | X=0107.330-0192.870 | Y=0580.970-0592.210 | Đường Nguyễn Thị
P=2042 | X=0208.150-0277.140 | Y=0580.970-0592.210 | Đường Nguyễn
P=2042 | X=0280.660-0357.080 | Y=0586.490-0597.730 | Đường 3 tháng 2
P=2042 | X=0092.900-0104.020 | Y=0588.370-0597.690 | 51
P=2042 | X=0407.420-0424.060 | Y=0588.370-0597.690 | 266
P=2042 | X=0455.450-0472.090 | Y=0588.370-0597.690 | 213
P=2042 | X=0107.330-0151.800 | Y=0594.130-0603.450 | Minh Khai
P=2042 | X=0208.150-0253.830 | Y=0594.130-0603.450 | Tất Thành
P=2042 | X=0280.660-0357.000 | Y=0612.130-0621.450 | Giáp ranh xã Lộc
P=2042 | X=0092.900-0196.220 | Y=0616.010-0627.250 | 52 Đường Nguyễn Trãi
P=2042 | X=0208.150-0270.900 | Y=0616.010-0627.250 | Đường Lê Lợi
P=2042 | X=0407.420-0424.060 | Y=0617.890-0627.210 | 266
P=2042 | X=0455.450-0472.090 | Y=0617.890-0627.210 | 213
P=2042 | X=0280.660-0322.520 | Y=0621.790-0633.030 | Thuận cũ
P=2042 | X=0107.330-0196.950 | Y=0639.790-0651.030 | Đường Nguyễn Văn
P=2042 | X=0092.900-0104.020 | Y=0647.430-0656.750 | 53
P=2042 | X=0208.150-0258.420 | Y=0647.430-0656.750 | Toàn tuyến
P=2042 | X=0407.420-0424.060 | Y=0647.430-0656.750 | 266
P=2042 | X=0455.450-0472.090 | Y=0647.430-0656.750 | 213
P=2042 | X=0107.330-0121.270 | Y=0653.190-0662.510 | Cừ
P=2042 | X=0107.330-0196.950 | Y=0669.310-0680.550 | Đường Nguyễn Văn
P=2042 | X=0092.900-0104.020 | Y=0676.950-0686.270 | 54
P=2042 | X=0208.150-0258.420 | Y=0676.950-0686.270 | Toàn tuyến
P=2042 | X=0407.420-0424.060 | Y=0676.950-0686.270 | 266
P=2042 | X=0455.450-0472.090 | Y=0676.950-0686.270 | 213
P=2042 | X=0107.330-0126.370 | Y=0682.710-0692.030 | Linh
P=2042 | X=0092.900-0196.950 | Y=0698.830-0710.070 | 55 Đường Nguyễn Văn
P=2042 | X=0208.150-0334.280 | Y=0698.830-0710.070 | Đường Quốc lộ Cuối đường
P=2042 | X=0407.420-0424.060 | Y=0700.710-0710.030 | 266
P=2042 | X=0455.450-0472.090 | Y=0700.710-0710.030 | 213
P=2043 | X=0107.330-0124.690 | Y=0074.620-0083.940 | Trỗi
P=2043 | X=0208.150-0219.270 | Y=0074.620-0083.940 | 13
P=2043 | X=0107.330-0184.680 | Y=0090.740-0101.980 | Đường Nơ Trang
P=2043 | X=0208.150-0277.140 | Y=0090.740-0101.980 | Đường Nguyễn
P=2043 | X=0280.660-0362.620 | Y=0096.500-0107.740 | Đường Lý Thái Tổ
P=2043 | X=0092.900-0104.020 | Y=0098.380-0107.700 | 56
P=2043 | X=0407.420-0424.060 | Y=0098.380-0107.700 | 266
P=2043 | X=0455.450-0472.090 | Y=0098.380-0107.700 | 213
P=2043 | X=0107.330-0129.490 | Y=0104.140-0113.460 | Long
P=2043 | X=0208.150-0253.830 | Y=0104.140-0113.460 | Tất Thành
P=2043 | X=0107.330-0194.230 | Y=0120.290-0131.530 | Đường Phạm Ngọc
P=2043 | X=0208.150-0253.300 | Y=0120.290-0131.530 | Đường Lý
P=2043 | X=0280.660-0365.240 | Y=0126.050-0137.290 | Đường Nguyễn Du
P=2043 | X=0092.900-0104.020 | Y=0127.930-0137.250 | 57
P=2043 | X=0407.420-0424.060 | Y=0127.930-0137.250 | 266
P=2043 | X=0455.450-0472.090 | Y=0127.930-0137.250 | 213
P=2043 | X=0208.150-0264.500 | Y=0131.810-0143.050 | Thường Kiệt
P=2043 | X=0107.330-0135.250 | Y=0133.690-0143.010 | Thạch
P=2043 | X=0107.330-0194.230 | Y=0149.810-0161.050 | Đường Phạm Ngọc
P=2043 | X=0208.150-0253.300 | Y=0149.810-0161.050 | Đường Lý
P=2043 | X=0280.660-0373.660 | Y=0155.570-0166.810 | Giáp đường Lộc Tấn
P=2043 | X=0092.900-0104.020 | Y=0157.450-0166.770 | 58
P=2043 | X=0407.420-0424.060 | Y=0157.450-0166.770 | 266
P=2043 | X=0455.450-0472.090 | Y=0157.450-0166.770 | 213
P=2043 | X=0208.150-0264.500 | Y=0161.330-0172.570 | Thường Kiệt
P=2043 | X=0107.330-0135.250 | Y=0163.210-0172.530 | Thạch
P=2043 | X=0107.330-0182.310 | Y=0179.330-0190.570 | Đường Phan Bội
P=2043 | X=0208.150-0357.000 | Y=0179.330-0190.570 | Đường Quốc lộ Giáp ranh xã Lộc
P=2043 | X=0092.900-0104.020 | Y=0186.970-0196.290 | 59
P=2043 | X=0407.420-0424.060 | Y=0186.970-0196.290 | 266
P=2043 | X=0455.450-0472.090 | Y=0186.970-0196.290 | 213
P=2043 | X=0280.660-0322.520 | Y=0190.850-0202.090 | Thuận cũ
P=2043 | X=0107.330-0131.190 | Y=0192.730-0202.050 | Châu
P=2043 | X=0208.150-0219.270 | Y=0192.730-0202.050 | 13
P=2043 | X=0107.330-0182.310 | Y=0208.870-0220.110 | Đường Phan Bội
P=2043 | X=0208.150-0261.730 | Y=0208.870-0220.110 | Ngã tư Biên
P=2043 | X=0280.660-0358.980 | Y=0214.630-0225.870 | Cầu ông Năm Tài
P=2043 | X=0092.900-0104.020 | Y=0216.510-0225.830 | 60
P=2043 | X=0407.420-0424.060 | Y=0216.510-0225.830 | 112
P=2043 | X=0461.210-0472.330 | Y=0216.510-0225.830 | 90
P=2043 | X=0107.330-0131.190 | Y=0222.270-0231.590 | Châu
P=2043 | X=0208.150-0237.040 | Y=0222.270-0231.590 | Phòng
P=2043 | X=0107.330-0182.310 | Y=0238.390-0249.630 | Đường Phan Bội
P=2043 | X=0208.150-0269.830 | Y=0238.390-0249.630 | Cầu ông Năm
P=2043 | X=0280.660-0367.630 | Y=0238.390-0249.630 | Hết ranh đất lô Cao
P=2043 | X=0092.900-0104.020 | Y=0245.790-0255.110 | 61
P=2043 | X=0407.420-0424.060 | Y=0245.790-0255.110 | 112
P=2043 | X=0461.210-0472.330 | Y=0245.790-0255.110 | 90
P=2043 | X=0107.330-0131.190 | Y=0251.550-0260.870 | Châu
P=2043 | X=0208.150-0222.140 | Y=0251.550-0260.870 | Tài
P=2043 | X=0280.660-0292.980 | Y=0251.550-0260.870 | Su
P=2043 | X=0107.330-0186.380 | Y=0267.670-0278.910 | Đường Phan Chu
P=2043 | X=0208.150-0277.380 | Y=0267.670-0278.910 | Đường Quốc lộ
P=2043 | X=0092.900-0104.020 | Y=0275.310-0284.630 | 62
P=2043 | X=0280.660-0377.020 | Y=0275.310-0284.630 | Giáp ranh xã Lộc Tấn
P=2043 | X=0407.420-0424.060 | Y=0275.310-0284.630 | 266
P=2043 | X=0455.450-0472.090 | Y=0275.310-0284.630 | 213
P=2043 | X=0107.330-0130.430 | Y=0281.070-0290.390 | Trinh
P=2043 | X=0208.150-0219.270 | Y=0281.070-0290.390 | 13
P=2043 | X=0107.330-0186.380 | Y=0297.220-0308.460 | Đường Phan Chu
P=2043 | X=0280.660-0367.030 | Y=0297.220-0308.460 | Đường Nguyễn Tất
P=2043 | X=0208.150-0265.590 | Y=0299.100-0308.420 | Giáp ranh xã
P=2043 | X=0092.900-0104.020 | Y=0304.860-0314.180 | 63
P=2043 | X=0407.420-0424.060 | Y=0304.860-0314.180 | 266
P=2043 | X=0455.450-0472.090 | Y=0304.860-0314.180 | 213
P=2043 | X=0208.150-0265.620 | Y=0308.740-0319.980 | Lộc Thiện cũ
P=2043 | X=0107.330-0130.430 | Y=0310.620-0319.940 | Trinh
P=2043 | X=0280.660-0309.070 | Y=0310.620-0319.940 | Thành
P=2043 | X=0107.330-0180.790 | Y=0326.740-0337.980 | Đường Tôn Đức
P=2043 | X=0208.150-0370.280 | Y=0326.740-0337.980 | Đường Quốc lộ Đường Nguyễn Văn
P=2043 | X=0092.900-0104.020 | Y=0334.380-0343.700 | 64
P=2043 | X=0407.420-0424.060 | Y=0334.380-0343.700 | 266
P=2043 | X=0455.450-0472.090 | Y=0334.380-0343.700 | 213
P=2043 | X=0107.330-0135.730 | Y=0340.140-0349.460 | Thắng
P=2043 | X=0208.150-0219.270 | Y=0340.140-0349.460 | 13
P=2043 | X=0280.660-0299.700 | Y=0340.140-0349.460 | Linh
P=2043 | X=0107.330-0180.790 | Y=0356.260-0367.500 | Đường Tôn Đức
P=2043 | X=0208.150-0277.140 | Y=0356.260-0367.500 | Đường Nguyễn
P=2043 | X=0280.660-0334.280 | Y=0362.020-0373.260 | Cuối đường
P=2043 | X=0092.900-0104.020 | Y=0363.900-0373.220 | 65
P=2043 | X=0407.420-0424.060 | Y=0363.900-0373.220 | 266
P=2043 | X=0455.450-0472.090 | Y=0363.900-0373.220 | 213
P=2043 | X=0208.150-0247.820 | Y=0367.800-0379.040 | Văn Linh
P=2043 | X=0107.330-0135.730 | Y=0369.680-0379.000 | Thắng
P=2043 | X=0107.330-0190.200 | Y=0385.800-0397.040 | Đường Trần Hưng
P=2043 | X=0208.150-0276.190 | Y=0385.800-0397.040 | Đường 7 tháng
P=2043 | X=0280.660-0372.700 | Y=0391.560-0402.800 | Hết đất bà Thanh Tế
P=2043 | X=0092.900-0104.020 | Y=0393.440-0402.760 | 66
P=2043 | X=0407.420-0424.060 | Y=0393.440-0402.760 | 266
P=2043 | X=0455.450-0472.090 | Y=0393.440-0402.760 | 213
P=2043 | X=0107.330-0125.650 | Y=0397.320-0408.560 | Đạo
P=2043 | X=0208.150-0213.750 | Y=0399.200-0408.520 | 4
P=2043 | X=0107.330-0190.200 | Y=0415.320-0426.560 | Đường Trần Hưng
P=2043 | X=0208.150-0254.580 | Y=0415.320-0426.560 | Hết đất bà
P=2043 | X=0280.660-0363.560 | Y=0421.080-0432.320 | Đường Quốc lộ 13
P=2043 | X=0092.900-0104.020 | Y=0422.960-0432.280 | 67
P=2043 | X=0407.420-0424.060 | Y=0422.960-0432.280 | 266
P=2043 | X=0455.450-0472.090 | Y=0422.960-0432.280 | 213
P=2043 | X=0107.330-0125.650 | Y=0426.840-0438.080 | Đạo
P=2043 | X=0208.150-0251.230 | Y=0428.720-0438.040 | Thanh Tế
P=2043 | X=0092.900-0183.000 | Y=0444.840-0456.080 | 68 Đường Trần Phú
P=2043 | X=0208.150-0258.420 | Y=0446.720-0456.040 | Toàn tuyến
P=2043 | X=0407.420-0424.060 | Y=0446.720-0456.040 | 266
P=2043 | X=0455.450-0472.090 | Y=0446.720-0456.040 | 213
P=2043 | X=0107.330-0189.190 | Y=0462.860-0474.100 | Đường Trần Quốc
P=2043 | X=0092.900-0104.020 | Y=0470.500-0479.820 | 69
P=2043 | X=0208.150-0258.420 | Y=0470.500-0479.820 | Toàn tuyến
P=2043 | X=0407.420-0424.060 | Y=0470.500-0479.820 | 266
P=2043 | X=0455.450-0472.090 | Y=0470.500-0479.820 | 213
P=2043 | X=0107.330-0130.210 | Y=0476.260-0485.580 | Toản
P=2043 | X=0092.900-0258.420 | Y=0492.380-0503.620 | 70 Đường Trần Văn Trà Toàn tuyến
P=2043 | X=0407.420-0424.060 | Y=0494.260-0503.580 | 266
P=2043 | X=0455.450-0472.090 | Y=0494.260-0503.580 | 213
P=2043 | X=0107.330-0256.550 | Y=0510.380-0521.620 | Đường Trương Công Đường Nơ
P=2043 | X=0280.660-0353.000 | Y=0510.380-0521.620 | Đường Lê Hồng
P=2043 | X=0092.900-0104.020 | Y=0518.020-0527.340 | 71
P=2043 | X=0407.420-0424.060 | Y=0518.020-0527.340 | 266
P=2043 | X=0455.450-0472.090 | Y=0518.020-0527.340 | 213
P=2043 | X=0107.330-0128.050 | Y=0521.900-0533.140 | Định
P=2043 | X=0208.150-0259.360 | Y=0523.780-0533.100 | Trang Long
P=2043 | X=0280.660-0309.550 | Y=0523.780-0533.100 | Phong
P=2043 | X=0280.660-0372.460 | Y=0539.930-0551.170 | Hết ranh thửa đất số
P=2043 | X=0107.330-0375.340 | Y=0551.450-0562.690 | Đường kè suối cầu Lò Đường Quốc lộ 29, tờ bản đồ số 8 và
P=2043 | X=0092.900-0104.020 | Y=0559.090-0568.410 | 72
P=2043 | X=0407.420-0424.060 | Y=0559.090-0568.410 | 266
P=2043 | X=0455.450-0472.090 | Y=0559.090-0568.410 | 213
P=2043 | X=0280.660-0374.140 | Y=0562.970-0574.210 | thửa đất số 7, tờ bản
P=2043 | X=0107.330-0125.660 | Y=0564.850-0574.170 | Heo
P=2043 | X=0208.150-0219.270 | Y=0564.850-0574.170 | 13
P=2043 | X=0280.660-0318.920 | Y=0574.250-0585.490 | đồ số 26
P=2043 | X=0107.330-0206.470 | Y=0592.250-0603.490 | Đường từ cầu Ông Kỳ
P=2043 | X=0107.330-0263.460 | Y=0603.770-0615.010 | đi cổng sau nhà máy Đường Điện
P=2043 | X=0280.660-0364.300 | Y=0603.770-0615.010 | Đường Huỳnh Tấn
P=2043 | X=0092.900-0104.020 | Y=0611.410-0620.730 | 73
P=2043 | X=0407.420-0424.060 | Y=0611.410-0620.730 | 266
P=2043 | X=0455.450-0472.090 | Y=0611.410-0620.730 | 213
