TABLE=036 | AREA=Xã An Viễn | SECTION=agricultural | SEGMENTS=2
P=1241 | X=0117.170-0340.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1241 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0117.170-0395.740 | Y=0107.780-0119.020 | Đường Lê Duẩn đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh
P=1241 | X=0117.170-0413.020 | Y=0119.330-0130.570 | thửa đất số 189 tờ BĐĐC số 31; Bên trái, đến hết ranh thửa đất số
P=1241 | X=0117.170-0386.110 | Y=0130.850-0142.090 | 784, tờ BĐĐC số 31 có hiện trạng là đường nhựa, bê tông xi
P=1241 | X=0097.970-0109.090 | Y=0138.730-0148.050 | 84
P=1241 | X=0453.050-0469.690 | Y=0138.730-0148.050 | 250
P=1241 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 230
P=1241 | X=0117.170-0145.170 | Y=0142.370-0153.610 | măng:
P=1241 | X=0117.170-0402.980 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1241 | X=0117.170-0340.810 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1241 | X=0097.970-0198.400 | Y=0194.930-0206.170 | 85 Đường Vườn Ngô
P=1241 | X=0223.030-0295.400 | Y=0194.930-0206.170 | Đường Lê Duẩn
P=1241 | X=0315.240-0385.430 | Y=0194.930-0206.170 | Đường tỉnh 777
P=1241 | X=0453.050-0469.690 | Y=0196.810-0206.130 | 700
P=1241 | X=0505.390-0522.030 | Y=0196.810-0206.130 | 630
P=1241 | X=0117.170-0394.070 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1241 | X=0117.170-0411.340 | Y=0224.230-0235.470 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1241 | X=0117.170-0252.940 | Y=0235.750-0246.990 | đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0109.090 | Y=0243.630-0252.950 | 86
P=1241 | X=0453.050-0469.690 | Y=0243.630-0252.950 | 480
P=1241 | X=0505.390-0522.030 | Y=0243.630-0252.950 | 430
P=1241 | X=0117.170-0348.250 | Y=0253.270-0264.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1241 | X=0117.170-0382.080 | Y=0270.790-0282.030 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1241 | X=0117.170-0394.070 | Y=0288.580-0299.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1241 | X=0117.170-0411.340 | Y=0300.100-0311.340 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1241 | X=0117.170-0252.940 | Y=0311.620-0322.860 | đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0348.720 | Y=0329.140-0343.220 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1241 | X=0453.050-0469.690 | Y=0333.900-0343.220 | 370
P=1241 | X=0505.390-0522.030 | Y=0333.900-0343.220 | 330
P=1241 | X=0117.170-0404.060 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1241 | X=0117.170-0178.290 | Y=0357.940-0369.180 | đến ≤1.000m.
P=1241 | X=0117.170-0340.340 | Y=0375.480-0386.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1241 | X=0117.170-0394.070 | Y=0393.240-0404.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1241 | X=0117.170-0411.340 | Y=0404.760-0416.000 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1241 | X=0117.170-0252.940 | Y=0416.280-0427.520 | đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0109.090 | Y=0424.160-0433.480 | 88
P=1241 | X=0453.050-0469.690 | Y=0424.160-0433.480 | 250
P=1241 | X=0505.390-0522.030 | Y=0424.160-0433.480 | 230
P=1241 | X=0117.170-0402.980 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1241 | X=0117.170-0340.810 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1241 | X=0117.170-0402.430 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0117.170-0402.710 | Y=0480.620-0491.860 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1241 | X=0117.170-0324.020 | Y=0492.140-0503.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0109.090 | Y=0500.020-0509.340 | 89
P=1241 | X=0453.050-0469.690 | Y=0500.020-0509.340 | 480
P=1241 | X=0505.390-0522.030 | Y=0500.020-0509.340 | 430
P=1241 | X=0117.170-0348.250 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1241 | X=0117.170-0394.360 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1241 | X=0117.170-0402.430 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0117.170-0402.710 | Y=0556.250-0567.490 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1241 | X=0117.170-0324.020 | Y=0567.770-0579.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0348.720 | Y=0585.290-0599.610 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1241 | X=0453.050-0469.690 | Y=0590.290-0599.610 | 370
P=1241 | X=0505.390-0522.030 | Y=0590.290-0599.610 | 330
P=1241 | X=0117.170-0404.060 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1241 | X=0117.170-0178.290 | Y=0614.330-0625.570 | đến ≤1.000m.
P=1241 | X=0117.170-0340.340 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1241 | X=0117.170-0402.430 | Y=0649.630-0660.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0117.170-0402.710 | Y=0661.150-0672.390 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1241 | X=0117.170-0324.020 | Y=0672.670-0683.910 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0097.970-0109.090 | Y=0680.550-0689.870 | 91
P=1241 | X=0453.050-0469.690 | Y=0680.550-0689.870 | 250
P=1241 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 230
P=1241 | X=0117.170-0402.980 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1241 | X=0117.170-0340.810 | Y=0707.730-0718.970 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1242 | X=0223.030-0293.230 | Y=0078.500-0089.740 | Đường bao khu
P=1242 | X=0315.240-0401.510 | Y=0086.140-0095.460 | Giáp ranh xã Trảng
P=1242 | X=0097.970-0160.210 | Y=0091.900-0101.220 | 92 Quốc lộ 1
P=1242 | X=0223.030-0298.260 | Y=0091.900-0101.220 | công nghiệp Bàu
P=1242 | X=0453.050-0469.690 | Y=0091.900-0101.220 | 730
P=1242 | X=0505.390-0522.030 | Y=0091.900-0101.220 | 670
P=1242 | X=0315.240-0335.870 | Y=0097.660-0106.980 | Bom
P=1242 | X=0223.030-0240.640 | Y=0103.420-0112.740 | Xéo
P=1242 | X=0117.170-0414.170 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1242 | X=0117.170-0394.060 | Y=0130.850-0142.090 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1242 | X=0117.170-0347.520 | Y=0142.370-0153.610 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0109.090 | Y=0150.250-0159.570 | 93
P=1242 | X=0453.050-0469.690 | Y=0150.250-0159.570 | 500
P=1242 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 450
P=1242 | X=0117.170-0348.250 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1242 | X=0117.170-0382.080 | Y=0177.170-0188.410 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1242 | X=0117.170-0414.170 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1242 | X=0117.170-0394.060 | Y=0206.470-0217.710 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1242 | X=0117.170-0347.520 | Y=0217.990-0229.230 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0348.720 | Y=0235.510-0249.830 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1242 | X=0453.050-0469.690 | Y=0240.510-0249.830 | 400
P=1242 | X=0505.390-0522.030 | Y=0240.510-0249.830 | 350
P=1242 | X=0117.170-0404.060 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1242 | X=0117.170-0178.290 | Y=0264.550-0275.790 | đến ≤1.000m.
P=1242 | X=0117.170-0340.340 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1242 | X=0117.170-0414.170 | Y=0299.860-0311.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1242 | X=0117.170-0394.060 | Y=0311.380-0322.620 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1242 | X=0117.170-0347.520 | Y=0322.900-0334.140 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0109.090 | Y=0330.780-0340.100 | 95
P=1242 | X=0453.050-0469.690 | Y=0330.780-0340.100 | 290
P=1242 | X=0505.390-0522.030 | Y=0330.780-0340.100 | 250
P=1242 | X=0117.170-0402.980 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1242 | X=0117.170-0340.810 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1242 | X=0117.170-0402.430 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0117.170-0411.820 | Y=0387.000-0398.240 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1242 | X=0117.170-0412.380 | Y=0398.520-0409.760 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0109.090 | Y=0406.400-0415.720 | 96
P=1242 | X=0453.050-0469.690 | Y=0406.400-0415.720 | 500
P=1242 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 450
P=1242 | X=0117.170-0348.250 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1242 | X=0117.170-0394.360 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1242 | X=0117.170-0402.430 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0117.170-0411.820 | Y=0462.860-0474.100 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1242 | X=0117.170-0412.350 | Y=0474.380-0485.620 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0348.720 | Y=0491.900-0505.980 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1242 | X=0453.050-0469.690 | Y=0496.660-0505.980 | 400
P=1242 | X=0505.390-0522.030 | Y=0496.660-0505.980 | 350
P=1242 | X=0117.170-0404.060 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1242 | X=0117.170-0178.290 | Y=0520.940-0532.180 | đến ≤1.000m.
P=1242 | X=0117.170-0340.340 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1242 | X=0117.170-0402.430 | Y=0556.010-0567.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0117.170-0411.820 | Y=0567.530-0578.770 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1242 | X=0117.170-0412.350 | Y=0579.050-0590.290 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0097.970-0109.090 | Y=0586.930-0596.250 | 98
P=1242 | X=0453.050-0469.690 | Y=0586.930-0596.250 | 290
P=1242 | X=0505.390-0522.030 | Y=0586.930-0596.250 | 250
P=1242 | X=0117.170-0402.980 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1242 | X=0117.170-0340.810 | Y=0614.090-0625.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1242 | X=0315.240-0404.380 | Y=0631.870-0643.110 | Ngã ba (thửa đất số
P=1242 | X=0117.170-0211.830 | Y=0637.630-0648.870 | Đường bao khu công
P=1242 | X=0315.240-0408.070 | Y=0643.390-0654.630 | 716, tờ BĐĐC số 11,
P=1242 | X=0097.970-0109.090 | Y=0645.270-0654.590 | 99
P=1242 | X=0223.030-0266.100 | Y=0645.270-0654.590 | Quốc lộ 1
P=1242 | X=0453.050-0469.690 | Y=0645.270-0654.590 | 700
P=1242 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 630
P=1242 | X=0117.170-0188.290 | Y=0651.030-0660.350 | nghiệp Bàu Xéo
P=1242 | X=0315.240-0367.100 | Y=0656.790-0666.110 | xã An Viễn)
P=1242 | X=0117.170-0403.910 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1242 | X=0117.170-0407.020 | Y=0684.190-0695.430 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1242 | X=0095.060-0111.700 | Y=0691.830-0701.150 | 100
P=1242 | X=0453.050-0469.690 | Y=0691.830-0701.150 | 480
P=1242 | X=0505.390-0522.030 | Y=0691.830-0701.150 | 430
P=1242 | X=0117.170-0411.340 | Y=0695.710-0706.950 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1242 | X=0117.170-0177.330 | Y=0707.250-0718.490 | tông xi măng:
P=1243 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1243 | X=0117.170-0382.080 | Y=0096.020-0107.260 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1243 | X=0117.170-0403.910 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1243 | X=0117.170-0407.020 | Y=0125.330-0136.570 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1243 | X=0117.170-0411.340 | Y=0136.850-0148.090 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1243 | X=0117.170-0177.330 | Y=0148.370-0159.610 | tông xi măng:
P=1243 | X=0095.060-0348.720 | Y=0164.890-0176.890 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1243 | X=0453.050-0469.690 | Y=0164.890-0174.210 | 370
P=1243 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 330
P=1243 | X=0117.170-0404.060 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1243 | X=0117.170-0178.290 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1243 | X=0117.170-0340.340 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1243 | X=0117.170-0403.910 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1243 | X=0117.170-0407.020 | Y=0241.510-0252.750 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1243 | X=0117.170-0411.340 | Y=0253.030-0264.270 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1243 | X=0095.060-0177.330 | Y=0264.550-0275.990 | 102 tông xi măng:
P=1243 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 250
P=1243 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 230
P=1243 | X=0117.170-0402.980 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1243 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1243 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0117.170-0408.950 | Y=0328.900-0340.140 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1243 | X=0117.170-0406.530 | Y=0340.420-0351.660 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1243 | X=0095.060-0252.940 | Y=0351.700-0363.140 | 103 đường nhựa, bê tông xi măng:
P=1243 | X=0453.050-0469.690 | Y=0353.820-0363.140 | 480
P=1243 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 430
P=1243 | X=0117.170-0348.250 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1243 | X=0117.170-0394.360 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1243 | X=0117.170-0402.430 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0117.170-0408.950 | Y=0416.040-0427.280 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1243 | X=0117.170-0406.530 | Y=0427.560-0438.800 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1243 | X=0117.170-0252.940 | Y=0439.080-0450.320 | đường nhựa, bê tông xi măng:
P=1243 | X=0095.060-0348.720 | Y=0455.620-0467.860 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1243 | X=0453.050-0469.690 | Y=0455.620-0464.940 | 370
P=1243 | X=0505.390-0522.030 | Y=0455.620-0464.940 | 330
P=1243 | X=0117.170-0404.060 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1243 | X=0117.170-0178.290 | Y=0485.660-0496.900 | đến ≤1.000m.
P=1243 | X=0117.170-0340.340 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1243 | X=0117.170-0402.430 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0117.170-0408.950 | Y=0532.220-0543.460 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1243 | X=0117.170-0406.530 | Y=0543.770-0555.010 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1243 | X=0095.060-0252.940 | Y=0555.290-0566.730 | 105 đường nhựa, bê tông xi măng:
P=1243 | X=0453.050-0469.690 | Y=0557.410-0566.730 | 250
P=1243 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 230
P=1243 | X=0117.170-0402.980 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1243 | X=0117.170-0340.810 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1243 | X=0223.030-0293.230 | Y=0608.090-0619.330 | Đường tỉnh 777
P=1243 | X=0223.030-0397.660 | Y=0619.630-0630.870 | (đường Trảng Bom - Đường ấp 5 - ấp 6
P=1243 | X=0095.060-0176.070 | Y=0631.150-0642.390 | 106 Đường số 10
P=1243 | X=0223.030-0408.700 | Y=0631.150-0642.390 | Long Thành), thửa (hết ranh thửa đất số
P=1243 | X=0453.050-0469.690 | Y=0633.030-0642.350 | 670
P=1243 | X=0505.390-0522.030 | Y=0633.030-0642.350 | 600
P=1243 | X=0223.030-0290.390 | Y=0642.670-0653.910 | đất số 1183, tờ
P=1243 | X=0315.240-0408.620 | Y=0642.670-0653.910 | 2327, tờ BĐĐC số 4)
P=1243 | X=0223.030-0273.060 | Y=0654.190-0665.430 | BĐĐC số 4
P=1243 | X=0223.030-0293.230 | Y=0671.950-0683.190 | Đường tỉnh 777
P=1243 | X=0315.240-0397.660 | Y=0677.710-0688.950 | Đường ấp 5 - ấp 6
P=1243 | X=0223.030-0315.000 | Y=0683.470-0694.710 | (đường Trảng Bom -
P=1243 | X=0095.060-0170.550 | Y=0689.230-0700.470 | 107 Đường số 8
P=1243 | X=0315.240-0408.700 | Y=0689.230-0700.470 | (hết ranh thửa đất số
P=1243 | X=0453.050-0469.690 | Y=0691.110-0700.430 | 670
P=1243 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 600
