TABLE=027 | AREA=Xã Xuân Bắc | SECTION=agricultural | SEGMENTS=1
P=0957 | X=0111.170-0407.970 | Y=0334.420-0345.660 | Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao - Xuân Bắc có
P=0957 | X=0111.170-0304.780 | Y=0345.700-0356.940 | hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.180-0108.820 | Y=0353.580-0362.900 | 149
P=0957 | X=0458.090-0474.730 | Y=0353.580-0362.900 | 330
P=0957 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 200
P=0957 | X=0111.170-0342.250 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0957 | X=0111.170-0388.360 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0957 | X=0111.170-0420.890 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi đoạn từ
P=0957 | X=0111.170-0407.970 | Y=0410.040-0421.280 | Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao - Xuân Bắc có
P=0957 | X=0111.170-0304.780 | Y=0421.560-0432.800 | hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.180-0342.720 | Y=0439.080-0453.160 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0957 | X=0458.090-0474.730 | Y=0443.840-0453.160 | 260
P=0957 | X=0505.390-0522.030 | Y=0443.840-0453.160 | 150
P=0957 | X=0111.170-0417.590 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0957 | X=0111.170-0152.850 | Y=0468.140-0479.380 | ≤1.000m.
P=0957 | X=0111.170-0334.340 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0957 | X=0111.170-0420.890 | Y=0503.420-0514.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi đoạn từ
P=0957 | X=0111.170-0407.970 | Y=0514.940-0526.180 | Đường tỉnh 763 đến Đường Xuân Thành - Suối Cao - Xuân Bắc có
P=0957 | X=0111.170-0304.780 | Y=0526.220-0537.460 | hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.180-0108.820 | Y=0534.100-0543.420 | 151
P=0957 | X=0458.090-0474.730 | Y=0534.100-0543.420 | 180
P=0957 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 110
P=0957 | X=0111.170-0397.020 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0957 | X=0111.170-0334.810 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0957 | X=0111.170-0396.430 | Y=0579.050-0590.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0957 | X=0111.170-0416.860 | Y=0590.570-0601.810 | Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối
P=0957 | X=0111.170-0391.470 | Y=0602.090-0613.330 | Cao - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.180-0108.820 | Y=0609.970-0619.290 | 152
P=0957 | X=0458.090-0474.730 | Y=0609.970-0619.290 | 330
P=0957 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 200
P=0957 | X=0111.170-0342.250 | Y=0619.630-0630.870 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0957 | X=0111.170-0388.360 | Y=0637.150-0648.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0957 | X=0111.170-0396.430 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0957 | X=0111.170-0416.860 | Y=0666.430-0677.670 | Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối
P=0957 | X=0092.180-0391.470 | Y=0676.950-0689.190 | 153 Cao - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0458.090-0474.730 | Y=0676.950-0686.270 | 260
P=0957 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 150
P=0957 | X=0111.170-0342.720 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0958 | X=0111.170-0417.590 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0958 | X=0111.170-0152.850 | Y=0090.020-0101.260 | ≤1.000m.
P=0958 | X=0111.170-0334.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0958 | X=0111.170-0396.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0958 | X=0111.170-0416.860 | Y=0136.850-0148.090 | Đường SaBi đoạn từ Đường tỉnh 763 đến Đường Xuân Thành - Suối
P=0958 | X=0111.170-0391.470 | Y=0148.370-0159.610 | Cao - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0958 | X=0092.180-0108.820 | Y=0156.250-0165.570 | 154
P=0958 | X=0458.090-0474.730 | Y=0156.250-0165.570 | 180
P=0958 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 110
P=0958 | X=0111.170-0396.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0958 | X=0111.170-0334.830 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0958 | X=0334.680-0413.350 | Y=0200.950-0212.190 | Hết ranh thửa đất
P=0958 | X=0334.680-0418.550 | Y=0212.470-0223.710 | số 12, tờ BĐĐC số
P=0958 | X=0245.140-0413.970 | Y=0223.990-0235.230 | Đường Xuân Thành 04 về bên phải và
P=0958 | X=0092.180-0207.750 | Y=0235.510-0246.750 | 155 Đường vào Thác Trời
P=0958 | X=0245.140-0411.670 | Y=0235.510-0246.750 | -Suối Cao - Xuân hết ranh thửa đất
P=0958 | X=0458.090-0474.730 | Y=0237.390-0246.710 | 470
P=0958 | X=0505.390-0522.030 | Y=0237.390-0246.710 | 330
P=0958 | X=0334.680-0418.550 | Y=0247.030-0258.270 | số 18, tờ BĐĐC số
P=0958 | X=0245.140-0262.420 | Y=0248.910-0258.230 | Bắc
P=0958 | X=0334.680-0411.800 | Y=0260.430-0269.750 | 04 về bên trái, xã
P=0958 | X=0334.680-0377.900 | Y=0271.950-0281.270 | Xuân Bắc
P=0958 | X=0111.170-0424.570 | Y=0287.860-0299.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Thác Trời
P=0958 | X=0111.170-0423.830 | Y=0299.380-0310.620 | đoạn từ Đường Xuân Thành - Suối Cao - Xuân Bắc đến Hết ranh thửa
P=0958 | X=0111.170-0415.230 | Y=0310.900-0322.140 | đất số 12, tờ BĐĐC số 04 về bên phải và hết ranh thửa đất số 18, tờ
P=0958 | X=0111.170-0411.430 | Y=0322.420-0333.660 | BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện trạng là đường nhựa,
P=0958 | X=0092.180-0108.820 | Y=0330.300-0339.620 | 156
P=0958 | X=0458.090-0474.730 | Y=0330.300-0339.620 | 330
P=0958 | X=0505.390-0522.030 | Y=0330.300-0339.620 | 200
P=0958 | X=0111.170-0185.250 | Y=0333.700-0344.940 | bê tông xi măng:
P=0958 | X=0111.170-0342.250 | Y=0351.220-0362.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0958 | X=0111.170-0388.360 | Y=0368.760-0380.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0958 | X=0111.170-0424.570 | Y=0386.520-0397.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Thác Trời
P=0958 | X=0111.170-0423.830 | Y=0398.040-0409.280 | đoạn từ Đường Xuân Thành - Suối Cao - Xuân Bắc đến Hết ranh thửa
P=0958 | X=0111.170-0415.230 | Y=0409.560-0420.800 | đất số 12, tờ BĐĐC số 04 về bên phải và hết ranh thửa đất số 18, tờ
P=0958 | X=0111.170-0411.430 | Y=0421.080-0432.320 | BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện trạng là đường nhựa,
P=0958 | X=0111.170-0185.250 | Y=0432.600-0443.840 | bê tông xi măng:
P=0958 | X=0092.180-0108.820 | Y=0443.360-0452.680 | 157
P=0958 | X=0458.090-0474.730 | Y=0443.360-0452.680 | 260
P=0958 | X=0505.390-0522.030 | Y=0443.360-0452.680 | 150
P=0958 | X=0111.170-0342.720 | Y=0450.140-0461.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0958 | X=0111.170-0417.590 | Y=0467.660-0478.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0958 | X=0111.170-0152.850 | Y=0479.180-0490.420 | ≤1.000m.
P=0958 | X=0111.170-0334.340 | Y=0496.460-0507.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0958 | X=0111.170-0424.570 | Y=0514.220-0525.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Thác Trời
P=0958 | X=0111.170-0423.830 | Y=0525.740-0536.980 | đoạn từ Đường Xuân Thành - Suối Cao - Xuân Bắc đến Hết ranh thửa
P=0958 | X=0111.170-0415.230 | Y=0537.290-0548.530 | đất số 12, tờ BĐĐC số 04 về bên phải và hết ranh thửa đất số 18, tờ
P=0958 | X=0111.170-0411.430 | Y=0548.810-0560.050 | BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện trạng là đường nhựa,
P=0958 | X=0092.180-0108.820 | Y=0556.690-0566.010 | 158
P=0958 | X=0458.090-0474.730 | Y=0556.690-0566.010 | 180
P=0958 | X=0505.390-0522.030 | Y=0556.690-0566.010 | 110
P=0958 | X=0111.170-0185.250 | Y=0560.330-0571.570 | bê tông xi măng:
P=0958 | X=0111.170-0396.980 | Y=0577.850-0589.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0958 | X=0111.170-0334.810 | Y=0595.370-0606.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0958 | X=0111.170-0396.460 | Y=0613.130-0624.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0958 | X=0111.170-0419.030 | Y=0624.670-0635.910 | Đường vào Thác Trời đoạn từ Đường Xuân Thành - Suối Cao - Xuân
P=0958 | X=0111.170-0414.300 | Y=0636.190-0647.430 | Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và hết
P=0958 | X=0111.170-0418.790 | Y=0647.710-0658.950 | ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện
P=0958 | X=0092.180-0108.820 | Y=0655.590-0664.910 | 159
P=0958 | X=0458.090-0474.730 | Y=0655.590-0664.910 | 330
P=0958 | X=0505.390-0522.030 | Y=0655.590-0664.910 | 200
P=0958 | X=0111.170-0282.950 | Y=0659.230-0670.470 | trạng là đường nhựa, bê tông xi măng:
P=0958 | X=0111.170-0342.250 | Y=0676.510-0687.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0958 | X=0111.170-0388.360 | Y=0694.030-0705.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0959 | X=0111.170-0396.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0959 | X=0111.170-0419.030 | Y=0090.020-0101.260 | Đường vào Thác Trời đoạn từ Đường Xuân Thành - Suối Cao - Xuân
P=0959 | X=0111.170-0414.300 | Y=0101.540-0112.780 | Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và hết
P=0959 | X=0111.170-0418.790 | Y=0113.060-0124.300 | ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện
P=0959 | X=0111.170-0282.950 | Y=0124.610-0135.850 | trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.180-0108.820 | Y=0135.370-0144.690 | 160
P=0959 | X=0458.090-0474.730 | Y=0135.370-0144.690 | 260
P=0959 | X=0505.390-0522.030 | Y=0135.370-0144.690 | 150
P=0959 | X=0111.170-0342.720 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0959 | X=0111.170-0417.580 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0959 | X=0111.170-0152.850 | Y=0170.930-0182.170 | ≤1.000m.
P=0959 | X=0111.170-0334.340 | Y=0188.450-0199.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0959 | X=0111.170-0396.430 | Y=0206.230-0217.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0959 | X=0111.170-0419.030 | Y=0217.750-0228.990 | Đường vào Thác Trời đoạn từ Đường Xuân Thành - Suối Cao - Xuân
P=0959 | X=0111.170-0414.300 | Y=0229.270-0240.510 | Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04 về bên phải và hết
P=0959 | X=0111.170-0418.790 | Y=0240.790-0252.030 | ranh thửa đất số 18, tờ BĐĐC số 04 về bên trái, xã Xuân Bắc có hiện
P=0959 | X=0092.180-0108.820 | Y=0248.670-0257.990 | 161
P=0959 | X=0458.090-0474.730 | Y=0248.670-0257.990 | 180
P=0959 | X=0505.390-0522.030 | Y=0248.670-0257.990 | 110
P=0959 | X=0111.170-0282.950 | Y=0252.310-0263.550 | trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0111.170-0396.980 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0959 | X=0111.170-0334.810 | Y=0287.380-0298.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0959 | X=0245.140-0316.500 | Y=0307.020-0316.340 | Giáp ranh xã La
P=0959 | X=0334.680-0398.870 | Y=0307.020-0316.340 | Tu viện Thánh
P=0959 | X=0092.180-0162.380 | Y=0310.900-0322.140 | 162 Đường 101
P=0959 | X=0458.090-0474.730 | Y=0312.780-0322.100 | 250
P=0959 | X=0505.390-0522.030 | Y=0312.780-0322.100 | 220
P=0959 | X=0245.140-0263.470 | Y=0318.540-0327.860 | Ngà
P=0959 | X=0334.680-0397.640 | Y=0318.540-0327.860 | Gioan Granda
P=0959 | X=0111.170-0416.330 | Y=0334.420-0345.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0959 | X=0111.170-0416.140 | Y=0345.700-0356.940 | Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda có hiện trạng
P=0959 | X=0111.170-0257.500 | Y=0357.220-0368.460 | là đường nhựa, bê tông xi măng:
P=0959 | X=0092.180-0108.820 | Y=0365.100-0374.420 | 163
P=0959 | X=0458.090-0474.730 | Y=0365.100-0374.420 | 150
P=0959 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 130
P=0959 | X=0111.170-0342.280 | Y=0374.760-0386.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0959 | X=0111.170-0388.360 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0959 | X=0111.170-0416.330 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0959 | X=0111.170-0416.140 | Y=0421.560-0432.800 | Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda có hiện trạng
P=0959 | X=0111.170-0257.500 | Y=0433.080-0444.320 | là đường nhựa, bê tông xi măng:
P=0959 | X=0092.180-0342.720 | Y=0450.620-0464.700 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0959 | X=0458.090-0474.730 | Y=0455.380-0464.700 | 120
P=0959 | X=0511.150-0522.270 | Y=0455.380-0464.700 | 90
P=0959 | X=0111.170-0417.590 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0959 | X=0111.170-0152.850 | Y=0479.660-0490.900 | ≤1.000m.
P=0959 | X=0111.170-0334.340 | Y=0497.180-0508.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0959 | X=0111.170-0416.330 | Y=0514.940-0526.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0959 | X=0111.170-0416.140 | Y=0526.220-0537.460 | Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda có hiện trạng
P=0959 | X=0111.170-0257.500 | Y=0537.770-0549.010 | là đường nhựa, bê tông xi măng:
P=0959 | X=0092.180-0108.820 | Y=0545.650-0554.970 | 165
P=0959 | X=0463.850-0474.970 | Y=0545.650-0554.970 | 80
P=0959 | X=0511.150-0522.270 | Y=0545.650-0554.970 | 50
P=0959 | X=0111.170-0396.980 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0959 | X=0111.170-0334.810 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0959 | X=0111.170-0396.430 | Y=0590.570-0601.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0959 | X=0111.170-0410.360 | Y=0602.090-0613.330 | Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan
P=0959 | X=0111.170-0354.250 | Y=0613.610-0624.850 | Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.180-0108.820 | Y=0621.510-0630.830 | 166
P=0959 | X=0458.090-0474.730 | Y=0621.510-0630.830 | 150
P=0959 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 130
P=0959 | X=0111.170-0342.250 | Y=0631.150-0642.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0959 | X=0111.170-0388.360 | Y=0648.670-0659.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0959 | X=0111.170-0396.430 | Y=0666.430-0677.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0959 | X=0111.170-0410.360 | Y=0677.950-0689.190 | Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan
P=0959 | X=0092.180-0354.250 | Y=0688.470-0700.710 | 167 Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0458.090-0474.730 | Y=0688.470-0697.790 | 120
P=0959 | X=0511.150-0522.270 | Y=0688.470-0697.790 | 90
P=0959 | X=0111.170-0342.720 | Y=0706.770-0718.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0960 | X=0111.170-0417.590 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0960 | X=0111.170-0152.850 | Y=0090.020-0101.260 | ≤1.000m.
P=0960 | X=0111.170-0334.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0960 | X=0111.170-0396.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0960 | X=0111.170-0410.360 | Y=0136.850-0148.090 | Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan
P=0960 | X=0111.170-0354.280 | Y=0148.370-0159.610 | Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0108.820 | Y=0156.250-0165.570 | 168
P=0960 | X=0463.850-0474.970 | Y=0156.250-0165.570 | 80
P=0960 | X=0511.150-0522.270 | Y=0156.250-0165.570 | 50
P=0960 | X=0111.170-0396.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0960 | X=0111.170-0334.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0960 | X=0245.140-0309.310 | Y=0202.830-0212.150 | Tu viện Thánh
P=0960 | X=0092.180-0162.380 | Y=0206.710-0217.950 | 169 Đường 101
P=0960 | X=0334.680-0404.870 | Y=0206.710-0217.950 | Đường tỉnh 763
P=0960 | X=0458.090-0474.730 | Y=0208.590-0217.910 | 250
P=0960 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 200
P=0960 | X=0245.140-0308.100 | Y=0214.350-0223.670 | Gioan Granda
P=0960 | X=0111.170-0416.330 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0960 | X=0111.170-0404.370 | Y=0241.750-0252.990 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0960 | X=0111.170-0246.940 | Y=0253.270-0264.510 | đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0108.820 | Y=0261.150-0270.470 | 170
P=0960 | X=0458.090-0474.730 | Y=0261.150-0270.470 | 150
P=0960 | X=0505.390-0522.030 | Y=0261.150-0270.470 | 110
P=0960 | X=0111.170-0342.250 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0960 | X=0111.170-0388.360 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0960 | X=0111.170-0416.330 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0960 | X=0111.170-0404.370 | Y=0317.620-0328.860 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0960 | X=0111.170-0246.940 | Y=0329.140-0340.380 | đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0342.720 | Y=0346.660-0360.740 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0960 | X=0458.090-0474.730 | Y=0351.420-0360.740 | 120
P=0960 | X=0511.150-0522.270 | Y=0351.420-0360.740 | 70
P=0960 | X=0111.170-0417.590 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0960 | X=0111.170-0152.850 | Y=0375.480-0386.720 | ≤1.000m.
P=0960 | X=0111.170-0334.340 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0960 | X=0111.170-0416.330 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0960 | X=0111.170-0404.370 | Y=0422.280-0433.520 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0960 | X=0111.170-0246.940 | Y=0433.800-0445.040 | đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0108.820 | Y=0441.680-0451.000 | 172
P=0960 | X=0463.850-0474.970 | Y=0441.680-0451.000 | 80
P=0960 | X=0511.150-0522.270 | Y=0441.680-0451.000 | 40
P=0960 | X=0111.170-0396.980 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0960 | X=0111.170-0334.810 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0960 | X=0111.170-0396.430 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0960 | X=0111.170-0424.310 | Y=0498.140-0509.380 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0960 | X=0111.170-0318.020 | Y=0509.660-0520.900 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0108.820 | Y=0517.540-0526.860 | 173
P=0960 | X=0458.090-0474.730 | Y=0517.540-0526.860 | 150
P=0960 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 110
P=0960 | X=0111.170-0342.250 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0960 | X=0111.170-0388.360 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0960 | X=0111.170-0396.430 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0960 | X=0111.170-0424.310 | Y=0573.770-0585.010 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0960 | X=0111.170-0318.020 | Y=0585.290-0596.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.180-0342.720 | Y=0602.810-0617.130 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0960 | X=0458.090-0474.730 | Y=0607.810-0617.130 | 120
P=0960 | X=0511.150-0522.270 | Y=0607.810-0617.130 | 70
P=0960 | X=0111.170-0417.590 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0960 | X=0111.170-0152.850 | Y=0631.870-0643.110 | ≤1.000m.
P=0960 | X=0111.170-0334.340 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0960 | X=0111.170-0396.430 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0960 | X=0111.170-0424.310 | Y=0678.670-0689.910 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0960 | X=0092.180-0318.020 | Y=0689.190-0701.430 | 175 có hiện trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0463.850-0474.970 | Y=0689.190-0698.510 | 80
P=0960 | X=0511.150-0522.270 | Y=0689.190-0698.510 | 40
P=0960 | X=0111.170-0396.980 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0961 | X=0111.170-0334.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0961 | X=0334.680-0410.310 | Y=0096.260-0107.500 | Đường vào Thác
P=0961 | X=0092.180-0177.490 | Y=0102.020-0113.260 | 176 Đường NaGoa
P=0961 | X=0245.140-0329.730 | Y=0102.020-0113.260 | Ngã ba đường 101
P=0961 | X=0458.090-0474.730 | Y=0103.900-0113.220 | 230
P=0961 | X=0505.390-0522.030 | Y=0103.900-0113.220 | 200
P=0961 | X=0334.680-0353.000 | Y=0109.660-0118.980 | Trời
P=0961 | X=0111.170-0419.020 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0961 | X=0111.170-0398.130 | Y=0137.090-0148.330 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0961 | X=0111.170-0246.940 | Y=0148.610-0159.850 | đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0108.820 | Y=0156.490-0165.810 | 177
P=0961 | X=0458.090-0474.730 | Y=0156.490-0165.810 | 140
P=0961 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 110
P=0961 | X=0111.170-0342.250 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0961 | X=0111.170-0388.360 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0961 | X=0111.170-0419.020 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0961 | X=0111.170-0398.130 | Y=0212.710-0223.950 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0961 | X=0111.170-0246.940 | Y=0224.230-0235.470 | đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0342.720 | Y=0241.750-0256.070 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0961 | X=0458.090-0474.730 | Y=0246.750-0256.070 | 110
P=0961 | X=0511.150-0522.270 | Y=0246.750-0256.070 | 70
P=0961 | X=0111.170-0417.590 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
