TABLE=063 | AREA=Phường Phước Bình | SECTION=agricultural | SEGMENTS=1
P=2014 | X=0437.690-0454.330 | Y=0619.590-0628.910 | 224
P=2014 | X=0471.530-0488.170 | Y=0619.590-0628.910 | 179
P=2014 | X=0505.390-0522.030 | Y=0619.590-0628.910 | 143
P=2014 | X=0108.290-0140.040 | Y=0623.470-0634.710 | Dương
P=2014 | X=0108.290-0186.850 | Y=0641.470-0652.710 | Đường Phan Văn
P=2014 | X=0197.830-0296.260 | Y=0647.230-0658.470 | Đường Tôn Thất Đạm
P=2014 | X=0309.240-0400.060 | Y=0647.230-0658.470 | Đường Tăng Bạt Hổ
P=2014 | X=0090.500-0107.140 | Y=0649.110-0658.430 | 169
P=2014 | X=0437.690-0454.330 | Y=0649.110-0658.430 | 224
P=2014 | X=0471.530-0488.170 | Y=0649.110-0658.430 | 179
P=2014 | X=0505.390-0522.030 | Y=0649.110-0658.430 | 143
P=2014 | X=0108.290-0123.810 | Y=0652.750-0663.990 | Đạt
P=2014 | X=0108.290-0195.040 | Y=0670.750-0681.990 | Đường Trần Khánh
P=2014 | X=0197.830-0352.290 | Y=0676.510-0687.750 | Đường Tôn Đức Thắng Hết tuyến
P=2014 | X=0090.500-0107.140 | Y=0678.390-0687.710 | 170
P=2014 | X=0437.690-0454.330 | Y=0678.390-0687.710 | 224
P=2014 | X=0471.530-0488.170 | Y=0678.390-0687.710 | 179
P=2014 | X=0505.390-0522.030 | Y=0678.390-0687.710 | 143
P=2014 | X=0108.290-0122.230 | Y=0682.270-0693.510 | Dư
P=2014 | X=0090.500-0182.870 | Y=0700.290-0711.530 | 171 Đường Tôn Thất
P=2014 | X=0197.830-0271.830 | Y=0700.290-0711.530 | Đường QHLKV4
P=2014 | X=0309.240-0412.720 | Y=0700.290-0711.530 | Đường Trần Khánh Dư
P=2014 | X=0437.690-0454.330 | Y=0702.180-0711.500 | 224
P=2014 | X=0471.530-0488.170 | Y=0702.180-0711.500 | 179
P=2014 | X=0505.390-0522.030 | Y=0702.180-0711.500 | 143
P=2015 | X=0108.290-0129.410 | Y=0072.740-0083.980 | Đạm
P=2015 | X=0108.290-0195.260 | Y=0090.740-0101.980 | Đường Huyền Trân
P=2015 | X=0197.830-0352.290 | Y=0096.500-0107.740 | Đường Tôn Đức Thắng Hết tuyến
P=2015 | X=0090.500-0107.140 | Y=0098.380-0107.700 | 172
P=2015 | X=0437.690-0454.330 | Y=0098.380-0107.700 | 224
P=2015 | X=0471.530-0488.170 | Y=0098.380-0107.700 | 179
P=2015 | X=0505.390-0522.030 | Y=0098.380-0107.700 | 143
P=2015 | X=0108.290-0158.780 | Y=0104.140-0113.460 | Công Chúa
P=2015 | X=0108.290-0183.350 | Y=0120.290-0131.530 | Đường Tăng Bạt
P=2015 | X=0197.830-0271.830 | Y=0126.050-0137.290 | Đường QHLKV4
P=2015 | X=0309.240-0413.740 | Y=0126.050-0137.290 | Đường Tôn Đức Thắng
P=2015 | X=0090.500-0107.140 | Y=0127.930-0137.250 | 173
P=2015 | X=0437.690-0454.330 | Y=0127.930-0137.250 | 224
P=2015 | X=0471.530-0488.170 | Y=0127.930-0137.250 | 179
P=2015 | X=0505.390-0522.030 | Y=0127.930-0137.250 | 143
P=2015 | X=0108.290-0121.090 | Y=0133.690-0143.010 | Hổ
P=2015 | X=0090.500-0180.620 | Y=0149.810-0161.050 | 174 Đường Lê Chân
P=2015 | X=0197.830-0298.020 | Y=0149.810-0161.050 | Đường Bùi Đắc Tuyên
P=2015 | X=0309.240-0352.290 | Y=0151.690-0161.010 | Hết tuyến
P=2015 | X=0437.690-0454.330 | Y=0151.690-0161.010 | 224
P=2015 | X=0471.530-0488.170 | Y=0151.690-0161.010 | 179
P=2015 | X=0505.390-0522.030 | Y=0151.690-0161.010 | 143
P=2015 | X=0108.290-0189.040 | Y=0167.810-0179.050 | Đường Chu Mạnh
P=2015 | X=0197.830-0286.920 | Y=0173.570-0184.810 | Đường Đào Duy Từ
P=2015 | X=0090.500-0107.140 | Y=0175.450-0184.770 | 175
P=2015 | X=0309.240-0352.290 | Y=0175.450-0184.770 | Hết tuyến
P=2015 | X=0437.690-0454.330 | Y=0175.450-0184.770 | 224
P=2015 | X=0471.530-0488.170 | Y=0175.450-0184.770 | 179
P=2015 | X=0505.390-0522.030 | Y=0175.450-0184.770 | 143
P=2015 | X=0108.290-0131.390 | Y=0181.210-0190.530 | Trinh
P=2015 | X=0108.290-0178.470 | Y=0197.330-0208.570 | Đường Hồ Biểu
P=2015 | X=0197.830-0286.920 | Y=0203.110-0214.350 | Đường Đào Duy Từ
P=2015 | X=0090.500-0107.140 | Y=0204.990-0214.310 | 176
P=2015 | X=0309.240-0352.290 | Y=0204.990-0214.310 | Hết tuyến
P=2015 | X=0437.690-0454.330 | Y=0204.990-0214.310 | 224
P=2015 | X=0471.530-0488.170 | Y=0204.990-0214.310 | 179
P=2015 | X=0505.390-0522.030 | Y=0204.990-0214.310 | 143
P=2015 | X=0108.290-0137.670 | Y=0210.750-0220.070 | Chánh
P=2015 | X=0108.290-0186.290 | Y=0226.870-0238.110 | Đường Tống Duy
P=2015 | X=0197.830-0271.830 | Y=0232.630-0243.870 | Đường QHLKV4
P=2015 | X=0090.500-0107.140 | Y=0234.510-0243.830 | 177
P=2015 | X=0309.240-0352.290 | Y=0234.510-0243.830 | Hết tuyến
P=2015 | X=0437.690-0454.330 | Y=0234.510-0243.830 | 224
P=2015 | X=0471.530-0488.170 | Y=0234.510-0243.830 | 179
P=2015 | X=0505.390-0522.030 | Y=0234.510-0243.830 | 143
P=2015 | X=0108.290-0125.650 | Y=0240.270-0249.590 | Tân
P=2015 | X=0108.290-0177.910 | Y=0256.390-0267.630 | Đường Bùi Đắc
P=2015 | X=0197.830-0286.730 | Y=0261.910-0273.150 | Đường Nguyễn Trãi
P=2015 | X=0090.500-0107.140 | Y=0263.790-0273.110 | 178
P=2015 | X=0309.240-0352.290 | Y=0263.790-0273.110 | Hết tuyến
P=2015 | X=0437.690-0454.330 | Y=0263.790-0273.110 | 224
P=2015 | X=0471.530-0488.170 | Y=0263.790-0273.110 | 179
P=2015 | X=0505.390-0522.030 | Y=0263.790-0273.110 | 143
P=2015 | X=0108.290-0136.210 | Y=0269.550-0278.870 | Tuyên
P=2015 | X=0108.290-0172.930 | Y=0285.700-0296.940 | Đường Lương
P=2015 | X=0197.830-0352.290 | Y=0291.460-0302.700 | Đường Tôn Đức Thắng Hết tuyến
P=2015 | X=0090.500-0107.140 | Y=0293.340-0302.660 | 179
P=2015 | X=0437.690-0454.330 | Y=0293.340-0302.660 | 224
P=2015 | X=0471.530-0488.170 | Y=0293.340-0302.660 | 179
P=2015 | X=0505.390-0522.030 | Y=0293.340-0302.660 | 143
P=2015 | X=0108.290-0164.050 | Y=0299.100-0308.420 | Ngọc Quyến
P=2015 | X=0108.290-0184.170 | Y=0315.220-0326.460 | Đường thuộc Dự
P=2015 | X=0108.290-0190.210 | Y=0328.620-0337.940 | án: Xây dựng láng
P=2015 | X=0108.290-0192.950 | Y=0338.260-0349.500 | nhựa đường từ ĐT
P=2015 | X=0090.500-0177.280 | Y=0349.780-0361.020 | 180 741 đến đường
P=2015 | X=0197.830-0248.100 | Y=0351.660-0360.980 | Toàn tuyến
P=2015 | X=0437.690-0454.330 | Y=0351.660-0360.980 | 224
P=2015 | X=0471.530-0488.170 | Y=0351.660-0360.980 | 179
P=2015 | X=0505.390-0522.030 | Y=0351.660-0360.980 | 143
P=2015 | X=0108.290-0191.910 | Y=0363.180-0372.500 | vùng quanh núi Bà
P=2015 | X=0108.290-0184.150 | Y=0372.840-0384.080 | Rá, thị xã Phước
P=2015 | X=0108.290-0150.540 | Y=0384.360-0395.600 | Long (cũ)
P=2015 | X=0108.290-0196.230 | Y=0402.360-0413.600 | Đường thuộc dự án
P=2015 | X=0108.290-0196.890 | Y=0413.880-0425.120 | Xây dựng đường từ
P=2015 | X=0108.290-0190.200 | Y=0425.400-0436.640 | ĐT 759 đi qua khu
P=2015 | X=0090.500-0107.140 | Y=0433.040-0442.360 | 181
P=2015 | X=0197.830-0248.100 | Y=0433.040-0442.360 | Toàn tuyến
P=2015 | X=0437.690-0454.330 | Y=0433.040-0442.360 | 224
P=2015 | X=0471.530-0488.170 | Y=0433.040-0442.360 | 179
P=2015 | X=0505.390-0522.030 | Y=0433.040-0442.360 | 143
P=2015 | X=0108.290-0187.990 | Y=0438.800-0448.120 | di tích lịch sử Cây
P=2015 | X=0108.290-0197.420 | Y=0448.200-0459.440 | Khế Bà Định và nhà
P=2015 | X=0108.290-0147.470 | Y=0461.620-0470.940 | tù Bà Rá
P=2015 | X=0108.290-0196.230 | Y=0477.740-0488.980 | Đường thuộc dự án
P=2015 | X=0108.290-0176.280 | Y=0491.140-0500.460 | Xây dựng, láng
P=2015 | X=0108.290-0192.950 | Y=0500.780-0512.020 | nhựa đường từ ĐT
P=2015 | X=0108.290-0185.080 | Y=0514.180-0523.500 | 741 (gần Công ty
P=2015 | X=0108.290-0171.190 | Y=0523.820-0535.060 | cao su Phước
P=2015 | X=0090.500-0107.140 | Y=0531.460-0540.780 | 182
P=2015 | X=0197.830-0248.100 | Y=0531.460-0540.780 | Toàn tuyến
P=2015 | X=0437.690-0454.330 | Y=0531.460-0540.780 | 224
P=2015 | X=0471.530-0488.170 | Y=0531.460-0540.780 | 179
P=2015 | X=0505.390-0522.030 | Y=0531.460-0540.780 | 143
P=2015 | X=0108.290-0183.970 | Y=0537.250-0546.570 | Long, huyện Phú
P=2015 | X=0108.290-0190.240 | Y=0546.890-0558.130 | Riềng) đến đường
P=2015 | X=0108.290-0182.950 | Y=0558.410-0569.650 | ĐT 759 (khu vực
P=2015 | X=0108.290-0181.820 | Y=0569.930-0581.170 | Long Điền, Long
P=2015 | X=0108.290-0142.370 | Y=0581.450-0592.690 | Phước)
P=2015 | X=0108.290-0196.230 | Y=0599.450-0610.690 | Đường thuộc dự án
P=2015 | X=0108.290-0196.890 | Y=0610.730-0621.970 | Xây dựng đường từ
P=2015 | X=0108.290-0173.890 | Y=0622.270-0633.510 | đường ĐT 759
P=2015 | X=0108.290-0177.190 | Y=0633.790-0645.030 | phường Phước
P=2015 | X=0090.500-0181.360 | Y=0645.310-0656.550 | 183 Bình đến đường
P=2015 | X=0197.830-0248.100 | Y=0647.190-0656.510 | Toàn tuyến
P=2015 | X=0437.690-0454.330 | Y=0647.190-0656.510 | 224
P=2015 | X=0471.530-0488.170 | Y=0647.190-0656.510 | 179
P=2015 | X=0505.390-0522.030 | Y=0647.190-0656.510 | 143
P=2015 | X=0108.290-0166.450 | Y=0658.710-0668.030 | Bàu Nghé xã
P=2015 | X=0108.290-0176.190 | Y=0668.350-0679.590 | Phước Tín (cũ)
P=2015 | X=0108.290-0190.470 | Y=0679.870-0691.110 | (song song đường
P=2015 | X=0108.290-0144.520 | Y=0691.390-0702.630 | ĐT 759)
P=2016 | X=0108.290-0186.400 | Y=0078.740-0089.980 | Các tuyến đường
P=2016 | X=0108.290-0181.340 | Y=0090.260-0101.500 | nhựa, đường bê
P=2016 | X=0090.500-0171.270 | Y=0103.660-0112.980 | 184 Tông có chiều
P=2016 | X=0197.830-0248.100 | Y=0103.660-0112.980 | Toàn tuyến
P=2016 | X=0437.690-0454.330 | Y=0103.660-0112.980 | 196
P=2016 | X=0471.530-0488.170 | Y=0103.660-0112.980 | 157
P=2016 | X=0505.390-0522.030 | Y=0103.660-0112.980 | 125
P=2016 | X=0108.290-0196.150 | Y=0115.180-0124.500 | ngang rộng từ 3,5m
P=2016 | X=0108.290-0137.410 | Y=0126.730-0136.050 | trở lên
P=2016 | X=0108.290-0186.400 | Y=0142.850-0154.090 | Các tuyến đường
P=2016 | X=0108.290-0181.340 | Y=0154.370-0165.610 | nhựa, đường bê
P=2016 | X=0090.500-0167.910 | Y=0167.530-0176.850 | 185 tông có chiều
P=2016 | X=0197.830-0248.100 | Y=0167.530-0176.850 | Toàn tuyến
P=2016 | X=0437.690-0454.330 | Y=0167.530-0176.850 | 196
P=2016 | X=0471.530-0488.170 | Y=0167.530-0176.850 | 157
P=2016 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 125
P=2016 | X=0108.290-0182.790 | Y=0177.170-0188.410 | ngang rộng dưới
P=2016 | X=0108.290-0130.610 | Y=0190.570-0199.890 | 3,5m
P=2016 | X=0108.290-0186.400 | Y=0206.710-0217.950 | Các tuyến đường
P=2016 | X=0090.500-0107.140 | Y=0214.350-0223.670 | 186
P=2016 | X=0197.830-0248.100 | Y=0214.350-0223.670 | Toàn tuyến
P=2016 | X=0437.690-0454.330 | Y=0214.350-0223.670 | 196
P=2016 | X=0471.530-0488.170 | Y=0214.350-0223.670 | 157
P=2016 | X=0505.390-0522.030 | Y=0214.350-0223.670 | 125
P=2016 | X=0108.290-0137.170 | Y=0220.110-0229.430 | còn lại
