TABLE=034 | AREA=Xã Xuân Đông | SECTION=agricultural | SEGMENTS=1
P=1128 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 130
P=1128 | X=0128.210-0369.320 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1128 | X=0128.210-0170.350 | Y=0196.570-0205.890 | >1.000m.
P=1128 | X=0128.210-0351.850 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1128 | X=0128.210-0401.740 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1128 | X=0128.210-0405.340 | Y=0241.510-0252.750 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 đến
P=1128 | X=0128.210-0387.110 | Y=0253.030-0264.270 | Đường tỉnh 765 + 2000m có hiện trạng là đường nhựa, bê
P=1128 | X=0128.210-0188.370 | Y=0264.550-0275.790 | tông xi măng:
P=1128 | X=0100.610-0117.250 | Y=0266.670-0275.990 | 159
P=1128 | X=0447.290-0463.930 | Y=0266.670-0275.990 | 350
P=1128 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 230
P=1128 | X=0128.210-0359.290 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1128 | X=0128.210-0405.400 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1128 | X=0128.210-0401.740 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1128 | X=0128.210-0405.340 | Y=0328.900-0340.140 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 đến
P=1128 | X=0128.210-0387.110 | Y=0340.420-0351.660 | Đường tỉnh 765 + 2000m có hiện trạng là đường nhựa, bê
P=1128 | X=0128.210-0188.370 | Y=0351.700-0362.940 | tông xi măng:
P=1128 | X=0100.610-0117.250 | Y=0368.480-0377.800 | 160
P=1128 | X=0447.290-0463.930 | Y=0368.480-0377.800 | 290
P=1128 | X=0505.390-0522.030 | Y=0368.480-0377.800 | 180
P=1128 | X=0128.210-0359.760 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1128 | X=0128.210-0381.520 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1128 | X=0128.210-0223.180 | Y=0398.280-0409.520 | >500m đến ≤1.000m.
P=1128 | X=0128.210-0351.380 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1128 | X=0128.210-0401.740 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1128 | X=0128.210-0405.340 | Y=0445.080-0456.320 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 đến
P=1128 | X=0128.210-0387.110 | Y=0456.620-0467.860 | Đường tỉnh 765 + 2000m có hiện trạng là đường nhựa, bê
P=1128 | X=0128.210-0188.370 | Y=0468.140-0479.380 | tông xi măng:
P=1128 | X=0100.610-0117.250 | Y=0476.020-0485.340 | 161
P=1128 | X=0447.290-0463.930 | Y=0476.020-0485.340 | 200
P=1128 | X=0505.390-0522.030 | Y=0476.020-0485.340 | 130
P=1128 | X=0128.210-0369.320 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1128 | X=0128.210-0170.370 | Y=0499.060-0508.380 | >1.000m.
P=1128 | X=0128.210-0351.850 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1128 | X=0128.210-0319.630 | Y=0532.220-0543.460 | Đường Xuân Đông - Xuân Đường tỉnh 765
P=1128 | X=0327.720-0404.550 | Y=0538.010-0549.250 | Đường tỉnh 765B
P=1128 | X=0100.610-0117.250 | Y=0539.890-0549.210 | 162
P=1128 | X=0447.290-0463.930 | Y=0539.890-0549.210 | 500
P=1128 | X=0505.390-0522.030 | Y=0539.890-0549.210 | 370
P=1128 | X=0128.210-0145.000 | Y=0545.650-0554.970 | Tây
P=1128 | X=0249.460-0288.570 | Y=0545.650-0554.970 | + 2000m
P=1128 | X=0128.210-0402.470 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1128 | X=0128.210-0375.350 | Y=0573.050-0584.290 | Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1128 | X=0128.210-0383.950 | Y=0584.570-0595.810 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1128 | X=0128.210-0156.210 | Y=0596.090-0607.330 | măng:
P=1128 | X=0100.610-0117.250 | Y=0598.210-0607.530 | 163
P=1128 | X=0447.290-0463.930 | Y=0598.210-0607.530 | 350
P=1128 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 230
P=1128 | X=0128.210-0359.290 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1128 | X=0128.210-0405.400 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1128 | X=0128.210-0402.470 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1128 | X=0128.210-0375.350 | Y=0660.430-0671.670 | Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1128 | X=0128.210-0383.950 | Y=0671.950-0683.190 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1128 | X=0100.610-0117.250 | Y=0676.710-0686.030 | 164
P=1128 | X=0447.290-0463.930 | Y=0676.710-0686.030 | 290
P=1128 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 180
P=1128 | X=0128.210-0156.210 | Y=0683.470-0694.710 | măng:
P=1128 | X=0128.210-0359.760 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1129 | X=0128.210-0381.520 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1129 | X=0128.210-0223.180 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1129 | X=0128.210-0351.400 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1129 | X=0128.210-0402.470 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1129 | X=0128.210-0375.350 | Y=0136.850-0148.090 | Đông - Xuân Tây đoạn từ Đường tỉnh 765 + 2000m đến
P=1129 | X=0128.210-0383.950 | Y=0148.370-0159.610 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1129 | X=0128.210-0156.210 | Y=0159.650-0170.890 | măng:
P=1129 | X=0100.610-0117.250 | Y=0167.530-0176.850 | 165
P=1129 | X=0447.290-0463.930 | Y=0167.530-0176.850 | 200
P=1129 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 130
P=1129 | X=0128.210-0369.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1129 | X=0128.210-0170.350 | Y=0190.570-0199.890 | >1.000m.
P=1129 | X=0128.210-0351.850 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1129 | X=0128.210-0401.740 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1129 | X=0128.210-0394.600 | Y=0235.510-0246.750 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 +
P=1129 | X=0128.210-0404.620 | Y=0247.030-0258.270 | 2000m đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1129 | X=0128.210-0188.370 | Y=0258.550-0269.790 | tông xi măng:
P=1129 | X=0100.610-0117.250 | Y=0260.670-0269.990 | 166
P=1129 | X=0447.290-0463.930 | Y=0260.670-0269.990 | 350
P=1129 | X=0505.390-0522.030 | Y=0260.670-0269.990 | 230
P=1129 | X=0128.210-0359.290 | Y=0276.070-0287.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1129 | X=0128.210-0405.400 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1129 | X=0128.210-0401.740 | Y=0311.380-0322.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1129 | X=0128.210-0394.600 | Y=0322.900-0334.140 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 +
P=1129 | X=0128.210-0404.620 | Y=0334.420-0345.660 | 2000m đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1129 | X=0128.210-0188.370 | Y=0345.700-0356.940 | tông xi măng:
P=1129 | X=0100.610-0117.250 | Y=0362.460-0371.780 | 167
P=1129 | X=0447.290-0463.930 | Y=0362.460-0371.780 | 290
P=1129 | X=0505.390-0522.030 | Y=0362.460-0371.780 | 180
P=1129 | X=0128.210-0359.760 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1129 | X=0128.210-0381.520 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1129 | X=0128.210-0223.180 | Y=0392.280-0403.520 | >500m đến ≤1.000m.
P=1129 | X=0128.210-0351.380 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1129 | X=0128.210-0401.740 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1129 | X=0128.210-0394.600 | Y=0439.080-0450.320 | ra Đường Xuân Đông - Xuân Tây đoạn từ Đường tỉnh 765 +
P=1129 | X=0128.210-0404.620 | Y=0450.620-0461.860 | 2000m đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1129 | X=0128.210-0188.370 | Y=0462.140-0473.380 | tông xi măng:
P=1129 | X=0100.610-0117.250 | Y=0470.020-0479.340 | 168
P=1129 | X=0447.290-0463.930 | Y=0470.020-0479.340 | 200
P=1129 | X=0505.390-0522.030 | Y=0470.020-0479.340 | 130
P=1129 | X=0128.210-0369.320 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1129 | X=0128.210-0170.350 | Y=0493.060-0502.380 | >1.000m.
P=1129 | X=0128.210-0351.880 | Y=0508.460-0519.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1129 | X=0128.210-0247.120 | Y=0526.220-0537.460 | Đường ấp 10 - 11 xã Xuân
P=1129 | X=0327.720-0385.410 | Y=0526.220-0537.460 | Đường Xuân
P=1129 | X=0249.460-0319.630 | Y=0531.980-0543.220 | Đường tỉnh 764
P=1129 | X=0100.610-0117.250 | Y=0533.860-0543.180 | 169
P=1129 | X=0447.290-0463.930 | Y=0533.860-0543.180 | 500
P=1129 | X=0505.390-0522.030 | Y=0533.860-0543.180 | 370
P=1129 | X=0128.210-0158.520 | Y=0537.770-0549.010 | Tây cũ
P=1129 | X=0327.720-0403.340 | Y=0537.770-0549.010 | Đông - Xuân Tây
P=1129 | X=0128.210-0404.390 | Y=0555.530-0566.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10
P=1129 | X=0128.210-0381.590 | Y=0567.050-0578.290 | - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường
P=1129 | X=0128.210-0399.090 | Y=0578.570-0589.810 | Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1129 | X=0128.210-0166.040 | Y=0590.090-0601.330 | xi măng:
P=1129 | X=0100.610-0117.250 | Y=0592.210-0601.530 | 170
P=1129 | X=0447.290-0463.930 | Y=0592.210-0601.530 | 350
P=1129 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 230
P=1129 | X=0128.210-0359.290 | Y=0607.610-0618.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1129 | X=0128.210-0405.400 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1129 | X=0128.210-0404.390 | Y=0642.910-0654.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10
P=1129 | X=0128.210-0381.590 | Y=0654.430-0665.670 | - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường
P=1129 | X=0128.210-0399.090 | Y=0665.950-0677.190 | Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1129 | X=0100.610-0117.250 | Y=0670.710-0680.030 | 171
P=1129 | X=0447.290-0463.930 | Y=0670.710-0680.030 | 290
P=1129 | X=0505.390-0522.030 | Y=0670.710-0680.030 | 180
P=1129 | X=0128.210-0166.040 | Y=0677.470-0688.710 | xi măng:
P=1129 | X=0128.210-0359.760 | Y=0694.750-0705.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1130 | X=0128.210-0381.520 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1130 | X=0128.210-0223.180 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1130 | X=0128.210-0351.380 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1130 | X=0128.210-0404.390 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 10
P=1130 | X=0128.210-0381.590 | Y=0136.850-0148.090 | - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764 đến Đường
P=1130 | X=0128.210-0399.090 | Y=0148.370-0159.610 | Xuân Đông - Xuân Tây có hiện trạng là đường nhựa, bê tông
P=1130 | X=0128.210-0166.040 | Y=0159.650-0170.890 | xi măng:
P=1130 | X=0100.610-0117.250 | Y=0167.530-0176.850 | 172
P=1130 | X=0447.290-0463.930 | Y=0167.530-0176.850 | 200
P=1130 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 130
P=1130 | X=0128.210-0369.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1130 | X=0128.210-0170.350 | Y=0190.570-0199.890 | >1.000m.
P=1130 | X=0128.210-0351.850 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1130 | X=0128.210-0401.740 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0128.210-0401.510 | Y=0235.510-0246.750 | ra Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764
P=1130 | X=0128.210-0387.820 | Y=0247.030-0258.270 | đến Đường Xuân Đông - Xuân Tây có hiện trạng là đường
P=1130 | X=0128.210-0231.320 | Y=0258.550-0269.790 | nhựa, bê tông xi măng:
P=1130 | X=0100.610-0117.250 | Y=0260.670-0269.990 | 173
P=1130 | X=0447.290-0463.930 | Y=0260.670-0269.990 | 350
P=1130 | X=0505.390-0522.030 | Y=0260.670-0269.990 | 230
P=1130 | X=0128.210-0359.290 | Y=0276.070-0287.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1130 | X=0128.210-0405.400 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1130 | X=0128.210-0401.740 | Y=0311.380-0322.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0128.210-0401.510 | Y=0322.900-0334.140 | ra Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764
P=1130 | X=0128.210-0387.820 | Y=0334.420-0345.660 | đến Đường Xuân Đông - Xuân Tây có hiện trạng là đường
P=1130 | X=0128.210-0231.320 | Y=0345.700-0356.940 | nhựa, bê tông xi măng:
P=1130 | X=0100.610-0117.250 | Y=0362.460-0371.780 | 174
P=1130 | X=0447.290-0463.930 | Y=0362.460-0371.780 | 290
P=1130 | X=0505.390-0522.030 | Y=0362.460-0371.780 | 180
P=1130 | X=0128.210-0359.760 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1130 | X=0128.210-0381.520 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1130 | X=0128.210-0223.180 | Y=0392.280-0403.520 | >500m đến ≤1.000m.
P=1130 | X=0128.210-0351.380 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1130 | X=0128.210-0401.740 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0128.210-0401.510 | Y=0439.080-0450.320 | ra Đường ấp 10 - 11 xã Xuân Tây cũ đoạn từ Đường tỉnh 764
P=1130 | X=0128.210-0387.820 | Y=0450.620-0461.860 | đến Đường Xuân Đông - Xuân Tây có hiện trạng là đường
P=1130 | X=0128.210-0231.320 | Y=0462.140-0473.380 | nhựa, bê tông xi măng:
P=1130 | X=0100.610-0117.250 | Y=0470.020-0479.340 | 175
P=1130 | X=0447.290-0463.930 | Y=0470.020-0479.340 | 200
P=1130 | X=0505.390-0522.030 | Y=0470.020-0479.340 | 130
P=1130 | X=0128.210-0369.320 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1130 | X=0128.210-0170.350 | Y=0493.060-0502.380 | >1.000m.
P=1130 | X=0128.210-0351.870 | Y=0508.460-0519.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1130 | X=0128.210-0238.230 | Y=0526.220-0537.460 | Đường ấp 9,11, xã Xuân
P=1130 | X=0249.460-0303.560 | Y=0526.220-0537.460 | Giáp đường
P=1130 | X=0327.720-0385.160 | Y=0533.860-0543.180 | Giáp ranh xã
P=1130 | X=0128.210-0235.110 | Y=0537.770-0549.010 | Tây - đi ấp Tân Xuân xã
P=1130 | X=0249.460-0305.400 | Y=0537.770-0549.010 | Xuân Đông -
P=1130 | X=0100.610-0117.250 | Y=0539.650-0548.970 | 176
P=1130 | X=0447.290-0463.930 | Y=0539.650-0548.970 | 500
P=1130 | X=0505.390-0522.030 | Y=0539.650-0548.970 | 370
P=1130 | X=0327.720-0365.180 | Y=0545.410-0554.730 | Cẩm Mỹ
P=1130 | X=0128.210-0182.990 | Y=0549.290-0560.530 | Bảo Bình cũ
P=1130 | X=0249.460-0292.180 | Y=0551.170-0560.490 | Xuân Tây
P=1130 | X=0128.210-0390.460 | Y=0567.050-0578.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1130 | X=0128.210-0394.250 | Y=0578.570-0589.810 | 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ
P=1130 | X=0128.210-0389.900 | Y=0590.090-0601.330 | Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm
P=1130 | X=0128.210-0351.140 | Y=0601.610-0612.850 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1130 | X=0100.610-0117.250 | Y=0603.730-0613.050 | 177
P=1130 | X=0447.290-0463.930 | Y=0603.730-0613.050 | 350
P=1130 | X=0505.390-0522.030 | Y=0603.730-0613.050 | 230
P=1130 | X=0128.210-0359.290 | Y=0619.150-0630.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1130 | X=0128.210-0405.400 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1130 | X=0128.210-0390.460 | Y=0654.430-0665.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1130 | X=0128.210-0394.250 | Y=0665.950-0677.190 | 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ
P=1130 | X=0128.210-0389.900 | Y=0677.470-0688.710 | Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm
P=1130 | X=0100.610-0117.250 | Y=0682.230-0691.550 | 178
P=1130 | X=0447.290-0463.930 | Y=0682.230-0691.550 | 290
P=1130 | X=0505.390-0522.030 | Y=0682.230-0691.550 | 180
P=1130 | X=0128.210-0351.140 | Y=0688.750-0699.990 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1130 | X=0128.210-0359.760 | Y=0706.290-0717.530 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1131 | X=0128.210-0381.520 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1131 | X=0128.210-0223.180 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1131 | X=0128.210-0351.380 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1131 | X=0128.210-0390.460 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1131 | X=0128.210-0394.250 | Y=0136.850-0148.090 | 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình cũ đoạn từ
P=1131 | X=0128.210-0389.900 | Y=0148.370-0159.610 | Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh xã Cẩm
P=1131 | X=0128.210-0351.140 | Y=0159.650-0170.890 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1131 | X=0100.610-0117.250 | Y=0167.530-0176.850 | 179
P=1131 | X=0447.290-0463.930 | Y=0167.530-0176.850 | 200
P=1131 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 130
P=1131 | X=0128.210-0369.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1131 | X=0128.210-0170.350 | Y=0190.570-0199.890 | >1.000m.
P=1131 | X=0128.210-0351.850 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1131 | X=0128.210-0401.740 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1131 | X=0128.210-0403.410 | Y=0235.510-0246.750 | ra Đường ấp 9,11, xã Xuân Tây - đi ấp Tân Xuân xã Bảo Bình
P=1131 | X=0128.210-0403.410 | Y=0247.030-0258.270 | cũ đoạn từ Giáp đường Xuân Đông - Xuân Tây đến Giáp ranh
P=1131 | X=0128.210-0388.130 | Y=0258.550-0269.790 | xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1131 | X=0100.610-0117.250 | Y=0260.670-0269.990 | 180
P=1131 | X=0447.290-0463.930 | Y=0260.670-0269.990 | 350
P=1131 | X=0505.390-0522.030 | Y=0260.670-0269.990 | 230
P=1131 | X=0128.210-0359.290 | Y=0276.070-0287.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
